https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOND,Volume USDT
1660435200,2022-08-14 00:00:00,BOND/USDT,7.952,8.055,7.609,7.726,32034.5336,251289.1937097
1660348800,2022-08-13 00:00:00,BOND/USDT,8.103,8.234,7.889,7.95,11429.697,92397.0008228
1660262400,2022-08-12 00:00:00,BOND/USDT,8.235,8.235,8.018,8.13,14522.4936,117907.3899146
1660176000,2022-08-11 00:00:00,BOND/USDT,8.323,8.478,8.137,8.26,17756.1072,147672.3651631
1660089600,2022-08-10 00:00:00,BOND/USDT,8.265,8.398,8.018,8.321,15219.8748,125653.4215509
1660003200,2022-08-09 00:00:00,BOND/USDT,8.637,8.751,8.08,8.267,23234.8833,194981.8123613
1659916800,2022-08-08 00:00:00,BOND/USDT,8.807,9.087,8.568,8.642,36368.5681,322003.3878162
1659830400,2022-08-07 00:00:00,BOND/USDT,8.656,9.619,8.61,8.806,35689.6818,319745.12154
1659744000,2022-08-06 00:00:00,BOND/USDT,8.583,9.146,8.418,8.667,54206.3469,477131.1111538
1659657600,2022-08-05 00:00:00,BOND/USDT,8.426,8.964,8.302,8.595,31274.0987,269700.9898102
1659571200,2022-08-04 00:00:00,BOND/USDT,8.718,8.893,8.164,8.426,28595.571,242539.8543498
1659484800,2022-08-03 00:00:00,BOND/USDT,8.852,9.078,8.581,8.749,44215.9527,389774.9120081
1659398400,2022-08-02 00:00:00,BOND/USDT,8.968,9.555,8.029,8.839,118316.3854,1045279.9026232
1659312000,2022-08-01 00:00:00,BOND/USDT,10.133,10.475,8.68,8.974,388108.1891,3683437.6272678
1659225600,2022-07-31 00:00:00,BOND/USDT,8.249,11.74,8.054,10.086,262329.93570055,2654484.1971193615
1659139200,2022-07-30 00:00:00,BOND/USDT,9.194,9.556,7.848,8.217,137500.8979,1189071.0478225
1659052800,2022-07-29 00:00:00,BOND/USDT,10.278,10.66,8.415,9.152,201689.30423572,1887998.47210598336
1658966400,2022-07-28 00:00:00,BOND/USDT,11.292,11.653,9.809,10.279,467873.6987,5046742.1135344
1658880000,2022-07-27 00:00:00,BOND/USDT,19.28,20.99,9.629,11.3,711620.12820802,8826169.8414782808
1658793600,2022-07-26 00:00:00,BOND/USDT,18.372,21.781,17.81,19.28,121924.5667,2396094.0103251
1658707200,2022-07-25 00:00:00,BOND/USDT,21.739,22.313,16.83,18.263,185191.5542,3651370.4504071972
1658620800,2022-07-24 00:00:00,BOND/USDT,20.387,25.071,20.386,21.621,246250.43182215,5551196.97119949125
1658534400,2022-07-23 00:00:00,BOND/USDT,15.111,24,14.621,20.391,411295.134,8345971.0864903
1658448000,2022-07-22 00:00:00,BOND/USDT,11.642,15.498,11.561,15.142,146684.88517388,2071627.76045976188
1658361600,2022-07-21 00:00:00,BOND/USDT,12.22,13.9,10.252,11.642,179918.72383105,2198094.50626893605
1658275200,2022-07-20 00:00:00,BOND/USDT,7.919,14,7.749,12.173,138584.69360272,1730886.40769112313
1658188800,2022-07-19 00:00:00,BOND/USDT,7.677,8.3,7.203,7.937,104975.91390894,824303.65258971708
1658102400,2022-07-18 00:00:00,BOND/USDT,6.345,9.21,6.038,7.698,142186.64137189,1122698.11803392506
1658016000,2022-07-17 00:00:00,BOND/USDT,6.952,8.777,5.5,6.348,273697.36544045,1937147.14050631509
1657929600,2022-07-16 00:00:00,BOND/USDT,3.226,9.731,3.138,6.976,392931.15171549,2541933.11686861703
1657843200,2022-07-15 00:00:00,BOND/USDT,3.199,3.345,3.1,3.238,15788.81581645,51166.79945767796
1657756800,2022-07-14 00:00:00,BOND/USDT,2.941,3.358,2.916,3.192,14319.93008061,44421.29960863543
1657670400,2022-07-13 00:00:00,BOND/USDT,2.841,3.126,2.757,2.938,7480.78889016,21604.2533427151
1657584000,2022-07-12 00:00:00,BOND/USDT,3.019,3.041,2.789,2.842,27353.7555209,80151.37931414155
1657497600,2022-07-11 00:00:00,BOND/USDT,2.887,3.727,2.878,3.002,75085.9501777,250864.6542693444
1657411200,2022-07-10 00:00:00,BOND/USDT,3.03,3.03,2.852,2.891,1462.97122583,4273.46082193313
1657324800,2022-07-09 00:00:00,BOND/USDT,3.05,3.165,3.02,3.04,4556.57451692,14054.11606115808
1657238400,2022-07-08 00:00:00,BOND/USDT,3.117,3.131,2.949,3.06,11560.22431779,34870.93364775306
1657152000,2022-07-07 00:00:00,BOND/USDT,2.993,3.47,2.922,3.12,15672.06712885,48753.87282691466
1657065600,2022-07-06 00:00:00,BOND/USDT,2.79,2.992,2.752,2.992,15168.83339119,43999.80793052818
1656979200,2022-07-05 00:00:00,BOND/USDT,2.9,2.935,2.751,2.79,21235.38525824,61057.85169361477
1656892800,2022-07-04 00:00:00,BOND/USDT,2.86,2.92,2.802,2.89,3565.07408106,10204.23574002378
1656806400,2022-07-03 00:00:00,BOND/USDT,2.803,3.136,2.691,2.848,36421.49485746,103310.42256086445
1656720000,2022-07-02 00:00:00,BOND/USDT,2.65,3.1,2.607,2.792,16452.52537316,46520.64274160663
1656633600,2022-07-01 00:00:00,BOND/USDT,2.71,2.803,2.62,2.652,18937.08039335,50636.54752216225
1656547200,2022-06-30 00:00:00,BOND/USDT,2.78,2.79,2.557,2.713,9774.28109748,25960.62731058664
1656460800,2022-06-29 00:00:00,BOND/USDT,2.734,3.695,2.614,2.758,69527.76383344,212256.00135441906
1656374400,2022-06-28 00:00:00,BOND/USDT,2.66,2.77,2.61,2.74,4920.70655585,13199.99432715163
1656288000,2022-06-27 00:00:00,BOND/USDT,2.713,2.826,2.661,2.661,7632.9261396,20914.21932897634
1656201600,2022-06-26 00:00:00,BOND/USDT,2.941,2.944,2.72,2.727,15405.64813094,44100.42919648703
1656115200,2022-06-25 00:00:00,BOND/USDT,2.81,3.991,2.8,2.923,61331.955642,195781.39097383296
1656028800,2022-06-24 00:00:00,BOND/USDT,2.639,2.92,2.608,2.818,6794.70972908,18627.9994562174
1655942400,2022-06-23 00:00:00,BOND/USDT,2.496,2.674,2.496,2.642,1165.22816595,3015.41033686233
1655856000,2022-06-22 00:00:00,BOND/USDT,2.595,2.6,2.451,2.493,8815.05158852,22211.0110476385
1655769600,2022-06-21 00:00:00,BOND/USDT,2.65,2.79,2.578,2.595,24284.1781162,65266.39730440753
1655683200,2022-06-20 00:00:00,BOND/USDT,2.45,2.85,2.352,2.655,21109.94441361,55654.24582596366
1655596800,2022-06-19 00:00:00,BOND/USDT,2.331,2.55,2.223,2.44,4156.61198221,10068.79278610039
1655510400,2022-06-18 00:00:00,BOND/USDT,2.6,2.62,2.185,2.337,3272.11826663,7711.37894223609
1655424000,2022-06-17 00:00:00,BOND/USDT,2.62,2.735,2.54,2.593,4161.52079117,10988.6654095545
1655337600,2022-06-16 00:00:00,BOND/USDT,2.89,2.901,2.6,2.6,6276.56512329,16970.49854596078
1655251200,2022-06-15 00:00:00,BOND/USDT,2.82,2.889,2.55,2.889,6722.19730621,18098.80199719465
1655164800,2022-06-14 00:00:00,BOND/USDT,2.85,2.95,2.61,2.82,13481.01048235,37298.997809248
1655078400,2022-06-13 00:00:00,BOND/USDT,3.38,3.4,2.71,2.85,16301.11734081,49215.1900906232
1654992000,2022-06-12 00:00:00,BOND/USDT,3.56,4.4,3.38,3.38,66635.07822499,259079.804462728
1654905600,2022-06-11 00:00:00,BOND/USDT,3.46,3.78,3.36,3.53,8560.62976289,30731.4750708024
1654819200,2022-06-10 00:00:00,BOND/USDT,3.7,3.74,3.43,3.43,3287.94455555,11826.99389598
1654732800,2022-06-09 00:00:00,BOND/USDT,3.59,3.94,3.54,3.7,1952.37502939,7272.5397348932
1654646400,2022-06-08 00:00:00,BOND/USDT,3.7,3.8,3.51,3.61,9018.70358481,32979.5808479083
1654560000,2022-06-07 00:00:00,BOND/USDT,3.54,4.9,3.37,3.7,38606.29859135,159325.1774394863
1654473600,2022-06-06 00:00:00,BOND/USDT,3.52,3.63,3.5,3.54,7923.81549609,28221.3059379165
1654387200,2022-06-05 00:00:00,BOND/USDT,3.46,3.76,3.42,3.48,1166.31257279,4107.1612599539
1654300800,2022-06-04 00:00:00,BOND/USDT,3.45,3.53,3.41,3.48,1045.9141975,3636.8652549386
1654214400,2022-06-03 00:00:00,BOND/USDT,3.51,3.55,3.39,3.44,1612.3578,5670.64275
1654128000,2022-06-02 00:00:00,BOND/USDT,3.41,3.53,3.38,3.53,765.16913212,2638.9643449897
1654041600,2022-06-01 00:00:00,BOND/USDT,3.69,3.76,3.38,3.42,2704.92120733,9852.6497261395
1653955200,2022-05-31 00:00:00,BOND/USDT,3.73,3.77,3.6,3.7,3726.51200197,13786.3797658461
1653868800,2022-05-30 00:00:00,BOND/USDT,3.6,3.78,3.56,3.74,3888.61139871,14331.0397688303
1653782400,2022-05-29 00:00:00,BOND/USDT,3.45,3.64,3.43,3.61,3966.29314399,14059.0836609021
1653696000,2022-05-28 00:00:00,BOND/USDT,3.4,3.51,3.37,3.45,2841.04498581,9711.3220119203
1653609600,2022-05-27 00:00:00,BOND/USDT,3.27,3.72,3.16,3.41,18496.73929733,62449.7798008886
1653523200,2022-05-26 00:00:00,BOND/USDT,3.6,3.65,3.26,3.29,15865.76560209,54231.3338872732
1653436800,2022-05-25 00:00:00,BOND/USDT,3.88,4.02,3.59,3.59,9716.26261304,36773.3420827165
1653350400,2022-05-24 00:00:00,BOND/USDT,3.47,4.52,3.45,3.86,39545.3200401,155348.1251537192
1653264000,2022-05-23 00:00:00,BOND/USDT,3.54,3.7,3.42,3.48,8120.77564295,29112.8754348262
1653177600,2022-05-22 00:00:00,BOND/USDT,3.44,3.63,3.42,3.54,7063.33305573,24779.5912888224
1653091200,2022-05-21 00:00:00,BOND/USDT,3.42,3.66,3.36,3.44,1988.64526825,7039.2531919465
1653004800,2022-05-20 00:00:00,BOND/USDT,3.62,3.66,3.32,3.42,3169.90245457,11129.0775029052
1652918400,2022-05-19 00:00:00,BOND/USDT,3.37,3.79,3.31,3.66,9571.01956499,33965.5603798937
1652832000,2022-05-18 00:00:00,BOND/USDT,3.63,3.94,3.36,3.38,13482.53124951,49338.8988576175
1652745600,2022-05-17 00:00:00,BOND/USDT,3.38,3.64,3.38,3.62,1897.81533866,6703.5697389024
1652659200,2022-05-16 00:00:00,BOND/USDT,3.61,3.64,3.28,3.38,783.60330777,2637.3554999546
1652572800,2022-05-15 00:00:00,BOND/USDT,3.34,3.64,3.25,3.61,9443.16391523,32992.1118671719
1652486400,2022-05-14 00:00:00,BOND/USDT,3.36,3.5,3.06,3.31,2973.76776658,9731.0826902847
1652400000,2022-05-13 00:00:00,BOND/USDT,3.18,3.63,3.16,3.37,11340.88335152,38828.7555076601
1652313600,2022-05-12 00:00:00,BOND/USDT,3.57,3.72,3.11,3.18,10422.22187181,35117.8704409997
1652227200,2022-05-11 00:00:00,BOND/USDT,4.87,4.92,3.5,3.58,17731.01949622,73212.7646833265
1652140800,2022-05-10 00:00:00,BOND/USDT,5.52,6.23,4.71,4.87,47453.44435828,262065.0645630129
1652054400,2022-05-09 00:00:00,BOND/USDT,5.1,6.25,4.91,5.48,69121.16041654,379290.3702736095
1651968000,2022-05-08 00:00:00,BOND/USDT,5.26,5.26,5,5.1,6126.7879081,31335.291171943
1651881600,2022-05-07 00:00:00,BOND/USDT,5.3,5.67,5.16,5.27,4552.81578275,24699.6437487289
1651795200,2022-05-06 00:00:00,BOND/USDT,5.66,5.66,5.2,5.3,13008.00681535,70567.8720480639
1651708800,2022-05-05 00:00:00,BOND/USDT,6.2,6.26,5.49,5.69,8719.43281358,49622.3098517674
1651622400,2022-05-04 00:00:00,BOND/USDT,6.04,6.24,5.86,6.19,2769.64263609,16774.538439839
1651536000,2022-05-03 00:00:00,BOND/USDT,6.07,6.19,5.99,6.04,2394.07262412,14537.7995639612
1651449600,2022-05-02 00:00:00,BOND/USDT,6.14,6.18,5.99,6.07,2758.0705,16759.720853
1651363200,2022-05-01 00:00:00,BOND/USDT,5.86,6.19,5.68,6.13,15806.72889413,93202.8394548049
1651276800,2022-04-30 00:00:00,BOND/USDT,6.12,6.25,5.83,5.84,10211.33859716,62663.1885109558
1651190400,2022-04-29 00:00:00,BOND/USDT,6.79,6.82,6.04,6.09,3288.5685818,20453.8613277066
1651104000,2022-04-28 00:00:00,BOND/USDT,6.82,6.99,6.73,6.81,1543.06362571,10540.9380640885
1651017600,2022-04-27 00:00:00,BOND/USDT,6.7,6.91,6.67,6.82,1303.50698737,8807.1002501247
1650931200,2022-04-26 00:00:00,BOND/USDT,7.39,7.41,6.67,6.69,3135.39006345,22288.4783879872
1650844800,2022-04-25 00:00:00,BOND/USDT,7.15,7.42,6.91,7.42,4108.94265403,29162.1376008189
1650758400,2022-04-24 00:00:00,BOND/USDT,7.31,7.38,7.14,7.15,1699.88685758,12381.1762639438
1650672000,2022-04-23 00:00:00,BOND/USDT,7.54,7.54,7.31,7.31,2904.3339,21647.185542
1650585600,2022-04-22 00:00:00,BOND/USDT,7.56,7.68,7.34,7.55,1282.2237054,9663.3376037864
1650499200,2022-04-21 00:00:00,BOND/USDT,7.8,8,7.54,7.58,3107.93693486,24145.8369018678
1650412800,2022-04-20 00:00:00,BOND/USDT,7.8,8.15,7.74,7.8,3342.57086682,26472.509861688
1650326400,2022-04-19 00:00:00,BOND/USDT,7.77,7.88,7.65,7.82,3675.65850976,28523.0486499376
1650240000,2022-04-18 00:00:00,BOND/USDT,7.69,7.8,7.27,7.78,5564.04412035,41975.3983217628
1650153600,2022-04-17 00:00:00,BOND/USDT,7.84,7.9,7.63,7.69,5681.19455225,44410.5527835428
1650067200,2022-04-16 00:00:00,BOND/USDT,7.87,8,7.72,7.86,1643.61270452,12887.2220928641
1649980800,2022-04-15 00:00:00,BOND/USDT,7.79,8.05,7.77,7.89,1804.39670806,14303.4145598398
1649894400,2022-04-14 00:00:00,BOND/USDT,7.94,8.16,7.66,7.8,2645.25606998,21092.8988149313
1649808000,2022-04-13 00:00:00,BOND/USDT,7.9,8.04,7.61,7.95,3238.56866896,25313.5004226787
1649721600,2022-04-12 00:00:00,BOND/USDT,8.04,8.2,7.7,7.9,3930.22195502,31392.9128587996
1649635200,2022-04-11 00:00:00,BOND/USDT,8.83,8.98,7.82,8.03,11013.15993913,91938.1951697425
1649548800,2022-04-10 00:00:00,BOND/USDT,8.96,9.24,8.65,8.84,9956.6704227,89015.2184028238
1649462400,2022-04-09 00:00:00,BOND/USDT,8.69,9.35,8.69,8.96,8117.18734349,73224.5359378056
1649376000,2022-04-08 00:00:00,BOND/USDT,9.1,10.03,8.65,8.66,9396.19052467,85144.6784256802
1649289600,2022-04-07 00:00:00,BOND/USDT,9.04,9.52,8.86,9.1,6819.06937099,62413.7273306494
1649203200,2022-04-06 00:00:00,BOND/USDT,10.01,12.3,9.01,9.01,52952.21608233,567412.5049737514
1649116800,2022-04-05 00:00:00,BOND/USDT,9.74,10.94,9.37,9.99,16213.28534698,161748.3925026196
1649030400,2022-04-04 00:00:00,BOND/USDT,9.47,9.86,8.93,9.76,6820.65137385,63901.2283638629
1648944000,2022-04-03 00:00:00,BOND/USDT,9.2,9.71,9.09,9.47,4458.53234378,42078.0424364298
1648857600,2022-04-02 00:00:00,BOND/USDT,9.14,9.52,9.09,9.19,3890.44445854,36148.6803336661
1648771200,2022-04-01 00:00:00,BOND/USDT,8.65,9.3,8.63,9.1,4710.87916703,42142.7602099556
1648684800,2022-03-31 00:00:00,BOND/USDT,9.11,9.43,8.62,8.65,14250.79819005,130959.0735246494
1648598400,2022-03-30 00:00:00,BOND/USDT,9.12,9.18,8.79,9.1,6779.78245018,61423.2324865525
1648512000,2022-03-29 00:00:00,BOND/USDT,9.25,9.37,8.8,9.15,5892.53314666,53912.9422617861
1648425600,2022-03-28 00:00:00,BOND/USDT,9.21,9.83,9.03,9.26,15881.7675311,147394.8175444032
1648339200,2022-03-27 00:00:00,BOND/USDT,8.99,9.29,8.84,9.21,12812.67113592,116259.7355017947
1648252800,2022-03-26 00:00:00,BOND/USDT,8.53,11.27,8.47,9.03,63390.2852392,630984.4256550235
1648166400,2022-03-25 00:00:00,BOND/USDT,8.22,8.98,8.13,8.54,12690.31874573,108584.2605469164
1648080000,2022-03-24 00:00:00,BOND/USDT,8.13,8.44,8.08,8.21,8264.09104766,67942.1183747173
1647993600,2022-03-23 00:00:00,BOND/USDT,8.11,8.26,7.89,8.13,4305.15041674,34756.40686284
1647907200,2022-03-22 00:00:00,BOND/USDT,7.78,8.92,7.78,8.1,7039.63132919,57627.8981422677
1647820800,2022-03-21 00:00:00,BOND/USDT,7.89,8.11,7.56,7.8,4625.67598013,35904.2641086229
1647734400,2022-03-20 00:00:00,BOND/USDT,7.71,8.6,7.44,7.9,22793.43243255,180189.862998084
1647648000,2022-03-19 00:00:00,BOND/USDT,7.06,9.29,7.03,7.7,28705.83422775,224525.7435877817
1647561600,2022-03-18 00:00:00,BOND/USDT,6.91,7.07,6.87,7.06,3235.99265806,22559.5050887827
1647475200,2022-03-17 00:00:00,BOND/USDT,6.91,7.15,6.86,6.95,15825.1025685,110739.0122488146
1647388800,2022-03-16 00:00:00,BOND/USDT,6.71,7,6.65,6.89,4334.61914782,29428.3204118222
1647302400,2022-03-15 00:00:00,BOND/USDT,6.82,7.97,6.6,6.72,27639.36183604,197667.4989912039
1647216000,2022-03-14 00:00:00,BOND/USDT,6.52,6.99,6.52,6.82,8008.06761984,53418.3645128144
1647129600,2022-03-13 00:00:00,BOND/USDT,6.81,7.09,6.52,6.54,18308.94018447,123983.9780488742
1647043200,2022-03-12 00:00:00,BOND/USDT,6.79,7.01,6.79,6.82,6466.17063168,44580.7032189018
1646956800,2022-03-11 00:00:00,BOND/USDT,6.96,7.06,6.74,6.78,19882.95562501,135993.2266648267
1646870400,2022-03-10 00:00:00,BOND/USDT,7.18,7.66,6.83,6.96,20039.34728894,140949.9372906146
1646784000,2022-03-09 00:00:00,BOND/USDT,7.06,7.44,7.04,7.19,18594.90883106,135113.589279747
1646697600,2022-03-08 00:00:00,BOND/USDT,7.48,7.5,6.94,7.05,7178.21065901,51397.579574794
1646611200,2022-03-07 00:00:00,BOND/USDT,8.77,8.8,7.24,7.5,49961.79913585,388249.2444970819
1646524800,2022-03-06 00:00:00,BOND/USDT,7.09,10.5,7.06,8.76,91541.91248102,820277.5684284301
1646438400,2022-03-05 00:00:00,BOND/USDT,7.04,8.04,6.79,7.09,5338.76392757,38624.5550419483
1646352000,2022-03-04 00:00:00,BOND/USDT,7.24,7.24,6.73,7.02,3375.2674,23691.05013
1646265600,2022-03-03 00:00:00,BOND/USDT,7.6,7.79,7.1,7.25,1486.43940795,11200.9243218298
1646179200,2022-03-02 00:00:00,BOND/USDT,7.82,7.94,7.37,7.6,10460.65977987,79056.9608126805
1646092800,2022-03-01 00:00:00,BOND/USDT,7.7,8.39,7.57,7.81,7495.40400107,59486.7267118865
1646006400,2022-02-28 00:00:00,BOND/USDT,7.23,7.69,7.01,7.69,3272.52677361,23881.2260768101
1645920000,2022-02-27 00:00:00,BOND/USDT,7.42,7.48,6.93,7.29,3524.18112932,25669.1886127695
1645833600,2022-02-26 00:00:00,BOND/USDT,7.57,7.78,7.35,7.46,4214.46363833,31582.1102949774
1645747200,2022-02-25 00:00:00,BOND/USDT,7.34,7.68,7.25,7.57,7991.77267526,59829.4956776146
1645660800,2022-02-24 00:00:00,BOND/USDT,8.01,8.02,6.78,7.35,5521.89277415,39442.333205235
1645574400,2022-02-23 00:00:00,BOND/USDT,8.37,8.59,7.97,8.03,2064.4871075,17365.5452309141
1645488000,2022-02-22 00:00:00,BOND/USDT,8.36,8.45,8,8.38,7947.82402183,65276.1326299707
1645401600,2022-02-21 00:00:00,BOND/USDT,8.69,9.04,8.36,8.36,13235.04190855,114682.4976459835
1645315200,2022-02-20 00:00:00,BOND/USDT,9.07,9.23,8.57,8.65,11939.94618341,106070.1702969484
1645228800,2022-02-19 00:00:00,BOND/USDT,9.04,9.21,8.75,9.03,8769.99871538,78799.9955207583
1645142400,2022-02-18 00:00:00,BOND/USDT,9.51,9.74,8.86,9.07,11209.71356156,103796.9146272211
1645056000,2022-02-17 00:00:00,BOND/USDT,10.13,10.24,9.39,9.51,11862.88781242,116464.0803822728
1644969600,2022-02-16 00:00:00,BOND/USDT,10.41,10.54,9.92,10.14,11009.75619048,112849.0743468041
1644883200,2022-02-15 00:00:00,BOND/USDT,10.05,10.56,10.01,10.45,11886.95188621,122705.0190656756
1644796800,2022-02-14 00:00:00,BOND/USDT,9.64,10.74,9.54,10.05,20709.99303926,211416.6247748499
1644710400,2022-02-13 00:00:00,BOND/USDT,9.7,11.16,9.61,9.66,18121.84821874,184380.3721752859
1644624000,2022-02-12 00:00:00,BOND/USDT,9.82,10.05,9.46,9.68,8103.71032607,78857.1345877831
1644537600,2022-02-11 00:00:00,BOND/USDT,10.35,10.64,9.74,9.79,12381.21171141,126965.1286428242
1644451200,2022-02-10 00:00:00,BOND/USDT,10.84,11.05,10.1,10.37,8474.37891788,89804.5566246857
1644364800,2022-02-09 00:00:00,BOND/USDT,10.67,11.13,10.41,10.83,6395.12807796,68595.5193506727
1644278400,2022-02-08 00:00:00,BOND/USDT,11.16,11.38,10.38,10.65,11449.7632244,124515.7848227449
1644192000,2022-02-07 00:00:00,BOND/USDT,10.81,11.88,10.6,11.11,16747.84707967,187810.5221737703
1644105600,2022-02-06 00:00:00,BOND/USDT,10.67,10.99,10.51,10.78,4782.07110789,51078.0510405509
1644019200,2022-02-05 00:00:00,BOND/USDT,10.39,11.21,10.2,10.66,21651.25055977,231459.8169099132
1643932800,2022-02-04 00:00:00,BOND/USDT,9.74,10.39,9.73,10.38,11211.223523,114247.7105655771
1643846400,2022-02-03 00:00:00,BOND/USDT,9.68,10.12,9.33,9.79,4210.27364521,41100.0365857342
1643760000,2022-02-02 00:00:00,BOND/USDT,9.8,10.25,9.38,9.7,4321.7646157,42862.9739135596
1643673600,2022-02-01 00:00:00,BOND/USDT,9.89,10.16,9.66,9.82,5053.19201583,49931.3106157289
1643587200,2022-01-31 00:00:00,BOND/USDT,10.16,10.16,9.28,9.9,3886.32430407,37782.9035008405
1643500800,2022-01-30 00:00:00,BOND/USDT,10.54,10.82,9.91,10.2,1381.56551222,14378.7878058619
1643414400,2022-01-29 00:00:00,BOND/USDT,10.33,10.74,10.21,10.53,849.63025805,8816.1835326246
1643328000,2022-01-28 00:00:00,BOND/USDT,10.25,10.47,9.98,10.37,1579.28880101,16165.8663038856
1643241600,2022-01-27 00:00:00,BOND/USDT,10.6,10.64,9.88,10.18,2365.51080815,24389.9055066762
1643155200,2022-01-26 00:00:00,BOND/USDT,10.83,11.3,10.34,10.53,3637.90064226,39161.7282976496
1643068800,2022-01-25 00:00:00,BOND/USDT,10.74,11.29,10.63,10.9,1913.87491893,20902.669898852
1642982400,2022-01-24 00:00:00,BOND/USDT,11.18,12.08,10.46,10.72,3335.04415669,36734.6395046749
1642896000,2022-01-23 00:00:00,BOND/USDT,10.68,11.81,10.59,11.19,1500.66703398,16686.4931845679
1642809600,2022-01-22 00:00:00,BOND/USDT,11.5,11.79,10.33,10.62,3448.34850747,38383.9056849176
1642723200,2022-01-21 00:00:00,BOND/USDT,13.1,13.21,11.1,11.52,5077.34983574,60917.2817623106
1642636800,2022-01-20 00:00:00,BOND/USDT,13.65,14.14,13.12,13.13,1427.1346296,19712.412030153
1642550400,2022-01-19 00:00:00,BOND/USDT,14.13,14.15,13.52,13.65,1971.50192979,27244.6975887924
1642464000,2022-01-18 00:00:00,BOND/USDT,14.51,14.76,13.77,14.07,4397.65229166,63400.3122361135
1642377600,2022-01-17 00:00:00,BOND/USDT,14.84,15.08,14.38,14.55,4675.02980453,68395.3785908879
1642291200,2022-01-16 00:00:00,BOND/USDT,14.97,15.07,14.58,14.88,1983.58339735,29391.1438449913
