https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ANC,Volume USDT
1659052800,2022-07-29 00:00:00,ANC/USDT,0.1158,0.1242,0.1132,0.1145,4838114.46203291,566944.526972188603
1658966400,2022-07-28 00:00:00,ANC/USDT,0.1139,0.1186,0.1117,0.1158,5039683.89429064,580698.350767160797
1658880000,2022-07-27 00:00:00,ANC/USDT,0.1089,0.1151,0.1082,0.1139,9115569.0500816,1017375.407889075883
1658793600,2022-07-26 00:00:00,ANC/USDT,0.109,0.1105,0.1029,0.1089,5141745.08381746,545269.244062144268
1658707200,2022-07-25 00:00:00,ANC/USDT,0.1183,0.1183,0.1085,0.1092,4433947.08345713,504915.098918793911
1658620800,2022-07-24 00:00:00,ANC/USDT,0.1218,0.1225,0.1176,0.1182,3433091.24620366,413120.636450092876
1658534400,2022-07-23 00:00:00,ANC/USDT,0.1182,0.1247,0.1165,0.1217,6576247.47038961,792546.940562757065
1658448000,2022-07-22 00:00:00,ANC/USDT,0.1205,0.127,0.1166,0.1183,7600496.06714258,918347.276346056078
1658361600,2022-07-21 00:00:00,ANC/USDT,0.1253,0.1282,0.1137,0.1205,13068808.85119206,1563155.738095277584
1658275200,2022-07-20 00:00:00,ANC/USDT,0.1202,0.1396,0.1186,0.1254,27734329.47457251,3632416.123353839435
1658188800,2022-07-19 00:00:00,ANC/USDT,0.1207,0.1232,0.116,0.1203,9509916.3137817,1137106.033022019108
1658102400,2022-07-18 00:00:00,ANC/USDT,0.1121,0.1275,0.1113,0.1207,10951150.17512018,1311167.876694629521
1658016000,2022-07-17 00:00:00,ANC/USDT,0.1192,0.1213,0.1109,0.112,5567782.45129485,653979.839862099948
1657929600,2022-07-16 00:00:00,ANC/USDT,0.1213,0.1214,0.1147,0.1192,5620474.48826289,663064.568441972684
1657843200,2022-07-15 00:00:00,ANC/USDT,0.1182,0.13,0.1164,0.1211,11421795.41509964,1387169.069327349512
1657756800,2022-07-14 00:00:00,ANC/USDT,0.1189,0.1215,0.1132,0.1179,6650850.65431485,779781.896312974133
1657670400,2022-07-13 00:00:00,ANC/USDT,0.1127,0.1288,0.1121,0.1192,20946321.81727675,2494087.562320441495
1657584000,2022-07-12 00:00:00,ANC/USDT,0.1138,0.1187,0.1075,0.1126,10593235.78961096,1194021.246797839815
1657497600,2022-07-11 00:00:00,ANC/USDT,0.1248,0.1251,0.1121,0.114,7033925.05351367,842929.062521737422
1657411200,2022-07-10 00:00:00,ANC/USDT,0.1296,0.1315,0.1212,0.1249,7828416.69989266,990967.682263331082
1657324800,2022-07-09 00:00:00,ANC/USDT,0.1401,0.1403,0.1139,0.1294,18218728.28213559,2293641.411874285867
1657238400,2022-07-08 00:00:00,ANC/USDT,0.1441,0.148,0.14,0.1403,6656801.33722894,953593.110330984683
1657152000,2022-07-07 00:00:00,ANC/USDT,0.1413,0.1468,0.1394,0.144,6398038.74879314,910711.374867247895
1657065600,2022-07-06 00:00:00,ANC/USDT,0.1404,0.1432,0.1397,0.1413,4166082.70424124,587375.155254805432
1656979200,2022-07-05 00:00:00,ANC/USDT,0.1432,0.148,0.1373,0.1404,9968095.39547254,1412118.886946720034
1656892800,2022-07-04 00:00:00,ANC/USDT,0.1448,0.1497,0.1395,0.1432,8738715.17557155,1250746.707803333381
1656806400,2022-07-03 00:00:00,ANC/USDT,0.1404,0.1451,0.1373,0.1448,8967304.62002295,1262872.185429664664
1656720000,2022-07-02 00:00:00,ANC/USDT,0.1446,0.1461,0.1375,0.1403,16130559.39127671,2291502.210540210215
1656633600,2022-07-01 00:00:00,ANC/USDT,0.144,0.155,0.137,0.1447,25808648.2748813,3710258.535384092718
1656547200,2022-06-30 00:00:00,ANC/USDT,0.1885,0.1939,0.1354,0.144,44494025.15439076,6849842.58916287703
1656460800,2022-06-29 00:00:00,ANC/USDT,0.1474,0.1994,0.1461,0.1885,74079527.10362623,12704167.498073475378
1656374400,2022-06-28 00:00:00,ANC/USDT,0.1481,0.1539,0.1374,0.1475,27764337.04157019,4054887.954737591779
1656288000,2022-06-27 00:00:00,ANC/USDT,0.1438,0.175,0.134,0.1482,44323894.41143536,6783297.622548507561
1656201600,2022-06-26 00:00:00,ANC/USDT,0.1336,0.1502,0.1306,0.1438,20532570.08494087,2873709.670990837144
1656115200,2022-06-25 00:00:00,ANC/USDT,0.132,0.138,0.1281,0.1335,9848124.1882557,1304558.470512315573
1656028800,2022-06-24 00:00:00,ANC/USDT,0.1313,0.1388,0.1264,0.1323,13653499.29241646,1794190.506999679754
1655942400,2022-06-23 00:00:00,ANC/USDT,0.129,0.135,0.1246,0.1311,10929477.00623724,1418552.270745657104
1655856000,2022-06-22 00:00:00,ANC/USDT,0.1234,0.1415,0.1196,0.129,24158209.70577424,3111187.085370366754
1655769600,2022-06-21 00:00:00,ANC/USDT,0.1183,0.1546,0.1179,0.1237,28919150.56273687,3759506.172743943543
1655683200,2022-06-20 00:00:00,ANC/USDT,0.1331,0.1374,0.1154,0.1184,35832172.65653211,4480090.882667942018
1655596800,2022-06-19 00:00:00,ANC/USDT,0.0919,0.153,0.0856,0.1332,43371508.74282108,5196249.118136189181
1655510400,2022-06-18 00:00:00,ANC/USDT,0.1062,0.1076,0.0809,0.0917,19083313.20461284,1777924.232553660603
1655424000,2022-06-17 00:00:00,ANC/USDT,0.1045,0.1092,0.1034,0.1064,8961745.62620101,955152.214987723288
1655337600,2022-06-16 00:00:00,ANC/USDT,0.1186,0.127,0.1025,0.1047,16428692.07790547,1848056.921127441574
1655251200,2022-06-15 00:00:00,ANC/USDT,0.1148,0.1189,0.1002,0.1185,22045854.15677848,2396275.83675380906
1655164800,2022-06-14 00:00:00,ANC/USDT,0.1132,0.1215,0.1042,0.1148,20758167.09594832,2355952.148749714916
1655078400,2022-06-13 00:00:00,ANC/USDT,0.1243,0.1329,0.1051,0.1133,28596765.14522142,3406042.085708977665
1654992000,2022-06-12 00:00:00,ANC/USDT,0.133,0.1452,0.1174,0.1246,30417709.91635475,3979905.821690851227
1654905600,2022-06-11 00:00:00,ANC/USDT,0.149,0.156,0.1224,0.1332,23322696.58498109,3196926.498170473929
1654819200,2022-06-10 00:00:00,ANC/USDT,0.1489,0.1812,0.1407,0.1491,41593698.10645033,6693516.104791640312
1654732800,2022-06-09 00:00:00,ANC/USDT,0.109,0.1783,0.1024,0.1483,47669448.345028,6777371.815514639698
1654646400,2022-06-08 00:00:00,ANC/USDT,0.1615,0.171,0.1023,0.1085,26692787.04257629,3662089.539589642642
1654560000,2022-06-07 00:00:00,ANC/USDT,0.1907,0.1908,0.1573,0.1613,16063443.63985581,2767301.078503191202
1654473600,2022-06-06 00:00:00,ANC/USDT,0.1889,0.2031,0.1831,0.1908,12178285.60913853,2355718.394687333762
1654387200,2022-06-05 00:00:00,ANC/USDT,0.2041,0.2065,0.1864,0.189,12279796.48734738,2368707.625832739304
1654300800,2022-06-04 00:00:00,ANC/USDT,0.2047,0.2225,0.1937,0.2041,14100075.62299932,2878807.993164837617
1654214400,2022-06-03 00:00:00,ANC/USDT,0.2164,0.2181,0.1937,0.2049,16120094.49758142,3291876.211828640475
1654128000,2022-06-02 00:00:00,ANC/USDT,0.2138,0.2446,0.1894,0.2165,29052316.49018807,6320997.402672895844
1654041600,2022-06-01 00:00:00,ANC/USDT,0.2324,0.2344,0.1772,0.2143,23441179.12125671,4757803.471151553367
1653955200,2022-05-31 00:00:00,ANC/USDT,0.2673,0.275,0.2195,0.2324,21559657.56957147,5148977.357056405746
1653868800,2022-05-30 00:00:00,ANC/USDT,0.2768,0.29,0.2514,0.2673,24802079.25076664,6599794.907764929554
1653782400,2022-05-29 00:00:00,ANC/USDT,0.2565,0.2876,0.2265,0.2764,24520671.66936865,6161940.421667943482
1653696000,2022-05-28 00:00:00,ANC/USDT,0.2094,0.3699,0.2057,0.2565,62700848.23478416,18216441.539878167598
1653609600,2022-05-27 00:00:00,ANC/USDT,0.2827,0.2922,0.1768,0.2087,38370127.85906635,8558958.480747031878
1653523200,2022-05-26 00:00:00,ANC/USDT,0.3115,0.3762,0.2724,0.2829,46750246.76115644,14712471.452864164161
1653436800,2022-05-25 00:00:00,ANC/USDT,0.3474,0.4279,0.2817,0.3131,64315447.14279083,22011672.864744650102
1653350400,2022-05-24 00:00:00,ANC/USDT,0.5324,0.5645,0.275,0.3459,73985373.40901682,27379875.492574190828
1653264000,2022-05-23 00:00:00,ANC/USDT,0.1591,0.65,0.1553,0.5319,129367771.2706783,44832894.471887891214
1653177600,2022-05-22 00:00:00,ANC/USDT,0.0834,0.1865,0.0826,0.1596,48001102.32210816,6967409.441299053342
1653091200,2022-05-21 00:00:00,ANC/USDT,0.0917,0.0922,0.0766,0.0834,7178778.35192635,593542.742058594959
1653004800,2022-05-20 00:00:00,ANC/USDT,0.1031,0.1057,0.0904,0.0915,4285509.75373167,418158.395363083104
1652918400,2022-05-19 00:00:00,ANC/USDT,0.1014,0.1146,0.0953,0.1027,8111469.69355828,838073.500993641071
1652832000,2022-05-18 00:00:00,ANC/USDT,0.1288,0.1379,0.1001,0.1014,12657491.30019602,1544075.526288647506
1652745600,2022-05-17 00:00:00,ANC/USDT,0.1343,0.1541,0.12,0.1291,16152740.68303667,2166728.434917766347
1652659200,2022-05-16 00:00:00,ANC/USDT,0.1862,0.2104,0.09,0.1339,24443312.6544428,3480852.019446500729
1652572800,2022-05-15 00:00:00,ANC/USDT,0.2689,0.33,0.16,0.1863,26689092.93366383,6039385.020898667244
1652486400,2022-05-14 00:00:00,ANC/USDT,0.1187,0.6,0.1161,0.2679,19925409.91312327,5673784.845629293254
1652400000,2022-05-13 00:00:00,ANC/USDT,0.0893,0.1999,0.07,0.1183,11243449.72823473,1267466.835435290778
1652313600,2022-05-12 00:00:00,ANC/USDT,0.321,0.3599,0.0846,0.0892,10384050.69640154,1725181.471114973194
1652227200,2022-05-11 00:00:00,ANC/USDT,0.4682,0.5353,0.14,0.3225,33974606.5505758,10178810.425639278999
1652140800,2022-05-10 00:00:00,ANC/USDT,0.808,0.98,0.4113,0.4684,15746758.89446883,11144156.14933705712
1652054400,2022-05-09 00:00:00,ANC/USDT,1.5909,1.6165,0.7821,0.8081,7472230.59823157,8679514.42113354742
1651968000,2022-05-08 00:00:00,ANC/USDT,1.7065,1.7108,1.5157,1.589,2573443.22544192,4123860.687999524284
1651881600,2022-05-07 00:00:00,ANC/USDT,2.1346,2.1965,1.6374,1.7056,3321517.84919491,6321536.594901069307
1651795200,2022-05-06 00:00:00,ANC/USDT,2.0238,2.2809,2.013,2.134,5369954.04807866,11409754.422981894792
1651708800,2022-05-05 00:00:00,ANC/USDT,1.8744,2.0541,1.8176,2.0243,2506809.59276488,4884989.587449283954
1651622400,2022-05-04 00:00:00,ANC/USDT,1.6924,1.8764,1.6878,1.8742,740320.9779016,1294461.103841252791
1651536000,2022-05-03 00:00:00,ANC/USDT,1.722,1.7571,1.6758,1.6928,514040.9147615,885448.373250971492
1651449600,2022-05-02 00:00:00,ANC/USDT,1.6833,1.762,1.661,1.7207,1287944.04801793,2215995.497901341648
1651363200,2022-05-01 00:00:00,ANC/USDT,1.5939,1.6914,1.5818,1.6824,570030.90158647,932889.362174036546
1651276800,2022-04-30 00:00:00,ANC/USDT,1.7281,1.7684,1.5821,1.5945,698843.58569051,1165631.678210691405
1651190400,2022-04-29 00:00:00,ANC/USDT,1.8208,1.8276,1.7209,1.7287,490795.96749216,869221.545448767865
1651104000,2022-04-28 00:00:00,ANC/USDT,1.8617,1.8725,1.7996,1.8232,700580.55765671,1283085.491988252345
1651017600,2022-04-27 00:00:00,ANC/USDT,1.8492,1.9601,1.8392,1.8625,780855.16461932,1493224.567948099088
1650931200,2022-04-26 00:00:00,ANC/USDT,1.9234,1.9918,1.839,1.8491,1455669.8025931,2796035.829238562763
1650844800,2022-04-25 00:00:00,ANC/USDT,1.9013,1.9317,1.778,1.9198,667902.34390626,1234089.752076100932
1650758400,2022-04-24 00:00:00,ANC/USDT,1.9279,1.946,1.8751,1.9012,772842.55633063,1473051.859531896214
1650672000,2022-04-23 00:00:00,ANC/USDT,2.0028,2.0136,1.9,1.927,1176024.82632598,2294504.648078797033
1650585600,2022-04-22 00:00:00,ANC/USDT,2.0794,2.0979,1.987,2.0027,848573.02294393,1731455.918869164054
1650499200,2022-04-21 00:00:00,ANC/USDT,2.1401,2.2016,2.0483,2.0794,1178556.76451764,2541153.048491547751
1650412800,2022-04-20 00:00:00,ANC/USDT,2.1494,2.2777,2.0874,2.1393,1885947.6789338,4114751.218657637429
1650326400,2022-04-19 00:00:00,ANC/USDT,2.1008,2.1766,2.0836,2.1495,912086.41391712,1941353.722982723617
1650240000,2022-04-18 00:00:00,ANC/USDT,2.0261,2.1199,1.9419,2.0992,1732471.96798489,3512565.97618796671
1650153600,2022-04-17 00:00:00,ANC/USDT,2.1109,2.1733,2.0199,2.0267,839984.35715944,1774918.138146617029
1650067200,2022-04-16 00:00:00,ANC/USDT,2.1394,2.1538,2.0941,2.1155,516675.16854089,1093321.110244579535
1649980800,2022-04-15 00:00:00,ANC/USDT,2.1297,2.1896,2.0672,2.1406,1691680.72958928,3604628.34942787148
1649894400,2022-04-14 00:00:00,ANC/USDT,2.2627,2.3765,2.0732,2.1296,2400238.93627106,5215185.933129079564
1649808000,2022-04-13 00:00:00,ANC/USDT,2.1806,2.2716,2.1384,2.2617,2112090.01151708,4666429.558720873164
1649721600,2022-04-12 00:00:00,ANC/USDT,2.1764,2.2783,2.1277,2.1806,1397421.47330925,3073691.022735331377
1649635200,2022-04-11 00:00:00,ANC/USDT,2.7199,2.7392,2.131,2.174,3507424.05742194,8263591.294949860028
1649548800,2022-04-10 00:00:00,ANC/USDT,2.7634,2.8618,2.701,2.7193,1344802.55652303,3748963.273474925186
1649462400,2022-04-09 00:00:00,ANC/USDT,2.7516,2.8649,2.7,2.762,1475256.40530809,4107185.888709394334
1649376000,2022-04-08 00:00:00,ANC/USDT,3.1903,3.3099,2.717,2.752,3831135.93978323,11571164.2490013184
1649289600,2022-04-07 00:00:00,ANC/USDT,3.0716,3.4614,2.9611,3.1893,7360486.5774599,23674351.877294154157
1649203200,2022-04-06 00:00:00,ANC/USDT,2.688,3.2675,2.6053,3.0716,7102154.11280025,21142603.996081019176
1649116800,2022-04-05 00:00:00,ANC/USDT,2.72,2.8825,2.6625,2.6894,1419249.00753538,3942404.301847553008
1649030400,2022-04-04 00:00:00,ANC/USDT,2.8936,2.9162,2.578,2.719,1227020.48569704,3365698.694629514735
1648944000,2022-04-03 00:00:00,ANC/USDT,2.6153,2.9829,2.611,2.8931,1827649.33005942,5132254.069839244112
1648857600,2022-04-02 00:00:00,ANC/USDT,2.5829,2.744,2.5657,2.6158,951211.40408433,2524079.392790565041
1648771200,2022-04-01 00:00:00,ANC/USDT,2.5461,2.6465,2.438,2.583,806658.9829892,2050159.647397327379
1648684800,2022-03-31 00:00:00,ANC/USDT,2.8379,2.899,2.5132,2.5474,1560741.03341161,4194316.413816037948
1648598400,2022-03-30 00:00:00,ANC/USDT,2.9,3.06,2.72,2.832,2370389.4820944,6895974.723959109198
1648512000,2022-03-29 00:00:00,ANC/USDT,2.5367,3.0696,2.5347,2.8963,3745158.15991669,10728812.266259670029
1648425600,2022-03-28 00:00:00,ANC/USDT,2.4835,2.7333,2.4835,2.5363,1133871.626742,2939096.527274960402
1648339200,2022-03-27 00:00:00,ANC/USDT,2.4619,2.497,2.3941,2.4837,326911.57796181,798954.317237077837
1648252800,2022-03-26 00:00:00,ANC/USDT,2.4498,2.5088,2.4215,2.462,324318.46920941,798898.543179751837
1648166400,2022-03-25 00:00:00,ANC/USDT,2.5746,2.637,2.4081,2.4481,721546.31128743,1823477.037971978507
1648080000,2022-03-24 00:00:00,ANC/USDT,2.6148,2.6737,2.5505,2.5753,511610.51086198,1332102.145857322457
1647993600,2022-03-23 00:00:00,ANC/USDT,2.6186,2.6371,2.5429,2.6147,449694.52873749,1168001.072370911193
1647907200,2022-03-22 00:00:00,ANC/USDT,2.5348,2.7449,2.511,2.6203,711055.87440148,1870497.553372759445
1647820800,2022-03-21 00:00:00,ANC/USDT,2.5822,2.6212,2.5196,2.5354,679722.64522202,1750143.578915992149
1647734400,2022-03-20 00:00:00,ANC/USDT,2.7736,2.8499,2.56,2.5799,812847.46986552,2175140.155738145348
1647648000,2022-03-19 00:00:00,ANC/USDT,2.7524,2.8971,2.749,2.7737,742156.5884562,2087084.888890315144
1647561600,2022-03-18 00:00:00,ANC/USDT,2.7886,2.8504,2.6729,2.7466,974970.94248625,2679414.287231850388
1647475200,2022-03-17 00:00:00,ANC/USDT,3.1564,3.19,2.7824,2.794,1638947.40942112,4834130.173446836725
1647388800,2022-03-16 00:00:00,ANC/USDT,2.8229,3.2226,2.7502,3.161,2505093.76809029,7466209.293877697842
1647302400,2022-03-15 00:00:00,ANC/USDT,2.9051,2.9751,2.6493,2.8256,1999298.96782758,5652779.978975469558
1647216000,2022-03-14 00:00:00,ANC/USDT,2.9975,3.11,2.8453,2.9079,1347752.28173906,4002387.592344309449
1647129600,2022-03-13 00:00:00,ANC/USDT,3.1636,3.2587,2.983,2.9974,1668003.1222083,5172864.259692053052
1647043200,2022-03-12 00:00:00,ANC/USDT,3.3191,3.4135,3.1365,3.1695,2012039.15793748,6576960.96880322359
1646956800,2022-03-11 00:00:00,ANC/USDT,3.749,3.795,3.3115,3.32,2142004.16857365,7634835.376825664242
1646870400,2022-03-10 00:00:00,ANC/USDT,4.2653,4.3169,3.684,3.7466,2662456.47918472,10389025.768626219684
1646784000,2022-03-09 00:00:00,ANC/USDT,3.7648,4.478,3.7472,4.267,5348333.07665049,22232864.910840208993
1646697600,2022-03-08 00:00:00,ANC/USDT,3.9243,4.2249,3.5759,3.7648,3666704.61218446,14024086.892610566997
1646611200,2022-03-07 00:00:00,ANC/USDT,4.0539,4.4534,3.8,3.9322,5431906.56970141,22168105.530769306628
1646524800,2022-03-06 00:00:00,ANC/USDT,5.8083,5.872,4.0521,4.0575,6604202.74982473,31450164.933684980538
1646438400,2022-03-05 00:00:00,ANC/USDT,5.2885,6.2,5.142,5.8141,6501740.10690687,36906684.287941645882
1646352000,2022-03-04 00:00:00,ANC/USDT,4.6852,5.6361,4.5729,5.29,5923500.97662425,30742712.293761388464
1646265600,2022-03-03 00:00:00,ANC/USDT,4.3504,5,4.281,4.6851,5863432.36971493,27262620.140369164627
1646179200,2022-03-02 00:00:00,ANC/USDT,3.7336,4.3608,3.7,4.3528,2529364.07806103,10160976.947691084229
1646092800,2022-03-01 00:00:00,ANC/USDT,3.5085,3.8522,3.4314,3.736,1708035.52677593,6215048.105848180491
1646006400,2022-02-28 00:00:00,ANC/USDT,3.6674,3.8657,3.4335,3.5187,1419811.48033388,5082147.602164950696
1645920000,2022-02-27 00:00:00,ANC/USDT,3.7534,3.8699,3.525,3.6722,1771054.58797544,6597661.725859355574
1645833600,2022-02-26 00:00:00,ANC/USDT,3.7307,3.9999,3.594,3.7597,2025865.51802641,7656047.895266712615
1645747200,2022-02-25 00:00:00,ANC/USDT,3.3202,3.7685,3.262,3.7314,3287203.96112171,11396838.995753936735
1645660800,2022-02-24 00:00:00,ANC/USDT,2.8545,3.4,2.6233,3.3243,3281398.34473916,9635232.434636726618
1645574400,2022-02-23 00:00:00,ANC/USDT,2.8736,3.09,2.6728,2.853,4480508.04424473,12877944.010201515975
1645488000,2022-02-22 00:00:00,ANC/USDT,2.3921,3.2241,2.3781,2.8759,3787103.7959329,10119569.1229343062
1645401600,2022-02-21 00:00:00,ANC/USDT,2.1967,2.5081,2.177,2.389,1620000.67404939,3865480.194303237659
1645315200,2022-02-20 00:00:00,ANC/USDT,2.544,2.5501,2.1277,2.1966,1218611.31715692,2798906.011916455998
1645228800,2022-02-19 00:00:00,ANC/USDT,2.2731,2.77,2.2414,2.544,4060750.17858268,10252929.197939128593
1645142400,2022-02-18 00:00:00,ANC/USDT,1.9589,2.3055,1.9408,2.273,2609729.51111063,5589888.279199271041
1645056000,2022-02-17 00:00:00,ANC/USDT,2.0839,2.157,1.9516,1.9607,460005.20969616,953063.184744202913
1644969600,2022-02-16 00:00:00,ANC/USDT,2.1756,2.3445,2.06,2.0805,578983.36720208,1228919.1757843735
1644883200,2022-02-15 00:00:00,ANC/USDT,2.153,2.435,2.0959,2.1761,1666390.31773607,3783842.366179637441
1644796800,2022-02-14 00:00:00,ANC/USDT,1.9271,2.24,1.8502,2.1541,1703815.81886356,3462660.140583274549
1644710400,2022-02-13 00:00:00,ANC/USDT,1.6738,2.0345,1.665,1.9271,1800486.54188285,3400741.042769574705
1644624000,2022-02-12 00:00:00,ANC/USDT,1.6932,1.6957,1.58,1.6738,411370.56993664,670558.291638213692
1644537600,2022-02-11 00:00:00,ANC/USDT,1.8513,1.9472,1.6691,1.6926,1050303.12197189,1948179.263354373989
1644451200,2022-02-10 00:00:00,ANC/USDT,1.7581,2.1168,1.7109,1.8503,2860042.06609449,5377598.144119036276
1644364800,2022-02-09 00:00:00,ANC/USDT,1.622,1.885,1.5909,1.7587,1327752.92434395,2285135.276067779533
1644278400,2022-02-08 00:00:00,ANC/USDT,1.6008,1.7222,1.5391,1.6221,747824.22274391,1196559.223902333208
1644192000,2022-02-07 00:00:00,ANC/USDT,1.4233,1.604,1.4032,1.604,467428.87481161,705341.014297164587
