https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCH,Volume USDT
1642550400,2022-01-19 00:00:00,XCH/USDT,87.0365,87.7625,83.4,84,1153.26493727,97939.467443565747
1642464000,2022-01-18 00:00:00,XCH/USDT,90.5063,90.5783,84.7,87.3268,1196.12467676,104239.356739198462
1642377600,2022-01-17 00:00:00,XCH/USDT,91.7929,91.7929,87.2829,90.7009,1143.32014306,102606.153360757348
1642291200,2022-01-16 00:00:00,XCH/USDT,92.508,94,90.324,92.026,808.39126619,74300.254959559424
1642204800,2022-01-15 00:00:00,XCH/USDT,91.4816,94.6675,89.89,92.508,788.53822168,72595.6952882791
1642118400,2022-01-14 00:00:00,XCH/USDT,92.8464,94.08,90,91.5041,1010.96657683,93347.462523566194
1642032000,2022-01-13 00:00:00,XCH/USDT,95.5418,97.0387,92,92.8464,1210.43389517,114808.652257170833
1641945600,2022-01-12 00:00:00,XCH/USDT,88.5189,99.3,88.0295,95.4005,1845.7708219,174291.377885775118
1641859200,2022-01-11 00:00:00,XCH/USDT,85.3119,95.8408,84.8503,88.2607,1307.30211862,115427.691430348259
1641772800,2022-01-10 00:00:00,XCH/USDT,90.1034,90.16,82.56,85.163,1328.60762944,115041.38284423143
1641686400,2022-01-09 00:00:00,XCH/USDT,91.1475,91.8274,89.618,89.9304,777.82737563,70623.032076428508
1641600000,2022-01-08 00:00:00,XCH/USDT,91.8387,93.0738,88.903,91.2198,871.67173946,79495.594350197092
1641513600,2022-01-07 00:00:00,XCH/USDT,93.3193,93.3193,89.7,92.0755,1044.94986972,95868.18443416008
1641427200,2022-01-06 00:00:00,XCH/USDT,94.8029,96.0177,90.5,93.3192,1348.18767888,124693.201416220241
1641340800,2022-01-05 00:00:00,XCH/USDT,101.1096,103.887,90.9258,94.8185,2140.46905143,208218.664126551884
1641254400,2022-01-04 00:00:00,XCH/USDT,101.1206,105,99.9877,101.1096,526.67496076,53956.913229293334
1641168000,2022-01-03 00:00:00,XCH/USDT,103.4898,105.2757,100,101.1206,751.65007491,77269.66234098812
1641081600,2022-01-02 00:00:00,XCH/USDT,103.9454,105.426,101.57,103.8063,502.1030542,51650.825403613822
1640995200,2022-01-01 00:00:00,XCH/USDT,98.6488,104.3499,98.3322,103.955,938.34194255,95399.619037165469
1640908800,2021-12-31 00:00:00,XCH/USDT,100.4997,101.4829,97.8693,98.65,1198.68767084,119540.897028578673
1640822400,2021-12-30 00:00:00,XCH/USDT,101.4545,101.909,99.9846,100.4997,435.23848537,43784.336682981316
1640736000,2021-12-29 00:00:00,XCH/USDT,101.5293,103.0638,100,101.836,840.50352035,85355.431671656958
1640649600,2021-12-28 00:00:00,XCH/USDT,104.3722,104.3722,99.4396,101.224,1203.80782256,121622.296139693154
