https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FEAR,Volume USDT
1661385600,2022-08-25 00:00:00,FEAR/USDT,0.1758,0.1769,0.1625,0.1648,1089149.0206,184519.56110086
1661299200,2022-08-24 00:00:00,FEAR/USDT,0.1855,0.1855,0.1621,0.1758,708525.2139,123219.65585357
1661212800,2022-08-23 00:00:00,FEAR/USDT,0.1852,0.1903,0.1801,0.1866,197662.8152,36796.42792104
1661126400,2022-08-22 00:00:00,FEAR/USDT,0.1811,0.1917,0.1759,0.1855,632116.6107,116158.29962638
1661040000,2022-08-21 00:00:00,FEAR/USDT,0.1752,0.1894,0.1667,0.1822,710509.2289,126536.30691485
1660953600,2022-08-20 00:00:00,FEAR/USDT,0.1476,0.1885,0.1472,0.1749,951213.9047,159355.93750224
1660867200,2022-08-19 00:00:00,FEAR/USDT,0.1681,0.1683,0.146,0.1476,656396.4569,102635.136459318256
1660780800,2022-08-18 00:00:00,FEAR/USDT,0.1838,0.187,0.1635,0.1681,742705.938,126435.47887033
1660694400,2022-08-17 00:00:00,FEAR/USDT,0.1581,0.1915,0.155,0.1839,1845607.5835,313859.90084593
1660608000,2022-08-16 00:00:00,FEAR/USDT,0.1589,0.165,0.1551,0.1582,610898.8918,97770.3355066
1660521600,2022-08-15 00:00:00,FEAR/USDT,0.1861,0.2083,0.1568,0.159,1696881.5881,300139.76676964
1660435200,2022-08-14 00:00:00,FEAR/USDT,0.1514,0.28,0.1498,0.1861,3332769.02150187,685879.98059252187
1660348800,2022-08-13 00:00:00,FEAR/USDT,0.1523,0.1537,0.1492,0.1514,421261.7822,63715.8326501
1660262400,2022-08-12 00:00:00,FEAR/USDT,0.1564,0.157,0.1508,0.1522,583547.7395,89400.53059136
1660176000,2022-08-11 00:00:00,FEAR/USDT,0.1552,0.1608,0.155,0.1564,363009.7405,57390.93480613
1660089600,2022-08-10 00:00:00,FEAR/USDT,0.1541,0.1603,0.1498,0.1558,428178.0909,65864.48211333
1660003200,2022-08-09 00:00:00,FEAR/USDT,0.1579,0.159,0.1537,0.1541,363835.4534,56900.27169905
1659916800,2022-08-08 00:00:00,FEAR/USDT,0.1621,0.1624,0.1565,0.1579,440337.9214,70333.04821448
1659830400,2022-08-07 00:00:00,FEAR/USDT,0.1648,0.1666,0.16,0.1624,332553.4778,54152.29434499
1659744000,2022-08-06 00:00:00,FEAR/USDT,0.1658,0.1675,0.164,0.1646,478240.8815,79178.53620767
1659657600,2022-08-05 00:00:00,FEAR/USDT,0.1682,0.1692,0.1642,0.1658,458103.1135,76331.60329467
1659571200,2022-08-04 00:00:00,FEAR/USDT,0.1648,0.1711,0.164,0.1687,518132.9978,87207.22681734
1659484800,2022-08-03 00:00:00,FEAR/USDT,0.1646,0.1655,0.1628,0.1648,517202.4621,85206.04831354
1659398400,2022-08-02 00:00:00,FEAR/USDT,0.1705,0.1752,0.1636,0.1646,462581.9529,76866.92218383
1659312000,2022-08-01 00:00:00,FEAR/USDT,0.172,0.1771,0.1661,0.1704,563549.9253,96196.55595344
1659225600,2022-07-31 00:00:00,FEAR/USDT,0.1637,0.1771,0.1629,0.172,487300.6323,81355.7609743
1659139200,2022-07-30 00:00:00,FEAR/USDT,0.156,0.17,0.155,0.1646,454147.4445,73483.78194705
1659052800,2022-07-29 00:00:00,FEAR/USDT,0.1568,0.17,0.1543,0.1555,536212.8549,85543.81895645
1658966400,2022-07-28 00:00:00,FEAR/USDT,0.1538,0.1599,0.153,0.1568,439225.2927,68213.85648941
1658880000,2022-07-27 00:00:00,FEAR/USDT,0.1506,0.1581,0.1495,0.1538,340719.5813,51932.33332062
1658793600,2022-07-26 00:00:00,FEAR/USDT,0.1512,0.1598,0.1484,0.1507,472854.2617,71642.37694776
1658707200,2022-07-25 00:00:00,FEAR/USDT,0.1559,0.1588,0.1501,0.1512,456922.6442,69702.59229673
1658620800,2022-07-24 00:00:00,FEAR/USDT,0.1491,0.1627,0.1476,0.1561,486639.7342,74062.41896614
1658534400,2022-07-23 00:00:00,FEAR/USDT,0.1503,0.1525,0.149,0.1491,412595.3335,61773.27587239
1658448000,2022-07-22 00:00:00,FEAR/USDT,0.1575,0.1584,0.1496,0.1503,474525.3785,73808.282196
1658361600,2022-07-21 00:00:00,FEAR/USDT,0.1602,0.1639,0.1565,0.1575,464465.8507,73368.49801533
1658275200,2022-07-20 00:00:00,FEAR/USDT,0.168,0.1709,0.16,0.16,311262.99,51186.77566705
1658188800,2022-07-19 00:00:00,FEAR/USDT,0.1559,0.1695,0.1545,0.168,473352.1285,77121.28236894
1658102400,2022-07-18 00:00:00,FEAR/USDT,0.1596,0.1674,0.1524,0.1555,433888.4814,69068.36505314
1658016000,2022-07-17 00:00:00,FEAR/USDT,0.1565,0.1642,0.1565,0.1596,342624.1167,54359.98989534
1657929600,2022-07-16 00:00:00,FEAR/USDT,0.1579,0.1598,0.1557,0.157,303558.676,47588.10424417
1657843200,2022-07-15 00:00:00,FEAR/USDT,0.1628,0.1635,0.1565,0.1579,528795.4233,85348.67442495
1657756800,2022-07-14 00:00:00,FEAR/USDT,0.1625,0.1713,0.1615,0.163,511735.7541,83981.68538812
1657670400,2022-07-13 00:00:00,FEAR/USDT,0.163,0.166,0.1616,0.1626,400539.5266,65394.15242107
1657584000,2022-07-12 00:00:00,FEAR/USDT,0.1726,0.1749,0.1617,0.163,590245.2609,99448.60193633
1657497600,2022-07-11 00:00:00,FEAR/USDT,0.1722,0.187,0.171,0.1726,736868.1911,132407.94732077
1657411200,2022-07-10 00:00:00,FEAR/USDT,0.1718,0.1755,0.171,0.1721,357037.8174,61445.37194905
1657324800,2022-07-09 00:00:00,FEAR/USDT,0.1809,0.1847,0.1713,0.1718,417580.09946957,73743.737385773564
1657238400,2022-07-08 00:00:00,FEAR/USDT,0.1883,0.192,0.1797,0.1806,496648.00463818,91856.211915890946
1657152000,2022-07-07 00:00:00,FEAR/USDT,0.1856,0.1938,0.1831,0.1883,396992.87720732,74225.929030949573
1657065600,2022-07-06 00:00:00,FEAR/USDT,0.1882,0.1932,0.185,0.1858,433597.9938445,81412.548386512272
1656979200,2022-07-05 00:00:00,FEAR/USDT,0.1905,0.1928,0.1844,0.1881,287117.59481121,53874.901664632056
1656892800,2022-07-04 00:00:00,FEAR/USDT,0.1902,0.1968,0.186,0.191,313551.63971663,59276.449307616256
1656806400,2022-07-03 00:00:00,FEAR/USDT,0.1941,0.1975,0.1895,0.19,404345.82617751,77607.157765391821
1656720000,2022-07-02 00:00:00,FEAR/USDT,0.1957,0.196,0.1895,0.1935,366680.29968999,70377.409899813632
1656633600,2022-07-01 00:00:00,FEAR/USDT,0.1972,0.2007,0.1957,0.1957,79739.95486,15790.507954717379
1656547200,2022-06-30 00:00:00,FEAR/USDT,0.2034,0.2051,0.1957,0.1973,65393.59669789,13011.006004541052
1656460800,2022-06-29 00:00:00,FEAR/USDT,0.2021,0.206,0.2007,0.2034,54033.19023199,10961.91532018795
1656374400,2022-06-28 00:00:00,FEAR/USDT,0.2051,0.22,0.2002,0.2019,210060.68966666,43459.27743831294
1656288000,2022-06-27 00:00:00,FEAR/USDT,0.2032,0.208,0.2001,0.2064,55212.67151939,11195.778742614539
1656201600,2022-06-26 00:00:00,FEAR/USDT,0.2092,0.2156,0.2015,0.2032,92944.85070112,19288.244588510876
1656115200,2022-06-25 00:00:00,FEAR/USDT,0.2073,0.24,0.1996,0.2096,274794.7191914,58663.222915381433
1656028800,2022-06-24 00:00:00,FEAR/USDT,0.2056,0.2096,0.2009,0.2069,108416.70379236,22321.328420696886
1655942400,2022-06-23 00:00:00,FEAR/USDT,0.203,0.2094,0.2018,0.2056,100386.52055986,20616.891549620397
1655856000,2022-06-22 00:00:00,FEAR/USDT,0.2075,0.2075,0.2022,0.2032,34769.81200398,7098.623747999501
1655769600,2022-06-21 00:00:00,FEAR/USDT,0.2074,0.2101,0.203,0.2078,104683.50324445,21736.56367128187
1655683200,2022-06-20 00:00:00,FEAR/USDT,0.2102,0.219,0.205,0.2088,51354.8119366,10771.703748902556
1655596800,2022-06-19 00:00:00,FEAR/USDT,0.2027,0.2198,0.2012,0.2102,155874.76005401,32352.850607369752
1655510400,2022-06-18 00:00:00,FEAR/USDT,0.2055,0.286,0.1914,0.2029,862992.13729718,197182.84798892706
1655424000,2022-06-17 00:00:00,FEAR/USDT,0.2027,0.2096,0.1967,0.2066,107094.78898885,21696.747600664071
1655337600,2022-06-16 00:00:00,FEAR/USDT,0.2126,0.2199,0.2015,0.2037,136102.66949438,28670.411496764459
1655251200,2022-06-15 00:00:00,FEAR/USDT,0.2138,0.2138,0.1956,0.2111,146869.43171586,30453.132573289317
1655164800,2022-06-14 00:00:00,FEAR/USDT,0.2016,0.23,0.2001,0.2138,218316.23101757,46745.835965709064
1655078400,2022-06-13 00:00:00,FEAR/USDT,0.2315,0.2315,0.2,0.2019,195696.135828,41951.082037956191
1654992000,2022-06-12 00:00:00,FEAR/USDT,0.2294,0.509,0.1747,0.2325,712134.04258944,179716.420223589145
1654905600,2022-06-11 00:00:00,FEAR/USDT,0.2326,0.2425,0.2243,0.2303,173698.45813444,40089.318417896373
1654819200,2022-06-10 00:00:00,FEAR/USDT,0.2402,0.2538,0.2301,0.2327,316532.25874161,75860.930303230317
1654732800,2022-06-09 00:00:00,FEAR/USDT,0.2295,0.2857,0.227,0.2403,632209.89804912,155679.362820663492
1654646400,2022-06-08 00:00:00,FEAR/USDT,0.2533,0.2549,0.2289,0.2299,241080.46315734,58547.48443552954
1654560000,2022-06-07 00:00:00,FEAR/USDT,0.2516,0.2633,0.2399,0.2535,191933.57049445,47753.027309692053
1654473600,2022-06-06 00:00:00,FEAR/USDT,0.2431,0.2898,0.2341,0.2516,464176.42516186,116418.711138453237
1654387200,2022-06-05 00:00:00,FEAR/USDT,0.2275,0.3387,0.221,0.2427,1113631.54657861,303950.825410726
1654300800,2022-06-04 00:00:00,FEAR/USDT,0.2239,0.2345,0.2215,0.2277,60803.93036685,13736.437749405786
1654214400,2022-06-03 00:00:00,FEAR/USDT,0.2328,0.2384,0.2166,0.2243,101771.76734391,22921.54394922911
1654128000,2022-06-02 00:00:00,FEAR/USDT,0.2333,0.2392,0.2293,0.2334,75915.41442744,17659.875336686597
1654041600,2022-06-01 00:00:00,FEAR/USDT,0.2432,0.2775,0.2166,0.2342,609710.08904396,151803.379636611222
1653955200,2022-05-31 00:00:00,FEAR/USDT,0.2518,0.2551,0.2352,0.2426,183452.92702926,44790.836627145229
1653868800,2022-05-30 00:00:00,FEAR/USDT,0.2494,0.2577,0.2444,0.2516,126000.84191765,31499.559404874693
1653782400,2022-05-29 00:00:00,FEAR/USDT,0.2345,0.2612,0.2338,0.2498,130722.47462081,31926.245018366068
1653696000,2022-05-28 00:00:00,FEAR/USDT,0.2357,0.2419,0.2329,0.2355,46310.174854,10948.050263418936
1653609600,2022-05-27 00:00:00,FEAR/USDT,0.2545,0.2554,0.2358,0.2361,125773.97613495,30764.666306222807
1653523200,2022-05-26 00:00:00,FEAR/USDT,0.2487,0.262,0.2338,0.2542,354322.30066631,88681.095958878167
1653436800,2022-05-25 00:00:00,FEAR/USDT,0.249,0.262,0.2421,0.2487,169271.5447828,42505.902900557541
1653350400,2022-05-24 00:00:00,FEAR/USDT,0.2558,0.2589,0.2439,0.2491,108120.59772901,26946.331190677799
1653264000,2022-05-23 00:00:00,FEAR/USDT,0.2627,0.2675,0.2541,0.2557,94294.924487,24662.56389162294
1653177600,2022-05-22 00:00:00,FEAR/USDT,0.2755,0.2817,0.2604,0.2634,101312.26880928,27447.356757687785
1653091200,2022-05-21 00:00:00,FEAR/USDT,0.2674,0.2801,0.2637,0.277,101858.65004964,27525.575539790044
1653004800,2022-05-20 00:00:00,FEAR/USDT,0.2878,0.2892,0.26,0.2672,275537.57325226,75455.666522935984
1652918400,2022-05-19 00:00:00,FEAR/USDT,0.2613,0.3037,0.2554,0.2878,303446.57621998,84139.342150002627
1652832000,2022-05-18 00:00:00,FEAR/USDT,0.2833,0.3481,0.2575,0.2607,337583.36170028,97154.811524424204
1652745600,2022-05-17 00:00:00,FEAR/USDT,0.2397,0.2876,0.2346,0.2833,516899.61973031,138189.17998417715
1652659200,2022-05-16 00:00:00,FEAR/USDT,0.2421,0.2546,0.2376,0.2398,173747.46901859,42613.82644670844
1652572800,2022-05-15 00:00:00,FEAR/USDT,0.2336,0.2512,0.2304,0.2425,153392.07780964,37074.61017760396
1652486400,2022-05-14 00:00:00,FEAR/USDT,0.2431,0.2447,0.2302,0.2336,139416.75043879,33001.509152656217
1652400000,2022-05-13 00:00:00,FEAR/USDT,0.2379,0.2748,0.2362,0.2431,336586.50177493,84923.470953568653
1652313600,2022-05-12 00:00:00,FEAR/USDT,0.2524,0.2621,0.2329,0.239,232090.05491994,56509.133847846612
1652227200,2022-05-11 00:00:00,FEAR/USDT,0.2988,0.3005,0.2348,0.2533,381222.64766399,100922.749475531784
1652140800,2022-05-10 00:00:00,FEAR/USDT,0.3054,0.3054,0.2834,0.2988,213333.51650753,63258.906698980688
1652054400,2022-05-09 00:00:00,FEAR/USDT,0.3235,0.3235,0.2986,0.3054,153590.77350058,47266.484837069908
1651968000,2022-05-08 00:00:00,FEAR/USDT,0.3222,0.325,0.32,0.3236,40535.83774395,13045.330556697968
1651881600,2022-05-07 00:00:00,FEAR/USDT,0.3327,0.3346,0.3157,0.3218,105527.54329915,34409.917769853272
1651795200,2022-05-06 00:00:00,FEAR/USDT,0.35,0.3507,0.3324,0.3337,79386.08890952,27047.416121035173
1651708800,2022-05-05 00:00:00,FEAR/USDT,0.3676,0.3729,0.339,0.35,128735.61902274,46051.520006723772
1651622400,2022-05-04 00:00:00,FEAR/USDT,0.348,0.3733,0.3473,0.3672,147346.76015372,52988.923986742881
1651536000,2022-05-03 00:00:00,FEAR/USDT,0.3462,0.3519,0.3441,0.3485,65062.25727647,22645.432772294414
1651449600,2022-05-02 00:00:00,FEAR/USDT,0.3548,0.3592,0.3427,0.3462,125968.04399022,44321.997846383027
1651363200,2022-05-01 00:00:00,FEAR/USDT,0.3648,0.3671,0.35,0.3549,126642.36213424,45146.511405509231
1651276800,2022-04-30 00:00:00,FEAR/USDT,0.3999,0.4203,0.353,0.3655,273057.50761529,106368.936794709603
1651190400,2022-04-29 00:00:00,FEAR/USDT,0.3802,0.458,0.3802,0.3994,846534.24284215,354845.029007679518
1651104000,2022-04-28 00:00:00,FEAR/USDT,0.3794,0.3852,0.3778,0.3809,70207.22054705,26769.200856398312
1651017600,2022-04-27 00:00:00,FEAR/USDT,0.3871,0.3871,0.375,0.378,62353.34734558,23685.98350595966
1650931200,2022-04-26 00:00:00,FEAR/USDT,0.398,0.4043,0.3842,0.3866,116942.47105834,46216.058693616807
1650844800,2022-04-25 00:00:00,FEAR/USDT,0.416,0.416,0.3792,0.398,160515.33678925,62767.382012610858
1650758400,2022-04-24 00:00:00,FEAR/USDT,0.4224,0.4317,0.4085,0.4165,126566.28223512,52837.389114521012
1650672000,2022-04-23 00:00:00,FEAR/USDT,0.44,0.442,0.4208,0.4235,130014.65951974,55930.065238365273
1650585600,2022-04-22 00:00:00,FEAR/USDT,0.4633,0.69,0.4324,0.4414,1588906.83984371,816587.934974361779
1650499200,2022-04-21 00:00:00,FEAR/USDT,0.3982,0.5646,0.3962,0.4633,1064071.02091047,494269.53324856612
1650412800,2022-04-20 00:00:00,FEAR/USDT,0.4142,0.4163,0.3982,0.3982,69744.67512264,28454.216240150144
1650326400,2022-04-19 00:00:00,FEAR/USDT,0.3829,0.4215,0.3829,0.4139,158641.80261384,63737.202575964867
1650240000,2022-04-18 00:00:00,FEAR/USDT,0.3838,0.3882,0.3646,0.3825,120551.45148742,45389.726998694091
1650153600,2022-04-17 00:00:00,FEAR/USDT,0.4008,0.4023,0.3824,0.3839,69247.75613584,27123.275161347197
1650067200,2022-04-16 00:00:00,FEAR/USDT,0.4014,0.4072,0.4007,0.4007,42025.7086442,16953.135598641192
1649980800,2022-04-15 00:00:00,FEAR/USDT,0.4046,0.4098,0.3984,0.4021,64277.23520609,25985.140493128067
1649894400,2022-04-14 00:00:00,FEAR/USDT,0.4257,0.4368,0.4045,0.4045,132939.28570777,55751.322392605275
1649808000,2022-04-13 00:00:00,FEAR/USDT,0.412,0.4376,0.412,0.4257,126966.39202022,54020.636284949857
1649721600,2022-04-12 00:00:00,FEAR/USDT,0.411,0.4556,0.4097,0.4119,215343.62134012,91307.136750658616
1649635200,2022-04-11 00:00:00,FEAR/USDT,0.4561,0.4568,0.405,0.4111,249295.84150991,106816.034629922173
1649548800,2022-04-10 00:00:00,FEAR/USDT,0.482,0.4893,0.4443,0.4568,268585.88028311,124461.086394860781
1649462400,2022-04-09 00:00:00,FEAR/USDT,0.4976,0.5084,0.4803,0.4825,56044.37721095,27838.180590545374
1649376000,2022-04-08 00:00:00,FEAR/USDT,0.5122,0.5333,0.495,0.4976,126241.55366375,64683.624419431573
1649289600,2022-04-07 00:00:00,FEAR/USDT,0.5194,0.5238,0.5076,0.5119,104606.11718914,53818.01021109157
1649203200,2022-04-06 00:00:00,FEAR/USDT,0.5993,0.6015,0.5195,0.5195,243536.78796679,135015.208883424887
1649116800,2022-04-05 00:00:00,FEAR/USDT,0.5876,0.65,0.5836,0.599,257568.46361293,156507.552699539807
1649030400,2022-04-04 00:00:00,FEAR/USDT,0.6383,0.6384,0.581,0.5886,203864.53291428,123870.031355378046
1648944000,2022-04-03 00:00:00,FEAR/USDT,0.6099,0.6696,0.6088,0.6382,201757.53878224,129249.144864447705
1648857600,2022-04-02 00:00:00,FEAR/USDT,0.6264,0.6631,0.6078,0.6099,247174.6438412,157765.172649119038
1648771200,2022-04-01 00:00:00,FEAR/USDT,0.6784,0.6888,0.5962,0.6248,805462.88521534,508539.491968941196
1648684800,2022-03-31 00:00:00,FEAR/USDT,0.5828,0.75,0.5679,0.6752,2057952.55145478,1342386.615377307106
1648598400,2022-03-30 00:00:00,FEAR/USDT,0.5,0.6389,0.48,0.5828,955312.18316377,532354.409138205742
1648512000,2022-03-29 00:00:00,FEAR/USDT,0.4748,0.538,0.4742,0.4989,343226.15723215,172672.990915561497
1648425600,2022-03-28 00:00:00,FEAR/USDT,0.4802,0.55,0.4701,0.4747,557815.30052057,280393.026021783529
1648339200,2022-03-27 00:00:00,FEAR/USDT,0.5123,0.5163,0.4299,0.4821,755236.46332196,358672.650173870518
1648252800,2022-03-26 00:00:00,FEAR/USDT,0.5687,0.5728,0.4881,0.5129,1153373.61675176,611105.285166578142
1648166400,2022-03-25 00:00:00,FEAR/USDT,0.3895,0.71,0.3866,0.569,2842328.40694816,1571730.940712598937
1648080000,2022-03-24 00:00:00,FEAR/USDT,0.3911,0.4124,0.3813,0.3892,243528.64845036,95527.538789962065
1647993600,2022-03-23 00:00:00,FEAR/USDT,0.3891,0.4024,0.3817,0.3914,202137.44699565,79327.400770901458
1647907200,2022-03-22 00:00:00,FEAR/USDT,0.3681,0.402,0.3632,0.3895,309938.09581135,118269.742951215007
1647820800,2022-03-21 00:00:00,FEAR/USDT,0.3902,0.3903,0.3594,0.3679,200188.46222897,75511.731244476213
1647734400,2022-03-20 00:00:00,FEAR/USDT,0.4072,0.4397,0.3773,0.3914,451647.53509022,183837.894903577211
1647648000,2022-03-19 00:00:00,FEAR/USDT,0.3691,0.435,0.3678,0.4075,832144.38757449,337437.135045332806
1647561600,2022-03-18 00:00:00,FEAR/USDT,0.3552,0.3871,0.351,0.3687,270083.34670658,98442.255744848414
1647475200,2022-03-17 00:00:00,FEAR/USDT,0.3098,0.39,0.3083,0.3553,591834.14146847,206204.462241015449
1647388800,2022-03-16 00:00:00,FEAR/USDT,0.3168,0.3207,0.3071,0.3103,218242.68138667,68468.551679681692
1647302400,2022-03-15 00:00:00,FEAR/USDT,0.3164,0.3254,0.3057,0.3168,185066.67247968,58041.239949979041
1647216000,2022-03-14 00:00:00,FEAR/USDT,0.3072,0.3167,0.307,0.3157,132991.96809253,41427.98501961108
1647129600,2022-03-13 00:00:00,FEAR/USDT,0.3365,0.3387,0.3071,0.3088,251820.11666324,81525.75263101713
1647043200,2022-03-12 00:00:00,FEAR/USDT,0.3564,0.3576,0.3091,0.3365,248830.40422472,83991.684553505937
1646956800,2022-03-11 00:00:00,FEAR/USDT,0.3621,0.3623,0.3501,0.3565,96661.84664791,34348.034848155243
1646870400,2022-03-10 00:00:00,FEAR/USDT,0.3861,0.3864,0.352,0.3621,244138.40869847,88311.798865699089
1646784000,2022-03-09 00:00:00,FEAR/USDT,0.3653,0.3907,0.3613,0.3869,280088.33344007,106015.412233277085
1646697600,2022-03-08 00:00:00,FEAR/USDT,0.3562,0.3816,0.3561,0.3656,142631.05069231,52280.893728300051
1646611200,2022-03-07 00:00:00,FEAR/USDT,0.3654,0.3654,0.3535,0.3561,132204.49225054,47209.984224454
1646524800,2022-03-06 00:00:00,FEAR/USDT,0.3688,0.3825,0.3529,0.3656,194086.8942958,71020.100887631205
1646438400,2022-03-05 00:00:00,FEAR/USDT,0.3568,0.3892,0.3518,0.37,162394.72937084,59515.492243745847
1646352000,2022-03-04 00:00:00,FEAR/USDT,0.3951,0.3951,0.356,0.3578,200115.8147294,74646.571810570258
1646265600,2022-03-03 00:00:00,FEAR/USDT,0.4131,0.4143,0.3915,0.3956,232083.81902857,93304.854956807742
1646179200,2022-03-02 00:00:00,FEAR/USDT,0.4937,0.4961,0.3972,0.4119,542710.90890557,234760.190751178923
1646092800,2022-03-01 00:00:00,FEAR/USDT,0.5183,0.5547,0.4839,0.4922,355940.69616811,181883.854599653703
1646006400,2022-02-28 00:00:00,FEAR/USDT,0.4572,0.539,0.4402,0.5183,472641.3304587,228080.679348294325
1645920000,2022-02-27 00:00:00,FEAR/USDT,0.3899,0.53,0.3783,0.4552,1325556.36354858,620056.262375920042
1645833600,2022-02-26 00:00:00,FEAR/USDT,0.3548,0.4277,0.3452,0.3901,359161.13206068,134690.460795149606
1645747200,2022-02-25 00:00:00,FEAR/USDT,0.3305,0.3564,0.3302,0.3549,169165.45419059,58006.533209679644
1645660800,2022-02-24 00:00:00,FEAR/USDT,0.3569,0.3762,0.316,0.3305,309500.73940385,105320.726870255899
1645574400,2022-02-23 00:00:00,FEAR/USDT,0.3728,0.387,0.3551,0.357,356273.93700325,132151.781832125819
1645488000,2022-02-22 00:00:00,FEAR/USDT,0.3612,0.3784,0.3528,0.3735,211975.28326036,77265.164495691862
1645401600,2022-02-21 00:00:00,FEAR/USDT,0.3867,0.4125,0.36,0.361,289120.320988,111037.66298733984
1645315200,2022-02-20 00:00:00,FEAR/USDT,0.4298,0.4341,0.3746,0.3867,248861.85161395,99602.611897685855
1645228800,2022-02-19 00:00:00,FEAR/USDT,0.396,0.4386,0.3954,0.4299,352393.39115161,147053.031257016567
1645142400,2022-02-18 00:00:00,FEAR/USDT,0.4619,0.4619,0.3937,0.3977,488157.42375028,210256.978171459517
1645056000,2022-02-17 00:00:00,FEAR/USDT,0.5495,0.5532,0.4607,0.462,434078.80079879,218042.876106613969
1644969600,2022-02-16 00:00:00,FEAR/USDT,0.5646,0.5913,0.542,0.5474,352492.08149426,198870.844428319924
1644883200,2022-02-15 00:00:00,FEAR/USDT,0.5561,0.584,0.5481,0.5645,492807.20787544,278186.015335777903
1644796800,2022-02-14 00:00:00,FEAR/USDT,0.6018,0.6072,0.5561,0.5564,151682.1773415,87798.634120667288
1644710400,2022-02-13 00:00:00,FEAR/USDT,0.6233,0.6272,0.5987,0.5987,105029.87686443,64625.074716354924
1644624000,2022-02-12 00:00:00,FEAR/USDT,0.6718,0.6718,0.5868,0.625,269864.40322803,169802.168407424726
1644537600,2022-02-11 00:00:00,FEAR/USDT,0.6857,0.73,0.6701,0.6716,125323.92886192,87656.596954448653
1644451200,2022-02-10 00:00:00,FEAR/USDT,0.7133,0.7404,0.6688,0.6876,278475.40706158,196029.820878629906
1644364800,2022-02-09 00:00:00,FEAR/USDT,0.6747,0.7177,0.6553,0.7134,174418.67575983,119242.485932950849
1644278400,2022-02-08 00:00:00,FEAR/USDT,0.7077,0.75,0.6726,0.6754,306987.85796498,220214.754599837559
1644192000,2022-02-07 00:00:00,FEAR/USDT,0.6139,0.7146,0.6097,0.7077,401479.08031791,267286.400726477501
1644105600,2022-02-06 00:00:00,FEAR/USDT,0.5967,0.64,0.5877,0.614,277874.32928305,170040.626893495349
1644019200,2022-02-05 00:00:00,FEAR/USDT,0.5736,0.6201,0.5662,0.5981,258002.29109192,152974.189286284898
1643932800,2022-02-04 00:00:00,FEAR/USDT,0.5485,0.5764,0.5464,0.5736,190801.66017155,107928.354419587317
1643846400,2022-02-03 00:00:00,FEAR/USDT,0.5586,0.563,0.5417,0.5482,72154.87751725,39746.101663350697
