https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COV,Volume USDT
1642982400,2022-01-24 00:00:00,COV/USDT,0.4628,0.4703,0.41,0.4305,209747.14659323,90720.719801947399
1642896000,2022-01-23 00:00:00,COV/USDT,0.4685,0.4846,0.45,0.4656,13356.26009275,6207.980784187689
1642809600,2022-01-22 00:00:00,COV/USDT,0.5213,0.5229,0.4504,0.4647,91839.75679945,44887.715302493154
1642723200,2022-01-21 00:00:00,COV/USDT,0.5828,0.5932,0.51,0.5183,105334.6861436,57171.044742661606
1642636800,2022-01-20 00:00:00,COV/USDT,0.5839,0.6152,0.5827,0.5828,25619.57747695,15164.405908181139
1642550400,2022-01-19 00:00:00,COV/USDT,0.5813,0.6104,0.578,0.578,15322.82058632,8895.784142052924
1642464000,2022-01-18 00:00:00,COV/USDT,0.591,0.7,0.5813,0.5813,157042.8204819,95390.063637269459
1642377600,2022-01-17 00:00:00,COV/USDT,0.6154,0.6199,0.5816,0.5886,19322.21412867,11332.377836649089
1642291200,2022-01-16 00:00:00,COV/USDT,0.6174,0.6179,0.5949,0.6092,3839.74871966,2337.249696899784
1642204800,2022-01-15 00:00:00,COV/USDT,0.6128,0.6252,0.596,0.6133,13736.98404541,8404.246996632591
1642118400,2022-01-14 00:00:00,COV/USDT,0.5884,0.6142,0.5852,0.6121,3180.01392852,1902.952478734204
1642032000,2022-01-13 00:00:00,COV/USDT,0.5905,0.6151,0.5851,0.5852,31280.39989375,18674.791636804993
1641945600,2022-01-12 00:00:00,COV/USDT,0.5851,0.6304,0.5813,0.5854,21370.94124184,12823.673632115091
1641859200,2022-01-11 00:00:00,COV/USDT,0.5976,0.5981,0.5813,0.5922,52593.81152873,30880.426800232513
1641772800,2022-01-10 00:00:00,COV/USDT,0.6043,0.6238,0.5896,0.6025,23682.12156177,14234.375167596098
1641686400,2022-01-09 00:00:00,COV/USDT,0.6043,0.6171,0.5922,0.6068,42517.54554401,25478.583905969545
1641600000,2022-01-08 00:00:00,COV/USDT,0.6291,0.649,0.5987,0.6043,33855.04760635,21136.262223598508
1641513600,2022-01-07 00:00:00,COV/USDT,0.6447,0.6485,0.6255,0.6291,25061.42492294,15773.349042886174
1641427200,2022-01-06 00:00:00,COV/USDT,0.6682,0.6753,0.6334,0.6447,139870.16222691,90937.330567949019
1641340800,2022-01-05 00:00:00,COV/USDT,0.6933,0.6974,0.6682,0.6682,69935.69543391,47375.475021218484
1641254400,2022-01-04 00:00:00,COV/USDT,0.6906,0.731,0.6882,0.6962,8595.68326096,6011.658812184936
1641168000,2022-01-03 00:00:00,COV/USDT,0.7098,0.7098,0.6882,0.6947,11815.21130379,8203.460049754378
1641081600,2022-01-02 00:00:00,COV/USDT,0.6962,0.7098,0.6952,0.7097,11510.78034381,8023.963178755672
1640995200,2022-01-01 00:00:00,COV/USDT,0.7067,0.7232,0.6952,0.7,17196.04548387,12109.684188126372
1640908800,2021-12-31 00:00:00,COV/USDT,0.7038,0.737,0.6992,0.6992,8146.20091849,5838.677014078994
1640822400,2021-12-30 00:00:00,COV/USDT,0.7019,0.7231,0.6992,0.7038,19990.46109417,14020.783483976389
1640736000,2021-12-29 00:00:00,COV/USDT,0.7106,0.7225,0.6995,0.6995,29668.33944346,20901.518149776378
1640649600,2021-12-28 00:00:00,COV/USDT,0.74,0.7443,0.706,0.715,50102.76852336,35861.317660212818
