https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IMX,Volume EUR
1663311600,2022-09-16 07:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663308000,2022-09-16 06:00:00,IMX/EUR,0.81,0.81,0.81,0.81,115.72,93.73320000000001
1663304400,2022-09-16 05:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663300800,2022-09-16 04:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663297200,2022-09-16 03:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663293600,2022-09-16 02:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663290000,2022-09-16 01:00:00,IMX/EUR,0.80,0.80,0.80,0.80,115.72,92.57600000000001
1663286400,2022-09-16 00:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663282800,2022-09-15 23:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663279200,2022-09-15 22:00:00,IMX/EUR,0.80,0.80,0.80,0.80,116.01,92.808
1663275600,2022-09-15 21:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663272000,2022-09-15 20:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663268400,2022-09-15 19:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663264800,2022-09-15 18:00:00,IMX/EUR,0.80,0.80,0.80,0.80,116.01,92.808
1663261200,2022-09-15 17:00:00,IMX/EUR,0.79,0.79,0.79,0.79,624.69,493.5051000000001
1663257600,2022-09-15 16:00:00,IMX/EUR,0.79,0.79,0.79,0.79,0.00,0.0
1663254000,2022-09-15 15:00:00,IMX/EUR,0.79,0.79,0.79,0.79,0.00,0.0
1663250400,2022-09-15 14:00:00,IMX/EUR,0.79,0.79,0.79,0.79,117.91,93.1489
1663246800,2022-09-15 13:00:00,IMX/EUR,0.81,0.81,0.81,0.81,61.26,49.6206
1663243200,2022-09-15 12:00:00,IMX/EUR,0.81,0.92,0.81,0.82,956.72,784.5104
1663239600,2022-09-15 11:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663236000,2022-09-15 10:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663232400,2022-09-15 09:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663228800,2022-09-15 08:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663225200,2022-09-15 07:00:00,IMX/EUR,0.82,0.82,0.82,0.82,83.56,68.5192
1663221600,2022-09-15 06:00:00,IMX/EUR,0.80,0.81,0.78,0.81,296.90,240.489
1663218000,2022-09-15 05:00:00,IMX/EUR,0.80,0.80,0.80,0.80,227.20,181.76
1663214400,2022-09-15 04:00:00,IMX/EUR,0.79,0.79,0.79,0.79,41.01,32.3979
1663210800,2022-09-15 03:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663207200,2022-09-15 02:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663203600,2022-09-15 01:00:00,IMX/EUR,0.81,0.81,0.81,0.81,113.80,92.178
1663200000,2022-09-15 00:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663196400,2022-09-14 23:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663192800,2022-09-14 22:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663189200,2022-09-14 21:00:00,IMX/EUR,0.82,0.82,0.82,0.82,112.72,92.43039999999999
1663185600,2022-09-14 20:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663182000,2022-09-14 19:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663178400,2022-09-14 18:00:00,IMX/EUR,0.80,0.80,0.80,0.80,112.72,90.176
1663174800,2022-09-14 17:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663171200,2022-09-14 16:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663167600,2022-09-14 15:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663164000,2022-09-14 14:00:00,IMX/EUR,0.82,0.82,0.82,0.82,56.32,46.182399999999994
1663160400,2022-09-14 13:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663156800,2022-09-14 12:00:00,IMX/EUR,0.81,0.82,0.81,0.82,291.93,239.3826
1663153200,2022-09-14 11:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663149600,2022-09-14 10:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663146000,2022-09-14 09:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663142400,2022-09-14 08:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663138800,2022-09-14 07:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663135200,2022-09-14 06:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663131600,2022-09-14 05:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663128000,2022-09-14 04:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663124400,2022-09-14 03:00:00,IMX/EUR,0.82,0.82,0.82,0.82,348.77,285.99139999999994
1663120800,2022-09-14 02:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663117200,2022-09-14 01:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663113600,2022-09-14 00:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663110000,2022-09-13 23:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663106400,2022-09-13 22:00:00,IMX/EUR,0.81,0.81,0.81,0.81,0.00,0.0
1663102800,2022-09-13 21:00:00,IMX/EUR,0.81,0.81,0.81,0.81,110.65,89.62650000000001
1663099200,2022-09-13 20:00:00,IMX/EUR,0.80,0.80,0.80,0.80,0.00,0.0
1663095600,2022-09-13 19:00:00,IMX/EUR,0.80,0.80,0.80,0.80,112.31,89.84800000000001
1663092000,2022-09-13 18:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663088400,2022-09-13 17:00:00,IMX/EUR,0.82,0.82,0.82,0.82,112.31,92.0942
1663084800,2022-09-13 16:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663081200,2022-09-13 15:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663077600,2022-09-13 14:00:00,IMX/EUR,0.82,0.82,0.82,0.82,112.60,92.332
1663074000,2022-09-13 13:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1663070400,2022-09-13 12:00:00,IMX/EUR,0.82,0.82,0.82,0.82,112.60,92.332
1663066800,2022-09-13 11:00:00,IMX/EUR,0.86,0.86,0.86,0.86,107.64,92.57039999999999
1663063200,2022-09-13 10:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1663059600,2022-09-13 09:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1663056000,2022-09-13 08:00:00,IMX/EUR,0.87,0.87,0.86,0.86,214.43,184.4098
1663052400,2022-09-13 07:00:00,IMX/EUR,0.86,0.87,0.86,0.87,432.22,376.0314
1663048800,2022-09-13 06:00:00,IMX/EUR,0.86,0.86,0.86,0.86,216.65,186.319
1663045200,2022-09-13 05:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663041600,2022-09-13 04:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663038000,2022-09-13 03:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663034400,2022-09-13 02:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663030800,2022-09-13 01:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663027200,2022-09-13 00:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663023600,2022-09-12 23:00:00,IMX/EUR,0.85,0.85,0.85,0.85,261.33,222.13049999999998
1663020000,2022-09-12 22:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663016400,2022-09-12 21:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1663012800,2022-09-12 20:00:00,IMX/EUR,0.85,0.85,0.85,0.85,110.56,93.976
1663009200,2022-09-12 19:00:00,IMX/EUR,0.85,0.85,0.85,0.85,332.24,282.404
1663005600,2022-09-12 18:00:00,IMX/EUR,0.85,0.85,0.85,0.85,111.13,94.4605
1663002000,2022-09-12 17:00:00,IMX/EUR,0.84,0.84,0.84,0.84,222.72,187.0848
1662998400,2022-09-12 16:00:00,IMX/EUR,0.84,0.85,0.84,0.85,136.34,115.889
1662994800,2022-09-12 15:00:00,IMX/EUR,0.86,0.86,0.86,0.86,56.32,48.4352
1662991200,2022-09-12 14:00:00,IMX/EUR,0.87,0.87,0.87,0.87,110.09,95.7783
1662987600,2022-09-12 13:00:00,IMX/EUR,0.88,0.88,0.88,0.88,29.35,25.828000000000003
1662984000,2022-09-12 12:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662980400,2022-09-12 11:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662976800,2022-09-12 10:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662973200,2022-09-12 09:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662969600,2022-09-12 08:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662966000,2022-09-12 07:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662962400,2022-09-12 06:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662958800,2022-09-12 05:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662955200,2022-09-12 04:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662951600,2022-09-12 03:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662948000,2022-09-12 02:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662944400,2022-09-12 01:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662940800,2022-09-12 00:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662937200,2022-09-11 23:00:00,IMX/EUR,0.85,0.85,0.85,0.85,225.76,191.896
1662933600,2022-09-11 22:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662930000,2022-09-11 21:00:00,IMX/EUR,0.85,0.85,0.85,0.85,28.00,23.8
1662926400,2022-09-11 20:00:00,IMX/EUR,0.86,0.86,0.85,0.85,226.12,192.202
1662922800,2022-09-11 19:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662919200,2022-09-11 18:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662915600,2022-09-11 17:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662912000,2022-09-11 16:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662908400,2022-09-11 15:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662904800,2022-09-11 14:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662901200,2022-09-11 13:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662897600,2022-09-11 12:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662894000,2022-09-11 11:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662890400,2022-09-11 10:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662886800,2022-09-11 09:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662883200,2022-09-11 08:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662879600,2022-09-11 07:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662876000,2022-09-11 06:00:00,IMX/EUR,0.86,0.86,0.85,0.85,149.96,127.46600000000001
1662872400,2022-09-11 05:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662868800,2022-09-11 04:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662865200,2022-09-11 03:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662861600,2022-09-11 02:00:00,IMX/EUR,0.86,0.86,0.86,0.86,229.20,197.112
1662858000,2022-09-11 01:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662854400,2022-09-11 00:00:00,IMX/EUR,0.86,0.86,0.86,0.86,33.40,28.723999999999997
1662850800,2022-09-10 23:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662847200,2022-09-10 22:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662843600,2022-09-10 21:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662840000,2022-09-10 20:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662836400,2022-09-10 19:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662832800,2022-09-10 18:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662829200,2022-09-10 17:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662825600,2022-09-10 16:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662822000,2022-09-10 15:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662818400,2022-09-10 14:00:00,IMX/EUR,0.86,0.86,0.86,0.86,115.01,98.9086
1662814800,2022-09-10 13:00:00,IMX/EUR,0.86,0.86,0.86,0.86,115.01,98.9086
1662811200,2022-09-10 12:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662807600,2022-09-10 11:00:00,IMX/EUR,0.86,0.86,0.86,0.86,271.46,233.45559999999998
1662804000,2022-09-10 10:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662800400,2022-09-10 09:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662796800,2022-09-10 08:00:00,IMX/EUR,0.86,0.86,0.86,0.86,67.28,57.8608
1662793200,2022-09-10 07:00:00,IMX/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1662789600,2022-09-10 06:00:00,IMX/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1662786000,2022-09-10 05:00:00,IMX/EUR,0.87,0.87,0.87,0.87,15.48,13.467600000000001
1662782400,2022-09-10 04:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662778800,2022-09-10 03:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662775200,2022-09-10 02:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662771600,2022-09-10 01:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662768000,2022-09-10 00:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662764400,2022-09-09 23:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662760800,2022-09-09 22:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662757200,2022-09-09 21:00:00,IMX/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1662753600,2022-09-09 20:00:00,IMX/EUR,0.86,0.86,0.86,0.86,115.31,99.1666
1662750000,2022-09-09 19:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662746400,2022-09-09 18:00:00,IMX/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1662742800,2022-09-09 17:00:00,IMX/EUR,0.85,0.85,0.85,0.85,115.31,98.0135
1662739200,2022-09-09 16:00:00,IMX/EUR,0.86,0.86,0.86,0.86,114.39,98.3754
1662735600,2022-09-09 15:00:00,IMX/EUR,0.86,0.86,0.86,0.86,114.39,98.3754
1662732000,2022-09-09 14:00:00,IMX/EUR,0.87,0.87,0.87,0.87,226.94,197.4378
1662728400,2022-09-09 13:00:00,IMX/EUR,0.86,0.87,0.86,0.87,251.82,219.08339999999998
1662724800,2022-09-09 12:00:00,IMX/EUR,0.87,0.87,0.87,0.87,130.87,113.85690000000001
1662721200,2022-09-09 11:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662717600,2022-09-09 10:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662714000,2022-09-09 09:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662710400,2022-09-09 08:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662706800,2022-09-09 07:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662703200,2022-09-09 06:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662699600,2022-09-09 05:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662696000,2022-09-09 04:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662692400,2022-09-09 03:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662688800,2022-09-09 02:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662685200,2022-09-09 01:00:00,IMX/EUR,0.82,0.82,0.82,0.82,120.90,99.138
1662681600,2022-09-09 00:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662678000,2022-09-08 23:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662674400,2022-09-08 22:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662670800,2022-09-08 21:00:00,IMX/EUR,0.82,0.82,0.82,0.82,190.90,156.53799999999998
1662667200,2022-09-08 20:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662663600,2022-09-08 19:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662660000,2022-09-08 18:00:00,IMX/EUR,0.82,0.82,0.82,0.82,121.34,99.4988
1662656400,2022-09-08 17:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662652800,2022-09-08 16:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662649200,2022-09-08 15:00:00,IMX/EUR,0.82,0.82,0.82,0.82,121.34,99.4988
1662645600,2022-09-08 14:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662642000,2022-09-08 13:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662638400,2022-09-08 12:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662634800,2022-09-08 11:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662631200,2022-09-08 10:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662627600,2022-09-08 09:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662624000,2022-09-08 08:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662620400,2022-09-08 07:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662616800,2022-09-08 06:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662613200,2022-09-08 05:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662609600,2022-09-08 04:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662606000,2022-09-08 03:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662602400,2022-09-08 02:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662598800,2022-09-08 01:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662595200,2022-09-08 00:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662591600,2022-09-07 23:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662588000,2022-09-07 22:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662584400,2022-09-07 21:00:00,IMX/EUR,0.83,0.83,0.83,0.83,0.00,0.0
1662580800,2022-09-07 20:00:00,IMX/EUR,0.83,0.83,0.83,0.83,155.50,129.065
1662577200,2022-09-07 19:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662573600,2022-09-07 18:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662570000,2022-09-07 17:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662566400,2022-09-07 16:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662562800,2022-09-07 15:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
1662559200,2022-09-07 14:00:00,IMX/EUR,0.82,0.82,0.82,0.82,0.00,0.0
