https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DODO,Volume USDT
1643932800,2022-02-04 00:00:00,DODO/USDT,0.5244,0.5782,0.5111,0.5429,4635234.13428857,2465858.988434451321
1643846400,2022-02-03 00:00:00,DODO/USDT,0.4646,0.5394,0.4548,0.523,5886660.64178405,2902589.555358054344
1643760000,2022-02-02 00:00:00,DODO/USDT,0.4867,0.4988,0.4584,0.4649,4381961.03129138,2108282.583702580631
1643673600,2022-02-01 00:00:00,DODO/USDT,0.4903,0.5158,0.4859,0.4868,4308958.60502919,2137272.267865126028
1643587200,2022-01-31 00:00:00,DODO/USDT,0.4977,0.4989,0.4679,0.4917,2011849.17428274,974871.47448319996
1643500800,2022-01-30 00:00:00,DODO/USDT,0.508,0.5196,0.4917,0.4977,1603063.76957249,811186.650382301339
1643414400,2022-01-29 00:00:00,DODO/USDT,0.4919,0.5116,0.4869,0.5075,1793828.83003211,898311.88654792666
1643328000,2022-01-28 00:00:00,DODO/USDT,0.4813,0.5383,0.461,0.4914,2618919.86457269,1253431.934025863549
1643241600,2022-01-27 00:00:00,DODO/USDT,0.4994,0.5061,0.4574,0.4821,2480347.92479579,1193466.414188102415
1643155200,2022-01-26 00:00:00,DODO/USDT,0.5013,0.5388,0.485,0.5003,2015950.65316443,1036611.761012391539
1643068800,2022-01-25 00:00:00,DODO/USDT,0.4768,0.5143,0.4635,0.5014,979090.73420501,481530.346766203656
1642982400,2022-01-24 00:00:00,DODO/USDT,0.5052,0.5052,0.4343,0.4765,1314472.19689454,608238.629437161391
1642896000,2022-01-23 00:00:00,DODO/USDT,0.4949,0.5412,0.4826,0.5066,957595.14933169,484695.286882759567
1642809600,2022-01-22 00:00:00,DODO/USDT,0.5595,0.5743,0.4528,0.4963,1502024.01975243,753924.344078645707
1642723200,2022-01-21 00:00:00,DODO/USDT,0.6804,0.6889,0.542,0.5616,1911420.15902236,1196587.617068888285
1642636800,2022-01-20 00:00:00,DODO/USDT,0.7012,0.7494,0.6759,0.6823,692531.17073127,496762.9088154394
1642550400,2022-01-19 00:00:00,DODO/USDT,0.739,0.7422,0.7002,0.7002,632509.73685653,456236.571445614517
1642464000,2022-01-18 00:00:00,DODO/USDT,0.7693,0.7768,0.718,0.7391,670664.30998483,495834.993707645729
1642377600,2022-01-17 00:00:00,DODO/USDT,0.8095,0.8305,0.7219,0.7683,704930.13104437,542099.137541654913
1642291200,2022-01-16 00:00:00,DODO/USDT,0.8101,0.8259,0.7884,0.8067,353631.04613377,285225.050663293991
1642204800,2022-01-15 00:00:00,DODO/USDT,0.8023,0.8293,0.7871,0.8105,455491.61545873,368656.093723997207
1642118400,2022-01-14 00:00:00,DODO/USDT,0.7684,0.8084,0.7535,0.8023,578715.67106533,451835.486395311171
1642032000,2022-01-13 00:00:00,DODO/USDT,0.8308,0.8355,0.7671,0.77,843707.14862004,675936.464409001264
1641945600,2022-01-12 00:00:00,DODO/USDT,0.7475,0.8393,0.7414,0.8324,962458.45991054,769138.662774557649
1641859200,2022-01-11 00:00:00,DODO/USDT,0.7024,0.8235,0.6938,0.7456,902262.61860519,664027.15213338948
1641772800,2022-01-10 00:00:00,DODO/USDT,0.7511,0.7577,0.6671,0.7034,1058560.91150833,749688.633629887002
1641686400,2022-01-09 00:00:00,DODO/USDT,0.7432,0.7722,0.7346,0.7486,643373.3959399,483834.507619038959
1641600000,2022-01-08 00:00:00,DODO/USDT,0.8017,0.8389,0.7222,0.741,941353.85945026,733659.002450785908
1641513600,2022-01-07 00:00:00,DODO/USDT,0.8235,0.874,0.7877,0.8017,1935142.2445839,1601116.328765998952
1641427200,2022-01-06 00:00:00,DODO/USDT,0.8276,0.8382,0.7831,0.8235,1808252.08685026,1463636.094753830597
1641340800,2022-01-05 00:00:00,DODO/USDT,0.8739,1.013,0.791,0.8292,3194495.72747327,2896204.238840551593
1641254400,2022-01-04 00:00:00,DODO/USDT,0.9019,0.9344,0.8724,0.8738,1264635.49054986,1146276.515211819516
1641168000,2022-01-03 00:00:00,DODO/USDT,0.9278,0.9366,0.8798,0.9031,1089109.10109967,991415.027840735057
1641081600,2022-01-02 00:00:00,DODO/USDT,0.875,0.9506,0.8657,0.9271,1145474.06344069,1042216.452879223215
1640995200,2022-01-01 00:00:00,DODO/USDT,0.8443,0.8766,0.8435,0.8752,464270.13740456,400224.312594830894
1640908800,2021-12-31 00:00:00,DODO/USDT,0.8618,0.8935,0.8267,0.8451,984063.8483997,853377.553389006505
1640822400,2021-12-30 00:00:00,DODO/USDT,0.862,0.8777,0.8352,0.8613,1319327.2984591,1132872.194712501294
1640736000,2021-12-29 00:00:00,DODO/USDT,0.9121,0.9359,0.8511,0.8624,1272423.0544986,1135272.02428313005
1640649600,2021-12-28 00:00:00,DODO/USDT,1.0162,1.0162,0.9084,0.9112,2117528.50766081,2053199.242797482193
