https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume NGN,tradecount
1646784000000,2022-03-09 00:00:00,BTC/NGN,22598318.00000000,25502912.00000000,22467130.00000000,24380353.00000000,4.54213000,109910719.93525000,647
1646697600000,2022-03-08 00:00:00,BTC/NGN,22170400.00000000,22949999.00000000,22043457.00000000,22460376.00000000,2.48356000,55716971.32276000,408
1646611200000,2022-03-07 00:00:00,BTC/NGN,22547092.00000000,23000000.00000000,20824456.00000000,22170400.00000000,2.97740000,65939130.75710000,383
1646524800000,2022-03-06 00:00:00,BTC/NGN,22988938.00000000,23262997.00000000,22000161.00000000,22650102.00000000,2.01493000,45756863.86177000,374
1646438400000,2022-03-05 00:00:00,BTC/NGN,22636724.00000000,23208218.00000000,18259375.00000000,22964300.00000000,3.28775000,74552193.28870000,568
1646352000000,2022-03-04 00:00:00,BTC/NGN,24612148.00000000,24612148.00000000,22200004.00000000,22882088.00000000,4.29768000,102171830.79212000,605
1646265600000,2022-03-03 00:00:00,BTC/NGN,25404721.00000000,25581995.00000000,24246158.00000000,24814127.00000000,2.44233000,61268897.25966000,445
1646179200000,2022-03-02 00:00:00,BTC/NGN,25669128.00000000,26066644.00000000,25045505.00000000,25405118.00000000,1.25932000,32118947.61096000,399
1646092800000,2022-03-01 00:00:00,BTC/NGN,24866643.00000000,26000800.00000000,24576928.00000000,25836072.00000000,4.07563000,102525852.67228000,634
1646006400000,2022-02-28 00:00:00,BTC/NGN,21762521.00000000,25357315.00000000,21163946.00000000,24866644.00000000,3.55923000,81197879.90816000,582
1645920000000,2022-02-27 00:00:00,BTC/NGN,22396828.00000000,22992815.00000000,21500000.00000000,21801013.00000000,3.54812000,78506380.88020000,414
1645833600000,2022-02-26 00:00:00,BTC/NGN,22487091.00000000,23000000.00000000,22042855.00000000,22388870.00000000,1.70834000,38247619.05413000,389
1645747200000,2022-02-25 00:00:00,BTC/NGN,21851420.00000000,22999940.00000000,21001465.00000000,22370835.00000000,5.07212000,112386313.59402000,534
1645660800000,2022-02-24 00:00:00,BTC/NGN,21663950.00000000,23915333.00000000,19000001.00000000,21527722.00000000,5.29343000,111921555.80611000,547
1645574400000,2022-02-23 00:00:00,BTC/NGN,21881515.00000000,22633014.00000000,21257128.00000000,21476996.00000000,2.39221000,52782478.04635000,394
1645488000000,2022-02-22 00:00:00,BTC/NGN,21000014.00000000,21976300.00000000,20658889.00000000,21781514.00000000,5.51798000,118516928.92327000,635
1645401600000,2022-02-21 00:00:00,BTC/NGN,22031231.00000000,22885943.00000000,21236213.00000000,21236213.00000000,3.16109000,69334537.94729000,464
1645315200000,2022-02-20 00:00:00,BTC/NGN,23044538.00000000,23181698.00000000,21261859.00000000,22175943.00000000,1.42448000,31488078.04279000,337
1645228800000,2022-02-19 00:00:00,BTC/NGN,23052969.00000000,23364300.00000000,22867558.00000000,23181633.00000000,1.22896000,28401766.16387000,276
1645142400000,2022-02-18 00:00:00,BTC/NGN,23371181.00000000,23626152.00000000,22680410.00000000,22945773.00000000,1.52698000,35549749.74699000,324
1645056000000,2022-02-17 00:00:00,BTC/NGN,25317379.00000000,25490682.00000000,22853229.00000000,23397337.00000000,1.49690000,36767329.05834000,382
1644969600000,2022-02-16 00:00:00,BTC/NGN,25530751.00000000,25659568.00000000,24907699.00000000,25375900.00000000,3.25433000,82505573.20980000,487
1644883200000,2022-02-15 00:00:00,BTC/NGN,24411539.00000000,25734603.00000000,24411537.00000000,25734603.00000000,1.81770000,45964344.04901000,446
1644796800000,2022-02-14 00:00:00,BTC/NGN,24198833.00000000,24781624.00000000,23750001.00000000,24633974.00000000,1.68022000,40887405.58544000,393
1644710400000,2022-02-13 00:00:00,BTC/NGN,24204668.00000000,24742306.00000000,24080771.00000000,24198834.00000000,1.49653000,36531183.81017000,291
1644624000000,2022-02-12 00:00:00,BTC/NGN,24233036.00000000,24846110.00000000,24000000.00000000,24204668.00000000,1.72090000,41850516.47340000,342
1644537600000,2022-02-11 00:00:00,BTC/NGN,24950000.00000000,25353921.00000000,24159673.00000000,24380798.00000000,3.42121000,85133623.16241000,532
1644451200000,2022-02-10 00:00:00,BTC/NGN,25411141.00000000,26301000.00000000,24827166.00000000,25055475.00000000,3.58984000,91500650.07640000,635
1644364800000,2022-02-09 00:00:00,BTC/NGN,25354674.00000000,25824049.00000000,24904973.00000000,25418201.00000000,3.23074000,81757428.53441000,554
1644278400000,2022-02-08 00:00:00,BTC/NGN,25326570.00000000,26238805.00000000,24576927.00000000,25372869.00000000,2.52415000,63564380.94503000,588
1644192000000,2022-02-07 00:00:00,BTC/NGN,24411533.00000000,25699999.00000000,23754082.00000000,25255792.00000000,2.70965000,67096500.92102000,570
1644105600000,2022-02-06 00:00:00,BTC/NGN,23652245.00000000,24255854.00000000,23500004.00000000,24246153.00000000,1.35838000,32241738.45560000,334
1644019200000,2022-02-05 00:00:00,BTC/NGN,23962482.00000000,24520896.00000000,23421000.00000000,23652245.00000000,4.47280000,106361434.18099000,580
1643932800000,2022-02-04 00:00:00,BTC/NGN,21500000.00000000,24335166.00000000,21000009.00000000,24217158.00000000,3.00833000,66903629.92931000,602
1643846400000,2022-02-03 00:00:00,BTC/NGN,21264923.00000000,21627700.00000000,11000000.00000000,21500000.00000000,3.09269000,65172442.47534000,623
1643760000000,2022-02-02 00:00:00,BTC/NGN,22308411.00000000,22336370.00000000,21048468.00000000,21264923.00000000,2.44681000,53578765.90413000,427
1643673600000,2022-02-01 00:00:00,BTC/NGN,22169915.00000000,22600000.00000000,21344485.00000000,22428069.00000000,4.71216000,104641644.89323000,622
1643587200000,2022-01-31 00:00:00,BTC/NGN,21842201.00000000,22499999.00000000,20900120.00000000,22183515.00000000,6.50735000,141535758.11177000,933
1643500800000,2022-01-30 00:00:00,BTC/NGN,21832400.00000000,22298890.00000000,21700501.00000000,21841601.00000000,1.39027000,30578836.02708000,420
1643414400000,2022-01-29 00:00:00,BTC/NGN,21836717.00000000,22294528.00000000,21550001.00000000,22169527.00000000,2.30244000,50463315.49513000,546
1643328000000,2022-01-28 00:00:00,BTC/NGN,21400317.00000000,22185653.00000000,20826205.00000000,21836714.00000000,7.06835000,151743536.66476000,829
1643241600000,2022-01-27 00:00:00,BTC/NGN,21423665.00000000,21686610.00000000,20658889.00000000,21290090.00000000,4.40167000,93237657.99306000,970
1643155200000,2022-01-26 00:00:00,BTC/NGN,21000173.00000000,22600000.00000000,20900369.00000000,21253771.00000000,6.64931000,145562874.56779000,1131
1643068800000,2022-01-25 00:00:00,BTC/NGN,21379893.00000000,22096529.00000000,20824611.00000000,21366946.00000000,3.12865000,67209746.82037000,739
1642982400000,2022-01-24 00:00:00,BTC/NGN,21562737.00000000,22000000.00000000,19256327.00000000,21299999.00000000,5.66541000,114111053.03342000,1114
1642896000000,2022-01-23 00:00:00,BTC/NGN,19989983.00000000,21753728.00000000,19797323.00000000,21294595.00000000,8.99597000,185710852.18837000,891
1642809600000,2022-01-22 00:00:00,BTC/NGN,21225528.00000000,22680740.00000000,17848000.00000000,19831111.00000000,21.94607000,445595904.45066000,1600
1642723200000,2022-01-21 00:00:00,BTC/NGN,23800596.00000000,23800596.00000000,20493333.00000000,20824455.00000000,11.06056000,244762983.07333000,1208
1642636800000,2022-01-20 00:00:00,BTC/NGN,24411152.00000000,25346274.00000000,23362126.00000000,23362126.00000000,1.44047000,35577478.69032000,352
1642550400000,2022-01-19 00:00:00,BTC/NGN,24580034.00000000,24742306.00000000,23800598.00000000,24083463.00000000,1.07595000,26260556.64288000,486
1642464000000,2022-01-18 00:00:00,BTC/NGN,24576920.00000000,24742307.00000000,24000001.00000000,24742306.00000000,1.22023000,29712052.97701000,280
1642377600000,2022-01-17 00:00:00,BTC/NGN,24742313.00000000,24873630.00000000,24022795.00000000,24246303.00000000,0.92078000,22551208.52904000,251
1642291200000,2022-01-16 00:00:00,BTC/NGN,24907479.00000000,25073074.00000000,24576923.00000000,24742310.00000000,1.71005000,42421557.30133000,296
1642204800000,2022-01-15 00:00:00,BTC/NGN,24962530.00000000,25111265.00000000,24500002.00000000,24689378.00000000,1.32329000,32958527.84970000,367
1642118400000,2022-01-14 00:00:00,BTC/NGN,24481741.00000000,25238460.00000000,24094213.00000000,24962530.00000000,1.29956000,32105746.89714000,364
1642032000000,2022-01-13 00:00:00,BTC/NGN,25396658.00000000,25595816.00000000,24426414.00000000,24678845.00000000,1.55606000,38932790.74770000,352
1641945600000,2022-01-12 00:00:00,BTC/NGN,24881558.00000000,25508711.00000000,24470162.00000000,25238552.00000000,1.08315000,27004539.91468000,259
1641859200000,2022-01-11 00:00:00,BTC/NGN,24125039.00000000,24907691.00000000,23800599.00000000,24611109.00000000,1.81592000,44037501.57594000,349
1641772800000,2022-01-10 00:00:00,BTC/NGN,24022792.00000000,24286905.00000000,22776244.00000000,23980185.00000000,6.58359000,156889373.67669000,860
1641686400000,2022-01-09 00:00:00,BTC/NGN,24244986.00000000,24576919.00000000,23750000.00000000,24022794.00000000,1.04680000,25220814.67026000,297
1641600000000,2022-01-08 00:00:00,BTC/NGN,23800596.00000000,24244984.00000000,23206155.00000000,23969723.00000000,2.25614000,53795755.96851000,738
1641513600000,2022-01-07 00:00:00,BTC/NGN,24742306.00000000,24742306.00000000,23340001.00000000,23800596.00000000,2.78342000,66655309.72266000,772
1641427200000,2022-01-06 00:00:00,BTC/NGN,25073076.00000000,25238049.00000000,24000001.00000000,24742306.00000000,1.67952000,41452447.98834000,690
1641340800000,2022-01-05 00:00:00,BTC/NGN,26182328.00000000,26849745.00000000,24653778.00000000,25073076.00000000,3.67691000,96256428.46830000,965
1641254400000,2022-01-04 00:00:00,BTC/NGN,26497730.00000000,27029641.00000000,26006962.00000000,26353381.00000000,3.24891000,85941781.89227000,782
1641168000000,2022-01-03 00:00:00,BTC/NGN,26885673.00000000,27112961.00000000,26022551.00000000,26574776.00000000,2.20829000,58947583.44012000,630
1641081600000,2022-01-02 00:00:00,BTC/NGN,26912889.00000000,27298150.00000000,26052339.00000000,26885673.00000000,1.60921000,43198233.36519000,560
1640995200000,2022-01-01 00:00:00,BTC/NGN,26504566.00000000,27221739.00000000,26308964.00000000,27138416.00000000,2.37692000,63511696.77846000,696
1640908800000,2021-12-31 00:00:00,BTC/NGN,26793501.00000000,27743309.00000000,26024529.00000000,26463770.00000000,3.24781000,87653078.48036000,898
1640822400000,2021-12-30 00:00:00,BTC/NGN,26292764.00000000,27457377.00000000,26060069.00000000,26793500.00000000,6.37135000,170123783.20314000,693
1640736000000,2021-12-29 00:00:00,BTC/NGN,27140402.00000000,27492559.00000000,26238823.00000000,26238823.00000000,7.88627000,212297059.29254000,803
1640649600000,2021-12-28 00:00:00,BTC/NGN,28583125.00000000,28823944.00000000,26740318.00000000,27013110.00000000,4.22635000,116112581.20411000,904
1640563200000,2021-12-27 00:00:00,BTC/NGN,28823940.00000000,29342489.00000000,28438942.00000000,28823946.00000000,1.99322000,57500163.41877000,656
1640476800000,2021-12-26 00:00:00,BTC/NGN,28467091.00000000,29008875.00000000,27861686.00000000,28546910.00000000,2.55886000,72377840.82727000,683
1640390400000,2021-12-25 00:00:00,BTC/NGN,28823949.00000000,29133285.00000000,28244503.00000000,28788886.00000000,2.44992000,69933790.65611000,931
1640304000000,2021-12-24 00:00:00,BTC/NGN,29169681.00000000,29781158.00000000,28500001.00000000,28823949.00000000,2.69644000,78516086.96457000,755
1640217600000,2021-12-23 00:00:00,BTC/NGN,27977038.00000000,29577674.00000000,27311545.00000000,29169681.00000000,2.99367000,85004641.08026000,807
1640131200000,2021-12-22 00:00:00,BTC/NGN,28399782.00000000,28694377.00000000,27800443.00000000,27987230.00000000,3.06528000,86448508.87604000,812
1640044800000,2021-12-21 00:00:00,BTC/NGN,27037948.00000000,28496594.00000000,26750470.00000000,28399930.00000000,2.04704000,56586995.55880000,898
1639958400000,2021-12-20 00:00:00,BTC/NGN,26989150.00000000,27457361.00000000,26333111.00000000,26895086.00000000,3.67121000,98937215.24419000,736
1639872000000,2021-12-19 00:00:00,BTC/NGN,26986104.00000000,27928499.00000000,26751151.00000000,26989149.00000000,3.90336000,106586992.59983000,793
1639785600000,2021-12-18 00:00:00,BTC/NGN,26689146.00000000,27577906.00000000,26298539.00000000,27241804.00000000,3.30359000,89426238.69711000,1110
1639699200000,2021-12-17 00:00:00,BTC/NGN,27577914.00000000,27725683.00000000,26489567.00000000,26911331.00000000,6.24654000,169264612.66901000,1021
1639612800000,2021-12-16 00:00:00,BTC/NGN,28032824.00000000,28688865.00000000,27355722.00000000,27577917.00000000,5.18543000,145972525.04443000,948
1639526400000,2021-12-15 00:00:00,BTC/NGN,27698475.00000000,29000000.00000000,26850000.00000000,28032311.00000000,5.25928000,145641035.04951000,1083
1639440000000,2021-12-14 00:00:00,BTC/NGN,26911143.00000000,28378305.00000000,26650000.00000000,27697591.00000000,4.06279000,111455784.31283000,920
1639353600000,2021-12-13 00:00:00,BTC/NGN,28799717.00000000,28799721.00000000,26200000.00000000,26911268.00000000,6.40459000,178798652.03985000,837
1639267200000,2021-12-12 00:00:00,BTC/NGN,28800113.00000000,29500221.00000000,28247052.00000000,28968043.00000000,5.96482000,172066423.55907000,629
1639180800000,2021-12-11 00:00:00,BTC/NGN,27577866.00000000,28750000.00000000,27241812.00000000,28467687.00000000,6.15309000,173021777.36473000,1074
1639094400000,2021-12-10 00:00:00,BTC/NGN,27577920.00000000,29053961.00000000,27221741.00000000,27355722.00000000,8.08728000,226370545.68369000,1019
1639008000000,2021-12-09 00:00:00,BTC/NGN,29106849.00000000,29106850.00000000,27311560.00000000,27577917.00000000,2.51673000,71357218.26183000,571
1638921600000,2021-12-08 00:00:00,BTC/NGN,29106850.00000000,29601149.00000000,28304727.00000000,28871212.00000000,4.95731000,144118609.69220000,813
1638835200000,2021-12-07 00:00:00,BTC/NGN,29106852.00000000,29799871.00000000,28592423.00000000,28823973.00000000,4.04151000,118644265.46045000,732
1638748800000,2021-12-06 00:00:00,BTC/NGN,28438981.00000000,29577667.00000000,27035039.00000000,29281578.00000000,4.93719000,139408599.75023000,1137
1638662400000,2021-12-05 00:00:00,BTC/NGN,28631447.00000000,28878747.00000000,27577918.00000000,28635573.00000000,2.79989000,79485635.36839000,734
1638576000000,2021-12-04 00:00:00,BTC/NGN,30296646.00000000,30363990.00000000,23134011.00000000,28631447.00000000,3.00467000,84128939.56392000,1012
1638489600000,2021-12-03 00:00:00,BTC/NGN,32164127.00000000,32877198.00000000,29500000.00000000,30296647.00000000,3.41320000,107736256.24374000,846
1638403200000,2021-12-02 00:00:00,BTC/NGN,32481543.00000000,32794655.00000000,31743778.00000000,32170158.00000000,2.20776000,71351382.80299000,632
1638316800000,2021-12-01 00:00:00,BTC/NGN,33059055.00000000,33590483.00000000,32000000.00000000,32289039.00000000,5.80680000,190886492.31296000,1934
1638230400000,2021-11-30 00:00:00,BTC/NGN,33585941.00000000,33977917.00000000,31934519.00000000,32866554.00000000,6.00728000,198762222.73840000,907
1638144000000,2021-11-29 00:00:00,BTC/NGN,33690286.00000000,34021583.00000000,33112715.00000000,33605159.00000000,7.87977000,264782023.37144000,1060
1638057600000,2021-11-28 00:00:00,BTC/NGN,32089781.00000000,33690291.00000000,31463241.00000000,33444112.00000000,6.30956000,202086654.34193000,1477
1637971200000,2021-11-27 00:00:00,BTC/NGN,31663968.00000000,32544321.00000000,31463546.00000000,32089781.00000000,5.48600000,175892181.61944000,1144
1637884800000,2021-11-26 00:00:00,BTC/NGN,34448338.00000000,34640918.00000000,31326517.00000000,31463540.00000000,5.28536000,172325878.69337000,974
1637798400000,2021-11-25 00:00:00,BTC/NGN,33339274.00000000,34641000.00000000,33141830.00000000,34640975.00000000,4.84149000,164525371.28006000,1160
1637712000000,2021-11-24 00:00:00,BTC/NGN,33703552.00000000,33815768.00000000,32690089.00000000,33103760.00000000,4.11738000,137249631.46500000,1107
1637625600000,2021-11-23 00:00:00,BTC/NGN,32632814.00000000,34000000.00000000,32481544.00000000,33965692.00000000,6.13914000,204237914.36629000,1626
1637539200000,2021-11-22 00:00:00,BTC/NGN,33845536.00000000,34021583.00000000,32170161.00000000,32632813.00000000,5.28336000,174330072.16153000,1292
1637452800000,2021-11-21 00:00:00,BTC/NGN,34529666.00000000,34762186.00000000,33877610.00000000,33877610.00000000,3.63123000,124629968.62326000,858
1637366400000,2021-11-20 00:00:00,BTC/NGN,34185157.00000000,35469104.00000000,34055130.00000000,34529683.00000000,6.24989000,216275189.12725000,1083
1637280000000,2021-11-19 00:00:00,BTC/NGN,33444066.00000000,34580178.00000000,32584480.00000000,34398568.00000000,6.58625000,222578152.31792000,1169
1637193600000,2021-11-18 00:00:00,BTC/NGN,35053080.00000000,35106592.00000000,33038796.00000000,33425179.00000000,10.38016000,356567456.70475000,1378
1637107200000,2021-11-17 00:00:00,BTC/NGN,34290911.00000000,35700739.00000000,33444068.00000000,35053080.00000000,13.32417000,463267422.21714000,2001
1637020800000,2021-11-16 00:00:00,BTC/NGN,35815575.00000000,35815576.00000000,33388200.00000000,34327800.00000000,6.24993000,217560410.28232000,1323
1636934400000,2021-11-15 00:00:00,BTC/NGN,36882934.00000000,37101660.00000000,35766550.00000000,35940382.00000000,8.78212000,319680296.95207000,1183
1636848000000,2021-11-14 00:00:00,BTC/NGN,35948672.00000000,36882935.00000000,35634265.00000000,36882935.00000000,8.73299000,317173121.11098000,1384
1636761600000,2021-11-13 00:00:00,BTC/NGN,35927152.00000000,36647298.00000000,35533223.00000000,35948444.00000000,5.91311000,212804498.99651000,1174
1636675200000,2021-11-12 00:00:00,BTC/NGN,36157475.00000000,36505046.00000000,34800000.00000000,35927438.00000000,3.96140000,141926840.31213000,745
1636588800000,2021-11-11 00:00:00,BTC/NGN,36525148.00000000,36882933.00000000,35913827.00000000,36157473.00000000,7.76362000,282319922.16712000,1006
1636502400000,2021-11-10 00:00:00,BTC/NGN,36747425.00000000,38144594.00000000,36300000.00000000,36525147.00000000,16.22910400,599416989.97943500,1680
1636416000000,2021-11-09 00:00:00,BTC/NGN,36331636.00000000,36995607.00000000,35946634.00000000,36747423.00000000,9.75026000,355885163.00878900,1767
1636329600000,2021-11-08 00:00:00,BTC/NGN,34406593.00000000,36331641.00000000,34406593.00000000,36139143.00000000,11.36337200,403251146.44839300,1237
1636243200000,2021-11-07 00:00:00,BTC/NGN,34000024.00000000,34500003.00000000,33910006.00000000,34406368.00000000,8.50454000,291311980.55773000,831
1636156800000,2021-11-06 00:00:00,BTC/NGN,34241416.00000000,34386593.00000000,33750002.00000000,34199983.00000000,8.58579000,292913671.91726000,815
1636070400000,2021-11-05 00:00:00,BTC/NGN,34136688.00000000,34648857.00000000,33903470.00000000,34022212.00000000,13.19263000,452380270.19050000,1374
1635984000000,2021-11-04 00:00:00,BTC/NGN,34697076.00000000,34697076.00000000,33856003.00000000,33920713.00000000,18.81706000,642421754.80747000,1176
1635897600000,2021-11-03 00:00:00,BTC/NGN,34213834.00000000,34931597.00000000,33805000.00000000,34589849.00000000,25.15190000,865973191.49563000,2746
1635811200000,2021-11-02 00:00:00,BTC/NGN,34459627.00000000,35190000.00000000,34007081.00000000,34213846.00000000,12.13624000,420440228.69734000,1924
1635724800000,2021-11-01 00:00:00,BTC/NGN,34620321.00000000,35000000.00000000,33750001.00000000,34376554.00000000,14.83325000,509765747.19046000,1674
1635638400000,2021-10-31 00:00:00,BTC/NGN,34500000.00000000,34697677.00000000,33978565.00000000,34417975.00000000,12.93918000,445109663.32823000,1286
1635552000000,2021-10-30 00:00:00,BTC/NGN,34528493.00000000,34695468.00000000,33800000.00000000,34500000.00000000,9.61135000,329546362.10935000,1207
1635465600000,2021-10-29 00:00:00,BTC/NGN,34550889.00000000,34800000.00000000,33797070.00000000,34697627.00000000,14.24437000,488638896.46153000,1372
1635379200000,2021-10-28 00:00:00,BTC/NGN,34055271.00000000,34824398.00000000,33750001.00000000,34550889.00000000,19.54877000,671326003.82556000,2657
1635292800000,2021-10-27 00:00:00,BTC/NGN,34601221.00000000,35030810.00000000,33493494.00000000,34135800.00000000,24.25760000,833423829.48605000,1757
1635206400000,2021-10-26 00:00:00,BTC/NGN,34967658.00000000,35279985.00000000,34348162.00000000,34648462.00000000,12.92693000,450266181.66045000,995
1635120000000,2021-10-25 00:00:00,BTC/NGN,34583726.00000000,35350000.00000000,34526548.00000000,34949473.00000000,13.52755000,474272939.12386000,2222
1635033600000,2021-10-24 00:00:00,BTC/NGN,34567747.00000000,34855614.00000000,33458464.00000000,34583730.00000000,11.42812000,390406494.38196000,1399
1634947200000,2021-10-23 00:00:00,BTC/NGN,33945803.00000000,34984107.00000000,33945803.00000000,34377509.00000000,8.67009000,299037094.75640000,1091
1634860800000,2021-10-22 00:00:00,BTC/NGN,34984539.00000000,35400000.00000000,33829081.00000000,34132797.00000000,24.63214000,861793703.60187000,2060
1634774400000,2021-10-21 00:00:00,BTC/NGN,35138492.00000000,35591239.00000000,34461416.00000000,34997826.00000000,52.13849100,1832183535.97451600,3189
1634688000000,2021-10-20 00:00:00,BTC/NGN,34196111.00000000,35338695.00000000,34196111.00000000,35328736.00000000,19.52313200,679471812.68649900,4021
1634601600000,2021-10-19 00:00:00,BTC/NGN,33815589.00000000,34420804.00000000,33583992.00000000,34420804.00000000,26.86748000,911108284.27545000,1801
1634515200000,2021-10-18 00:00:00,BTC/NGN,33495165.00000000,34000000.00000000,33278284.00000000,33815589.00000000,29.30293000,985311999.51941000,3156
1634428800000,2021-10-17 00:00:00,BTC/NGN,33920987.00000000,34248770.00000000,33250999.00000000,33700000.00000000,24.63443000,827499168.72822000,2357
1634342400000,2021-10-16 00:00:00,BTC/NGN,33090957.00000000,34135258.00000000,32888486.00000000,33920885.00000000,20.41509000,680507976.90996200,1795
1634256000000,2021-10-15 00:00:00,BTC/NGN,31600083.00000000,33399999.00000000,31458284.00000000,33199862.00000000,17.09519700,552020139.64795400,2199
1634169600000,2021-10-14 00:00:00,BTC/NGN,31699886.00000000,31799999.00000000,31296900.00000000,31600083.00000000,22.44222000,708154176.51756000,2791
1634083200000,2021-10-13 00:00:00,BTC/NGN,31286000.00000000,31800000.00000000,31250348.00000000,31655248.00000000,33.29062000,1048244217.33011000,3177
1633996800000,2021-10-12 00:00:00,BTC/NGN,31639152.00000000,31800000.00000000,30900963.00000000,31299277.00000000,35.53426000,1116729494.00579000,2996
1633910400000,2021-10-11 00:00:00,BTC/NGN,31163006.00000000,31849980.00000000,31160999.00000000,31639152.00000000,21.07530000,661225525.36939000,2024
1633824000000,2021-10-10 00:00:00,BTC/NGN,30981899.00000000,32307441.00000000,30720999.00000000,31340000.00000000,19.48900000,608022627.35978200,2149
1633737600000,2021-10-09 00:00:00,BTC/NGN,30773533.00000000,31149997.00000000,30720990.00000000,31090000.00000000,12.57303000,388685952.31658000,1416
1633651200000,2021-10-08 00:00:00,BTC/NGN,29327358.00000000,31905972.00000000,29106869.00000000,30773527.00000000,15.12587700,463671452.24691000,2581
1633564800000,2021-10-07 00:00:00,BTC/NGN,29206037.00000000,29599994.00000000,28940220.00000000,29327428.00000000,16.03870000,469666688.83464000,2291
1633478400000,2021-10-06 00:00:00,BTC/NGN,26499692.00000000,29600000.00000000,26474515.00000000,29206024.00000000,19.02505000,526976427.29235000,1767
1633392000000,2021-10-05 00:00:00,BTC/NGN,26448828.00000000,27000000.00000000,26100000.00000000,26499689.00000000,30.49725000,804563655.67961000,4615
1633305600000,2021-10-04 00:00:00,BTC/NGN,26560840.00000000,26740314.00000000,26000000.00000000,26448839.00000000,26.92459000,711233822.89486000,3535
1633219200000,2021-10-03 00:00:00,BTC/NGN,26239382.00000000,26793818.00000000,26102639.00000000,26404990.00000000,12.88893000,341874734.80835000,1306
1633132800000,2021-10-02 00:00:00,BTC/NGN,26577163.00000000,26849998.00000000,26238819.00000000,26383949.00000000,10.49664000,278747058.67576000,1134
1633046400000,2021-10-01 00:00:00,BTC/NGN,26443930.00000000,26999999.00000000,25861516.00000000,26571396.00000000,20.81117000,550908925.91286000,2531
1632960000000,2021-09-30 00:00:00,BTC/NGN,25863181.00000000,26617932.00000000,25861545.00000000,26443932.00000000,10.64788000,279698265.88482000,2218
