https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KLAY,Volume USDT
1652918400,2022-05-19 00:00:00,KLAY/USDT,0.3986,0.4371,0.394,0.4343,188731.41043624,77767.099048181754
1652832000,2022-05-18 00:00:00,KLAY/USDT,0.4363,0.447,0.3966,0.3977,276152.52123631,116828.148167588074
1652745600,2022-05-17 00:00:00,KLAY/USDT,0.3943,0.4362,0.3936,0.4362,173526.06930646,72759.138118043532
1652659200,2022-05-16 00:00:00,KLAY/USDT,0.4151,0.4151,0.385,0.3936,226596.95026503,89193.286685006876
1652572800,2022-05-15 00:00:00,KLAY/USDT,0.3997,0.4163,0.387,0.4163,125056.25338707,49924.560570139122
1652486400,2022-05-14 00:00:00,KLAY/USDT,0.3793,0.4,0.3672,0.3992,225497.2643248,86886.327904467317
1652400000,2022-05-13 00:00:00,KLAY/USDT,0.3525,0.4185,0.3504,0.3787,479721.90666712,187603.880254503585
1652313600,2022-05-12 00:00:00,KLAY/USDT,0.3663,0.385,0.3193,0.3523,617071.84722748,216341.979311880082
1652227200,2022-05-11 00:00:00,KLAY/USDT,0.5018,0.5116,0.3506,0.3625,619042.9944472,256211.675393417039
1652140800,2022-05-10 00:00:00,KLAY/USDT,0.4902,0.5599,0.4725,0.5008,168273.06681089,84407.201784177462
1652054400,2022-05-09 00:00:00,KLAY/USDT,0.605,0.6191,0.4883,0.4901,324630.0837113,185552.751805309416
1651968000,2022-05-08 00:00:00,KLAY/USDT,0.639,0.6409,0.6008,0.6059,120714.12922991,74019.472000439917
1651881600,2022-05-07 00:00:00,KLAY/USDT,0.6652,0.6679,0.6365,0.6381,132765.26388458,86673.093086495469
1651795200,2022-05-06 00:00:00,KLAY/USDT,0.6859,0.6915,0.6483,0.6672,227554.05589342,152643.226144105902
1651708800,2022-05-05 00:00:00,KLAY/USDT,0.7332,0.7525,0.6754,0.6868,171829.20015627,124856.002071949468
1651622400,2022-05-04 00:00:00,KLAY/USDT,0.6782,0.7366,0.6764,0.733,249744.57668614,175537.481687011584
1651536000,2022-05-03 00:00:00,KLAY/USDT,0.7001,0.7105,0.6727,0.6789,194292.87949053,134944.089234601131
1651449600,2022-05-02 00:00:00,KLAY/USDT,0.7421,0.7472,0.6819,0.6998,153879.76065194,108676.439531529907
1651363200,2022-05-01 00:00:00,KLAY/USDT,0.7314,0.7437,0.7119,0.7411,155757.00777785,113130.733613644048
1651276800,2022-04-30 00:00:00,KLAY/USDT,0.8074,0.8141,0.7321,0.7346,142371.86168294,111411.85745705783
1651190400,2022-04-29 00:00:00,KLAY/USDT,0.8409,0.8459,0.8024,0.8068,73720.73370593,60698.805185001755
1651104000,2022-04-28 00:00:00,KLAY/USDT,0.8339,0.858,0.8274,0.8405,115282.73504351,97230.808381324501
1651017600,2022-04-27 00:00:00,KLAY/USDT,0.8409,0.8576,0.8217,0.8352,179899.70897114,151130.521757890143
1650931200,2022-04-26 00:00:00,KLAY/USDT,0.9017,0.9118,0.8381,0.8416,137303.39641079,121838.277029600642
1650844800,2022-04-25 00:00:00,KLAY/USDT,0.9239,0.9254,0.8599,0.9031,135953.40797883,120372.258551651521
1650758400,2022-04-24 00:00:00,KLAY/USDT,0.9193,0.9375,0.9185,0.9225,72470.03409258,67251.080933940152
1650672000,2022-04-23 00:00:00,KLAY/USDT,0.9367,0.9411,0.9143,0.9193,96939.11980319,89416.970392985631
1650585600,2022-04-22 00:00:00,KLAY/USDT,0.9359,0.9544,0.9267,0.9383,78829.21900151,74207.498769419333
1650499200,2022-04-21 00:00:00,KLAY/USDT,0.9546,1.0346,0.925,0.9359,381887.0725444,374837.859525275013
1650412800,2022-04-20 00:00:00,KLAY/USDT,0.9753,0.9764,0.9453,0.955,97732.2845767,93939.179571018436
1650326400,2022-04-19 00:00:00,KLAY/USDT,0.975,0.986,0.9566,0.9772,77377.84191148,75231.563527747145
1650240000,2022-04-18 00:00:00,KLAY/USDT,0.976,0.9849,0.9315,0.974,128347.05330541,121733.135301827119
1650153600,2022-04-17 00:00:00,KLAY/USDT,0.9967,1.0014,0.9712,0.976,68909.92280692,68329.814496590621
1650067200,2022-04-16 00:00:00,KLAY/USDT,1.0029,1.0062,0.9815,0.9975,25605.55855677,25408.393238088652
1649980800,2022-04-15 00:00:00,KLAY/USDT,0.999,1.015,0.9952,0.9999,49796.45478099,49990.051344981605
1649894400,2022-04-14 00:00:00,KLAY/USDT,1.024,1.034,0.9874,0.9976,84067.48837998,84847.711708924369
1649808000,2022-04-13 00:00:00,KLAY/USDT,1.0109,1.0269,0.9969,1.0225,75153.61578757,76021.329039930845
1649721600,2022-04-12 00:00:00,KLAY/USDT,0.9886,1.014,0.9831,1.01,55454.04039369,55338.065117661206
1649635200,2022-04-11 00:00:00,KLAY/USDT,1.0621,1.0624,0.9776,0.9886,268443.10579305,274449.133140485953
1649548800,2022-04-10 00:00:00,KLAY/USDT,1.0866,1.0866,1.0617,1.0628,44368.89606473,47636.763069010198
1649462400,2022-04-09 00:00:00,KLAY/USDT,1.0711,1.0867,1.0669,1.0867,58501.5254754,63048.523437285739
1649376000,2022-04-08 00:00:00,KLAY/USDT,1.1052,1.1126,1.0636,1.069,54949.97314765,59697.784907939429
1649289600,2022-04-07 00:00:00,KLAY/USDT,1.0738,1.1108,1.07,1.1052,92905.73201574,101937.628302362946
1649203200,2022-04-06 00:00:00,KLAY/USDT,1.1244,1.1244,1.07,1.0742,250560.31277933,275244.777267098831
1649116800,2022-04-05 00:00:00,KLAY/USDT,1.1579,1.167,1.124,1.124,121004.95086935,139106.320845654718
1649030400,2022-04-04 00:00:00,KLAY/USDT,1.1705,1.1768,1.1346,1.1588,133596.93166629,154144.096952792384
1648944000,2022-04-03 00:00:00,KLAY/USDT,1.1616,1.1782,1.1487,1.172,113157.05981528,131872.59168444368
1648857600,2022-04-02 00:00:00,KLAY/USDT,1.1718,1.2,1.1579,1.1579,160821.48250624,190778.57910428644
1648771200,2022-04-01 00:00:00,KLAY/USDT,1.1623,1.1887,1.1283,1.1725,139594.58510958,161907.928042109728
1648684800,2022-03-31 00:00:00,KLAY/USDT,1.2099,1.2482,1.1565,1.1608,422573.66210513,511430.046592395394
1648598400,2022-03-30 00:00:00,KLAY/USDT,1.2237,1.24,1.1887,1.2095,363557.01338534,441990.30424881394
1648512000,2022-03-29 00:00:00,KLAY/USDT,1.1953,1.2515,1.1922,1.2233,301035.67884702,368615.588713608406
1648425600,2022-03-28 00:00:00,KLAY/USDT,1.1797,1.2571,1.171,1.1953,351734.65840445,426476.87276558847
1648339200,2022-03-27 00:00:00,KLAY/USDT,1.1513,1.1832,1.1443,1.1797,86388.37597646,100013.254928376635
1648252800,2022-03-26 00:00:00,KLAY/USDT,1.1289,1.1513,1.1135,1.15,153989.31336846,174264.055716787551
1648166400,2022-03-25 00:00:00,KLAY/USDT,1.1565,1.1598,1.1226,1.1281,158442.34143841,179888.99639365366
1648080000,2022-03-24 00:00:00,KLAY/USDT,1.1394,1.1565,1.1275,1.1565,186694.24895948,213373.309232488765
1647993600,2022-03-23 00:00:00,KLAY/USDT,1.113,1.154,1.1089,1.14,260711.9436807,294761.664996427513
1647907200,2022-03-22 00:00:00,KLAY/USDT,1.0936,1.1311,1.0909,1.113,90836.84668987,101377.879989818739
1647820800,2022-03-21 00:00:00,KLAY/USDT,1.1024,1.1066,1.0776,1.0946,78524.95332634,85986.254180213717
1647734400,2022-03-20 00:00:00,KLAY/USDT,1.121,1.1247,1.0953,1.1007,49879.23404944,55344.402089513121
1647648000,2022-03-19 00:00:00,KLAY/USDT,1.1073,1.1303,1.104,1.1175,128812.05165011,143771.697127646165
1647561600,2022-03-18 00:00:00,KLAY/USDT,1.0971,1.112,1.082,1.1067,48332.39377488,53162.474460999768
1647475200,2022-03-17 00:00:00,KLAY/USDT,1.1171,1.1184,1.09,1.0958,120903.27777216,133350.951488963973
1647388800,2022-03-16 00:00:00,KLAY/USDT,1.0775,1.1171,1.07,1.1166,91057.31759548,99095.44862610965
1647302400,2022-03-15 00:00:00,KLAY/USDT,1.1105,1.1132,1.0598,1.0778,55103.13397877,59521.045133830325
1647216000,2022-03-14 00:00:00,KLAY/USDT,1.0706,1.1249,1.063,1.1105,70588.52299569,77344.873176442055
1647129600,2022-03-13 00:00:00,KLAY/USDT,1.1062,1.1171,1.0664,1.0692,36474.56883029,40143.553533002628
1647043200,2022-03-12 00:00:00,KLAY/USDT,1.0891,1.121,1.0859,1.1049,34840.07628484,38477.845124865459
1646956800,2022-03-11 00:00:00,KLAY/USDT,1.0981,1.0992,1.0628,1.0884,67918.32953954,73320.736865954007
1646870400,2022-03-10 00:00:00,KLAY/USDT,1.1336,1.1356,1.0818,1.0992,87041.07296233,95613.471030027917
1646784000,2022-03-09 00:00:00,KLAY/USDT,1.1162,1.1498,1.1138,1.1334,39788.6458291,45276.002729521653
1646697600,2022-03-08 00:00:00,KLAY/USDT,1.1069,1.1252,1.1021,1.1162,181105.38028478,202167.61938294191
1646611200,2022-03-07 00:00:00,KLAY/USDT,1.1318,1.1416,1.0961,1.1053,101228.49736937,113341.181777557624
1646524800,2022-03-06 00:00:00,KLAY/USDT,1.1527,1.1572,1.1273,1.131,73613.22011897,84341.054580542825
1646438400,2022-03-05 00:00:00,KLAY/USDT,1.1346,1.1551,1.1295,1.1533,37803.85413793,43120.001770742952
1646352000,2022-03-04 00:00:00,KLAY/USDT,1.1731,1.1733,1.1274,1.1358,60072.13723951,69050.756229457363
1646265600,2022-03-03 00:00:00,KLAY/USDT,1.1921,1.1968,1.1634,1.1733,69006.05013334,81532.328070926343
1646179200,2022-03-02 00:00:00,KLAY/USDT,1.224,1.2258,1.18,1.1895,87800.62042227,105228.327498273494
1646092800,2022-03-01 00:00:00,KLAY/USDT,1.2393,1.257,1.206,1.2275,295682.47027345,364151.063310498089
1646006400,2022-02-28 00:00:00,KLAY/USDT,1.1664,1.24,1.1594,1.24,90136.81910222,107724.374918113732
1645920000,2022-02-27 00:00:00,KLAY/USDT,1.2084,1.225,1.1599,1.1661,61271.22459812,73165.646127403269
1645833600,2022-02-26 00:00:00,KLAY/USDT,1.2199,1.242,1.2044,1.2104,45412.01889638,55241.625021776362
1645747200,2022-02-25 00:00:00,KLAY/USDT,1.2065,1.232,1.1826,1.2204,80477.50444303,97057.330159516186
1645660800,2022-02-24 00:00:00,KLAY/USDT,1.217,1.233,1.1131,1.2083,245710.9223268,285063.614123151254
1645574400,2022-02-23 00:00:00,KLAY/USDT,1.2473,1.285,1.2109,1.2155,306768.32859245,387338.46422172764
1645488000,2022-02-22 00:00:00,KLAY/USDT,1.171,1.2504,1.1681,1.2475,101483.87495832,122947.27774451626
1645401600,2022-02-21 00:00:00,KLAY/USDT,1.2471,1.2956,1.1707,1.1707,217511.41168943,272021.632399407949
1645315200,2022-02-20 00:00:00,KLAY/USDT,1.2768,1.29,1.2351,1.2491,285653.43067917,362793.993291875857
1645228800,2022-02-19 00:00:00,KLAY/USDT,1.2551,1.3172,1.2459,1.2776,303391.97414958,389901.182396334012
1645142400,2022-02-18 00:00:00,KLAY/USDT,1.2212,1.2992,1.218,1.2577,201021.75933433,255004.857682598025
1645056000,2022-02-17 00:00:00,KLAY/USDT,1.2794,1.2997,1.21,1.2238,194202.01383211,244567.253757372631
1644969600,2022-02-16 00:00:00,KLAY/USDT,1.2847,1.3613,1.2462,1.275,256739.94175794,335539.812860434987
1644883200,2022-02-15 00:00:00,KLAY/USDT,1.2319,1.3089,1.2253,1.2848,118736.00349678,151121.641737357182
1644796800,2022-02-14 00:00:00,KLAY/USDT,1.1815,1.235,1.1682,1.2342,74366.96860967,89796.548495519316
1644710400,2022-02-13 00:00:00,KLAY/USDT,1.1811,1.2398,1.1784,1.1787,60662.68771749,73408.00425231099
1644624000,2022-02-12 00:00:00,KLAY/USDT,1.1532,1.196,1.145,1.1813,99449.12305471,116907.960284564419
1644537600,2022-02-11 00:00:00,KLAY/USDT,1.1721,1.2352,1.1446,1.1584,201831.34679506,245149.661881469313
1644451200,2022-02-10 00:00:00,KLAY/USDT,1.2307,1.2375,1.1687,1.1687,119365.83975318,144792.218739131961
1644364800,2022-02-09 00:00:00,KLAY/USDT,1.1985,1.2471,1.1685,1.2322,71811.97770884,87059.924077914295
1644278400,2022-02-08 00:00:00,KLAY/USDT,1.254,1.2858,1.1657,1.198,124319.74434872,150133.409251049335
1644192000,2022-02-07 00:00:00,KLAY/USDT,1.178,1.258,1.1599,1.2518,127657.36024003,155444.779953546703
1644105600,2022-02-06 00:00:00,KLAY/USDT,1.1718,1.1859,1.1478,1.1796,37123.38738451,43328.537906587295
1644019200,2022-02-05 00:00:00,KLAY/USDT,1.1888,1.2071,1.155,1.1734,82495.84076344,97613.010161902922
1643932800,2022-02-04 00:00:00,KLAY/USDT,1.1206,1.1938,1.112,1.1938,62432.78874761,72008.504881721023
