https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUT,Volume BTC
1663383600000,2022-09-17 03:00:00,BTC/EUT,19887,19890,19885,19885,649.0205495,0.0326387
1663380000000,2022-09-17 02:00:00,BTC/EUT,19996,19997,19875,19886,1898.6399120600001,0.09547621
1663376400000,2022-09-17 01:00:00,BTC/EUT,19943,20027,19943,19997,3466.94048091,0.17337303
1663372800000,2022-09-17 00:00:00,BTC/EUT,19775,20058,19775,19943,1986.35789968,0.09960176
1663369200000,2022-09-16 23:00:00,BTC/EUT,19738,19772,19717,19772,3693.6601112400003,0.18681267000000001
1663365600000,2022-09-16 22:00:00,BTC/EUT,19737,19752,19728,19738,1338.85577844,0.06783138
1663362000000,2022-09-16 21:00:00,BTC/EUT,19731,19782,19723,19737,3274.3994844599997,0.16590158
1663358400000,2022-09-16 20:00:00,BTC/EUT,19615,19732,19615,19731,1377.56968443,0.06981753
1663354800000,2022-09-16 19:00:00,BTC/EUT,19568,19624,19568,19616,2743.3644905600004,0.13985341
1663351200000,2022-09-16 18:00:00,BTC/EUT,19479,19573,19415,19568,4434.32033008,0.22661081
1663347600000,2022-09-16 17:00:00,BTC/EUT,19534,19535,19383,19479,74066.44957407001,3.80237433
1663344000000,2022-09-16 16:00:00,BTC/EUT,19645,19647,19467,19520,5136.513296,0.26314105
1663340400000,2022-09-16 15:00:00,BTC/EUT,19646,19703,19578,19640,7291.4071524,0.37125291
1663336800000,2022-09-16 14:00:00,BTC/EUT,19574,19769,19558,19646,5055.50675168,0.25733008
1663333200000,2022-09-16 13:00:00,BTC/EUT,19803,19846,19574,19574,4391.20884564,0.22433886
1663329600000,2022-09-16 12:00:00,BTC/EUT,19936,19939,19803,19804,1960.0870372,0.0989743
1663326000000,2022-09-16 11:00:00,BTC/EUT,19856,19949,19853,19935,2262.26367,0.113482
1663322400000,2022-09-16 10:00:00,BTC/EUT,19835,19881,19834,19856,1301.17638784,0.06553064
1663318800000,2022-09-16 09:00:00,BTC/EUT,19797,19834,19797,19834,1634.00167758,0.08238387
1663315200000,2022-09-16 08:00:00,BTC/EUT,19848,19849,19706,19797,2460.49409937,0.12428621000000001
1663311600000,2022-09-16 07:00:00,BTC/EUT,19811,19860,19808,19848,11493.26743248,0.57906426
1663308000000,2022-09-16 06:00:00,BTC/EUT,19813,19832,19810,19811,1336.2269881400002,0.06744874000000001
1663304400000,2022-09-16 05:00:00,BTC/EUT,19866,19887,19794,19813,1235.0463269499999,0.06233515
1663300800000,2022-09-16 04:00:00,BTC/EUT,19769,19866,19769,19866,1037.6428986,0.052232100000000004
1663297200000,2022-09-16 03:00:00,BTC/EUT,19775,19784,19747,19768,1598.8358400000002,0.08088000000000001
1663293600000,2022-09-16 02:00:00,BTC/EUT,19748,19784,19705,19769,1691.1163706500001,0.08554385
1663290000000,2022-09-16 01:00:00,BTC/EUT,19779,19789,19747,19747,1393.00985642,0.07054286
1663286400000,2022-09-16 00:00:00,BTC/EUT,19732,19763,19705,19763,52365.937304880004,2.64969576
1663282800000,2022-09-15 23:00:00,BTC/EUT,19772,19792,19684,19732,2647.1821749200003,0.13415681000000002
1663279200000,2022-09-15 22:00:00,BTC/EUT,19854,19855,19650,19746,2616.58076724,0.13251194
1663275600000,2022-09-15 21:00:00,BTC/EUT,19871,19908,19820,19854,1804.58982054,0.09089301
1663272000000,2022-09-15 20:00:00,BTC/EUT,19824,19866,19810,19859,2483.9454497200004,0.12507908
1663268400000,2022-09-15 19:00:00,BTC/EUT,19796,19844,19745,19825,2158.88758475,0.10889723
1663264800000,2022-09-15 18:00:00,BTC/EUT,19841,19874,19775,19795,2463.56791975,0.12445405
1663261200000,2022-09-15 17:00:00,BTC/EUT,19856,19920,19834,19842,3563.5964132999998,0.17959865
1663257600000,2022-09-15 16:00:00,BTC/EUT,19768,19890,19700,19852,4554.4990433600005,0.22942268000000002
1663254000000,2022-09-15 15:00:00,BTC/EUT,19755,19846,19646,19768,256280.16391824,12.96439518
1663250400000,2022-09-15 14:00:00,BTC/EUT,20146,20188,19687,19764,3601.835829,0.18224225
1663246800000,2022-09-15 13:00:00,BTC/EUT,20151,20151,20065,20144,6622.90826224,0.32877821
1663243200000,2022-09-15 12:00:00,BTC/EUT,20204,20209,20128,20151,2087.5891923,0.1035973
1663239600000,2022-09-15 11:00:00,BTC/EUT,20209,20234,20152,20204,1514.70741668,0.07497067
1663236000000,2022-09-15 10:00:00,BTC/EUT,20181,20235,20173,20206,1831.97416116,0.09066486
1663232400000,2022-09-15 09:00:00,BTC/EUT,20189,20213,20104,20181,1989.30474015,0.09857315
1663228800000,2022-09-15 08:00:00,BTC/EUT,20269,20291,20100,20193,6779.225461079999,0.33572156
1663225200000,2022-09-15 07:00:00,BTC/EUT,20183,20407,20183,20269,18552.1467854,0.9152966
1663221600000,2022-09-15 06:00:00,BTC/EUT,20236,20424,20089,20183,3545.30057008,0.17565776
1663218000000,2022-09-15 05:00:00,BTC/EUT,20123,20268,20123,20233,2527.62654402,0.12492594
1663214400000,2022-09-15 04:00:00,BTC/EUT,20086,20167,20076,20123,3556.0339327,0.1767149
1663210800000,2022-09-15 03:00:00,BTC/EUT,20161,20163,20032,20088,3109.90604256,0.15481412
1663207200000,2022-09-15 02:00:00,BTC/EUT,20243,20244,20091,20160,1482.9246432,0.07355777
1663203600000,2022-09-15 01:00:00,BTC/EUT,20224,20235,20057,20235,3036.0598047,0.15004002
1663200000000,2022-09-15 00:00:00,BTC/EUT,20283,20314,20210,20210,2172.4410077000002,0.10749337
1663196400000,2022-09-14 23:00:00,BTC/EUT,20377,20378,20281,20283,1581.5022222300001,0.07797181
1663192800000,2022-09-14 22:00:00,BTC/EUT,20264,20428,20249,20377,2633.4213912299997,0.12923499
1663189200000,2022-09-14 21:00:00,BTC/EUT,20000,20274,19915,20264,2857.76363032,0.14102663000000001
1663185600000,2022-09-14 20:00:00,BTC/EUT,20043,20043,19958,19990,2160.6383404,0.10808596
1663182000000,2022-09-14 19:00:00,BTC/EUT,19837,20047,19819,20043,3202.5597313499998,0.15978445
1663178400000,2022-09-14 18:00:00,BTC/EUT,20151,20151,19712,19837,3717.1306552700003,0.18738371
1663174800000,2022-09-14 17:00:00,BTC/EUT,20175,20246,20137,20151,2193.5350899,0.1088549
1663171200000,2022-09-14 16:00:00,BTC/EUT,20241,20241,20133,20175,4461.81402825,0.22115559
1663167600000,2022-09-14 15:00:00,BTC/EUT,20315,20346,20206,20241,34739.46940815,1.71629215
1663164000000,2022-09-14 14:00:00,BTC/EUT,20329,20346,20193,20315,3577.5775443,0.17610522
1663160400000,2022-09-14 13:00:00,BTC/EUT,20337,20392,20265,20325,3812.666751,0.18758508000000002
1663156800000,2022-09-14 12:00:00,BTC/EUT,20229,20337,20095,20337,4180.08691026,0.20554098
1663153200000,2022-09-14 11:00:00,BTC/EUT,20343,20351,20090,20228,3151.79568028,0.15581351
1663149600000,2022-09-14 10:00:00,BTC/EUT,20339,20363,20326,20344,2361.99170128,0.11610262
1663146000000,2022-09-14 09:00:00,BTC/EUT,20432,20432,20334,20339,1563.19757385,0.07685715
1663142400000,2022-09-14 08:00:00,BTC/EUT,20266,20436,20253,20432,2055.43529456,0.10059883
1663138800000,2022-09-14 07:00:00,BTC/EUT,20339,20372,20193,20265,2989.1681547000003,0.14750398
1663135200000,2022-09-14 06:00:00,BTC/EUT,20390,20390,20331,20342,2153.13418166,0.10584673
1663131600000,2022-09-14 05:00:00,BTC/EUT,20411,20414,20386,20391,51346.788350760005,2.51811036
1663128000000,2022-09-14 04:00:00,BTC/EUT,20354,20414,20328,20411,2912.2833225500003,0.14268205
1663124400000,2022-09-14 03:00:00,BTC/EUT,20487,20489,20334,20334,5264.4791068800005,0.25890032
1663120800000,2022-09-14 02:00:00,BTC/EUT,20354,20553,20354,20469,2566.14858564,0.12536756
1663117200000,2022-09-14 01:00:00,BTC/EUT,20245,20357,20245,20346,1750.00971462,0.08601247000000001
1663113600000,2022-09-14 00:00:00,BTC/EUT,20242,20271,20176,20244,2796.79828092,0.13815443
1663110000000,2022-09-13 23:00:00,BTC/EUT,20330,20350,20230,20241,9936.64573434,0.49091674
1663106400000,2022-09-13 22:00:00,BTC/EUT,20209,20360,20209,20330,6678.3086358,0.32849526
1663102800000,2022-09-13 21:00:00,BTC/EUT,20345,20345,19998,20204,3883.54782312,0.19221678
1663099200000,2022-09-13 20:00:00,BTC/EUT,20376,20454,20333,20345,8307.65268255,0.40833879
1663095600000,2022-09-13 19:00:00,BTC/EUT,20341,20399,20115,20376,7495.06586544,0.36783794000000003
1663092000000,2022-09-13 18:00:00,BTC/EUT,20803,20822,20331,20341,5575.6346927899995,0.27410819
1663088400000,2022-09-13 17:00:00,BTC/EUT,20817,20917,20800,20803,3229.2263906400003,0.15522888
1663084800000,2022-09-13 16:00:00,BTC/EUT,20864,20885,20749,20817,29905.81128108,1.43660524
1663081200000,2022-09-13 15:00:00,BTC/EUT,21003,21036,20808,20864,80738.62548736,3.86975774
1663077600000,2022-09-13 14:00:00,BTC/EUT,21220,21220,20882,21009,156496.60908336,7.44902704
1663074000000,2022-09-13 13:00:00,BTC/EUT,21372,21448,21221,21221,66820.53837509999,3.1487931
1663070400000,2022-09-13 12:00:00,BTC/EUT,22175,22416,21293,21372,89834.10391488,4.20335504
1663066800000,2022-09-13 11:00:00,BTC/EUT,22208,22326,22167,22175,2707.07366275,0.12207773
1663063200000,2022-09-13 10:00:00,BTC/EUT,22070,22238,22057,22191,2050.14926532,0.09238652
1663059600000,2022-09-13 09:00:00,BTC/EUT,21914,22113,21914,22070,1004.6566359,0.04552137
1663056000000,2022-09-13 08:00:00,BTC/EUT,22000,22025,21909,21913,4817.54478223,0.21984871
1663052400000,2022-09-13 07:00:00,BTC/EUT,22056,22134,22000,22000,2464.75218,0.11203419
1663048800000,2022-09-13 06:00:00,BTC/EUT,22137,22273,22017,22056,5517.1791518400005,0.25014414
1663045200000,2022-09-13 05:00:00,BTC/EUT,22026,22143,22026,22137,1924.7371055700003,0.08694661000000001
1663041600000,2022-09-13 04:00:00,BTC/EUT,21950,22093,21942,22016,1267.5128576,0.05757235
1663038000000,2022-09-13 03:00:00,BTC/EUT,21986,21994,21915,21950,1907.0315845,0.08688071
1663034400000,2022-09-13 02:00:00,BTC/EUT,21968,21981,21809,21981,2285.26807341,0.10396561
1663030800000,2022-09-13 01:00:00,BTC/EUT,21973,22004,21923,21968,1812.38152864,0.08250098
1663027200000,2022-09-13 00:00:00,BTC/EUT,22126,22144,21890,21973,2984.4372408900003,0.13582293
1663023600000,2022-09-12 23:00:00,BTC/EUT,22090,22141,22090,22125,1796.36658375,0.08119171
1663020000000,2022-09-12 22:00:00,BTC/EUT,22104,22138,22068,22090,3182.0651626999997,0.14405003
1663016400000,2022-09-12 21:00:00,BTC/EUT,22164,22165,22062,22104,2464.22841048,0.11148337
1663012800000,2022-09-12 20:00:00,BTC/EUT,22191,22221,22164,22164,2902.96292436,0.13097649
1663009200000,2022-09-12 19:00:00,BTC/EUT,22170,22223,22170,22193,976.24521384,0.04398888
1663005600000,2022-09-12 18:00:00,BTC/EUT,22083,22170,22047,22170,3160.7992917,0.14257101
1663002000000,2022-09-12 17:00:00,BTC/EUT,21970,22084,21880,22084,2753.26572328,0.12467242
1662998400000,2022-09-12 16:00:00,BTC/EUT,21870,22003,21793,21970,2102.9503846000002,0.09571918
1662994800000,2022-09-12 15:00:00,BTC/EUT,22080,22080,21790,21870,4970.3564088,0.22726824
1662991200000,2022-09-12 14:00:00,BTC/EUT,22157,22195,22064,22080,3242.3411328,0.14684516
1662987600000,2022-09-12 13:00:00,BTC/EUT,22091,22181,22033,22157,4693.55852202,0.21183186
1662984000000,2022-09-12 12:00:00,BTC/EUT,22047,22146,21919,22091,2943.8011525399997,0.13325794
1662980400000,2022-09-12 11:00:00,BTC/EUT,21890,22168,21844,22032,2244.4681392,0.10187310000000001
1662976800000,2022-09-12 10:00:00,BTC/EUT,21859,21928,21707,21891,2443.76851068,0.11163348000000001
1662973200000,2022-09-12 09:00:00,BTC/EUT,21861,21884,21821,21860,1865.5431114,0.08534049
1662969600000,2022-09-12 08:00:00,BTC/EUT,21853,21937,21818,21861,5612.7483531,0.2567471
1662966000000,2022-09-12 07:00:00,BTC/EUT,21564,21854,21514,21853,34334.88421558,1.57117486
1662962400000,2022-09-12 06:00:00,BTC/EUT,21613,21614,21525,21564,2211.48049392,0.10255428
1662958800000,2022-09-12 05:00:00,BTC/EUT,21585,21617,21516,21613,1942.4424394,0.0898738
1662955200000,2022-09-12 04:00:00,BTC/EUT,21492,21593,21492,21586,1338.0664922,0.0619877
1662951600000,2022-09-12 03:00:00,BTC/EUT,21616,21656,21459,21491,3200.72941868,0.14893348
1662948000000,2022-09-12 02:00:00,BTC/EUT,21890,21901,21533,21600,4195.827216000001,0.19425126
1662944400000,2022-09-12 01:00:00,BTC/EUT,21540,22133,21463,21878,4406.11587196,0.20139482
1662940800000,2022-09-12 00:00:00,BTC/EUT,21686,21707,21516,21525,2323.6504410000002,0.10795124
1662937200000,2022-09-11 23:00:00,BTC/EUT,21536,21661,21481,21661,2231.18242399,0.10300459000000001
1662933600000,2022-09-11 22:00:00,BTC/EUT,21350,21548,21350,21536,2614.73249312,0.12141217
1662930000000,2022-09-11 21:00:00,BTC/EUT,21436,21531,21328,21336,3072.9779942399996,0.14402784
1662926400000,2022-09-11 20:00:00,BTC/EUT,21453,21494,21276,21436,30242.85112656,1.41084396
1662922800000,2022-09-11 19:00:00,BTC/EUT,21399,21485,21390,21420,5441.779274400001,0.25405132
1662919200000,2022-09-11 18:00:00,BTC/EUT,21439,21504,21387,21406,20980.2068322,0.9801087
1662915600000,2022-09-11 17:00:00,BTC/EUT,21519,21630,21423,21459,19935.789965940003,0.9290176600000001
1662912000000,2022-09-11 16:00:00,BTC/EUT,21492,21543,21413,21534,1456.19863482,0.06762323
1662908400000,2022-09-11 15:00:00,BTC/EUT,21351,21584,21350,21510,3419.9792235,0.15899485
1662904800000,2022-09-11 14:00:00,BTC/EUT,21386,21402,21316,21350,14269.402735,0.6683561
1662901200000,2022-09-11 13:00:00,BTC/EUT,21452,21454,21342,21386,5442.914289939999,0.25450828999999997
1662897600000,2022-09-11 12:00:00,BTC/EUT,21435,21476,21378,21452,38279.892902520005,1.78444401
1662894000000,2022-09-11 11:00:00,BTC/EUT,21440,21531,21430,21430,36490.1200125,1.70275875
1662890400000,2022-09-11 10:00:00,BTC/EUT,21458,21500,21439,21439,2611.37439354,0.12180486
1662886800000,2022-09-11 09:00:00,BTC/EUT,21522,21522,21458,21458,3843.29345576,0.17910772
1662883200000,2022-09-11 08:00:00,BTC/EUT,21427,21525,21410,21522,14417.97498078,0.66991799
1662879600000,2022-09-11 07:00:00,BTC/EUT,21299,21433,21279,21432,1650.91939056,0.07703058
1662876000000,2022-09-11 06:00:00,BTC/EUT,21428,21442,21195,21299,2513.79275002,0.11802398
1662872400000,2022-09-11 05:00:00,BTC/EUT,21401,21430,21351,21428,747.17421768,0.03486906
1662868800000,2022-09-11 04:00:00,BTC/EUT,21379,21474,21379,21401,704.4374561,0.0329161
1662865200000,2022-09-11 03:00:00,BTC/EUT,21328,21371,21328,21371,598.88017413,0.02802303
1662861600000,2022-09-11 02:00:00,BTC/EUT,21471,21471,21278,21310,967.9813911,0.04542381
1662858000000,2022-09-11 01:00:00,BTC/EUT,21390,21471,21387,21417,2142.98737587,0.10006011000000001
1662854400000,2022-09-11 00:00:00,BTC/EUT,21498,21498,21374,21390,1064.3550633,0.04975947
1662850800000,2022-09-10 23:00:00,BTC/EUT,21600,21600,21498,21498,2207.2018098,0.1026701
1662847200000,2022-09-10 22:00:00,BTC/EUT,21399,21600,21399,21599,2971.15066436,0.13755964
1662843600000,2022-09-10 21:00:00,BTC/EUT,21261,21583,21261,21398,28254.42975628,1.32042386
1662840000000,2022-09-10 20:00:00,BTC/EUT,21397,21402,21193,21228,14714.637172199999,0.69317115
1662836400000,2022-09-10 19:00:00,BTC/EUT,21292,21445,21287,21388,3013.41991176,0.14089302
1662832800000,2022-09-10 18:00:00,BTC/EUT,21115,21294,21114,21292,1202.13162852,0.05645931
1662829200000,2022-09-10 17:00:00,BTC/EUT,21246,21248,21103,21103,1573.29343621,0.07455307
1662825600000,2022-09-10 16:00:00,BTC/EUT,21053,21247,21010,21247,2001.6607477,0.0942091
1662822000000,2022-09-10 15:00:00,BTC/EUT,21085,21098,21019,21053,1995.01722798,0.09476166
1662818400000,2022-09-10 14:00:00,BTC/EUT,21002,21099,20984,21086,20847.85956578,0.98870623
1662814800000,2022-09-10 13:00:00,BTC/EUT,21125,21135,21000,21000,3487.17348,0.16605588
1662811200000,2022-09-10 12:00:00,BTC/EUT,21124,21146,20999,21124,2419.40692144,0.11453356
1662807600000,2022-09-10 11:00:00,BTC/EUT,21152,21177,21124,21124,1094.96211752,0.05183498
1662804000000,2022-09-10 10:00:00,BTC/EUT,21145,21181,21080,21153,2096.7974709,0.0991253
1662800400000,2022-09-10 09:00:00,BTC/EUT,21167,21199,21138,21142,1439.00781948,0.06806394
1662796800000,2022-09-10 08:00:00,BTC/EUT,21121,21219,21121,21167,1640.24099016,0.07749048
1662793200000,2022-09-10 07:00:00,BTC/EUT,21352,21367,21101,21108,8235.660655919999,0.39016774
1662789600000,2022-09-10 06:00:00,BTC/EUT,21361,21401,21287,21334,96368.08682194,4.51711291
1662786000000,2022-09-10 05:00:00,BTC/EUT,21270,21467,21238,21353,84968.71065235,3.97923995
1662782400000,2022-09-10 04:00:00,BTC/EUT,21117,21247,21112,21247,6450.93998797,0.30361651
1662778800000,2022-09-10 03:00:00,BTC/EUT,21083,21162,21083,21118,107191.38406422,5.07583029
1662775200000,2022-09-10 02:00:00,BTC/EUT,21076,21090,20982,21089,113931.95087144,5.40243496
1662771600000,2022-09-10 01:00:00,BTC/EUT,21049,21120,21049,21074,140184.9824289,6.65203485
1662768000000,2022-09-10 00:00:00,BTC/EUT,21200,21200,20967,21066,138473.40007170002,6.57331245
1662764400000,2022-09-09 23:00:00,BTC/EUT,21169,21320,21058,21153,494787.07860978,23.39087026
1662760800000,2022-09-09 22:00:00,BTC/EUT,21083,21208,21054,21169,383747.77987707,18.12781803
1662757200000,2022-09-09 21:00:00,BTC/EUT,21210,21211,21020,21068,238965.14551511998,11.34256434
1662753600000,2022-09-09 20:00:00,BTC/EUT,21202,21251,21168,21209,2147.63436868,0.10126052
1662750000000,2022-09-09 19:00:00,BTC/EUT,21106,21211,21105,21201,1552.03934595,0.07320595
1662746400000,2022-09-09 18:00:00,BTC/EUT,21172,21172,21081,21106,2369.7373574,0.1122779
1662742800000,2022-09-09 17:00:00,BTC/EUT,21197,21323,21089,21166,6163.940084039999,0.29121894
1662739200000,2022-09-09 16:00:00,BTC/EUT,21205,21307,21102,21197,2137.53388398,0.10084134
1662735600000,2022-09-09 15:00:00,BTC/EUT,21034,21268,21034,21205,3211.7542546,0.15146212
1662732000000,2022-09-09 14:00:00,BTC/EUT,20910,21026,20910,21026,3026.71919276,0.14395126
1662728400000,2022-09-09 13:00:00,BTC/EUT,21040,21040,20842,20909,3260.99377625,0.15596125
1662724800000,2022-09-09 12:00:00,BTC/EUT,20874,21131,20874,21040,2322.060664,0.1103641
1662721200000,2022-09-09 11:00:00,BTC/EUT,20943,20965,20829,20874,4393.15832172,0.21046078
1662717600000,2022-09-09 10:00:00,BTC/EUT,20597,21006,20596,20943,2025.2019223800003,0.09670066000000001
1662714000000,2022-09-09 09:00:00,BTC/EUT,20591,20621,20496,20598,1073.96200572,0.05213914
1662710400000,2022-09-09 08:00:00,BTC/EUT,20456,20686,20456,20591,2154.65171186,0.10464046
1662706800000,2022-09-09 07:00:00,BTC/EUT,20573,20587,20450,20456,2355.9052464,0.1151694
1662703200000,2022-09-09 06:00:00,BTC/EUT,20434,20625,20431,20573,1878.85288395,0.09132615
1662699600000,2022-09-09 05:00:00,BTC/EUT,20247,20687,20246,20434,31838.30980508,1.55810462
1662696000000,2022-09-09 04:00:00,BTC/EUT,19831,20267,19831,20247,2466.09006669,0.12180027
1662692400000,2022-09-09 03:00:00,BTC/EUT,19293,19833,19293,19830,2570.8710582,0.12964554
1662688800000,2022-09-09 02:00:00,BTC/EUT,19290,19328,19290,19292,1405.9284220799998,0.07287624
1662685200000,2022-09-09 01:00:00,BTC/EUT,19301,19320,19288,19290,419.665524,0.0217556
1662681600000,2022-09-09 00:00:00,BTC/EUT,19334,19373,19290,19294,1224.73662146,0.06347759
1662678000000,2022-09-08 23:00:00,BTC/EUT,19319,19373,19319,19334,833.0618452800001,0.04308792
1662674400000,2022-09-08 22:00:00,BTC/EUT,19356,19363,19279,19318,624.2949765,0.03231675
1662670800000,2022-09-08 21:00:00,BTC/EUT,19406,19406,19324,19356,822.96079404,0.04251709
1662667200000,2022-09-08 20:00:00,BTC/EUT,19384,19472,19376,19406,4217.94242094,0.21735249
1662663600000,2022-09-08 19:00:00,BTC/EUT,19245,19353,19242,19353,1267.15625388,0.06547596
1662660000000,2022-09-08 18:00:00,BTC/EUT,19228,19258,19225,19244,1780.81839916,0.09253889
1662656400000,2022-09-08 17:00:00,BTC/EUT,19285,19296,19209,19233,3164.20046622,0.16451934000000001
1662652800000,2022-09-08 16:00:00,BTC/EUT,19385,19385,19248,19285,2785.9488986,0.14446196
1662649200000,2022-09-08 15:00:00,BTC/EUT,19408,19431,19361,19389,4263.1453232700005,0.21987443
1662645600000,2022-09-08 14:00:00,BTC/EUT,19322,19407,19200,19407,3862.3446548399997,0.19901812
1662642000000,2022-09-08 13:00:00,BTC/EUT,19159,19376,19150,19323,6128.322299099999,0.3171517
1662638400000,2022-09-08 12:00:00,BTC/EUT,19292,19333,19152,19159,4186.26774783,0.21850137
1662634800000,2022-09-08 11:00:00,BTC/EUT,19315,19386,19261,19285,1855.08914045,0.09619337
1662631200000,2022-09-08 10:00:00,BTC/EUT,19216,19344,19216,19317,1950.69981486,0.10098358
1662627600000,2022-09-08 09:00:00,BTC/EUT,19260,19268,19166,19199,3786.2693482,0.1972118
1662624000000,2022-09-08 08:00:00,BTC/EUT,19225,19261,19219,19261,1154.6936756300001,0.05994983
1662620400000,2022-09-08 07:00:00,BTC/EUT,19281,19282,19108,19225,1592.51191075,0.08283547
1662616800000,2022-09-08 06:00:00,BTC/EUT,19325,19338,19276,19282,1056.77295558,0.05480619
1662613200000,2022-09-08 05:00:00,BTC/EUT,19398,19399,19325,19325,982.90177275,0.05086167
1662609600000,2022-09-08 04:00:00,BTC/EUT,19280,19399,19278,19398,2457.0521315399997,0.12666523
1662606000000,2022-09-08 03:00:00,BTC/EUT,19284,19294,19237,19280,1082.9793864,0.05617113
1662602400000,2022-09-08 02:00:00,BTC/EUT,19242,19297,19242,19281,1240.2271878,0.0643238
1662598800000,2022-09-08 01:00:00,BTC/EUT,19360,19364,19231,19242,1173.64327686,0.06099383
