https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume BTC,tradecount
1647907200000,2022-03-22 00:00:00,ETC/BTC,0.00093600,0.00110300,0.00092700,0.00108200,584183.65000000,593.72577602,35639
1647820800000,2022-03-21 00:00:00,ETC/BTC,0.00092500,0.00097100,0.00088400,0.00093700,530867.59000000,498.53317891,23314
1647734400000,2022-03-20 00:00:00,ETC/BTC,0.00080600,0.00099000,0.00078500,0.00092400,767116.91000000,679.08384527,46388
1647648000000,2022-03-19 00:00:00,ETC/BTC,0.00067100,0.00081400,0.00067100,0.00080500,360278.67000000,269.38747582,21256
1647561600000,2022-03-18 00:00:00,ETC/BTC,0.00066400,0.00067700,0.00065700,0.00067200,40460.08000000,26.99177606,2464
1647475200000,2022-03-17 00:00:00,ETC/BTC,0.00066600,0.00066900,0.00065500,0.00066300,27820.47000000,18.45801924,2167
1647388800000,2022-03-16 00:00:00,ETC/BTC,0.00065800,0.00066900,0.00064100,0.00066500,72258.70000000,47.31056440,4853
1647302400000,2022-03-15 00:00:00,ETC/BTC,0.00065400,0.00066300,0.00065300,0.00065700,27448.98000000,18.05967964,1661
1647216000000,2022-03-14 00:00:00,ETC/BTC,0.00067100,0.00067300,0.00065300,0.00065300,28966.08000000,19.17924001,2242
1647129600000,2022-03-13 00:00:00,ETC/BTC,0.00067700,0.00068100,0.00066800,0.00067100,21662.58000000,14.59503290,1890
1647043200000,2022-03-12 00:00:00,ETC/BTC,0.00068400,0.00068900,0.00067300,0.00067600,36357.03000000,24.76198559,2355
1646956800000,2022-03-11 00:00:00,ETC/BTC,0.00067800,0.00068700,0.00067000,0.00068300,32936.95000000,22.33417392,2771
1646870400000,2022-03-10 00:00:00,ETC/BTC,0.00067000,0.00068900,0.00066800,0.00067600,48952.14000000,33.10276853,4252
1646784000000,2022-03-09 00:00:00,ETC/BTC,0.00069100,0.00069200,0.00065700,0.00067000,39909.54000000,26.69765558,4490
1646697600000,2022-03-08 00:00:00,ETC/BTC,0.00068800,0.00069600,0.00067600,0.00069000,24606.25000000,16.80040473,5986
1646611200000,2022-03-07 00:00:00,ETC/BTC,0.00069200,0.00070300,0.00067400,0.00068800,35272.71000000,24.33317701,5993
1646524800000,2022-03-06 00:00:00,ETC/BTC,0.00070700,0.00071200,0.00069000,0.00069100,25761.28000000,17.98727662,7452
1646438400000,2022-03-05 00:00:00,ETC/BTC,0.00070500,0.00071300,0.00068600,0.00070700,37735.68000000,26.49479101,6547
1646352000000,2022-03-04 00:00:00,ETC/BTC,0.00071300,0.00073100,0.00069200,0.00070600,69500.96000000,48.85071461,6071
1646265600000,2022-03-03 00:00:00,ETC/BTC,0.00067200,0.00072600,0.00066700,0.00071300,85897.92000000,60.38132501,10641
1646179200000,2022-03-02 00:00:00,ETC/BTC,0.00068200,0.00068900,0.00066600,0.00067200,37642.70000000,25.39860220,7644
1646092800000,2022-03-01 00:00:00,ETC/BTC,0.00070600,0.00072300,0.00068000,0.00068300,53341.88000000,37.11572908,6240
1646006400000,2022-02-28 00:00:00,ETC/BTC,0.00072600,0.00072800,0.00067900,0.00070600,50066.02000000,35.21899939,5745
1645920000000,2022-02-27 00:00:00,ETC/BTC,0.00073800,0.00073900,0.00071700,0.00072500,32852.54000000,23.90589626,6220
1645833600000,2022-02-26 00:00:00,ETC/BTC,0.00071300,0.00075400,0.00070400,0.00073900,63634.70000000,46.88848341,7250
1645747200000,2022-02-25 00:00:00,ETC/BTC,0.00069200,0.00072100,0.00067800,0.00071400,39044.94000000,27.04082064,6670
