https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume TUSD
1662076800,2022-09-02 00:00:00,ETH/TUSD,1583.13,1644.93,1550,1573.06,35.2759549,56282.703656198
1661990400,2022-09-01 00:00:00,ETH/TUSD,1565.3,1590,1513.34,1584.03,39.8097245,61959.222696451
1661904000,2022-08-31 00:00:00,ETH/TUSD,1525.29,1615.13,1525.29,1556.45,60.7778153,96551.726940159
1661817600,2022-08-30 00:00:00,ETH/TUSD,1545.65,1597.95,1476.66,1519.28,93.59816993,144384.9989944975
1661731200,2022-08-29 00:00:00,ETH/TUSD,1430,1561.54,1423.72,1552.1,82.3692454,122268.618444608
1661644800,2022-08-28 00:00:00,ETH/TUSD,1501.82,1503.41,1425.97,1425.97,18.2838906,26907.792783478
1661558400,2022-08-27 00:00:00,ETH/TUSD,1498.4,1520.44,1452.52,1493.45,71.0486269,105416.613197318
1661472000,2022-08-26 00:00:00,ETH/TUSD,1693.86,1701.88,1486.62,1507.03,186.1245511,302783.859892923
1661385600,2022-08-25 00:00:00,ETH/TUSD,1658.94,1717.93,1652.76,1696.92,27.604497,46923.718727673
1661299200,2022-08-24 00:00:00,ETH/TUSD,1661.54,1696.4,1608.77,1660.3,60.0157845,98685.488881014
1661212800,2022-08-23 00:00:00,ETH/TUSD,1622.63,1671.27,1555.88,1663.45,84.0804167,136387.623545365
1661126400,2022-08-22 00:00:00,ETH/TUSD,1616,1616,1532.13,1602.29,127.7702052,199912.76655115
1661040000,2022-08-21 00:00:00,ETH/TUSD,1591.01,1638.86,1565.03,1619.66,65.89788156,105384.4716271108
1660953600,2022-08-20 00:00:00,ETH/TUSD,1607.16,1653.04,1529.29,1572.44,88.4298267,140670.811245076
1660867200,2022-08-19 00:00:00,ETH/TUSD,1843.51,1843.51,1605.11,1605.11,217.34804119,372477.8785042541
1660780800,2022-08-18 00:00:00,ETH/TUSD,1832.82,1877.46,1826.91,1852.73,38.1909222,70671.709632068
1660694400,2022-08-17 00:00:00,ETH/TUSD,1886.85,1958.27,1820.06,1832.71,105.7758369,196687.974268573
1660608000,2022-08-16 00:00:00,ETH/TUSD,1892.48,1913.29,1859.69,1872.71,96.2462286,180218.081803331
1660521600,2022-08-15 00:00:00,ETH/TUSD,1933.48,2009.65,1882.23,1901.34,103.56259364,199097.2666054864
1660435200,2022-08-14 00:00:00,ETH/TUSD,1982.59,2019.6,1916.13,1930.78,137.32068683,269475.8191788214
1660348800,2022-08-13 00:00:00,ETH/TUSD,1951.36,2019.6,1951.36,1986.78,60.1138572,120112.440645262
1660262400,2022-08-12 00:00:00,ETH/TUSD,1866.75,1960,1859.01,1960,88.1265724,167067.135813859
1660176000,2022-08-11 00:00:00,ETH/TUSD,1856.25,1939.66,1855.23,1878.35,170.3975521,322399.575735763
1660089600,2022-08-10 00:00:00,ETH/TUSD,1696.95,1970,1666.97,1852.59,220.4884502,392364.329303321
1660003200,2022-08-09 00:00:00,ETH/TUSD,1779.75,1783.92,1673,1703.71,66.1712162,112766.241859941
1659916800,2022-08-08 00:00:00,ETH/TUSD,1698.59,1812.26,1693.62,1775.9,53.0633859,94045.957664168
1659830400,2022-08-07 00:00:00,ETH/TUSD,1689.13,1725.5,1677.08,1696.74,42.880342,72980.085526082
1659744000,2022-08-06 00:00:00,ETH/TUSD,1734.65,1742.28,1685.52,1685.52,50.6205828,86914.760330509
1659657600,2022-08-05 00:00:00,ETH/TUSD,1615.75,1741.73,1607.42,1741.73,117.66509667,198632.4389043727
1659571200,2022-08-04 00:00:00,ETH/TUSD,1619.74,1662.14,1587.98,1607.92,33.7012915,54637.956781877
1659484800,2022-08-03 00:00:00,ETH/TUSD,1631.69,1682.42,1596.95,1616.13,19.8375616,32664.225916862
1659398400,2022-08-02 00:00:00,ETH/TUSD,1640.11,1675.86,1564.22,1653.95,42.9214186,69147.305858223
1659312000,2022-08-01 00:00:00,ETH/TUSD,1686.01,1698.35,1608.68,1628.03,14.6935018,24284.791661695
1659225600,2022-07-31 00:00:00,ETH/TUSD,1689.5,1747.61,1669.85,1688.27,48.2999119,82379.696789998
1659139200,2022-07-30 00:00:00,ETH/TUSD,1718.06,1740.11,1675.28,1696.51,46.0457492,78934.882342918
1659052800,2022-07-29 00:00:00,ETH/TUSD,1723.01,1761.12,1660.6,1747.19,73.7291522,126295.564924558
1658966400,2022-07-28 00:00:00,ETH/TUSD,1629.85,1782.46,1607.29,1729.85,193.9999917,323865.279644638
1658880000,2022-07-27 00:00:00,ETH/TUSD,1453.37,1636.76,1421.96,1636.76,134.7791286,205101.893706049
1658793600,2022-07-26 00:00:00,ETH/TUSD,1443.05,1443.05,1363.89,1435.24,73.2945551,102467.850461716
1658707200,2022-07-25 00:00:00,ETH/TUSD,1597.55,1608.55,1440.21,1446.22,104.7426772,155840.015892692
1658620800,2022-07-24 00:00:00,ETH/TUSD,1555.05,1658.1,1551.06,1605.84,63.6571494,101395.856101273
1658534400,2022-07-23 00:00:00,ETH/TUSD,1528.69,1591.77,1492.08,1548.68,454.1964718,696653.714574727
1658448000,2022-07-22 00:00:00,ETH/TUSD,1573.57,1642.79,1522.87,1538.91,261.696156,413171.76353546
1658361600,2022-07-21 00:00:00,ETH/TUSD,1525.76,1599.95,1467.71,1572.63,448.0018994,682442.987004784
1658275200,2022-07-20 00:00:00,ETH/TUSD,1541.93,1616,1491.6,1523.73,255.54659744,397226.483789243
1658188800,2022-07-19 00:00:00,ETH/TUSD,1583.54,1626.19,1498,1563.37,136.64091048,211720.9853877721
1658102400,2022-07-18 00:00:00,ETH/TUSD,1349,1591.61,1342.5,1583.55,158.67538149,238767.7918219316
1658016000,2022-07-17 00:00:00,ETH/TUSD,1357.9,1462.74,1326.37,1346.28,193.3831331,262029.6291505034
1657929600,2022-07-16 00:00:00,ETH/TUSD,1231.08,1410,1137.96,1346.11,360.21609184,472595.1850748619
1657843200,2022-07-15 00:00:00,ETH/TUSD,1192.13,1287.14,1183.21,1229.88,71.80725724,87298.1350163075
1657756800,2022-07-14 00:00:00,ETH/TUSD,1114.12,1215.49,1074.17,1194.59,264.31370973,300105.1961470667
1657670400,2022-07-13 00:00:00,ETH/TUSD,1039.98,1116.77,1014.96,1116.77,177.70245806,188806.6335555595
1657584000,2022-07-12 00:00:00,ETH/TUSD,1096.6,1096.6,1033.21,1037.16,127.88501223,135292.7302944072
1657497600,2022-07-11 00:00:00,ETH/TUSD,1159.73,1159.73,1093.03,1098.64,40.5356324,46007.4305852264
1657411200,2022-07-10 00:00:00,ETH/TUSD,1218.23,1229.94,1156,1168.93,49.64059933,59109.654178181
1657324800,2022-07-09 00:00:00,ETH/TUSD,1213.68,1233.47,1209.45,1219.57,70.00990961,85561.992399858
1657238400,2022-07-08 00:00:00,ETH/TUSD,1239.38,1272.49,1192.15,1210.73,64.40191256,78901.9923790539
1657152000,2022-07-07 00:00:00,ETH/TUSD,1185.8,1250,1164.92,1240.15,47.4430716,57367.1518737289
1657065600,2022-07-06 00:00:00,ETH/TUSD,1135.42,1201,1113.72,1186.65,109.32640826,124706.9811848096
1656979200,2022-07-05 00:00:00,ETH/TUSD,1152.11,1173.06,1079.31,1129.88,221.30305046,249461.6414686637
1656892800,2022-07-04 00:00:00,ETH/TUSD,1073.61,1158.94,1043.14,1150.55,134.79994407,147545.7366070101
1656806400,2022-07-03 00:00:00,ETH/TUSD,1067.6,1083.47,1042.31,1074.62,62.48393376,66682.8243293286
1656720000,2022-07-02 00:00:00,ETH/TUSD,1062.62,1073.95,1026.9,1066.14,99.52486605,104433.1687494751
1656633600,2022-07-01 00:00:00,ETH/TUSD,1063.95,1112.14,1034.61,1053.3,577.49010423,617676.0663767333
1656547200,2022-06-30 00:00:00,ETH/TUSD,1099.66,1104.28,999.91,1069.43,602.93991066,628612.0017969187
1656460800,2022-06-29 00:00:00,ETH/TUSD,1141.34,1153.14,1087.47,1093.86,652.46380263,730794.5314095952
1656374400,2022-06-28 00:00:00,ETH/TUSD,1191.74,1234.23,1136.78,1143.04,417.3964192,496787.9886018701
1656288000,2022-06-27 00:00:00,ETH/TUSD,1199.57,1236.4,1173.47,1190.96,678.74488449,817634.6269293969
1656201600,2022-06-26 00:00:00,ETH/TUSD,1235.68,1278.01,1196.62,1196.67,344.96001936,427206.2236131949
1656115200,2022-06-25 00:00:00,ETH/TUSD,1222.41,1255.04,1183.39,1241.93,449.93093434,547738.2434314101
1656028800,2022-06-24 00:00:00,ETH/TUSD,1149.03,1242.65,1132.87,1225.65,668.25405183,799302.0143878786
1655942400,2022-06-23 00:00:00,ETH/TUSD,1049.56,1151.72,1049.12,1143.51,565.06824967,628084.6227399982
1655856000,2022-06-22 00:00:00,ETH/TUSD,1120.88,1123.65,1042.94,1050.03,402.59010368,435442.5283178302
1655769600,2022-06-21 00:00:00,ETH/TUSD,1124.33,1189.85,1109.4,1124.81,322.97189295,371402.0263656952
1655683200,2022-06-20 00:00:00,ETH/TUSD,1125.37,1164.37,1052.75,1133.35,492.73762675,546344.4190608072
1655596800,2022-06-19 00:00:00,ETH/TUSD,993.54,1157.01,936.27,1120.01,530.9139147,556836.6121429303
1655510400,2022-06-18 00:00:00,ETH/TUSD,1083.95,1094.52,880.67,996.5,917.42852637,888068.4302123664
1655424000,2022-06-17 00:00:00,ETH/TUSD,1067.57,1115.24,1050,1084.37,226.33537246,245003.3973637038
1655337600,2022-06-16 00:00:00,ETH/TUSD,1244,1253.91,1052.69,1065.16,246.35891471,278359.0086094089
1655251200,2022-06-15 00:00:00,ETH/TUSD,1204.47,1246.83,1013.61,1236.95,1074.78059368,1224162.0947615436
1655164800,2022-06-14 00:00:00,ETH/TUSD,1206.76,1264.84,1076.04,1213.02,403.35524527,474685.1123761147
1655078400,2022-06-13 00:00:00,ETH/TUSD,1433.02,1451.19,1166.36,1203.78,1341.22952644,1720704.6274594295
1654992000,2022-06-12 00:00:00,ETH/TUSD,1533.03,1538.6,1425.31,1433.02,525.62104177,781331.6868934454
1654905600,2022-06-11 00:00:00,ETH/TUSD,1667.91,1677.56,1500.19,1521.21,239.62465408,375529.7705623725
1654819200,2022-06-10 00:00:00,ETH/TUSD,1786.31,1802.27,1656.58,1657.5,280.80351861,486193.0768344272
1654732800,2022-06-09 00:00:00,ETH/TUSD,1784.15,1830,1777.9,1788.86,118.07017617,212352.8168577883
1654646400,2022-06-08 00:00:00,ETH/TUSD,1814.08,1835.59,1766.64,1792.44,200.28341388,360837.4874560619
1654560000,2022-06-07 00:00:00,ETH/TUSD,1854.09,1867.32,1726.88,1813.91,340.41625319,610034.6335290087
1654473600,2022-06-06 00:00:00,ETH/TUSD,1805.61,1914.36,1805.61,1855.97,91.18917894,170963.2745084202
1654387200,2022-06-05 00:00:00,ETH/TUSD,1805.4,1825.36,1772,1803.14,61.22554375,110174.3437465419
1654300800,2022-06-04 00:00:00,ETH/TUSD,1774.11,1811.22,1748.69,1795.88,39.92770843,70751.2071114243
1654214400,2022-06-03 00:00:00,ETH/TUSD,1830.54,1837.63,1738.16,1774.24,111.64745295,197332.2264511975
1654128000,2022-06-02 00:00:00,ETH/TUSD,1809.55,1849.2,1784.26,1833.54,84.15708325,153140.70583915
1654041600,2022-06-01 00:00:00,ETH/TUSD,1940.83,1966.1,1764.86,1824.31,131.20115967,244381.7872367498
1653955200,2022-05-31 00:00:00,ETH/TUSD,2003,2013.65,1926.8,1952.2,94.98961937,186008.0587576365
1653868800,2022-05-30 00:00:00,ETH/TUSD,1807.58,2007,1801.81,1998.96,144.29520393,275438.2821400155
1653782400,2022-05-29 00:00:00,ETH/TUSD,1793.96,1823.89,1760.5,1811.14,92.84974263,166470.7786636237
1653696000,2022-05-28 00:00:00,ETH/TUSD,1727.2,1806.98,1722.14,1790.05,123.66123741,219343.095803082
1653609600,2022-05-27 00:00:00,ETH/TUSD,1792.57,1817.77,1703.94,1723.51,288.01416589,507025.6762353697
1653523200,2022-05-26 00:00:00,ETH/TUSD,1944.51,1962.1,1740.33,1788.05,255.9515384,472963.7683251562
1653436800,2022-05-25 00:00:00,ETH/TUSD,1975.55,2019.6,1936.86,1940.79,124.60912868,246480.4008829305
1653350400,2022-05-24 00:00:00,ETH/TUSD,1973.38,1990.64,1913.8,1977.06,60.63106376,118988.8212376296
1653264000,2022-05-23 00:00:00,ETH/TUSD,2035.34,2085,1956.36,1971.45,97.26214923,197261.0792341039
1653177600,2022-05-22 00:00:00,ETH/TUSD,1970.56,2045.92,1966.36,2040.64,51.06690189,102681.0330211119
1653091200,2022-05-21 00:00:00,ETH/TUSD,1962.94,1983.55,1936.62,1973.59,21.6142038,42545.8244698165
1653004800,2022-05-20 00:00:00,ETH/TUSD,2018.09,2061.61,1922.21,1959.07,80.42374761,159469.330413156
1652918400,2022-05-19 00:00:00,ETH/TUSD,1907.01,2036.11,1900.97,2018.09,200.80167362,393558.4819793814
1652832000,2022-05-18 00:00:00,ETH/TUSD,2089.19,2104.11,1910.09,1910.09,169.99694231,337698.4814863262
1652745600,2022-05-17 00:00:00,ETH/TUSD,2018.91,2117.97,2009.91,2088.11,194.01936884,400876.8876084289
1652659200,2022-05-16 00:00:00,ETH/TUSD,2137.02,2137.02,1979.79,2017.78,143.98518354,292313.3170014856
1652572800,2022-05-15 00:00:00,ETH/TUSD,2049.92,2160.13,1999.47,2142.17,113.94641268,237196.5479033688
1652486400,2022-05-14 00:00:00,ETH/TUSD,2001.13,2065.56,1949.04,2054.42,141.71763874,284239.5518631587
1652400000,2022-05-13 00:00:00,ETH/TUSD,1961.25,2144.02,1942.21,2006.83,133.99123729,276475.8956800597
1652313600,2022-05-12 00:00:00,ETH/TUSD,2081.94,2184.2,1685.25,1958.37,369.07136102,703819.6234531074
1652227200,2022-05-11 00:00:00,ETH/TUSD,2342.4,2450.17,2000,2072.07,748.62904721,1709314.5938744849
1652140800,2022-05-10 00:00:00,ETH/TUSD,2231.86,2455.15,2201.73,2347.02,307.7132215,718735.4662977435
1652054400,2022-05-09 00:00:00,ETH/TUSD,2519.75,2526.48,2226.03,2226.03,568.73421352,1339956.3485126188
1651968000,2022-05-08 00:00:00,ETH/TUSD,2631.43,2632.77,2483.7,2518.86,280.47869077,711561.7323742569
1651881600,2022-05-07 00:00:00,ETH/TUSD,2690.81,2698.03,2590.8,2639.53,156.19619394,411834.2522698104
1651795200,2022-05-06 00:00:00,ETH/TUSD,2748.37,2749.15,2636.87,2693.55,250.2719776,673180.3532464762
1651708800,2022-05-05 00:00:00,ETH/TUSD,2950.89,2952.08,2693.4,2748.41,177.85504519,501863.2243392279
1651622400,2022-05-04 00:00:00,ETH/TUSD,2779.86,2963,2776.94,2940.99,134.78268311,385331.893371292
1651536000,2022-05-03 00:00:00,ETH/TUSD,2856.19,2856.19,2759.37,2785.4,99.78285074,279801.72878722
1651449600,2022-05-02 00:00:00,ETH/TUSD,2838.93,2878.1,2780.91,2852.76,159.87987275,451742.4126547468
1651363200,2022-05-01 00:00:00,ETH/TUSD,2728.96,2845.2,2727.26,2838.93,129.74428835,360962.2161986709
1651276800,2022-04-30 00:00:00,ETH/TUSD,2816.65,2840.77,2720.06,2727,160.80137923,451263.3446342835
1651190400,2022-04-29 00:00:00,ETH/TUSD,2941.39,2941.39,2776.75,2810.62,141.56377437,407557.8380750704
1651104000,2022-04-28 00:00:00,ETH/TUSD,2895.07,2976.7,2853.99,2933.76,151.01224076,440850.8522344395
1651017600,2022-04-27 00:00:00,ETH/TUSD,2807.13,2910.52,2796.2,2886.6,193.90757981,556558.5009955679
1650931200,2022-04-26 00:00:00,ETH/TUSD,3013.01,3034.35,2777.33,2804.48,264.5217343,770257.3087396258
1650844800,2022-04-25 00:00:00,ETH/TUSD,2915.7,3027.85,2800.99,3012.12,272.71442331,785803.6214972903
1650758400,2022-04-24 00:00:00,ETH/TUSD,2936.72,2969.93,2918.06,2924.85,85.65224246,251610.5644319004
1650672000,2022-04-23 00:00:00,ETH/TUSD,2971.48,2978.53,2919.92,2936.72,93.93677705,276813.6791447168
1650585600,2022-04-22 00:00:00,ETH/TUSD,2984.85,3031.77,2935.32,2955.19,101.76997766,303305.320140634
1650499200,2022-04-21 00:00:00,ETH/TUSD,3081.11,3176.06,2942.06,2985.06,137.28774747,419806.6880828938
1650412800,2022-04-20 00:00:00,ETH/TUSD,3100.54,3167.02,3039.59,3076.23,175.16241017,542477.6210041182
1650326400,2022-04-19 00:00:00,ETH/TUSD,3059.04,3130.17,3034.17,3104.01,122.64867022,377217.9430468844
1650240000,2022-04-18 00:00:00,ETH/TUSD,2981.85,3067.02,2892.29,3057.36,260.11555326,773148.9429181587
1650153600,2022-04-17 00:00:00,ETH/TUSD,3056.63,3083.85,2988,2988,120.21991143,365087.0528089856
1650067200,2022-04-16 00:00:00,ETH/TUSD,3043.16,3084.21,3017.4,3060.9,56.06204958,170791.320824664
1649980800,2022-04-15 00:00:00,ETH/TUSD,3021.49,3045.67,2997.9,3042.84,200.85922938,609196.6243869202
1649894400,2022-04-14 00:00:00,ETH/TUSD,3112.67,3140.75,2986.9,3018.11,119.3333424,363121.8321002078
1649808000,2022-04-13 00:00:00,ETH/TUSD,3037.17,3128.16,3007.22,3117.51,110.41050675,339798.086557883
1649721600,2022-04-12 00:00:00,ETH/TUSD,2984.12,3084.21,2958.5,3027.18,150.27232153,455333.9222630842
1649635200,2022-04-11 00:00:00,ETH/TUSD,3199.26,3212.97,2953.95,2979.67,138.2978176,423558.1285550956
1649548800,2022-04-10 00:00:00,ETH/TUSD,3255.02,3308.21,3194.65,3194.65,59.19528473,193333.607003305
1649462400,2022-04-09 00:00:00,ETH/TUSD,3195.09,3267.67,3192.34,3258.92,38.68604622,124850.1855714664
1649376000,2022-04-08 00:00:00,ETH/TUSD,3227.93,3308.64,3177.58,3194.06,99.83193165,324441.2074906306
1649289600,2022-04-07 00:00:00,ETH/TUSD,3172.54,3269.86,3142.71,3230,51.52339599,165265.3540373143
1649203200,2022-04-06 00:00:00,ETH/TUSD,3405.25,3405.25,3162.64,3164.34,174.1779503,568588.8169982507
1649116800,2022-04-05 00:00:00,ETH/TUSD,3515.31,3553.29,3401.79,3407.14,80.17190783,278552.023004764
1649030400,2022-04-04 00:00:00,ETH/TUSD,3509.61,3546.39,3411.92,3520.08,182.11133534,636727.9581958743
1648944000,2022-04-03 00:00:00,ETH/TUSD,3444.96,3577.85,3414.26,3524.27,67.1494345,234969.0324889282
1648857600,2022-04-02 00:00:00,ETH/TUSD,3444.62,3532.29,3437.75,3444.96,84.00887484,292078.591442589
1648771200,2022-04-01 00:00:00,ETH/TUSD,3274.31,3475.9,3216.18,3453.28,108.58315129,363906.9425364222
1648684800,2022-03-31 00:00:00,ETH/TUSD,3381.23,3447.72,3262.45,3269.73,145.08648285,488212.5383596368
1648598400,2022-03-30 00:00:00,ETH/TUSD,3396.04,3447.87,3334.95,3391.88,79.21331911,268429.7191217773
1648512000,2022-03-29 00:00:00,ETH/TUSD,3339.8,3478.41,3334.85,3404.78,123.67028472,421197.8829135619
1648425600,2022-03-28 00:00:00,ETH/TUSD,3281.57,3428.22,3278.31,3334.12,77.01201101,258483.6335123868
1648339200,2022-03-27 00:00:00,ETH/TUSD,3143.12,3298.63,3131.41,3298.63,75.23213656,241846.1311977292
1648252800,2022-03-26 00:00:00,ETH/TUSD,3108.26,3150,3090.19,3145.14,40.11672011,125105.7955681814
1648166400,2022-03-25 00:00:00,ETH/TUSD,3105.68,3189.89,3082.95,3106.08,131.69752442,411987.6476354369
1648080000,2022-03-24 00:00:00,ETH/TUSD,3036.42,3130.46,3006.92,3108.78,147.04163002,450443.6845181703
1647993600,2022-03-23 00:00:00,ETH/TUSD,2974.96,3041.47,2929.37,3038.77,88.98651987,264623.9646382435
1647907200,2022-03-22 00:00:00,ETH/TUSD,2889.42,3049.76,2889.42,2973.03,176.86949973,529512.5855646723
1647820800,2022-03-21 00:00:00,ETH/TUSD,2861.56,2959.27,2630.8,2898.38,173.49080749,501018.3152350376
1647734400,2022-03-20 00:00:00,ETH/TUSD,2954.65,2963.05,2821.29,2862.9,143.91097741,414897.8043107353
1647648000,2022-03-19 00:00:00,ETH/TUSD,2947.68,2985.07,2900,2954.35,109.48609342,322901.5353535664
1647561600,2022-03-18 00:00:00,ETH/TUSD,2801.02,2985,2773.07,2941.96,126.21324565,360875.9714452126
1647475200,2022-03-17 00:00:00,ETH/TUSD,2781.25,2835.97,2748.9,2817.39,86.99494259,242831.8593593449
1647388800,2022-03-16 00:00:00,ETH/TUSD,2618.69,2786.31,2605.2,2773.82,191.20787539,513190.9052612382
1647302400,2022-03-15 00:00:00,ETH/TUSD,2588.54,2671.33,2515,2620.95,152.5902856,395332.6885398991
1647216000,2022-03-14 00:00:00,ETH/TUSD,2510.28,2609.11,2498.36,2590.09,146.42643657,375737.1194940856
1647129600,2022-03-13 00:00:00,ETH/TUSD,2562.06,2603.99,2503.47,2514.68,128.66275707,329348.4906409389
1647043200,2022-03-12 00:00:00,ETH/TUSD,2554.7,2607.98,2554.7,2566.01,86.1789864,222919.3083013746
1646956800,2022-03-11 00:00:00,ETH/TUSD,2602.27,2676.93,2524.81,2559.87,129.33846733,334451.0598903805
1646870400,2022-03-10 00:00:00,ETH/TUSD,2723.38,2726.64,2554.7,2609.93,248.97142333,658941.8621000516
1646784000,2022-03-09 00:00:00,ETH/TUSD,2577.65,2768.66,2571.24,2733.62,163.22737747,442500.3649398138
1646697600,2022-03-08 00:00:00,ETH/TUSD,2480.7,2621.02,2480.7,2575.53,164.68765988,422918.7686445869
1646611200,2022-03-07 00:00:00,ETH/TUSD,2551.57,2647.53,2455.85,2497.19,127.74334581,323435.4963439062
1646524800,2022-03-06 00:00:00,ETH/TUSD,2667.05,2675.19,2535.57,2553.7,59.16616255,154666.3679311239
1646438400,2022-03-05 00:00:00,ETH/TUSD,2613.56,2682.9,2594.05,2667.05,20.0633264,53243.1813812285
1646352000,2022-03-04 00:00:00,ETH/TUSD,2817.5,2817.5,2575.77,2623.7,151.65673371,409224.0776012748
1646265600,2022-03-03 00:00:00,ETH/TUSD,2960.45,2964.89,2788.06,2835.15,94.94618396,272493.9035425165
1646179200,2022-03-02 00:00:00,ETH/TUSD,2977.19,3038.87,2915.16,2949.14,166.55034504,496259.814508316
1646092800,2022-03-01 00:00:00,ETH/TUSD,2924,3035.92,2857.69,2978.23,198.11948761,580498.5346219936
1646006400,2022-02-28 00:00:00,ETH/TUSD,2612.64,2945.56,2573.48,2922.21,213.31672575,591394.6964715154
1645920000,2022-02-27 00:00:00,ETH/TUSD,2779.19,2839.36,2560.58,2615.27,252.0643506,677074.1200528085
1645833600,2022-02-26 00:00:00,ETH/TUSD,2772.47,2873.2,2730.46,2780.86,129.91662201,362662.6771342539
1645747200,2022-02-25 00:00:00,ETH/TUSD,2605.2,2832.04,2571.67,2770.06,125.62698282,339389.1340936995
1645660800,2022-02-24 00:00:00,ETH/TUSD,2569.48,2734.2,2296.46,2597.03,395.55512625,976326.0913883955
1645574400,2022-02-23 00:00:00,ETH/TUSD,2632.65,2751.74,2579.25,2592.78,154.34593144,412350.5454108029
1645488000,2022-02-22 00:00:00,ETH/TUSD,2567.73,2659.54,2504.74,2635.71,172.34789637,446965.4679946631
1645401600,2022-02-21 00:00:00,ETH/TUSD,2611.52,2750.96,2560.66,2569.9,423.23837979,1122367.9513986285
1645315200,2022-02-20 00:00:00,ETH/TUSD,2735.9,2742.74,2555.61,2630.8,936.09050686,2480024.3327384514
1645228800,2022-02-19 00:00:00,ETH/TUSD,2773.41,2830.76,2702.89,2754.37,494.91918007,1367724.4237600293
1645142400,2022-02-18 00:00:00,ETH/TUSD,2886.79,2944.44,2755.85,2787,1455.13509191,4156336.2765680145
1645056000,2022-02-17 00:00:00,ETH/TUSD,3125.81,3161.29,2853.48,2892.31,1162.06710509,3503974.2866847173
1644969600,2022-02-16 00:00:00,ETH/TUSD,3180.45,3187.96,3046.87,3119.09,816.36270713,2541722.3121146699
1644883200,2022-02-15 00:00:00,ETH/TUSD,2933.97,3193.88,2914.46,3184.82,1059.66500061,3256018.1520753885
1644796800,2022-02-14 00:00:00,ETH/TUSD,2881.73,2964.12,2834.03,2930.14,953.53550713,2766857.8296722285
1644710400,2022-02-13 00:00:00,ETH/TUSD,2918.72,2953.62,2840.44,2869.97,670.38751655,1947552.7443753475
1644624000,2022-02-12 00:00:00,ETH/TUSD,2921.67,2987.78,2861.13,2919.6,573.21659656,1669076.8044910897
1644537600,2022-02-11 00:00:00,ETH/TUSD,3053.51,3137.9,2882.71,2920.74,600.26275259,1785519.2410080762
1644451200,2022-02-10 00:00:00,ETH/TUSD,3243.74,3281.39,3066.89,3072.99,80.25086826,255521.5583117859
1644364800,2022-02-09 00:00:00,ETH/TUSD,3121.35,3270,3065.29,3243.58,93.80451376,297843.9529263656
1644278400,2022-02-08 00:00:00,ETH/TUSD,3136.27,3231.11,3035.56,3120.89,118.15742057,365531.947970249
1644192000,2022-02-07 00:00:00,ETH/TUSD,3053.51,3190.28,3000.56,3143.9,149.69416107,462006.3516333261
1644105600,2022-02-06 00:00:00,ETH/TUSD,3016.08,3073.05,2957.19,3057.47,36.66041943,110041.7795402133
1644019200,2022-02-05 00:00:00,ETH/TUSD,2999.65,3059.64,2963.94,3016.52,106.33082321,319941.0810174696
1643932800,2022-02-04 00:00:00,ETH/TUSD,2683.43,3000.61,2677.65,3000.61,255.69547342,742686.6500217347
1643846400,2022-02-03 00:00:00,ETH/TUSD,2686.05,2718.88,2579.09,2695.03,37.33292303,98404.5529274418
1643760000,2022-02-02 00:00:00,ETH/TUSD,2785.57,2807.73,2620.14,2672.68,41.49519001,113213.5299968901
1643673600,2022-02-01 00:00:00,ETH/TUSD,2678.06,2816.95,2678.06,2790.48,187.86232264,520499.2727898126
