https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IMX,Volume EUR
1656201600,2022-06-26 00:00:00,IMX/EUR,0.83,0.85,0.78,0.79,1265.36,999.6343999999999
1656115200,2022-06-25 00:00:00,IMX/EUR,0.82,0.85,0.82,0.82,3208.25,2630.765
1656028800,2022-06-24 00:00:00,IMX/EUR,0.80,0.83,0.80,0.83,2379.16,1974.7027999999998
1655942400,2022-06-23 00:00:00,IMX/EUR,0.78,0.80,0.75,0.80,2117.17,1693.736
1655856000,2022-06-22 00:00:00,IMX/EUR,0.74,0.77,0.72,0.74,3456.19,2557.5806000000002
1655769600,2022-06-21 00:00:00,IMX/EUR,0.75,0.81,0.75,0.76,3666.12,2786.2512
1655683200,2022-06-20 00:00:00,IMX/EUR,0.70,0.77,0.70,0.76,2161.55,1642.7780000000002
1655596800,2022-06-19 00:00:00,IMX/EUR,0.68,0.74,0.68,0.74,1734.36,1283.4263999999998
1655510400,2022-06-18 00:00:00,IMX/EUR,0.70,0.70,0.63,0.69,3239.19,2235.0411
1655424000,2022-06-17 00:00:00,IMX/EUR,0.65,0.76,0.65,0.73,3481.32,2541.3636
1655337600,2022-06-16 00:00:00,IMX/EUR,0.72,0.72,0.67,0.67,1092.07,731.6869
1655251200,2022-06-15 00:00:00,IMX/EUR,0.70,0.72,0.61,0.72,2803.16,2018.2751999999998
1655164800,2022-06-14 00:00:00,IMX/EUR,0.61,0.70,0.61,0.67,18091.90,12121.573000000002
1655078400,2022-06-13 00:00:00,IMX/EUR,0.69,0.71,0.62,0.66,11535.34,7613.3244
1654992000,2022-06-12 00:00:00,IMX/EUR,0.72,0.77,0.70,0.77,1203.06,926.3562
1654905600,2022-06-11 00:00:00,IMX/EUR,0.84,0.84,0.75,0.79,5689.75,4494.9025
1654819200,2022-06-10 00:00:00,IMX/EUR,0.92,0.92,0.86,0.87,4814.27,4188.414900000001
1654732800,2022-06-09 00:00:00,IMX/EUR,0.92,0.93,0.92,0.93,233.86,217.48980000000003
1654646400,2022-06-08 00:00:00,IMX/EUR,0.92,0.92,0.92,0.92,52.90,48.668
1654560000,2022-06-07 00:00:00,IMX/EUR,0.91,0.95,0.91,0.95,5773.70,5485.014999999999
1654473600,2022-06-06 00:00:00,IMX/EUR,0.94,0.97,0.94,0.96,2842.12,2728.4352
1654387200,2022-06-05 00:00:00,IMX/EUR,0.94,0.94,0.92,0.92,1222.80,1124.976
1654300800,2022-06-04 00:00:00,IMX/EUR,0.91,0.91,0.88,0.89,124.50,110.805
1654214400,2022-06-03 00:00:00,IMX/EUR,0.88,0.88,0.86,0.86,1215.63,1045.4418
1654128000,2022-06-02 00:00:00,IMX/EUR,0.88,0.91,0.87,0.91,1272.61,1158.0751
1654041600,2022-06-01 00:00:00,IMX/EUR,0.99,1.02,0.90,0.90,5701.77,5131.593000000001
1653955200,2022-05-31 00:00:00,IMX/EUR,1.05,1.05,1.01,1.01,548.26,553.7426
1653868800,2022-05-30 00:00:00,IMX/EUR,0.98,1.08,0.95,1.07,14095.76,15082.463200000002
1653782400,2022-05-29 00:00:00,IMX/EUR,0.85,0.95,0.85,0.95,1239.01,1177.0594999999998
1653696000,2022-05-28 00:00:00,IMX/EUR,0.82,0.84,0.81,0.84,12109.75,10172.19
1653609600,2022-05-27 00:00:00,IMX/EUR,0.78,0.84,0.78,0.82,11578.81,9494.624199999998
1653523200,2022-05-26 00:00:00,IMX/EUR,0.85,0.85,0.74,0.77,9503.63,7317.795099999999
1653436800,2022-05-25 00:00:00,IMX/EUR,0.89,0.90,0.88,0.88,1111.54,978.1551999999999
1653350400,2022-05-24 00:00:00,IMX/EUR,0.91,0.93,0.85,0.91,6189.90,5632.809
1653264000,2022-05-23 00:00:00,IMX/EUR,0.93,0.97,0.90,0.90,4692.32,4223.088
1653177600,2022-05-22 00:00:00,IMX/EUR,0.94,0.99,0.89,0.93,11377.06,10580.6658
1653091200,2022-05-21 00:00:00,IMX/EUR,0.82,0.92,0.82,0.90,17971.60,16174.439999999999
1653004800,2022-05-20 00:00:00,IMX/EUR,0.83,0.86,0.78,0.82,596.26,488.93319999999994
1652918400,2022-05-19 00:00:00,IMX/EUR,0.76,0.84,0.76,0.84,3076.44,2584.2096
1652832000,2022-05-18 00:00:00,IMX/EUR,0.85,0.86,0.76,0.78,7265.76,5667.2928
1652745600,2022-05-17 00:00:00,IMX/EUR,0.87,0.87,0.84,0.84,1118.95,939.918
1652659200,2022-05-16 00:00:00,IMX/EUR,0.80,0.86,0.80,0.86,7755.08,6669.3688
1652572800,2022-05-15 00:00:00,IMX/EUR,0.83,0.85,0.78,0.83,6545.90,5433.097
1652486400,2022-05-14 00:00:00,IMX/EUR,0.82,0.83,0.72,0.83,6021.84,4998.1272
1652400000,2022-05-13 00:00:00,IMX/EUR,0.76,0.93,0.76,0.78,14537.26,11339.0628
1652313600,2022-05-12 00:00:00,IMX/EUR,0.70,1.04,0.70,0.73,14989.29,10942.181700000001
1652227200,2022-05-11 00:00:00,IMX/EUR,1.10,1.11,0.69,0.81,162758.72,131834.5632
1652140800,2022-05-10 00:00:00,IMX/EUR,1.17,1.26,1.08,1.13,1618.08,1828.4303999999997
1652054400,2022-05-09 00:00:00,IMX/EUR,1.27,1.27,1.11,1.13,23475.08,26526.8404
1651968000,2022-05-08 00:00:00,IMX/EUR,1.30,1.38,1.28,1.31,2693.51,3528.4981000000002
1651881600,2022-05-07 00:00:00,IMX/EUR,1.35,1.41,1.35,1.35,9317.37,12578.449500000002
1651795200,2022-05-06 00:00:00,IMX/EUR,1.46,1.48,1.38,1.44,23923.65,34450.056000000004
1651708800,2022-05-05 00:00:00,IMX/EUR,1.68,1.74,1.43,1.51,6905.49,10427.2899
1651622400,2022-05-04 00:00:00,IMX/EUR,1.53,1.73,1.53,1.68,8900.52,14952.8736
1651536000,2022-05-03 00:00:00,IMX/EUR,1.49,1.53,1.45,1.51,1401.59,2116.4009
1651449600,2022-05-02 00:00:00,IMX/EUR,1.48,1.51,1.38,1.43,5828.11,8334.1973
1651363200,2022-05-01 00:00:00,IMX/EUR,1.29,1.48,1.25,1.42,8607.08,12222.0536
1651276800,2022-04-30 00:00:00,IMX/EUR,1.51,1.51,1.24,1.28,8602.39,11011.0592
1651190400,2022-04-29 00:00:00,IMX/EUR,1.54,1.55,1.47,1.47,3354.68,4931.379599999999
1651104000,2022-04-28 00:00:00,IMX/EUR,1.62,1.66,1.59,1.65,14581.66,24059.738999999998
1651017600,2022-04-27 00:00:00,IMX/EUR,1.59,1.61,1.57,1.61,1525.37,2455.8457
1650931200,2022-04-26 00:00:00,IMX/EUR,1.68,1.68,1.55,1.58,3520.84,5562.9272
1650844800,2022-04-25 00:00:00,IMX/EUR,1.53,1.68,1.50,1.68,3547.29,5959.4472
1650758400,2022-04-24 00:00:00,IMX/EUR,1.66,1.66,1.60,1.60,3546.04,5673.664000000001
1650672000,2022-04-23 00:00:00,IMX/EUR,1.63,1.73,1.63,1.69,2909.59,4917.2071000000005
1650585600,2022-04-22 00:00:00,IMX/EUR,1.78,1.78,1.66,1.71,9810.83,16776.5193
1650499200,2022-04-21 00:00:00,IMX/EUR,1.92,1.94,1.72,1.72,24960.43,42931.9396
1650412800,2022-04-20 00:00:00,IMX/EUR,1.90,1.94,1.76,1.82,16436.52,29914.4664
1650326400,2022-04-19 00:00:00,IMX/EUR,1.68,1.79,1.66,1.79,12043.03,21557.0237
1650240000,2022-04-18 00:00:00,IMX/EUR,1.59,1.63,1.50,1.61,11779.10,18964.351000000002
1650153600,2022-04-17 00:00:00,IMX/EUR,1.71,1.72,1.59,1.59,13319.96,21178.736399999998
1650067200,2022-04-16 00:00:00,IMX/EUR,1.65,1.69,1.65,1.69,119.02,201.1438
1649980800,2022-04-15 00:00:00,IMX/EUR,1.62,1.65,1.62,1.65,1232.39,2033.4435
1649894400,2022-04-14 00:00:00,IMX/EUR,1.72,1.76,1.65,1.66,2017.99,3349.8633999999997
1649808000,2022-04-13 00:00:00,IMX/EUR,1.71,1.72,1.62,1.70,8838.53,15025.501
1649721600,2022-04-12 00:00:00,IMX/EUR,1.61,1.71,1.61,1.66,6341.46,10526.8236
1649635200,2022-04-11 00:00:00,IMX/EUR,1.88,1.88,1.59,1.62,13530.23,21918.9726
1649548800,2022-04-10 00:00:00,IMX/EUR,2.00,2.00,1.89,1.89,3410.17,6445.2213
1649462400,2022-04-09 00:00:00,IMX/EUR,2.01,2.11,1.91,1.95,16732.11,32627.6145
1649376000,2022-04-08 00:00:00,IMX/EUR,2.00,2.00,1.86,1.87,15765.56,29481.5972
1649289600,2022-04-07 00:00:00,IMX/EUR,1.88,1.98,1.83,1.94,16092.74,31219.9156
1649203200,2022-04-06 00:00:00,IMX/EUR,2.10,2.13,1.86,1.86,42572.58,79184.9988
1649116800,2022-04-05 00:00:00,IMX/EUR,2.29,2.31,2.14,2.14,16457.15,35218.30100000001
1649030400,2022-04-04 00:00:00,IMX/EUR,2.32,2.33,2.13,2.29,22705.55,51995.7095
1648944000,2022-04-03 00:00:00,IMX/EUR,2.20,2.41,2.14,2.37,48230.49,114306.2613
1648857600,2022-04-02 00:00:00,IMX/EUR,2.23,2.50,2.18,2.18,82086.82,178949.26760000002
1648771200,2022-04-01 00:00:00,IMX/EUR,2.18,2.31,2.01,2.25,65305.64,146937.69
1648684800,2022-03-31 00:00:00,IMX/EUR,2.37,2.53,2.09,2.12,43107.92,91388.7904
1648598400,2022-03-30 00:00:00,IMX/EUR,2.42,2.42,2.27,2.38,31245.24,74363.6712
1648512000,2022-03-29 00:00:00,IMX/EUR,2.43,2.46,2.27,2.43,69453.47,168771.9321
