https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAO,Volume USDT
1663167600,2022-09-14 15:00:00,DAO/USDT,1.71402,1.717,1.71317,1.71472,1767.0911,3029.000058626
1663164000,2022-09-14 14:00:00,DAO/USDT,1.71388,1.71732,1.71317,1.71373,2700.9102,4629.859460257
1663160400,2022-09-14 13:00:00,DAO/USDT,1.71496,1.71739,1.71388,1.71388,3872.46768129,6640.8071865216715
1663156800,2022-09-14 12:00:00,DAO/USDT,1.71244,1.745,1.71243,1.71496,8220.81808022,14156.9067503929366
1663153200,2022-09-14 11:00:00,DAO/USDT,1.70008,1.735,1.7,1.71217,21363.09976198,36698.363438137243
1663149600,2022-09-14 10:00:00,DAO/USDT,1.70001,1.70292,1.7,1.70008,648.3255978,1102.8415058446808
1663146000,2022-09-14 09:00:00,DAO/USDT,1.7,1.70335,1.7,1.70001,271.5941,461.936515335
1663142400,2022-09-14 08:00:00,DAO/USDT,1.70203,1.7024,1.7,1.7024,682.27246238,1160.4089389971484
1663138800,2022-09-14 07:00:00,DAO/USDT,1.70373,1.70506,1.7,1.7,746.43,1269.792303329
1663135200,2022-09-14 06:00:00,DAO/USDT,1.70139,1.7139,1.70033,1.70373,2642.77788799,4503.774979762061
1663131600,2022-09-14 05:00:00,DAO/USDT,1.70412,1.72428,1.70187,1.70187,3766.00573215,6444.6414523989938
1663128000,2022-09-14 04:00:00,DAO/USDT,1.70001,1.70974,1.7,1.70745,2328.56514714,3965.9262319881786
1663124400,2022-09-14 03:00:00,DAO/USDT,1.70167,1.70392,1.7,1.70001,819.37190335,1393.5272216228646
1663120800,2022-09-14 02:00:00,DAO/USDT,1.70232,1.70592,1.70106,1.70167,1188.73710674,2024.1749914111009
1663117200,2022-09-14 01:00:00,DAO/USDT,1.70286,1.70444,1.70015,1.70232,763.18245851,1298.864899954874
1663113600,2022-09-14 00:00:00,DAO/USDT,1.70634,1.71015,1.69865,1.70286,7248.8086,12351.181903685
1663110000,2022-09-13 23:00:00,DAO/USDT,1.705,1.70739,1.705,1.70551,1826.20237404,3114.0020616178544
1663106400,2022-09-13 22:00:00,DAO/USDT,1.70841,1.71047,1.705,1.705,1516.50372046,2588.7993976868213
1663102800,2022-09-13 21:00:00,DAO/USDT,1.708,1.71384,1.708,1.70841,2035.43493511,3479.9359904268015
1663099200,2022-09-13 20:00:00,DAO/USDT,1.71063,1.716,1.708,1.708,2443.73078239,4177.6020606823844
1663095600,2022-09-13 19:00:00,DAO/USDT,1.71508,1.71746,1.70889,1.71118,5857.45763529,10037.7219893575804
1663092000,2022-09-13 18:00:00,DAO/USDT,1.71906,1.73752,1.71508,1.71508,3561.58871352,6132.2528373512846
1663088400,2022-09-13 17:00:00,DAO/USDT,1.73148,1.73282,1.71863,1.71906,4120.15390347,7109.3288684477245
1663084800,2022-09-13 16:00:00,DAO/USDT,1.72957,1.74937,1.72783,1.73148,4094.06897012,7092.5588700877546
1663081200,2022-09-13 15:00:00,DAO/USDT,1.72912,1.73432,1.72799,1.73085,1613.6455751,2793.3067473359408
1663077600,2022-09-13 14:00:00,DAO/USDT,1.73232,1.74007,1.71779,1.72921,6753.57138785,11685.7289693521278
1663074000,2022-09-13 13:00:00,DAO/USDT,1.7428,1.74947,1.73265,1.73387,4618.83128325,8036.7140934483032
1663070400,2022-09-13 12:00:00,DAO/USDT,1.802,1.82843,1.74085,1.74316,23876.44453659,42443.931422490129
1663066800,2022-09-13 11:00:00,DAO/USDT,1.80759,1.813,1.79818,1.80119,5052.33429723,9117.7485129857863
1663063200,2022-09-13 10:00:00,DAO/USDT,1.81347,1.828,1.80389,1.80759,9476.91959145,17216.0417504648107
1663059600,2022-09-13 09:00:00,DAO/USDT,1.83406,1.85556,1.80569,1.81355,26706.02554177,48923.5097228432915
1663056000,2022-09-13 08:00:00,DAO/USDT,1.79408,1.85199,1.77757,1.83406,32554.55916908,59245.6427574504841
1663052400,2022-09-13 07:00:00,DAO/USDT,1.74008,1.79566,1.72529,1.79408,23810.93595262,42042.5117447091715
1663048800,2022-09-13 06:00:00,DAO/USDT,1.71475,1.74,1.70483,1.74,13501.23391233,23279.6341995411586
1663045200,2022-09-13 05:00:00,DAO/USDT,1.70195,1.7214,1.70053,1.71475,3337.01369411,5714.0095986085539
1663041600,2022-09-13 04:00:00,DAO/USDT,1.70412,1.70412,1.70112,1.70203,519.37085526,884.3126245959529
1663038000,2022-09-13 03:00:00,DAO/USDT,1.70257,1.70558,1.70034,1.70327,953.42543518,1623.343591406675
1663034400,2022-09-13 02:00:00,DAO/USDT,1.69877,1.71,1.69876,1.70161,2021.64362129,3439.9138748603058
1663030800,2022-09-13 01:00:00,DAO/USDT,1.70229,1.70229,1.69878,1.69878,548.6128,932.536207917
1663027200,2022-09-13 00:00:00,DAO/USDT,1.70526,1.70526,1.69907,1.70028,5142.46302031,8762.9431408515099
1663023600,2022-09-12 23:00:00,DAO/USDT,1.70508,1.70538,1.705,1.705,731.38108273,1247.0557941330874
1663020000,2022-09-12 22:00:00,DAO/USDT,1.70718,1.70819,1.705,1.70508,754.74825661,1287.3793161136359
1663016400,2022-09-12 21:00:00,DAO/USDT,1.70792,1.731,1.70547,1.70718,2323.05009477,3988.8281212215484
1663012800,2022-09-12 20:00:00,DAO/USDT,1.715,1.715,1.70547,1.70555,1084.78556336,1855.6598659710324
1663009200,2022-09-12 19:00:00,DAO/USDT,1.70535,1.71739,1.705,1.71504,1955.02519744,3339.6793005745168
1663005600,2022-09-12 18:00:00,DAO/USDT,1.70508,1.71602,1.705,1.70535,2530.66908934,4320.2651118676064
1663002000,2022-09-12 17:00:00,DAO/USDT,1.70664,1.70833,1.705,1.70508,1528.14787997,2607.3553227254194
1662998400,2022-09-12 16:00:00,DAO/USDT,1.71781,1.71818,1.705,1.70664,8785.18115198,15007.6058239637201
1662994800,2022-09-12 15:00:00,DAO/USDT,1.73316,1.73316,1.7175,1.71781,4699.67514689,8119.0081787052505
1662991200,2022-09-12 14:00:00,DAO/USDT,1.7347,1.74481,1.72579,1.73316,3717.23839534,6451.869315691924
1662987600,2022-09-12 13:00:00,DAO/USDT,1.7126,1.74444,1.71173,1.73539,6122.48898798,10592.510291401129
1662984000,2022-09-12 12:00:00,DAO/USDT,1.7425,1.7425,1.70905,1.71386,10013.5464,17223.852567441
1662980400,2022-09-12 11:00:00,DAO/USDT,1.73416,1.771,1.73416,1.74251,9566.92105663,16734.34635835872
1662976800,2022-09-12 10:00:00,DAO/USDT,1.72647,1.73924,1.72443,1.73416,3003.7192,5203.064393329
1662973200,2022-09-12 09:00:00,DAO/USDT,1.71304,1.73122,1.71,1.72647,9032.76488926,15579.6668759085128
1662969600,2022-09-12 08:00:00,DAO/USDT,1.70813,1.71329,1.7028,1.71304,4004.31716242,6837.2452342990738
1662966000,2022-09-12 07:00:00,DAO/USDT,1.70576,1.72,1.70169,1.70766,5653.22510966,9657.0479572195326
1662962400,2022-09-12 06:00:00,DAO/USDT,1.7084,1.71055,1.70245,1.70576,3853.2594,6575.51694328
1662958800,2022-09-12 05:00:00,DAO/USDT,1.71151,1.714,1.7083,1.70916,2287.76598965,3913.5919389609845
1662955200,2022-09-12 04:00:00,DAO/USDT,1.72043,1.72043,1.71143,1.71254,2008.69017038,3446.9712302104824
1662951600,2022-09-12 03:00:00,DAO/USDT,1.73081,1.73081,1.72043,1.72043,833.8615,1436.327019283
1662948000,2022-09-12 02:00:00,DAO/USDT,1.73777,1.73916,1.7232,1.73128,3961.88602705,6860.346496216631
1662944400,2022-09-12 01:00:00,DAO/USDT,1.7418,1.759,1.73106,1.73866,7740.9894892,13483.6210536958
1662940800,2022-09-12 00:00:00,DAO/USDT,1.75672,1.75701,1.742,1.742,2337.88959255,4090.9190154880185
1662937200,2022-09-11 23:00:00,DAO/USDT,1.759,1.76,1.75264,1.75476,1687.7596,2962.866757577
1662933600,2022-09-11 22:00:00,DAO/USDT,1.75476,1.766,1.75345,1.759,3664.37195664,6442.0680606408972
1662930000,2022-09-11 21:00:00,DAO/USDT,1.75342,1.755,1.75,1.75476,5858.4301,10263.240995345
1662926400,2022-09-11 20:00:00,DAO/USDT,1.75534,1.75864,1.75001,1.75342,3588.26390588,6290.5167480599538
1662922800,2022-09-11 19:00:00,DAO/USDT,1.755,1.76656,1.755,1.75534,1746.1642818,3070.325708891784
1662919200,2022-09-11 18:00:00,DAO/USDT,1.75601,1.763,1.755,1.755,2827.07628274,4969.3866108938253
1662915600,2022-09-11 17:00:00,DAO/USDT,1.75342,1.763,1.75342,1.75671,1931.41340981,3393.9470703708788
1662912000,2022-09-11 16:00:00,DAO/USDT,1.75366,1.75947,1.75337,1.75342,1111.4419832,1950.7849571663479
1662908400,2022-09-11 15:00:00,DAO/USDT,1.75305,1.76,1.75305,1.75366,4868.61585875,8552.6287504930913
1662904800,2022-09-11 14:00:00,DAO/USDT,1.75269,1.75879,1.75234,1.75297,2176.95483392,3820.1582590299244
1662901200,2022-09-11 13:00:00,DAO/USDT,1.75845,1.77039,1.75216,1.75269,3564.68137402,6269.4443657843078
1662897600,2022-09-11 12:00:00,DAO/USDT,1.75971,1.763,1.75845,1.75845,869.96559943,1531.0706227133599
1662894000,2022-09-11 11:00:00,DAO/USDT,1.7621,1.77049,1.75971,1.75971,2041.49624038,3601.4108174992677
1662890400,2022-09-11 10:00:00,DAO/USDT,1.77325,1.77492,1.7621,1.7621,2076.27315765,3673.6900081301279
1662886800,2022-09-11 09:00:00,DAO/USDT,1.75418,1.77861,1.75302,1.77252,5667.2817906,10009.6357900355973
1662883200,2022-09-11 08:00:00,DAO/USDT,1.75706,1.75978,1.74641,1.75418,7199.68921893,12618.5934826477492
1662879600,2022-09-11 07:00:00,DAO/USDT,1.75415,1.75746,1.75308,1.75706,1723.0905,3023.519026068
1662876000,2022-09-11 06:00:00,DAO/USDT,1.76279,1.76393,1.75239,1.75415,4407.36674641,7742.7533334536062
1662872400,2022-09-11 05:00:00,DAO/USDT,1.76319,1.76886,1.76165,1.76187,1536.76032241,2709.5991866231239
1662868800,2022-09-11 04:00:00,DAO/USDT,1.76276,1.77266,1.76276,1.76319,2588.86413506,4577.1532672051432
1662865200,2022-09-11 03:00:00,DAO/USDT,1.76243,1.77488,1.76096,1.76276,4521.42698259,7997.7397392396003
1662861600,2022-09-11 02:00:00,DAO/USDT,1.76166,1.76552,1.76029,1.76243,2476.4245,4367.240803511
1662858000,2022-09-11 01:00:00,DAO/USDT,1.75664,1.76336,1.75558,1.76166,1610.25186153,2832.1106531436883
1662854400,2022-09-11 00:00:00,DAO/USDT,1.76592,1.76592,1.75399,1.75664,1732.31453346,3049.2279507530032
1662850800,2022-09-10 23:00:00,DAO/USDT,1.7709,1.77334,1.75969,1.76419,3648.51236859,6430.9793022799486
1662847200,2022-09-10 22:00:00,DAO/USDT,1.76454,1.78753,1.76393,1.77198,6411.22331836,11411.969155218243
1662843600,2022-09-10 21:00:00,DAO/USDT,1.76526,1.78883,1.76023,1.764,5580.41552848,9884.4849869202466
1662840000,2022-09-10 20:00:00,DAO/USDT,1.78559,1.792,1.76481,1.76526,5054.91862952,8974.18230125843
1662836400,2022-09-10 19:00:00,DAO/USDT,1.77609,1.7883,1.76852,1.78691,4137.77231014,7336.0065530023439
1662832800,2022-09-10 18:00:00,DAO/USDT,1.79924,1.79943,1.77609,1.77609,4731.6421,8492.146071988
1662829200,2022-09-10 17:00:00,DAO/USDT,1.81008,1.81295,1.799,1.79932,2859.84775493,5151.0514898105925
1662825600,2022-09-10 16:00:00,DAO/USDT,1.79894,1.8162,1.79768,1.81008,2374.3961631,4291.6049855228332
1662822000,2022-09-10 15:00:00,DAO/USDT,1.797,1.815,1.79292,1.80016,4067.92187628,7323.2724289799247
1662818400,2022-09-10 14:00:00,DAO/USDT,1.79337,1.819,1.78738,1.79508,4564.1625739,8214.4573044234506
1662814800,2022-09-10 13:00:00,DAO/USDT,1.81228,1.825,1.793,1.793,15610.5050992,28127.690173430973
1662811200,2022-09-10 12:00:00,DAO/USDT,1.807,1.834,1.80634,1.81228,7859.82431884,14267.0190251870916
1662807600,2022-09-10 11:00:00,DAO/USDT,1.80845,1.81898,1.80461,1.80849,4791.09892638,8683.2448958463755
1662804000,2022-09-10 10:00:00,DAO/USDT,1.80917,1.81242,1.80818,1.80914,1063.0992022,1923.5438384399445
1662800400,2022-09-10 09:00:00,DAO/USDT,1.81965,1.82563,1.80918,1.81002,4733.25375398,8597.6343579817656
1662796800,2022-09-10 08:00:00,DAO/USDT,1.81228,1.82569,1.80428,1.81802,11705.00946918,21259.9679616643938
1662793200,2022-09-10 07:00:00,DAO/USDT,1.81815,1.82424,1.80872,1.81256,3736.97898306,6791.0495581102544
1662789600,2022-09-10 06:00:00,DAO/USDT,1.83,1.8311,1.81808,1.81815,4279.85232807,7799.7025162035211
1662786000,2022-09-10 05:00:00,DAO/USDT,1.84043,1.84104,1.82509,1.83,2426.09217607,4438.3268873405044
1662782400,2022-09-10 04:00:00,DAO/USDT,1.83056,1.84105,1.82485,1.84105,7950.41011457,14572.3615027048955
1662778800,2022-09-10 03:00:00,DAO/USDT,1.83906,1.84,1.83056,1.83056,1432.95649122,2629.0103962062232
1662775200,2022-09-10 02:00:00,DAO/USDT,1.83862,1.8426,1.83547,1.83906,4531.06912073,8336.2877277938743
1662771600,2022-09-10 01:00:00,DAO/USDT,1.84061,1.84136,1.83298,1.83862,2029.43612602,3730.3679066830326
1662768000,2022-09-10 00:00:00,DAO/USDT,1.84082,1.854,1.83684,1.83825,2663.59547693,4909.6919370465219
1662764400,2022-09-09 23:00:00,DAO/USDT,1.86871,1.86891,1.84,1.84082,7675.88919566,14226.5692164393942
1662760800,2022-09-09 22:00:00,DAO/USDT,1.883,1.883,1.86214,1.8661,5628.27240314,10557.8630138787745
1662757200,2022-09-09 21:00:00,DAO/USDT,1.89503,1.9028,1.87725,1.87984,9205.06863021,17373.541386442715
1662753600,2022-09-09 20:00:00,DAO/USDT,1.93819,1.93976,1.895,1.89615,17760.2032881,33959.5277974624036
1662750000,2022-09-09 19:00:00,DAO/USDT,1.9431,1.9482,1.92904,1.93819,6189.67207051,11982.712383021357
1662746400,2022-09-09 18:00:00,DAO/USDT,1.94457,1.94765,1.94139,1.94204,1321.29442581,2567.2322111905337
1662742800,2022-09-09 17:00:00,DAO/USDT,1.95465,1.97,1.94238,1.94238,6031.75461989,11806.7958990637829
1662739200,2022-09-09 16:00:00,DAO/USDT,1.96883,1.96883,1.94553,1.95233,4372.63325229,8545.927836585935
1662735600,2022-09-09 15:00:00,DAO/USDT,1.99106,2.01171,1.96295,1.96695,7424.87018643,14841.4081477427787
1662732000,2022-09-09 14:00:00,DAO/USDT,2.00555,2.0067,1.94441,1.99206,21275.2741044,42037.0987839942813
1662728400,2022-09-09 13:00:00,DAO/USDT,2.00355,2.00802,1.99641,2.00408,11718.58328049,23461.0267126047077
1662724800,2022-09-09 12:00:00,DAO/USDT,1.99819,2.041,1.99131,2.00474,15615.49098933,31382.9112223173393
1662721200,2022-09-09 11:00:00,DAO/USDT,2.005,2.05778,1.998,1.998,64499.67838906,130641.8454864996595
1662717600,2022-09-09 10:00:00,DAO/USDT,1.9322,2.01818,1.9305,2.00494,33427.53198736,65757.9845568713744
1662714000,2022-09-09 09:00:00,DAO/USDT,1.86806,1.93383,1.85616,1.933,41742.39092247,79220.3796274333594
1662710400,2022-09-09 08:00:00,DAO/USDT,1.798,1.89152,1.79653,1.86806,36393.03085435,67466.097901798848
1662706800,2022-09-09 07:00:00,DAO/USDT,1.7928,1.814,1.79173,1.7984,7098.01268993,12776.3046129289044
1662703200,2022-09-09 06:00:00,DAO/USDT,1.77925,1.8,1.77845,1.79155,7976.02498448,14264.1840927570085
1662699600,2022-09-09 05:00:00,DAO/USDT,1.78028,1.794,1.77935,1.77935,4645.01957857,8302.754283851298
1662696000,2022-09-09 04:00:00,DAO/USDT,1.78116,1.78792,1.77845,1.7803,1653.70323241,2947.3232061005192
1662692400,2022-09-09 03:00:00,DAO/USDT,1.7611,1.79013,1.7611,1.78116,2234.3938572,3961.1507192915569
1662688800,2022-09-09 02:00:00,DAO/USDT,1.76457,1.76895,1.7611,1.7611,938.37824177,1655.5756557063983
1662685200,2022-09-09 01:00:00,DAO/USDT,1.76285,1.77064,1.76159,1.76457,1121.46021872,1979.6288817450741
1662681600,2022-09-09 00:00:00,DAO/USDT,1.764,1.77968,1.7611,1.76159,3098.05418859,5477.5503761537285
1662678000,2022-09-08 23:00:00,DAO/USDT,1.76288,1.767,1.76118,1.76145,1632.75544043,2880.4051095130551
1662674400,2022-09-08 22:00:00,DAO/USDT,1.7611,1.772,1.7611,1.76288,1247.76042279,2200.3688419798018
1662670800,2022-09-08 21:00:00,DAO/USDT,1.76366,1.76755,1.7611,1.7611,820.22837627,1446.3123092973915
1662667200,2022-09-08 20:00:00,DAO/USDT,1.77683,1.818,1.7632,1.76358,3486.17492672,6194.8123183170623
1662663600,2022-09-08 19:00:00,DAO/USDT,1.77867,1.79167,1.76822,1.77845,5519.56293274,9835.5216026636946
1662660000,2022-09-08 18:00:00,DAO/USDT,1.79001,1.79284,1.76822,1.77867,3351.83274063,5970.4147059232441
1662656400,2022-09-08 17:00:00,DAO/USDT,1.76932,1.80517,1.7684,1.79,4535.44201628,8117.2394167197047
1662652800,2022-09-08 16:00:00,DAO/USDT,1.7754,1.7754,1.7655,1.77105,2222.87076383,3934.150025616353
1662649200,2022-09-08 15:00:00,DAO/USDT,1.78066,1.78258,1.7741,1.7754,2330.41868784,4142.3582731998676
1662645600,2022-09-08 14:00:00,DAO/USDT,1.80814,1.818,1.76573,1.78066,10835.18357345,19364.0900748905104
