https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMA,Volume USDT
1642464000,2022-01-18 00:00:00,UMA/USDT,8.148,8.347,7.746,7.916,15666.88692268,126249.61641163193
1642377600,2022-01-17 00:00:00,UMA/USDT,8.391,9.141,7.994,8.143,34234.53555451,284607.90758582354
1642291200,2022-01-16 00:00:00,UMA/USDT,8.442,8.581,8.332,8.393,18916.22165392,160076.06755737322
1642204800,2022-01-15 00:00:00,UMA/USDT,8.39,8.615,8.292,8.457,8928.22100045,75376.4742106592
1642118400,2022-01-14 00:00:00,UMA/USDT,8.313,8.626,8.171,8.398,20521.32947654,172846.83987713858
1642032000,2022-01-13 00:00:00,UMA/USDT,8.908,8.993,8.259,8.288,17423.97959283,151738.11897465945
1641945600,2022-01-12 00:00:00,UMA/USDT,8.657,9.07,8.501,8.893,26713.48943989,233599.72127498771
1641859200,2022-01-11 00:00:00,UMA/USDT,8.39,8.703,8.265,8.67,24665.92198684,208933.22835924657
1641772800,2022-01-10 00:00:00,UMA/USDT,8.95,9.132,8.01,8.386,56065.45935715,485004.23116432313
1641686400,2022-01-09 00:00:00,UMA/USDT,8.855,9.273,8.781,8.993,65523.06039722,592949.68713866038
1641600000,2022-01-08 00:00:00,UMA/USDT,9.394,10.066,8.686,8.848,167164.40057053,1585202.16957816158
1641513600,2022-01-07 00:00:00,UMA/USDT,9.762,10.686,9.028,9.382,204212.78462904,2002761.33429964406
1641427200,2022-01-06 00:00:00,UMA/USDT,10.956,11.5,8.999,9.743,274854.46317246,2809529.79426158024
1641340800,2022-01-05 00:00:00,UMA/USDT,9.015,12.8,8.774,10.999,261214.50197112,2737281.2384715615
1641254400,2022-01-04 00:00:00,UMA/USDT,9.275,9.417,9,9.051,42343.21935046,391427.52745856567
1641168000,2022-01-03 00:00:00,UMA/USDT,9.504,9.511,9.034,9.28,47409.21745092,441148.73612258779
1641081600,2022-01-02 00:00:00,UMA/USDT,9.344,9.691,9.19,9.495,46888.48065013,439924.17996115009
1640995200,2022-01-01 00:00:00,UMA/USDT,9.104,9.477,9.074,9.344,34941.99283328,322332.23400036347
1640908800,2021-12-31 00:00:00,UMA/USDT,9.308,10.081,8.887,9.101,70410.97130905,654880.94760885499
1640822400,2021-12-30 00:00:00,UMA/USDT,9.283,9.574,9.179,9.308,61518.82981958,577973.05871053236
1640736000,2021-12-29 00:00:00,UMA/USDT,9.589,9.924,9.186,9.296,59709.76544418,571194.14031198576
1640649600,2021-12-28 00:00:00,UMA/USDT,10.718,10.725,9.391,9.579,107460.89453369,1081121.68223538443
