https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLU,Volume USDT
1642204800,2022-01-15 00:00:00,PLU/USDT,6.16,7.95,6.159,7.32,24698.02031493,173770.51225146889
1642118400,2022-01-14 00:00:00,PLU/USDT,5.961,6.304,5.955,6.225,10795.5212889,65729.14949182888
1642032000,2022-01-13 00:00:00,PLU/USDT,6.788,7.936,4.894,5.961,93191.45926395,555509.40492504947
1641945600,2022-01-12 00:00:00,PLU/USDT,6.798,8.199,6.263,6.749,93271.97506288,679846.35576073957
1641859200,2022-01-11 00:00:00,PLU/USDT,5.582,7.76,5.2,6.798,94251.11997021,586613.28334568549
1641772800,2022-01-10 00:00:00,PLU/USDT,4.924,6.481,4.807,5.578,52981.7793372,281778.42445876343
1641686400,2022-01-09 00:00:00,PLU/USDT,4.953,5.5,4.792,4.965,25044.94288269,126574.93769335502
1641600000,2022-01-08 00:00:00,PLU/USDT,5.202,5.234,4.774,4.948,34898.36946916,177361.86393642815
1641513600,2022-01-07 00:00:00,PLU/USDT,5.6,5.619,5.1,5.203,35664.70686632,187950.57662542241
1641427200,2022-01-06 00:00:00,PLU/USDT,5.17,6,5,5.657,75187.65243826,395552.5351658945
1641340800,2022-01-05 00:00:00,PLU/USDT,5.499,5.558,5,5.175,35255.55241068,186771.19854832091
1641254400,2022-01-04 00:00:00,PLU/USDT,5.385,5.498,5.298,5.498,25312.25123066,137063.26301821322
1641168000,2022-01-03 00:00:00,PLU/USDT,5.301,5.78,5.301,5.36,18257.63572611,99286.77337583619
1641081600,2022-01-02 00:00:00,PLU/USDT,5.626,5.691,5.291,5.305,18937.77178594,104948.17829528264
1640995200,2022-01-01 00:00:00,PLU/USDT,5.55,5.656,5.5,5.646,8143.05550512,45269.19629102676
1640908800,2021-12-31 00:00:00,PLU/USDT,5.729,5.84,5.55,5.55,13110.14342149,74821.6190750048
1640822400,2021-12-30 00:00:00,PLU/USDT,5.804,5.847,5.555,5.729,28684.31683653,163533.55232196057
1640736000,2021-12-29 00:00:00,PLU/USDT,6.011,6.038,5.75,5.795,34668.4483938,205689.87139478029
1640649600,2021-12-28 00:00:00,PLU/USDT,6.077,6.724,5.899,6.034,39092.52173788,236511.88346597891
