https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SRM,Volume USDT
1661731200,2022-08-29 00:00:00,SRM/USDT,0.756,0.803,0.749,0.801,38062.35775502,29747.22659289899
1661644800,2022-08-28 00:00:00,SRM/USDT,0.775,0.789,0.752,0.752,34965.81798441,27182.51289193526
1661558400,2022-08-27 00:00:00,SRM/USDT,0.771,0.779,0.755,0.773,54495.24954313,41917.65484676572
1661472000,2022-08-26 00:00:00,SRM/USDT,0.851,0.856,0.761,0.768,65072.67207849,52723.46424482945
1661385600,2022-08-25 00:00:00,SRM/USDT,0.84,0.863,0.839,0.854,43737.40835938,37241.62732693566
1661299200,2022-08-24 00:00:00,SRM/USDT,0.86,0.867,0.831,0.838,109457.41789879,93170.98270175069
1661212800,2022-08-23 00:00:00,SRM/USDT,0.825,0.862,0.799,0.858,221988.19712223,186851.3943402491
1661126400,2022-08-22 00:00:00,SRM/USDT,0.842,0.844,0.794,0.826,155232.62726353,126147.73325701996
1661040000,2022-08-21 00:00:00,SRM/USDT,0.832,0.855,0.818,0.842,104882.823141,88174.55459150335
1660953600,2022-08-20 00:00:00,SRM/USDT,0.836,0.873,0.806,0.833,130307.77581062,109562.81325721319
1660867200,2022-08-19 00:00:00,SRM/USDT,0.961,0.961,0.825,0.836,158351.48735778,141549.65007000226
1660780800,2022-08-18 00:00:00,SRM/USDT,0.997,1.012,0.961,0.963,75985.26581561,74832.53407720104
1660694400,2022-08-17 00:00:00,SRM/USDT,1.026,1.06,0.987,0.996,65630.70956836,66980.85473047807
1660608000,2022-08-16 00:00:00,SRM/USDT,1.053,1.061,1.015,1.026,87352.0230053,90893.17507748034
1660521600,2022-08-15 00:00:00,SRM/USDT,1.038,1.102,1.028,1.054,94012.52306501,99110.31744726265
1660435200,2022-08-14 00:00:00,SRM/USDT,1.076,1.106,1.029,1.041,55261.69418621,58671.53276297798
1660348800,2022-08-13 00:00:00,SRM/USDT,1.076,1.116,1.075,1.077,81736.03538526,89719.51265557156
1660262400,2022-08-12 00:00:00,SRM/USDT,1.051,1.081,1.026,1.077,60490.55931664,63801.81438834083
1660176000,2022-08-11 00:00:00,SRM/USDT,1.023,1.08,1.021,1.051,85407.29952804,90000.90724451194
1660089600,2022-08-10 00:00:00,SRM/USDT,0.974,1.024,0.946,1.022,120947.72279606,118125.59102132581
1660003200,2022-08-09 00:00:00,SRM/USDT,1.029,1.045,0.958,0.975,102959.18429691,101643.52405113856
1659916800,2022-08-08 00:00:00,SRM/USDT,1.008,1.05,1.008,1.029,121833.55542612,125605.99201411814
1659830400,2022-08-07 00:00:00,SRM/USDT,1.01,1.027,0.985,1.008,120740.12267232,122062.45149328038
1659744000,2022-08-06 00:00:00,SRM/USDT,0.999,1.136,0.991,1.01,1077932.06571499,1143539.75325524642
1659657600,2022-08-05 00:00:00,SRM/USDT,0.955,1.003,0.95,0.999,272510.54197371,267709.7051483776
1659571200,2022-08-04 00:00:00,SRM/USDT,0.935,0.965,0.927,0.957,130388.57262198,123246.10474736089
1659484800,2022-08-03 00:00:00,SRM/USDT,0.949,0.971,0.924,0.936,128863.52155783,122594.93453786206
1659398400,2022-08-02 00:00:00,SRM/USDT,1.015,1.061,0.934,0.949,356514.51402045,349515.98791564129
1659312000,2022-08-01 00:00:00,SRM/USDT,0.989,1.025,0.983,1.02,177230.12382104,178575.36451876578
1659225600,2022-07-31 00:00:00,SRM/USDT,0.991,1.041,0.985,0.99,202812.49951038,205274.90517876263
1659139200,2022-07-30 00:00:00,SRM/USDT,1.01,1.062,0.984,0.997,358304.52237289,367911.78349751328
1659052800,2022-07-29 00:00:00,SRM/USDT,1.005,1.052,0.978,1.009,191666.87711792,195865.26991938403
1658966400,2022-07-28 00:00:00,SRM/USDT,0.973,1.028,0.947,1.004,109229.79335904,107308.52710944394
1658880000,2022-07-27 00:00:00,SRM/USDT,0.888,0.973,0.87,0.971,112602.66817205,101863.2271066671
1658793600,2022-07-26 00:00:00,SRM/USDT,0.896,0.898,0.848,0.888,109824.52648336,95857.17626248508
1658707200,2022-07-25 00:00:00,SRM/USDT,0.987,0.992,0.896,0.899,112481.07665923,105792.62872434616
1658620800,2022-07-24 00:00:00,SRM/USDT,0.99,1.016,0.98,0.987,72537.98424846,72032.89925414982
1658534400,2022-07-23 00:00:00,SRM/USDT,0.987,1.013,0.958,0.992,107293.87304937,105802.70409526645
1658448000,2022-07-22 00:00:00,SRM/USDT,1.031,1.067,0.973,0.987,114480.88370663,117125.28573885582
1658361600,2022-07-21 00:00:00,SRM/USDT,1.031,1.044,0.98,1.028,193869.59466259,195780.20997145571
1658275200,2022-07-20 00:00:00,SRM/USDT,1.118,1.173,1.022,1.029,185688.99428133,206262.47153803607
1658188800,2022-07-19 00:00:00,SRM/USDT,1.086,1.15,1.038,1.122,253399.03940088,278583.28651115857
1658102400,2022-07-18 00:00:00,SRM/USDT,1.032,1.103,1.03,1.086,143850.43314374,154459.99212124418
1658016000,2022-07-17 00:00:00,SRM/USDT,1.114,1.131,1.032,1.032,153881.88156556,165704.58011294141
1657929600,2022-07-16 00:00:00,SRM/USDT,1.053,1.171,1.049,1.116,351490.30934225,394623.08456161941
1657843200,2022-07-15 00:00:00,SRM/USDT,1.071,1.107,1.035,1.053,271867.87030542,290434.08012116776
1657756800,2022-07-14 00:00:00,SRM/USDT,1.106,1.116,1.019,1.073,410377.61587889,432045.94036274623
1657670400,2022-07-13 00:00:00,SRM/USDT,0.975,1.116,0.962,1.103,714111.8212615,744760.54886960791
1657584000,2022-07-12 00:00:00,SRM/USDT,0.934,1.002,0.931,0.972,252083.70545288,247312.92027304026
1657497600,2022-07-11 00:00:00,SRM/USDT,0.98,1.03,0.921,0.938,463556.8210073,458153.96465355892
1657411200,2022-07-10 00:00:00,SRM/USDT,0.996,1.03,0.952,0.982,264723.55591467,261721.13628095033
1657324800,2022-07-09 00:00:00,SRM/USDT,0.884,1.042,0.868,1.001,1015967.11073321,993650.48923922644
1657238400,2022-07-08 00:00:00,SRM/USDT,0.774,0.914,0.769,0.884,1088297.46776957,948456.49837693136
1657152000,2022-07-07 00:00:00,SRM/USDT,0.755,0.779,0.75,0.773,72959.93174361,55605.22046311981
1657065600,2022-07-06 00:00:00,SRM/USDT,0.747,0.762,0.731,0.755,57878.80256588,43091.62737983173
1656979200,2022-07-05 00:00:00,SRM/USDT,0.764,0.77,0.727,0.746,251171.70648365,188530.60102908457
1656892800,2022-07-04 00:00:00,SRM/USDT,0.77,0.787,0.727,0.764,404213.53217762,302944.22268242898
1656806400,2022-07-03 00:00:00,SRM/USDT,0.783,0.783,0.753,0.772,46616.58480816,35901.0727722723
1656720000,2022-07-02 00:00:00,SRM/USDT,0.795,0.805,0.732,0.777,421800.52140422,319736.69579024549
1656633600,2022-07-01 00:00:00,SRM/USDT,0.849,0.881,0.768,0.792,604183.27220013,483838.87327890314
1656547200,2022-06-30 00:00:00,SRM/USDT,0.888,0.888,0.806,0.853,178738.82327573,149114.76984927981
1656460800,2022-06-29 00:00:00,SRM/USDT,0.925,0.975,0.867,0.886,362244.08394461,327869.71093306508
1656374400,2022-06-28 00:00:00,SRM/USDT,0.964,1.01,0.919,0.925,301747.79252058,294774.55192257783
1656288000,2022-06-27 00:00:00,SRM/USDT,0.925,0.989,0.922,0.965,317483.4450758,303845.85966774233
1656201600,2022-06-26 00:00:00,SRM/USDT,0.969,1.041,0.919,0.924,507170.43668455,501700.53206916718
1656115200,2022-06-25 00:00:00,SRM/USDT,0.94,0.976,0.914,0.968,251930.8999494,239067.90178010005
1656028800,2022-06-24 00:00:00,SRM/USDT,0.903,0.959,0.887,0.939,320374.39359624,297161.06113877276
1655942400,2022-06-23 00:00:00,SRM/USDT,0.849,0.909,0.849,0.901,144648.09892845,127695.24085032152
1655856000,2022-06-22 00:00:00,SRM/USDT,0.893,0.904,0.844,0.851,156392.64414794,134925.74208838037
1655769600,2022-06-21 00:00:00,SRM/USDT,0.884,0.942,0.867,0.896,229890.63492343,208443.84347105422
1655683200,2022-06-20 00:00:00,SRM/USDT,0.861,0.916,0.815,0.885,327708.54959234,287717.45298776731
1655596800,2022-06-19 00:00:00,SRM/USDT,0.832,0.861,0.744,0.858,325753.38534369,258689.07187669213
1655510400,2022-06-18 00:00:00,SRM/USDT,0.892,0.904,0.787,0.831,172902.90250838,143519.81789281362
1655424000,2022-06-17 00:00:00,SRM/USDT,0.854,0.92,0.846,0.895,113965.96521537,101821.89340092898
1655337600,2022-06-16 00:00:00,SRM/USDT,0.971,0.981,0.841,0.853,245211.65931046,219243.40734691992
1655251200,2022-06-15 00:00:00,SRM/USDT,0.919,0.978,0.84,0.97,395406.54498786,360986.4868731441
1655164800,2022-06-14 00:00:00,SRM/USDT,0.875,0.924,0.816,0.92,192498.68270314,170760.93574196428
1655078400,2022-06-13 00:00:00,SRM/USDT,0.962,0.968,0.837,0.877,280877.20478888,250084.31590528524
1654992000,2022-06-12 00:00:00,SRM/USDT,0.95,1.105,0.89,0.965,849189.36340815,868646.10131359045
1654905600,2022-06-11 00:00:00,SRM/USDT,0.938,0.982,0.865,0.951,156643.35532337,145143.94493703875
1654819200,2022-06-10 00:00:00,SRM/USDT,1.024,1.031,0.924,0.942,192918.91742802,188758.08651924348
1654732800,2022-06-09 00:00:00,SRM/USDT,1.02,1.075,1.014,1.027,120238.39353797,125202.82598750627
1654646400,2022-06-08 00:00:00,SRM/USDT,1.046,1.056,1.012,1.02,106582.8158044,109704.08599414066
1654560000,2022-06-07 00:00:00,SRM/USDT,1.103,1.103,1.01,1.045,174473.23772273,182179.67097905308
1654473600,2022-06-06 00:00:00,SRM/USDT,1.038,1.127,1.035,1.103,272692.40096189,297512.41089856973
1654387200,2022-06-05 00:00:00,SRM/USDT,1.026,1.053,1.003,1.038,76659.29494241,79193.44775790442
1654300800,2022-06-04 00:00:00,SRM/USDT,1.025,1.028,0.994,1.025,59515.35050729,60232.75792522338
1654214400,2022-06-03 00:00:00,SRM/USDT,1.087,1.094,1.014,1.025,124004.35716328,130020.84971523151
1654128000,2022-06-02 00:00:00,SRM/USDT,1.025,1.105,1.02,1.086,157207.64101578,166052.02464071161
1654041600,2022-06-01 00:00:00,SRM/USDT,1.129,1.161,1.005,1.024,300239.54562266,332576.18919556782
1653955200,2022-05-31 00:00:00,SRM/USDT,1.154,1.186,1.095,1.128,202720.71170976,230616.70904920597
1653868800,2022-05-30 00:00:00,SRM/USDT,1.038,1.161,1.026,1.153,548040.76035621,611983.71678111355
1653782400,2022-05-29 00:00:00,SRM/USDT,1.028,1.045,1,1.036,330995.59128742,341618.71399251356
1653696000,2022-05-28 00:00:00,SRM/USDT,1.007,1.038,0.997,1.027,57723.25465469,58887.27796390407
1653609600,2022-05-27 00:00:00,SRM/USDT,1.041,1.055,0.996,1.003,180380.20570971,184132.28240837829
1653523200,2022-05-26 00:00:00,SRM/USDT,1.126,1.14,1.009,1.04,217525.99599002,232178.90193378079
1653436800,2022-05-25 00:00:00,SRM/USDT,1.137,1.158,1.101,1.124,141331.39133332,158876.69101355944
1653350400,2022-05-24 00:00:00,SRM/USDT,1.126,1.146,1.077,1.137,145767.67960219,163509.28074235865
1653264000,2022-05-23 00:00:00,SRM/USDT,1.164,1.223,1.11,1.125,162348.74902097,192253.38107546513
1653177600,2022-05-22 00:00:00,SRM/USDT,1.111,1.178,1.107,1.164,78613.04282109,90297.57563400819
1653091200,2022-05-21 00:00:00,SRM/USDT,1.092,1.128,1.07,1.111,54395.61264631,59857.12227350984
1653004800,2022-05-20 00:00:00,SRM/USDT,1.153,1.175,1.077,1.092,136299.09619014,153405.55318868684
1652918400,2022-05-19 00:00:00,SRM/USDT,1.123,1.175,1.087,1.154,160915.90079682,181700.9857854599
1652832000,2022-05-18 00:00:00,SRM/USDT,1.258,1.272,1.119,1.119,101832.86276369,120533.11589574658
1652745600,2022-05-17 00:00:00,SRM/USDT,1.213,1.283,1.194,1.261,65724.04271979,81538.24831805823
1652659200,2022-05-16 00:00:00,SRM/USDT,1.362,1.362,1.196,1.211,149883.96238894,187581.03643251068
1652572800,2022-05-15 00:00:00,SRM/USDT,1.307,1.363,1.263,1.362,142792.18263514,185655.47648080511
1652486400,2022-05-14 00:00:00,SRM/USDT,1.192,1.33,1.187,1.307,266828.42606257,334223.95968071993
1652400000,2022-05-13 00:00:00,SRM/USDT,1.033,1.222,1.023,1.192,167189.92867938,196277.31255612618
1652313600,2022-05-12 00:00:00,SRM/USDT,1.16,1.204,0.973,1.034,598023.34474148,630546.22046935413
1652227200,2022-05-11 00:00:00,SRM/USDT,1.449,1.479,1.105,1.16,573101.5531339,725577.51444444865
1652140800,2022-05-10 00:00:00,SRM/USDT,1.413,1.573,1.381,1.453,212808.88570793,311700.45102563578
1652054400,2022-05-09 00:00:00,SRM/USDT,1.689,1.712,1.399,1.408,206951.07768513,318317.79580781522
1651968000,2022-05-08 00:00:00,SRM/USDT,1.719,1.725,1.66,1.687,68240.81078621,115514.44083461501
1651881600,2022-05-07 00:00:00,SRM/USDT,1.764,1.795,1.68,1.724,76468.98491812,133269.18298319854
1651795200,2022-05-06 00:00:00,SRM/USDT,1.805,1.818,1.69,1.766,151218.60266614,265121.93424571642
1651708800,2022-05-05 00:00:00,SRM/USDT,2.027,2.052,1.763,1.81,223998.21096288,426984.4118935595
1651622400,2022-05-04 00:00:00,SRM/USDT,1.819,2.029,1.817,2.023,188617.17693765,361756.10627634985
1651536000,2022-05-03 00:00:00,SRM/USDT,1.856,1.899,1.798,1.82,182821.17412687,337961.597300648
1651449600,2022-05-02 00:00:00,SRM/USDT,1.906,1.934,1.79,1.857,150104.57899274,278845.00996836938
1651363200,2022-05-01 00:00:00,SRM/USDT,1.813,1.924,1.764,1.911,83025.59240133,154383.81994054269
1651276800,2022-04-30 00:00:00,SRM/USDT,1.992,2.036,1.78,1.818,121175.30464432,234462.92081330785
1651190400,2022-04-29 00:00:00,SRM/USDT,2.162,2.199,1.96,1.987,138676.49475606,286595.40120309826
1651104000,2022-04-28 00:00:00,SRM/USDT,2.142,2.259,2.128,2.161,58314.94294279,127738.28440794283
1651017600,2022-04-27 00:00:00,SRM/USDT,2.092,2.179,2.075,2.144,56885.469793,121397.00036811631
1650931200,2022-04-26 00:00:00,SRM/USDT,2.275,2.296,2.065,2.092,71123.45967357,154518.96094554298
1650844800,2022-04-25 00:00:00,SRM/USDT,2.309,2.309,2.114,2.277,116008.01858876,257413.77149321127
1650758400,2022-04-24 00:00:00,SRM/USDT,2.358,2.392,2.297,2.308,90653.31695781,213466.01494535515
1650672000,2022-04-23 00:00:00,SRM/USDT,2.432,2.442,2.328,2.352,59256.92640466,140676.87750665935
1650585600,2022-04-22 00:00:00,SRM/USDT,2.441,2.552,2.384,2.434,124072.61108803,305020.87390439413
1650499200,2022-04-21 00:00:00,SRM/USDT,2.42,2.656,2.38,2.445,400052.60282681,1018913.84485657305
1650412800,2022-04-20 00:00:00,SRM/USDT,2.472,2.52,2.368,2.425,155136.77200358,379679.4505128347
1650326400,2022-04-19 00:00:00,SRM/USDT,2.388,2.483,2.354,2.473,119090.14967211,289172.97922687448
1650240000,2022-04-18 00:00:00,SRM/USDT,2.362,2.402,2.225,2.386,154494.44940674,356692.26113101486
1650153600,2022-04-17 00:00:00,SRM/USDT,2.484,2.506,2.341,2.358,127886.41046139,312180.99928818677
1650067200,2022-04-16 00:00:00,SRM/USDT,2.447,2.503,2.411,2.484,178200.06959362,439619.99541307148
1649980800,2022-04-15 00:00:00,SRM/USDT,2.424,2.482,2.382,2.447,156746.85184568,381801.35719686967
1649894400,2022-04-14 00:00:00,SRM/USDT,2.573,2.58,2.395,2.431,128101.06942782,317712.1091273205
1649808000,2022-04-13 00:00:00,SRM/USDT,2.366,2.577,2.366,2.573,352420.01479363,874381.91104910538
1649721600,2022-04-12 00:00:00,SRM/USDT,2.264,2.402,2.222,2.363,181889.67475724,423159.38395723121
1649635200,2022-04-11 00:00:00,SRM/USDT,2.549,2.557,2.235,2.264,272505.78587242,640508.06498293754
1649548800,2022-04-10 00:00:00,SRM/USDT,2.681,2.683,2.543,2.551,116809.09409001,306432.72294742751
1649462400,2022-04-09 00:00:00,SRM/USDT,2.615,2.7,2.596,2.683,120285.84599169,317742.25621510436
1649376000,2022-04-08 00:00:00,SRM/USDT,2.682,2.772,2.587,2.616,261695.09979937,707881.67341507382
1649289600,2022-04-07 00:00:00,SRM/USDT,2.529,2.724,2.486,2.684,225203.26561838,589286.06200741842
1649203200,2022-04-06 00:00:00,SRM/USDT,2.924,2.924,2.518,2.536,356121.57915589,964388.75771181369
1649116800,2022-04-05 00:00:00,SRM/USDT,3.115,3.132,2.907,2.926,251480.58355399,758194.47373296601
1649030400,2022-04-04 00:00:00,SRM/USDT,3.289,3.292,2.961,3.119,191637.96974507,597760.91415985811
1648944000,2022-04-03 00:00:00,SRM/USDT,3.297,3.404,3.229,3.293,183579.79171911,609829.44006665223
1648857600,2022-04-02 00:00:00,SRM/USDT,3.431,3.599,3.279,3.294,301007.10260245,1036918.5299473654
1648771200,2022-04-01 00:00:00,SRM/USDT,3.239,3.443,3.063,3.431,281549.80021231,914536.60908704687
1648684800,2022-03-31 00:00:00,SRM/USDT,3.448,3.593,3.188,3.238,636621.02712278,2164069.48400309809
1648598400,2022-03-30 00:00:00,SRM/USDT,3.309,3.706,3.175,3.452,920072.38613999,3188639.80344909416
1648512000,2022-03-29 00:00:00,SRM/USDT,3.371,3.549,3.194,3.314,867798.80321235,2926884.4438075209
1648425600,2022-03-28 00:00:00,SRM/USDT,3.108,3.5,3.029,3.375,772318.25817322,2512252.92510347861
1648339200,2022-03-27 00:00:00,SRM/USDT,3.026,3.125,2.836,3.101,524134.14857698,1544336.19065086981
1648252800,2022-03-26 00:00:00,SRM/USDT,3.11,3.153,2.995,3.032,343971.20172782,1048568.28473859553
1648166400,2022-03-25 00:00:00,SRM/USDT,3.071,3.289,2.974,3.108,664423.36177698,2061452.93581607418
1648080000,2022-03-24 00:00:00,SRM/USDT,3.145,3.192,2.858,3.087,815555.15891434,2452412.0443542016
1647993600,2022-03-23 00:00:00,SRM/USDT,2.497,3.144,2.474,3.144,1488113.98050704,4224823.22862272881
1647907200,2022-03-22 00:00:00,SRM/USDT,2.471,2.595,2.392,2.497,1157283.68886392,2900235.29946152906
1647820800,2022-03-21 00:00:00,SRM/USDT,2.593,2.696,2.366,2.474,934530.87646282,2355105.56112761678
1647734400,2022-03-20 00:00:00,SRM/USDT,2.703,2.997,2.563,2.6,1326809.13931625,3623183.68954409403
1647648000,2022-03-19 00:00:00,SRM/USDT,2.166,2.718,2.166,2.705,1735307.15894995,4320936.97069640407
1647561600,2022-03-18 00:00:00,SRM/USDT,1.885,2.189,1.852,2.166,842261.50748808,1729915.6764354481
1647475200,2022-03-17 00:00:00,SRM/USDT,1.894,1.917,1.848,1.884,87444.12608532,164915.95185210896
1647388800,2022-03-16 00:00:00,SRM/USDT,1.831,1.894,1.793,1.894,92886.22807544,170897.91021061751
1647302400,2022-03-15 00:00:00,SRM/USDT,1.814,1.848,1.752,1.831,109897.60546687,197575.06899082434
1647216000,2022-03-14 00:00:00,SRM/USDT,1.766,1.842,1.749,1.813,128290.15342009,229199.38507269132
1647129600,2022-03-13 00:00:00,SRM/USDT,1.834,1.87,1.759,1.769,106928.55371902,193750.58602698531
1647043200,2022-03-12 00:00:00,SRM/USDT,1.85,1.883,1.831,1.835,65338.75421859,121122.23111922975
1646956800,2022-03-11 00:00:00,SRM/USDT,1.88,1.882,1.796,1.851,193774.35367815,356162.20474059082
1646870400,2022-03-10 00:00:00,SRM/USDT,1.93,1.946,1.812,1.881,213166.46871472,399849.85549586476
1646784000,2022-03-09 00:00:00,SRM/USDT,1.803,1.933,1.801,1.932,108837.35720587,205719.39071771233
1646697600,2022-03-08 00:00:00,SRM/USDT,1.787,1.843,1.77,1.806,136376.98750429,246898.30525313762
1646611200,2022-03-07 00:00:00,SRM/USDT,1.828,1.883,1.744,1.788,145093.78769909,261666.16945854244
1646524800,2022-03-06 00:00:00,SRM/USDT,1.875,1.888,1.811,1.829,113753.37020119,210558.30563436667
1646438400,2022-03-05 00:00:00,SRM/USDT,1.837,1.887,1.805,1.877,121379.36682641,224026.28516658774
1646352000,2022-03-04 00:00:00,SRM/USDT,1.98,1.98,1.813,1.837,145990.22749126,276291.92273005092
1646265600,2022-03-03 00:00:00,SRM/USDT,2.08,2.086,1.942,1.977,175301.33935173,352846.7784262804
1646179200,2022-03-02 00:00:00,SRM/USDT,2.093,2.123,2.024,2.079,279720.79182015,579511.49001669304
1646092800,2022-03-01 00:00:00,SRM/USDT,2.089,2.142,2.03,2.093,246177.73818615,512783.35805463789
1646006400,2022-02-28 00:00:00,SRM/USDT,1.902,2.096,1.878,2.092,136967.70117591,269335.5848162948
1645920000,2022-02-27 00:00:00,SRM/USDT,1.978,2.04,1.873,1.904,186526.20018216,364910.54689764149
1645833600,2022-02-26 00:00:00,SRM/USDT,1.948,2.023,1.934,1.98,98736.37829378,195830.9394511802
1645747200,2022-02-25 00:00:00,SRM/USDT,1.837,1.97,1.816,1.946,95269.05387001,180268.93461566898
1645660800,2022-02-24 00:00:00,SRM/USDT,1.876,1.889,1.657,1.841,264523.20006491,463833.36236206847
1645574400,2022-02-23 00:00:00,SRM/USDT,1.952,2.03,1.864,1.875,155854.33963393,305530.21301987469
1645488000,2022-02-22 00:00:00,SRM/USDT,1.907,2.013,1.847,1.951,216929.99054297,415004.455226592
1645401600,2022-02-21 00:00:00,SRM/USDT,2.06,2.145,1.905,1.906,294713.44341677,597578.7953726555
1645315200,2022-02-20 00:00:00,SRM/USDT,2.151,2.151,2.021,2.061,207761.28864986,429796.25747186767
1645228800,2022-02-19 00:00:00,SRM/USDT,2.156,2.189,2.089,2.152,147255.04059528,316040.81845083632
1645142400,2022-02-18 00:00:00,SRM/USDT,2.205,2.255,2.126,2.158,183518.76626602,401145.1573404183
1645056000,2022-02-17 00:00:00,SRM/USDT,2.432,2.449,2.184,2.213,191073.83865517,440507.51511788159
1644969600,2022-02-16 00:00:00,SRM/USDT,2.456,2.481,2.359,2.432,231349.32997868,563826.09583016927
1644883200,2022-02-15 00:00:00,SRM/USDT,2.268,2.463,2.262,2.451,264716.40742138,627606.13532340909
1644796800,2022-02-14 00:00:00,SRM/USDT,2.255,2.292,2.189,2.267,113024.95116949,253330.31895185478
1644710400,2022-02-13 00:00:00,SRM/USDT,2.287,2.33,2.205,2.251,110499.88882905,250448.62008802023
1644624000,2022-02-12 00:00:00,SRM/USDT,2.332,2.347,2.225,2.286,107413.43647688,245353.21628578295
1644537600,2022-02-11 00:00:00,SRM/USDT,2.48,2.545,2.294,2.33,203013.83388906,492569.44142647729
1644451200,2022-02-10 00:00:00,SRM/USDT,2.647,2.72,2.471,2.486,333440.16637222,866416.8137191632
1644364800,2022-02-09 00:00:00,SRM/USDT,2.554,2.681,2.481,2.64,152380.75878011,391026.2313384591
1644278400,2022-02-08 00:00:00,SRM/USDT,2.694,2.694,2.455,2.559,168033.27108785,434031.44225687731
1644192000,2022-02-07 00:00:00,SRM/USDT,2.557,2.755,2.499,2.683,342416.53336312,906483.10717003373
1644105600,2022-02-06 00:00:00,SRM/USDT,2.532,2.606,2.441,2.553,196014.59099379,491806.2309051266
1644019200,2022-02-05 00:00:00,SRM/USDT,2.427,2.602,2.412,2.53,236942.74995461,598225.40812994197
1643932800,2022-02-04 00:00:00,SRM/USDT,2.265,2.438,2.228,2.43,183254.68807334,424010.5108204978
1643846400,2022-02-03 00:00:00,SRM/USDT,2.26,2.268,2.165,2.262,177134.42686256,391956.52412316967
1643760000,2022-02-02 00:00:00,SRM/USDT,2.365,2.579,2.224,2.26,307375.92058483,718066.23674505157
1643673600,2022-02-01 00:00:00,SRM/USDT,2.308,2.406,2.299,2.366,160674.45906451,380040.462913405
1643587200,2022-01-31 00:00:00,SRM/USDT,2.304,2.319,2.185,2.313,161257.86933953,361873.97786514402
1643500800,2022-01-30 00:00:00,SRM/USDT,2.256,2.365,2.223,2.312,174728.09728245,401753.64361647751
1643414400,2022-01-29 00:00:00,SRM/USDT,2.197,2.299,2.197,2.256,131364.26966804,296188.62048864109
1643328000,2022-01-28 00:00:00,SRM/USDT,2.114,2.211,2.088,2.2,239330.2647896,515033.61277851839
1643241600,2022-01-27 00:00:00,SRM/USDT,2.111,2.169,2.036,2.12,231451.64344188,484951.45103503905
1643155200,2022-01-26 00:00:00,SRM/USDT,2.104,2.285,2.076,2.116,302445.717412,658505.6542359492
1643068800,2022-01-25 00:00:00,SRM/USDT,2.113,2.176,2.046,2.101,302339.64861893,633413.06072901199
1642982400,2022-01-24 00:00:00,SRM/USDT,2.252,2.28,1.925,2.118,542857.1694435,1110835.76002093269
1642896000,2022-01-23 00:00:00,SRM/USDT,2.207,2.369,2.143,2.258,356173.57618143,788521.8337383268
1642809600,2022-01-22 00:00:00,SRM/USDT,2.442,2.556,2.05,2.211,786663.03028357,1787802.40591739922
1642723200,2022-01-21 00:00:00,SRM/USDT,2.764,2.783,2.351,2.448,692800.79698425,1791574.20102844036
1642636800,2022-01-20 00:00:00,SRM/USDT,2.89,3.018,2.743,2.77,295370.15165102,854666.67404333599
1642550400,2022-01-19 00:00:00,SRM/USDT,2.992,3,2.851,2.886,138257.24493487,404437.10998781169
