https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WHALE,Volume USDT
1642982400,2022-01-24 00:00:00,WHALE/USDT,8.08,8.49,7.16,8.38,48038.32368284,378879.7758537769
1642896000,2022-01-23 00:00:00,WHALE/USDT,8.03,8.13,7.93,8.08,50119.26290147,401537.0954622647
1642809600,2022-01-22 00:00:00,WHALE/USDT,9.22,9.23,7.94,8.02,38009.72558285,319628.1844687261
1642723200,2022-01-21 00:00:00,WHALE/USDT,10.41,10.47,9.06,9.22,36791.45812972,360878.2943268246
1642636800,2022-01-20 00:00:00,WHALE/USDT,11,11.1,10.39,10.44,26863.79417392,294029.95214386
1642550400,2022-01-19 00:00:00,WHALE/USDT,11.19,11.33,10.95,11,31294.66080729,347415.5529314873
1642464000,2022-01-18 00:00:00,WHALE/USDT,11.74,12.08,11.08,11.19,20269.01953696,235721.0940203719
1642377600,2022-01-17 00:00:00,WHALE/USDT,11.82,12.3,11.53,11.74,28082.79139312,331549.6778279359
1642291200,2022-01-16 00:00:00,WHALE/USDT,11.87,12.41,11.64,11.83,26795.06181144,318480.65484432
1642204800,2022-01-15 00:00:00,WHALE/USDT,11.47,12.5,11.25,11.87,42320.99140453,496055.300327121
1642118400,2022-01-14 00:00:00,WHALE/USDT,11.17,11.5,10.64,11.48,32993.92032467,359574.4673458897
1642032000,2022-01-13 00:00:00,WHALE/USDT,11.03,11.28,10.97,11.17,28793.93737838,320609.9278779793
1641945600,2022-01-12 00:00:00,WHALE/USDT,11.19,11.22,10.81,11.04,36997.99145235,406847.1513718048
1641859200,2022-01-11 00:00:00,WHALE/USDT,11.15,11.29,10.69,11.19,34829.24631776,383850.8377318928
1641772800,2022-01-10 00:00:00,WHALE/USDT,11.73,12,11.01,11.15,28967.78546402,331388.7558547499
1641686400,2022-01-09 00:00:00,WHALE/USDT,11.58,11.97,11.51,11.72,25661.14918487,301447.5661624643
1641600000,2022-01-08 00:00:00,WHALE/USDT,12,13.65,11.17,11.58,35526.16333477,433375.5800064885
1641513600,2022-01-07 00:00:00,WHALE/USDT,12.92,13.32,11.51,12,31200.06535728,385052.7668074498
1641427200,2022-01-06 00:00:00,WHALE/USDT,13.27,13.35,12.65,12.91,27880.06853848,360178.0054510838
1641340800,2022-01-05 00:00:00,WHALE/USDT,13.61,13.92,13.17,13.28,32301.24063548,441103.6404456907
1641254400,2022-01-04 00:00:00,WHALE/USDT,13.62,13.72,13.46,13.62,25166.29725871,342210.4099590579
1641168000,2022-01-03 00:00:00,WHALE/USDT,13.65,13.71,13.52,13.56,28947.74275158,395078.9258059529
1641081600,2022-01-02 00:00:00,WHALE/USDT,13.61,13.88,13.6,13.64,28608.79474776,391362.8384838045
1640995200,2022-01-01 00:00:00,WHALE/USDT,13.67,13.8,13.6,13.6,26665.30915342,364490.1434707896
1640908800,2021-12-31 00:00:00,WHALE/USDT,13.65,13.99,13.6,13.67,28018.02261564,385351.637646647
1640822400,2021-12-30 00:00:00,WHALE/USDT,13.98,14.17,13.6,13.64,28566.86793816,392153.0946676294
1640736000,2021-12-29 00:00:00,WHALE/USDT,14.71,14.78,13.91,13.98,24244.50781994,344451.0660367692
1640649600,2021-12-28 00:00:00,WHALE/USDT,11.08,17.2,11.08,14.71,65781.60044483,1020665.3662345332
