https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CVX,Volume EUR
1659139200,2022-07-30 00:00:00,CVX/EUR,6.31,6.31,6.31,6.31,0.000,0.0
1659052800,2022-07-29 00:00:00,CVX/EUR,6.31,6.31,6.31,6.31,0.000,0.0
1658966400,2022-07-28 00:00:00,CVX/EUR,6.31,6.31,6.31,6.31,0.000,0.0
1658880000,2022-07-27 00:00:00,CVX/EUR,6.31,6.31,6.31,6.31,0.000,0.0
1658793600,2022-07-26 00:00:00,CVX/EUR,6.31,6.31,6.31,6.31,0.000,0.0
1658707200,2022-07-25 00:00:00,CVX/EUR,6.31,6.31,6.31,6.31,0.000,0.0
1658620800,2022-07-24 00:00:00,CVX/EUR,6.31,6.31,6.31,6.31,0.000,0.0
1658534400,2022-07-23 00:00:00,CVX/EUR,6.44,6.44,6.31,6.31,22.474,141.81094
1658448000,2022-07-22 00:00:00,CVX/EUR,7.63,7.63,7.63,7.63,3.974,30.32162
1658361600,2022-07-21 00:00:00,CVX/EUR,7.05,7.05,7.05,7.05,3.528,24.8724
1658275200,2022-07-20 00:00:00,CVX/EUR,7.05,7.05,7.05,7.05,0.000,0.0
1658188800,2022-07-19 00:00:00,CVX/EUR,6.90,7.05,6.88,7.05,171.030,1205.7615
1658102400,2022-07-18 00:00:00,CVX/EUR,6.01,6.01,6.01,6.01,0.000,0.0
1658016000,2022-07-17 00:00:00,CVX/EUR,6.01,6.01,6.01,6.01,0.000,0.0
1657929600,2022-07-16 00:00:00,CVX/EUR,6.01,6.01,6.01,6.01,0.000,0.0
1657843200,2022-07-15 00:00:00,CVX/EUR,6.01,6.01,6.01,6.01,0.000,0.0
1657756800,2022-07-14 00:00:00,CVX/EUR,6.01,6.01,6.01,6.01,0.000,0.0
1657670400,2022-07-13 00:00:00,CVX/EUR,6.01,6.01,6.01,6.01,0.000,0.0
1657584000,2022-07-12 00:00:00,CVX/EUR,6.01,6.01,6.01,6.01,0.000,0.0
1657497600,2022-07-11 00:00:00,CVX/EUR,6.05,6.05,6.01,6.01,16.707,100.40907
1657411200,2022-07-10 00:00:00,CVX/EUR,6.04,6.04,6.04,6.04,12.183,73.58532
1657324800,2022-07-09 00:00:00,CVX/EUR,6.07,6.07,6.07,6.07,18.586,112.81702
1657238400,2022-07-08 00:00:00,CVX/EUR,5.64,5.64,5.64,5.64,0.000,0.0
1657152000,2022-07-07 00:00:00,CVX/EUR,5.64,5.64,5.64,5.64,1.800,10.152
1657065600,2022-07-06 00:00:00,CVX/EUR,4.70,4.70,4.70,4.70,0.000,0.0
1656979200,2022-07-05 00:00:00,CVX/EUR,4.67,4.70,4.66,4.70,46.957,220.6979
1656892800,2022-07-04 00:00:00,CVX/EUR,4.19,4.20,4.19,4.20,35.750,150.15
1656806400,2022-07-03 00:00:00,CVX/EUR,4.00,4.00,4.00,4.00,4.566,18.264
1656720000,2022-07-02 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1656633600,2022-07-01 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1656547200,2022-06-30 00:00:00,CVX/EUR,4.54,4.54,4.52,4.52,38.943,176.02235999999996
1656460800,2022-06-29 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1656374400,2022-06-28 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1656288000,2022-06-27 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1656201600,2022-06-26 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1656115200,2022-06-25 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1656028800,2022-06-24 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1655942400,2022-06-23 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1655856000,2022-06-22 00:00:00,CVX/EUR,4.52,4.52,4.52,4.52,0.000,0.0
1655769600,2022-06-21 00:00:00,CVX/EUR,5.11,5.11,4.52,4.52,158.644,717.07088
1655683200,2022-06-20 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1655596800,2022-06-19 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1655510400,2022-06-18 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1655424000,2022-06-17 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1655337600,2022-06-16 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1655251200,2022-06-15 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1655164800,2022-06-14 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1655078400,2022-06-13 00:00:00,CVX/EUR,5.11,5.11,5.11,5.11,0.000,0.0
1654992000,2022-06-12 00:00:00,CVX/EUR,5.12,5.13,5.11,5.11,86.145,440.20095000000003
1654905600,2022-06-11 00:00:00,CVX/EUR,6.74,6.74,6.73,6.73,16.287,109.61151
1654819200,2022-06-10 00:00:00,CVX/EUR,7.26,7.26,7.26,7.26,0.000,0.0
1654732800,2022-06-09 00:00:00,CVX/EUR,7.26,7.26,7.26,7.26,0.000,0.0
1654646400,2022-06-08 00:00:00,CVX/EUR,7.26,7.26,7.26,7.26,0.000,0.0
1654560000,2022-06-07 00:00:00,CVX/EUR,7.26,7.26,7.26,7.26,2.000,14.52
1654473600,2022-06-06 00:00:00,CVX/EUR,8.22,8.22,8.22,8.22,6.103,50.16666
1654387200,2022-06-05 00:00:00,CVX/EUR,7.82,7.82,7.82,7.82,27.801,217.40382
1654300800,2022-06-04 00:00:00,CVX/EUR,7.92,7.92,7.92,7.92,1.262,9.99504
1654214400,2022-06-03 00:00:00,CVX/EUR,7.93,7.93,7.93,7.93,1.235,9.79355
1654128000,2022-06-02 00:00:00,CVX/EUR,8.52,8.52,8.10,8.10,7.752,62.791199999999996
1654041600,2022-06-01 00:00:00,CVX/EUR,9.06,9.06,8.92,8.92,2.236,19.945120000000003
1653955200,2022-05-31 00:00:00,CVX/EUR,9.69,9.69,9.50,9.50,10.545,100.1775
1653868800,2022-05-30 00:00:00,CVX/EUR,9.31,9.62,9.30,9.62,44.973,432.64025999999996
1653782400,2022-05-29 00:00:00,CVX/EUR,8.77,8.77,8.77,8.77,8.250,72.35249999999999
1653696000,2022-05-28 00:00:00,CVX/EUR,8.50,8.50,8.50,8.50,0.000,0.0
1653609600,2022-05-27 00:00:00,CVX/EUR,8.50,8.50,8.50,8.50,1.544,13.124
1653523200,2022-05-26 00:00:00,CVX/EUR,9.16,9.16,9.06,9.06,4.391,39.78246
1653436800,2022-05-25 00:00:00,CVX/EUR,9.95,9.95,9.95,9.95,4.110,40.8945
1653350400,2022-05-24 00:00:00,CVX/EUR,9.48,9.48,9.48,9.48,0.000,0.0
1653264000,2022-05-23 00:00:00,CVX/EUR,10.08,10.08,9.48,9.48,5.062,47.98776
1653177600,2022-05-22 00:00:00,CVX/EUR,9.19,9.19,9.19,9.19,10.000,91.89999999999999
1653091200,2022-05-21 00:00:00,CVX/EUR,9.15,9.15,9.15,9.15,2.500,22.875
1653004800,2022-05-20 00:00:00,CVX/EUR,9.72,9.72,9.40,9.40,159.673,1500.9262
1652918400,2022-05-19 00:00:00,CVX/EUR,10.45,10.45,9.60,9.60,9.952,95.5392
1652832000,2022-05-18 00:00:00,CVX/EUR,11.51,11.51,11.51,11.51,1.751,20.15401
1652745600,2022-05-17 00:00:00,CVX/EUR,10.96,10.96,10.96,10.96,0.912,9.99552
1652659200,2022-05-16 00:00:00,CVX/EUR,10.50,10.97,10.50,10.97,27.607,302.84879
1652572800,2022-05-15 00:00:00,CVX/EUR,11.06,11.06,10.00,10.50,58.181,610.9005
1652486400,2022-05-14 00:00:00,CVX/EUR,11.92,11.92,11.92,11.92,0.812,9.67904
1652400000,2022-05-13 00:00:00,CVX/EUR,12.32,12.32,12.32,12.32,1.695,20.8824
1652313600,2022-05-12 00:00:00,CVX/EUR,11.73,11.73,11.73,11.73,1.695,19.882350000000002
1652227200,2022-05-11 00:00:00,CVX/EUR,18.49,18.49,14.00,14.00,13.699,191.786
1652140800,2022-05-10 00:00:00,CVX/EUR,19.95,19.95,19.95,19.95,2.632,52.5084
1652054400,2022-05-09 00:00:00,CVX/EUR,19.00,19.00,19.00,19.00,3.172,60.268
1651968000,2022-05-08 00:00:00,CVX/EUR,20.71,20.71,20.71,20.71,0.469,9.71299
1651881600,2022-05-07 00:00:00,CVX/EUR,21.33,21.33,21.33,21.33,0.469,10.00377
1651795200,2022-05-06 00:00:00,CVX/EUR,21.33,21.33,21.33,21.33,0.445,9.49185
1651708800,2022-05-05 00:00:00,CVX/EUR,23.25,23.25,22.51,22.51,7.265,163.53515000000002
1651622400,2022-05-04 00:00:00,CVX/EUR,22.90,23.25,22.90,23.25,9.185,213.55125
1651536000,2022-05-03 00:00:00,CVX/EUR,21.92,21.92,21.92,21.92,0.457,10.01744
1651449600,2022-05-02 00:00:00,CVX/EUR,21.92,21.92,21.92,21.92,0.452,9.90784
1651363200,2022-05-01 00:00:00,CVX/EUR,22.14,22.14,22.14,22.14,1.581,35.00334
1651276800,2022-04-30 00:00:00,CVX/EUR,24.00,24.00,23.10,23.10,20.832,481.21920000000006
1651190400,2022-04-29 00:00:00,CVX/EUR,25.96,25.96,25.96,25.96,0.635,16.4846
1651104000,2022-04-28 00:00:00,CVX/EUR,25.20,25.96,25.20,25.96,0.967,25.10332
1651017600,2022-04-27 00:00:00,CVX/EUR,24.00,24.30,24.00,24.30,3.948,95.9364
1650931200,2022-04-26 00:00:00,CVX/EUR,27.00,27.00,24.00,24.00,5.144,123.456
1650844800,2022-04-25 00:00:00,CVX/EUR,26.30,26.30,26.30,26.30,0.000,0.0
1650758400,2022-04-24 00:00:00,CVX/EUR,26.30,26.30,26.30,26.30,0.000,0.0
1650672000,2022-04-23 00:00:00,CVX/EUR,26.30,26.30,26.30,26.30,0.000,0.0
1650585600,2022-04-22 00:00:00,CVX/EUR,26.30,26.30,26.30,26.30,0.000,0.0
1650499200,2022-04-21 00:00:00,CVX/EUR,26.30,26.30,26.30,26.30,0.000,0.0
1650412800,2022-04-20 00:00:00,CVX/EUR,26.30,26.30,26.30,26.30,0.000,0.0
1650326400,2022-04-19 00:00:00,CVX/EUR,25.39,26.30,25.39,26.30,6.372,167.5836
1650240000,2022-04-18 00:00:00,CVX/EUR,25.10,26.25,23.77,26.25,10.948,287.385
1650153600,2022-04-17 00:00:00,CVX/EUR,26.04,26.04,26.04,26.04,0.000,0.0
1650067200,2022-04-16 00:00:00,CVX/EUR,26.01,26.04,26.01,26.04,8.675,225.89700000000002
1649980800,2022-04-15 00:00:00,CVX/EUR,26.21,26.21,26.21,26.21,1.045,27.38945
1649894400,2022-04-14 00:00:00,CVX/EUR,26.13,26.13,26.13,26.13,0.898,23.46474
1649808000,2022-04-13 00:00:00,CVX/EUR,26.69,26.69,26.60,26.60,45.754,1217.0564
1649721600,2022-04-12 00:00:00,CVX/EUR,27.39,28.17,26.80,26.80,89.431,2396.7508
1649635200,2022-04-11 00:00:00,CVX/EUR,33.96,33.96,29.01,29.01,142.000,4119.42
1649548800,2022-04-10 00:00:00,CVX/EUR,32.13,32.14,32.09,32.14,59.569,1914.5476600000002
1649462400,2022-04-09 00:00:00,CVX/EUR,32.64,32.64,32.64,32.64,0.000,0.0
1649376000,2022-04-08 00:00:00,CVX/EUR,32.39,32.64,32.39,32.64,11.352,370.52928
1649289600,2022-04-07 00:00:00,CVX/EUR,31.86,31.86,31.86,31.86,0.000,0.0
1649203200,2022-04-06 00:00:00,CVX/EUR,33.24,33.24,31.86,31.86,26.405,841.2633000000001
1649116800,2022-04-05 00:00:00,CVX/EUR,35.00,36.95,33.00,33.96,1676.066,56919.20136
1649030400,2022-04-04 00:00:00,CVX/EUR,35.00,36.47,33.41,35.00,272.711,9544.885
1648944000,2022-04-03 00:00:00,CVX/EUR,31.06,35.00,31.06,35.00,78.860,2760.1
1648857600,2022-04-02 00:00:00,CVX/EUR,28.54,35.00,28.54,31.00,274.318,8503.858
1648771200,2022-04-01 00:00:00,CVX/EUR,25.51,27.77,25.51,27.77,13.338,370.39626
1648684800,2022-03-31 00:00:00,CVX/EUR,26.74,28.54,26.22,26.24,153.895,4038.2048
1648598400,2022-03-30 00:00:00,CVX/EUR,26.46,29.00,26.45,26.95,103.767,2796.52065
1648512000,2022-03-29 00:00:00,CVX/EUR,19.00,19.00,19.00,19.00,0.000,0.0
1648425600,2022-03-28 00:00:00,CVX/EUR,19.00,19.00,19.00,19.00,0.000,0.0
