https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AUDIO,Volume EUR
1660953600,2022-08-20 00:00:00,AUDIO/EUR,0.30279,0.31130,0.28863,0.29840,46486.38074586,13871.536014564623
1660867200,2022-08-19 00:00:00,AUDIO/EUR,0.32500,0.32500,0.29876,0.30290,119612.81347024,36230.7212001357
1660780800,2022-08-18 00:00:00,AUDIO/EUR,0.33623,0.34570,0.32000,0.32554,43096.22416534,14029.544814784782
1660694400,2022-08-17 00:00:00,AUDIO/EUR,0.36450,0.37417,0.33623,0.33920,75242.64555786,25522.30537322611
1660608000,2022-08-16 00:00:00,AUDIO/EUR,0.36670,0.37074,0.35987,0.35987,38713.57523151,13931.854318563506
1660521600,2022-08-15 00:00:00,AUDIO/EUR,0.36786,0.38056,0.35749,0.36003,25896.81221922,9323.629303285777
1660435200,2022-08-14 00:00:00,AUDIO/EUR,0.39329,0.39918,0.36355,0.36700,101105.87006651,37105.85431440917
1660348800,2022-08-13 00:00:00,AUDIO/EUR,0.39381,0.40121,0.38750,0.38896,85302.70469307,33179.34001741651
1660262400,2022-08-12 00:00:00,AUDIO/EUR,0.38395,0.39497,0.38000,0.39371,56153.72595325,22108.283445054058
1660176000,2022-08-11 00:00:00,AUDIO/EUR,0.36825,0.42500,0.36825,0.38569,229856.32158630,88653.28467262005
1660089600,2022-08-10 00:00:00,AUDIO/EUR,0.35100,0.36720,0.34500,0.36552,149086.17110548,54493.97726247505
1660003200,2022-08-09 00:00:00,AUDIO/EUR,0.37350,0.37600,0.34442,0.35389,137343.13380158,48604.36162104114
1659916800,2022-08-08 00:00:00,AUDIO/EUR,0.36940,0.38509,0.36771,0.36998,81193.55465950,30039.99135292181
1659830400,2022-08-07 00:00:00,AUDIO/EUR,0.35944,0.37490,0.35817,0.37224,30510.38333811,11357.185093778067
1659744000,2022-08-06 00:00:00,AUDIO/EUR,0.36031,0.36530,0.35839,0.35989,89811.32877125,32322.199111485163
1659657600,2022-08-05 00:00:00,AUDIO/EUR,0.33751,0.36031,0.33733,0.36031,193410.53458584,69687.74971662402
1659571200,2022-08-04 00:00:00,AUDIO/EUR,0.34678,0.34678,0.33029,0.33720,32747.89274010,11042.58943196172
1659484800,2022-08-03 00:00:00,AUDIO/EUR,0.33430,0.34726,0.32546,0.33423,504938.63542585,168765.64011838185
1659398400,2022-08-02 00:00:00,AUDIO/EUR,0.35586,0.35586,0.32370,0.33517,138613.60753263,46459.122836711605
1659312000,2022-08-01 00:00:00,AUDIO/EUR,0.33791,0.36031,0.33457,0.35076,57683.27371243,20232.985087371948
1659225600,2022-07-31 00:00:00,AUDIO/EUR,0.33721,0.35980,0.33275,0.33290,97009.08124889,32294.323147755476
1659139200,2022-07-30 00:00:00,AUDIO/EUR,0.34154,0.36133,0.33448,0.33874,197769.07683745,66992.29708791782
1659052800,2022-07-29 00:00:00,AUDIO/EUR,0.34343,0.35502,0.33500,0.34445,102567.24767988,35329.28846333466
1658966400,2022-07-28 00:00:00,AUDIO/EUR,0.33137,0.34843,0.32500,0.34123,450296.07794989,153654.53067884097
1658880000,2022-07-27 00:00:00,AUDIO/EUR,0.31285,0.32920,0.30800,0.32621,56067.07180475,18289.639493427498
1658793600,2022-07-26 00:00:00,AUDIO/EUR,0.30741,0.31239,0.29955,0.31239,74384.97186924,23237.121362231886
1658707200,2022-07-25 00:00:00,AUDIO/EUR,0.33944,0.33944,0.30780,0.30780,189469.66153156,58318.761819414176
1658620800,2022-07-24 00:00:00,AUDIO/EUR,0.32021,0.36107,0.31437,0.34400,163096.37633026,56105.15345760944
1658534400,2022-07-23 00:00:00,AUDIO/EUR,0.35760,0.37008,0.30448,0.31579,126105.50816129,39822.85842225377
1658448000,2022-07-22 00:00:00,AUDIO/EUR,0.38702,0.39505,0.35900,0.36030,59864.44326327,21569.15890775618
1658361600,2022-07-21 00:00:00,AUDIO/EUR,0.36000,0.38799,0.35955,0.38195,42076.56038044,16071.142237309059
1658275200,2022-07-20 00:00:00,AUDIO/EUR,0.39372,0.41530,0.36986,0.37306,66355.54737341,24754.600503124333
1658188800,2022-07-19 00:00:00,AUDIO/EUR,0.38807,0.40491,0.37096,0.39440,89657.04092697,35360.736941596966
1658102400,2022-07-18 00:00:00,AUDIO/EUR,0.35451,0.39072,0.35450,0.39072,63883.50823157,24960.56433623903
1658016000,2022-07-17 00:00:00,AUDIO/EUR,0.34270,0.37776,0.33823,0.35250,100070.68753705,35274.917356810125
1657929600,2022-07-16 00:00:00,AUDIO/EUR,0.32575,0.34013,0.32093,0.34013,108547.54659895,36920.27702470086
1657843200,2022-07-15 00:00:00,AUDIO/EUR,0.32579,0.33430,0.32579,0.32776,18391.15214082,6027.884025675163
1657756800,2022-07-14 00:00:00,AUDIO/EUR,0.31884,0.32904,0.31315,0.32338,70507.00705265,22800.555940685957
1657670400,2022-07-13 00:00:00,AUDIO/EUR,0.30100,0.31651,0.29100,0.31651,115157.39054332,36448.46568086621
1657584000,2022-07-12 00:00:00,AUDIO/EUR,0.31660,0.31980,0.30260,0.30260,13775.09027384,4168.342316863984
1657497600,2022-07-11 00:00:00,AUDIO/EUR,0.33581,0.33581,0.31300,0.31300,160067.75846315,50101.20839896595
1657411200,2022-07-10 00:00:00,AUDIO/EUR,0.35681,0.35681,0.33000,0.33721,86132.71903842,29044.814186945605
1657324800,2022-07-09 00:00:00,AUDIO/EUR,0.35173,0.36549,0.34672,0.35852,122037.49476949,43752.882624757556
1657238400,2022-07-08 00:00:00,AUDIO/EUR,0.35384,0.36140,0.34220,0.35093,161389.07481294,56636.26802410504
1657152000,2022-07-07 00:00:00,AUDIO/EUR,0.33180,0.37109,0.32890,0.35550,299515.42131510,106477.73227751804
1657065600,2022-07-06 00:00:00,AUDIO/EUR,0.32340,0.33601,0.31805,0.33240,106204.37464007,35302.33413035927
1656979200,2022-07-05 00:00:00,AUDIO/EUR,0.33474,0.33721,0.31680,0.32744,112489.25294835,36833.480985407725
1656892800,2022-07-04 00:00:00,AUDIO/EUR,0.32509,0.33362,0.31420,0.33087,107625.78774214,35610.14439024186
1656806400,2022-07-03 00:00:00,AUDIO/EUR,0.32510,0.33164,0.32344,0.33148,4815.50293401,1596.2429125656347
1656720000,2022-07-02 00:00:00,AUDIO/EUR,0.32436,0.33092,0.32103,0.32691,2253.49516970,736.690105926627
1656633600,2022-07-01 00:00:00,AUDIO/EUR,0.33546,0.34470,0.31685,0.32154,20304.70397725,6528.774516844965
1656547200,2022-06-30 00:00:00,AUDIO/EUR,0.35037,0.35037,0.31200,0.33530,119444.00804660,40049.57589802498
1656460800,2022-06-29 00:00:00,AUDIO/EUR,0.34908,0.37325,0.34500,0.36005,73948.36401946,26625.108465206573
1656374400,2022-06-28 00:00:00,AUDIO/EUR,0.37595,0.39061,0.34850,0.34953,64796.78687173,22648.420915275787
1656288000,2022-06-27 00:00:00,AUDIO/EUR,0.34465,0.38511,0.33948,0.38201,79777.03468697,30475.62502076941
1656201600,2022-06-26 00:00:00,AUDIO/EUR,0.36878,0.39200,0.34243,0.34243,180509.29489824,61811.79785200433
1656115200,2022-06-25 00:00:00,AUDIO/EUR,0.36890,0.37348,0.34790,0.36252,41490.86610636,15041.268780877628
1656028800,2022-06-24 00:00:00,AUDIO/EUR,0.35573,0.37008,0.35155,0.36459,85169.45029750,31051.92988396553
1655942400,2022-06-23 00:00:00,AUDIO/EUR,0.32277,0.35500,0.32250,0.35500,34029.55357925,12080.49152063375
1655856000,2022-06-22 00:00:00,AUDIO/EUR,0.30535,0.37864,0.29210,0.32752,577395.59129206,189108.60405997548
1655769600,2022-06-21 00:00:00,AUDIO/EUR,0.30080,0.33054,0.29410,0.30428,186200.94161220,56657.222513760214
1655683200,2022-06-20 00:00:00,AUDIO/EUR,0.29188,0.30281,0.27517,0.29728,358472.70034855,106566.76435961694
1655596800,2022-06-19 00:00:00,AUDIO/EUR,0.27103,0.29300,0.25652,0.29173,98048.05376346,28603.558724414186
1655510400,2022-06-18 00:00:00,AUDIO/EUR,0.29535,0.29535,0.24719,0.26759,116293.69307219,31119.02932918732
1655424000,2022-06-17 00:00:00,AUDIO/EUR,0.28670,0.29761,0.27760,0.29282,108711.84875049,31833.003551118483
1655337600,2022-06-16 00:00:00,AUDIO/EUR,0.32920,0.33000,0.27610,0.27610,120739.22751105,33336.10071580091
1655251200,2022-06-15 00:00:00,AUDIO/EUR,0.28924,0.32563,0.26600,0.32147,307924.65770361,98988.53971197951
1655164800,2022-06-14 00:00:00,AUDIO/EUR,0.28996,0.30250,0.26211,0.29305,156546.47244501,45875.94375001018
1655078400,2022-06-13 00:00:00,AUDIO/EUR,0.30660,0.30660,0.25960,0.28804,299816.07905613,86359.0234113277
1654992000,2022-06-12 00:00:00,AUDIO/EUR,0.34197,0.34446,0.30884,0.30970,97811.18225144,30292.123143270965
1654905600,2022-06-11 00:00:00,AUDIO/EUR,0.37741,0.38632,0.33740,0.33964,266956.24275682,90669.01828992635
1654819200,2022-06-10 00:00:00,AUDIO/EUR,0.40580,0.41193,0.36924,0.38017,70411.07742406,26768.17930430489
1654732800,2022-06-09 00:00:00,AUDIO/EUR,0.41231,0.42010,0.39549,0.40287,134313.87144022,54111.02938712144
1654646400,2022-06-08 00:00:00,AUDIO/EUR,0.39386,0.42709,0.39039,0.40850,278927.99762852,113942.08703125041
1654560000,2022-06-07 00:00:00,AUDIO/EUR,0.37100,0.40469,0.35794,0.38228,151247.74622009,57818.988425016
1654473600,2022-06-06 00:00:00,AUDIO/EUR,0.37392,0.40500,0.37392,0.38737,152696.09630980,59149.886827527225
1654387200,2022-06-05 00:00:00,AUDIO/EUR,0.37871,0.37951,0.36538,0.37303,78131.09878258,29145.243778865814
1654300800,2022-06-04 00:00:00,AUDIO/EUR,0.36182,0.38651,0.35563,0.37738,92847.75488085,35038.885736935175
1654214400,2022-06-03 00:00:00,AUDIO/EUR,0.38011,0.38030,0.35001,0.36113,144665.04640135,52242.888206919524
1654128000,2022-06-02 00:00:00,AUDIO/EUR,0.37707,0.39060,0.36981,0.39060,94586.36088521,36945.432561763024
1654041600,2022-06-01 00:00:00,AUDIO/EUR,0.43400,0.45920,0.37000,0.38390,174880.19902927,67136.50840733676
1653955200,2022-05-31 00:00:00,AUDIO/EUR,0.40441,0.57750,0.38486,0.43396,798820.43298317,346656.11509737646
1653868800,2022-05-30 00:00:00,AUDIO/EUR,0.37032,0.45000,0.36371,0.40451,403137.32644363,163073.07991971276
1653782400,2022-05-29 00:00:00,AUDIO/EUR,0.33266,0.37235,0.33174,0.37235,46786.69686896,17421.026579157256
1653696000,2022-05-28 00:00:00,AUDIO/EUR,0.35157,0.36096,0.34183,0.34992,68559.75843269,23990.430670766884
1653609600,2022-05-27 00:00:00,AUDIO/EUR,0.37837,0.37837,0.33786,0.34822,116661.46553330,40623.85552800572
1653523200,2022-05-26 00:00:00,AUDIO/EUR,0.44915,0.44937,0.37310,0.38033,189869.63885405,72213.11974536083
1653436800,2022-05-25 00:00:00,AUDIO/EUR,0.43229,0.47422,0.43229,0.45217,191081.28989823,86401.22685328266
1653350400,2022-05-24 00:00:00,AUDIO/EUR,0.41652,0.43136,0.40000,0.42425,52380.63561000,22222.4846575425
1653264000,2022-05-23 00:00:00,AUDIO/EUR,0.44267,0.47224,0.41480,0.41480,187920.43445682,77949.39621268894
1653177600,2022-05-22 00:00:00,AUDIO/EUR,0.42519,0.45441,0.41721,0.44080,145794.46410613,64266.19977798211
1653091200,2022-05-21 00:00:00,AUDIO/EUR,0.38818,0.43600,0.38369,0.42321,142394.06535266,60262.59239789923
1653004800,2022-05-20 00:00:00,AUDIO/EUR,0.41240,0.41486,0.37446,0.39210,136250.99502989,53424.01515121987
1652918400,2022-05-19 00:00:00,AUDIO/EUR,0.38871,0.41740,0.37980,0.41704,83313.47715123,34745.05251114896
1652832000,2022-05-18 00:00:00,AUDIO/EUR,0.45000,0.45800,0.38427,0.38792,135089.42910828,52403.89133968397
1652745600,2022-05-17 00:00:00,AUDIO/EUR,0.43211,0.46260,0.41001,0.44292,97788.04431015,43312.28058585164
1652659200,2022-05-16 00:00:00,AUDIO/EUR,0.48234,0.48234,0.40710,0.43275,82187.19735465,35566.509655224785
1652572800,2022-05-15 00:00:00,AUDIO/EUR,0.41919,0.47951,0.40370,0.47951,209702.74207942,100554.56185450268
1652486400,2022-05-14 00:00:00,AUDIO/EUR,0.39420,0.43699,0.36441,0.41704,129380.27502803,53956.74989768963
1652400000,2022-05-13 00:00:00,AUDIO/EUR,0.38320,0.44769,0.37742,0.40000,327299.96192407,130919.98476962802
1652313600,2022-05-12 00:00:00,AUDIO/EUR,0.39308,0.44999,0.30000,0.34960,270122.68321684,94434.89005260728
1652227200,2022-05-11 00:00:00,AUDIO/EUR,0.59109,0.59189,0.34926,0.38542,434335.75773181,167401.68774499418
1652140800,2022-05-10 00:00:00,AUDIO/EUR,0.55512,0.65343,0.53725,0.57794,208769.54996994,120656.27370962713
1652054400,2022-05-09 00:00:00,AUDIO/EUR,0.71896,0.72304,0.56000,0.56000,295412.94433804,165431.24882930244
1651968000,2022-05-08 00:00:00,AUDIO/EUR,0.71931,0.74318,0.69488,0.73080,141555.33377563,103448.6379232304
1651881600,2022-05-07 00:00:00,AUDIO/EUR,0.75376,0.75575,0.69450,0.72490,100546.91789423,72886.46078152733
1651795200,2022-05-06 00:00:00,AUDIO/EUR,0.76262,0.78689,0.72172,0.76000,164618.77139217,125110.26625804919
1651708800,2022-05-05 00:00:00,AUDIO/EUR,0.86380,0.87332,0.73627,0.76180,194238.83370910,147971.14351959238
1651622400,2022-05-04 00:00:00,AUDIO/EUR,0.81002,0.87532,0.79000,0.85250,238086.85206119,202969.0413821645
1651536000,2022-05-03 00:00:00,AUDIO/EUR,0.80718,0.83696,0.77119,0.78667,113544.82053749,89322.30397222725
1651449600,2022-05-02 00:00:00,AUDIO/EUR,0.83970,0.84985,0.78736,0.81078,79521.35938387,64474.32776125412
1651363200,2022-05-01 00:00:00,AUDIO/EUR,0.78911,0.90457,0.78460,0.81490,220136.12008934,179388.92426080315
1651276800,2022-04-30 00:00:00,AUDIO/EUR,0.91259,0.93586,0.74860,0.79850,201730.04408975,161081.4402056654
1651190400,2022-04-29 00:00:00,AUDIO/EUR,1.01201,1.01201,0.89828,0.91412,116304.64351954,106316.40073408191
1651104000,2022-04-28 00:00:00,AUDIO/EUR,1.03747,1.05799,1.00424,1.01206,119639.89380927,121082.75092860979
1651017600,2022-04-27 00:00:00,AUDIO/EUR,0.98019,1.06925,0.97721,1.03720,106455.84586624,110416.00333246411
1650931200,2022-04-26 00:00:00,AUDIO/EUR,1.07663,1.13055,0.96970,0.97658,180048.49854177,175831.76270592175
1650844800,2022-04-25 00:00:00,AUDIO/EUR,1.10361,1.10361,1.00877,1.08240,114336.41585976,123757.73652660423
1650758400,2022-04-24 00:00:00,AUDIO/EUR,1.15583,1.18359,1.09204,1.10670,131443.16874748,145468.1548528361
1650672000,2022-04-23 00:00:00,AUDIO/EUR,1.08920,1.20000,1.05927,1.16430,107091.87817604,124687.07376036336
1650585600,2022-04-22 00:00:00,AUDIO/EUR,1.09266,1.14561,1.08220,1.08667,57774.26587052,62781.56149351797
1650499200,2022-04-21 00:00:00,AUDIO/EUR,1.19688,1.21773,1.08103,1.09164,175482.48529019,191563.700242183
1650412800,2022-04-20 00:00:00,AUDIO/EUR,1.22364,1.25838,1.15954,1.18400,81035.43985974,95945.96079393216
1650326400,2022-04-19 00:00:00,AUDIO/EUR,1.27733,1.32000,1.22134,1.24110,195932.16029009,243171.4041360307
1650240000,2022-04-18 00:00:00,AUDIO/EUR,1.28678,1.30000,1.16542,1.27630,164777.96702218,210306.11931040834
1650153600,2022-04-17 00:00:00,AUDIO/EUR,1.20335,1.34231,1.13765,1.26754,378913.95986936,480288.60069280857
1650067200,2022-04-16 00:00:00,AUDIO/EUR,1.18146,1.23013,1.17170,1.19967,120603.95192284,144684.94300327345
1649980800,2022-04-15 00:00:00,AUDIO/EUR,1.09194,1.21724,1.09108,1.19277,209814.01751103,250259.86566663126
1649894400,2022-04-14 00:00:00,AUDIO/EUR,1.02200,1.20282,1.02200,1.09769,277695.93976980,304824.05612591177
1649808000,2022-04-13 00:00:00,AUDIO/EUR,0.95608,1.02888,0.95608,1.01390,129748.25946864,131551.76027525408
1649721600,2022-04-12 00:00:00,AUDIO/EUR,0.94685,1.00700,0.92010,0.96629,322492.61205503,311621.386102655
1649635200,2022-04-11 00:00:00,AUDIO/EUR,1.03656,1.03700,0.91980,0.93600,265613.92813620,248614.63673548322
1649548800,2022-04-10 00:00:00,AUDIO/EUR,1.11215,1.11270,1.03762,1.03762,43015.43763951,44633.67840350836
1649462400,2022-04-09 00:00:00,AUDIO/EUR,1.07000,1.13300,1.06000,1.10963,56996.00130758,63244.472930929995
1649376000,2022-04-08 00:00:00,AUDIO/EUR,1.17869,1.22105,1.05000,1.06012,342953.47290466,363571.83569568815
1649289600,2022-04-07 00:00:00,AUDIO/EUR,1.17857,1.20580,1.12557,1.17061,104201.01550893,121978.75076490853
1649203200,2022-04-06 00:00:00,AUDIO/EUR,1.40043,1.46380,1.17800,1.17800,367917.31744198,433406.5999466524
1649116800,2022-04-05 00:00:00,AUDIO/EUR,1.56413,1.64294,1.34733,1.36999,334236.06457424,457900.0661060631
1649030400,2022-04-04 00:00:00,AUDIO/EUR,1.26100,1.64393,1.22871,1.57636,371959.50995115,586342.0931065948
1648944000,2022-04-03 00:00:00,AUDIO/EUR,1.05666,1.41750,1.02404,1.31504,483947.03358184,636409.7070414629
1648857600,2022-04-02 00:00:00,AUDIO/EUR,1.05741,1.13501,1.04666,1.04666,88376.79907927,92500.46052430873
1648771200,2022-04-01 00:00:00,AUDIO/EUR,1.04432,1.10287,0.97120,1.06395,72639.74223356,77285.05374939616
1648684800,2022-03-31 00:00:00,AUDIO/EUR,1.07385,1.16892,0.99967,1.02000,256540.75787166,261671.5730290932
1648598400,2022-03-30 00:00:00,AUDIO/EUR,0.99504,1.15000,0.97894,1.08470,316071.12235881,342842.3464226012
1648512000,2022-03-29 00:00:00,AUDIO/EUR,0.94666,1.09056,0.94666,0.99888,226151.91802966,225898.6278814668
1648425600,2022-03-28 00:00:00,AUDIO/EUR,0.96095,1.04751,0.91456,0.94494,447458.15215916,422821.10630127665
