https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOSON,Volume USDT
1659657600,2022-08-05 00:00:00,BOSON/USDT,0.311,0.3779,0.3065,0.3617,1068201.03355603,378666.441997933876
1659571200,2022-08-04 00:00:00,BOSON/USDT,0.3091,0.328,0.2998,0.3117,495703.27087256,155439.13893937379
1659484800,2022-08-03 00:00:00,BOSON/USDT,0.2784,0.3387,0.2721,0.3087,1218518.5153052,378812.711988735077
1659398400,2022-08-02 00:00:00,BOSON/USDT,0.2676,0.2792,0.2561,0.2767,661649.02904084,177363.259819873321
1659312000,2022-08-01 00:00:00,BOSON/USDT,0.2775,0.2805,0.2622,0.2683,494412.92203475,134137.329003623423
1659225600,2022-07-31 00:00:00,BOSON/USDT,0.2615,0.2823,0.2601,0.2793,440739.1069446,120402.198509340808
1659139200,2022-07-30 00:00:00,BOSON/USDT,0.2768,0.29,0.2591,0.2615,775440.23584785,212140.806505312103
1659052800,2022-07-29 00:00:00,BOSON/USDT,0.2785,0.2892,0.2665,0.2774,477688.45493618,132175.953793075264
1658966400,2022-07-28 00:00:00,BOSON/USDT,0.2697,0.2875,0.2573,0.2782,715056.52015919,194582.381719756768
1658880000,2022-07-27 00:00:00,BOSON/USDT,0.2362,0.27,0.234,0.2699,435029.03010323,109448.481481217007
1658793600,2022-07-26 00:00:00,BOSON/USDT,0.2348,0.2363,0.2218,0.2363,308622.83839474,70562.384608256777
1658707200,2022-07-25 00:00:00,BOSON/USDT,0.2633,0.2633,0.2333,0.235,398378.5648074,97766.028600258081
1658620800,2022-07-24 00:00:00,BOSON/USDT,0.2568,0.2757,0.2451,0.2635,652385.75688971,167949.998143109551
1658534400,2022-07-23 00:00:00,BOSON/USDT,0.2593,0.2668,0.245,0.2567,449805.75250656,114602.787574417846
1658448000,2022-07-22 00:00:00,BOSON/USDT,0.2751,0.2838,0.2555,0.2596,540163.13423314,146102.522616281309
1658361600,2022-07-21 00:00:00,BOSON/USDT,0.258,0.28,0.2394,0.2751,572237.938275,147098.105080255306
1658275200,2022-07-20 00:00:00,BOSON/USDT,0.2847,0.3,0.2442,0.258,571998.24323113,155605.785359771887
1658188800,2022-07-19 00:00:00,BOSON/USDT,0.2709,0.2898,0.2617,0.2851,620775.93646869,171032.621841470666
1658102400,2022-07-18 00:00:00,BOSON/USDT,0.243,0.2754,0.243,0.2704,319109.84014247,84308.135732193668
1658016000,2022-07-17 00:00:00,BOSON/USDT,0.2454,0.2575,0.2429,0.243,498678.03521509,124597.351211266748
1657929600,2022-07-16 00:00:00,BOSON/USDT,0.2492,0.2665,0.243,0.245,358522.78276539,90975.807712022107
1657843200,2022-07-15 00:00:00,BOSON/USDT,0.2273,0.2598,0.2265,0.2494,570952.47098707,139856.475641356956
1657756800,2022-07-14 00:00:00,BOSON/USDT,0.2219,0.2332,0.2104,0.2282,358297.32369303,79943.211144146612
1657670400,2022-07-13 00:00:00,BOSON/USDT,0.2198,0.2219,0.2006,0.2219,268579.20685987,57554.177127812916
1657584000,2022-07-12 00:00:00,BOSON/USDT,0.2247,0.2247,0.212,0.2198,398046.07229885,87245.767393952285
1657497600,2022-07-11 00:00:00,BOSON/USDT,0.2251,0.2415,0.2142,0.2245,705424.72439946,159837.932744717866
1657411200,2022-07-10 00:00:00,BOSON/USDT,0.2279,0.2299,0.2188,0.2264,304423.75435564,68017.380186654221
1657324800,2022-07-09 00:00:00,BOSON/USDT,0.2283,0.2348,0.2215,0.2277,202547.42552921,46431.434294432278
1657238400,2022-07-08 00:00:00,BOSON/USDT,0.2356,0.2359,0.2153,0.2284,332226.30683286,74220.695595070889
1657152000,2022-07-07 00:00:00,BOSON/USDT,0.2242,0.236,0.2131,0.2356,312614.17774146,69954.388396371811
1657065600,2022-07-06 00:00:00,BOSON/USDT,0.2164,0.2292,0.2047,0.2247,281812.64409478,61664.096500489381
1656979200,2022-07-05 00:00:00,BOSON/USDT,0.2203,0.2279,0.2002,0.2163,221432.34160175,47350.068528862986
1656892800,2022-07-04 00:00:00,BOSON/USDT,0.2062,0.237,0.2056,0.2209,663768.77794036,149022.353015238538
1656806400,2022-07-03 00:00:00,BOSON/USDT,0.1989,0.2172,0.1907,0.2062,709134.59893815,145300.115347618881
1656720000,2022-07-02 00:00:00,BOSON/USDT,0.1974,0.2004,0.1882,0.1991,379382.08653403,73769.922524158697
1656633600,2022-07-01 00:00:00,BOSON/USDT,0.2116,0.2285,0.195,0.1978,771669.48038418,158013.85718633448
1656547200,2022-06-30 00:00:00,BOSON/USDT,0.2294,0.2301,0.204,0.2114,383530.43049448,81590.81529742184
1656460800,2022-06-29 00:00:00,BOSON/USDT,0.2492,0.2517,0.22,0.2299,554195.65648888,130214.467852725995
1656374400,2022-06-28 00:00:00,BOSON/USDT,0.2571,0.2604,0.247,0.2485,441743.14415534,112029.052352118684
1656288000,2022-06-27 00:00:00,BOSON/USDT,0.2672,0.2694,0.2547,0.2568,351996.4088209,92225.644850356935
1656201600,2022-06-26 00:00:00,BOSON/USDT,0.2615,0.2794,0.2606,0.2672,391324.79474946,105427.792133838689
1656115200,2022-06-25 00:00:00,BOSON/USDT,0.2842,0.2883,0.2555,0.2614,415942.72260198,110538.737150975639
1656028800,2022-06-24 00:00:00,BOSON/USDT,0.2656,0.2844,0.2554,0.2833,456971.56154548,121663.004459140357
1655942400,2022-06-23 00:00:00,BOSON/USDT,0.2498,0.2747,0.2488,0.2646,384029.378396,99280.600442161314
1655856000,2022-06-22 00:00:00,BOSON/USDT,0.2714,0.2729,0.2499,0.2503,622136.10387373,159925.755101665671
1655769600,2022-06-21 00:00:00,BOSON/USDT,0.2884,0.31,0.2671,0.2705,345919.56210035,97808.357997232663
1655683200,2022-06-20 00:00:00,BOSON/USDT,0.2899,0.3115,0.2561,0.2884,624470.28388086,172012.208767773314
1655596800,2022-06-19 00:00:00,BOSON/USDT,0.2752,0.2997,0.2657,0.289,193570.70919995,54312.679595816539
1655510400,2022-06-18 00:00:00,BOSON/USDT,0.2835,0.2916,0.2484,0.2773,415489.16160716,108936.391666635086
1655424000,2022-06-17 00:00:00,BOSON/USDT,0.2797,0.2923,0.268,0.2813,204698.44701939,57024.036159359292
1655337600,2022-06-16 00:00:00,BOSON/USDT,0.309,0.309,0.2769,0.2802,184781.03498322,52920.319093957893
1655251200,2022-06-15 00:00:00,BOSON/USDT,0.2962,0.309,0.2673,0.3088,407947.0838762,115581.849474172269
1655164800,2022-06-14 00:00:00,BOSON/USDT,0.2661,0.328,0.262,0.2943,737904.72088851,215449.755082415599
1655078400,2022-06-13 00:00:00,BOSON/USDT,0.2936,0.2971,0.255,0.2659,673532.10502302,182819.19196686315
1654992000,2022-06-12 00:00:00,BOSON/USDT,0.3082,0.316,0.2921,0.2936,237668.86220867,72210.716053317956
1654905600,2022-06-11 00:00:00,BOSON/USDT,0.331,0.3348,0.3003,0.3054,291052.62009759,91136.974703556147
1654819200,2022-06-10 00:00:00,BOSON/USDT,0.3509,0.3553,0.325,0.3301,274247.3082436,93451.259485461543
1654732800,2022-06-09 00:00:00,BOSON/USDT,0.3533,0.3645,0.346,0.3513,149884.71483837,52982.710036943813
1654646400,2022-06-08 00:00:00,BOSON/USDT,0.3612,0.378,0.3487,0.3515,326933.82383993,117252.111005622127
1654560000,2022-06-07 00:00:00,BOSON/USDT,0.3798,0.3844,0.3487,0.3622,230843.54683973,83771.304319306061
1654473600,2022-06-06 00:00:00,BOSON/USDT,0.3605,0.4096,0.3596,0.3788,420207.13305295,162445.923254709759
1654387200,2022-06-05 00:00:00,BOSON/USDT,0.3775,0.3797,0.3533,0.3617,217669.63481996,79811.421971577293
1654300800,2022-06-04 00:00:00,BOSON/USDT,0.3606,0.3794,0.3534,0.378,200534.70836535,73047.160124995805
1654214400,2022-06-03 00:00:00,BOSON/USDT,0.3569,0.3842,0.3432,0.3611,309075.86474657,111130.428762626931
1654128000,2022-06-02 00:00:00,BOSON/USDT,0.339,0.362,0.3301,0.3581,259316.63352654,88661.95508743559
1654041600,2022-06-01 00:00:00,BOSON/USDT,0.3773,0.3914,0.3321,0.3395,314945.2636939,114142.998780924106
1653955200,2022-05-31 00:00:00,BOSON/USDT,0.3841,0.4,0.367,0.3773,351418.76886772,134048.193855542097
1653868800,2022-05-30 00:00:00,BOSON/USDT,0.3646,0.3999,0.3589,0.385,284618.97259752,108698.624338668063
1653782400,2022-05-29 00:00:00,BOSON/USDT,0.3436,0.3671,0.3371,0.3632,183973.92624618,65351.732737750177
1653696000,2022-05-28 00:00:00,BOSON/USDT,0.3354,0.3458,0.3325,0.3436,217471.7970868,73739.235573401533
1653609600,2022-05-27 00:00:00,BOSON/USDT,0.3669,0.3698,0.3321,0.3338,293158.80749982,101917.91182203286
1653523200,2022-05-26 00:00:00,BOSON/USDT,0.3931,0.3931,0.3423,0.3657,420912.34395915,154794.930067336055
1653436800,2022-05-25 00:00:00,BOSON/USDT,0.3803,0.4056,0.3759,0.3919,224808.71740564,87589.634089425373
1653350400,2022-05-24 00:00:00,BOSON/USDT,0.3927,0.3956,0.3691,0.3803,205292.22372644,78631.883707656729
1653264000,2022-05-23 00:00:00,BOSON/USDT,0.4078,0.4176,0.387,0.3912,370154.87873071,149700.358728540214
1653177600,2022-05-22 00:00:00,BOSON/USDT,0.4139,0.4204,0.3896,0.4056,304344.8864989,122393.719593842954
1653091200,2022-05-21 00:00:00,BOSON/USDT,0.392,0.454,0.3671,0.4126,373374.2397015,149919.922340812249
1653004800,2022-05-20 00:00:00,BOSON/USDT,0.4132,0.422,0.3835,0.392,266020.55935173,107430.87984101721
1652918400,2022-05-19 00:00:00,BOSON/USDT,0.3865,0.42,0.3793,0.4139,415314.87082828,166839.156453861406
1652832000,2022-05-18 00:00:00,BOSON/USDT,0.4382,0.456,0.3863,0.3879,308945.55883535,127508.575933808058
1652745600,2022-05-17 00:00:00,BOSON/USDT,0.453,0.4732,0.4122,0.4372,348325.89510857,154597.197363673886
1652659200,2022-05-16 00:00:00,BOSON/USDT,0.4496,0.476,0.3981,0.453,471370.18850398,205152.945072751334
1652572800,2022-05-15 00:00:00,BOSON/USDT,0.4224,0.4567,0.4001,0.4526,417318.63075531,180162.258440274757
1652486400,2022-05-14 00:00:00,BOSON/USDT,0.4284,0.445,0.3774,0.4228,701364.92572057,290783.91915301338
1652400000,2022-05-13 00:00:00,BOSON/USDT,0.3517,0.5404,0.3466,0.4263,1555375.03626606,720910.61776585298
1652313600,2022-05-12 00:00:00,BOSON/USDT,0.3289,0.38,0.3001,0.3517,1063283.74786669,354954.040219431946
1652227200,2022-05-11 00:00:00,BOSON/USDT,0.5063,0.523,0.291,0.3326,1832370.89433033,745694.17307360634
1652140800,2022-05-10 00:00:00,BOSON/USDT,0.4891,0.5912,0.4752,0.5076,843874.96267955,447575.17966783465
1652054400,2022-05-09 00:00:00,BOSON/USDT,0.5995,0.6051,0.4693,0.4917,1171984.98186406,611720.455569132128
1651968000,2022-05-08 00:00:00,BOSON/USDT,0.6204,0.623,0.57,0.5975,456664.00438658,274253.042897982244
1651881600,2022-05-07 00:00:00,BOSON/USDT,0.6218,0.6625,0.5928,0.6215,451763.67749643,285375.168294011183
1651795200,2022-05-06 00:00:00,BOSON/USDT,0.6464,0.6578,0.6089,0.6232,804404.13010651,512062.099544377155
1651708800,2022-05-05 00:00:00,BOSON/USDT,0.7314,0.758,0.636,0.6485,482146.53304242,328645.415118156496
1651622400,2022-05-04 00:00:00,BOSON/USDT,0.689,0.7724,0.6205,0.7319,1299425.63925542,905093.299587095973
1651536000,2022-05-03 00:00:00,BOSON/USDT,0.635,0.7683,0.6101,0.689,1240384.50186812,844676.791588297448
1651449600,2022-05-02 00:00:00,BOSON/USDT,0.6113,0.7525,0.6009,0.6352,987611.63175741,645695.051632979526
1651363200,2022-05-01 00:00:00,BOSON/USDT,0.5689,0.6268,0.5635,0.6118,421678.67382448,250197.176565501559
1651276800,2022-04-30 00:00:00,BOSON/USDT,0.6654,0.6736,0.55,0.569,904223.26982701,557171.488806615183
1651190400,2022-04-29 00:00:00,BOSON/USDT,0.7346,0.7497,0.627,0.6656,921022.65621337,632870.909124089712
1651104000,2022-04-28 00:00:00,BOSON/USDT,0.78,0.8031,0.7258,0.7351,677215.48457307,512671.065604893273
1651017600,2022-04-27 00:00:00,BOSON/USDT,0.7431,0.7922,0.7431,0.7816,442218.61374531,341379.852215508732
1650931200,2022-04-26 00:00:00,BOSON/USDT,0.8292,0.9729,0.7128,0.7456,1117376.38731404,905257.725760770841
1650844800,2022-04-25 00:00:00,BOSON/USDT,0.8262,0.8314,0.709,0.8289,686477.7262286,531623.41130659932
1650758400,2022-04-24 00:00:00,BOSON/USDT,0.8529,0.8635,0.8215,0.8262,177732.07376468,149881.304761853482
1650672000,2022-04-23 00:00:00,BOSON/USDT,0.8671,0.8848,0.85,0.8529,189371.9558249,164294.540513262278
1650585600,2022-04-22 00:00:00,BOSON/USDT,0.8658,0.8924,0.85,0.8645,338984.37072878,294741.308302398763
1650499200,2022-04-21 00:00:00,BOSON/USDT,0.9378,0.958,0.8543,0.8659,347098.54834308,316949.097211484384
1650412800,2022-04-20 00:00:00,BOSON/USDT,0.9715,0.9843,0.9226,0.9393,278908.90605746,264568.929742526368
1650326400,2022-04-19 00:00:00,BOSON/USDT,0.9186,1.0104,0.914,0.972,367434.34333005,352744.605656775303
1650240000,2022-04-18 00:00:00,BOSON/USDT,0.8619,0.9461,0.81,0.9171,512988.66397704,443948.723858808643
1650153600,2022-04-17 00:00:00,BOSON/USDT,0.8758,0.901,0.8611,0.8656,149324.64226549,131645.473864922484
1650067200,2022-04-16 00:00:00,BOSON/USDT,0.8734,0.8846,0.8663,0.8732,97803.13453453,85748.297619286638
1649980800,2022-04-15 00:00:00,BOSON/USDT,0.8914,0.92,0.865,0.8731,220606.10404951,195510.210020459115
1649894400,2022-04-14 00:00:00,BOSON/USDT,0.9241,0.9589,0.8705,0.8929,276373.39174477,254115.18642572703
1649808000,2022-04-13 00:00:00,BOSON/USDT,0.8829,0.945,0.87,0.9226,215036.13843679,196095.538624439163
1649721600,2022-04-12 00:00:00,BOSON/USDT,0.8872,0.9289,0.8619,0.8822,296366.6544413,265034.644357297111
1649635200,2022-04-11 00:00:00,BOSON/USDT,1.0083,1.0634,0.8758,0.8854,554697.69879685,519945.942603006984
1649548800,2022-04-10 00:00:00,BOSON/USDT,1.0256,1.0598,0.9994,1.0093,376534.30468917,387763.580051365905
1649462400,2022-04-09 00:00:00,BOSON/USDT,0.995,1.0294,0.9882,1.0261,199923.83950035,201282.802674000126
1649376000,2022-04-08 00:00:00,BOSON/USDT,1.0611,1.0754,0.974,0.9929,364006.57940268,373757.98433211682
1649289600,2022-04-07 00:00:00,BOSON/USDT,1.047,1.0794,1.023,1.0611,342071.97144322,359279.632544834216
1649203200,2022-04-06 00:00:00,BOSON/USDT,1.1299,1.1537,1.0464,1.048,653766.2678724,712250.661453759919
1649116800,2022-04-05 00:00:00,BOSON/USDT,1.1216,1.2567,1.1106,1.1299,977419.70836694,1164739.29190768325
1649030400,2022-04-04 00:00:00,BOSON/USDT,1.1718,1.172,1.07,1.1217,352210.58181252,392248.64982678454
1648944000,2022-04-03 00:00:00,BOSON/USDT,1.0907,1.18,1.0646,1.1689,550382.84413624,611209.736928944469
1648857600,2022-04-02 00:00:00,BOSON/USDT,1.1063,1.194,1.0851,1.0911,449627.03059263,514442.249840075855
1648771200,2022-04-01 00:00:00,BOSON/USDT,1.0249,1.1189,1.01,1.1068,406243.0495443,433534.293201469556
1648684800,2022-03-31 00:00:00,BOSON/USDT,1.0927,1.1166,1.015,1.025,473170.06725759,504720.037969401047
1648598400,2022-03-30 00:00:00,BOSON/USDT,1.1159,1.1174,1.0452,1.0959,585194.35917324,630823.875975075406
1648512000,2022-03-29 00:00:00,BOSON/USDT,1.1507,1.1897,1.1081,1.1174,438715.99232696,503586.169849431829
1648425600,2022-03-28 00:00:00,BOSON/USDT,1.185,1.35,1.1301,1.1507,1029625.02516421,1239938.703515784068
1648339200,2022-03-27 00:00:00,BOSON/USDT,1.0756,1.1894,1.051,1.1816,538475.86340037,589700.341069023075
1648252800,2022-03-26 00:00:00,BOSON/USDT,1.1163,1.1196,1.051,1.074,329856.90898151,355338.232536977261
1648166400,2022-03-25 00:00:00,BOSON/USDT,1.2075,1.2216,1.0662,1.1181,972096.28513979,1090528.303323708782
1648080000,2022-03-24 00:00:00,BOSON/USDT,1.2428,1.2811,1.1486,1.2075,787522.54511336,947423.977866884523
1647993600,2022-03-23 00:00:00,BOSON/USDT,1.2534,1.3145,1.1403,1.2428,680491.91950615,820997.492264256662
1647907200,2022-03-22 00:00:00,BOSON/USDT,0.952,1.399,0.9475,1.2487,2888948.45161032,3540212.833715466999
1647820800,2022-03-21 00:00:00,BOSON/USDT,0.8793,0.9766,0.8599,0.9526,459649.73848484,422038.219412599763
1647734400,2022-03-20 00:00:00,BOSON/USDT,0.9491,0.9498,0.86,0.8785,359155.80873513,322667.216488086687
1647648000,2022-03-19 00:00:00,BOSON/USDT,0.8249,0.9823,0.8109,0.9465,966494.93059356,902353.983871398647
1647561600,2022-03-18 00:00:00,BOSON/USDT,0.8155,0.8367,0.7753,0.8203,165827.05297016,132303.173599768076
1647475200,2022-03-17 00:00:00,BOSON/USDT,0.794,0.8284,0.7915,0.816,129397.99072311,104755.675796255665
1647388800,2022-03-16 00:00:00,BOSON/USDT,0.7499,0.7954,0.7324,0.7941,162007.79732747,124321.114538980897
1647302400,2022-03-15 00:00:00,BOSON/USDT,0.7677,0.781,0.7244,0.7516,199053.21626115,150443.506240870912
1647216000,2022-03-14 00:00:00,BOSON/USDT,0.76,0.7756,0.76,0.7677,82786.11253865,63446.564809436418
1647129600,2022-03-13 00:00:00,BOSON/USDT,0.7697,0.7697,0.7472,0.7601,135057.47829676,102484.843054770417
1647043200,2022-03-12 00:00:00,BOSON/USDT,0.7671,0.7875,0.7571,0.77,119047.77909149,92377.989208790758
1646956800,2022-03-11 00:00:00,BOSON/USDT,0.804,0.8294,0.7658,0.7672,206767.2535938,164942.906129861626
1646870400,2022-03-10 00:00:00,BOSON/USDT,0.8171,0.8195,0.7828,0.804,207598.87028816,165396.072762947602
1646784000,2022-03-09 00:00:00,BOSON/USDT,0.7877,0.8405,0.779,0.8175,267428.57237625,218818.919940562804
1646697600,2022-03-08 00:00:00,BOSON/USDT,0.7666,0.8141,0.765,0.7872,359537.08464989,284160.838434107638
1646611200,2022-03-07 00:00:00,BOSON/USDT,0.784,0.8184,0.764,0.7689,354476.18490284,279167.693826206196
1646524800,2022-03-06 00:00:00,BOSON/USDT,0.8192,0.8392,0.7842,0.7858,221238.60421458,179839.825154975388
1646438400,2022-03-05 00:00:00,BOSON/USDT,0.8121,0.842,0.8011,0.8196,187344.34894208,154488.947201779506
1646352000,2022-03-04 00:00:00,BOSON/USDT,0.8674,0.8823,0.8044,0.8129,304585.12533549,258254.461965818458
1646265600,2022-03-03 00:00:00,BOSON/USDT,0.9186,0.9348,0.8602,0.8695,360302.49546311,322404.89966151548
1646179200,2022-03-02 00:00:00,BOSON/USDT,0.9364,0.9819,0.9078,0.9189,498356.07663398,468048.120961075347
1646092800,2022-03-01 00:00:00,BOSON/USDT,0.8347,0.9844,0.8252,0.9364,731916.62743578,665520.679180929744
1646006400,2022-02-28 00:00:00,BOSON/USDT,0.7229,0.8495,0.7122,0.8335,470858.2656408,376275.978118284782
1645920000,2022-02-27 00:00:00,BOSON/USDT,0.7604,0.779,0.719,0.724,245687.39811185,182805.748845746254
1645833600,2022-02-26 00:00:00,BOSON/USDT,0.7867,0.79,0.7405,0.7607,280179.80614046,214174.276059359905
1645747200,2022-02-25 00:00:00,BOSON/USDT,0.6801,0.7934,0.6775,0.7867,385114.19992362,284762.218223841875
1645660800,2022-02-24 00:00:00,BOSON/USDT,0.748,0.754,0.6,0.6801,1047451.87712639,694509.780172232945
1645574400,2022-02-23 00:00:00,BOSON/USDT,0.772,0.8279,0.7464,0.7493,381696.98605604,302486.549111186835
1645488000,2022-02-22 00:00:00,BOSON/USDT,0.7716,0.7874,0.72,0.7698,613279.36038252,461157.750165347387
1645401600,2022-02-21 00:00:00,BOSON/USDT,0.8113,0.8642,0.772,0.772,763861.15349775,619187.762009447106
1645315200,2022-02-20 00:00:00,BOSON/USDT,0.8636,0.8647,0.8,0.809,383056.6511553,314498.870126418968
1645228800,2022-02-19 00:00:00,BOSON/USDT,0.8576,0.8928,0.8334,0.864,316627.72094287,271899.565686427096
1645142400,2022-02-18 00:00:00,BOSON/USDT,0.9051,0.9514,0.85,0.8545,515963.49727896,464956.946682128759
1645056000,2022-02-17 00:00:00,BOSON/USDT,1.0024,1.0265,0.9007,0.9036,705330.48450588,681914.515899329469
1644969600,2022-02-16 00:00:00,BOSON/USDT,1.0054,1.0215,0.918,0.999,608200.80147196,592200.950195369355
1644883200,2022-02-15 00:00:00,BOSON/USDT,0.8983,1.0356,0.8951,1.0052,520931.57802605,512339.839490330622
1644796800,2022-02-14 00:00:00,BOSON/USDT,0.9188,0.9311,0.873,0.9004,310251.64394627,280314.094611541592
1644710400,2022-02-13 00:00:00,BOSON/USDT,0.9334,0.9598,0.8921,0.9177,441485.54001457,411338.17449753118
1644624000,2022-02-12 00:00:00,BOSON/USDT,0.9397,0.9723,0.92,0.9357,432830.46270243,407462.773115648895
1644537600,2022-02-11 00:00:00,BOSON/USDT,1.0536,1.1096,0.93,0.9411,903635.03427812,914424.871196737158
1644451200,2022-02-10 00:00:00,BOSON/USDT,1.1136,1.15,1.054,1.0548,534088.02208155,590925.07002757449
1644364800,2022-02-09 00:00:00,BOSON/USDT,1.0766,1.1547,1.03,1.1147,365999.75805578,401013.357485332536
1644278400,2022-02-08 00:00:00,BOSON/USDT,1.1111,1.195,1.03,1.0777,633256.15049674,693551.565261048751
1644192000,2022-02-07 00:00:00,BOSON/USDT,1.0862,1.2163,1.0337,1.1113,897893.13715584,1008682.762272516385
1644105600,2022-02-06 00:00:00,BOSON/USDT,0.9792,1.095,0.9792,1.0862,569760.61602354,591441.595607631474
1644019200,2022-02-05 00:00:00,BOSON/USDT,0.9235,1.05,0.9213,0.9785,828691.41547049,814175.272904123957
1643932800,2022-02-04 00:00:00,BOSON/USDT,0.8287,0.9248,0.8286,0.9219,637574.21328929,560997.849944601255
1643846400,2022-02-03 00:00:00,BOSON/USDT,0.8064,0.8333,0.7801,0.8315,245787.1484376,197940.966496159669
