https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QRDO,Volume USDT
1644192000,2022-02-07 00:00:00,QRDO/USDT,3.1375,3.66,2.9558,3.3806,3350179.36702317,11416031.205719546422
1644105600,2022-02-06 00:00:00,QRDO/USDT,2.9703,3.2005,2.941,3.1399,1398450.0941197,4259773.898945885123
1644019200,2022-02-05 00:00:00,QRDO/USDT,2.9283,3.2348,2.8751,2.9683,2998215.79501316,9194862.10948033581
1643932800,2022-02-04 00:00:00,QRDO/USDT,2.35,3.2015,2.3102,2.9312,3931887.08169239,10549622.489353264128
1643846400,2022-02-03 00:00:00,QRDO/USDT,2.242,2.3562,2.1501,2.35,1715369.87781757,3848374.245092665223
1643760000,2022-02-02 00:00:00,QRDO/USDT,2.4443,2.4545,2.1909,2.2439,1954149.04102553,4536198.379834983022
1643673600,2022-02-01 00:00:00,QRDO/USDT,2.2714,2.5757,2.2437,2.4407,3030516.6031679,7197511.673391485893
1643587200,2022-01-31 00:00:00,QRDO/USDT,2.1559,2.3795,2.0843,2.2805,2641123.1410516,5840152.755148704896
1643500800,2022-01-30 00:00:00,QRDO/USDT,2.3409,2.3523,2.1396,2.1563,1946837.71449585,4373165.976569847231
1643414400,2022-01-29 00:00:00,QRDO/USDT,2.3743,2.4399,2.2993,2.3399,2389690.44162162,5658735.166404878544
1643328000,2022-01-28 00:00:00,QRDO/USDT,2.3817,2.4,2.1732,2.3743,2198615.52600289,5038057.871749813227
1643241600,2022-01-27 00:00:00,QRDO/USDT,2.403,2.5549,2.22,2.3815,2813465.99185181,6648978.972395995203
1643155200,2022-01-26 00:00:00,QRDO/USDT,2.3033,2.9418,2.2673,2.3925,4985437.32999727,12669675.369925086815
1643068800,2022-01-25 00:00:00,QRDO/USDT,2.0844,2.47,1.9914,2.2986,4009152.14311038,8933804.284038277284
1642982400,2022-01-24 00:00:00,QRDO/USDT,2.2741,2.2747,1.815,2.0852,4995353.16312412,9984280.069237349641
1642896000,2022-01-23 00:00:00,QRDO/USDT,2.108,2.4409,2.073,2.275,3882203.10539403,8644120.294511773396
1642809600,2022-01-22 00:00:00,QRDO/USDT,2.7164,2.761,2.0327,2.1081,5778518.54537639,13175093.483267965581
1642723200,2022-01-21 00:00:00,QRDO/USDT,3.3738,3.571,2.66,2.7192,4988405.43802867,15548014.850325856275
1642636800,2022-01-20 00:00:00,QRDO/USDT,3.9073,4.2046,3.2266,3.3799,3277423.67964556,12477086.476235456309
1642550400,2022-01-19 00:00:00,QRDO/USDT,4.3351,4.3394,3.78,3.9109,1771650.18366042,7098163.567384102665
1642464000,2022-01-18 00:00:00,QRDO/USDT,4.2924,4.3979,4.02,4.3363,1624846.15831634,6789269.075926639735
1642377600,2022-01-17 00:00:00,QRDO/USDT,4.8675,4.8748,4.0701,4.2833,2574138.88747726,11199469.685443753083
1642291200,2022-01-16 00:00:00,QRDO/USDT,4.7899,5.1966,4.4485,4.8733,3175902.89467396,15066246.101325500179
1642204800,2022-01-15 00:00:00,QRDO/USDT,5.1914,5.256,4.73,4.7862,2650041.42401999,13084469.242074768969
1642118400,2022-01-14 00:00:00,QRDO/USDT,5.5081,5.7431,5,5.1626,2463806.73247975,13185084.155934700248
1642032000,2022-01-13 00:00:00,QRDO/USDT,6.3663,6.4049,5.4,5.5093,2602626.89404471,15204139.949449992131
1641945600,2022-01-12 00:00:00,QRDO/USDT,5.6049,6.495,5.6,6.3675,1757704.98499673,10628415.418843583241
1641859200,2022-01-11 00:00:00,QRDO/USDT,5.1397,5.993,4.888,5.6046,2525583.74005874,13443375.384082773197
1641772800,2022-01-10 00:00:00,QRDO/USDT,5.5486,5.6886,4.7631,5.1335,2803446.04743802,14657230.773850546293
1641686400,2022-01-09 00:00:00,QRDO/USDT,5.2344,5.98,4.88,5.5503,2857311.0736812,15299038.563151141473
1641600000,2022-01-08 00:00:00,QRDO/USDT,5.3606,5.744,4.41,5.2375,4216872.55846533,21343323.618082674808
1641513600,2022-01-07 00:00:00,QRDO/USDT,6.8919,6.9124,5.335,5.3615,3835709.47232525,22982849.816352473923
1641427200,2022-01-06 00:00:00,QRDO/USDT,7.29,7.3252,6.3039,6.8905,2964992.3735709,20009393.21429169348
1641340800,2022-01-05 00:00:00,QRDO/USDT,7.493,8.4799,6.4538,7.2841,4659789.02400999,35860641.782010666304
1641254400,2022-01-04 00:00:00,QRDO/USDT,7.046,7.9,6.7707,7.4795,2656731.08969934,19809645.831187831708
1641168000,2022-01-03 00:00:00,QRDO/USDT,7.5351,7.5739,6.81,7.046,1615321.23513119,11557558.721042424597
1641081600,2022-01-02 00:00:00,QRDO/USDT,7.5524,7.64,6.9444,7.5352,1402223.06316838,10216177.211418098552
1640995200,2022-01-01 00:00:00,QRDO/USDT,7.6485,7.9537,7.3396,7.5698,1269724.60407098,9697050.045709860569
1640908800,2021-12-31 00:00:00,QRDO/USDT,7.1797,8,6.925,7.6311,2929735.4013743,21904269.338938488977
1640822400,2021-12-30 00:00:00,QRDO/USDT,6.0954,7.2828,5.831,7.1637,2595705.58029195,17561392.711639930202
1640736000,2021-12-29 00:00:00,QRDO/USDT,6.1351,6.65,5.97,6.0831,2409136.43762833,15151081.973440564985
1640649600,2021-12-28 00:00:00,QRDO/USDT,6.7391,6.98,5.769,6.1365,3405326.49593641,21556967.148198482218
