https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXS3S,Volume USDT
1644278400,2022-02-08 00:00:00,AXS3S/USDT,1.1438,1.4981,1.1053,1.2274,642785.34874072,853762.897478215581
1644192000,2022-02-07 00:00:00,AXS3S/USDT,1.1527,1.2424,0.9653,1.1513,773365.46743314,861536.390545472213
1644105600,2022-02-06 00:00:00,AXS3S/USDT,2.3764,2.3819,1.1303,1.1638,701436.58400031,1063353.016669690396
1644019200,2022-02-05 00:00:00,AXS3S/USDT,3.8435,3.8952,2.0811,2.3924,205432.93143841,535936.576465686834
1643932800,2022-02-04 00:00:00,AXS3S/USDT,4.676,4.9089,3.6945,3.7841,54850.35206241,238297.6182241094
1643846400,2022-02-03 00:00:00,AXS3S/USDT,4.5162,5.3697,4.4764,4.6649,61500.59879898,304969.578923199119
1643760000,2022-02-02 00:00:00,AXS3S/USDT,3.6384,4.7,3.5376,4.5058,67437.74522762,279225.642289086636
1643673600,2022-02-01 00:00:00,AXS3S/USDT,3.9247,4.0173,3.365,3.6417,36286.87200703,134709.038365182277
1643587200,2022-01-31 00:00:00,AXS3S/USDT,3.7124,4.4772,3.455,3.9136,108922.43534272,446619.251624084635
1643500800,2022-01-30 00:00:00,AXS3S/USDT,5.6211,5.7322,3.2543,3.715,171775.65794555,665499.254790138376
1643414400,2022-01-29 00:00:00,AXS3S/USDT,6.7505,7.1049,5.3109,5.6093,47097.57375882,280440.579373766267
1643328000,2022-01-28 00:00:00,AXS3S/USDT,6.6878,7.76,6.3044,6.7398,42878.92322338,305358.293671889048
1643241600,2022-01-27 00:00:00,AXS3S/USDT,6.0025,7.6401,5.6639,6.6604,37566.17523525,251842.279283906748
1643155200,2022-01-26 00:00:00,AXS3S/USDT,5.6744,6.39,4.0606,5.9952,28527.71658998,146777.798825032153
1643068800,2022-01-25 00:00:00,AXS3S/USDT,5.5499,6.1387,5.2877,5.6744,24082.81321035,136788.722550011465
1642982400,2022-01-24 00:00:00,AXS3S/USDT,4.6417,7.5255,4.6417,5.5521,43993.74214454,269455.387683215382
1642896000,2022-01-23 00:00:00,AXS3S/USDT,6.4059,6.6082,4.6514,4.6514,27786.12958185,161108.961524122871
1642809600,2022-01-22 00:00:00,AXS3S/USDT,4.5423,7.0753,4.3308,6.3969,76726.84976533,469844.220854934474
1642723200,2022-01-21 00:00:00,AXS3S/USDT,3.1178,4.7497,3.0955,4.5423,48622.07464627,186953.790192057307
1642636800,2022-01-20 00:00:00,AXS3S/USDT,2.8296,3.1695,2.3704,3.1057,20529.38302121,57181.678232592118
1642550400,2022-01-19 00:00:00,AXS3S/USDT,2.6186,2.9716,2.5877,2.84,22452.75406088,62781.28228870919
1642464000,2022-01-18 00:00:00,AXS3S/USDT,2.3747,2.7887,2.3148,2.6257,48513.18313238,127569.267579398052
1642377600,2022-01-17 00:00:00,AXS3S/USDT,2.1087,2.496,1.85,2.3771,67173.07372141,144844.956006521317
1642291200,2022-01-16 00:00:00,AXS3S/USDT,2.631,2.7115,1.8304,2.1313,51973.77684354,105524.783908140719
1642204800,2022-01-15 00:00:00,AXS3S/USDT,2.8725,2.9525,2.5755,2.6434,9414.34474871,25298.891577432189
1642118400,2022-01-14 00:00:00,AXS3S/USDT,2.9536,3.2078,2.6538,2.8849,15665.75813301,45027.617140857634
1642032000,2022-01-13 00:00:00,AXS3S/USDT,2.4868,2.987,2.4515,2.987,16935.90662689,46611.106509648611
1641945600,2022-01-12 00:00:00,AXS3S/USDT,3.2372,3.3311,2.3073,2.4868,14158.83969236,39496.534195712304
1641859200,2022-01-11 00:00:00,AXS3S/USDT,4.0329,4.1916,3.1116,3.2415,16309.40606148,57158.909493697373
1641772800,2022-01-10 00:00:00,AXS3S/USDT,3.5134,4.4582,3.3652,4.024,17379.51857391,67745.480265836552
1641686400,2022-01-09 00:00:00,AXS3S/USDT,3.8034,3.9984,3.1903,3.4795,23594.64277016,86637.346712975782
1641600000,2022-01-08 00:00:00,AXS3S/USDT,3.3951,4.1604,3.0701,3.791,32597.93282911,115225.169578244553
1641513600,2022-01-07 00:00:00,AXS3S/USDT,2.8344,3.7497,2.8219,3.3951,66792.68912017,227652.143529609769
1641427200,2022-01-06 00:00:00,AXS3S/USDT,2.7468,3.1919,2.6622,2.8373,91111.03813313,267862.722474029091
1641340800,2022-01-05 00:00:00,AXS3S/USDT,1.9235,3.0499,1.7894,2.7355,69748.56375797,171878.226112947187
1641254400,2022-01-04 00:00:00,AXS3S/USDT,1.8575,1.9644,1.7243,1.9193,18551.51662715,34442.950787222489
1641168000,2022-01-03 00:00:00,AXS3S/USDT,1.7501,1.9808,1.6688,1.8696,10942.93353963,20115.572257353039
1641081600,2022-01-02 00:00:00,AXS3S/USDT,1.929,1.9808,1.7303,1.7528,21876.85613139,40083.649483948776
1640995200,2022-01-01 00:00:00,AXS3S/USDT,1.9596,2.0961,1.869,1.9373,21761.58672141,42188.863903134261
1640908800,2021-12-31 00:00:00,AXS3S/USDT,1.9132,2.1157,1.7196,1.9715,29561.60570404,57785.510522203696
1640822400,2021-12-30 00:00:00,AXS3S/USDT,1.9682,2.0978,1.7999,1.9014,17805.65482625,34007.262480416179
1640736000,2021-12-29 00:00:00,AXS3S/USDT,1.6792,2.0314,1.6507,1.9785,38327.46940889,70954.053998349063
1640649600,2021-12-28 00:00:00,AXS3S/USDT,1.4205,1.7343,1.396,1.7086,23472.35642601,36048.101236849107
