https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume H2O,Volume USDT
1663264800,2022-09-15 18:00:00,H2O/USDT,0.29,0.2909,0.2835,0.2835,127.1248,36.78268357
1663261200,2022-09-15 17:00:00,H2O/USDT,0.2882,0.2882,0.2882,0.2882,23.1961,6.68511602
1663257600,2022-09-15 16:00:00,H2O/USDT,0.2904,0.2904,0.2904,0.2904,265418.7,77077.59048
1663254000,2022-09-15 15:00:00,H2O/USDT,0.291,0.2911,0.291,0.2911,171.7827,49.9999802
1663250400,2022-09-15 14:00:00,H2O/USDT,0.2878,0.2878,0.2878,0.2878,0,0
1663246800,2022-09-15 13:00:00,H2O/USDT,0.2878,0.2879,0.2878,0.2878,293213.6666,84416.21344125
1663243200,2022-09-15 12:00:00,H2O/USDT,0.2877,0.2877,0.2877,0.2877,0,0
1663239600,2022-09-15 11:00:00,H2O/USDT,0.2877,0.2877,0.2877,0.2877,0,0
1663236000,2022-09-15 10:00:00,H2O/USDT,0.2877,0.2877,0.2877,0.2877,0,0
1663232400,2022-09-15 09:00:00,H2O/USDT,0.2875,0.2877,0.2875,0.2877,2375.4347,683.10662321
1663228800,2022-09-15 08:00:00,H2O/USDT,0.2895,0.2895,0.2844,0.2844,1708.5114,487.02331327
1663225200,2022-09-15 07:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,0,0
1663221600,2022-09-15 06:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,0,0
1663218000,2022-09-15 05:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,0,0
1663214400,2022-09-15 04:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,0,0
1663210800,2022-09-15 03:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,6.8704,1.99997344
1663207200,2022-09-15 02:00:00,H2O/USDT,0.2878,0.2911,0.2878,0.2911,684.8079,199.29610439
1663203600,2022-09-15 01:00:00,H2O/USDT,0.2878,0.2878,0.2878,0.2878,14.9472,4.30180416
1663200000,2022-09-15 00:00:00,H2O/USDT,0.2878,0.2878,0.2878,0.2878,0,0
1663196400,2022-09-14 23:00:00,H2O/USDT,0.2878,0.2878,0.2878,0.2878,0,0
1663192800,2022-09-14 22:00:00,H2O/USDT,0.2878,0.2878,0.2878,0.2878,0,0
1663189200,2022-09-14 21:00:00,H2O/USDT,0.2878,0.2878,0.2878,0.2878,0,0
1663185600,2022-09-14 20:00:00,H2O/USDT,0.2878,0.2878,0.2878,0.2878,0,0
1663182000,2022-09-14 19:00:00,H2O/USDT,0.2947,0.2947,0.2878,0.2878,394.719,114.95774101
1663178400,2022-09-14 18:00:00,H2O/USDT,0.2946,0.2946,0.2946,0.2946,1.3345,0.3931437
1663174800,2022-09-14 17:00:00,H2O/USDT,0.295,0.295,0.295,0.295,2.5162,0.742279
1663171200,2022-09-14 16:00:00,H2O/USDT,0.2948,0.2948,0.2946,0.2946,217399.054,64089.2391884
1663167600,2022-09-14 15:00:00,H2O/USDT,0.2946,0.2946,0.2946,0.2946,61.1689,18.02035794
1663164000,2022-09-14 14:00:00,H2O/USDT,0.295,0.295,0.295,0.295,0,0
1663160400,2022-09-14 13:00:00,H2O/USDT,0.295,0.295,0.295,0.295,0,0
1663156800,2022-09-14 12:00:00,H2O/USDT,0.295,0.295,0.295,0.295,13.4774,3.975833
1663153200,2022-09-14 11:00:00,H2O/USDT,0.295,0.295,0.2947,0.2947,216366.3103,63763.1953885
1663149600,2022-09-14 10:00:00,H2O/USDT,0.297,0.297,0.297,0.297,0,0
1663146000,2022-09-14 09:00:00,H2O/USDT,0.2928,0.297,0.2928,0.297,3047.6119,900.19996748
1663142400,2022-09-14 08:00:00,H2O/USDT,0.2895,0.2927,0.2895,0.2895,374.7461,108.70818513
1663138800,2022-09-14 07:00:00,H2O/USDT,0.2916,0.2916,0.2911,0.2911,122.3448,35.6379343
1663135200,2022-09-14 06:00:00,H2O/USDT,0.2941,0.2941,0.2941,0.2941,0,0
1663131600,2022-09-14 05:00:00,H2O/USDT,0.2916,0.2941,0.2912,0.2941,187.7499,54.78248913
1663128000,2022-09-14 04:00:00,H2O/USDT,0.2927,0.2928,0.2912,0.2912,1739.3938,508.99982892
1663124400,2022-09-14 03:00:00,H2O/USDT,0.2927,0.2927,0.2927,0.2927,213.1372,62.38525844
1663120800,2022-09-14 02:00:00,H2O/USDT,0.2967,0.2967,0.2906,0.2928,963.1774,282.37302706
1663117200,2022-09-14 01:00:00,H2O/USDT,0.297,0.297,0.297,0.297,60.1056,17.8513632
1663113600,2022-09-14 00:00:00,H2O/USDT,0.2969,0.2969,0.2969,0.2969,0,0
1663110000,2022-09-13 23:00:00,H2O/USDT,0.2969,0.2969,0.2969,0.2969,0.3368,0.09999592
1663106400,2022-09-13 22:00:00,H2O/USDT,0.2969,0.2969,0.2969,0.2969,0,0
1663102800,2022-09-13 21:00:00,H2O/USDT,0.2969,0.2969,0.2969,0.2969,353.6,104.98384
1663099200,2022-09-13 20:00:00,H2O/USDT,0.2969,0.2969,0.2969,0.2969,0,0
1663095600,2022-09-13 19:00:00,H2O/USDT,0.2968,0.2969,0.2968,0.2969,123.3378,36.61889282
1663092000,2022-09-13 18:00:00,H2O/USDT,0.2969,0.2969,0.2969,0.2969,37.0495,10.99999655
1663088400,2022-09-13 17:00:00,H2O/USDT,0.29,0.29,0.29,0.29,0,0
1663084800,2022-09-13 16:00:00,H2O/USDT,0.2926,0.2926,0.29,0.29,209478.2818,61293.336462
1663081200,2022-09-13 15:00:00,H2O/USDT,0.2957,0.2957,0.2957,0.2957,3.3818,0.99999826
1663077600,2022-09-13 14:00:00,H2O/USDT,0.2894,0.2948,0.2894,0.2948,496.9682,146.3393104
1663074000,2022-09-13 13:00:00,H2O/USDT,0.2893,0.2893,0.2893,0.2893,6.983,2.0201819
1663070400,2022-09-13 12:00:00,H2O/USDT,0.2968,0.2968,0.2907,0.2908,444.3681,131.07345856
1663066800,2022-09-13 11:00:00,H2O/USDT,0.2955,0.2955,0.2955,0.2955,9.6652,2.8560666
1663063200,2022-09-13 10:00:00,H2O/USDT,0.2955,0.2955,0.2955,0.2955,0,0
1663059600,2022-09-13 09:00:00,H2O/USDT,0.2955,0.2955,0.2955,0.2955,48.6377,14.37244035
1663056000,2022-09-13 08:00:00,H2O/USDT,0.2955,0.2955,0.2955,0.2955,95.8,28.3089
1663052400,2022-09-13 07:00:00,H2O/USDT,0.2955,0.2955,0.2955,0.2955,79.2452,23.4169566
1663048800,2022-09-13 06:00:00,H2O/USDT,0.296,0.296,0.296,0.296,0,0
1663045200,2022-09-13 05:00:00,H2O/USDT,0.2986,0.2988,0.296,0.296,207803,61510.15087011
1663041600,2022-09-13 04:00:00,H2O/USDT,0.3004,0.3004,0.3004,0.3004,0,0
1663038000,2022-09-13 03:00:00,H2O/USDT,0.3004,0.3004,0.3004,0.3004,0,0
1663034400,2022-09-13 02:00:00,H2O/USDT,0.2974,0.3004,0.2974,0.3004,97.7926,29.18399704
1663030800,2022-09-13 01:00:00,H2O/USDT,0.301,0.301,0.301,0.301,0,0
1663027200,2022-09-13 00:00:00,H2O/USDT,0.301,0.301,0.301,0.301,0,0
1663023600,2022-09-12 23:00:00,H2O/USDT,0.301,0.301,0.301,0.301,0,0
1663020000,2022-09-12 22:00:00,H2O/USDT,0.301,0.301,0.301,0.301,29.9435,9.0129935
1663016400,2022-09-12 21:00:00,H2O/USDT,0.3009,0.3009,0.2956,0.2956,1635.0698,484.18932236
1663012800,2022-09-12 20:00:00,H2O/USDT,0.3004,0.3009,0.3004,0.3009,188.7137,56.77620418
1663009200,2022-09-12 19:00:00,H2O/USDT,0.2976,0.2976,0.2976,0.2976,15.4963,4.61169888
1663005600,2022-09-12 18:00:00,H2O/USDT,0.2965,0.2965,0.2965,0.2965,0,0
1663002000,2022-09-12 17:00:00,H2O/USDT,0.2965,0.2965,0.2965,0.2965,0,0
1662998400,2022-09-12 16:00:00,H2O/USDT,0.3115,0.3115,0.2965,0.2965,1713.516,512.63023638
1662994800,2022-09-12 15:00:00,H2O/USDT,0.3066,0.3117,0.3066,0.3116,1705.3777,530.88447675
1662991200,2022-09-12 14:00:00,H2O/USDT,0.3005,0.3005,0.3005,0.3005,0,0
1662987600,2022-09-12 13:00:00,H2O/USDT,0.3004,0.3066,0.3004,0.3005,865.8227,261.81971345
1662984000,2022-09-12 12:00:00,H2O/USDT,0.3009,0.3009,0.3009,0.3009,16.6389,5.00664501
1662980400,2022-09-12 11:00:00,H2O/USDT,0.3057,0.3057,0.3002,0.3057,504.3565,153.17299577
1662976800,2022-09-12 10:00:00,H2O/USDT,0.3057,0.3057,0.3057,0.3057,0,0
1662973200,2022-09-12 09:00:00,H2O/USDT,0.3053,0.3057,0.3045,0.3057,507.9219,154.92544078
1662969600,2022-09-12 08:00:00,H2O/USDT,0.3,0.3,0.2978,0.2978,100,29.87315548
1662966000,2022-09-12 07:00:00,H2O/USDT,0.3,0.3,0.3,0.3,0,0
1662962400,2022-09-12 06:00:00,H2O/USDT,0.295,0.3039,0.295,0.3,1331.1325,398.81514929
1662958800,2022-09-12 05:00:00,H2O/USDT,0.2923,0.2923,0.2923,0.2923,0,0
1662955200,2022-09-12 04:00:00,H2O/USDT,0.2923,0.2923,0.2923,0.2923,37.13,10.853099
1662951600,2022-09-12 03:00:00,H2O/USDT,0.2938,0.2938,0.2938,0.2938,0,0
1662948000,2022-09-12 02:00:00,H2O/USDT,0.2938,0.2938,0.2938,0.2938,0,0
1662944400,2022-09-12 01:00:00,H2O/USDT,0.2938,0.2938,0.2938,0.2938,0,0
1662940800,2022-09-12 00:00:00,H2O/USDT,0.2903,0.2947,0.2832,0.2938,5850.3275,1685.62813092
1662937200,2022-09-11 23:00:00,H2O/USDT,0.2927,0.2927,0.2927,0.2927,0,0
1662933600,2022-09-11 22:00:00,H2O/USDT,0.2985,0.2985,0.2927,0.2927,73.7018,21.78625208
1662930000,2022-09-11 21:00:00,H2O/USDT,0.2919,0.2919,0.2919,0.2919,0,0
1662926400,2022-09-11 20:00:00,H2O/USDT,0.2919,0.2919,0.2919,0.2919,0,0
1662922800,2022-09-11 19:00:00,H2O/USDT,0.2956,0.2956,0.2919,0.2919,664.5426,194.61224724
1662919200,2022-09-11 18:00:00,H2O/USDT,0.2955,0.2955,0.2955,0.2955,0,0
1662915600,2022-09-11 17:00:00,H2O/USDT,0.2991,0.2991,0.2955,0.2955,469.8486,140.3580364
1662912000,2022-09-11 16:00:00,H2O/USDT,0.2985,0.2985,0.2985,0.2985,0,0
1662908400,2022-09-11 15:00:00,H2O/USDT,0.2985,0.2985,0.2985,0.2985,0,0
1662904800,2022-09-11 14:00:00,H2O/USDT,0.2985,0.2985,0.2985,0.2985,0,0
1662901200,2022-09-11 13:00:00,H2O/USDT,0.3057,0.3058,0.2975,0.2985,476.0591,143.36911797
1662897600,2022-09-11 12:00:00,H2O/USDT,0.3001,0.3058,0.3001,0.3058,5227.7057,1587.23976681
1662894000,2022-09-11 11:00:00,H2O/USDT,0.3001,0.3001,0.3001,0.3001,16.6611,4.99999611
1662890400,2022-09-11 10:00:00,H2O/USDT,0.2903,0.2903,0.2903,0.2903,0,0
1662886800,2022-09-11 09:00:00,H2O/USDT,0.2903,0.2903,0.2903,0.2903,0,0
1662883200,2022-09-11 08:00:00,H2O/USDT,0.2903,0.2903,0.2903,0.2903,20.6634,5.99858502
1662879600,2022-09-11 07:00:00,H2O/USDT,0.2945,0.2945,0.2941,0.2941,517.2257,152.2523514
1662876000,2022-09-11 06:00:00,H2O/USDT,0.2925,0.2925,0.2925,0.2925,0,0
1662872400,2022-09-11 05:00:00,H2O/USDT,0.2925,0.2925,0.2925,0.2925,17.289,5.0570325
1662868800,2022-09-11 04:00:00,H2O/USDT,0.3,0.3,0.2953,0.3,82.5591,24.75147223
1662865200,2022-09-11 03:00:00,H2O/USDT,0.2999,0.2999,0.2999,0.2999,0,0
1662861600,2022-09-11 02:00:00,H2O/USDT,0.2954,0.3,0.2954,0.2999,5591.093,1669.58286569
1662858000,2022-09-11 01:00:00,H2O/USDT,0.2853,0.2911,0.2851,0.2851,2632.4212,760.96270585
1662854400,2022-09-11 00:00:00,H2O/USDT,0.2801,0.2801,0.2801,0.2801,0,0
1662850800,2022-09-10 23:00:00,H2O/USDT,0.2861,0.2861,0.2801,0.2801,79.4266,22.48567046
1662847200,2022-09-10 22:00:00,H2O/USDT,0.2861,0.2861,0.2861,0.2861,17.8739,5.11372279
1662843600,2022-09-10 21:00:00,H2O/USDT,0.2856,0.2861,0.2856,0.2861,273.4017,78.1317736
1662840000,2022-09-10 20:00:00,H2O/USDT,0.2784,0.2784,0.2784,0.2784,7.2966,2.03137344
1662836400,2022-09-10 19:00:00,H2O/USDT,0.2787,0.2858,0.2787,0.2788,50.8382,14.17580705
1662832800,2022-09-10 18:00:00,H2O/USDT,0.2795,0.2796,0.2792,0.2793,739.1645,206.48985158
1662829200,2022-09-10 17:00:00,H2O/USDT,0.2858,0.2858,0.2858,0.2858,0,0
1662825600,2022-09-10 16:00:00,H2O/USDT,0.2858,0.2858,0.2858,0.2858,156.6635,44.7744283
1662822000,2022-09-10 15:00:00,H2O/USDT,0.2858,0.2858,0.2858,0.2858,0,0
1662818400,2022-09-10 14:00:00,H2O/USDT,0.2858,0.2858,0.2858,0.2858,0,0
1662814800,2022-09-10 13:00:00,H2O/USDT,0.2858,0.2858,0.2858,0.2858,0,0
1662811200,2022-09-10 12:00:00,H2O/USDT,0.2784,0.2858,0.2784,0.2858,36.302,10.1204998
1662807600,2022-09-10 11:00:00,H2O/USDT,0.2785,0.2785,0.2785,0.2785,246.6741,68.69873685
1662804000,2022-09-10 10:00:00,H2O/USDT,0.2785,0.2787,0.2784,0.2787,224.5029,62.54722393
1662800400,2022-09-10 09:00:00,H2O/USDT,0.2792,0.2861,0.2792,0.2861,257.7894,73.56946926
1662796800,2022-09-10 08:00:00,H2O/USDT,0.2832,0.2832,0.282,0.282,287.9775,81.41007077
1662793200,2022-09-10 07:00:00,H2O/USDT,0.2909,0.2909,0.2909,0.2909,15.2451,4.43479959
1662789600,2022-09-10 06:00:00,H2O/USDT,0.2911,0.2911,0.2823,0.2892,533.2473,153.75058152
1662786000,2022-09-10 05:00:00,H2O/USDT,0.2892,0.2911,0.2891,0.2911,1106.5042,320.1985904
1662782400,2022-09-10 04:00:00,H2O/USDT,0.2892,0.2892,0.2892,0.2892,0,0
1662778800,2022-09-10 03:00:00,H2O/USDT,0.2892,0.2892,0.2892,0.2892,0,0
1662775200,2022-09-10 02:00:00,H2O/USDT,0.2892,0.2892,0.2892,0.2892,9.6652,2.79517584
1662771600,2022-09-10 01:00:00,H2O/USDT,0.2891,0.2892,0.2891,0.2891,477.9368,138.1985752
1662768000,2022-09-10 00:00:00,H2O/USDT,0.2811,0.2811,0.2811,0.2811,0,0
1662764400,2022-09-09 23:00:00,H2O/USDT,0.2811,0.2811,0.2811,0.2811,0,0
1662760800,2022-09-09 22:00:00,H2O/USDT,0.2811,0.2811,0.2811,0.2811,0,0
1662757200,2022-09-09 21:00:00,H2O/USDT,0.2811,0.2811,0.2811,0.2811,0,0
1662753600,2022-09-09 20:00:00,H2O/USDT,0.2804,0.2889,0.2771,0.2811,401.9198,113.89556207
1662750000,2022-09-09 19:00:00,H2O/USDT,0.2802,0.2804,0.2802,0.2804,1392.4471,390.40042684
1662746400,2022-09-09 18:00:00,H2O/USDT,0.2839,0.2839,0.2805,0.2805,2456.7668,693.27689256
1662742800,2022-09-09 17:00:00,H2O/USDT,0.2871,0.2871,0.284,0.284,78.2018,22.26329925
1662739200,2022-09-09 16:00:00,H2O/USDT,0.2844,0.2861,0.2844,0.286,102.3288,29.27024192
1662735600,2022-09-09 15:00:00,H2O/USDT,0.2888,0.2888,0.28,0.2801,1557.1247,437.39191888
1662732000,2022-09-09 14:00:00,H2O/USDT,0.2891,0.2892,0.2826,0.2826,771.8562,222.5461341
1662728400,2022-09-09 13:00:00,H2O/USDT,0.2879,0.2881,0.2879,0.2881,590.5435,170.06884388
1662724800,2022-09-09 12:00:00,H2O/USDT,0.2879,0.2879,0.2879,0.2879,34.7342,9.99997618
1662721200,2022-09-09 11:00:00,H2O/USDT,0.2833,0.2891,0.2813,0.2891,843.128,237.45630752
1662717600,2022-09-09 10:00:00,H2O/USDT,0.2833,0.2833,0.2833,0.2833,0,0
1662714000,2022-09-09 09:00:00,H2O/USDT,0.2833,0.2833,0.2833,0.2833,0,0
1662710400,2022-09-09 08:00:00,H2O/USDT,0.2893,0.2893,0.2833,0.2833,608.0623,173.68369143
1662706800,2022-09-09 07:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,0,0
1662703200,2022-09-09 06:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,0,0
1662699600,2022-09-09 05:00:00,H2O/USDT,0.2911,0.2911,0.2911,0.2911,1.48,0.430828
1662696000,2022-09-09 04:00:00,H2O/USDT,0.2929,0.2929,0.2929,0.2929,1.22,0.357338
1662692400,2022-09-09 03:00:00,H2O/USDT,0.293,0.2988,0.2929,0.2932,403.8474,118.54873285
1662688800,2022-09-09 02:00:00,H2O/USDT,0.2945,0.2945,0.2945,0.2945,0,0
1662685200,2022-09-09 01:00:00,H2O/USDT,0.2945,0.2945,0.2945,0.2945,0,0
1662681600,2022-09-09 00:00:00,H2O/USDT,0.2945,0.2945,0.2945,0.2945,0,0
1662678000,2022-09-08 23:00:00,H2O/USDT,0.2945,0.2945,0.2945,0.2945,0,0
1662674400,2022-09-08 22:00:00,H2O/USDT,0.2946,0.2946,0.2945,0.2945,105.2933,31.01433685
1662670800,2022-09-08 21:00:00,H2O/USDT,0.2946,0.2946,0.2946,0.2946,0,0
1662667200,2022-09-08 20:00:00,H2O/USDT,0.2946,0.2946,0.2946,0.2946,53.3923,15.72937158
1662663600,2022-09-08 19:00:00,H2O/USDT,0.2913,0.2913,0.2913,0.2913,0,0
1662660000,2022-09-08 18:00:00,H2O/USDT,0.2913,0.2913,0.2913,0.2913,53.3923,15.55317699
1662656400,2022-09-08 17:00:00,H2O/USDT,0.3005,0.3005,0.3005,0.3005,106.7846,32.0887723
1662652800,2022-09-08 16:00:00,H2O/USDT,0.3005,0.3005,0.3005,0.3005,17.8804,5.3730602
1662649200,2022-09-08 15:00:00,H2O/USDT,0.2995,0.2995,0.2945,0.2946,564.7718,166.46074722
1662645600,2022-09-08 14:00:00,H2O/USDT,0.3003,0.3003,0.2946,0.2946,301.7638,89.93468081
1662642000,2022-09-08 13:00:00,H2O/USDT,0.3003,0.3003,0.3,0.3,23.93,7.1793
1662638400,2022-09-08 12:00:00,H2O/USDT,0.29,0.2999,0.29,0.2999,2912.0734,859.55403243
1662634800,2022-09-08 11:00:00,H2O/USDT,0.2903,0.2904,0.2903,0.2904,402.9897,116.9999742
1662631200,2022-09-08 10:00:00,H2O/USDT,0.2903,0.2903,0.2903,0.2903,87.8401,25.49998103
1662627600,2022-09-08 09:00:00,H2O/USDT,0.2907,0.2907,0.2834,0.2903,3482.567,997.44232794
1662624000,2022-09-08 08:00:00,H2O/USDT,0.291,0.291,0.2904,0.2904,503.3317,146.35722786
1662620400,2022-09-08 07:00:00,H2O/USDT,0.3005,0.3005,0.3005,0.3005,0,0
1662616800,2022-09-08 06:00:00,H2O/USDT,0.3005,0.3005,0.3005,0.3005,272.6058,81.9180429
1662613200,2022-09-08 05:00:00,H2O/USDT,0.2943,0.2943,0.2943,0.2943,0,0
1662609600,2022-09-08 04:00:00,H2O/USDT,0.3005,0.3007,0.2943,0.2943,513.5741,151.94248721
1662606000,2022-09-08 03:00:00,H2O/USDT,0.2946,0.2946,0.2946,0.2946,0,0
1662602400,2022-09-08 02:00:00,H2O/USDT,0.2946,0.2946,0.2946,0.2946,0,0
1662598800,2022-09-08 01:00:00,H2O/USDT,0.2946,0.2946,0.2946,0.2946,0,0
1662595200,2022-09-08 00:00:00,H2O/USDT,0.2947,0.2947,0.2944,0.2946,112.6964,33.2052773
1662591600,2022-09-07 23:00:00,H2O/USDT,0.2945,0.2946,0.2945,0.2946,29.4217,8.66684365
1662588000,2022-09-07 22:00:00,H2O/USDT,0.2957,0.2957,0.2957,0.2957,77.2972,22.85678204
1662584400,2022-09-07 21:00:00,H2O/USDT,0.3004,0.3008,0.2955,0.2957,133899.6737,40221.66355012
1662580800,2022-09-07 20:00:00,H2O/USDT,0.294,0.3007,0.294,0.3007,280.7119,83.02786493
1662577200,2022-09-07 19:00:00,H2O/USDT,0.2937,0.2938,0.2937,0.2938,311.1757,91.40495309
1662573600,2022-09-07 18:00:00,H2O/USDT,0.2937,0.2937,0.2937,0.2937,0,0
1662570000,2022-09-07 17:00:00,H2O/USDT,0.2937,0.2937,0.2937,0.2937,0,0
1662566400,2022-09-07 16:00:00,H2O/USDT,0.2937,0.2937,0.2937,0.2937,81.1694,23.83945278
1662562800,2022-09-07 15:00:00,H2O/USDT,0.2874,0.2874,0.2874,0.2874,0,0
1662559200,2022-09-07 14:00:00,H2O/USDT,0.2938,0.2938,0.2874,0.2874,19.7841,5.75124826
1662555600,2022-09-07 13:00:00,H2O/USDT,0.2906,0.2906,0.2878,0.2878,244.238,70.59572331
1662552000,2022-09-07 12:00:00,H2O/USDT,0.2906,0.2906,0.2906,0.2906,37.453,10.8838418
1662548400,2022-09-07 11:00:00,H2O/USDT,0.2941,0.2941,0.2896,0.2906,331.0388,96.45297816
1662544800,2022-09-07 10:00:00,H2O/USDT,0.2998,0.3002,0.2874,0.3002,301978.7178,90601.97914449
1662541200,2022-09-07 09:00:00,H2O/USDT,0.2857,0.3007,0.2799,0.2998,24129.6211,7004.24432793
1662537600,2022-09-07 08:00:00,H2O/USDT,0.2912,0.2912,0.2804,0.2804,2400.1021,697.03492452
1662534000,2022-09-07 07:00:00,H2O/USDT,0.2932,0.2932,0.2912,0.2912,380.0438,110.72442496
1662530400,2022-09-07 06:00:00,H2O/USDT,0.2912,0.2932,0.2912,0.2932,195.1198,56.95296816
1662526800,2022-09-07 05:00:00,H2O/USDT,0.2912,0.2912,0.2912,0.2912,369.0069,107.45480928
