https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRB,Volume USDT
1662678000,2022-09-08 23:00:00,TRB/USDT,15.993,15.993,15.885,15.907,45.5689,726.3510939
1662674400,2022-09-08 22:00:00,TRB/USDT,16.126,16.126,15.918,15.967,29.8982,479.6470652
1662670800,2022-09-08 21:00:00,TRB/USDT,16.218,16.218,16.055,16.138,573.0306,9228.0969627
1662667200,2022-09-08 20:00:00,TRB/USDT,16.294,16.373,16.224,16.232,67.5821,1101.6095952
1662663600,2022-09-08 19:00:00,TRB/USDT,16.236,16.277,16.165,16.277,168.6517,2736.8191157
1662660000,2022-09-08 18:00:00,TRB/USDT,16.276,16.276,16.22,16.236,36.2808,589.2686131
1662656400,2022-09-08 17:00:00,TRB/USDT,16.284,16.325,16.198,16.228,47.2554,769.6469458
1662652800,2022-09-08 16:00:00,TRB/USDT,16.386,16.386,16.097,16.279,136.5336,2213.7465222
1662649200,2022-09-08 15:00:00,TRB/USDT,16.416,16.44,16.345,16.377,128.763,2112.2884131
1662645600,2022-09-08 14:00:00,TRB/USDT,16.262,16.4,16.195,16.4,292.9357,4763.2012062
1662642000,2022-09-08 13:00:00,TRB/USDT,16.176,16.386,16,16.315,324.8138,5237.3312601
1662638400,2022-09-08 12:00:00,TRB/USDT,16.495,16.495,16.065,16.242,494.6555,8049.7949037
1662634800,2022-09-08 11:00:00,TRB/USDT,16.53,16.548,16.44,16.463,39.0567,643.0795901
1662631200,2022-09-08 10:00:00,TRB/USDT,16.436,16.53,16.415,16.53,83.6547,1378.1577183
1662627600,2022-09-08 09:00:00,TRB/USDT,16.508,16.556,16.419,16.445,49.5198,817.1832407
1662624000,2022-09-08 08:00:00,TRB/USDT,16.446,16.498,16.446,16.498,56.1982,926.0708688
1662620400,2022-09-08 07:00:00,TRB/USDT,16.702,16.702,16.325,16.475,145.092,2393.6072841
1662616800,2022-09-08 06:00:00,TRB/USDT,16.758,16.893,16.702,16.702,599.6421,10095.1929335
1662613200,2022-09-08 05:00:00,TRB/USDT,16.716,16.836,16.716,16.737,50.6456,848.9950795
1662609600,2022-09-08 04:00:00,TRB/USDT,16.958,16.962,16.618,16.748,176.6613,2963.8779439
1662606000,2022-09-08 03:00:00,TRB/USDT,16.911,16.957,16.859,16.899,60.5264,1023.0180825
1662602400,2022-09-08 02:00:00,TRB/USDT,16.82,16.938,16.82,16.938,80.5138,1359.7121422
1662598800,2022-09-08 01:00:00,TRB/USDT,17.075,17.125,16.823,16.823,32.1321,547.305848
1662595200,2022-09-08 00:00:00,TRB/USDT,17.137,17.287,16.988,17.006,68.6669,1173.43291
1662591600,2022-09-07 23:00:00,TRB/USDT,16.718,17.328,16.718,17.137,807.6925,13780.9630428
1662588000,2022-09-07 22:00:00,TRB/USDT,16.716,16.728,16.58,16.63,68.383,1141.1006899
1662584400,2022-09-07 21:00:00,TRB/USDT,16.827,16.827,16.607,16.698,284.5175,4755.9782005
1662580800,2022-09-07 20:00:00,TRB/USDT,16.506,16.937,16.467,16.775,207.15,3477.0433079
1662577200,2022-09-07 19:00:00,TRB/USDT,16.55,16.597,16.406,16.455,321.261,5314.3734546
1662573600,2022-09-07 18:00:00,TRB/USDT,16.736,16.736,16.46,16.607,558.1295,9250.8513782
1662570000,2022-09-07 17:00:00,TRB/USDT,16.349,16.797,16.32,16.7,421.0213,6970.767814
1662566400,2022-09-07 16:00:00,TRB/USDT,16.273,16.35,16.273,16.35,189.2978,3087.9870363
1662562800,2022-09-07 15:00:00,TRB/USDT,16.276,16.307,16.22,16.307,190.5394,3100.9806618
1662559200,2022-09-07 14:00:00,TRB/USDT,16.211,16.305,16.157,16.23,365.073,5928.9429416
1662555600,2022-09-07 13:00:00,TRB/USDT,16.337,16.46,16.192,16.216,282.88,4612.4919005
1662552000,2022-09-07 12:00:00,TRB/USDT,16.268,16.38,16.147,16.327,147.4462,2397.4454687
1662548400,2022-09-07 11:00:00,TRB/USDT,16.43,16.53,16.26,16.295,121.9172,1995.4106389
1662544800,2022-09-07 10:00:00,TRB/USDT,16.276,16.545,16.266,16.428,898.7311,14705.978817
1662541200,2022-09-07 09:00:00,TRB/USDT,15.996,16.386,15.955,16.262,475.0894,7726.2276596
1662537600,2022-09-07 08:00:00,TRB/USDT,15.88,16.167,15.88,15.98,215.1407,3471.8614531
1662534000,2022-09-07 07:00:00,TRB/USDT,15.893,15.956,15.785,15.956,72.4944,1149.6642398
1662530400,2022-09-07 06:00:00,TRB/USDT,15.782,15.913,15.765,15.913,22.8663,363.1125708
