https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LSS,Volume USDT
1663174800,2022-09-14 17:00:00,LSS/USDT,0.16839,0.16909,0.16707,0.16882,4070.2287,685.80646221
1663171200,2022-09-14 16:00:00,LSS/USDT,0.16806,0.16918,0.16635,0.16732,23156.4443,3896.204757797
1663167600,2022-09-14 15:00:00,LSS/USDT,0.16714,0.16807,0.16568,0.16806,11700.1605,1956.054516379
1663164000,2022-09-14 14:00:00,LSS/USDT,0.16714,0.1672,0.16566,0.16714,6398.3302,1069.308855541
1663160400,2022-09-14 13:00:00,LSS/USDT,0.16631,0.16806,0.16368,0.16715,33792.9252,5592.932883511
1663156800,2022-09-14 12:00:00,LSS/USDT,0.1649,0.16631,0.1649,0.16493,17133.6157,2827.916468104
1663153200,2022-09-14 11:00:00,LSS/USDT,0.16874,0.16905,0.16499,0.165,57189.8466,9458.329705223
1663149600,2022-09-14 10:00:00,LSS/USDT,0.16801,0.17035,0.16782,0.16874,8073.3984,1371.904062524
1663146000,2022-09-14 09:00:00,LSS/USDT,0.168,0.16941,0.16707,0.16941,6498.1058,1094.82931787
1663142400,2022-09-14 08:00:00,LSS/USDT,0.16817,0.16992,0.16568,0.1677,24224.2559,4057.519650298
1663138800,2022-09-14 07:00:00,LSS/USDT,0.16874,0.17,0.16816,0.16817,8672.8155,1471.691043139
1663135200,2022-09-14 06:00:00,LSS/USDT,0.1714,0.17141,0.16874,0.16874,7626.276,1301.998328384
1663131600,2022-09-14 05:00:00,LSS/USDT,0.17087,0.17143,0.16905,0.17142,6137.0733,1049.557936309
1663128000,2022-09-14 04:00:00,LSS/USDT,0.167,0.1723,0.167,0.1723,14992.1929,2555.755384896
1663124400,2022-09-14 03:00:00,LSS/USDT,0.16798,0.16798,0.166,0.16773,7372.7056,1230.878827634
1663120800,2022-09-14 02:00:00,LSS/USDT,0.1684,0.16992,0.16798,0.16798,60220.5794,10123.620456591
1663117200,2022-09-14 01:00:00,LSS/USDT,0.16817,0.16985,0.16816,0.1684,4742.1016,799.804835187
1663113600,2022-09-14 00:00:00,LSS/USDT,0.16943,0.16991,0.16815,0.16943,289.2245,48.91179945
1663110000,2022-09-13 23:00:00,LSS/USDT,0.16865,0.16943,0.16815,0.16943,2577.6395,433.611891232
1663106400,2022-09-13 22:00:00,LSS/USDT,0.16945,0.17036,0.1686,0.16865,2686.8813,455.424486513
1663102800,2022-09-13 21:00:00,LSS/USDT,0.17037,0.17256,0.16953,0.16953,8212.7852,1399.631411451
1663099200,2022-09-13 20:00:00,LSS/USDT,0.17109,0.1711,0.16817,0.16954,24708.0729,4192.438063443
1663095600,2022-09-13 19:00:00,LSS/USDT,0.17079,0.1711,0.165,0.17109,61390.0256,10361.781158826
1663092000,2022-09-13 18:00:00,LSS/USDT,0.17397,0.1748,0.16916,0.16955,74058.4536,12699.343660546
1663088400,2022-09-13 17:00:00,LSS/USDT,0.17265,0.174,0.17256,0.1726,13822.5498,2402.584310274
1663084800,2022-09-13 16:00:00,LSS/USDT,0.17226,0.17394,0.17215,0.17394,875.8457,151.115230981
1663081200,2022-09-13 15:00:00,LSS/USDT,0.17271,0.17396,0.172,0.17214,15489.3838,2670.144914592
1663077600,2022-09-13 14:00:00,LSS/USDT,0.17257,0.175,0.17211,0.17271,18391.7375,3204.765397712
1663074000,2022-09-13 13:00:00,LSS/USDT,0.17397,0.17767,0.17,0.17257,87140.2734,15065.413699327
1663070400,2022-09-13 12:00:00,LSS/USDT,0.18498,0.18648,0.17342,0.17406,111272.3656,19914.611260077
1663066800,2022-09-13 11:00:00,LSS/USDT,0.18617,0.18754,0.1825,0.18498,18747.6488,3459.338854724
1663063200,2022-09-13 10:00:00,LSS/USDT,0.17662,0.18899,0.17642,0.18601,202335.3663,37163.977190444
1663059600,2022-09-13 09:00:00,LSS/USDT,0.17737,0.17876,0.17636,0.17662,6613.4568,1171.4803675
1663056000,2022-09-13 08:00:00,LSS/USDT,0.17879,0.17949,0.17737,0.17737,2265.6897,404.916720425
1663052400,2022-09-13 07:00:00,LSS/USDT,0.17807,0.17999,0.17715,0.17715,14536.1921,2597.07781203
1663048800,2022-09-13 06:00:00,LSS/USDT,0.17673,0.17945,0.17672,0.17807,7162.887,1273.40427216
1663045200,2022-09-13 05:00:00,LSS/USDT,0.17577,0.17807,0.175,0.17807,7610.0182,1345.315175795
1663041600,2022-09-13 04:00:00,LSS/USDT,0.17498,0.17619,0.17498,0.17615,71.0253,12.44308111
1663038000,2022-09-13 03:00:00,LSS/USDT,0.17519,0.17655,0.17498,0.17649,2760.8272,485.924480582
1663034400,2022-09-13 02:00:00,LSS/USDT,0.17463,0.17618,0.17359,0.17519,2855.4882,498.903514387
1663030800,2022-09-13 01:00:00,LSS/USDT,0.17817,0.17818,0.17331,0.17331,25822.8968,4496.54558537
1663027200,2022-09-13 00:00:00,LSS/USDT,0.17578,0.1781,0.17484,0.1781,19995.2227,3520.656867471
1663023600,2022-09-12 23:00:00,LSS/USDT,0.17717,0.17719,0.17552,0.17719,12143.2279,2147.626327688
1663020000,2022-09-12 22:00:00,LSS/USDT,0.18165,0.18165,0.17714,0.17714,8577.585,1529.596402727
1663016400,2022-09-12 21:00:00,LSS/USDT,0.18087,0.18165,0.17715,0.18165,15917.9439,2852.014656125
1663012800,2022-09-12 20:00:00,LSS/USDT,0.17717,0.182,0.17715,0.182,34829.1724,6310.539984594
1663009200,2022-09-12 19:00:00,LSS/USDT,0.17806,0.18599,0.17673,0.17878,37579.0919,6802.230453812
1663005600,2022-09-12 18:00:00,LSS/USDT,0.17662,0.17827,0.17654,0.17673,3187.3723,563.695642253
1663002000,2022-09-12 17:00:00,LSS/USDT,0.1763,0.1785,0.17629,0.17662,8117.585,1438.845311698
1662998400,2022-09-12 16:00:00,LSS/USDT,0.17913,0.1813,0.17448,0.1763,61203.8972,10783.082901858
1662994800,2022-09-12 15:00:00,LSS/USDT,0.18251,0.18352,0.17875,0.17915,15104.644,2720.49207653
1662991200,2022-09-12 14:00:00,LSS/USDT,0.1829,0.18352,0.18049,0.18152,7078.2095,1291.449212986
1662987600,2022-09-12 13:00:00,LSS/USDT,0.18123,0.18353,0.17828,0.18353,20463.844,3703.513375183
1662984000,2022-09-12 12:00:00,LSS/USDT,0.17975,0.185,0.17797,0.18123,41477.3858,7604.232867415
1662980400,2022-09-12 11:00:00,LSS/USDT,0.17714,0.18217,0.17683,0.17975,43860.8971,7907.043828125
1662976800,2022-09-12 10:00:00,LSS/USDT,0.17805,0.17805,0.17715,0.178,18815.1593,3348.638371889
1662973200,2022-09-12 09:00:00,LSS/USDT,0.17806,0.18419,0.17802,0.17805,78284.9339,14077.019402344
1662969600,2022-09-12 08:00:00,LSS/USDT,0.17704,0.1781,0.17653,0.178,12325.1552,2193.126982538
1662966000,2022-09-12 07:00:00,LSS/USDT,0.17397,0.185,0.17346,0.17579,74222.1863,13312.902655061
1662962400,2022-09-12 06:00:00,LSS/USDT,0.17322,0.17596,0.1732,0.1754,9597.0426,1666.654324899
1662958800,2022-09-12 05:00:00,LSS/USDT,0.17408,0.17411,0.1732,0.17322,8646.0711,1502.389053436
1662955200,2022-09-12 04:00:00,LSS/USDT,0.17463,0.17631,0.1732,0.17566,4842.2473,847.178504916
1662951600,2022-09-12 03:00:00,LSS/USDT,0.17463,0.17629,0.1732,0.1732,7159.9599,1247.067056186
1662948000,2022-09-12 02:00:00,LSS/USDT,0.17486,0.17679,0.17257,0.17597,17906.8738,3119.145007121
1662944400,2022-09-12 01:00:00,LSS/USDT,0.17444,0.17675,0.171,0.17497,11203.3722,1947.705437051
1662940800,2022-09-12 00:00:00,LSS/USDT,0.17156,0.17459,0.17128,0.17444,4171.1546,725.121365716
1662937200,2022-09-11 23:00:00,LSS/USDT,0.17619,0.17619,0.17113,0.17293,22463.0324,3880.321913806
1662933600,2022-09-11 22:00:00,LSS/USDT,0.17486,0.17715,0.17486,0.17619,1781.3205,315.10776655
1662930000,2022-09-11 21:00:00,LSS/USDT,0.17497,0.17719,0.17411,0.1749,42627.576,7541.460191457
1662926400,2022-09-11 20:00:00,LSS/USDT,0.17506,0.17623,0.1738,0.17623,4908.533,859.674758615
1662922800,2022-09-11 19:00:00,LSS/USDT,0.17485,0.17597,0.17259,0.17506,7256.6778,1263.341022784
1662919200,2022-09-11 18:00:00,LSS/USDT,0.17359,0.17714,0.17325,0.17485,15820.2592,2769.717006668
1662915600,2022-09-11 17:00:00,LSS/USDT,0.175,0.175,0.17111,0.17484,45371.1136,7826.813232263
1662912000,2022-09-11 16:00:00,LSS/USDT,0.17485,0.17642,0.174,0.17631,16566.0875,2885.278059287
1662908400,2022-09-11 15:00:00,LSS/USDT,0.17567,0.17759,0.17401,0.17485,9506.4182,1671.824553824
1662904800,2022-09-11 14:00:00,LSS/USDT,0.17463,0.17617,0.17346,0.17463,8831.5067,1542.579576759
1662901200,2022-09-11 13:00:00,LSS/USDT,0.17354,0.17597,0.17325,0.17597,6524.1237,1140.622777286
1662897600,2022-09-11 12:00:00,LSS/USDT,0.17333,0.17499,0.17326,0.17354,550.53,95.896630902
1662894000,2022-09-11 11:00:00,LSS/USDT,0.1745,0.17498,0.17294,0.17333,2825.5179,491.161476456
1662890400,2022-09-11 10:00:00,LSS/USDT,0.17261,0.1763,0.17261,0.17566,10301.2457,1801.024342796
1662886800,2022-09-11 09:00:00,LSS/USDT,0.17519,0.17683,0.17259,0.17259,20134.6346,3541.449741065
1662883200,2022-09-11 08:00:00,LSS/USDT,0.17279,0.17584,0.17128,0.17376,29742.6489,5195.134298003
1662879600,2022-09-11 07:00:00,LSS/USDT,0.17153,0.17279,0.17153,0.17157,3300.5685,569.396810454
1662876000,2022-09-11 06:00:00,LSS/USDT,0.17153,0.1728,0.17153,0.17153,1199.3634,206.378604951
1662872400,2022-09-11 05:00:00,LSS/USDT,0.1731,0.1731,0.17153,0.17153,948.2335,163.731813909
1662868800,2022-09-11 04:00:00,LSS/USDT,0.17259,0.17389,0.1715,0.1731,7582.0104,1308.658400427
1662865200,2022-09-11 03:00:00,LSS/USDT,0.17281,0.17374,0.17259,0.17368,2667.0378,460.733979894
1662861600,2022-09-11 02:00:00,LSS/USDT,0.17411,0.17411,0.1728,0.17281,6234.8376,1082.630392001
1662858000,2022-09-11 01:00:00,LSS/USDT,0.17693,0.17693,0.17411,0.17411,6406.91,1118.85919604
1662854400,2022-09-11 00:00:00,LSS/USDT,0.17389,0.17696,0.17389,0.17693,10000.251,1755.337829521
1662850800,2022-09-10 23:00:00,LSS/USDT,0.17404,0.17543,0.17389,0.17389,3687.9309,642.123980198
1662847200,2022-09-10 22:00:00,LSS/USDT,0.17359,0.175,0.17239,0.17404,4341.158,755.539154318
1662843600,2022-09-10 21:00:00,LSS/USDT,0.17234,0.17485,0.17162,0.17484,15651.5077,2711.664801261
1662840000,2022-09-10 20:00:00,LSS/USDT,0.17371,0.1738,0.17234,0.17234,2150.702,372.748611247
1662836400,2022-09-10 19:00:00,LSS/USDT,0.17346,0.17476,0.17169,0.17368,21818.3517,3784.229431531
1662832800,2022-09-10 18:00:00,LSS/USDT,0.17245,0.17368,0.17139,0.17346,3405.5079,587.780351216
1662829200,2022-09-10 17:00:00,LSS/USDT,0.1739,0.1739,0.17033,0.17108,22754.1717,3898.408230291
1662825600,2022-09-10 16:00:00,LSS/USDT,0.17228,0.17474,0.17225,0.17394,8559.0498,1488.389705171
1662822000,2022-09-10 15:00:00,LSS/USDT,0.1722,0.17402,0.17219,0.17228,6673.8796,1156.862239643
1662818400,2022-09-10 14:00:00,LSS/USDT,0.17397,0.17398,0.17036,0.1722,61599.4554,10597.076300633
1662814800,2022-09-10 13:00:00,LSS/USDT,0.17391,0.17617,0.17391,0.17398,4754.9346,831.61371907
1662811200,2022-09-10 12:00:00,LSS/USDT,0.17671,0.17685,0.17301,0.17388,13632.998,2376.543097547
1662807600,2022-09-10 11:00:00,LSS/USDT,0.17515,0.17681,0.17515,0.1758,4012.1785,705.344603355
1662804000,2022-09-10 10:00:00,LSS/USDT,0.17473,0.17567,0.17374,0.17515,8653.542,1512.042664352
1662800400,2022-09-10 09:00:00,LSS/USDT,0.17524,0.17714,0.17449,0.1747,6953.845,1223.648149885
1662796800,2022-09-10 08:00:00,LSS/USDT,0.17653,0.17713,0.17523,0.17524,2253.3311,398.502985928
1662793200,2022-09-10 07:00:00,LSS/USDT,0.17506,0.17662,0.175,0.17501,6492.208,1139.338358296
1662789600,2022-09-10 06:00:00,LSS/USDT,0.17642,0.1767,0.17506,0.1752,1337.8252,234.726725001
1662786000,2022-09-10 05:00:00,LSS/USDT,0.17653,0.17713,0.17448,0.17642,7783.3034,1372.122590794
1662782400,2022-09-10 04:00:00,LSS/USDT,0.17493,0.17655,0.17439,0.17498,4903.6384,860.027682674
1662778800,2022-09-10 03:00:00,LSS/USDT,0.17671,0.181,0.17498,0.17498,51621.9683,9218.136986228
1662775200,2022-09-10 02:00:00,LSS/USDT,0.17454,0.1799,0.17454,0.17789,40935.8218,7230.282221048
1662771600,2022-09-10 01:00:00,LSS/USDT,0.1733,0.1748,0.173,0.17455,4493.3826,782.803055656
1662768000,2022-09-10 00:00:00,LSS/USDT,0.17307,0.17331,0.172,0.17331,2948.6001,507.391343491
1662764400,2022-09-09 23:00:00,LSS/USDT,0.17101,0.17307,0.17101,0.17307,534.5358,92.115592516
1662760800,2022-09-09 22:00:00,LSS/USDT,0.17257,0.17434,0.17088,0.17248,5318.4809,917.71639881
1662757200,2022-09-09 21:00:00,LSS/USDT,0.17368,0.17387,0.17036,0.17257,6962.0969,1194.264491428
1662753600,2022-09-09 20:00:00,LSS/USDT,0.1711,0.17457,0.16819,0.17368,39521.138,6750.402859232
1662750000,2022-09-09 19:00:00,LSS/USDT,0.17087,0.17267,0.17081,0.1711,8223.2135,1410.969021534
1662746400,2022-09-09 18:00:00,LSS/USDT,0.17324,0.17443,0.17078,0.171,13684.2914,2358.544515328
1662742800,2022-09-09 17:00:00,LSS/USDT,0.17499,0.17597,0.17325,0.17325,10054.5763,1758.977265203
1662739200,2022-09-09 16:00:00,LSS/USDT,0.17463,0.175,0.171,0.175,18527.8361,3200.241175098
1662735600,2022-09-09 15:00:00,LSS/USDT,0.17069,0.18134,0.16906,0.17325,126052.7292,22111.192857175
1662732000,2022-09-09 14:00:00,LSS/USDT,0.17402,0.17434,0.15879,0.172,202521.3773,33891.532525433
1662728400,2022-09-09 13:00:00,LSS/USDT,0.17671,0.1785,0.171,0.17302,51718.4596,8956.51990838
1662724800,2022-09-09 12:00:00,LSS/USDT,0.17597,0.1785,0.17566,0.17566,33430.5133,5898.560171455
1662721200,2022-09-09 11:00:00,LSS/USDT,0.17749,0.17868,0.1745,0.17751,18280.4823,3239.925619891
1662717600,2022-09-09 10:00:00,LSS/USDT,0.17716,0.17868,0.17057,0.1775,108398.6615,18801.904109589
1662714000,2022-09-09 09:00:00,LSS/USDT,0.17905,0.18019,0.17689,0.17706,8496.7524,1517.378532679
1662710400,2022-09-09 08:00:00,LSS/USDT,0.17775,0.1793,0.17704,0.1792,7859.785,1404.642406498
1662706800,2022-09-09 07:00:00,LSS/USDT,0.17671,0.17853,0.17523,0.17659,4222.0549,750.408944627
1662703200,2022-09-09 06:00:00,LSS/USDT,0.17623,0.17853,0.17448,0.17664,28231.8169,5004.909159626
1662699600,2022-09-09 05:00:00,LSS/USDT,0.17699,0.1773,0.17302,0.17623,17651.6763,3105.024544258
1662696000,2022-09-09 04:00:00,LSS/USDT,0.17255,0.17699,0.17255,0.17699,37587.2479,6623.552464229
1662692400,2022-09-09 03:00:00,LSS/USDT,0.17157,0.17323,0.17108,0.17108,3327.0114,571.041080059
1662688800,2022-09-09 02:00:00,LSS/USDT,0.17156,0.17308,0.17133,0.17157,605.2663,104.426297931
1662685200,2022-09-09 01:00:00,LSS/USDT,0.17255,0.17282,0.17001,0.17282,6723.8069,1148.826050521
1662681600,2022-09-09 00:00:00,LSS/USDT,0.17004,0.17395,0.17,0.17395,7881.7909,1361.558296915
1662678000,2022-09-08 23:00:00,LSS/USDT,0.17196,0.17353,0.17003,0.17003,15506.3771,2648.414616179
1662674400,2022-09-08 22:00:00,LSS/USDT,0.17479,0.17479,0.17044,0.17151,15323.5307,2643.232784248
1662670800,2022-09-08 21:00:00,LSS/USDT,0.173,0.1751,0.17276,0.17479,4074.3393,710.886775417
1662667200,2022-09-08 20:00:00,LSS/USDT,0.17069,0.175,0.17001,0.173,34102.9954,5851.399149851
1662663600,2022-09-08 19:00:00,LSS/USDT,0.17323,0.17343,0.1707,0.1707,9080.8754,1561.27527744
1662660000,2022-09-08 18:00:00,LSS/USDT,0.17267,0.17469,0.17191,0.17191,60289.8931,10412.590905543
1662656400,2022-09-08 17:00:00,LSS/USDT,0.172,0.17267,0.172,0.17267,1385.2219,238.264648307
1662652800,2022-09-08 16:00:00,LSS/USDT,0.17207,0.17267,0.172,0.172,12224.3522,2103.888772556
1662649200,2022-09-08 15:00:00,LSS/USDT,0.17093,0.17233,0.17043,0.17196,4156.0558,712.35665165
1662645600,2022-09-08 14:00:00,LSS/USDT,0.17301,0.17301,0.17086,0.1725,7094.2074,1217.801531143
1662642000,2022-09-08 13:00:00,LSS/USDT,0.1717,0.17462,0.169,0.17301,13880.9748,2380.321220667
1662638400,2022-09-08 12:00:00,LSS/USDT,0.17178,0.17195,0.1713,0.17185,6259.8106,1074.968916718
1662634800,2022-09-08 11:00:00,LSS/USDT,0.17081,0.17209,0.16901,0.17177,9230.9272,1569.316259332
1662631200,2022-09-08 10:00:00,LSS/USDT,0.16887,0.17387,0.16854,0.1707,17635.1734,3014.968769
1662627600,2022-09-08 09:00:00,LSS/USDT,0.17025,0.17051,0.16886,0.16887,620.4994,105.593105304
1662624000,2022-09-08 08:00:00,LSS/USDT,0.17353,0.17368,0.16831,0.17024,18828.7181,3194.6178876
1662620400,2022-09-08 07:00:00,LSS/USDT,0.17132,0.17394,0.17132,0.17196,24733.8495,4258.696577212
1662616800,2022-09-08 06:00:00,LSS/USDT,0.1748,0.17719,0.1683,0.17131,47716.0837,8222.413229148
1662613200,2022-09-08 05:00:00,LSS/USDT,0.18018,0.18166,0.17484,0.17484,28612.5295,5107.65418643
1662609600,2022-09-08 04:00:00,LSS/USDT,0.17879,0.18172,0.17879,0.18019,3443.2904,622.040836796
