https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume API3,Volume USDT
1642291200,2022-01-16 00:00:00,API3/USDT,5.09,5.49,4.416,4.775,688973.62152694,3413031.82601045511
1642204800,2022-01-15 00:00:00,API3/USDT,3.898,5.268,3.764,5.088,897851.89573214,4167859.69167195357
1642118400,2022-01-14 00:00:00,API3/USDT,3.623,3.91,3.555,3.908,157430.9985842,575371.09364989184
1642032000,2022-01-13 00:00:00,API3/USDT,3.8,3.997,3.607,3.633,120514.90512806,459284.29441379549
1641945600,2022-01-12 00:00:00,API3/USDT,3.544,3.84,3.537,3.796,124221.86096238,461783.26162778414
1641859200,2022-01-11 00:00:00,API3/USDT,3.561,3.659,3.471,3.544,168322.54429914,598211.03047496376
1641772800,2022-01-10 00:00:00,API3/USDT,3.836,3.836,3.44,3.561,178851.04251936,651744.27154514121
1641686400,2022-01-09 00:00:00,API3/USDT,3.818,3.975,3.669,3.829,108049.94192578,413555.13409900223
1641600000,2022-01-08 00:00:00,API3/USDT,3.784,4.106,3.708,3.817,120344.46690036,469887.42655542132
1641513600,2022-01-07 00:00:00,API3/USDT,4,4.016,3.725,3.792,185940.80054307,720075.9247163924
1641427200,2022-01-06 00:00:00,API3/USDT,4.138,4.138,3.649,4.002,216386.51779081,836110.23878786124
1641340800,2022-01-05 00:00:00,API3/USDT,4.105,4.299,3.818,4.138,305197.04271379,1245094.35338308812
1641254400,2022-01-04 00:00:00,API3/USDT,4.138,4.306,4.062,4.106,158582.55874042,660980.62410518998
1641168000,2022-01-03 00:00:00,API3/USDT,4.33,4.334,4.072,4.147,174055.53087717,726233.70448773559
1641081600,2022-01-02 00:00:00,API3/USDT,4.368,4.509,4.313,4.332,132521.40062525,585869.93372193492
1640995200,2022-01-01 00:00:00,API3/USDT,4.213,4.377,4.206,4.367,103058.5038869,442283.18503409624
1640908800,2021-12-31 00:00:00,API3/USDT,4.419,4.49,4.191,4.213,184391.73902443,799523.31991147398
1640822400,2021-12-30 00:00:00,API3/USDT,4.5,4.55,4.399,4.419,125761.30939868,560202.74604358537
1640736000,2021-12-29 00:00:00,API3/USDT,4.549,4.655,4.487,4.496,130356.16911337,596230.62527961346
1640649600,2021-12-28 00:00:00,API3/USDT,5.122,5.126,4.545,4.555,266934.28742121,1286274.93207022461
