https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NDAU,Volume USDT
1642464000,2022-01-18 00:00:00,NDAU/USDT,24.277,25.999,23.952,24.464,1833.1958363,46623.77975193184
1642377600,2022-01-17 00:00:00,NDAU/USDT,24.117,25.551,24.005,24.402,1626.47743291,40215.17455438329
1642291200,2022-01-16 00:00:00,NDAU/USDT,23.944,25.306,21.609,24.117,2108.35519326,50572.3094447058
1642204800,2022-01-15 00:00:00,NDAU/USDT,22.446,24.841,22.345,24.138,1656.20332121,39828.6583809461
1642118400,2022-01-14 00:00:00,NDAU/USDT,23.786,24.838,20.862,22.517,3112.42756089,71166.90544903194
1642032000,2022-01-13 00:00:00,NDAU/USDT,23.354,24.842,22.1,23.713,3155.32047446,73475.7582388892
1641945600,2022-01-12 00:00:00,NDAU/USDT,23.788,25.999,23.169,23.352,4038.88657431,98364.46385452742
1641859200,2022-01-11 00:00:00,NDAU/USDT,24.336,27.491,22.97,23.617,3370.86862716,83703.19372532223
1641772800,2022-01-10 00:00:00,NDAU/USDT,24.413,25.4,22.87,24.5,2634.41379864,64296.70794275574
1641686400,2022-01-09 00:00:00,NDAU/USDT,22.955,24.523,22.926,24.523,2700.10702556,63901.556027806
1641600000,2022-01-08 00:00:00,NDAU/USDT,22.752,23.8,22.715,22.978,848.14466505,19855.39588226856
1641513600,2022-01-07 00:00:00,NDAU/USDT,22.14,23.699,21,22.752,1893.63346722,42382.03474813007
1641427200,2022-01-06 00:00:00,NDAU/USDT,22.927,23.608,21,22.284,2629.49474662,59346.92982197698
1641340800,2022-01-05 00:00:00,NDAU/USDT,20.927,23.83,20.842,23,1294.02987805,29044.95181748119
1641254400,2022-01-04 00:00:00,NDAU/USDT,21.672,22.612,20.72,20.833,1381.91223363,30173.19268153175
1641168000,2022-01-03 00:00:00,NDAU/USDT,20.841,22.07,20.375,21.672,992.20843479,21388.28517218561
1641081600,2022-01-02 00:00:00,NDAU/USDT,20.792,22.796,20.066,20.841,2566.3564296,54874.49125184975
1640995200,2022-01-01 00:00:00,NDAU/USDT,19.776,21.069,19.763,20.792,898.17948824,18468.62235855933
1640908800,2021-12-31 00:00:00,NDAU/USDT,19.801,24.402,19.72,19.776,2839.68231283,58227.50476037963
1640822400,2021-12-30 00:00:00,NDAU/USDT,19.541,19.995,19.3,19.801,1215.56400556,24107.53214910339
1640736000,2021-12-29 00:00:00,NDAU/USDT,19.36,19.744,18.794,19.541,1213.11603945,23503.83765518936
1640649600,2021-12-28 00:00:00,NDAU/USDT,19.54,20.191,17.991,19.36,3183.78544628,60747.7134773357
