https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CHZ,Volume USDT,tradecount
1655784000000,2022-06-21 04:00:00,CHZ/USDT,0.09429,0.09471,0.09301,0.09373,13397189,1255672.45682,5273
1655780400000,2022-06-21 03:00:00,CHZ/USDT,0.09341,0.09439,0.09300,0.09429,40379741,3791635.58084,8290
1655776800000,2022-06-21 02:00:00,CHZ/USDT,0.09407,0.09417,0.09236,0.09342,10042535,934238.79003,5229
1655773200000,2022-06-21 01:00:00,CHZ/USDT,0.09397,0.09467,0.09291,0.09404,12244162,1149652.84722,5618
1655769600000,2022-06-21 00:00:00,CHZ/USDT,0.09330,0.09516,0.09224,0.09394,40802615,3825255.17461,12848
1655766000000,2022-06-20 23:00:00,CHZ/USDT,0.09249,0.09412,0.09170,0.09331,12315355,1144320.97064,6015
1655762400000,2022-06-20 22:00:00,CHZ/USDT,0.09190,0.09274,0.09082,0.09251,9985036,915612.77389,5053
1655758800000,2022-06-20 21:00:00,CHZ/USDT,0.09333,0.09356,0.09139,0.09192,11109382,1028892.32901,5093
1655755200000,2022-06-20 20:00:00,CHZ/USDT,0.09198,0.09344,0.09160,0.09331,15148384,1404944.19681,5820
1655751600000,2022-06-20 19:00:00,CHZ/USDT,0.09189,0.09267,0.09086,0.09200,9637435,884937.18245,5677
1655748000000,2022-06-20 18:00:00,CHZ/USDT,0.09172,0.09232,0.09092,0.09188,17841501,1634866.71110,8081
1655744400000,2022-06-20 17:00:00,CHZ/USDT,0.09262,0.09397,0.09155,0.09176,18951108,1762806.08620,8072
1655740800000,2022-06-20 16:00:00,CHZ/USDT,0.09455,0.09456,0.09202,0.09262,21229875,1975106.14592,9354
1655737200000,2022-06-20 15:00:00,CHZ/USDT,0.09475,0.09539,0.09276,0.09453,16020431,1505061.80147,7691
1655733600000,2022-06-20 14:00:00,CHZ/USDT,0.09313,0.09498,0.09296,0.09476,14907626,1403700.93562,6744
1655730000000,2022-06-20 13:00:00,CHZ/USDT,0.09353,0.09433,0.09245,0.09312,13798529,1289664.09118,6952
1655726400000,2022-06-20 12:00:00,CHZ/USDT,0.09499,0.09512,0.09246,0.09354,39010508,3639693.83696,10977
1655722800000,2022-06-20 11:00:00,CHZ/USDT,0.09472,0.09536,0.09353,0.09498,17783973,1680200.80153,8009
1655719200000,2022-06-20 10:00:00,CHZ/USDT,0.09275,0.09491,0.09190,0.09471,26307997,2459510.23968,11388
1655715600000,2022-06-20 09:00:00,CHZ/USDT,0.09221,0.09340,0.09184,0.09270,24144761,2239347.78449,9867
1655712000000,2022-06-20 08:00:00,CHZ/USDT,0.09091,0.09296,0.09072,0.09222,22448344,2067836.56217,10159
1655708400000,2022-06-20 07:00:00,CHZ/USDT,0.09165,0.09176,0.08982,0.09091,7682001,696295.60052,4299
1655704800000,2022-06-20 06:00:00,CHZ/USDT,0.09072,0.09174,0.09008,0.09168,8405748,764295.79066,4225
1655701200000,2022-06-20 05:00:00,CHZ/USDT,0.08943,0.09086,0.08882,0.09075,13613193,1220849.18027,5388
1655697600000,2022-06-20 04:00:00,CHZ/USDT,0.09043,0.09129,0.08926,0.08945,12005988,1085038.76851,5123
1655694000000,2022-06-20 03:00:00,CHZ/USDT,0.08933,0.09106,0.08896,0.09045,11043374,994787.85072,5081
1655690400000,2022-06-20 02:00:00,CHZ/USDT,0.08919,0.09054,0.08770,0.08932,19368696,1726872.99738,7810
1655686800000,2022-06-20 01:00:00,CHZ/USDT,0.09069,0.09101,0.08775,0.08916,50150747,4473410.87467,14819
1655683200000,2022-06-20 00:00:00,CHZ/USDT,0.09336,0.09388,0.09063,0.09067,25051068,2318322.28870,9479
1655679600000,2022-06-19 23:00:00,CHZ/USDT,0.09279,0.09352,0.09205,0.09339,10868719,1007327.45989,4767
1655676000000,2022-06-19 22:00:00,CHZ/USDT,0.09298,0.09369,0.09220,0.09281,17377965,1614357.65515,6734
1655672400000,2022-06-19 21:00:00,CHZ/USDT,0.09396,0.09398,0.09266,0.09298,14672773,1368907.38294,5699
1655668800000,2022-06-19 20:00:00,CHZ/USDT,0.09227,0.09468,0.09214,0.09396,23102894,2156653.17497,10202
1655665200000,2022-06-19 19:00:00,CHZ/USDT,0.09231,0.09437,0.09175,0.09226,47337231,4399303.02413,15401
1655661600000,2022-06-19 18:00:00,CHZ/USDT,0.08946,0.09231,0.08933,0.09228,15990319,1450891.93727,6888
1655658000000,2022-06-19 17:00:00,CHZ/USDT,0.08967,0.08998,0.08896,0.08947,11219732,1003999.97353,4947
1655654400000,2022-06-19 16:00:00,CHZ/USDT,0.09172,0.09184,0.08920,0.08970,19181888,1737434.85950,8055
1655650800000,2022-06-19 15:00:00,CHZ/USDT,0.09018,0.09177,0.08930,0.09174,17506013,1587866.00047,7747
1655647200000,2022-06-19 14:00:00,CHZ/USDT,0.08935,0.09029,0.08871,0.09018,12120246,1085178.55834,5646
1655643600000,2022-06-19 13:00:00,CHZ/USDT,0.08996,0.09113,0.08910,0.08943,12358694,1114925.63675,6012
1655640000000,2022-06-19 12:00:00,CHZ/USDT,0.09104,0.09216,0.08938,0.08996,18377228,1665319.16874,8747
1655636400000,2022-06-19 11:00:00,CHZ/USDT,0.09093,0.09223,0.09037,0.09103,26888107,2452808.46131,10377
1655632800000,2022-06-19 10:00:00,CHZ/USDT,0.08771,0.09156,0.08727,0.09094,33892585,3048125.36622,13988
1655629200000,2022-06-19 09:00:00,CHZ/USDT,0.08673,0.08892,0.08653,0.08769,26561415,2333847.87414,10288
1655625600000,2022-06-19 08:00:00,CHZ/USDT,0.08534,0.08712,0.08458,0.08674,21358675,1831613.13899,7594
1655622000000,2022-06-19 07:00:00,CHZ/USDT,0.08515,0.08738,0.08479,0.08537,17138099,1472914.85184,7272
1655618400000,2022-06-19 06:00:00,CHZ/USDT,0.08426,0.08626,0.08349,0.08513,20837528,1776947.69290,8794
1655614800000,2022-06-19 05:00:00,CHZ/USDT,0.08588,0.08703,0.08338,0.08425,27293894,2316962.61904,11084
1655611200000,2022-06-19 04:00:00,CHZ/USDT,0.08446,0.08628,0.08430,0.08589,12870556,1099912.17855,5208
1655607600000,2022-06-19 03:00:00,CHZ/USDT,0.08403,0.08589,0.08399,0.08447,11248966,957622.22189,5347
1655604000000,2022-06-19 02:00:00,CHZ/USDT,0.08425,0.08479,0.08311,0.08408,16429025,1378429.86463,6830
1655600400000,2022-06-19 01:00:00,CHZ/USDT,0.08639,0.08662,0.08392,0.08426,17098677,1452474.05534,6987
1655596800000,2022-06-19 00:00:00,CHZ/USDT,0.08680,0.08802,0.08581,0.08636,18999099,1652926.54309,7933
1655593200000,2022-06-18 23:00:00,CHZ/USDT,0.08696,0.08761,0.08631,0.08679,12557695,1091762.47047,6237
1655589600000,2022-06-18 22:00:00,CHZ/USDT,0.08525,0.08839,0.08480,0.08700,45154893,3912782.95801,14469
1655586000000,2022-06-18 21:00:00,CHZ/USDT,0.08298,0.08628,0.08272,0.08522,28161838,2375065.94163,11909
1655582400000,2022-06-18 20:00:00,CHZ/USDT,0.08288,0.08389,0.08088,0.08299,50377071,4149593.97225,22172
1655578800000,2022-06-18 19:00:00,CHZ/USDT,0.08558,0.08593,0.08262,0.08280,34622061,2925091.06306,13757
1655575200000,2022-06-18 18:00:00,CHZ/USDT,0.08576,0.08640,0.08500,0.08556,27921868,2392782.10309,11168
1655571600000,2022-06-18 17:00:00,CHZ/USDT,0.08676,0.08754,0.08550,0.08573,28248858,2441396.56045,11781
1655568000000,2022-06-18 16:00:00,CHZ/USDT,0.08696,0.08830,0.08648,0.08673,20077792,1753936.89662,7914
1655564400000,2022-06-18 15:00:00,CHZ/USDT,0.08724,0.08773,0.08626,0.08695,29509683,2567016.49501,11090
1655560800000,2022-06-18 14:00:00,CHZ/USDT,0.08875,0.08904,0.08713,0.08724,15848984,1396341.13745,5851
1655557200000,2022-06-18 13:00:00,CHZ/USDT,0.08878,0.08918,0.08791,0.08876,12370148,1095053.84118,5774
1655553600000,2022-06-18 12:00:00,CHZ/USDT,0.08922,0.08947,0.08873,0.08878,9303097,828254.25844,4614
1655550000000,2022-06-18 11:00:00,CHZ/USDT,0.08963,0.09058,0.08871,0.08921,17069245,1531070.37732,7187
1655546400000,2022-06-18 10:00:00,CHZ/USDT,0.08863,0.09062,0.08849,0.08967,14988258,1343666.28870,6962
1655542800000,2022-06-18 09:00:00,CHZ/USDT,0.08726,0.08888,0.08692,0.08863,13754038,1210498.38442,6780
1655539200000,2022-06-18 08:00:00,CHZ/USDT,0.08739,0.08861,0.08533,0.08727,34313861,2986183.24413,15204
1655535600000,2022-06-18 07:00:00,CHZ/USDT,0.08875,0.08971,0.08668,0.08740,44983555,3962292.27798,19358
1655532000000,2022-06-18 06:00:00,CHZ/USDT,0.09394,0.09464,0.08731,0.08873,62109368,5577368.72651,17473
1655528400000,2022-06-18 05:00:00,CHZ/USDT,0.09423,0.09461,0.09371,0.09390,7153772,673310.47969,3084
1655524800000,2022-06-18 04:00:00,CHZ/USDT,0.09379,0.09430,0.09358,0.09422,5809588,546057.78692,2837
1655521200000,2022-06-18 03:00:00,CHZ/USDT,0.09391,0.09424,0.09346,0.09383,8649176,811045.26589,3719
1655517600000,2022-06-18 02:00:00,CHZ/USDT,0.09342,0.09402,0.09280,0.09386,12122380,1132641.19281,4741
1655514000000,2022-06-18 01:00:00,CHZ/USDT,0.09511,0.09531,0.09290,0.09341,17275470,1624397.19547,6612
1655510400000,2022-06-18 00:00:00,CHZ/USDT,0.09454,0.09619,0.09399,0.09510,14190438,1353183.18678,6470
1655506800000,2022-06-17 23:00:00,CHZ/USDT,0.09430,0.09585,0.09405,0.09455,8981795,852680.08594,4258
1655503200000,2022-06-17 22:00:00,CHZ/USDT,0.09444,0.09499,0.09336,0.09431,6883450,647820.21806,3731
1655499600000,2022-06-17 21:00:00,CHZ/USDT,0.09503,0.09540,0.09429,0.09443,6248399,591627.26282,3162
1655496000000,2022-06-17 20:00:00,CHZ/USDT,0.09395,0.09530,0.09384,0.09502,8866778,840503.61926,4128
1655492400000,2022-06-17 19:00:00,CHZ/USDT,0.09427,0.09441,0.09322,0.09396,8109072,761060.06778,4025
1655488800000,2022-06-17 18:00:00,CHZ/USDT,0.09381,0.09467,0.09362,0.09431,8235058,775705.06844,4434
1655485200000,2022-06-17 17:00:00,CHZ/USDT,0.09360,0.09434,0.09291,0.09378,7695346,720766.64518,4022
1655481600000,2022-06-17 16:00:00,CHZ/USDT,0.09413,0.09471,0.09324,0.09356,14940514,1404251.45123,6433
1655478000000,2022-06-17 15:00:00,CHZ/USDT,0.09366,0.09470,0.09347,0.09412,10537453,991220.27117,5549
1655474400000,2022-06-17 14:00:00,CHZ/USDT,0.09529,0.09535,0.09255,0.09366,17745793,1663049.98610,7821
1655470800000,2022-06-17 13:00:00,CHZ/USDT,0.09345,0.09567,0.09252,0.09526,31526599,2955439.27472,13131
1655467200000,2022-06-17 12:00:00,CHZ/USDT,0.09528,0.09575,0.09335,0.09347,21823787,2063954.59394,8510
1655463600000,2022-06-17 11:00:00,CHZ/USDT,0.09667,0.09790,0.09523,0.09529,19935955,1923703.99578,8042
1655460000000,2022-06-17 10:00:00,CHZ/USDT,0.09554,0.09676,0.09519,0.09667,17630524,1693196.54414,6730
1655456400000,2022-06-17 09:00:00,CHZ/USDT,0.09708,0.09760,0.09529,0.09559,27207949,2617387.93158,10203
1655452800000,2022-06-17 08:00:00,CHZ/USDT,0.09709,0.09804,0.09650,0.09708,20526313,1992828.47265,9236
1655449200000,2022-06-17 07:00:00,CHZ/USDT,0.09496,0.10131,0.09439,0.09709,81038835,7937832.88220,24374
1655445600000,2022-06-17 06:00:00,CHZ/USDT,0.09456,0.09547,0.09361,0.09497,10416605,984370.13942,4768
1655442000000,2022-06-17 05:00:00,CHZ/USDT,0.09351,0.09507,0.09340,0.09458,10822222,1020708.22558,4351
1655438400000,2022-06-17 04:00:00,CHZ/USDT,0.09266,0.09455,0.09256,0.09349,17294765,1621244.42833,6059
1655434800000,2022-06-17 03:00:00,CHZ/USDT,0.09329,0.09374,0.09233,0.09265,11323485,1054198.22282,4804
1655431200000,2022-06-17 02:00:00,CHZ/USDT,0.09427,0.09474,0.09308,0.09330,14525602,1362235.73263,5980
1655427600000,2022-06-17 01:00:00,CHZ/USDT,0.09223,0.09482,0.09207,0.09425,22930287,2139622.45848,9145
1655424000000,2022-06-17 00:00:00,CHZ/USDT,0.09238,0.09407,0.09117,0.09226,22480673,2077621.48976,10203
1655420400000,2022-06-16 23:00:00,CHZ/USDT,0.09061,0.09237,0.08989,0.09234,20079472,1825930.75028,8353
1655416800000,2022-06-16 22:00:00,CHZ/USDT,0.09269,0.09282,0.09042,0.09059,12803181,1173487.34403,6248
1655413200000,2022-06-16 21:00:00,CHZ/USDT,0.09358,0.09415,0.09254,0.09269,8367030,783220.07982,3728
1655409600000,2022-06-16 20:00:00,CHZ/USDT,0.09211,0.09482,0.09168,0.09359,20218551,1883783.37564,8301
1655406000000,2022-06-16 19:00:00,CHZ/USDT,0.09367,0.09424,0.09130,0.09210,15932975,1477451.91990,6684
1655402400000,2022-06-16 18:00:00,CHZ/USDT,0.09378,0.09444,0.09311,0.09366,10192608,954785.64771,4068
1655398800000,2022-06-16 17:00:00,CHZ/USDT,0.09483,0.09575,0.09375,0.09377,13343833,1266069.21142,5541
1655395200000,2022-06-16 16:00:00,CHZ/USDT,0.09369,0.09534,0.09244,0.09482,18577017,1745511.07464,7552
1655391600000,2022-06-16 15:00:00,CHZ/USDT,0.09230,0.09480,0.09223,0.09369,15838419,1484995.01419,6870
1655388000000,2022-06-16 14:00:00,CHZ/USDT,0.09219,0.09327,0.09091,0.09226,20912735,1928248.50180,9369
1655384400000,2022-06-16 13:00:00,CHZ/USDT,0.09343,0.09493,0.09160,0.09222,20614973,1924483.04418,8830
1655380800000,2022-06-16 12:00:00,CHZ/USDT,0.09272,0.09542,0.09244,0.09344,20234357,1903510.11414,8943
1655377200000,2022-06-16 11:00:00,CHZ/USDT,0.09376,0.09478,0.09152,0.09272,20820356,1942753.77462,8199
1655373600000,2022-06-16 10:00:00,CHZ/USDT,0.09441,0.09473,0.09232,0.09381,16179688,1515494.73655,6873
1655370000000,2022-06-16 09:00:00,CHZ/USDT,0.09687,0.09693,0.09327,0.09445,21707246,2053284.80290,8597
1655366400000,2022-06-16 08:00:00,CHZ/USDT,0.09666,0.09727,0.09556,0.09680,14986941,1445698.25416,6180
1655362800000,2022-06-16 07:00:00,CHZ/USDT,0.09833,0.09911,0.09541,0.09664,29601113,2864248.90228,9311
1655359200000,2022-06-16 06:00:00,CHZ/USDT,0.09999,0.10053,0.09779,0.09831,27539723,2718832.64607,7716
1655355600000,2022-06-16 05:00:00,CHZ/USDT,0.10104,0.10179,0.09986,0.10001,8515456,859031.83061,4332
1655352000000,2022-06-16 04:00:00,CHZ/USDT,0.10027,0.10247,0.10025,0.10100,11506137,1167311.82275,5133
1655348400000,2022-06-16 03:00:00,CHZ/USDT,0.10061,0.10107,0.10017,0.10033,7849980,789152.70704,3973
1655344800000,2022-06-16 02:00:00,CHZ/USDT,0.10042,0.10223,0.10015,0.10058,17771296,1797147.16850,6718
1655341200000,2022-06-16 01:00:00,CHZ/USDT,0.10203,0.10333,0.10024,0.10048,18202569,1851859.36559,7683
1655337600000,2022-06-16 00:00:00,CHZ/USDT,0.10276,0.10473,0.10185,0.10203,24771314,2554047.78504,10419
1655334000000,2022-06-15 23:00:00,CHZ/USDT,0.10116,0.10305,0.10067,0.10273,17788046,1814511.25687,8169
1655330400000,2022-06-15 22:00:00,CHZ/USDT,0.09805,0.10261,0.09805,0.10113,43923484,4418258.23692,16380
1655326800000,2022-06-15 21:00:00,CHZ/USDT,0.09605,0.09913,0.09595,0.09809,14528608,1420390.15337,6057
1655323200000,2022-06-15 20:00:00,CHZ/USDT,0.09577,0.09649,0.09474,0.09604,18739849,1792898.63934,8613
1655319600000,2022-06-15 19:00:00,CHZ/USDT,0.09416,0.09830,0.09394,0.09577,45771395,4405581.86896,18837
1655316000000,2022-06-15 18:00:00,CHZ/USDT,0.09160,0.09713,0.08716,0.09409,88284927,8077763.90531,36270
1655312400000,2022-06-15 17:00:00,CHZ/USDT,0.08871,0.09261,0.08793,0.09157,28129703,2532270.87218,11447
1655308800000,2022-06-15 16:00:00,CHZ/USDT,0.09148,0.09234,0.08830,0.08871,26284447,2363938.98022,10339
1655305200000,2022-06-15 15:00:00,CHZ/USDT,0.09023,0.09155,0.08979,0.09142,17169670,1556692.71872,6656
1655301600000,2022-06-15 14:00:00,CHZ/USDT,0.09233,0.09525,0.08964,0.09026,44680754,4130311.29741,14791
1655298000000,2022-06-15 13:00:00,CHZ/USDT,0.09111,0.09296,0.09056,0.09226,25562965,2347747.93808,9957
1655294400000,2022-06-15 12:00:00,CHZ/USDT,0.09137,0.09282,0.09079,0.09113,23011755,2104527.24302,10278
1655290800000,2022-06-15 11:00:00,CHZ/USDT,0.08863,0.09141,0.08802,0.09132,28369680,2560463.49376,11540
1655287200000,2022-06-15 10:00:00,CHZ/USDT,0.08689,0.08932,0.08659,0.08860,31766089,2804891.64024,12951
1655283600000,2022-06-15 09:00:00,CHZ/USDT,0.08647,0.08758,0.08572,0.08687,27078865,2343317.54738,11483
1655280000000,2022-06-15 08:00:00,CHZ/USDT,0.08929,0.08929,0.08620,0.08649,30154190,2635819.37718,15124
1655276400000,2022-06-15 07:00:00,CHZ/USDT,0.09100,0.09125,0.08840,0.08929,25550859,2298711.72350,10138
1655272800000,2022-06-15 06:00:00,CHZ/USDT,0.08930,0.09138,0.08844,0.09101,14766649,1325594.21761,7514
1655269200000,2022-06-15 05:00:00,CHZ/USDT,0.09023,0.09091,0.08771,0.08930,21295300,1900939.10992,9681
1655265600000,2022-06-15 04:00:00,CHZ/USDT,0.09114,0.09132,0.08875,0.09017,40968680,3679095.83192,14517
1655262000000,2022-06-15 03:00:00,CHZ/USDT,0.09349,0.09403,0.09083,0.09110,12737739,1173310.41250,6112
1655258400000,2022-06-15 02:00:00,CHZ/USDT,0.09496,0.09503,0.09247,0.09348,12668235,1186290.51460,5441
1655254800000,2022-06-15 01:00:00,CHZ/USDT,0.09303,0.09538,0.09263,0.09494,11726470,1105783.90831,5911
1655251200000,2022-06-15 00:00:00,CHZ/USDT,0.09434,0.09504,0.09287,0.09304,15407965,1446429.66952,6970
1655247600000,2022-06-14 23:00:00,CHZ/USDT,0.09204,0.09514,0.09194,0.09435,18856103,1765460.30710,8392
1655244000000,2022-06-14 22:00:00,CHZ/USDT,0.09115,0.09232,0.09090,0.09204,8244892,755708.02515,4626
1655240400000,2022-06-14 21:00:00,CHZ/USDT,0.09265,0.09315,0.09036,0.09112,17738902,1628113.43049,6800
1655236800000,2022-06-14 20:00:00,CHZ/USDT,0.09304,0.09331,0.09140,0.09263,14496678,1337921.45000,6147
1655233200000,2022-06-14 19:00:00,CHZ/USDT,0.09272,0.09321,0.09181,0.09302,11689900,1080115.22616,4782
1655229600000,2022-06-14 18:00:00,CHZ/USDT,0.09285,0.09412,0.09254,0.09269,9787035,912794.61863,4972
1655226000000,2022-06-14 17:00:00,CHZ/USDT,0.09352,0.09471,0.09278,0.09285,13532838,1268458.92311,5839
1655222400000,2022-06-14 16:00:00,CHZ/USDT,0.09583,0.09603,0.09315,0.09362,17604036,1667120.00575,7599
1655218800000,2022-06-14 15:00:00,CHZ/USDT,0.09435,0.09632,0.09409,0.09589,21461787,2043895.93643,9769
1655215200000,2022-06-14 14:00:00,CHZ/USDT,0.09482,0.09535,0.09266,0.09437,23596717,2215264.74971,11039
1655211600000,2022-06-14 13:00:00,CHZ/USDT,0.09392,0.09619,0.09344,0.09483,23356806,2215491.49301,10848
1655208000000,2022-06-14 12:00:00,CHZ/USDT,0.09336,0.09528,0.09155,0.09391,24462739,2281844.57207,10981
1655204400000,2022-06-14 11:00:00,CHZ/USDT,0.09359,0.09414,0.09186,0.09334,20413556,1898784.90796,9649
1655200800000,2022-06-14 10:00:00,CHZ/USDT,0.09394,0.09468,0.09291,0.09356,15479693,1453340.88550,8383
1655197200000,2022-06-14 09:00:00,CHZ/USDT,0.09541,0.09559,0.09380,0.09393,21211159,2006879.77951,10574
1655193600000,2022-06-14 08:00:00,CHZ/USDT,0.09763,0.09785,0.09507,0.09536,19413892,1868299.15428,9912
1655190000000,2022-06-14 07:00:00,CHZ/USDT,0.09785,0.09863,0.09527,0.09764,34434909,3340074.44278,16401
1655186400000,2022-06-14 06:00:00,CHZ/USDT,0.09708,0.09798,0.09566,0.09789,32302869,3130682.84008,16120
1655182800000,2022-06-14 05:00:00,CHZ/USDT,0.09185,0.09907,0.09175,0.09712,57931695,5577236.00320,23153
1655179200000,2022-06-14 04:00:00,CHZ/USDT,0.09343,0.09468,0.09098,0.09180,26744091,2477047.15117,12074
1655175600000,2022-06-14 03:00:00,CHZ/USDT,0.09029,0.09388,0.08945,0.09336,32658936,3005800.80861,16212
1655172000000,2022-06-14 02:00:00,CHZ/USDT,0.08695,0.09036,0.08619,0.09029,36404512,3212211.55419,17751
1655168400000,2022-06-14 01:00:00,CHZ/USDT,0.09054,0.09109,0.08690,0.08695,42846808,3807169.85359,19939
1655164800000,2022-06-14 00:00:00,CHZ/USDT,0.09454,0.09464,0.09048,0.09056,32935814,3060187.30997,15496
1655161200000,2022-06-13 23:00:00,CHZ/USDT,0.09082,0.09469,0.09046,0.09452,35556500,3269064.25058,16542
1655157600000,2022-06-13 22:00:00,CHZ/USDT,0.09476,0.09519,0.09075,0.09081,26036223,2412937.97982,11672
1655154000000,2022-06-13 21:00:00,CHZ/USDT,0.09685,0.09785,0.09432,0.09475,16506070,1590552.55709,7524
1655150400000,2022-06-13 20:00:00,CHZ/USDT,0.09603,0.09955,0.09598,0.09685,24208287,2371850.92418,11851
1655146800000,2022-06-13 19:00:00,CHZ/USDT,0.09483,0.09627,0.09422,0.09603,16090597,1527784.86966,8425
1655143200000,2022-06-13 18:00:00,CHZ/USDT,0.09449,0.09589,0.09418,0.09480,15362917,1462153.10260,8610
1655139600000,2022-06-13 17:00:00,CHZ/USDT,0.09538,0.09566,0.09276,0.09450,22667392,2129897.73771,11189
1655136000000,2022-06-13 16:00:00,CHZ/USDT,0.09288,0.09759,0.09206,0.09541,51448915,4909655.66595,21469
1655132400000,2022-06-13 15:00:00,CHZ/USDT,0.08880,0.09389,0.08847,0.09290,49454885,4528904.63056,19076
1655128800000,2022-06-13 14:00:00,CHZ/USDT,0.09089,0.09134,0.08679,0.08878,32377710,2885468.05403,15235
1655125200000,2022-06-13 13:00:00,CHZ/USDT,0.08910,0.09141,0.08800,0.09096,35138125,3154348.07093,16220
1655121600000,2022-06-13 12:00:00,CHZ/USDT,0.08780,0.09101,0.08765,0.08913,33929040,3036560.00195,16462
1655118000000,2022-06-13 11:00:00,CHZ/USDT,0.08813,0.08859,0.08578,0.08784,22608085,1964965.17329,12940
1655114400000,2022-06-13 10:00:00,CHZ/USDT,0.08884,0.08974,0.08743,0.08816,28789732,2551957.35989,14017
1655110800000,2022-06-13 09:00:00,CHZ/USDT,0.08541,0.08918,0.08474,0.08879,47709382,4135495.17374,21559
1655107200000,2022-06-13 08:00:00,CHZ/USDT,0.08848,0.08891,0.08514,0.08545,39694528,3464570.33815,19127
1655103600000,2022-06-13 07:00:00,CHZ/USDT,0.09081,0.09144,0.08680,0.08846,33080869,2946856.89872,15918
1655100000000,2022-06-13 06:00:00,CHZ/USDT,0.09038,0.09197,0.08920,0.09080,24759728,2240076.07837,12804
1655096400000,2022-06-13 05:00:00,CHZ/USDT,0.09184,0.09318,0.09017,0.09043,18280432,1676763.90413,9756
1655092800000,2022-06-13 04:00:00,CHZ/USDT,0.09169,0.09455,0.09131,0.09186,23324705,2168826.36447,11898
1655089200000,2022-06-13 03:00:00,CHZ/USDT,0.08995,0.09224,0.08873,0.09170,36714753,3318328.57633,15154
1655085600000,2022-06-13 02:00:00,CHZ/USDT,0.09410,0.09455,0.08987,0.08997,42111086,3876362.71834,16594
1655082000000,2022-06-13 01:00:00,CHZ/USDT,0.09442,0.09560,0.09263,0.09403,31195420,2927807.38546,14854
1655078400000,2022-06-13 00:00:00,CHZ/USDT,0.09720,0.09926,0.09406,0.09438,27164122,2629138.44075,14508
1655074800000,2022-06-12 23:00:00,CHZ/USDT,0.09920,0.10033,0.09698,0.09724,17123719,1690551.19596,7704
1655071200000,2022-06-12 22:00:00,CHZ/USDT,0.10158,0.10162,0.09900,0.09918,15723729,1577346.56244,7173
1655067600000,2022-06-12 21:00:00,CHZ/USDT,0.10156,0.10252,0.10120,0.10157,8729399,889899.84031,4205
1655064000000,2022-06-12 20:00:00,CHZ/USDT,0.10278,0.10358,0.10117,0.10151,17379741,1781768.30285,7275
1655060400000,2022-06-12 19:00:00,CHZ/USDT,0.10418,0.10456,0.10262,0.10281,18459837,1908145.10698,7821
1655056800000,2022-06-12 18:00:00,CHZ/USDT,0.10513,0.10529,0.10348,0.10414,11601220,1211468.60867,5815
1655053200000,2022-06-12 17:00:00,CHZ/USDT,0.10366,0.10583,0.10326,0.10515,17604994,1844742.99451,8288
