https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CFX,Volume USDT
1655510400,2022-06-18 00:00:00,CFX/USDT,0.053115,0.053497,0.04529,0.0485,1001025.77281137,49528.80348433390409
1655424000,2022-06-17 00:00:00,CFX/USDT,0.0504,0.054748,0.050223,0.052996,831431.36216797,43143.7799599975111
1655337600,2022-06-16 00:00:00,CFX/USDT,0.0562,0.056727,0.05,0.0505,722532.53490644,38051.23352379455058
1655251200,2022-06-15 00:00:00,CFX/USDT,0.0567,0.058228,0.050511,0.056172,1145706.69258647,62170.73198216141133
1655164800,2022-06-14 00:00:00,CFX/USDT,0.0568,0.0578,0.0526,0.0567,1103518.09904095,61701.785951954364
1655078400,2022-06-13 00:00:00,CFX/USDT,0.0633,0.0639,0.0554,0.0569,1427573.89089273,83538.072882713358
1654992000,2022-06-12 00:00:00,CFX/USDT,0.0687,0.0691,0.0629,0.0634,800390.09210836,52439.666801351875
1654905600,2022-06-11 00:00:00,CFX/USDT,0.073,0.0737,0.0682,0.0687,1130066.48792444,80212.41723881251
1654819200,2022-06-10 00:00:00,CFX/USDT,0.0773,0.0807,0.073,0.073,731451.68497213,55287.744030102764
1654732800,2022-06-09 00:00:00,CFX/USDT,0.0781,0.0791,0.0769,0.0774,467339.76159674,36427.187374548014
1654646400,2022-06-08 00:00:00,CFX/USDT,0.0789,0.0808,0.0776,0.078,669655.87926327,52949.694629742882
1654560000,2022-06-07 00:00:00,CFX/USDT,0.0814,0.0816,0.0762,0.0789,1021530.89097523,79642.287251220475
1654473600,2022-06-06 00:00:00,CFX/USDT,0.0802,0.0846,0.0799,0.0813,506049.92218273,41557.836406257464
1654387200,2022-06-05 00:00:00,CFX/USDT,0.0813,0.0821,0.079,0.0801,751903.14716605,60453.979275186239
1654300800,2022-06-04 00:00:00,CFX/USDT,0.0793,0.0818,0.0782,0.0813,765403.67765826,60909.405491367109
1654214400,2022-06-03 00:00:00,CFX/USDT,0.0818,0.0823,0.0778,0.0793,1315634.6783662,105342.734988625877
1654128000,2022-06-02 00:00:00,CFX/USDT,0.0795,0.083,0.0778,0.0818,1093527.5301569,87910.191087413385
1654041600,2022-06-01 00:00:00,CFX/USDT,0.0853,0.0874,0.0792,0.0795,1575486.74889095,131493.687532942776
1653955200,2022-05-31 00:00:00,CFX/USDT,0.0872,0.0916,0.0841,0.0852,2611652.07520715,225075.207407274351
1653868800,2022-05-30 00:00:00,CFX/USDT,0.0852,0.0887,0.0834,0.0871,1524719.54400627,132212.587067405019
1653782400,2022-05-29 00:00:00,CFX/USDT,0.0879,0.0881,0.0848,0.0851,910915.06371874,78257.952321949231
1653696000,2022-05-28 00:00:00,CFX/USDT,0.0925,0.0941,0.0878,0.0878,735033.00719918,66091.380668612964
1653609600,2022-05-27 00:00:00,CFX/USDT,0.091,0.1,0.0861,0.0926,2649559.90710152,245335.045650497529
1653523200,2022-05-26 00:00:00,CFX/USDT,0.088,0.0942,0.0828,0.0911,2246543.82964562,197224.732626737945
1653436800,2022-05-25 00:00:00,CFX/USDT,0.0915,0.0934,0.0879,0.0881,2771296.2970943,250259.214347112081
1653350400,2022-05-24 00:00:00,CFX/USDT,0.09,0.0944,0.088,0.0914,2590780.69796486,233221.97484756879
1653264000,2022-05-23 00:00:00,CFX/USDT,0.0952,0.0954,0.0895,0.09,3455525.14793322,320817.300960009442
1653177600,2022-05-22 00:00:00,CFX/USDT,0.0919,0.0962,0.0902,0.095,3914728.15863919,367594.339599842555
1653091200,2022-05-21 00:00:00,CFX/USDT,0.0834,0.0921,0.0832,0.0919,3824135.43695851,331460.188061163274
1653004800,2022-05-20 00:00:00,CFX/USDT,0.0878,0.0878,0.0819,0.0832,3622956.0486567,308619.61879106881
1652918400,2022-05-19 00:00:00,CFX/USDT,0.0822,0.0879,0.0809,0.0877,3381424.68144391,286737.749893373039
1652832000,2022-05-18 00:00:00,CFX/USDT,0.0854,0.0881,0.082,0.0822,3287263.7231189,279471.045397445181
1652745600,2022-05-17 00:00:00,CFX/USDT,0.0828,0.0877,0.0827,0.0855,3329205.45039248,283438.630496891508
1652659200,2022-05-16 00:00:00,CFX/USDT,0.0876,0.0877,0.0808,0.0827,3551545.18827313,295543.540940883296
1652572800,2022-05-15 00:00:00,CFX/USDT,0.0802,0.0876,0.0782,0.0876,3761638.66461835,304928.581017360125
1652486400,2022-05-14 00:00:00,CFX/USDT,0.0792,0.0804,0.0747,0.0801,3936594.22384588,305323.819257975154
1652400000,2022-05-13 00:00:00,CFX/USDT,0.0742,0.0934,0.0736,0.0792,3897623.22718965,317084.292439644788
1652313600,2022-05-12 00:00:00,CFX/USDT,0.0822,0.0847,0.0714,0.0741,4223767.74205961,318998.962108520253
1652227200,2022-05-11 00:00:00,CFX/USDT,0.1022,0.1035,0.081,0.0821,3625747.27481529,340598.600629870083
1652140800,2022-05-10 00:00:00,CFX/USDT,0.1028,0.1098,0.1004,0.1023,4284951.75049446,452043.005949737003
1652054400,2022-05-09 00:00:00,CFX/USDT,0.1176,0.1187,0.1027,0.1029,3092905.64443257,343040.526803285919
1651968000,2022-05-08 00:00:00,CFX/USDT,0.1231,0.1232,0.1168,0.1176,2233629.38271824,266785.001332658736
1651881600,2022-05-07 00:00:00,CFX/USDT,0.1267,0.1272,0.1216,0.1232,2322433.24660317,292018.34867298589
1651795200,2022-05-06 00:00:00,CFX/USDT,0.1262,0.1303,0.1229,0.1266,3363858.98261378,424703.590059795325
1651708800,2022-05-05 00:00:00,CFX/USDT,0.139,0.1406,0.125,0.1261,3773756.43938535,505948.181006908266
1651622400,2022-05-04 00:00:00,CFX/USDT,0.1339,0.1414,0.1318,0.1391,3664936.12529477,494549.547532890968
1651536000,2022-05-03 00:00:00,CFX/USDT,0.1357,0.1393,0.1335,0.1339,3134310.4768102,427414.913189065465
1651449600,2022-05-02 00:00:00,CFX/USDT,0.1364,0.1487,0.1331,0.1356,3890569.661517,531525.123781102139
1651363200,2022-05-01 00:00:00,CFX/USDT,0.1351,0.1374,0.1321,0.1363,3394117.47058339,455747.299211043569
1651276800,2022-04-30 00:00:00,CFX/USDT,0.1459,0.1493,0.1341,0.1351,3963594.47874327,567454.669228646455
1651190400,2022-04-29 00:00:00,CFX/USDT,0.1527,0.1527,0.1444,0.1458,3775256.56729202,559918.675095183841
1651104000,2022-04-28 00:00:00,CFX/USDT,0.1582,0.1582,0.1527,0.1527,3544794.16753803,550537.506618164292
1651017600,2022-04-27 00:00:00,CFX/USDT,0.1514,0.1676,0.1508,0.1581,3430313.39413314,534149.973343353002
1650931200,2022-04-26 00:00:00,CFX/USDT,0.1606,0.1639,0.1509,0.1515,3598939.82613893,569501.37119485568
1650844800,2022-04-25 00:00:00,CFX/USDT,0.1625,0.1626,0.1541,0.1604,26130621.96104824,4097195.402203022443
1650758400,2022-04-24 00:00:00,CFX/USDT,0.1649,0.1683,0.1614,0.1626,13867585.53896686,2266662.050787512095
1650672000,2022-04-23 00:00:00,CFX/USDT,0.1611,0.1708,0.1599,0.1649,14013366.61716576,2331338.997772284412
1650585600,2022-04-22 00:00:00,CFX/USDT,0.1628,0.1652,0.1571,0.1608,6079113.51144485,985626.287835424114
1650499200,2022-04-21 00:00:00,CFX/USDT,0.1775,0.181,0.1627,0.1628,8751739.06188967,1539287.889896240289
1650412800,2022-04-20 00:00:00,CFX/USDT,0.1923,0.1924,0.1768,0.1774,7286690.27778849,1367134.309314919499
1650326400,2022-04-19 00:00:00,CFX/USDT,0.2006,0.2043,0.191,0.1923,5419033.24121667,1059735.941769225022
1650240000,2022-04-18 00:00:00,CFX/USDT,0.1925,0.2134,0.1831,0.2004,6020478.27369757,1163054.904985880799
1650153600,2022-04-17 00:00:00,CFX/USDT,0.1925,0.2127,0.1893,0.1925,5637243.30887555,1115691.806760185121
1650067200,2022-04-16 00:00:00,CFX/USDT,0.1828,0.2069,0.179,0.1926,6193291.0272582,1169219.900663205388
1649980800,2022-04-15 00:00:00,CFX/USDT,0.1612,0.193,0.1612,0.1828,6509716.86364585,1121850.933777046103
1649894400,2022-04-14 00:00:00,CFX/USDT,0.1692,0.1705,0.1611,0.1613,3907034.72960455,647001.115437407149
1649808000,2022-04-13 00:00:00,CFX/USDT,0.161,0.1719,0.1582,0.1689,4594383.48009676,752549.782593871358
1649721600,2022-04-12 00:00:00,CFX/USDT,0.1558,0.1624,0.1552,0.1611,4829206.90894805,766979.556384909408
1649635200,2022-04-11 00:00:00,CFX/USDT,0.1656,0.175,0.1543,0.1557,6295362.1929012,1023269.297465666156
1649548800,2022-04-10 00:00:00,CFX/USDT,0.16,0.175,0.1536,0.1654,4282005.28740453,689518.710285419855
1649462400,2022-04-09 00:00:00,CFX/USDT,0.152,0.1636,0.1507,0.1602,3544253.96752374,544806.298581048195
1649376000,2022-04-08 00:00:00,CFX/USDT,0.1595,0.1632,0.1511,0.1518,4672356.228833,744580.759919572996
1649289600,2022-04-07 00:00:00,CFX/USDT,0.1584,0.1645,0.1441,0.1594,5895126.45532393,935355.941857673688
1649203200,2022-04-06 00:00:00,CFX/USDT,0.1775,0.1786,0.1583,0.1583,8111651.15148936,1358290.493307698596
1649116800,2022-04-05 00:00:00,CFX/USDT,0.1633,0.1849,0.1631,0.1775,6824716.47683201,1175949.610240141743
1649030400,2022-04-04 00:00:00,CFX/USDT,0.1676,0.1756,0.1569,0.1635,3187418.79880142,525652.129625717889
1648944000,2022-04-03 00:00:00,CFX/USDT,0.1627,0.1705,0.1597,0.1676,1141378.95537417,189884.006845530059
1648857600,2022-04-02 00:00:00,CFX/USDT,0.1787,0.19,0.16,0.1624,2346733.13667736,407624.177949279286
1648771200,2022-04-01 00:00:00,CFX/USDT,0.1,0.22,0.1,0.1792,10131494.60550105,1851405.961137705856
