https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALPINE,Volume USDT
1653696000,2022-05-28 00:00:00,ALPINE/USDT,3.243,3.689,3.167,3.326,12429.57542884,41292.9609987929
1653609600,2022-05-27 00:00:00,ALPINE/USDT,3.125,3.352,2.928,3.217,14708.77341349,46804.56317225582
1653523200,2022-05-26 00:00:00,ALPINE/USDT,3.521,3.65,3.082,3.125,6988.43005702,23476.58450376253
1653436800,2022-05-25 00:00:00,ALPINE/USDT,3.506,3.744,3.473,3.5,6372.56816191,22657.8929941745
1653350400,2022-05-24 00:00:00,ALPINE/USDT,3.496,3.873,3.337,3.523,12217.4922815,42648.38498469086
1653264000,2022-05-23 00:00:00,ALPINE/USDT,3.409,4.001,3.409,3.473,19388.53541175,72094.53192453222
1653177600,2022-05-22 00:00:00,ALPINE/USDT,3.509,3.873,3.314,3.42,9743.84780042,33350.64777410991
1653091200,2022-05-21 00:00:00,ALPINE/USDT,3.7,3.8,3.163,3.505,20877.65256373,73538.4173652904
1653004800,2022-05-20 00:00:00,ALPINE/USDT,3.297,4.286,3.05,3.701,75772.44153924,281305.50055787879
1652918400,2022-05-19 00:00:00,ALPINE/USDT,3.09,3.486,2.94,3.285,30783.2742235,97563.25856996209
1652832000,2022-05-18 00:00:00,ALPINE/USDT,2.919,4.664,2.884,3.084,178510.32729402,682023.12453730237
1652745600,2022-05-17 00:00:00,ALPINE/USDT,2.602,3.576,2.602,2.926,34825.17825824,100836.12643666197
1652659200,2022-05-16 00:00:00,ALPINE/USDT,2.847,2.847,2.48,2.63,8204.79426618,21695.33065810241
1652572800,2022-05-15 00:00:00,ALPINE/USDT,2.726,2.977,2.566,2.874,11998.61331075,32570.87719689471
1652486400,2022-05-14 00:00:00,ALPINE/USDT,2.877,3.136,2.456,2.726,35457.15474297,97035.04743777278
1652400000,2022-05-13 00:00:00,ALPINE/USDT,1.425,3.862,1.404,2.89,161937.91108868,476443.13870899605
1652313600,2022-05-12 00:00:00,ALPINE/USDT,1.842,1.96,1.264,1.437,20160.52388575,31772.08684962759
1652227200,2022-05-11 00:00:00,ALPINE/USDT,3.39,3.408,1.68,1.808,18698.30819195,42804.33676647006
1652140800,2022-05-10 00:00:00,ALPINE/USDT,3.415,3.811,3.291,3.346,2436.18454962,8451.81948155034
1652054400,2022-05-09 00:00:00,ALPINE/USDT,4.496,4.513,3.5,3.5,3460.87987767,13777.25919451817
1651968000,2022-05-08 00:00:00,ALPINE/USDT,4.826,4.853,4.453,4.479,5423.4147019,25355.22773572777
1651881600,2022-05-07 00:00:00,ALPINE/USDT,4.691,5.07,4.637,4.84,14477.59018946,70640.05698682283
1651795200,2022-05-06 00:00:00,ALPINE/USDT,4.772,4.819,4.61,4.682,3190.80277455,14890.53841962632
1651708800,2022-05-05 00:00:00,ALPINE/USDT,5.04,5.44,4.699,4.784,6473.52321345,32403.11240525395
1651622400,2022-05-04 00:00:00,ALPINE/USDT,4.784,5.186,4.601,5.04,2458.95962467,12244.31478978991
1651536000,2022-05-03 00:00:00,ALPINE/USDT,4.887,4.961,4.618,4.757,1433.09811189,6898.52529204128
1651449600,2022-05-02 00:00:00,ALPINE/USDT,4.898,5.09,4.666,4.898,1957.75799562,9555.88300896618
1651363200,2022-05-01 00:00:00,ALPINE/USDT,4.813,5.028,4.34,4.916,3203.09015002,15573.26548534973
1651276800,2022-04-30 00:00:00,ALPINE/USDT,5.304,5.612,4.818,4.832,3691.59105085,19531.36538381351
1651190400,2022-04-29 00:00:00,ALPINE/USDT,5.564,5.64,5.155,5.297,4649.724249,25118.4578955874
1651104000,2022-04-28 00:00:00,ALPINE/USDT,5.822,5.873,5.528,5.539,3075.06995713,17675.9105972149
1651017600,2022-04-27 00:00:00,ALPINE/USDT,5.48,6.453,5.48,5.8,14599.43331933,87386.03865653878
1650931200,2022-04-26 00:00:00,ALPINE/USDT,5.815,6.011,5.201,5.458,5194.0416999,29297.21378985645
1650844800,2022-04-25 00:00:00,ALPINE/USDT,6.116,6.185,5.074,5.82,23618.14851617,133106.09295532131
1650758400,2022-04-24 00:00:00,ALPINE/USDT,5.891,6.439,5.888,6.116,12161.17837053,75252.93739711935
1650672000,2022-04-23 00:00:00,ALPINE/USDT,6.011,6.264,5.808,5.897,9246.09385054,54881.36404060814
1650585600,2022-04-22 00:00:00,ALPINE/USDT,7.238,7.308,5.911,5.998,24198.68199796,158778.55844149673
1650499200,2022-04-21 00:00:00,ALPINE/USDT,5.798,8.4,5.774,7.22,81949.27166932,579354.98435147986
1650412800,2022-04-20 00:00:00,ALPINE/USDT,5.469,6.453,4.993,5.816,18378.05753949,106065.42750257714
1650326400,2022-04-19 00:00:00,ALPINE/USDT,5.322,5.618,5.32,5.453,15653.51473649,84396.3772173261
1650240000,2022-04-18 00:00:00,ALPINE/USDT,5.366,5.435,5.018,5.3,2435.87927839,12700.64924868316
1650153600,2022-04-17 00:00:00,ALPINE/USDT,5.56,5.608,5.368,5.368,1015.60823059,5609.35888989631
1650067200,2022-04-16 00:00:00,ALPINE/USDT,5.55,5.653,5.398,5.56,1534.04009515,8484.38508105609
1649980800,2022-04-15 00:00:00,ALPINE/USDT,5.645,5.719,5.313,5.55,2040.61090262,11324.2647006911
1649894400,2022-04-14 00:00:00,ALPINE/USDT,5.761,5.884,5.495,5.666,19279.53513235,111076.78402334867
1649808000,2022-04-13 00:00:00,ALPINE/USDT,3.8,6.501,3.8,5.74,128412.50828301,763467.85285871653
