https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ZAG
1649433600000,2022-04-08 16:00:00,ZAG/BTC,4.9e-06,4.9e-06,4.9e-06,4.9e-06,0.0006782347886019999,138.41526298
1649430000000,2022-04-08 15:00:00,ZAG/BTC,4.95e-06,5.9e-06,4.9e-06,4.9e-06,0.001501916684982,306.51360918
1649401200000,2022-04-08 07:00:00,ZAG/BTC,5.92e-06,5.92e-06,4.92e-06,4.92e-06,0.0002980095692964,60.57105067
1649336400000,2022-04-07 13:00:00,ZAG/BTC,4.91e-06,4.91e-06,4.9e-06,4.9e-06,0.0012860940891049999,262.46818145
1649332800000,2022-04-07 12:00:00,ZAG/BTC,5.01e-06,5.01e-06,5.01e-06,5.01e-06,1.8036e-05,3.6
1649322000000,2022-04-07 09:00:00,ZAG/BTC,5.93e-06,5.93e-06,5.93e-06,5.93e-06,0.0015521099999960002,261.7386172
1649289600000,2022-04-07 00:00:00,ZAG/BTC,5.93e-06,5.93e-06,5.93e-06,5.93e-06,0.0001186,20.0
1649282400000,2022-04-06 22:00:00,ZAG/BTC,5.9e-06,5.9e-06,5.9e-06,5.9e-06,2.1768235024000003e-05,3.68953136
1649239200000,2022-04-06 10:00:00,ZAG/BTC,5.9e-06,5.9e-06,5.9e-06,5.9e-06,0.000127099999992,21.54237288
1649232000000,2022-04-06 08:00:00,ZAG/BTC,5.88e-06,5.9e-06,4.82e-06,4.82e-06,0.0001788557943696,37.10701128
1649185200000,2022-04-05 19:00:00,ZAG/BTC,5.88e-06,5.88e-06,4.79e-06,4.79e-06,0.00021952960198189997,45.83081461
