https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PERP,Volume USDT
1660521600,2022-08-15 00:00:00,PERP/USDT,0.988,1.03,0.945,0.968,70380.84211256,68660.53498202047
1660435200,2022-08-14 00:00:00,PERP/USDT,1.046,1.058,0.984,0.988,31095.24795185,31954.37198442745
1660348800,2022-08-13 00:00:00,PERP/USDT,1.081,1.12,1.038,1.051,59504.9100618,63922.14201778228
1660262400,2022-08-12 00:00:00,PERP/USDT,1.033,1.093,1.01,1.079,54125.80226581,56618.19808754365
1660176000,2022-08-11 00:00:00,PERP/USDT,1.098,1.113,1.028,1.032,95901.37493275,103528.52123298535
1660089600,2022-08-10 00:00:00,PERP/USDT,1.007,1.138,0.97,1.095,196020.24607514,210526.09149402161
1660003200,2022-08-09 00:00:00,PERP/USDT,1.088,1.093,0.996,1.006,96376.29382925,99917.40475236618
1659916800,2022-08-08 00:00:00,PERP/USDT,1.086,1.155,1.079,1.088,138396.18008089,153252.93016033686
1659830400,2022-08-07 00:00:00,PERP/USDT,1.094,1.14,1.088,1.088,85274.43905715,94750.44692026056
1659744000,2022-08-06 00:00:00,PERP/USDT,1.141,1.208,1.083,1.091,207114.28175697,236823.57261440526
1659657600,2022-08-05 00:00:00,PERP/USDT,1.083,1.27,1.063,1.14,474160.10209765,546919.52209700564
1659571200,2022-08-04 00:00:00,PERP/USDT,0.983,1.364,0.982,1.092,1401177.62908777,1664960.16202156776
1659484800,2022-08-03 00:00:00,PERP/USDT,0.839,1.046,0.819,0.985,473750.60897455,461131.18735111512
1659398400,2022-08-02 00:00:00,PERP/USDT,0.849,0.862,0.808,0.838,122799.75709651,102372.39250373566
1659312000,2022-08-01 00:00:00,PERP/USDT,0.876,0.943,0.83,0.851,120585.93043675,104980.47916995708
1659225600,2022-07-31 00:00:00,PERP/USDT,0.875,0.94,0.87,0.878,117817.68595182,106304.03249935181
1659139200,2022-07-30 00:00:00,PERP/USDT,0.904,0.97,0.864,0.872,195225.45280975,178825.51608913061
1659052800,2022-07-29 00:00:00,PERP/USDT,0.82,0.976,0.81,0.902,320108.17809481,285438.63413868021
1658966400,2022-07-28 00:00:00,PERP/USDT,0.809,0.901,0.771,0.819,181068.83382333,149806.71387135775
1658880000,2022-07-27 00:00:00,PERP/USDT,0.713,0.807,0.703,0.807,106007.1067451,79058.11240172624
1658793600,2022-07-26 00:00:00,PERP/USDT,0.73,0.745,0.684,0.714,146045.62138866,104024.08179957472
1658707200,2022-07-25 00:00:00,PERP/USDT,0.805,0.813,0.726,0.732,154623.87695221,117654.85446723567
1658620800,2022-07-24 00:00:00,PERP/USDT,0.811,0.832,0.794,0.806,123243.70196726,100141.12496295212
1658534400,2022-07-23 00:00:00,PERP/USDT,0.796,0.836,0.764,0.807,214748.42711591,172434.85367856253
1658448000,2022-07-22 00:00:00,PERP/USDT,0.835,0.86,0.782,0.799,148184.14129,121824.26067110423
1658361600,2022-07-21 00:00:00,PERP/USDT,0.831,0.85,0.758,0.834,237779.51126586,192917.06498460739
1658275200,2022-07-20 00:00:00,PERP/USDT,0.882,0.94,0.825,0.833,378626.79089003,338043.09936916671
1658188800,2022-07-19 00:00:00,PERP/USDT,0.859,0.921,0.825,0.885,396216.65824144,347889.61009693279
1658102400,2022-07-18 00:00:00,PERP/USDT,0.82,0.939,0.798,0.864,458678.01142218,399230.87382666209
1658016000,2022-07-17 00:00:00,PERP/USDT,0.809,0.976,0.797,0.818,835781.52272522,733347.75885700471
1657929600,2022-07-16 00:00:00,PERP/USDT,0.729,0.837,0.725,0.812,212567.37465069,165654.44454222119
1657843200,2022-07-15 00:00:00,PERP/USDT,0.762,0.781,0.727,0.727,100262.36120126,75441.94595378953
1657756800,2022-07-14 00:00:00,PERP/USDT,0.79,0.792,0.716,0.765,192395.28923465,144246.11832891713
1657670400,2022-07-13 00:00:00,PERP/USDT,0.761,0.795,0.711,0.794,254005.72295396,191039.63435994452
1657584000,2022-07-12 00:00:00,PERP/USDT,0.842,0.851,0.752,0.757,620958.88223244,496292.28077273534
1657497600,2022-07-11 00:00:00,PERP/USDT,0.744,1.007,0.731,0.843,1443727.62987799,1260355.50023850595
1657411200,2022-07-10 00:00:00,PERP/USDT,0.715,0.79,0.687,0.745,196389.82030412,145483.43827652743
1657324800,2022-07-09 00:00:00,PERP/USDT,0.701,0.763,0.698,0.716,74352.54240699,53828.63141133125
1657238400,2022-07-08 00:00:00,PERP/USDT,0.729,0.74,0.68,0.698,102615.30457919,72749.97186227287
1657152000,2022-07-07 00:00:00,PERP/USDT,0.679,0.765,0.661,0.728,237999.38149183,170537.75729012907
1657065600,2022-07-06 00:00:00,PERP/USDT,0.667,0.689,0.643,0.679,175017.41510552,116856.99581856423
1656979200,2022-07-05 00:00:00,PERP/USDT,0.714,0.725,0.653,0.667,205849.18667227,139697.396592097
1656892800,2022-07-04 00:00:00,PERP/USDT,0.685,0.764,0.658,0.716,351636.25486291,250307.37263497695
1656806400,2022-07-03 00:00:00,PERP/USDT,0.626,0.789,0.602,0.686,596313.94741228,413819.54624062157
1656720000,2022-07-02 00:00:00,PERP/USDT,0.613,0.636,0.586,0.627,106140.71592225,64069.29831728801
1656633600,2022-07-01 00:00:00,PERP/USDT,0.627,0.645,0.601,0.611,134285.62001833,83865.10256550306
1656547200,2022-06-30 00:00:00,PERP/USDT,0.666,0.672,0.588,0.627,171749.20290022,108042.15505538691
1656460800,2022-06-29 00:00:00,PERP/USDT,0.658,0.719,0.648,0.664,303471.05230635,206489.13716554142
1656374400,2022-06-28 00:00:00,PERP/USDT,0.698,0.723,0.654,0.656,138635.8366843,95069.61722920265
1656288000,2022-06-27 00:00:00,PERP/USDT,0.746,0.793,0.698,0.699,179623.88709167,132522.21178734912
1656201600,2022-06-26 00:00:00,PERP/USDT,0.779,0.936,0.747,0.748,379823.35822232,313821.54941274323
1656115200,2022-06-25 00:00:00,PERP/USDT,0.759,0.81,0.733,0.786,103503.28341122,79609.09434077354
1656028800,2022-06-24 00:00:00,PERP/USDT,0.814,0.831,0.72,0.759,199384.13541383,150996.89983119129
1655942400,2022-06-23 00:00:00,PERP/USDT,0.75,0.815,0.722,0.814,417442.66530417,317732.81358852293
1655856000,2022-06-22 00:00:00,PERP/USDT,0.585,0.843,0.577,0.749,1242032.42954081,933751.84170964681
1655769600,2022-06-21 00:00:00,PERP/USDT,0.588,0.653,0.576,0.588,256914.28287937,158569.94424819252
1655683200,2022-06-20 00:00:00,PERP/USDT,0.587,0.626,0.569,0.591,171196.21948432,101611.12436339428
1655596800,2022-06-19 00:00:00,PERP/USDT,0.551,0.604,0.526,0.591,157999.34841527,92648.00340564992
1655510400,2022-06-18 00:00:00,PERP/USDT,0.601,0.613,0.501,0.539,77633.6076591,41571.84387100683
1655424000,2022-06-17 00:00:00,PERP/USDT,0.566,0.627,0.562,0.601,312910.53565675,187946.71621110896
1655337600,2022-06-16 00:00:00,PERP/USDT,0.674,0.684,0.559,0.561,45243.46689922,27322.0299812642
1655251200,2022-06-15 00:00:00,PERP/USDT,0.649,0.671,0.555,0.671,165733.06650878,100342.53053643904
1655164800,2022-06-14 00:00:00,PERP/USDT,0.669,0.687,0.599,0.66,126432.73892048,82604.80526978019
1655078400,2022-06-13 00:00:00,PERP/USDT,0.731,0.751,0.625,0.668,130637.85201772,87920.85428844031
1654992000,2022-06-12 00:00:00,PERP/USDT,0.848,0.858,0.723,0.723,43534.96856156,34146.29975250296
1654905600,2022-06-11 00:00:00,PERP/USDT,0.946,0.981,0.844,0.846,38334.58296154,35263.62285729216
1654819200,2022-06-10 00:00:00,PERP/USDT,1.053,1.079,0.924,0.945,25970.04568108,26014.55602949823
1654732800,2022-06-09 00:00:00,PERP/USDT,1.064,1.086,1.041,1.057,59901.94845374,63427.79166655477
1654646400,2022-06-08 00:00:00,PERP/USDT,1.112,1.174,1.051,1.061,80550.67291328,90600.75789468902
1654560000,2022-06-07 00:00:00,PERP/USDT,1.169,1.17,1.07,1.118,53771.02894831,60151.32515303884
1654473600,2022-06-06 00:00:00,PERP/USDT,1.19,1.244,1.16,1.169,69579.62898539,84367.55070779969
1654387200,2022-06-05 00:00:00,PERP/USDT,1.245,1.387,1.167,1.191,135813.99444325,168272.06895619312
1654300800,2022-06-04 00:00:00,PERP/USDT,1.242,1.435,1.226,1.247,133495.27398313,173400.19855813207
1654214400,2022-06-03 00:00:00,PERP/USDT,1.281,1.298,1.204,1.242,14619.56546343,18221.17033034581
1654128000,2022-06-02 00:00:00,PERP/USDT,1.266,1.325,1.23,1.288,75193.38164306,96606.33583816709
1654041600,2022-06-01 00:00:00,PERP/USDT,1.39,1.4,1.23,1.267,56563.70033031,74147.56506834896
1653955200,2022-05-31 00:00:00,PERP/USDT,1.346,1.592,1.212,1.39,136569.38086111,190925.90677159727
1653868800,2022-05-30 00:00:00,PERP/USDT,1.242,1.371,1.228,1.351,69611.15569936,90663.92658167843
1653782400,2022-05-29 00:00:00,PERP/USDT,1.199,1.263,1.17,1.238,75044.28663341,91386.90308606688
1653696000,2022-05-28 00:00:00,PERP/USDT,1.072,1.231,1.058,1.198,104624.34172413,118840.77571143257
1653609600,2022-05-27 00:00:00,PERP/USDT,1.125,1.167,1.051,1.073,225002.43378573,248974.13545239606
1653523200,2022-05-26 00:00:00,PERP/USDT,1.294,1.311,1.105,1.123,240479.71386203,287725.73138709685
1653436800,2022-05-25 00:00:00,PERP/USDT,1.416,1.427,1.275,1.297,265349.54936837,356351.49209136848
1653350400,2022-05-24 00:00:00,PERP/USDT,1.283,1.713,1.271,1.413,902973.27838747,1361072.02041327125
1653264000,2022-05-23 00:00:00,PERP/USDT,1.192,1.311,1.14,1.283,117499.1544169,144241.4316982044
1653177600,2022-05-22 00:00:00,PERP/USDT,1.157,1.22,1.107,1.195,67819.15697101,79138.71516165247
1653091200,2022-05-21 00:00:00,PERP/USDT,1.076,1.276,1.051,1.148,102658.51027141,120661.43778085577
1653004800,2022-05-20 00:00:00,PERP/USDT,1.133,1.164,1.04,1.079,61347.9583475,67994.44551019182
1652918400,2022-05-19 00:00:00,PERP/USDT,1.055,1.159,0.994,1.138,86354.69784026,94297.03959913128
1652832000,2022-05-18 00:00:00,PERP/USDT,1.179,1.233,1.048,1.053,106350.67434534,121809.65405158526
1652745600,2022-05-17 00:00:00,PERP/USDT,1.108,1.375,1.097,1.178,199241.53910578,237222.83123131797
1652659200,2022-05-16 00:00:00,PERP/USDT,1.367,1.374,1.095,1.115,89621.89787994,110005.1613064652
1652572800,2022-05-15 00:00:00,PERP/USDT,1.298,1.422,1.238,1.362,61412.19241453,82851.68419043432
1652486400,2022-05-14 00:00:00,PERP/USDT,1.253,1.323,1.176,1.306,60088.28019667,76252.61043030847
1652400000,2022-05-13 00:00:00,PERP/USDT,1.21,1.369,1.173,1.261,144939.13615667,186053.37517455261
1652313600,2022-05-12 00:00:00,PERP/USDT,1.355,1.426,1.093,1.206,84419.11831563,111103.88583936093
1652227200,2022-05-11 00:00:00,PERP/USDT,1.856,1.902,1.254,1.362,150576.65405602,214656.42012062781
1652140800,2022-05-10 00:00:00,PERP/USDT,1.838,2.029,1.75,1.857,46998.82918113,88836.76749573834
1652054400,2022-05-09 00:00:00,PERP/USDT,2.227,2.251,1.79,1.835,85793.81031462,165155.57313367314
1651968000,2022-05-08 00:00:00,PERP/USDT,2.207,2.299,2.165,2.223,24483.50788672,54522.08359908945
1651881600,2022-05-07 00:00:00,PERP/USDT,2.38,2.407,2.168,2.211,33095.99744342,76894.25252023862
1651795200,2022-05-06 00:00:00,PERP/USDT,2.471,2.471,2.342,2.385,43359.81234194,104336.63896361426
1651708800,2022-05-05 00:00:00,PERP/USDT,2.993,3.004,2.325,2.475,103605.58320076,271735.04532621811
1651622400,2022-05-04 00:00:00,PERP/USDT,2.893,3.015,2.835,2.993,66201.02208221,193162.04269823836
1651536000,2022-05-03 00:00:00,PERP/USDT,3.24,3.329,2.884,2.911,24474.40862742,75633.94040547121
1651449600,2022-05-02 00:00:00,PERP/USDT,3.233,3.314,3.142,3.24,10251.83603162,32905.20521199104
1651363200,2022-05-01 00:00:00,PERP/USDT,3.093,3.297,3.022,3.237,17517.52857427,55635.47643224742
1651276800,2022-04-30 00:00:00,PERP/USDT,3.353,3.417,3.061,3.121,25866.19780449,84618.50489465023
1651190400,2022-04-29 00:00:00,PERP/USDT,3.74,3.74,3.314,3.334,30296.10637285,105914.35880680442
1651104000,2022-04-28 00:00:00,PERP/USDT,3.725,3.787,3.593,3.728,37692.01431358,138951.73891491941
1651017600,2022-04-27 00:00:00,PERP/USDT,3.632,3.806,3.603,3.741,45149.54952571,168372.90855011723
1650931200,2022-04-26 00:00:00,PERP/USDT,3.998,4.41,3.604,3.635,81113.00906556,326932.0517688843
1650844800,2022-04-25 00:00:00,PERP/USDT,4.196,4.22,3.859,3.982,46593.09996882,186542.90904067564
1650758400,2022-04-24 00:00:00,PERP/USDT,4.321,4.444,4.158,4.196,21752.29912635,93646.23101367358
1650672000,2022-04-23 00:00:00,PERP/USDT,4.352,4.407,4.274,4.321,15979.97429409,69457.98595206412
1650585600,2022-04-22 00:00:00,PERP/USDT,4.427,4.749,4.325,4.352,22355.23211555,100835.84004001362
1650499200,2022-04-21 00:00:00,PERP/USDT,4.627,4.812,4.4,4.456,53907.6760175,247317.23702788029
1650412800,2022-04-20 00:00:00,PERP/USDT,4.128,5.024,4.057,4.63,103588.38037345,473772.67944981953
1650326400,2022-04-19 00:00:00,PERP/USDT,3.984,4.173,3.957,4.138,24966.0758268,101706.49385940543
1650240000,2022-04-18 00:00:00,PERP/USDT,3.893,4.003,3.772,3.984,24926.18702967,96457.50791349746
1650153600,2022-04-17 00:00:00,PERP/USDT,3.993,4.039,3.877,3.903,29016.70527086,115641.9662093691
1650067200,2022-04-16 00:00:00,PERP/USDT,4.011,4.032,3.933,3.992,7532.74169219,30159.96658913219
1649980800,2022-04-15 00:00:00,PERP/USDT,4.148,4.175,3.933,4.018,22967.86980533,92417.37444527545
1649894400,2022-04-14 00:00:00,PERP/USDT,4.251,4.31,4.124,4.144,10690.20661991,45044.73517563723
1649808000,2022-04-13 00:00:00,PERP/USDT,4.173,4.289,4.082,4.261,30573.59122074,127168.92892614906
1649721600,2022-04-12 00:00:00,PERP/USDT,4.061,4.228,4.038,4.175,9469.25877027,39125.22065564733
1649635200,2022-04-11 00:00:00,PERP/USDT,4.522,4.526,4.038,4.038,19415.62365263,83129.71627504015
1649548800,2022-04-10 00:00:00,PERP/USDT,4.532,4.685,4.516,4.526,14206.75227517,65246.3447132979
1649462400,2022-04-09 00:00:00,PERP/USDT,4.513,4.581,4.439,4.532,12748.9594746,57407.77174269315
1649376000,2022-04-08 00:00:00,PERP/USDT,4.595,4.716,4.452,4.528,35390.34920488,164035.54542361695
1649289600,2022-04-07 00:00:00,PERP/USDT,4.686,4.8,4.536,4.609,55353.55123215,260199.03658745958
1649203200,2022-04-06 00:00:00,PERP/USDT,4.863,5.054,4.569,4.679,122453.69851822,587815.01373168006
1649116800,2022-04-05 00:00:00,PERP/USDT,4.908,5.583,4.827,4.872,30346.30298206,151351.99545702286
1649030400,2022-04-04 00:00:00,PERP/USDT,5.238,5.536,4.753,4.92,61536.30675949,302962.36467927678
1648944000,2022-04-03 00:00:00,PERP/USDT,5.387,5.476,5.138,5.243,50224.3681396,265364.16726819899
1648857600,2022-04-02 00:00:00,PERP/USDT,5.298,5.44,5.194,5.372,45768.53566209,243283.67620738472
1648771200,2022-04-01 00:00:00,PERP/USDT,5.041,5.338,4.845,5.289,19485.30451097,98293.58913511923
1648684800,2022-03-31 00:00:00,PERP/USDT,5.068,5.548,5.015,5.035,39462.41578965,207982.79408667462
1648598400,2022-03-30 00:00:00,PERP/USDT,4.999,5.191,4.85,5.088,26727.50457087,133578.56184916637
1648512000,2022-03-29 00:00:00,PERP/USDT,4.794,5.097,4.785,5.02,15025.70559262,74194.2555823985
1648425600,2022-03-28 00:00:00,PERP/USDT,4.98,5.07,4.785,4.797,14586.15845391,72414.28186084762
1648339200,2022-03-27 00:00:00,PERP/USDT,4.879,4.994,4.73,4.99,9456.94764863,45719.54603736482
1648252800,2022-03-26 00:00:00,PERP/USDT,4.66,5,4.647,4.879,33949.81605375,164932.74599220096
1648166400,2022-03-25 00:00:00,PERP/USDT,4.695,4.8,4.551,4.717,23604.32930726,110335.73768178738
1648080000,2022-03-24 00:00:00,PERP/USDT,4.376,4.78,4.33,4.746,61130.12045384,281553.63682311405
1647993600,2022-03-23 00:00:00,PERP/USDT,4.114,4.528,4.067,4.39,27317.30107523,118643.21318608133
1647907200,2022-03-22 00:00:00,PERP/USDT,4.084,4.238,4.069,4.118,15851.84020267,66391.45893618455
1647820800,2022-03-21 00:00:00,PERP/USDT,4.041,4.18,3.945,4.093,15369.31542149,63283.36066054981
1647734400,2022-03-20 00:00:00,PERP/USDT,4.185,4.342,3.943,4.03,16648.92346848,68620.94502300861
1647648000,2022-03-19 00:00:00,PERP/USDT,4.031,4.328,4.018,4.185,22871.87078659,95998.17371250487
1647561600,2022-03-18 00:00:00,PERP/USDT,3.977,4.08,3.836,4.037,7080.02735514,27963.85722791944
1647475200,2022-03-17 00:00:00,PERP/USDT,3.875,4.064,3.827,3.976,11047.09282519,43174.56507778762
1647388800,2022-03-16 00:00:00,PERP/USDT,3.793,3.9,3.713,3.859,12239.87152703,46450.76804173467
1647302400,2022-03-15 00:00:00,PERP/USDT,3.789,3.872,3.643,3.777,13366.07161355,49884.18351593178
1647216000,2022-03-14 00:00:00,PERP/USDT,3.915,4.232,3.664,3.778,44610.34422989,176412.14204223332
1647129600,2022-03-13 00:00:00,PERP/USDT,4.038,4.097,3.827,3.918,29283.8252447,115265.73095253839
1647043200,2022-03-12 00:00:00,PERP/USDT,3.985,4.112,3.88,4.053,24494.09546418,98682.13429749062
1646956800,2022-03-11 00:00:00,PERP/USDT,3.928,4.007,3.8,3.969,18641.58361852,73118.85407065478
1646870400,2022-03-10 00:00:00,PERP/USDT,4.001,4.037,3.704,3.928,23354.81486057,90372.81156859571
1646784000,2022-03-09 00:00:00,PERP/USDT,3.897,4.17,3.897,4.016,19496.52405102,79225.5772737854
1646697600,2022-03-08 00:00:00,PERP/USDT,3.849,3.985,3.755,3.873,6184.71949023,23833.35442681553
1646611200,2022-03-07 00:00:00,PERP/USDT,3.877,4.029,3.74,3.844,17637.14275278,68120.73960651429
1646524800,2022-03-06 00:00:00,PERP/USDT,4.087,4.139,3.883,3.883,14931.55953472,60193.79553349768
1646438400,2022-03-05 00:00:00,PERP/USDT,4.033,4.11,3.928,4.08,20242.6877461,81360.5670872643
1646352000,2022-03-04 00:00:00,PERP/USDT,4.268,4.332,3.981,4.037,18104.6568454,75561.06650205938
1646265600,2022-03-03 00:00:00,PERP/USDT,4.473,4.503,4.172,4.292,8476.8335713,36683.3043761672
1646179200,2022-03-02 00:00:00,PERP/USDT,4.53,4.614,4.388,4.477,22348.00440822,100385.2511051503
1646092800,2022-03-01 00:00:00,PERP/USDT,4.717,4.761,4.436,4.513,18500.1010256,84719.10175709374
1646006400,2022-02-28 00:00:00,PERP/USDT,4.489,4.71,4.158,4.696,28388.01632321,125906.87638911539
1645920000,2022-02-27 00:00:00,PERP/USDT,5.069,5.086,4.471,4.471,5541.88479814,27013.95232612566
1645833600,2022-02-26 00:00:00,PERP/USDT,5.124,5.225,4.914,5.086,10955.47285686,55126.08401407189
1645747200,2022-02-25 00:00:00,PERP/USDT,5.007,5.173,4.819,5.077,26323.61632448,131687.23528988072
1645660800,2022-02-24 00:00:00,PERP/USDT,5.382,5.417,4.78,5.014,36131.78614899,183645.74864627328
1645574400,2022-02-23 00:00:00,PERP/USDT,5.404,5.512,5.289,5.396,5726.59005172,31052.17980949476
1645488000,2022-02-22 00:00:00,PERP/USDT,5.32,5.437,5.09,5.404,14530.28223748,75916.14773501386
1645401600,2022-02-21 00:00:00,PERP/USDT,5.898,5.963,5.214,5.295,47097.5184554,269142.10244258497
1645315200,2022-02-20 00:00:00,PERP/USDT,5.802,6.089,5.45,5.902,45706.98866177,263170.14930765672
1645228800,2022-02-19 00:00:00,PERP/USDT,5.896,5.927,5.482,5.8,16632.25769933,95010.6127734317
1645142400,2022-02-18 00:00:00,PERP/USDT,6.024,6.195,5.663,5.866,23114.84371093,136647.24920377207
1645056000,2022-02-17 00:00:00,PERP/USDT,6.424,6.451,5.847,6.005,21138.88608498,129967.02242867175
1644969600,2022-02-16 00:00:00,PERP/USDT,6.44,6.467,6.19,6.412,10534.16225792,66605.63634165473
1644883200,2022-02-15 00:00:00,PERP/USDT,6.254,6.503,6.254,6.457,13052.99392969,83539.07206904946
1644796800,2022-02-14 00:00:00,PERP/USDT,6.242,6.304,6.014,6.245,12650.35051925,77879.99856105595
1644710400,2022-02-13 00:00:00,PERP/USDT,6.137,6.262,5.761,6.224,20195.81058716,121585.80656510366
1644624000,2022-02-12 00:00:00,PERP/USDT,6.055,6.195,5.911,6.158,7653.3463329,46430.83115267927
1644537600,2022-02-11 00:00:00,PERP/USDT,6.466,6.776,5.828,6.07,21805.77764519,136486.66207639357
1644451200,2022-02-10 00:00:00,PERP/USDT,6.707,6.735,6.347,6.474,11075.1003766,72124.68385471303
1644364800,2022-02-09 00:00:00,PERP/USDT,6.642,6.755,6.399,6.707,12029.33033362,79243.59877722226
1644278400,2022-02-08 00:00:00,PERP/USDT,6.471,6.719,6.199,6.642,17110.74167685,111158.37584450708
1644192000,2022-02-07 00:00:00,PERP/USDT,6.459,6.66,6.384,6.468,17010.47708778,111203.05093626649
1644105600,2022-02-06 00:00:00,PERP/USDT,6.455,6.533,6.239,6.504,9766.12934674,61954.99268130154
1644019200,2022-02-05 00:00:00,PERP/USDT,6.387,6.672,6.372,6.462,16641.35472024,108265.04150979894
1643932800,2022-02-04 00:00:00,PERP/USDT,6.028,6.387,5.984,6.378,5095.88971808,31715.66128196688
1643846400,2022-02-03 00:00:00,PERP/USDT,5.917,6.028,5.821,6.028,2550.83333806,15030.8674318306
1643760000,2022-02-02 00:00:00,PERP/USDT,6.366,6.475,5.861,5.928,3290.76995074,20239.37665647607
1643673600,2022-02-01 00:00:00,PERP/USDT,6.312,6.446,6.242,6.409,8135.11983908,51988.94000449073
1643587200,2022-01-31 00:00:00,PERP/USDT,6.467,6.467,5.982,6.318,6359.85633838,39502.62836253086
1643500800,2022-01-30 00:00:00,PERP/USDT,6.266,6.545,6.083,6.467,6478.85780389,41032.89003020928
1643414400,2022-01-29 00:00:00,PERP/USDT,5.958,6.295,5.8,6.257,7805.75245027,47190.12641756448
1643328000,2022-01-28 00:00:00,PERP/USDT,5.644,6.005,5.475,5.927,5581.50407554,32251.92954743386
1643241600,2022-01-27 00:00:00,PERP/USDT,5.89,5.937,5.339,5.622,12097.61504219,67666.44515366508
1643155200,2022-01-26 00:00:00,PERP/USDT,5.835,6.29,5.5,5.958,22531.52279249,132434.84865368694
1643068800,2022-01-25 00:00:00,PERP/USDT,6.171,6.282,5.742,5.855,10107.64530912,61143.06673178734
1642982400,2022-01-24 00:00:00,PERP/USDT,7.912,7.93,5.226,6.18,59055.60340878,360190.04719583866
1642896000,2022-01-23 00:00:00,PERP/USDT,7.808,8.112,7.404,7.923,12803.4438351,99166.43676391715
1642809600,2022-01-22 00:00:00,PERP/USDT,8.863,9.036,7.327,7.835,30631.20163821,243860.2607002507
1642723200,2022-01-21 00:00:00,PERP/USDT,8.91,9.848,8.55,8.897,61803.92151394,576749.02351019827
1642636800,2022-01-20 00:00:00,PERP/USDT,8.961,9.075,8.623,8.916,10398.00844771,92532.19838997205
1642550400,2022-01-19 00:00:00,PERP/USDT,8.894,9.105,8.713,8.955,6108.02878918,54702.0968308294
1642464000,2022-01-18 00:00:00,PERP/USDT,8.398,9,8.08,8.891,15228.6555618,130319.84337103684
