https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BTC,tradecount
1658361600000,2022-07-21 00:00:00,ETH/BTC,0.06552200,0.06895200,0.06452600,0.06804900,117742.11540000,7827.24506048,275416
1658275200000,2022-07-20 00:00:00,ETH/BTC,0.06592700,0.06788200,0.06481200,0.06552200,154294.60900000,10226.01130326,327639
1658188800000,2022-07-19 00:00:00,ETH/BTC,0.07046900,0.07098600,0.06566300,0.06592800,210896.98900000,14481.89677640,432771
1658102400000,2022-07-18 00:00:00,ETH/BTC,0.06436600,0.07081900,0.06433500,0.07046600,197921.46810000,13260.74028506,418029
1658016000000,2022-07-17 00:00:00,ETH/BTC,0.06396800,0.06525000,0.06280000,0.06435700,111249.75110000,7103.57990697,280425
1657929600000,2022-07-16 00:00:00,ETH/BTC,0.05910600,0.06639000,0.05794600,0.06396800,142618.84740000,8805.51466201,320279
1657843200000,2022-07-15 00:00:00,ETH/BTC,0.05796000,0.06071700,0.05777300,0.05910500,156163.70840000,9174.59586017,256674
1657756800000,2022-07-14 00:00:00,ETH/BTC,0.05510500,0.05843000,0.05452200,0.05795100,145359.16270000,8162.32712917,233074
1657670400000,2022-07-13 00:00:00,ETH/BTC,0.05372000,0.05523000,0.05320200,0.05510500,179911.93190000,9760.80443585,256075
1657584000000,2022-07-12 00:00:00,ETH/BTC,0.05492300,0.05499900,0.05346100,0.05371900,123681.95590000,6694.33565520,168704
1657497600000,2022-07-11 00:00:00,ETH/BTC,0.05599700,0.05635000,0.05466100,0.05492300,107870.48780000,6010.53351304,147262
1657411200000,2022-07-10 00:00:00,ETH/BTC,0.05637000,0.05674500,0.05541500,0.05599700,131159.14210000,7332.43836567,142449
1657324800000,2022-07-09 00:00:00,ETH/BTC,0.05621700,0.05660500,0.05603700,0.05636900,96336.67380000,5427.08846072,122374
1657238400000,2022-07-08 00:00:00,ETH/BTC,0.05721600,0.05736400,0.05593700,0.05621800,240386.57460000,13622.16886041,258978
1657152000000,2022-07-07 00:00:00,ETH/BTC,0.05770200,0.05876900,0.05673800,0.05721000,213183.78040000,12328.10721496,231106
1657065600000,2022-07-06 00:00:00,ETH/BTC,0.05614200,0.05834800,0.05591700,0.05770200,232955.36590000,13200.42915692,240889
1656979200000,2022-07-05 00:00:00,ETH/BTC,0.05688000,0.05749600,0.05572500,0.05614300,236040.81750000,13352.30134615,241008
1656892800000,2022-07-04 00:00:00,ETH/BTC,0.05561400,0.05728500,0.05478000,0.05687900,214952.46300000,12025.75317962,214457
1656806400000,2022-07-03 00:00:00,ETH/BTC,0.05541600,0.05609300,0.05490200,0.05561500,147445.43450000,8177.85057609,150322
1656720000000,2022-07-02 00:00:00,ETH/BTC,0.05496100,0.05560300,0.05410300,0.05541600,148767.07300000,8144.51369226,162299
1656633600000,2022-07-01 00:00:00,ETH/BTC,0.05371600,0.05554200,0.05323100,0.05495900,248813.19570000,13537.22977390,267275
1656547200000,2022-06-30 00:00:00,ETH/BTC,0.05467100,0.05489600,0.05306900,0.05371500,298199.23210000,16111.68266287,290135
1656460800000,2022-06-29 00:00:00,ETH/BTC,0.05641000,0.05675800,0.05440000,0.05467100,327986.19460000,18198.46438995,307343
1656374400000,2022-06-28 00:00:00,ETH/BTC,0.05748200,0.05857200,0.05622900,0.05641100,211452.42460000,12147.06190362,222418
1656288000000,2022-06-27 00:00:00,ETH/BTC,0.05693700,0.05813700,0.05691000,0.05749600,176915.00510000,10157.28638362,199510
1656201600000,2022-06-26 00:00:00,ETH/BTC,0.05779700,0.05915900,0.05690500,0.05694000,184170.48540000,10643.81594890,199661
1656115200000,2022-06-25 00:00:00,ETH/BTC,0.05768600,0.05851100,0.05636000,0.05779600,164340.34210000,9394.68445340,193391
1656028800000,2022-06-24 00:00:00,ETH/BTC,0.05422900,0.05830400,0.05422000,0.05768500,241432.28870000,13576.84923431,282569
1655942400000,2022-06-23 00:00:00,ETH/BTC,0.05254000,0.05470300,0.05250300,0.05422900,213542.32060000,11479.22500529,222447
1655856000000,2022-06-22 00:00:00,ETH/BTC,0.05432700,0.05443600,0.05251000,0.05254000,216504.91790000,11577.73350492,227668
1655769600000,2022-06-21 00:00:00,ETH/BTC,0.05483300,0.05521500,0.05356500,0.05432800,225795.52060000,12319.89155473,247683
1655683200000,2022-06-20 00:00:00,ETH/BTC,0.05484900,0.05582200,0.05351500,0.05483300,301056.73160000,16413.52844048,344710
1655596800000,2022-06-19 00:00:00,ETH/BTC,0.05244500,0.05602900,0.05153800,0.05484900,229604.97840000,12278.17313785,343613
1655510400000,2022-06-18 00:00:00,ETH/BTC,0.05309700,0.05310000,0.04991600,0.05244500,321244.02250000,16617.40427027,407074
1655424000000,2022-06-17 00:00:00,ETH/BTC,0.05237200,0.05329500,0.05174300,0.05309700,225613.20040000,11848.91626958,282902
1655337600000,2022-06-16 00:00:00,ETH/BTC,0.05480600,0.05516900,0.05195300,0.05237100,285613.83240000,15230.83780199,348526
1655251200000,2022-06-15 00:00:00,ETH/BTC,0.05460700,0.05573000,0.05035300,0.05480700,563899.59850000,29762.38714964,598753
1655164800000,2022-06-14 00:00:00,ETH/BTC,0.05379200,0.05561700,0.05105000,0.05457100,490289.60470000,26317.29541493,527068
1655078400000,2022-06-13 00:00:00,ETH/BTC,0.05399700,0.05417800,0.04908100,0.05379300,840121.72060000,43851.86861364,757337
1654992000000,2022-06-12 00:00:00,ETH/BTC,0.05392500,0.05476800,0.05232800,0.05400300,571105.03710000,30576.44550914,452958
1654905600000,2022-06-11 00:00:00,ETH/BTC,0.05715800,0.05753000,0.05300600,0.05392400,426377.61600000,23315.78672201,417120
1654819200000,2022-06-10 00:00:00,ETH/BTC,0.05940700,0.05966400,0.05701400,0.05715800,346617.78720000,20307.61381694,333822
1654732800000,2022-06-09 00:00:00,ETH/BTC,0.05932000,0.05982600,0.05910100,0.05940700,237551.52700000,14128.00184741,212100
1654646400000,2022-06-08 00:00:00,ETH/BTC,0.05825900,0.05965900,0.05811100,0.05932100,366867.91510000,21722.21566470,313428
1654560000000,2022-06-07 00:00:00,ETH/BTC,0.05928200,0.05989500,0.05758400,0.05825900,428305.35070000,25360.61181760,394859
1654473600000,2022-06-06 00:00:00,ETH/BTC,0.06036800,0.06101100,0.05902400,0.05928100,226930.43530000,13634.36188843,266234
1654387200000,2022-06-05 00:00:00,ETH/BTC,0.06042100,0.06083200,0.06001900,0.06036700,111936.77960000,6756.33989709,137394
1654300800000,2022-06-04 00:00:00,ETH/BTC,0.05976600,0.06060900,0.05924300,0.06042000,106707.34560000,6373.83850274,132224
1654214400000,2022-06-03 00:00:00,ETH/BTC,0.06022800,0.06027400,0.05891200,0.05976500,209728.23950000,12485.25161151,238790
1654128000000,2022-06-02 00:00:00,ETH/BTC,0.06099400,0.06144400,0.05991400,0.06022800,215547.01230000,13051.12216098,250585
1654041600000,2022-06-01 00:00:00,ETH/BTC,0.06106200,0.06192100,0.06012800,0.06099400,251980.70570000,15375.89451807,281678
1653955200000,2022-05-31 00:00:00,ETH/BTC,0.06299100,0.06326900,0.06096000,0.06106200,157633.89330000,9762.03505816,215453
1653868800000,2022-05-30 00:00:00,ETH/BTC,0.06154100,0.06309800,0.06144100,0.06299100,149815.45410000,9329.63785389,178438
1653782400000,2022-05-29 00:00:00,ETH/BTC,0.06173200,0.06196200,0.06105700,0.06154100,90799.29180000,5589.87517900,96868
1653696000000,2022-05-28 00:00:00,ETH/BTC,0.06033400,0.06221700,0.06015900,0.06173100,146078.35260000,8953.50333668,139847
1653609600000,2022-05-27 00:00:00,ETH/BTC,0.06137300,0.06232500,0.05979300,0.06033400,246573.46270000,15024.38297016,298316
1653523200000,2022-05-26 00:00:00,ETH/BTC,0.06576000,0.06588000,0.06129000,0.06136700,198910.94580000,12583.35789573,259495
1653436800000,2022-05-25 00:00:00,ETH/BTC,0.06673500,0.06703100,0.06562200,0.06575900,85263.61620000,5642.11843703,105099
1653350400000,2022-05-24 00:00:00,ETH/BTC,0.06779000,0.06799100,0.06640900,0.06672500,50698.08630000,3407.47151403,66419
1653264000000,2022-05-23 00:00:00,ETH/BTC,0.06744400,0.06835000,0.06720400,0.06779100,187205.53070000,12704.73610437,228223
1653177600000,2022-05-22 00:00:00,ETH/BTC,0.06707800,0.06760700,0.06699100,0.06744300,111259.66520000,7478.43716692,142578
1653091200000,2022-05-21 00:00:00,ETH/BTC,0.06709400,0.06749300,0.06683800,0.06707800,57333.72000000,3848.48357734,79015
1653004800000,2022-05-20 00:00:00,ETH/BTC,0.06661000,0.06760000,0.06648400,0.06709400,170444.16430000,11436.95071281,199392
1652918400000,2022-05-19 00:00:00,ETH/BTC,0.06668800,0.06720100,0.06613600,0.06660600,230312.26650000,15347.66125630,242335
1652832000000,2022-05-18 00:00:00,ETH/BTC,0.06867100,0.06892900,0.06657200,0.06668600,181176.42820000,12267.65115931,205512
1652745600000,2022-05-17 00:00:00,ETH/BTC,0.06774200,0.06901600,0.06769700,0.06867400,119838.50330000,8185.62766729,148971
1652659200000,2022-05-16 00:00:00,ETH/BTC,0.06848200,0.06858600,0.06730800,0.06772800,154826.82530000,10530.87050804,192161
1652572800000,2022-05-15 00:00:00,ETH/BTC,0.06835100,0.06929400,0.06760800,0.06848400,97017.91540000,6657.03586459,131457
1652486400000,2022-05-14 00:00:00,ETH/BTC,0.06862500,0.06951700,0.06782200,0.06835200,92404.76250000,6344.61353050,134423
1652400000000,2022-05-13 00:00:00,ETH/BTC,0.06752300,0.06954700,0.06732600,0.06862400,175026.33890000,12028.80463300,259928
1652313600000,2022-05-12 00:00:00,ETH/BTC,0.07165700,0.07268700,0.06630000,0.06752100,303240.19410000,20852.75847538,583820
1652227200000,2022-05-11 00:00:00,ETH/BTC,0.07550200,0.07687400,0.07151000,0.07165800,267848.17270000,20008.64797346,568518
1652140800000,2022-05-10 00:00:00,ETH/BTC,0.07410500,0.07631600,0.07351800,0.07551600,225516.56420000,16965.71786148,382131
1652054400000,2022-05-09 00:00:00,ETH/BTC,0.07401700,0.07441500,0.07210000,0.07411700,234017.61920000,17162.07344227,339017
1651968000000,2022-05-08 00:00:00,ETH/BTC,0.07428900,0.07482500,0.07310000,0.07401700,139747.27810000,10322.51046458,185688
1651881600000,2022-05-07 00:00:00,ETH/BTC,0.07477100,0.07540000,0.07412400,0.07428800,76562.74190000,5710.92061074,122552
1651795200000,2022-05-06 00:00:00,ETH/BTC,0.07517400,0.07552000,0.07404800,0.07477100,95712.64400000,7168.58500534,141367
1651708800000,2022-05-05 00:00:00,ETH/BTC,0.07409400,0.07571200,0.07379900,0.07517400,112991.01500000,8433.25351986,175774
1651622400000,2022-05-04 00:00:00,ETH/BTC,0.07372200,0.07433300,0.07273100,0.07409300,93507.20100000,6869.32613417,154099
1651536000000,2022-05-03 00:00:00,ETH/BTC,0.07415000,0.07421700,0.07339200,0.07372300,69773.26490000,5148.07609697,113495
1651449600000,2022-05-02 00:00:00,ETH/BTC,0.07344000,0.07434600,0.07230300,0.07414600,93137.14980000,6822.11559630,151954
1651363200000,2022-05-01 00:00:00,ETH/BTC,0.07246200,0.07373600,0.07239900,0.07344200,69865.25930000,5101.59536360,115813
1651276800000,2022-04-30 00:00:00,ETH/BTC,0.07299000,0.07347200,0.07222800,0.07246100,57654.25200000,4206.47600785,104967
1651190400000,2022-04-29 00:00:00,ETH/BTC,0.07389900,0.07411500,0.07264600,0.07299000,86061.22350000,6316.96920722,140107
1651104000000,2022-04-28 00:00:00,ETH/BTC,0.07363700,0.07422500,0.07303600,0.07389900,80628.48010000,5933.00051439,157786
1651017600000,2022-04-27 00:00:00,ETH/BTC,0.07371700,0.07447500,0.07324000,0.07363800,69662.80760000,5140.93310289,142658
1650931200000,2022-04-26 00:00:00,ETH/BTC,0.07436900,0.07491900,0.07326300,0.07371600,86726.67600000,6425.77351949,165608
1650844800000,2022-04-25 00:00:00,ETH/BTC,0.07404400,0.07503200,0.07284500,0.07436900,105806.24790000,7799.49110749,188425
1650758400000,2022-04-24 00:00:00,ETH/BTC,0.07435500,0.07482300,0.07394200,0.07404400,40312.62590000,2994.16141697,86982
1650672000000,2022-04-23 00:00:00,ETH/BTC,0.07460100,0.07492100,0.07410900,0.07435600,37047.49500000,2762.11939057,80583
1650585600000,2022-04-22 00:00:00,ETH/BTC,0.07370700,0.07519400,0.07366200,0.07460000,74168.89200000,5521.63024669,136935
1650499200000,2022-04-21 00:00:00,ETH/BTC,0.07438500,0.07444100,0.07331000,0.07370600,91867.89270000,6792.24811997,142273
1650412800000,2022-04-20 00:00:00,ETH/BTC,0.07476000,0.07506500,0.07413600,0.07438600,70877.03640000,5287.53367482,127312
1650326400000,2022-04-19 00:00:00,ETH/BTC,0.07489100,0.07531600,0.07449100,0.07475900,67687.08120000,5067.54771195,106954
1650240000000,2022-04-18 00:00:00,ETH/BTC,0.07530100,0.07537800,0.07357000,0.07489100,93460.58930000,6963.35896955,158123
1650153600000,2022-04-17 00:00:00,ETH/BTC,0.07576600,0.07632900,0.07523000,0.07530000,54773.06350000,4146.46663914,93141
1650067200000,2022-04-16 00:00:00,ETH/BTC,0.07498400,0.07589000,0.07490400,0.07576200,37649.69910000,2834.12008863,59436
1649980800000,2022-04-15 00:00:00,ETH/BTC,0.07565800,0.07577500,0.07476900,0.07498400,52006.08910000,3912.92829740,76665
1649894400000,2022-04-14 00:00:00,ETH/BTC,0.07578900,0.07594000,0.07487000,0.07565700,70006.61920000,5277.18715105,101869
1649808000000,2022-04-13 00:00:00,ETH/BTC,0.07554600,0.07635000,0.07491700,0.07578900,82612.93030000,6253.87168040,137361
1649721600000,2022-04-12 00:00:00,ETH/BTC,0.07537900,0.07600000,0.07497100,0.07554500,91115.30370000,6876.85021449,152289
1649635200000,2022-04-11 00:00:00,ETH/BTC,0.07597300,0.07608100,0.07310300,0.07537900,122776.65000000,9173.66743737,222274
1649548800000,2022-04-10 00:00:00,ETH/BTC,0.07621500,0.07682200,0.07587900,0.07597300,44660.06280000,3406.49727122,103167
1649462400000,2022-04-09 00:00:00,ETH/BTC,0.07554600,0.07658000,0.07539000,0.07621500,42111.48410000,3194.15233268,92704
1649376000000,2022-04-08 00:00:00,ETH/BTC,0.07428900,0.07600000,0.07420700,0.07554900,96005.40170000,7223.16636740,167165
1649289600000,2022-04-07 00:00:00,ETH/BTC,0.07339800,0.07455100,0.07326700,0.07429000,81629.73790000,6033.45756699,146374
1649203200000,2022-04-06 00:00:00,ETH/BTC,0.07487900,0.07491000,0.07310300,0.07339800,118161.74240000,8710.25462210,203620
1649116800000,2022-04-05 00:00:00,ETH/BTC,0.07554900,0.07568700,0.07472000,0.07487800,67847.65050000,5105.76135484,127331
1649030400000,2022-04-04 00:00:00,ETH/BTC,0.07588900,0.07619600,0.07494100,0.07554900,83324.92390000,6301.41875452,152006
1648944000000,2022-04-03 00:00:00,ETH/BTC,0.07517600,0.07596100,0.07486700,0.07588600,61026.15120000,4598.18437056,108362
1648857600000,2022-04-02 00:00:00,ETH/BTC,0.07465800,0.07585100,0.07433600,0.07516500,82187.62930000,6158.04068825,144499
1648771200000,2022-04-01 00:00:00,ETH/BTC,0.07210300,0.07489400,0.07203600,0.07466000,104808.65730000,7689.40990780,212963
1648684800000,2022-03-31 00:00:00,ETH/BTC,0.07193400,0.07256900,0.07149000,0.07210300,94954.08280000,6843.01198688,179773
1648598400000,2022-03-30 00:00:00,ETH/BTC,0.07169300,0.07228000,0.07119700,0.07193400,53850.72940000,3865.03067683,149578
1648512000000,2022-03-29 00:00:00,ETH/BTC,0.07073000,0.07254500,0.07069200,0.07169300,67850.02500000,4869.37478289,187365
1648425600000,2022-03-28 00:00:00,ETH/BTC,0.07037700,0.07140100,0.06973800,0.07073100,74299.32350000,5258.28419156,176737
1648339200000,2022-03-27 00:00:00,ETH/BTC,0.07065200,0.07095600,0.06973800,0.07037800,59364.78600000,4183.93902932,136948
1648252800000,2022-03-26 00:00:00,ETH/BTC,0.07001100,0.07077100,0.06980300,0.07065500,35900.87120000,2524.78741522,87573
1648166400000,2022-03-25 00:00:00,ETH/BTC,0.07072000,0.07142500,0.06975700,0.07001200,92361.19660000,6533.33779228,175302
1648080000000,2022-03-24 00:00:00,ETH/BTC,0.07080000,0.07145600,0.07031300,0.07072000,82212.01370000,5815.76680889,185945
1647993600000,2022-03-23 00:00:00,ETH/BTC,0.07009400,0.07122500,0.06968000,0.07080100,71885.24140000,5060.24411853,171046
1647907200000,2022-03-22 00:00:00,ETH/BTC,0.07049000,0.07145000,0.06995600,0.07009400,82632.60640000,5831.90230813,195631
1647820800000,2022-03-21 00:00:00,ETH/BTC,0.06935200,0.07180400,0.06915000,0.07049100,67174.03120000,4742.77992101,172728
1647734400000,2022-03-20 00:00:00,ETH/BTC,0.06991500,0.07010600,0.06882100,0.06935500,47162.71720000,3275.92260436,129832
1647648000000,2022-03-19 00:00:00,ETH/BTC,0.07037700,0.07104200,0.06937400,0.06991600,54863.46340000,3866.64597451,137116
1647561600000,2022-03-18 00:00:00,ETH/BTC,0.06872600,0.07096100,0.06815600,0.07037700,95916.64930000,6683.08862457,200264
1647475200000,2022-03-17 00:00:00,ETH/BTC,0.06746800,0.06933800,0.06693400,0.06872600,74980.00710000,5114.69877614,161385
1647388800000,2022-03-16 00:00:00,ETH/BTC,0.06664000,0.06756500,0.06547200,0.06746800,99591.97990000,6641.20263575,243990
1647302400000,2022-03-15 00:00:00,ETH/BTC,0.06527600,0.06703600,0.06521000,0.06664000,73886.55810000,4874.86581836,164876
1647216000000,2022-03-14 00:00:00,ETH/BTC,0.06658800,0.06721600,0.06484200,0.06527600,77540.28070000,5128.09168130,165592
1647129600000,2022-03-13 00:00:00,ETH/BTC,0.06619700,0.06675100,0.06572100,0.06658700,46675.57770000,3090.30943024,106092
1647043200000,2022-03-12 00:00:00,ETH/BTC,0.06601600,0.06657600,0.06584400,0.06619700,36026.16450000,2382.35428314,84531
1646956800000,2022-03-11 00:00:00,ETH/BTC,0.06612300,0.06690000,0.06575000,0.06601600,74581.63400000,4944.80379620,170725
1646870400000,2022-03-10 00:00:00,ETH/BTC,0.06501600,0.06657900,0.06467600,0.06612300,74730.66460000,4926.28267302,171203
1646784000000,2022-03-09 00:00:00,ETH/BTC,0.06651000,0.06694400,0.06410100,0.06501700,92250.11000000,6026.96760124,192488
1646697600000,2022-03-08 00:00:00,ETH/BTC,0.06557500,0.06676300,0.06547200,0.06651000,75107.16910000,4975.95489078,171866
1646611200000,2022-03-07 00:00:00,ETH/BTC,0.06639600,0.06752000,0.06528300,0.06557500,85879.14420000,5700.30705913,182873
1646524800000,2022-03-06 00:00:00,ETH/BTC,0.06765500,0.06812700,0.06638200,0.06639600,58409.60110000,3943.23772353,130859
1646438400000,2022-03-05 00:00:00,ETH/BTC,0.06698300,0.06802700,0.06690200,0.06765600,57514.01080000,3882.19836375,118208
1646352000000,2022-03-04 00:00:00,ETH/BTC,0.06675500,0.06712800,0.06513000,0.06698200,86923.95700000,5729.16370492,190999
1646265600000,2022-03-03 00:00:00,ETH/BTC,0.06714400,0.06743700,0.06593900,0.06675600,69869.69850000,4662.43374374,158198
1646179200000,2022-03-02 00:00:00,ETH/BTC,0.06699800,0.06841300,0.06635600,0.06714200,74963.35930000,5054.94261586,230242
1646092800000,2022-03-01 00:00:00,ETH/BTC,0.06767200,0.06823900,0.06581700,0.06699700,81730.63820000,5494.89314350,262086
1646006400000,2022-02-28 00:00:00,ETH/BTC,0.06942000,0.07002400,0.06656400,0.06767300,87557.35570000,6000.18553940,272161
