https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLN,Volume ETH
1663430400000,2022-09-17 16:00:00,ETH/PLN,6812.4552,6926.9343,6799.4201,6926.9343,5254.079666549999,0.7585
1663426800000,2022-09-17 15:00:00,ETH/PLN,6804.6695,6820.1881,6783.1268,6820.1881,3423.7344262,0.502
1663423200000,2022-09-17 14:00:00,ETH/PLN,6737.0677,6794.1658,6723.2702,6794.1658,4175.69430068,0.6146
1663419600000,2022-09-17 13:00:00,ETH/PLN,6737.1968,6748.4613,6710.5862,6712.3436,4840.27096996,0.7211
1663416000000,2022-09-17 12:00:00,ETH/PLN,6716.5846,6756.8214,6684.4754,6742.7694,4236.48201402,0.6283
1663412400000,2022-09-17 11:00:00,ETH/PLN,6748.273,6760.9194,6683.8525,6728.0545,5009.069609997595,0.74450491
1663408800000,2022-09-17 10:00:00,ETH/PLN,6774.5878,6774.5878,6718.168,6751.3966,5376.13711258,0.7963
1663405200000,2022-09-17 09:00:00,ETH/PLN,6773.1988,6787.7989,6751.6132,6780.7384,4827.20766696,0.7119
1663401600000,2022-09-17 08:00:00,ETH/PLN,6741.6338,6790.0259,6741.3245,6788.8929,6245.10257871,0.9199
1663398000000,2022-09-17 07:00:00,ETH/PLN,6755.7287,6771.6235,6724.4555,6759.3742,4755.219749700001,0.7035
1663394400000,2022-09-17 06:00:00,ETH/PLN,6796.06,6796.06,6717.3201,6751.7612,5632.31919304,0.8342
1663390800000,2022-09-17 05:00:00,ETH/PLN,6779.9499,6798.8151,6763.611,6773.6509,5007.0827452799995,0.7392
1663387200000,2022-09-17 04:00:00,ETH/PLN,6788.8412,6810.162,6782.9516,6799.6755,4255.91689545,0.6259
1663383600000,2022-09-17 03:00:00,ETH/PLN,6795.1025,6808.2961,6774.6731,6788.6516,4407.19261872,0.6492
1663380000000,2022-09-17 02:00:00,ETH/PLN,6802.2155,6806.8032,6773.321,6783.735,4032.252084,0.5944
1663376400000,2022-09-17 01:00:00,ETH/PLN,6803.5493,6814.3061,6782.6607,6808.4011,5169.61895523,0.7593
1663372800000,2022-09-17 00:00:00,ETH/PLN,6789.6801,6825.2383,6781.0216,6801.4946,4580.8066131,0.6735
1663369200000,2022-09-16 23:00:00,ETH/PLN,6767.1117,6792.1106,6739.8466,6762.1181,4734.158881809999,0.7001
1663365600000,2022-09-16 22:00:00,ETH/PLN,6811.7996,6811.7996,6762.34,6762.34,6146.290826,0.9089
1663362000000,2022-09-16 21:00:00,ETH/PLN,6793.717,6814.5554,6769.1881,6803.3151,4971.18234357,0.7307
1663358400000,2022-09-16 20:00:00,ETH/PLN,6756.637,6796.3187,6744.119,6776.9675,5668.255617,0.8364
1663354800000,2022-09-16 19:00:00,ETH/PLN,6745.9096,6786.6513,6730.1738,6742.5697,4212.75754856,0.6248
1663351200000,2022-09-16 18:00:00,ETH/PLN,6718.6861,6777.718,6695.6452,6763.5714,3688.17548442,0.5453
1663347600000,2022-09-16 17:00:00,ETH/PLN,6743.9612,6787.7663,6698.5777,6721.5119,4105.727462203648,0.61083392
1663344000000,2022-09-16 16:00:00,ETH/PLN,6888.7872,6897.0293,6738.6341,6738.6341,4412.88281649171,0.6548631
1663340400000,2022-09-16 15:00:00,ETH/PLN,6839.8449,6895.9192,6799.5679,6868.367,4841.28943189287,0.70486761
1663336800000,2022-09-16 14:00:00,ETH/PLN,6813.826,6914.1433,6800.4259,6876.3528,4883.58575856,0.7102
1663333200000,2022-09-16 13:00:00,ETH/PLN,6949.517,6949.517,6813.6475,6813.6475,3218.7670789999997,0.4724
1663329600000,2022-09-16 12:00:00,ETH/PLN,7013.8393,7013.8393,6923.1874,6923.1874,4359.53110578,0.6297
1663326000000,2022-09-16 11:00:00,ETH/PLN,6972.9168,7010.4526,6946.1127,6995.2366,4340.544310300001,0.6205
1663322400000,2022-09-16 10:00:00,ETH/PLN,6960.9429,7008.6745,6922.8957,6988.7133,2424.38464377,0.3469
1663318800000,2022-09-16 09:00:00,ETH/PLN,6906.673,6939.7809,6906.673,6939.7809,4385.24755071,0.6319
1663315200000,2022-09-16 08:00:00,ETH/PLN,6951.6194,6987.0572,6897.5899,6901.0369,5178.53808976,0.7504
1663311600000,2022-09-16 07:00:00,ETH/PLN,6957.0944,6997.1989,6955.9269,6976.8344,5157.27598848,0.7392
1663308000000,2022-09-16 06:00:00,ETH/PLN,6984.2984,6997.7399,6956.772,6996.7528,4689.223726560001,0.6702
1663304400000,2022-09-16 05:00:00,ETH/PLN,6943.6122,6995.805,6918.1675,6961.062,4834.457559,0.6945
1663300800000,2022-09-16 04:00:00,ETH/PLN,6972.6319,7011.5061,6972.115,6988.3835,3462.7440242499997,0.4955
1663297200000,2022-09-16 03:00:00,ETH/PLN,6953.9278,6985.8456,6929.2988,6966.9409,6374.7509235,0.915
1663293600000,2022-09-16 02:00:00,ETH/PLN,6950.0876,6961.9642,6913.2964,6959.4799,5768.71288911,0.8289
1663290000000,2022-09-16 01:00:00,ETH/PLN,6976.276,7010.9698,6940.1528,6942.1996,6170.22700448,0.8888
1663286400000,2022-09-16 00:00:00,ETH/PLN,7013.4433,7018.103,6897.8411,7001.9831,6221.26198435,0.8885
1663282800000,2022-09-15 23:00:00,ETH/PLN,6998.4568,7012.4835,6988.5396,6998.9059,3753.51323417,0.5363
1663279200000,2022-09-15 22:00:00,ETH/PLN,7076.1512,7080.861,6995.9439,6995.9439,3747.72714723,0.5357
1663275600000,2022-09-15 21:00:00,ETH/PLN,7137.3873,7145.5502,7070.7956,7089.4306,3364.64376276,0.4746
1663272000000,2022-09-15 20:00:00,ETH/PLN,7105.0453,7157.5873,7093.5395,7134.765,5259.0352815,0.7371
1663268400000,2022-09-15 19:00:00,ETH/PLN,7090.8077,7140.0046,7080.667,7092.8725,4287.64142625,0.6045
1663264800000,2022-09-15 18:00:00,ETH/PLN,7151.749,7170.733,7112.5829,7112.5829,5293.18419418,0.7442
1663261200000,2022-09-15 17:00:00,ETH/PLN,7157.6663,7187.8797,7151.0309,7171.9802,5154.50216974,0.7187
1663257600000,2022-09-15 16:00:00,ETH/PLN,7086.1947,7181.9109,7083.2488,7179.7322,4134.08980076,0.5758
1663254000000,2022-09-15 15:00:00,ETH/PLN,7091.6104,7135.3235,7030.1203,7082.6918,3180.83688738,0.4491
1663250400000,2022-09-15 14:00:00,ETH/PLN,7508.5502,7532.3027,7094.4465,7109.6939,6156.306770127419,0.86590321
1663246800000,2022-09-15 13:00:00,ETH/PLN,7527.438,7547.7483,7491.9024,7504.3052,5476.64193496,0.7298
1663243200000,2022-09-15 12:00:00,ETH/PLN,7552.5414,7567.636,7502.9067,7508.0116,5176.02319704,0.6894
1663239600000,2022-09-15 11:00:00,ETH/PLN,7506.1884,7574.0806,7496.6506,7574.0806,5129.924790380001,0.6773
1663236000000,2022-09-15 10:00:00,ETH/PLN,7528.4299,7557.9605,7503.938,7514.0327,5876.72497467,0.7821
1663232400000,2022-09-15 09:00:00,ETH/PLN,7585.7364,7600.0777,7504.4276,7526.7065,5994.2690566,0.7964
1663228800000,2022-09-15 08:00:00,ETH/PLN,7707.1687,7707.1687,7548.05,7608.1684,6530.09093772,0.8583
1663225200000,2022-09-15 07:00:00,ETH/PLN,7645.2078,7837.5542,7645.2078,7771.2833,6998.04061165,0.9005
1663221600000,2022-09-15 06:00:00,ETH/PLN,7661.5123,7695.6181,7476.7472,7605.8851,5928.02684694,0.7794
1663218000000,2022-09-15 05:00:00,ETH/PLN,7589.3273,7738.3703,7570.778,7738.3703,5331.61695980924,0.68898447
1663214400000,2022-09-15 04:00:00,ETH/PLN,7614.8833,7618.1445,7583.0314,7618.1445,5102.6331861,0.6698
1663210800000,2022-09-15 03:00:00,ETH/PLN,7631.0477,7631.0477,7583.0978,7599.6012,4447.286622240001,0.5852
1663207200000,2022-09-15 02:00:00,ETH/PLN,7686.0717,7686.0717,7591.0123,7613.4696,5206.85185944,0.6839
1663203600000,2022-09-15 01:00:00,ETH/PLN,7705.4405,7718.7895,7566.4535,7667.0595,4695.307237800001,0.6124
1663200000000,2022-09-15 00:00:00,ETH/PLN,7725.2161,7735.4752,7691.9716,7691.9716,1049.9541234,0.1365
1663196400000,2022-09-14 23:00:00,ETH/PLN,7810.3791,7810.3791,7705.3642,7728.1139,5629.158164760001,0.7284
1663192800000,2022-09-14 22:00:00,ETH/PLN,7676.2173,7812.8643,7649.5582,7775.8544,5362.22919424,0.6896
1663189200000,2022-09-14 21:00:00,ETH/PLN,7568.3625,7631.7014,7553.3552,7631.7014,5183.45159088,0.6792
1663185600000,2022-09-14 20:00:00,ETH/PLN,7544.9772,7576.6919,7537.275,7540.2952,6145.340587999999,0.815
1663182000000,2022-09-14 19:00:00,ETH/PLN,7507.9333,7561.0338,7473.6879,7528.7798,4493.1757846400005,0.5968
1663178400000,2022-09-14 18:00:00,ETH/PLN,7548.5445,7548.5445,7405.5573,7499.3561,8460.574219134862,1.12817342
1663174800000,2022-09-14 17:00:00,ETH/PLN,7510.738,7588.5746,7509.9744,7516.9851,4826.316289813629,0.64205479
1663171200000,2022-09-14 16:00:00,ETH/PLN,7572.6863,7579.7488,7488.3415,7525.0617,6671.71970322,0.8866
1663167600000,2022-09-14 15:00:00,ETH/PLN,7613.5629,7613.5629,7542.6063,7548.2769,5064.13897221,0.6709
1663164000000,2022-09-14 14:00:00,ETH/PLN,7592.7978,7626.1272,7535.9558,7577.8865,6876.1742101,0.9074
1663160400000,2022-09-14 13:00:00,ETH/PLN,7616.4219,7638.5267,7546.7207,7586.4812,4738.516157520001,0.6246
1663156800000,2022-09-14 12:00:00,ETH/PLN,7565.6477,7619.6704,7513.5202,7619.6704,4466.65078848,0.5862
1663153200000,2022-09-14 11:00:00,ETH/PLN,7576.8881,7624.5248,7544.2673,7544.2673,3759.30839559,0.4983
1663149600000,2022-09-14 10:00:00,ETH/PLN,7578.0495,7600.0042,7518.5375,7597.0274,6005.4501597,0.7905
1663146000000,2022-09-14 09:00:00,ETH/PLN,7589.4099,7609.3951,7566.3193,7568.3459,6277.18608946,0.8294
1663142400000,2022-09-14 08:00:00,ETH/PLN,7635.4538,7635.4538,7521.6995,7576.7733,4627.13545431,0.6107
1663138800000,2022-09-14 07:00:00,ETH/PLN,7682.9869,7682.9869,7608.4361,7640.4684,4216.77450996,0.5519
1663135200000,2022-09-14 06:00:00,ETH/PLN,7683.0963,7696.8523,7629.1264,7669.1964,4251.03556452,0.5543
1663131600000,2022-09-14 05:00:00,ETH/PLN,7687.1181,7716.5063,7596.1173,7609.4302,6221.47013152,0.8176
1663128000000,2022-09-14 04:00:00,ETH/PLN,7691.8972,7691.8972,7648.7821,7649.2576,1902.26595275376,0.24868635
1663110000000,2022-09-13 23:00:00,ETH/PLN,7537.7243,7549.5016,7434.2346,7438.3273,6420.312842042709,0.86313933
1663106400000,2022-09-13 22:00:00,ETH/PLN,7523.8539,7578.633,7523.8539,7572.6365,3411.47274325,0.4505
1663095600000,2022-09-13 19:00:00,ETH/PLN,7523.7408,7607.0257,7507.6366,7562.3612,5328.43970152,0.7046
1663092000000,2022-09-13 18:00:00,ETH/PLN,7682.9325,7701.3811,7525.5257,7525.5257,5039.534660141674,0.66965882
1663088400000,2022-09-13 17:00:00,ETH/PLN,7632.2748,7699.8404,7614.1403,7651.5376,4431.005424159999,0.5791
1663084800000,2022-09-13 16:00:00,ETH/PLN,7553.706,7639.4375,7528.0774,7632.3433,4592.38096361,0.6017
1663081200000,2022-09-13 15:00:00,ETH/PLN,7494.0574,7544.9551,7476.0603,7523.4154,4386.90351974,0.5831
1663077600000,2022-09-13 14:00:00,ETH/PLN,7370.2523,7606.5471,7370.2523,7446.4129,5868.5180064900005,0.7881
1663074000000,2022-09-13 13:00:00,ETH/PLN,7688.3428,7703.7464,7536.9164,7536.9164,4936.680242,0.655
1663070400000,2022-09-13 12:00:00,ETH/PLN,8021.6127,8083.3336,7673.881,7673.881,68149.63574542696,8.88072616
1663066800000,2022-09-13 11:00:00,ETH/PLN,8010.1081,8020.4455,8006.0417,8020.4455,6626.4920721,0.8262
1663063200000,2022-09-13 10:00:00,ETH/PLN,8006.2116,8015.0753,7980.678,8009.7272,4976.44350936,0.6213
1663059600000,2022-09-13 09:00:00,ETH/PLN,7941.0998,8011.4222,7938.5036,8011.3245,5455.711984500001,0.681
1663056000000,2022-09-13 08:00:00,ETH/PLN,7974.6673,7974.6673,7935.9086,7950.2123,5189.10356821,0.6527
1663052400000,2022-09-13 07:00:00,ETH/PLN,7920.3253,7971.6888,7915.2362,7961.7805,6121.0168484000005,0.7688
1663048800000,2022-09-13 06:00:00,ETH/PLN,7928.8029,7997.0186,7926.9709,7940.9099,5578.48920475,0.7025
1663045200000,2022-09-13 05:00:00,ETH/PLN,7942.3402,7982.239,7922.4921,7928.5391,5642.74127747,0.7117
1663041600000,2022-09-13 04:00:00,ETH/PLN,7958.1884,8003.8051,7939.4599,7980.1796,6187.033243880001,0.7753
1663038000000,2022-09-13 03:00:00,ETH/PLN,7945.7513,7953.4516,7910.4027,7948.0494,4725.1153683,0.5945
1663034400000,2022-09-13 02:00:00,ETH/PLN,7848.7377,7923.0505,7848.7377,7906.8318,4423.8723921,0.5595
1663030800000,2022-09-13 01:00:00,ETH/PLN,7842.4596,7900.439,7842.4596,7877.6389,6815.032775405401,0.86511109
1663027200000,2022-09-13 00:00:00,ETH/PLN,7965.8879,7965.8879,7848.7287,7858.8611,4682.459626215621,0.59581911
1663023600000,2022-09-12 23:00:00,ETH/PLN,7960.3298,7975.3078,7946.4204,7967.3127,5680.6939551,0.713
1663020000000,2022-09-12 22:00:00,ETH/PLN,7971.6199,7979.4918,7949.1805,7951.8851,4323.43992887,0.5437
1663016400000,2022-09-12 21:00:00,ETH/PLN,8001.5798,8001.5798,7959.7345,7970.3353,4354.19417439,0.5463
1663012800000,2022-09-12 20:00:00,ETH/PLN,8007.5079,8014.5418,7986.8617,7986.8617,4445.48722222,0.5566
1663009200000,2022-09-12 19:00:00,ETH/PLN,7991.3635,8016.8395,7980.1686,8007.6052,5550.8719246400005,0.6932
1663005600000,2022-09-12 18:00:00,ETH/PLN,7948.6833,8001.8344,7945.5322,7984.8203,5466.40797738,0.6846
1663002000000,2022-09-12 17:00:00,ETH/PLN,7945.3924,7946.2015,7939.8713,7944.1708,5721.391810159999,0.7202
1662998400000,2022-09-12 16:00:00,ETH/PLN,7943.9698,7946.6269,7865.1373,7946.1907,5080.090221622073,0.63931139
1662994800000,2022-09-12 15:00:00,ETH/PLN,8061.3746,8089.5398,7928.7513,7928.7513,6419.708061601902,0.80967454
1662991200000,2022-09-12 14:00:00,ETH/PLN,8156.4162,8165.4244,8062.3615,8082.2355,6097.2384612,0.7544
1662987600000,2022-09-12 13:00:00,ETH/PLN,8103.7728,8165.9952,8086.2033,8165.9952,6617.722510080001,0.8104
1662984000000,2022-09-12 12:00:00,ETH/PLN,8131.1142,8136.9565,8079.0031,8117.9628,4288.894851697596,0.52832157
1662980400000,2022-09-12 11:00:00,ETH/PLN,8098.113,8163.7299,8098.113,8155.0792,4538.3015748,0.5565
1662976800000,2022-09-12 10:00:00,ETH/PLN,8082.2084,8114.5186,8065.079,8089.2182,5931.8237060599995,0.7333
1662973200000,2022-09-12 09:00:00,ETH/PLN,8129.154,8147.7203,8082.6707,8126.2837,5418.874301047774,0.66683302
1662969600000,2022-09-12 08:00:00,ETH/PLN,8131.5133,8155.5102,8115.7289,8148.1503,5925.33489816,0.7272
1662966000000,2022-09-12 07:00:00,ETH/PLN,8090.1532,8119.6833,8045.2215,8116.9074,4793.84551044,0.5906
1662962400000,2022-09-12 06:00:00,ETH/PLN,8049.962,8081.8841,8025.4617,8059.5275,4832.492689000001,0.5996
1662958800000,2022-09-12 05:00:00,ETH/PLN,8049.1548,8169.9607,7795.8668,8018.6724,7777.310360760001,0.9699
1662955200000,2022-09-12 04:00:00,ETH/PLN,8070.4518,8070.4518,8029.7012,8060.705,5073.407727,0.6294
1662951600000,2022-09-12 03:00:00,ETH/PLN,8099.4168,8105.7599,8018.7029,8051.9775,6075.2170237499995,0.7545
1662948000000,2022-09-12 02:00:00,ETH/PLN,8216.0948,8216.0948,8083.631,8106.4021,5896.59688754,0.7274
1662944400000,2022-09-12 01:00:00,ETH/PLN,8128.4126,8277.753,8094.9911,8236.6902,5346.435608819999,0.6491
1662940800000,2022-09-12 00:00:00,ETH/PLN,8206.4365,8232.7801,8105.0847,8105.0847,5714.8952219699995,0.7051
1662937200000,2022-09-11 23:00:00,ETH/PLN,8183.2797,8222.7425,8123.705,8222.7425,3477.39780325,0.4229
1662933600000,2022-09-11 22:00:00,ETH/PLN,8120.0184,8192.3414,8120.0184,8191.9267,6306.14517366,0.7698
1662930000000,2022-09-11 21:00:00,ETH/PLN,8210.469,8231.1246,8056.183,8094.4459,8487.026526149999,1.0485
1662926400000,2022-09-11 20:00:00,ETH/PLN,8246.12,8274.0339,8163.5056,8201.1529,3631.47050412,0.4428
1662922800000,2022-09-11 19:00:00,ETH/PLN,8236.5756,8259.2237,8222.7281,8226.918,5220.802162800001,0.6346
1662919200000,2022-09-11 18:00:00,ETH/PLN,8274.4916,8313.9622,8255.0259,8255.0259,5417.7734981700005,0.6563
1662915600000,2022-09-11 17:00:00,ETH/PLN,8261.9845,8302.5145,8260.8469,8298.5816,3955.93384872,0.4767
1662912000000,2022-09-11 16:00:00,ETH/PLN,8251.8674,8321.4627,8251.8674,8268.0162,5554.78731101448,0.6718404
1662908400000,2022-09-11 15:00:00,ETH/PLN,8221.3197,8298.7107,8219.8836,8269.1339,6918.78433413,0.8367
1662904800000,2022-09-11 14:00:00,ETH/PLN,8259.0558,8264.5794,8212.9445,8226.1868,6271.644816319999,0.7624
1662901200000,2022-09-11 13:00:00,ETH/PLN,8278.5999,8287.5689,8240.7451,8269.1887,3435.8479048500003,0.4155
1662897600000,2022-09-11 12:00:00,ETH/PLN,8269.2238,8293.4661,8250.9605,8275.9455,6725.0333132999995,0.8126
1662894000000,2022-09-11 11:00:00,ETH/PLN,8198.4722,8292.3048,8198.4722,8283.9036,6984.987515519999,0.8432
1662890400000,2022-09-11 10:00:00,ETH/PLN,8212.3823,8240.6769,8192.3518,8240.6769,4286.8001233800005,0.5202
1662886800000,2022-09-11 09:00:00,ETH/PLN,8210.6614,8274.3584,8203.0832,8226.675,6673.50253509075,0.81120289
1662883200000,2022-09-11 08:00:00,ETH/PLN,8202.5599,8235.2609,8187.7633,8231.9692,4489.71600168,0.5454
1662879600000,2022-09-11 07:00:00,ETH/PLN,8168.2481,8223.3625,8168.2481,8200.4698,4038.7313765000004,0.4925
1662876000000,2022-09-11 06:00:00,ETH/PLN,8221.9697,8245.6602,8166.852,8166.852,4681.2395664000005,0.5732
1662872400000,2022-09-11 05:00:00,ETH/PLN,8203.2936,8242.6422,8203.2936,8233.9328,5287.83164416,0.6422
1662868800000,2022-09-11 04:00:00,ETH/PLN,8206.1195,8242.7253,8206.0075,8227.5284,6439.686478679999,0.7827
1662865200000,2022-09-11 03:00:00,ETH/PLN,8206.4614,8251.3425,8206.4614,8213.8992,6461.0531107199995,0.7866
1662861600000,2022-09-11 02:00:00,ETH/PLN,8228.3309,8245.5395,8198.3793,8212.2461,6623.99770426,0.8066
1662858000000,2022-09-11 01:00:00,ETH/PLN,8258.2956,8290.5426,8232.9363,8232.9363,5259.19970844,0.6388
1662854400000,2022-09-11 00:00:00,ETH/PLN,8315.377,8327.6683,8266.2668,8276.514,6343.120329599999,0.7664
1662850800000,2022-09-10 23:00:00,ETH/PLN,8338.086,8338.086,8290.2611,8301.3197,6574.6452024,0.792
1662847200000,2022-09-10 22:00:00,ETH/PLN,8206.9842,8301.9479,8198.3446,8287.4683,5519.4538878,0.666
1662843600000,2022-09-10 21:00:00,ETH/PLN,8092.6863,8244.8878,8088.8427,8185.417,8406.854957892581,1.02705274
1662840000000,2022-09-10 20:00:00,ETH/PLN,8124.3714,8137.0375,8069.386,8102.415,4692.108526499999,0.5791
1662836400000,2022-09-10 19:00:00,ETH/PLN,8091.6644,8151.0769,8078.8934,8151.0769,7772.86693184,0.9536
1662832800000,2022-09-10 18:00:00,ETH/PLN,8021.5263,8124.0727,8021.5263,8112.0495,6331.45463475,0.7805
1662829200000,2022-09-10 17:00:00,ETH/PLN,8038.0603,8075.6719,8005.2711,8044.8245,5950.69103688208,0.73969184
1662825600000,2022-09-10 16:00:00,ETH/PLN,8018.7511,8033.4246,7992.6191,8018.7765,4940.36820165,0.6161
1662822000000,2022-09-10 15:00:00,ETH/PLN,8018.9672,8044.3312,7999.8811,8015.0167,6047.330100149999,0.7545
1662818400000,2022-09-10 14:00:00,ETH/PLN,8005.3889,8035.4683,7989.1947,8030.5666,4882.5844928,0.608
1662814800000,2022-09-10 13:00:00,ETH/PLN,8062.4893,8080.431,8000.144,8026.4482,4812.65834072,0.5996
1662811200000,2022-09-10 12:00:00,ETH/PLN,8042.2407,8064.1587,8021.7944,8045.8655,6608.8739217,0.8214
1662807600000,2022-09-10 11:00:00,ETH/PLN,8032.5834,8052.7256,8030.4445,8042.9572,5175.642958199999,0.6435
1662804000000,2022-09-10 10:00:00,ETH/PLN,8014.013,8059.588,7999.4187,8042.6814,5934.69460506,0.7379
1662800400000,2022-09-10 09:00:00,ETH/PLN,7995.8909,8047.7663,7990.722,8031.5514,6630.84883584,0.8256
1662796800000,2022-09-10 08:00:00,ETH/PLN,7988.0798,8042.1536,7972.1584,8000.466,5798.77607903214,0.72480479
1662793200000,2022-09-10 07:00:00,ETH/PLN,8086.8954,8107.3318,7984.7124,7984.7124,5566.941485280001,0.6972
1662789600000,2022-09-10 06:00:00,ETH/PLN,8107.1439,8110.0396,8077.6877,8077.6877,5550.17921867,0.6871
1662786000000,2022-09-10 05:00:00,ETH/PLN,8093.7076,8124.3783,8066.7485,8097.9729,6360.14791566,0.7854
1662782400000,2022-09-10 04:00:00,ETH/PLN,8080.1496,8130.2403,8064.2327,8071.7765,4436.248364399999,0.5496
1662778800000,2022-09-10 03:00:00,ETH/PLN,8091.8334,8135.4221,8075.0723,8089.3423,4936.116671459999,0.6102
1662775200000,2022-09-10 02:00:00,ETH/PLN,8035.0086,8108.2935,8022.0247,8094.7221,5238.90414312,0.6472
1662771600000,2022-09-10 01:00:00,ETH/PLN,8000.6282,8054.9456,8000.6282,8037.2644,5053.028128280001,0.6287
1662768000000,2022-09-10 00:00:00,ETH/PLN,8033.8704,8035.4874,7979.1508,7987.8602,4722.422950239999,0.5912
1662764400000,2022-09-09 23:00:00,ETH/PLN,8047.5819,8052.1278,7986.7299,8015.8395,4279.760353854735,0.53391293
1662760800000,2022-09-09 22:00:00,ETH/PLN,8010.3901,8052.8419,7987.7948,8045.6575,4861.1862615,0.6042
1662757200000,2022-09-09 21:00:00,ETH/PLN,8045.9773,8047.5775,8009.5294,8015.1105,4966.1624658,0.6196
1662753600000,2022-09-09 20:00:00,ETH/PLN,8048.3033,8062.9313,8017.3069,8028.9972,6206.4148356,0.773
1662750000000,2022-09-09 19:00:00,ETH/PLN,7988.7907,8052.9026,7958.8068,8050.1776,6310.12849168896,0.7838496
1662746400000,2022-09-09 18:00:00,ETH/PLN,7978.6712,8010.422,7912.9728,7965.7135,7017.0272918613,0.8809038
1662742800000,2022-09-09 17:00:00,ETH/PLN,7997.0212,8071.5039,7960.3737,7963.2888,4823.386164102864,0.60570278
1662739200000,2022-09-09 16:00:00,ETH/PLN,8057.2928,8060.0818,7974.298,8001.7082,6826.836669110762,0.85317241
