https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOBA,Volume USDT
1654473600,2022-06-06 00:00:00,BOBA/USDT,0.4336,0.4643,0.4336,0.4426,24522.93340793,10913.735769644213
1654387200,2022-06-05 00:00:00,BOBA/USDT,0.439,0.4823,0.4218,0.4336,74791.48589168,32544.823220506437
1654300800,2022-06-04 00:00:00,BOBA/USDT,0.432,0.4646,0.4281,0.4385,27124.40488725,12099.848315414591
1654214400,2022-06-03 00:00:00,BOBA/USDT,0.448,0.4533,0.4298,0.4304,12258.51192538,5359.677785680196
1654128000,2022-06-02 00:00:00,BOBA/USDT,0.4388,0.4627,0.4355,0.4463,17982.58986262,8060.250152061156
1654041600,2022-06-01 00:00:00,BOBA/USDT,0.4997,0.5071,0.4301,0.4388,15792.60859399,7533.228112378564
1653955200,2022-05-31 00:00:00,BOBA/USDT,0.486,0.5062,0.4794,0.5003,12134.29516623,5954.66805493264
1653868800,2022-05-30 00:00:00,BOBA/USDT,0.4483,0.4823,0.4444,0.482,16911.41746588,7844.007809860924
1653782400,2022-05-29 00:00:00,BOBA/USDT,0.4383,0.4535,0.4334,0.45,21502.1044504,9584.226775103848
1653696000,2022-05-28 00:00:00,BOBA/USDT,0.4253,0.4393,0.4205,0.4393,6124.80522223,2621.694935528778
1653609600,2022-05-27 00:00:00,BOBA/USDT,0.4388,0.4413,0.417,0.4253,18179.29441009,7766.816781194879
1653523200,2022-05-26 00:00:00,BOBA/USDT,0.469,0.4749,0.415,0.4372,33534.51414664,14400.246522362316
1653436800,2022-05-25 00:00:00,BOBA/USDT,0.4745,0.4828,0.4642,0.4688,9666.27849422,4576.567931762066
1653350400,2022-05-24 00:00:00,BOBA/USDT,0.4839,0.4935,0.4539,0.4738,25638.64026631,12033.896468234027
1653264000,2022-05-23 00:00:00,BOBA/USDT,0.4922,0.541,0.4828,0.4828,26326.96257839,13476.350617027061
1653177600,2022-05-22 00:00:00,BOBA/USDT,0.477,0.5085,0.4544,0.4919,87845.76128025,42207.130259923786
1653091200,2022-05-21 00:00:00,BOBA/USDT,0.4515,0.5169,0.44,0.4751,33460.94070765,15963.94679987297
1653004800,2022-05-20 00:00:00,BOBA/USDT,0.4622,0.4733,0.4337,0.4515,72635.7577307,32580.67209381253
1652918400,2022-05-19 00:00:00,BOBA/USDT,0.455,0.5786,0.4373,0.4605,127594.79445849,59104.331655560204
1652832000,2022-05-18 00:00:00,BOBA/USDT,0.475,0.4804,0.4544,0.4544,19707.85172402,9249.161090611869
1652745600,2022-05-17 00:00:00,BOBA/USDT,0.4442,0.4794,0.4401,0.479,19220.46981082,8899.156166759804
1652659200,2022-05-16 00:00:00,BOBA/USDT,0.4865,0.4975,0.4345,0.4438,20083.21640027,9287.667521867423
1652572800,2022-05-15 00:00:00,BOBA/USDT,0.4933,0.5,0.46,0.4801,24275.48613279,11696.907875424527
1652486400,2022-05-14 00:00:00,BOBA/USDT,0.4592,0.5263,0.4451,0.4966,41308.99927875,19424.754348163722
1652400000,2022-05-13 00:00:00,BOBA/USDT,0.42,0.5558,0.42,0.4558,26088.27286595,12759.330738150889
1652313600,2022-05-12 00:00:00,BOBA/USDT,0.4587,0.4827,0.3671,0.42,15466.00813656,6424.45567485851
1652227200,2022-05-11 00:00:00,BOBA/USDT,0.6583,0.6894,0.392,0.4587,92825.69424205,49326.620697116882
1652140800,2022-05-10 00:00:00,BOBA/USDT,0.6,1,0.6,0.6548,260428.88460701,176431.946077190537
