https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HBB,Volume USDT
1655856000,2022-06-22 00:00:00,HBB/USDT,0.3306,0.3343,0.305,0.3084,409729.7865587,131045.899224456563
1655769600,2022-06-21 00:00:00,HBB/USDT,0.3566,0.3631,0.3187,0.3301,561740.73915586,190814.448850234334
1655683200,2022-06-20 00:00:00,HBB/USDT,0.3211,0.3687,0.308,0.3566,854085.51429811,289529.752533976902
1655596800,2022-06-19 00:00:00,HBB/USDT,0.3105,0.3764,0.3002,0.3215,651337.99560136,207649.349254322494
1655510400,2022-06-18 00:00:00,HBB/USDT,0.392,0.4,0.2843,0.3108,943272.34060375,304367.679278194655
1655424000,2022-06-17 00:00:00,HBB/USDT,0.3593,0.4099,0.3592,0.3922,421426.84724698,164523.020039462283
1655337600,2022-06-16 00:00:00,HBB/USDT,0.4334,0.4378,0.3551,0.36,509833.16866781,202524.878936111898
1655251200,2022-06-15 00:00:00,HBB/USDT,0.3749,0.5,0.31,0.4334,1122614.4499238,447583.10462282955
1655164800,2022-06-14 00:00:00,HBB/USDT,0.3805,0.4526,0.349,0.3752,546401.33191265,214590.051973342257
1655078400,2022-06-13 00:00:00,HBB/USDT,0.4418,0.4421,0.3178,0.3798,722031.05812848,262496.682925309915
1654992000,2022-06-12 00:00:00,HBB/USDT,0.4782,0.5,0.3384,0.4416,805970.9308798,339205.47773006638
1654905600,2022-06-11 00:00:00,HBB/USDT,0.5665,0.5741,0.4448,0.4783,549154.87189091,280362.193873286168
1654819200,2022-06-10 00:00:00,HBB/USDT,0.6208,0.6367,0.5568,0.5649,395483.52149915,235376.025749186766
1654732800,2022-06-09 00:00:00,HBB/USDT,0.6034,0.6498,0.6024,0.6207,413081.40177805,259475.19272921978
1654646400,2022-06-08 00:00:00,HBB/USDT,0.683,0.684,0.602,0.6023,462701.38714906,295883.850499723256
1654560000,2022-06-07 00:00:00,HBB/USDT,0.7309,0.7309,0.558,0.6809,600817.20084229,387969.434186654195
1654473600,2022-06-06 00:00:00,HBB/USDT,0.7262,0.7663,0.725,0.7308,460652.22089851,342896.961785300294
1654387200,2022-06-05 00:00:00,HBB/USDT,0.7406,0.8456,0.65,0.7259,598756.29898263,450043.904623266995
1654300800,2022-06-04 00:00:00,HBB/USDT,0.76,0.7709,0.7399,0.7404,379178.97706607,286589.082436584522
1654214400,2022-06-03 00:00:00,HBB/USDT,0.777,0.79,0.7558,0.7601,379799.05443242,293318.924321444616
1654128000,2022-06-02 00:00:00,HBB/USDT,0.7964,0.8072,0.7645,0.7769,121410.67262499,94339.720296634695
1654041600,2022-06-01 00:00:00,HBB/USDT,0.84,0.8624,0.769,0.7964,136605.59419114,111727.892823994694
1653955200,2022-05-31 00:00:00,HBB/USDT,0.9084,0.9084,0.8133,0.8438,138510.7884598,119275.080683574948
1653868800,2022-05-30 00:00:00,HBB/USDT,0.8111,0.9224,0.81,0.9085,119771.60802394,105408.779858830639
1653782400,2022-05-29 00:00:00,HBB/USDT,0.812,0.8701,0.7939,0.8111,122930.35831186,101552.648834268239
1653696000,2022-05-28 00:00:00,HBB/USDT,0.7804,0.8198,0.6674,0.811,506165.40448977,387700.161908046013
1653609600,2022-05-27 00:00:00,HBB/USDT,0.9115,0.9143,0.7766,0.7805,665840.20328075,568454.487004870859
1653523200,2022-05-26 00:00:00,HBB/USDT,1.047,1.0545,0.9066,0.9115,680371.66310789,668126.161974868561
1653436800,2022-05-25 00:00:00,HBB/USDT,1.1299,1.137,1.0417,1.0477,561203.87741149,612380.44122358857
1653350400,2022-05-24 00:00:00,HBB/USDT,0.9134,1.38,0.9042,1.13,1437340.2119427,1678387.670101075705
1653264000,2022-05-23 00:00:00,HBB/USDT,0.8629,1,0.83,0.9121,747423.72676142,671977.441271496529
1653177600,2022-05-22 00:00:00,HBB/USDT,0.8836,0.9049,0.853,0.8624,521545.64195863,457649.170809877638
1653091200,2022-05-21 00:00:00,HBB/USDT,0.8751,0.9057,0.865,0.8845,495747.43282033,437378.253147014117
1653004800,2022-05-20 00:00:00,HBB/USDT,0.9154,0.9376,0.8725,0.8763,524403.53442311,475307.860704109341
1652918400,2022-05-19 00:00:00,HBB/USDT,0.8873,0.9537,0.8668,0.9155,641097.30888905,580971.331337645176
1652832000,2022-05-18 00:00:00,HBB/USDT,0.9402,0.9712,0.8873,0.8917,544886.07261036,500453.258783650373
1652745600,2022-05-17 00:00:00,HBB/USDT,0.9984,1.0311,0.9306,0.9399,569638.22714794,557388.979829147853
1652659200,2022-05-16 00:00:00,HBB/USDT,1.1042,1.1112,0.9941,0.9976,607207.08014505,634751.949138012119
1652572800,2022-05-15 00:00:00,HBB/USDT,0.9398,1.1516,0.9392,1.1034,679576.34201524,715292.193587824391
1652486400,2022-05-14 00:00:00,HBB/USDT,0.9583,1.0258,0.8991,0.9413,688921.9235583,659834.857599276056
1652400000,2022-05-13 00:00:00,HBB/USDT,0.7801,1.0229,0.77,0.9582,721074.37111184,656759.709701938183
1652313600,2022-05-12 00:00:00,HBB/USDT,0.9483,0.9856,0.7454,0.7785,746779.89252278,612188.469012764624
1652227200,2022-05-11 00:00:00,HBB/USDT,1.069,1.1701,0.8905,0.9483,971317.69425308,1003276.630501550382
1652140800,2022-05-10 00:00:00,HBB/USDT,0.99,1.2209,0.9485,1.0642,711610.14984758,774020.714246697587
1652054400,2022-05-09 00:00:00,HBB/USDT,1.0328,1.0428,0.9629,0.9869,408698.03582275,409778.773872274938
1651968000,2022-05-08 00:00:00,HBB/USDT,1.1609,1.1625,0.9966,1.0336,464988.60230495,492272.056271355444
1651881600,2022-05-07 00:00:00,HBB/USDT,1.1956,1.2744,1.153,1.1601,414670.2890542,501494.406130432813
1651795200,2022-05-06 00:00:00,HBB/USDT,1.1915,1.2992,1.1719,1.1964,441177.46049696,538907.497971170113
1651708800,2022-05-05 00:00:00,HBB/USDT,1.5214,1.5399,1.1137,1.1912,688142.28258899,928121.759228339838
1651622400,2022-05-04 00:00:00,HBB/USDT,1.4715,1.5271,1.4394,1.5206,406074.96681124,605655.002005830377
1651536000,2022-05-03 00:00:00,HBB/USDT,1.5725,1.631,1.4521,1.4713,243692.12349547,376838.127339964825
1651449600,2022-05-02 00:00:00,HBB/USDT,1.5946,1.7355,1.55,1.5764,269591.54776272,436698.789267314191
1651363200,2022-05-01 00:00:00,HBB/USDT,1.57,1.6413,1.51,1.5898,237112.40120887,379269.999764816401
1651276800,2022-04-30 00:00:00,HBB/USDT,1.8611,1.8687,1.569,1.5699,332481.59863923,564735.578250099665
1651190400,2022-04-29 00:00:00,HBB/USDT,1.8909,2.384,1.8312,1.8609,612811.88159714,1242801.540071223361
1651104000,2022-04-28 00:00:00,HBB/USDT,1.4936,2.1432,1.3838,1.89,802735.54269264,1410207.536186765723
1651017600,2022-04-27 00:00:00,HBB/USDT,1.5757,1.5803,1.4707,1.4934,276983.8389691,422191.050313687476
1650931200,2022-04-26 00:00:00,HBB/USDT,1.7452,1.792,1.57,1.575,266301.62081966,451509.170289364795
1650844800,2022-04-25 00:00:00,HBB/USDT,1.8407,1.851,1.6192,1.7452,353533.48073969,607079.714795685842
1650758400,2022-04-24 00:00:00,HBB/USDT,1.9342,2.0238,1.83,1.8424,418117.01388767,803473.333428875219
1650672000,2022-04-23 00:00:00,HBB/USDT,2.0299,2.0545,1.6426,1.9315,832119.42996827,1541957.339293885651
1650585600,2022-04-22 00:00:00,HBB/USDT,2.2168,2.382,1.916,2.0337,1105989.22699445,2358304.43721537906
1650499200,2022-04-21 00:00:00,HBB/USDT,1.7385,2.4627,1.7317,2.2168,2395672.40478143,5050571.873175364233
1650412800,2022-04-20 00:00:00,HBB/USDT,1.6505,1.9912,1.3501,1.7385,3255783.40005431,5524246.911682111829
1650326400,2022-04-19 00:00:00,HBB/USDT,0.4677,1.9,0.4284,1.6501,7275713.1088686,9656612.573952233848
1650240000,2022-04-18 00:00:00,HBB/USDT,0.4958,0.5061,0.4652,0.4665,237978.72111634,114300.763048555866
1650153600,2022-04-17 00:00:00,HBB/USDT,0.5039,0.62,0.47,0.4965,912247.98302324,493672.501308279129
1650067200,2022-04-16 00:00:00,HBB/USDT,0.4265,0.5825,0.4177,0.504,1306538.24328288,653651.445082257734
1649980800,2022-04-15 00:00:00,HBB/USDT,0.408,0.4268,0.4,0.4268,205653.68876757,84709.216056226605
1649894400,2022-04-14 00:00:00,HBB/USDT,0.4263,0.4314,0.405,0.4079,171315.13169762,71751.787346037693
1649808000,2022-04-13 00:00:00,HBB/USDT,0.4229,0.4531,0.4188,0.4262,246573.88554805,107812.238178265631
1649721600,2022-04-12 00:00:00,HBB/USDT,0.4021,0.4444,0.4004,0.4229,220020.24303186,93128.87676523954
1649635200,2022-04-11 00:00:00,HBB/USDT,0.45,0.4563,0.4,0.4027,228160.64587278,95672.154622599954
1649548800,2022-04-10 00:00:00,HBB/USDT,0.4646,0.4751,0.4467,0.4502,212069.51378423,98134.431227694183
1649462400,2022-04-09 00:00:00,HBB/USDT,0.44,0.4645,0.4371,0.4645,181726.7918224,82126.541058213666
1649376000,2022-04-08 00:00:00,HBB/USDT,0.4669,0.5074,0.44,0.4414,326038.96762893,153905.393542519478
1649289600,2022-04-07 00:00:00,HBB/USDT,0.4725,0.4872,0.45,0.4673,219418.48962001,101774.749784942239
1649203200,2022-04-06 00:00:00,HBB/USDT,0.4933,0.5079,0.4643,0.47,239050.40618941,115263.164787847837
1649116800,2022-04-05 00:00:00,HBB/USDT,0.5269,0.5291,0.4931,0.4943,162987.52052393,83158.717194479915
1649030400,2022-04-04 00:00:00,HBB/USDT,0.5139,0.548,0.5068,0.5271,220975.90533506,115541.094181304791
1648944000,2022-04-03 00:00:00,HBB/USDT,0.5404,0.5505,0.5038,0.5141,189664.78458961,100768.486827132966
1648857600,2022-04-02 00:00:00,HBB/USDT,0.5345,0.5622,0.5222,0.5387,219548.34383793,118832.385372129288
1648771200,2022-04-01 00:00:00,HBB/USDT,0.5306,0.5488,0.5019,0.5345,276427.17770715,145421.600466330562
1648684800,2022-03-31 00:00:00,HBB/USDT,0.5894,0.6344,0.5297,0.5337,415921.45223925,243690.427672581887
1648598400,2022-03-30 00:00:00,HBB/USDT,0.5475,0.6458,0.5399,0.59,542629.26362115,322560.712010568294
1648512000,2022-03-29 00:00:00,HBB/USDT,0.5846,0.611,0.5437,0.5447,319731.11983238,185474.928341005747
1648425600,2022-03-28 00:00:00,HBB/USDT,0.6205,0.674,0.58,0.5848,416081.31879315,258696.479523318807
1648339200,2022-03-27 00:00:00,HBB/USDT,0.6768,0.698,0.574,0.6209,528868.29862501,329392.655545940551
1648252800,2022-03-26 00:00:00,HBB/USDT,0.5404,0.8962,0.5393,0.6768,1888026.44670707,1348348.243364475646
1648166400,2022-03-25 00:00:00,HBB/USDT,0.5238,0.6078,0.4979,0.5376,847812.55378354,464877.333664634033
1648080000,2022-03-24 00:00:00,HBB/USDT,0.5816,0.5826,0.5,0.5235,470440.6609549,252380.21005758343
1647993600,2022-03-23 00:00:00,HBB/USDT,0.6156,0.6297,0.548,0.5813,417863.69680011,248549.245132850478
1647907200,2022-03-22 00:00:00,HBB/USDT,0.6831,0.7007,0.577,0.6153,658315.29028664,421559.589303929278
1647820800,2022-03-21 00:00:00,HBB/USDT,0.7214,0.7754,0.6622,0.6831,728774.65436089,526976.436779826505
1647734400,2022-03-20 00:00:00,HBB/USDT,0.986,1.06,0.707,0.7204,2603192.24343769,2365138.368787885884
1647648000,2022-03-19 00:00:00,HBB/USDT,0.4209,1.197,0.4191,0.9863,5512465.25073591,4669387.78613236227
1647561600,2022-03-18 00:00:00,HBB/USDT,0.4084,0.4518,0.3956,0.4203,300435.12375612,125616.065507615868
1647475200,2022-03-17 00:00:00,HBB/USDT,0.4394,0.4677,0.3996,0.4105,341525.34221657,147295.37906483738
1647388800,2022-03-16 00:00:00,HBB/USDT,0.4078,0.4632,0.3962,0.4398,356365.70832642,150570.473623541824
1647302400,2022-03-15 00:00:00,HBB/USDT,0.421,0.5756,0.3982,0.4068,402289.52088402,174058.516935493776
1647216000,2022-03-14 00:00:00,HBB/USDT,0.4032,0.4346,0.3942,0.4205,250357.81645616,102769.252571675012
1647129600,2022-03-13 00:00:00,HBB/USDT,0.4067,0.5148,0.4,0.4023,360037.85309427,153313.906245634228
1647043200,2022-03-12 00:00:00,HBB/USDT,0.4125,0.4302,0.3942,0.4059,233936.66142409,96035.775607646925
1646956800,2022-03-11 00:00:00,HBB/USDT,0.4462,0.4659,0.398,0.4126,262359.52087407,112564.152333203049
1646870400,2022-03-10 00:00:00,HBB/USDT,0.459,0.4611,0.4401,0.4462,242217.85356337,108752.795462362628
1646784000,2022-03-09 00:00:00,HBB/USDT,0.5109,0.5109,0.456,0.459,201523.53569756,96903.347712714296
1646697600,2022-03-08 00:00:00,HBB/USDT,0.456,0.5114,0.4509,0.5095,192678.39071122,91344.908551399175
1646611200,2022-03-07 00:00:00,HBB/USDT,0.5082,0.52,0.4361,0.4558,209577.8366626,101955.415858867448
1646524800,2022-03-06 00:00:00,HBB/USDT,0.59,0.593,0.5047,0.5099,204929.56909302,110486.211209495708
1646438400,2022-03-05 00:00:00,HBB/USDT,0.4995,0.632,0.4961,0.59,375171.52248607,210055.254335648216
1646352000,2022-03-04 00:00:00,HBB/USDT,0.5781,0.5821,0.4938,0.4996,312624.66242301,172287.593023193558
1646265600,2022-03-03 00:00:00,HBB/USDT,0.6146,0.626,0.5763,0.5795,199619.41684573,117546.513319633365
1646179200,2022-03-02 00:00:00,HBB/USDT,0.6829,0.7069,0.612,0.6135,156869.61907548,104166.798826086742
1646092800,2022-03-01 00:00:00,HBB/USDT,0.7896,0.8033,0.6586,0.6826,212883.99570982,154856.458698520578
1646006400,2022-02-28 00:00:00,HBB/USDT,0.8207,0.823,0.7613,0.79,138249.05715379,110174.719733595572
1645920000,2022-02-27 00:00:00,HBB/USDT,0.8498,0.8576,0.8145,0.8218,192553.15732038,161489.143486837273
1645833600,2022-02-26 00:00:00,HBB/USDT,0.8714,0.9022,0.8464,0.8522,190411.85776001,166380.277845837285
1645747200,2022-02-25 00:00:00,HBB/USDT,0.8116,0.8979,0.7995,0.8714,196467.3962167,164386.754111969598
1645660800,2022-02-24 00:00:00,HBB/USDT,0.9378,0.9382,0.7578,0.8083,181332.79421841,151063.847805623024
1645574400,2022-02-23 00:00:00,HBB/USDT,0.983,1.0334,0.9376,0.9383,210720.47432305,204730.620443259619
1645488000,2022-02-22 00:00:00,HBB/USDT,1.0027,1.0078,0.9524,0.9836,51050.80858272,49871.213320469334
1645401600,2022-02-21 00:00:00,HBB/USDT,1.1317,1.1576,0.9895,1.0027,115180.35793232,123231.720126513066
1645315200,2022-02-20 00:00:00,HBB/USDT,1.1659,1.1705,1.1308,1.1317,31347.5697831,35951.013397906057
1645228800,2022-02-19 00:00:00,HBB/USDT,1.1358,1.2061,1.1298,1.1659,61672.5438265,72203.460702097659
1645142400,2022-02-18 00:00:00,HBB/USDT,1.1674,1.1733,1.1358,1.142,12770.87511913,14702.434512961564
1645056000,2022-02-17 00:00:00,HBB/USDT,1.2379,1.25,1.1674,1.1749,36056.86110066,43786.760859106229
1644969600,2022-02-16 00:00:00,HBB/USDT,1.2541,1.2625,1.2232,1.2389,22731.68039042,28215.598180391597
1644883200,2022-02-15 00:00:00,HBB/USDT,1.35,1.3601,1.2268,1.257,65199.19658872,83788.45967226852
1644796800,2022-02-14 00:00:00,HBB/USDT,1.3949,1.4064,1.35,1.35,15871.13316279,21791.001514316065
1644710400,2022-02-13 00:00:00,HBB/USDT,1.5337,1.5534,1.3863,1.3949,63722.32252041,93938.314887988741
1644624000,2022-02-12 00:00:00,HBB/USDT,1.5378,1.5402,1.4935,1.5337,31594.65240614,47946.651775989385
1644537600,2022-02-11 00:00:00,HBB/USDT,1.6749,1.7267,1.5378,1.5378,57137.49945138,93764.444054455851
1644451200,2022-02-10 00:00:00,HBB/USDT,1.7254,1.7502,1.6695,1.6749,36251.25306277,62021.416112332936
1644364800,2022-02-09 00:00:00,HBB/USDT,1.6804,1.7809,1.6503,1.7341,93159.45442005,161237.347787450566
1644278400,2022-02-08 00:00:00,HBB/USDT,1.5938,1.7,1.5838,1.69,75659.75250147,124176.52458767832
1644192000,2022-02-07 00:00:00,HBB/USDT,1.5534,1.6356,1.5272,1.5991,59449.64782058,94087.39837831866
1644105600,2022-02-06 00:00:00,HBB/USDT,1.5445,1.5679,1.3927,1.5534,111402.38560687,165329.329239693645
1644019200,2022-02-05 00:00:00,HBB/USDT,1.6903,1.6988,1.5187,1.5445,86187.36205567,138290.444238307422
1643932800,2022-02-04 00:00:00,HBB/USDT,1.67,1.8094,1.625,1.6903,224959.66358401,386640.297007777702
1643846400,2022-02-03 00:00:00,HBB/USDT,1.8636,1.8779,1.6612,1.6713,128887.4638149,227567.936930506802
1643760000,2022-02-02 00:00:00,HBB/USDT,2.35,2.4326,1.84,1.8649,297905.80930756,626168.820041056657
1643673600,2022-02-01 00:00:00,HBB/USDT,2.0753,2.4453,1.8847,2.35,414701.1892195,915602.884783049148
1643587200,2022-01-31 00:00:00,HBB/USDT,1.7735,2.2005,1.6469,2.0753,370666.76624279,707413.498173387753
