https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SLCL,Volume USDT
1663376400,2022-09-17 01:00:00,SLCL/USDT,0.0545,0.0546,0.0545,0.0546,952,51.93639217
1663372800,2022-09-17 00:00:00,SLCL/USDT,0.0543,0.0543,0.0543,0.0543,0,0
1663369200,2022-09-16 23:00:00,SLCL/USDT,0.0543,0.0543,0.0543,0.0543,9806.9764,532.51881852
1663365600,2022-09-16 22:00:00,SLCL/USDT,0.0542,0.0544,0.0542,0.0544,5146.1917,279.0617717
1663362000,2022-09-16 21:00:00,SLCL/USDT,0.0542,0.0544,0.0541,0.0544,1607.0467,87.21415314
1663358400,2022-09-16 20:00:00,SLCL/USDT,0.0545,0.0545,0.0541,0.0542,1650.9139,89.66396298
1663354800,2022-09-16 19:00:00,SLCL/USDT,0.0542,0.0545,0.0542,0.0545,281.063,15.23774302
1663351200,2022-09-16 18:00:00,SLCL/USDT,0.0544,0.0544,0.0542,0.0542,3680.1867,199.67841562
1663347600,2022-09-16 17:00:00,SLCL/USDT,0.0547,0.0548,0.0544,0.0544,18994.0345,1034.56590803
1663344000,2022-09-16 16:00:00,SLCL/USDT,0.0554,0.0554,0.0546,0.0546,7406.3845,407.84088248
1663340400,2022-09-16 15:00:00,SLCL/USDT,0.0556,0.0556,0.0555,0.0555,2541.6746,141.18880541
1663336800,2022-09-16 14:00:00,SLCL/USDT,0.0556,0.0559,0.0543,0.0559,69413.6388,3845.63294533
1663333200,2022-09-16 13:00:00,SLCL/USDT,0.0563,0.0563,0.0535,0.0556,289862.036,15985.67941755
1663329600,2022-09-16 12:00:00,SLCL/USDT,0.0563,0.0563,0.0563,0.0563,4,0.2252
1663326000,2022-09-16 11:00:00,SLCL/USDT,0.0565,0.0566,0.0564,0.0566,2538.3143,143.41473998
1663322400,2022-09-16 10:00:00,SLCL/USDT,0.0575,0.0575,0.0564,0.0566,184353.9403,10558.26077399
1663318800,2022-09-16 09:00:00,SLCL/USDT,0.0576,0.0579,0.0575,0.0575,5502.4041,316.81186405
1663315200,2022-09-16 08:00:00,SLCL/USDT,0.0579,0.0579,0.0576,0.0576,3580.0687,206.46695111
1663311600,2022-09-16 07:00:00,SLCL/USDT,0.0579,0.0579,0.0579,0.0579,0,0
1663308000,2022-09-16 06:00:00,SLCL/USDT,0.0581,0.0583,0.0577,0.0579,15226.3462,882.3252959
1663304400,2022-09-16 05:00:00,SLCL/USDT,0.0583,0.0583,0.0583,0.0583,0,0
1663300800,2022-09-16 04:00:00,SLCL/USDT,0.0583,0.0583,0.0583,0.0583,0,0
1663297200,2022-09-16 03:00:00,SLCL/USDT,0.0581,0.0583,0.0581,0.0583,2569.3853,149.43848271
1663293600,2022-09-16 02:00:00,SLCL/USDT,0.0584,0.0584,0.0584,0.0584,0,0
1663290000,2022-09-16 01:00:00,SLCL/USDT,0.0583,0.0584,0.0581,0.0584,1905.9518,110.88127878
1663286400,2022-09-16 00:00:00,SLCL/USDT,0.0584,0.0584,0.0583,0.0583,472.0114,27.52618867
1663282800,2022-09-15 23:00:00,SLCL/USDT,0.0587,0.0587,0.0584,0.0584,2441.8653,143.13347039
1663279200,2022-09-15 22:00:00,SLCL/USDT,0.0584,0.0584,0.0584,0.0584,0,0
1663275600,2022-09-15 21:00:00,SLCL/USDT,0.0584,0.0587,0.0584,0.0584,627.5624,36.72192061
1663272000,2022-09-15 20:00:00,SLCL/USDT,0.0579,0.0589,0.0576,0.0585,23020.5387,1348.53191133
1663268400,2022-09-15 19:00:00,SLCL/USDT,0.0583,0.0583,0.0579,0.0579,1118.5001,64.95508496
1663264800,2022-09-15 18:00:00,SLCL/USDT,0.0583,0.0583,0.058,0.0583,2337.3284,135.78371054
1663261200,2022-09-15 17:00:00,SLCL/USDT,0.0582,0.0582,0.0582,0.0582,0,0
1663257600,2022-09-15 16:00:00,SLCL/USDT,0.0579,0.0582,0.0574,0.0582,20538.9738,1186.2949839
1663254000,2022-09-15 15:00:00,SLCL/USDT,0.0584,0.0584,0.0579,0.0579,31607.4445,1834.41415242
1663250400,2022-09-15 14:00:00,SLCL/USDT,0.0586,0.0589,0.058,0.0583,48258.8755,2814.35276281
1663246800,2022-09-15 13:00:00,SLCL/USDT,0.0588,0.0596,0.0586,0.0586,19570.8692,1152.98515433
1663243200,2022-09-15 12:00:00,SLCL/USDT,0.0591,0.0591,0.0587,0.059,33156.989,1953.42617533
1663239600,2022-09-15 11:00:00,SLCL/USDT,0.0592,0.0594,0.0591,0.0591,8036.0864,475.47674399
1663236000,2022-09-15 10:00:00,SLCL/USDT,0.0593,0.06,0.0592,0.0594,13902.8639,826.72535891
1663232400,2022-09-15 09:00:00,SLCL/USDT,0.0597,0.06,0.0593,0.0593,38871.0653,2313.61002296
1663228800,2022-09-15 08:00:00,SLCL/USDT,0.06,0.0604,0.0597,0.0597,20954.7737,1258.20961452
1663225200,2022-09-15 07:00:00,SLCL/USDT,0.0603,0.0603,0.0597,0.0602,8765.0035,525.62529152
1663221600,2022-09-15 06:00:00,SLCL/USDT,0.0616,0.0618,0.0597,0.0602,123553.1084,7467.76430098
1663218000,2022-09-15 05:00:00,SLCL/USDT,0.061,0.0615,0.0608,0.0615,78326.4205,4799.58785357
1663214400,2022-09-15 04:00:00,SLCL/USDT,0.0605,0.0611,0.0603,0.0608,68667.4011,4163.53749542
1663210800,2022-09-15 03:00:00,SLCL/USDT,0.0604,0.0605,0.06,0.0605,46655.4689,2814.62785396
1663207200,2022-09-15 02:00:00,SLCL/USDT,0.0597,0.0604,0.0595,0.0604,66005.1929,3959.28606652
1663203600,2022-09-15 01:00:00,SLCL/USDT,0.0594,0.0598,0.0592,0.0597,49030.7901,2918.48293517
1663200000,2022-09-15 00:00:00,SLCL/USDT,0.059,0.0595,0.0588,0.0594,56063.0383,3316.9703571
1663196400,2022-09-14 23:00:00,SLCL/USDT,0.0583,0.059,0.0581,0.059,65635.6352,3846.66994768
1663192800,2022-09-14 22:00:00,SLCL/USDT,0.0576,0.0584,0.0574,0.0583,66472.5693,3847.89911353
1663189200,2022-09-14 21:00:00,SLCL/USDT,0.0571,0.0577,0.0564,0.0574,68222.3925,3906.20388779
1663185600,2022-09-14 20:00:00,SLCL/USDT,0.0577,0.0581,0.0559,0.0569,137324.6137,7820.06633832
1663182000,2022-09-14 19:00:00,SLCL/USDT,0.0576,0.0579,0.0563,0.0575,118505.072,6797.58872674
1663178400,2022-09-14 18:00:00,SLCL/USDT,0.0588,0.0588,0.0576,0.0576,69896.0172,4044.51862442
1663174800,2022-09-14 17:00:00,SLCL/USDT,0.0591,0.0591,0.0585,0.0585,4391.0373,258.26645189
1663171200,2022-09-14 16:00:00,SLCL/USDT,0.0591,0.0605,0.0581,0.0594,160767.0927,9479.39615547
1663167600,2022-09-14 15:00:00,SLCL/USDT,0.0596,0.0601,0.0591,0.0591,30311.3343,1802.14883267
1663164000,2022-09-14 14:00:00,SLCL/USDT,0.0592,0.0607,0.059,0.0596,67013.814,4023.82282648
1663160400,2022-09-14 13:00:00,SLCL/USDT,0.0606,0.061,0.0589,0.0592,120829.3779,7197.51537467
1663156800,2022-09-14 12:00:00,SLCL/USDT,0.0604,0.061,0.0592,0.0606,108248.6315,6500.76776741
1663153200,2022-09-14 11:00:00,SLCL/USDT,0.0613,0.0613,0.0595,0.0606,102391.6026,6166.4675851
1663149600,2022-09-14 10:00:00,SLCL/USDT,0.0596,0.0615,0.0596,0.0613,200169.3963,12160.69883077
1663146000,2022-09-14 09:00:00,SLCL/USDT,0.0608,0.0623,0.0594,0.0596,424923.22,25838.26561925
1663142400,2022-09-14 08:00:00,SLCL/USDT,0.0577,0.061,0.0575,0.0609,659261.5123,39313.92939048
1663138800,2022-09-14 07:00:00,SLCL/USDT,0.0575,0.0575,0.0575,0.0575,81724.1518,4699.1387285
1663135200,2022-09-14 06:00:00,SLCL/USDT,0.0577,0.058,0.0571,0.0578,55510.6847,3207.96445131
1663131600,2022-09-14 05:00:00,SLCL/USDT,0.057,0.0576,0.057,0.0576,6980.8753,399.7392214
1663128000,2022-09-14 04:00:00,SLCL/USDT,0.057,0.057,0.0566,0.0569,13034.1412,739.09296431
1663124400,2022-09-14 03:00:00,SLCL/USDT,0.0571,0.0573,0.0567,0.057,24360.3754,1385.32451046
1663120800,2022-09-14 02:00:00,SLCL/USDT,0.0571,0.0573,0.057,0.0571,2759.4012,157.58819381
1663117200,2022-09-14 01:00:00,SLCL/USDT,0.0575,0.0585,0.0571,0.0571,41343.578,2394.00918064
1663113600,2022-09-14 00:00:00,SLCL/USDT,0.0575,0.0582,0.0575,0.0575,20892.4203,1205.28974957
1663110000,2022-09-13 23:00:00,SLCL/USDT,0.0575,0.0576,0.0572,0.0576,1697.4143,97.64075281
1663106400,2022-09-13 22:00:00,SLCL/USDT,0.0576,0.0576,0.057,0.0575,7392.8685,423.54396927
1663102800,2022-09-13 21:00:00,SLCL/USDT,0.0576,0.0584,0.0568,0.0575,64574.7866,3734.88035132
1663099200,2022-09-13 20:00:00,SLCL/USDT,0.0577,0.0577,0.0565,0.0575,22733.5764,1296.51863374
1663095600,2022-09-13 19:00:00,SLCL/USDT,0.0573,0.0578,0.0573,0.0577,18962.0592,1092.26849508
1663092000,2022-09-13 18:00:00,SLCL/USDT,0.0569,0.0582,0.0558,0.0569,237349.8461,13489.16798981
1663088400,2022-09-13 17:00:00,SLCL/USDT,0.0568,0.057,0.0558,0.0569,110655.7614,6242.48797899
1663084800,2022-09-13 16:00:00,SLCL/USDT,0.0583,0.0584,0.0568,0.0568,159939.7703,9176.08344965
1663081200,2022-09-13 15:00:00,SLCL/USDT,0.06,0.0605,0.058,0.0581,239306.3947,14109.85894813
1663077600,2022-09-13 14:00:00,SLCL/USDT,0.0582,0.0602,0.0576,0.0599,175254.0141,10385.88439014
1663074000,2022-09-13 13:00:00,SLCL/USDT,0.0596,0.0608,0.0575,0.0581,425380.8836,25105.49703819
1663070400,2022-09-13 12:00:00,SLCL/USDT,0.0606,0.0608,0.0578,0.0593,485741.0673,28599.6917073
1663066800,2022-09-13 11:00:00,SLCL/USDT,0.0593,0.0623,0.0582,0.0606,593076.3539,35792.94973678
1663063200,2022-09-13 10:00:00,SLCL/USDT,0.0598,0.0663,0.0592,0.0593,1395197.1404,87270.96451595
1663059600,2022-09-13 09:00:00,SLCL/USDT,0.0608,0.0611,0.058,0.06,1067375.2336,63761.81538167
1663056000,2022-09-13 08:00:00,SLCL/USDT,0.0547,0.0613,0.0547,0.0608,1214766.5429,71413.84633924
1663052400,2022-09-13 07:00:00,SLCL/USDT,0.0546,0.0552,0.0543,0.0546,45654.5854,2501.77886662
1663048800,2022-09-13 06:00:00,SLCL/USDT,0.0551,0.0554,0.0543,0.0544,106918.9186,5844.64690326
1663045200,2022-09-13 05:00:00,SLCL/USDT,0.0543,0.0563,0.0543,0.0551,188264.615,10426.10783981
1663041600,2022-09-13 04:00:00,SLCL/USDT,0.0538,0.0547,0.0538,0.054,17530.1908,951.45153257
1663038000,2022-09-13 03:00:00,SLCL/USDT,0.053,0.0546,0.053,0.0536,125743.7812,6775.56998852
1663034400,2022-09-13 02:00:00,SLCL/USDT,0.0528,0.053,0.0528,0.053,5671.1178,300.27936134
1663030800,2022-09-13 01:00:00,SLCL/USDT,0.0527,0.0527,0.0525,0.0525,920.7706,48.42925461
1663027200,2022-09-13 00:00:00,SLCL/USDT,0.0532,0.0532,0.0527,0.0528,8608.6942,455.92282201
1663023600,2022-09-12 23:00:00,SLCL/USDT,0.053,0.0535,0.053,0.0535,30935.9403,1643.8721704
1663020000,2022-09-12 22:00:00,SLCL/USDT,0.0527,0.053,0.0527,0.053,1122.8596,59.34451223
1663016400,2022-09-12 21:00:00,SLCL/USDT,0.0527,0.0527,0.0527,0.0527,0,0
1663012800,2022-09-12 20:00:00,SLCL/USDT,0.0528,0.0528,0.0527,0.0527,271.0548,14.29574094
1663009200,2022-09-12 19:00:00,SLCL/USDT,0.0528,0.0528,0.0528,0.0528,954.1388,50.37852864
1663005600,2022-09-12 18:00:00,SLCL/USDT,0.0528,0.053,0.0528,0.0529,24683.0525,1306.02190511
1663002000,2022-09-12 17:00:00,SLCL/USDT,0.0529,0.0529,0.0527,0.0528,3177.9306,167.83891438
1662998400,2022-09-12 16:00:00,SLCL/USDT,0.0526,0.053,0.052,0.0529,61577.0783,3242.5170058
1662994800,2022-09-12 15:00:00,SLCL/USDT,0.0522,0.0526,0.052,0.0526,65713.1575,3432.53795278
1662991200,2022-09-12 14:00:00,SLCL/USDT,0.0517,0.0522,0.0512,0.052,33696.2658,1744.43316708
1662987600,2022-09-12 13:00:00,SLCL/USDT,0.0503,0.0517,0.0501,0.0517,90832.5718,4671.04502737
1662984000,2022-09-12 12:00:00,SLCL/USDT,0.0503,0.0506,0.0502,0.0503,2180.2153,109.79639418
1662980400,2022-09-12 11:00:00,SLCL/USDT,0.0501,0.0506,0.0501,0.0506,3053.9186,154.00488806
1662976800,2022-09-12 10:00:00,SLCL/USDT,0.0511,0.0511,0.0501,0.0502,65545.6713,3296.6900088
1662973200,2022-09-12 09:00:00,SLCL/USDT,0.0509,0.0512,0.0508,0.0508,1513.492,77.24682843
1662969600,2022-09-12 08:00:00,SLCL/USDT,0.0512,0.0512,0.0512,0.0512,391,20.0192
1662966000,2022-09-12 07:00:00,SLCL/USDT,0.0509,0.0509,0.0509,0.0509,0,0
1662962400,2022-09-12 06:00:00,SLCL/USDT,0.0509,0.0509,0.0509,0.0509,4,0.2036
1662958800,2022-09-12 05:00:00,SLCL/USDT,0.0509,0.0509,0.0509,0.0509,0,0
1662955200,2022-09-12 04:00:00,SLCL/USDT,0.0509,0.0509,0.0509,0.0509,662.1431,33.70308379
1662951600,2022-09-12 03:00:00,SLCL/USDT,0.0514,0.0514,0.051,0.051,4020.4233,205.95971672
1662948000,2022-09-12 02:00:00,SLCL/USDT,0.0517,0.0517,0.0517,0.0517,39.1431,2.02369827
1662944400,2022-09-12 01:00:00,SLCL/USDT,0.0516,0.0516,0.0516,0.0516,0,0
1662940800,2022-09-12 00:00:00,SLCL/USDT,0.0516,0.0516,0.0516,0.0516,0,0
1662937200,2022-09-11 23:00:00,SLCL/USDT,0.0515,0.0516,0.0513,0.0516,1841.8202,94.82570954
1662933600,2022-09-11 22:00:00,SLCL/USDT,0.0515,0.0515,0.0515,0.0515,0,0
1662930000,2022-09-11 21:00:00,SLCL/USDT,0.0515,0.0515,0.0515,0.0515,0,0
1662926400,2022-09-11 20:00:00,SLCL/USDT,0.0518,0.0518,0.0515,0.0515,90.1002,4.65307533
1662922800,2022-09-11 19:00:00,SLCL/USDT,0.051,0.0517,0.051,0.0515,57715.7369,2981.02668983
1662919200,2022-09-11 18:00:00,SLCL/USDT,0.0511,0.0512,0.0511,0.0512,3901.1605,199.61326686
1662915600,2022-09-11 17:00:00,SLCL/USDT,0.0511,0.0513,0.0508,0.0508,2950.2252,150.47783627
1662912000,2022-09-11 16:00:00,SLCL/USDT,0.0515,0.0515,0.0509,0.0511,34435.9714,1759.65938389
1662908400,2022-09-11 15:00:00,SLCL/USDT,0.0517,0.0517,0.0513,0.0515,4045.8917,208.28066385
1662904800,2022-09-11 14:00:00,SLCL/USDT,0.0519,0.0519,0.0517,0.0517,115.3391,5.98229929
1662901200,2022-09-11 13:00:00,SLCL/USDT,0.0517,0.0519,0.0517,0.0519,193.4104,10.03399976
1662897600,2022-09-11 12:00:00,SLCL/USDT,0.0517,0.0517,0.0517,0.0517,29,1.4993
1662894000,2022-09-11 11:00:00,SLCL/USDT,0.0517,0.0517,0.0517,0.0517,0,0
1662890400,2022-09-11 10:00:00,SLCL/USDT,0.0519,0.0519,0.0517,0.0517,2025.9092,104.94552832
1662886800,2022-09-11 09:00:00,SLCL/USDT,0.0523,0.0525,0.0519,0.0519,3621.8424,188.837172
1662883200,2022-09-11 08:00:00,SLCL/USDT,0.0523,0.0523,0.0523,0.0523,956.0229,49.99999767
1662879600,2022-09-11 07:00:00,SLCL/USDT,0.0521,0.0523,0.0521,0.0523,1917.6754,99.9999976
1662876000,2022-09-11 06:00:00,SLCL/USDT,0.0521,0.0521,0.0521,0.0521,0,0
1662872400,2022-09-11 05:00:00,SLCL/USDT,0.0521,0.0521,0.0521,0.0521,0,0
1662868800,2022-09-11 04:00:00,SLCL/USDT,0.0519,0.0521,0.0519,0.0521,718.4834,37.36476102
1662865200,2022-09-11 03:00:00,SLCL/USDT,0.0518,0.0518,0.0518,0.0518,322.4078,16.70072404
1662861600,2022-09-11 02:00:00,SLCL/USDT,0.0519,0.0519,0.0518,0.0518,1190.4423,61.78355537
1662858000,2022-09-11 01:00:00,SLCL/USDT,0.0514,0.0523,0.0514,0.052,24575.6312,1278.0305536
1662854400,2022-09-11 00:00:00,SLCL/USDT,0.0518,0.0532,0.0514,0.0514,137864.1218,7207.62317123
1662850800,2022-09-10 23:00:00,SLCL/USDT,0.0517,0.0518,0.0517,0.0518,1537.0628,79.50215147
1662847200,2022-09-10 22:00:00,SLCL/USDT,0.0516,0.0517,0.0516,0.0517,136.9342,7.06599814
1662843600,2022-09-10 21:00:00,SLCL/USDT,0.0519,0.0519,0.0515,0.0517,8946.6472,461.2672044
1662840000,2022-09-10 20:00:00,SLCL/USDT,0.0516,0.0516,0.0516,0.0516,75.0548,3.87282768
1662836400,2022-09-10 19:00:00,SLCL/USDT,0.0516,0.0516,0.0516,0.0516,0,0
1662832800,2022-09-10 18:00:00,SLCL/USDT,0.0519,0.0519,0.0516,0.0516,1038.7801,53.87218719
1662829200,2022-09-10 17:00:00,SLCL/USDT,0.0524,0.0524,0.0517,0.0517,37861.1727,1963.34328864
1662825600,2022-09-10 16:00:00,SLCL/USDT,0.0524,0.0524,0.0524,0.0524,48.624,2.5478976
1662822000,2022-09-10 15:00:00,SLCL/USDT,0.0524,0.0524,0.0524,0.0524,228.7737,11.98774188
1662818400,2022-09-10 14:00:00,SLCL/USDT,0.0526,0.0526,0.0521,0.0524,3753.9514,196.45898381
1662814800,2022-09-10 13:00:00,SLCL/USDT,0.0526,0.0526,0.0526,0.0526,230.8077,12.14048502
1662811200,2022-09-10 12:00:00,SLCL/USDT,0.0523,0.0526,0.0523,0.0526,1437.8698,75.47277
1662807600,2022-09-10 11:00:00,SLCL/USDT,0.0524,0.0524,0.0523,0.0523,27.4762,1.43959866
1662804000,2022-09-10 10:00:00,SLCL/USDT,0.0524,0.0524,0.0524,0.0524,688.8688,36.09672512
1662800400,2022-09-10 09:00:00,SLCL/USDT,0.0525,0.0525,0.0524,0.0524,598.1035,31.34247518
1662796800,2022-09-10 08:00:00,SLCL/USDT,0.0525,0.0525,0.0525,0.0525,4,0.21
1662793200,2022-09-10 07:00:00,SLCL/USDT,0.0525,0.0525,0.0525,0.0525,13.8823,0.72882075
1662789600,2022-09-10 06:00:00,SLCL/USDT,0.0526,0.0529,0.0522,0.0525,5309.7869,279.36154482
1662786000,2022-09-10 05:00:00,SLCL/USDT,0.0526,0.0526,0.0526,0.0526,0,0
1662782400,2022-09-10 04:00:00,SLCL/USDT,0.0527,0.0529,0.0524,0.0526,3532.6514,186.08219959
1662778800,2022-09-10 03:00:00,SLCL/USDT,0.0527,0.0527,0.0527,0.0527,0,0
1662775200,2022-09-10 02:00:00,SLCL/USDT,0.0527,0.0527,0.0527,0.0527,342.5325,18.05146275
1662771600,2022-09-10 01:00:00,SLCL/USDT,0.0529,0.0529,0.0529,0.0529,18.9036,1.00000044
1662768000,2022-09-10 00:00:00,SLCL/USDT,0.0527,0.0527,0.0527,0.0527,946.3402,49.87212854
1662764400,2022-09-09 23:00:00,SLCL/USDT,0.0526,0.0529,0.0526,0.0529,4740.7005,250.53586118
1662760800,2022-09-09 22:00:00,SLCL/USDT,0.0524,0.0524,0.0524,0.0524,7.32,0.383568
1662757200,2022-09-09 21:00:00,SLCL/USDT,0.0526,0.0526,0.0526,0.0526,0,0
1662753600,2022-09-09 20:00:00,SLCL/USDT,0.0526,0.0526,0.0524,0.0526,1395.95,73.35962994
1662750000,2022-09-09 19:00:00,SLCL/USDT,0.0526,0.0526,0.0523,0.0523,73.0358,3.82586188
1662746400,2022-09-09 18:00:00,SLCL/USDT,0.0526,0.0526,0.0526,0.0526,6185.6285,325.3640591
1662742800,2022-09-09 17:00:00,SLCL/USDT,0.0525,0.0526,0.0521,0.0523,11381.6939,595.655077
1662739200,2022-09-09 16:00:00,SLCL/USDT,0.0527,0.0527,0.0525,0.0525,12325.0641,648.94789617
1662735600,2022-09-09 15:00:00,SLCL/USDT,0.0527,0.0527,0.0527,0.0527,1632.6649,86.04144023
1662732000,2022-09-09 14:00:00,SLCL/USDT,0.053,0.053,0.0525,0.0527,16606.8544,877.2023294
1662728400,2022-09-09 13:00:00,SLCL/USDT,0.0523,0.0534,0.0523,0.053,56809.8615,3015.7236757
1662724800,2022-09-09 12:00:00,SLCL/USDT,0.052,0.0523,0.0519,0.052,4708.0845,245.36803944
1662721200,2022-09-09 11:00:00,SLCL/USDT,0.0523,0.0523,0.0519,0.0522,40808.1579,2123.54667547
1662717600,2022-09-09 10:00:00,SLCL/USDT,0.0527,0.0527,0.0521,0.0525,5846.6684,306.76459455
1662714000,2022-09-09 09:00:00,SLCL/USDT,0.0528,0.0528,0.0527,0.0527,1533.1566,80.93739576
1662710400,2022-09-09 08:00:00,SLCL/USDT,0.0528,0.0528,0.0528,0.0528,307.5706,16.23972768
1662706800,2022-09-09 07:00:00,SLCL/USDT,0.053,0.053,0.0528,0.0528,48.4264,2.56135656
1662703200,2022-09-09 06:00:00,SLCL/USDT,0.0525,0.0531,0.0521,0.0531,26584.1316,1404.98043763
1662699600,2022-09-09 05:00:00,SLCL/USDT,0.0524,0.0525,0.0521,0.0522,9353.4577,488.40514013
1662696000,2022-09-09 04:00:00,SLCL/USDT,0.0524,0.0527,0.0524,0.0527,14,0.7366
1662692400,2022-09-09 03:00:00,SLCL/USDT,0.0529,0.0529,0.0524,0.0524,5901.5161,310.11959814
1662688800,2022-09-09 02:00:00,SLCL/USDT,0.0532,0.0532,0.0529,0.0529,1935.3588,102.74666624
1662685200,2022-09-09 01:00:00,SLCL/USDT,0.0532,0.0532,0.0532,0.0532,16228.4633,863.35424756
1662681600,2022-09-09 00:00:00,SLCL/USDT,0.0532,0.0532,0.0532,0.0532,1262.0406,67.14055992
1662678000,2022-09-08 23:00:00,SLCL/USDT,0.0532,0.0532,0.0532,0.0532,0,0
1662674400,2022-09-08 22:00:00,SLCL/USDT,0.0532,0.0532,0.0532,0.0532,0,0
1662670800,2022-09-08 21:00:00,SLCL/USDT,0.0532,0.0532,0.0532,0.0532,269.4527,14.33488364
1662667200,2022-09-08 20:00:00,SLCL/USDT,0.053,0.053,0.053,0.053,524.7429,27.8113737
1662663600,2022-09-08 19:00:00,SLCL/USDT,0.0532,0.0532,0.0528,0.0532,8491.6086,451.37829287
1662660000,2022-09-08 18:00:00,SLCL/USDT,0.0528,0.0532,0.0528,0.0532,539.1726,28.60458148
1662656400,2022-09-08 17:00:00,SLCL/USDT,0.0531,0.0531,0.0528,0.0528,153.9284,8.15050878
1662652800,2022-09-08 16:00:00,SLCL/USDT,0.0526,0.0531,0.0526,0.0531,7170.361,378.89584186
1662649200,2022-09-08 15:00:00,SLCL/USDT,0.0525,0.0525,0.0525,0.0525,136.1245,7.14653625
1662645600,2022-09-08 14:00:00,SLCL/USDT,0.0525,0.0525,0.0525,0.0525,286.3798,15.0349395
1662642000,2022-09-08 13:00:00,SLCL/USDT,0.0523,0.0523,0.0522,0.0522,494.2581,25.84252325
1662638400,2022-09-08 12:00:00,SLCL/USDT,0.0524,0.0527,0.0524,0.0524,3552.5797,186.26012086
1662634800,2022-09-08 11:00:00,SLCL/USDT,0.053,0.053,0.0524,0.0526,12672.1408,666.84392218
1662631200,2022-09-08 10:00:00,SLCL/USDT,0.0531,0.0531,0.053,0.053,2090.8394,110.95950836
1662627600,2022-09-08 09:00:00,SLCL/USDT,0.0531,0.0531,0.0531,0.0531,208.6605,11.07987255
1662624000,2022-09-08 08:00:00,SLCL/USDT,0.0534,0.0534,0.0534,0.0534,2222,118.6548
1662620400,2022-09-08 07:00:00,SLCL/USDT,0.0529,0.0533,0.0529,0.0531,6355.4281,337.56197561
1662616800,2022-09-08 06:00:00,SLCL/USDT,0.0525,0.0528,0.0525,0.0528,3505.0655,184.59030354
1662613200,2022-09-08 05:00:00,SLCL/USDT,0.0524,0.0524,0.0522,0.0522,1850.5672,96.86851937
1662609600,2022-09-08 04:00:00,SLCL/USDT,0.0521,0.0525,0.0521,0.0524,1834.2121,96.10176263
1662606000,2022-09-08 03:00:00,SLCL/USDT,0.0522,0.0523,0.0521,0.0523,1730.7086,90.49091243
1662602400,2022-09-08 02:00:00,SLCL/USDT,0.0525,0.0525,0.0522,0.0524,8996.9677,470.17739664
1662598800,2022-09-08 01:00:00,SLCL/USDT,0.0524,0.0524,0.0524,0.0524,848.8162,44.47796888
