https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STRONG,Volume USDT
1658448000,2022-07-22 00:00:00,STRONG/USDT,8.118,8.499,7.652,7.72,9679.8544233,78792.4734048739
1658361600,2022-07-21 00:00:00,STRONG/USDT,7.492,8.319,7.193,8.098,7436.3623,56244.2969943
1658275200,2022-07-20 00:00:00,STRONG/USDT,7.895,8.24,7.315,7.489,6576.26036768,51213.08775027808
1658188800,2022-07-19 00:00:00,STRONG/USDT,8.117,8.165,7.53,7.9,10673.14605321,83448.71996378474
1658102400,2022-07-18 00:00:00,STRONG/USDT,6.947,8.403,6.841,8.119,11972.67480153,91116.59712523759
1658016000,2022-07-17 00:00:00,STRONG/USDT,6.823,7.104,6.607,6.944,6090.14363042,41984.23800810141
1657929600,2022-07-16 00:00:00,STRONG/USDT,6.612,7.499,6.332,6.855,23894.16076501,163389.89720684472
1657843200,2022-07-15 00:00:00,STRONG/USDT,5.977,7.02,5.89,6.612,12146.62178192,77497.84490985247
1657756800,2022-07-14 00:00:00,STRONG/USDT,5.791,6.1,5.536,5.978,6243.47332161,36654.71119580029
1657670400,2022-07-13 00:00:00,STRONG/USDT,5.854,5.945,5.574,5.789,6685.93963214,38554.98021047943
1657584000,2022-07-12 00:00:00,STRONG/USDT,5.689,6.076,5.383,5.861,10586.29340073,61634.09249236878
1657497600,2022-07-11 00:00:00,STRONG/USDT,5.88,6.25,5.485,5.688,8945.36238688,51858.266616629
1657411200,2022-07-10 00:00:00,STRONG/USDT,6.213,6.262,5.651,5.883,6529.73848552,38932.43823071317
1657324800,2022-07-09 00:00:00,STRONG/USDT,6.057,6.282,5.879,6.216,7545.77791823,45710.26110155497
1657238400,2022-07-08 00:00:00,STRONG/USDT,6.716,7.45,5.9,6.057,14816.01545486,93240.58571836709
1657152000,2022-07-07 00:00:00,STRONG/USDT,6.455,7,6.132,6.717,8242.4714176,52603.07514030659
1657065600,2022-07-06 00:00:00,STRONG/USDT,6.331,6.556,6,6.478,7510.23786437,46681.11728510164
1656979200,2022-07-05 00:00:00,STRONG/USDT,6.587,6.764,5.95,6.332,13420.85673537,85353.01758007371
1656892800,2022-07-04 00:00:00,STRONG/USDT,6.049,7.03,6,6.585,9959.73174798,64268.76385686888
1656806400,2022-07-03 00:00:00,STRONG/USDT,6.45,6.49,6.001,6.046,6109.74069094,38455.13065790279
1656720000,2022-07-02 00:00:00,STRONG/USDT,6.31,6.699,5.812,6.45,16740.45048649,104820.48512132089
1656633600,2022-07-01 00:00:00,STRONG/USDT,7.096,7.644,6.116,6.331,26173.08011948,178711.20386585991
1656547200,2022-06-30 00:00:00,STRONG/USDT,8.264,8.361,6.8,7.093,14732.60723899,109462.10887868507
1656460800,2022-06-29 00:00:00,STRONG/USDT,7.415,8.799,7.056,8.266,22497.26868048,177697.17531214725
1656374400,2022-06-28 00:00:00,STRONG/USDT,7.947,8.45,7.231,7.417,12330.84088146,97406.04304997878
1656288000,2022-06-27 00:00:00,STRONG/USDT,7.56,8.06,7.3,7.947,15141.65656589,116306.62556882608
1656201600,2022-06-26 00:00:00,STRONG/USDT,8.272,8.542,7.537,7.606,7799.60985414,63317.11530157875
1656115200,2022-06-25 00:00:00,STRONG/USDT,8.563,8.675,8,8.27,9610.72732156,80065.88623144112
1656028800,2022-06-24 00:00:00,STRONG/USDT,8.461,9.418,8.44,8.566,10651.28072449,93496.58998891936
1655942400,2022-06-23 00:00:00,STRONG/USDT,7.717,8.742,7.701,8.46,9994.39577294,82334.61545877558
1655856000,2022-06-22 00:00:00,STRONG/USDT,7.925,8.274,7.347,7.714,13869.07304859,108417.17912081703
1655769600,2022-06-21 00:00:00,STRONG/USDT,8.255,8.85,7.776,7.928,17440.89250658,145972.95789707722
1655683200,2022-06-20 00:00:00,STRONG/USDT,8.808,9.055,7.822,8.258,11163.20056592,93984.50441890523
1655596800,2022-06-19 00:00:00,STRONG/USDT,8.157,10.224,7.51,8.781,22970.26279281,204022.19014515083
1655510400,2022-06-18 00:00:00,STRONG/USDT,8.022,8.349,6.947,8.158,10654.84612447,80508.06016305598
1655424000,2022-06-17 00:00:00,STRONG/USDT,7.936,8.8,7.888,8.065,9729.53687944,80275.0021772223
1655337600,2022-06-16 00:00:00,STRONG/USDT,8.332,9,7.492,7.948,15723.70131174,131023.48448278666
1655251200,2022-06-15 00:00:00,STRONG/USDT,8.006,8.499,6.839,8.334,13273.36481298,101181.50050350211
1655164800,2022-06-14 00:00:00,STRONG/USDT,7.93,8.633,7.001,8.005,12648.66592622,99671.11997009482
1655078400,2022-06-13 00:00:00,STRONG/USDT,9.301,9.435,7.585,7.938,12821.24032384,106664.53756642324
1654992000,2022-06-12 00:00:00,STRONG/USDT,9.752,10.195,8.67,9.301,9591.37217996,90354.56381241273
1654905600,2022-06-11 00:00:00,STRONG/USDT,10.76,11.4,9.209,9.755,11065.61336053,114386.39310284019
1654819200,2022-06-10 00:00:00,STRONG/USDT,11.823,14.399,10.76,10.817,25029.68078355,312512.76537554897
1654732800,2022-06-09 00:00:00,STRONG/USDT,11.32,12.9,10.953,11.826,16556.73829276,197507.30695823641
1654646400,2022-06-08 00:00:00,STRONG/USDT,11.017,11.999,10.7,11.317,7240.14639267,81430.61244361186
1654560000,2022-06-07 00:00:00,STRONG/USDT,11.649,12.506,10.43,11.018,10101.33413815,112036.37371000909
1654473600,2022-06-06 00:00:00,STRONG/USDT,10.62,12.492,10.547,11.651,11188.13608097,129067.82647547035
1654387200,2022-06-05 00:00:00,STRONG/USDT,10.839,11.936,10.27,10.622,10489.17816153,111613.06187979501
1654300800,2022-06-04 00:00:00,STRONG/USDT,10.141,11.758,9.93,10.812,9673.13041055,101497.86169134753
1654214400,2022-06-03 00:00:00,STRONG/USDT,10.154,10.757,9.638,10.139,9506.69020054,95731.77792290952
1654128000,2022-06-02 00:00:00,STRONG/USDT,9.889,10.91,9.672,10.155,9416.35506271,95349.96877043835
1654041600,2022-06-01 00:00:00,STRONG/USDT,10.775,11.22,9.723,9.952,6072.33300095,63744.3880016281
1653955200,2022-05-31 00:00:00,STRONG/USDT,11.631,12.1,10.529,10.766,12523.81676651,140610.26841277694
1653868800,2022-05-30 00:00:00,STRONG/USDT,10.362,13.4,10.075,11.628,29967.29856843,335698.46996902517
1653782400,2022-05-29 00:00:00,STRONG/USDT,11.053,11.194,9.773,10.359,18336.74457942,190472.75158562217
1653696000,2022-05-28 00:00:00,STRONG/USDT,11.666,11.823,10.716,11.101,19376.32395559,216348.62100915449
1653609600,2022-05-27 00:00:00,STRONG/USDT,12.081,12.456,10.898,11.669,16957.01697959,199016.57429760521
1653523200,2022-05-26 00:00:00,STRONG/USDT,13.538,14.5,10.77,12.108,27069.05411489,336001.08629223871
1653436800,2022-05-25 00:00:00,STRONG/USDT,12.862,13.901,12.006,13.541,28299.82102385,366821.33269082233
1653350400,2022-05-24 00:00:00,STRONG/USDT,14.121,19.724,12.517,12.859,97696.36088039,1485274.73007168823
1653264000,2022-05-23 00:00:00,STRONG/USDT,9.668,17.5,9.517,14.185,61280.89794761,762051.2506557975
1653177600,2022-05-22 00:00:00,STRONG/USDT,9.933,10.127,9.445,9.667,14902.91456094,145403.50527152554
1653091200,2022-05-21 00:00:00,STRONG/USDT,9.585,10.259,9.189,9.935,16156.8733803,155199.44975730112
1653004800,2022-05-20 00:00:00,STRONG/USDT,10.017,10.303,9.189,9.584,20262.22241314,198495.27216925856
1652918400,2022-05-19 00:00:00,STRONG/USDT,9.65,10.34,8.885,10.014,20219.10812943,194712.9535074261
1652832000,2022-05-18 00:00:00,STRONG/USDT,10.458,10.836,9.501,9.63,17905.15365774,179430.89294468355
1652745600,2022-05-17 00:00:00,STRONG/USDT,9.832,11,9.753,10.457,16555.40120176,168233.10823000574
1652659200,2022-05-16 00:00:00,STRONG/USDT,11.725,11.725,9.543,9.833,18224.96811345,183487.48723006528
1652572800,2022-05-15 00:00:00,STRONG/USDT,10.155,11.943,10,11.722,17331.68118645,186593.99091293593
1652486400,2022-05-14 00:00:00,STRONG/USDT,10.24,10.973,9.373,10.158,18654.81034128,188470.44315335148
1652400000,2022-05-13 00:00:00,STRONG/USDT,9.376,13.206,9.086,10.276,21628.12265268,233098.1899962663
1652313600,2022-05-12 00:00:00,STRONG/USDT,9.395,10.456,7.128,9.354,19702.56738644,174976.17516084431
1652227200,2022-05-11 00:00:00,STRONG/USDT,15.316,20.7,9,9.417,36430.70001797,442719.0123796521
1652140800,2022-05-10 00:00:00,STRONG/USDT,15.516,17.83,14.428,15.421,12023.35650407,192175.33665132748
1652054400,2022-05-09 00:00:00,STRONG/USDT,19.232,20.712,15.309,15.638,17749.89527218,319672.95245786861
1651968000,2022-05-08 00:00:00,STRONG/USDT,20.164,20.7,18.776,19.233,11474.40762771,226645.40657435747
1651881600,2022-05-07 00:00:00,STRONG/USDT,20.276,22.26,19.649,20.167,16351.31931608,336154.06191967747
1651795200,2022-05-06 00:00:00,STRONG/USDT,19.879,20.613,18.226,20.306,15312.33613856,297061.05702195458
1651708800,2022-05-05 00:00:00,STRONG/USDT,22.834,25.999,18.917,19.858,23919.84802043,522274.85171119431
1651622400,2022-05-04 00:00:00,STRONG/USDT,17.591,28.73,17.472,22.835,47210.97295255,1081073.78045802269
1651536000,2022-05-03 00:00:00,STRONG/USDT,18.029,18.82,16.587,17.623,22446.73290577,399881.49521982107
1651449600,2022-05-02 00:00:00,STRONG/USDT,22.254,22.555,17.423,18,19151.86524387,383021.25505492282
1651363200,2022-05-01 00:00:00,STRONG/USDT,21.233,23.412,19.27,22.239,20302.17389699,422962.41288759223
1651276800,2022-04-30 00:00:00,STRONG/USDT,24.062,24.427,20.4,21.171,11845.53893483,262659.85697330451
1651190400,2022-04-29 00:00:00,STRONG/USDT,26.56,26.561,22.079,24.133,17670.12888562,420452.31983342015
1651104000,2022-04-28 00:00:00,STRONG/USDT,27.208,27.755,25.288,26.557,9204.9593455,246303.29236584682
1651017600,2022-04-27 00:00:00,STRONG/USDT,27.444,28.777,26.171,27.241,10479.23013649,289567.78990051822
1650931200,2022-04-26 00:00:00,STRONG/USDT,30.505,32.187,26.552,27.518,12316.93929017,360757.91738775938
1650844800,2022-04-25 00:00:00,STRONG/USDT,30.51,31.076,28.807,30.506,15373.124256,458572.16286289878
1650758400,2022-04-24 00:00:00,STRONG/USDT,31.851,33,30.1,30.564,15896.92770961,501975.52005801815
1650672000,2022-04-23 00:00:00,STRONG/USDT,29.315,35,28.83,31.922,22577.45954768,702245.48180290178
1650585600,2022-04-22 00:00:00,STRONG/USDT,30.62,31.207,28.37,29.347,14037.18518335,417821.51057151089
1650499200,2022-04-21 00:00:00,STRONG/USDT,32.383,33.757,30.001,30.631,14218.90608086,456461.43777464643
1650412800,2022-04-20 00:00:00,STRONG/USDT,33.29,34.555,31.666,32.411,16519.88481331,542746.6770373104
1650326400,2022-04-19 00:00:00,STRONG/USDT,31.997,34.962,31.646,33.249,18714.03838502,614528.59561564093
1650240000,2022-04-18 00:00:00,STRONG/USDT,33.3,34.258,30.379,31.999,15243.16315922,485595.8132076583
1650153600,2022-04-17 00:00:00,STRONG/USDT,35.333,37.671,33.13,33.385,12102.75156459,428237.20430009341
1650067200,2022-04-16 00:00:00,STRONG/USDT,36.725,37.8,35,35.32,10836.15027182,392442.62439105174
1649980800,2022-04-15 00:00:00,STRONG/USDT,36.378,37.988,34.294,36.712,12417.76581391,447379.03753245165
1649894400,2022-04-14 00:00:00,STRONG/USDT,40.165,41.999,36.103,36.372,13560.55944191,523390.36478821183
1649808000,2022-04-13 00:00:00,STRONG/USDT,40.243,41.725,37,40.166,19367.94793046,752318.64420015057
1649721600,2022-04-12 00:00:00,STRONG/USDT,40.86,48.48,38.261,40.248,41358.12137969,1813656.29920414297
1649635200,2022-04-11 00:00:00,STRONG/USDT,37.201,49,32.367,40.818,38127.99230507,1506791.59140086972
1649548800,2022-04-10 00:00:00,STRONG/USDT,39.216,40.878,36.001,37.27,25188.54043177,968473.95894102351
1649462400,2022-04-09 00:00:00,STRONG/USDT,45.651,48.6,38.9,39.326,19794.52745493,853738.5161160242
1649376000,2022-04-08 00:00:00,STRONG/USDT,44.824,55.602,44.012,45.649,33628.30199852,1628621.73570366356
1649289600,2022-04-07 00:00:00,STRONG/USDT,66.439,68.67,42.673,44.827,47719.78324459,2473338.35235888837
1649203200,2022-04-06 00:00:00,STRONG/USDT,93.616,93.859,65.43,66.325,56427.43749816,4232271.69122549047
1649116800,2022-04-05 00:00:00,STRONG/USDT,127.93,128.495,88,93.18,62799.02566035,6478679.18325210169
1649030400,2022-04-04 00:00:00,STRONG/USDT,129.635,134,118.236,128.206,19377.87424552,2421021.43899125777
1648944000,2022-04-03 00:00:00,STRONG/USDT,127.916,147.01,123.5,129.278,26689.43239983,3500988.89205661513
1648857600,2022-04-02 00:00:00,STRONG/USDT,122.601,131.9,119.5,128.281,18495.61079635,2280619.29437079271
1648771200,2022-04-01 00:00:00,STRONG/USDT,124.53,127,116,122.604,15020.66146063,1823507.61476608773
1648684800,2022-03-31 00:00:00,STRONG/USDT,126.29,130,118.369,124.733,16130.02750018,1991629.78737791268
1648598400,2022-03-30 00:00:00,STRONG/USDT,115.279,134.964,114,126.146,15648.65737215,1880163.89717587957
1648512000,2022-03-29 00:00:00,STRONG/USDT,130.245,136.394,112.292,115.282,18616.48237531,2332176.18972319429
1648425600,2022-03-28 00:00:00,STRONG/USDT,119.4,140,115.226,130.269,17858.89091993,2246175.63094614773
1648339200,2022-03-27 00:00:00,STRONG/USDT,114.979,119.999,110.001,119.4,15636.9549042,1770802.28110241441
1648252800,2022-03-26 00:00:00,STRONG/USDT,121.7,125,110.001,114.977,16757.62946468,1946134.91479871985
1648166400,2022-03-25 00:00:00,STRONG/USDT,131.354,134.996,121,121.706,13063.45976646,1638405.88316823484
1648080000,2022-03-24 00:00:00,STRONG/USDT,136.834,139.42,123,131.253,11207.35426713,1465824.48510450156
1647993600,2022-03-23 00:00:00,STRONG/USDT,142.357,143.686,132.4,137.089,13174.32815727,1798637.10285440911
1647907200,2022-03-22 00:00:00,STRONG/USDT,141.064,153,139,142.361,10606.9316046,1529947.43385397421
1647820800,2022-03-21 00:00:00,STRONG/USDT,145.409,157.999,140.009,141.392,11445.54954241,1668418.90925652639
1647734400,2022-03-20 00:00:00,STRONG/USDT,149.904,151.99,132.801,145.41,9597.00219775,1354053.79717591225
1647648000,2022-03-19 00:00:00,STRONG/USDT,164.175,167.5,142.003,149.914,11711.34141931,1765703.13096805069
1647561600,2022-03-18 00:00:00,STRONG/USDT,160.5,169.418,157,164.386,10357.07767834,1676288.86964540036
1647475200,2022-03-17 00:00:00,STRONG/USDT,167.248,172.854,150,160.702,13215.94874433,2087491.57500230792
1647388800,2022-03-16 00:00:00,STRONG/USDT,146.973,171.151,142.501,167.876,18253.22936712,2845683.21746149136
1647302400,2022-03-15 00:00:00,STRONG/USDT,132.362,149,121.753,147.047,14293.16244255,1907508.95056835096
1647216000,2022-03-14 00:00:00,STRONG/USDT,120.602,138,106,132.358,23611.89577919,2835189.44664323342
1647129600,2022-03-13 00:00:00,STRONG/USDT,147.166,149.959,120.159,120.602,20327.36688288,2686462.03778265045
1647043200,2022-03-12 00:00:00,STRONG/USDT,150.953,164.587,146.443,147.204,16255.65854752,2481161.47387559976
1646956800,2022-03-11 00:00:00,STRONG/USDT,177.309,181.996,151,151.576,16086.57981791,2694290.80501868338
1646870400,2022-03-10 00:00:00,STRONG/USDT,189.244,194,173,177.313,10169.6203486,1849099.18831871799
1646784000,2022-03-09 00:00:00,STRONG/USDT,187.015,195.999,183.845,189.244,12363.54396084,2336615.6406989345
1646697600,2022-03-08 00:00:00,STRONG/USDT,187.212,195,181.631,187.026,10045.3520653,1882041.28658056299
1646611200,2022-03-07 00:00:00,STRONG/USDT,198.485,208.9,181.986,187.347,13921.2655474,2680518.84558658581
1646524800,2022-03-06 00:00:00,STRONG/USDT,194.282,223,172.001,198.388,17000.48478846,3262250.02589231955
1646438400,2022-03-05 00:00:00,STRONG/USDT,177.393,198,154.543,194.81,20911.5654859,3593504.07973854104
1646352000,2022-03-04 00:00:00,STRONG/USDT,211.027,212.25,177.001,177.791,26036.11668694,4907605.75498526583
1646265600,2022-03-03 00:00:00,STRONG/USDT,251.932,252.969,208.08,211.028,16989.46015466,3844872.58053463408
1646179200,2022-03-02 00:00:00,STRONG/USDT,256.913,271,242,251.938,10805.68621255,2721830.38241730175
1646092800,2022-03-01 00:00:00,STRONG/USDT,276.912,280,250,256.242,11937.11564024,3132580.88542816419
1646006400,2022-02-28 00:00:00,STRONG/USDT,242.243,282.9,232,276.161,12688.71234747,3235432.40148029364
1645920000,2022-02-27 00:00:00,STRONG/USDT,265.696,266,239,242.23,10850.08090524,2750896.30289902168
1645833600,2022-02-26 00:00:00,STRONG/USDT,288.194,300,264.229,266.279,9967.6340945,2741765.45976550366
1645747200,2022-02-25 00:00:00,STRONG/USDT,250.89,298,249.279,288.194,12137.72607122,3252167.6711005865
1645660800,2022-02-24 00:00:00,STRONG/USDT,286.828,287.381,215,251.47,20508.91677385,5018186.284826415
1645574400,2022-02-23 00:00:00,STRONG/USDT,302.506,307.515,281.103,286.44,10403.74063854,3058510.15063860277
1645488000,2022-02-22 00:00:00,STRONG/USDT,298.206,309.95,270,302.622,14331.64082793,4191662.28618093931
1645401600,2022-02-21 00:00:00,STRONG/USDT,314.338,329.8,297.188,298.093,10678.14415135,3365423.23446136925
1645315200,2022-02-20 00:00:00,STRONG/USDT,336.321,340.443,295,314.225,13874.54871679,4308260.43899924828
1645228800,2022-02-19 00:00:00,STRONG/USDT,357.16,370,318.026,335.601,12824.05817587,4378921.07298467989
1645142400,2022-02-18 00:00:00,STRONG/USDT,364.935,375.442,350,357.16,8950.275697,3223612.65372939568
1645056000,2022-02-17 00:00:00,STRONG/USDT,386.278,399.999,351.23,364.935,11715.84635519,4420425.01154894316
1644969600,2022-02-16 00:00:00,STRONG/USDT,401.646,401.82,378.926,386.894,9119.51960593,3592398.83446547168
1644883200,2022-02-15 00:00:00,STRONG/USDT,388.934,410,359,401.646,11985.50976605,4689254.27161087779
1644796800,2022-02-14 00:00:00,STRONG/USDT,387.712,395,326,389.104,16351.654422,6025639.60202888055
1644710400,2022-02-13 00:00:00,STRONG/USDT,413.596,417.856,384,387.703,12043.07173474,4815623.72797186114
1644624000,2022-02-12 00:00:00,STRONG/USDT,419.557,435,390,413.614,12236.75054149,5036756.19392148884
1644537600,2022-02-11 00:00:00,STRONG/USDT,462.54,470,405,419.557,12404.97102201,5529302.91124328404
1644451200,2022-02-10 00:00:00,STRONG/USDT,470.679,475,452.001,462.582,9746.45004861,4541094.91256016407
1644364800,2022-02-09 00:00:00,STRONG/USDT,480,480,465.1,471.401,10267.89337342,4858659.14858572097
1644278400,2022-02-08 00:00:00,STRONG/USDT,482.033,490.233,465,479.742,11187.94831895,5325773.69545238037
1644192000,2022-02-07 00:00:00,STRONG/USDT,453.799,492,450,481.887,11129.23068191,5226423.87849633513
1644105600,2022-02-06 00:00:00,STRONG/USDT,476.546,478.565,445,453.91,11277.6530632,5144614.28625037775
1644019200,2022-02-05 00:00:00,STRONG/USDT,490,497.9,463,476.717,11129.43433279,5267776.66048660194
1643932800,2022-02-04 00:00:00,STRONG/USDT,480.8,499,463.343,490,11870.60052302,5703955.81318879677
1643846400,2022-02-03 00:00:00,STRONG/USDT,483.746,489.615,455.001,480.8,9737.06212126,4586857.59379013132
1643760000,2022-02-02 00:00:00,STRONG/USDT,487.025,506.868,469,483.747,10348.32677906,5048366.47353271631
1643673600,2022-02-01 00:00:00,STRONG/USDT,495.72,505.1,466.589,487.348,10163.10809114,4997117.08002652688
1643587200,2022-01-31 00:00:00,STRONG/USDT,468.756,499.899,432.06,495.901,13947.89272197,6456423.0424023553
1643500800,2022-01-30 00:00:00,STRONG/USDT,482.805,491.557,460.621,467.948,8446.61588685,4008804.475888857
1643414400,2022-01-29 00:00:00,STRONG/USDT,514.123,518.263,463.49,481,10690.80592781,5222941.5222393973
1643328000,2022-01-28 00:00:00,STRONG/USDT,512.371,527,491.5,514.128,10324.40886253,5228081.04223978009
1643241600,2022-01-27 00:00:00,STRONG/USDT,515,524.5,484.88,511.031,8037.84062572,4055731.39217891053
1643155200,2022-01-26 00:00:00,STRONG/USDT,502.86,544.561,487.823,515,11916.78759168,6118080.60488908927
1643068800,2022-01-25 00:00:00,STRONG/USDT,455.5,521.79,436.277,502.827,10103.49152226,4781339.85331849891
1642982400,2022-01-24 00:00:00,STRONG/USDT,467.189,475,400,456.796,13378.95344141,5834321.00584051573
1642896000,2022-01-23 00:00:00,STRONG/USDT,470.886,495.725,430,466.56,10784.77207971,4920879.25191997245
1642809600,2022-01-22 00:00:00,STRONG/USDT,461,495,384.001,470.638,14208.41436504,6344912.23474597115
1642723200,2022-01-21 00:00:00,STRONG/USDT,568.206,580,448,461,15177.82518431,7610630.39176121393
1642636800,2022-01-20 00:00:00,STRONG/USDT,582.886,592.999,560.76,568.206,9144.77070691,5295418.29293814062
1642550400,2022-01-19 00:00:00,STRONG/USDT,594.716,604.369,560.524,582.893,8820.58517818,5107775.1308333313
