https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB3L,Volume USDT
1663354800,2022-09-16 19:00:00,BNB3L/USDT,0.2211,0.2226,0.2211,0.2226,225.7644,50.2526415
1663351200,2022-09-16 18:00:00,BNB3L/USDT,0.2215,0.2235,0.2175,0.2215,1836.6679,407.04143397
1663347600,2022-09-16 17:00:00,BNB3L/USDT,0.222,0.2236,0.2184,0.2211,1522.6809,334.92056433
1663344000,2022-09-16 16:00:00,BNB3L/USDT,0.2254,0.2263,0.219,0.2211,8826.9803,1964.37975127
1663340400,2022-09-16 15:00:00,BNB3L/USDT,0.2281,0.2281,0.2242,0.2267,1107.5478,251.23075317
1663336800,2022-09-16 14:00:00,BNB3L/USDT,0.2208,0.2294,0.2208,0.2294,2835.0382,642.38496511
1663333200,2022-09-16 13:00:00,BNB3L/USDT,0.2253,0.2253,0.22,0.22,1755.2795,392.3649627
1663329600,2022-09-16 12:00:00,BNB3L/USDT,0.2298,0.2298,0.225,0.2251,726.789,164.85535762
1663326000,2022-09-16 11:00:00,BNB3L/USDT,0.2276,0.2308,0.2276,0.2308,971.5863,222.56566582
1663322400,2022-09-16 10:00:00,BNB3L/USDT,0.2288,0.2288,0.2288,0.2288,131.1189,30.00000432
1663318800,2022-09-16 09:00:00,BNB3L/USDT,0.2199,0.2293,0.2199,0.2276,2356.5068,535.4029842
1663315200,2022-09-16 08:00:00,BNB3L/USDT,0.2238,0.2238,0.2199,0.2199,3549.8346,786.90093322
1663311600,2022-09-16 07:00:00,BNB3L/USDT,0.2248,0.2248,0.2234,0.2234,413.7695,92.51353753
1663308000,2022-09-16 06:00:00,BNB3L/USDT,0.2234,0.228,0.2232,0.2262,2665.237,599.79916477
1663304400,2022-09-16 05:00:00,BNB3L/USDT,0.2227,0.2234,0.221,0.2234,1145.7504,253.82968464
1663300800,2022-09-16 04:00:00,BNB3L/USDT,0.2234,0.2242,0.2232,0.2232,927.5717,207.53166866
1663297200,2022-09-16 03:00:00,BNB3L/USDT,0.2215,0.2234,0.2196,0.2234,272.797,60.31882493
1663293600,2022-09-16 02:00:00,BNB3L/USDT,0.2216,0.2216,0.2187,0.2211,1354.7714,298.21242977
1663290000,2022-09-16 01:00:00,BNB3L/USDT,0.2232,0.2232,0.2222,0.2226,902.7643,200.77563599
1663286400,2022-09-16 00:00:00,BNB3L/USDT,0.2172,0.2242,0.2116,0.2242,3938.3268,853.0884921
1663282800,2022-09-15 23:00:00,BNB3L/USDT,0.2147,0.2173,0.2145,0.2167,444.8051,96.0628507
1663279200,2022-09-15 22:00:00,BNB3L/USDT,0.2179,0.2179,0.2138,0.2138,935.795,201.85393967
1663275600,2022-09-15 21:00:00,BNB3L/USDT,0.2207,0.2209,0.2179,0.2179,3566.7501,786.45051111
1663272000,2022-09-15 20:00:00,BNB3L/USDT,0.2204,0.221,0.2204,0.221,14.1201,3.11951467
1663268400,2022-09-15 19:00:00,BNB3L/USDT,0.2169,0.2204,0.2169,0.2204,1004.2839,219.56227138
1663264800,2022-09-15 18:00:00,BNB3L/USDT,0.22,0.22,0.2169,0.2169,1607.7764,352.81918664
1663261200,2022-09-15 17:00:00,BNB3L/USDT,0.2193,0.2216,0.2193,0.22,2957.9298,651.03438454
1663257600,2022-09-15 16:00:00,BNB3L/USDT,0.2139,0.219,0.2138,0.219,2541.3113,548.8354085
1663254000,2022-09-15 15:00:00,BNB3L/USDT,0.2148,0.2162,0.2077,0.2138,15369.976,3269.25579276
1663250400,2022-09-15 14:00:00,BNB3L/USDT,0.2313,0.2319,0.2143,0.2157,5491.1763,1207.17404855
1663246800,2022-09-15 13:00:00,BNB3L/USDT,0.2314,0.2314,0.2277,0.2312,1909.8229,435.66278915
1663243200,2022-09-15 12:00:00,BNB3L/USDT,0.2281,0.2324,0.228,0.2324,3480.4383,794.96706013
1663239600,2022-09-15 11:00:00,BNB3L/USDT,0.2278,0.2291,0.2278,0.2291,13.9957,3.19084867
1663236000,2022-09-15 10:00:00,BNB3L/USDT,0.2298,0.2308,0.2265,0.2265,339.9804,77.9244266
1663232400,2022-09-15 09:00:00,BNB3L/USDT,0.228,0.2298,0.227,0.2298,310.6325,71.06422093
1663228800,2022-09-15 08:00:00,BNB3L/USDT,0.2323,0.2323,0.2242,0.2274,1398.6003,318.11664654
1663225200,2022-09-15 07:00:00,BNB3L/USDT,0.2287,0.2362,0.2287,0.231,5024.5825,1169.45512137
1663221600,2022-09-15 06:00:00,BNB3L/USDT,0.2263,0.2348,0.2195,0.2289,20784.5637,4713.80345246
1663218000,2022-09-15 05:00:00,BNB3L/USDT,0.2281,0.2281,0.224,0.2268,3897.0424,878.94410825
1663214400,2022-09-15 04:00:00,BNB3L/USDT,0.2296,0.2296,0.2267,0.2289,5867.7259,1338.30946411
1663210800,2022-09-15 03:00:00,BNB3L/USDT,0.2292,0.231,0.2253,0.2292,8742.4433,1997.99029361
1663207200,2022-09-15 02:00:00,BNB3L/USDT,0.2338,0.2341,0.2264,0.2302,3012.1963,699.07061767
1663203600,2022-09-15 01:00:00,BNB3L/USDT,0.236,0.236,0.2309,0.2347,1179.446,275.49306277
1663200000,2022-09-15 00:00:00,BNB3L/USDT,0.2394,0.2414,0.2364,0.2364,748.1076,177.29018769
1663196400,2022-09-14 23:00:00,BNB3L/USDT,0.24,0.24,0.2382,0.2382,4222.4116,1011.57570061
1663192800,2022-09-14 22:00:00,BNB3L/USDT,0.2383,0.2414,0.2381,0.24,3498.2952,840.84239112
1663189200,2022-09-14 21:00:00,BNB3L/USDT,0.2342,0.2397,0.2342,0.2394,4320.8356,1017.43371179
1663185600,2022-09-14 20:00:00,BNB3L/USDT,0.2341,0.2362,0.2341,0.2348,479.3664,112.84020588
1663182000,2022-09-14 19:00:00,BNB3L/USDT,0.2324,0.2341,0.2309,0.2341,5944.7093,1387.47417062
1663178400,2022-09-14 18:00:00,BNB3L/USDT,0.2365,0.2365,0.2251,0.231,4008.5593,922.304456747183
1663174800,2022-09-14 17:00:00,BNB3L/USDT,0.2365,0.2386,0.2353,0.2366,10435.1719,2464.82230462
1663171200,2022-09-14 16:00:00,BNB3L/USDT,0.2405,0.2405,0.2364,0.238,4425.7053,1057.96344588
1663167600,2022-09-14 15:00:00,BNB3L/USDT,0.2427,0.2427,0.2399,0.2415,4483.8781,1081.08710547
1663164000,2022-09-14 14:00:00,BNB3L/USDT,0.2428,0.2431,0.2389,0.2417,3763.9278,903.82886434
1663160400,2022-09-14 13:00:00,BNB3L/USDT,0.2401,0.2473,0.2376,0.2438,12015.3295,2951.49880725
1663156800,2022-09-14 12:00:00,BNB3L/USDT,0.2404,0.2421,0.2346,0.2404,1803.1651,428.84683937
1663153200,2022-09-14 11:00:00,BNB3L/USDT,0.24,0.2415,0.2364,0.2412,2788.6201,667.94640631
1663149600,2022-09-14 10:00:00,BNB3L/USDT,0.24,0.2414,0.24,0.2414,6.749,1.62117299
1663146000,2022-09-14 09:00:00,BNB3L/USDT,0.2399,0.2421,0.2388,0.2404,2975.3084,715.94840155
1663142400,2022-09-14 08:00:00,BNB3L/USDT,0.2381,0.2409,0.2354,0.2409,1114.234,266.05608602
1663138800,2022-09-14 07:00:00,BNB3L/USDT,0.2383,0.2398,0.2344,0.2371,22493.0111,5313.01797781
1663135200,2022-09-14 06:00:00,BNB3L/USDT,0.2415,0.2416,0.2369,0.2383,3711.5113,892.95936459
1663131600,2022-09-14 05:00:00,BNB3L/USDT,0.2446,0.2456,0.2415,0.2415,1496.1991,365.26735339
1663128000,2022-09-14 04:00:00,BNB3L/USDT,0.2419,0.2456,0.2419,0.2452,9814.2422,2385.48181791
1663124400,2022-09-14 03:00:00,BNB3L/USDT,0.2396,0.2419,0.2396,0.2408,906.7296,218.35903078
1663120800,2022-09-14 02:00:00,BNB3L/USDT,0.2362,0.2403,0.2362,0.2389,799.2154,189.65579811
1663117200,2022-09-14 01:00:00,BNB3L/USDT,0.2352,0.2363,0.2348,0.2363,936.106,221.0224282
1663113600,2022-09-14 00:00:00,BNB3L/USDT,0.2328,0.2364,0.231,0.2363,12346.1901,2884.87578524
1663110000,2022-09-13 23:00:00,BNB3L/USDT,0.235,0.235,0.2294,0.2333,1613.08054019,374.015294079586
1663106400,2022-09-13 22:00:00,BNB3L/USDT,0.2375,0.2375,0.233,0.2342,837.3726,197.10614952
1663102800,2022-09-13 21:00:00,BNB3L/USDT,0.2399,0.2406,0.232,0.2365,5967.7512,1402.8774889
1663099200,2022-09-13 20:00:00,BNB3L/USDT,0.24,0.2442,0.2393,0.2402,5014.2612,1217.16804707
1663095600,2022-09-13 19:00:00,BNB3L/USDT,0.2428,0.2438,0.2382,0.2405,3040.023,730.66868363
1663092000,2022-09-13 18:00:00,BNB3L/USDT,0.2523,0.2527,0.2425,0.244,3174.6035,782.06393745
1663088400,2022-09-13 17:00:00,BNB3L/USDT,0.2516,0.2546,0.2505,0.2512,890.5499,224.67632768
1663084800,2022-09-13 16:00:00,BNB3L/USDT,0.2499,0.2517,0.2469,0.2501,3563.8215,888.58735241
1663081200,2022-09-13 15:00:00,BNB3L/USDT,0.2493,0.2526,0.2476,0.2505,7803.1081,1951.46240662
1663077600,2022-09-13 14:00:00,BNB3L/USDT,0.2536,0.2574,0.2454,0.2494,10092.4614,2542.43534332
1663074000,2022-09-13 13:00:00,BNB3L/USDT,0.2518,0.2559,0.2458,0.2544,60394.5314,15179.82754444
1663070400,2022-09-13 12:00:00,BNB3L/USDT,0.2865,0.2938,0.2481,0.2518,68663.6684,18022.50117645
1663066800,2022-09-13 11:00:00,BNB3L/USDT,0.2821,0.2886,0.2821,0.285,3374.8418,962.84592892
1663063200,2022-09-13 10:00:00,BNB3L/USDT,0.2788,0.2837,0.2788,0.2837,2248.0104,634.17833475
1663059600,2022-09-13 09:00:00,BNB3L/USDT,0.28,0.2821,0.2784,0.2784,1971.4975,550.5544785
1663056000,2022-09-13 08:00:00,BNB3L/USDT,0.2805,0.2805,0.28,0.28,43.35,12.13857135
1663052400,2022-09-13 07:00:00,BNB3L/USDT,0.2777,0.2824,0.2777,0.2824,513.9442,144.08156946
1663048800,2022-09-13 06:00:00,BNB3L/USDT,0.2791,0.2831,0.2761,0.2761,637.3711,178.40044817
1663045200,2022-09-13 05:00:00,BNB3L/USDT,0.2784,0.2807,0.2779,0.2779,2289.1773,640.14500085
1663041600,2022-09-13 04:00:00,BNB3L/USDT,0.2779,0.2807,0.2768,0.2771,2633.0855,730.234414
1663038000,2022-09-13 03:00:00,BNB3L/USDT,0.2772,0.2792,0.2745,0.2792,423.972,117.29278543
1663034400,2022-09-13 02:00:00,BNB3L/USDT,0.2687,0.2784,0.2677,0.2784,1088.5507,297.55966861
1663030800,2022-09-13 01:00:00,BNB3L/USDT,0.271,0.2712,0.2674,0.27,444.2393,119.50070279
1663027200,2022-09-13 00:00:00,BNB3L/USDT,0.2792,0.2804,0.2685,0.271,10118.5726,2768.22677875
1663023600,2022-09-12 23:00:00,BNB3L/USDT,0.2771,0.2811,0.2771,0.2803,13657.0494,3811.38398676
1663020000,2022-09-12 22:00:00,BNB3L/USDT,0.2792,0.2792,0.2753,0.2753,591.7504,164.01197115
1663016400,2022-09-12 21:00:00,BNB3L/USDT,0.2811,0.2811,0.2773,0.2804,1171.4219,328.52460349
1663012800,2022-09-12 20:00:00,BNB3L/USDT,0.2822,0.2824,0.2789,0.2811,1755.8403,491.01029767
1663009200,2022-09-12 19:00:00,BNB3L/USDT,0.2811,0.2838,0.2811,0.2832,2760.101,781.75008322
1663005600,2022-09-12 18:00:00,BNB3L/USDT,0.28,0.2804,0.2771,0.2804,1712.5712,478.27432618
1663002000,2022-09-12 17:00:00,BNB3L/USDT,0.2805,0.2835,0.2779,0.2807,659.7676,185.44158308
1662998400,2022-09-12 16:00:00,BNB3L/USDT,0.2817,0.2836,0.2741,0.2817,4832.7297,1345.46219012
1662994800,2022-09-12 15:00:00,BNB3L/USDT,0.2902,0.2907,0.2802,0.2802,12816.7747,3649.54702598
1662991200,2022-09-12 14:00:00,BNB3L/USDT,0.295,0.2983,0.2908,0.2908,17159.0394,5041.80095548
1662987600,2022-09-12 13:00:00,BNB3L/USDT,0.2924,0.2954,0.2913,0.295,4467.9845,1314.46778535
1662984000,2022-09-12 12:00:00,BNB3L/USDT,0.2958,0.2964,0.2909,0.2928,4163.2032,1225.26232822
1662980400,2022-09-12 11:00:00,BNB3L/USDT,0.291,0.2983,0.2902,0.2966,5365.79101718,1582.937090061844
1662976800,2022-09-12 10:00:00,BNB3L/USDT,0.29,0.2921,0.2854,0.2917,2084.1499,600.69442519
1662973200,2022-09-12 09:00:00,BNB3L/USDT,0.2906,0.2917,0.2888,0.2889,7910.2135,2293.51058349
1662969600,2022-09-12 08:00:00,BNB3L/USDT,0.2879,0.2921,0.2876,0.2902,4650.7921,1340.49453731
1662966000,2022-09-12 07:00:00,BNB3L/USDT,0.2807,0.2876,0.2807,0.2876,11929.9651,3366.68618847
1662962400,2022-09-12 06:00:00,BNB3L/USDT,0.2793,0.2804,0.2792,0.2804,5.858,1.6372821
1662958800,2022-09-12 05:00:00,BNB3L/USDT,0.2785,0.2807,0.2785,0.2807,111.7824,31.35506097
1662955200,2022-09-12 04:00:00,BNB3L/USDT,0.2779,0.2797,0.2779,0.2797,123.4984,34.44898341
1662951600,2022-09-12 03:00:00,BNB3L/USDT,0.2799,0.2799,0.2742,0.2796,1697.678,470.24729375
1662948000,2022-09-12 02:00:00,BNB3L/USDT,0.2891,0.2891,0.2791,0.2817,9651.8732,2712.70656675
1662944400,2022-09-12 01:00:00,BNB3L/USDT,0.2752,0.2953,0.2731,0.2896,12647.5595,3647.56863377
1662940800,2022-09-12 00:00:00,BNB3L/USDT,0.2861,0.2861,0.2759,0.2765,1574.8276,442.85837669
1662937200,2022-09-11 23:00:00,BNB3L/USDT,0.2799,0.286,0.2779,0.286,2599.7681,734.45744782
1662933600,2022-09-11 22:00:00,BNB3L/USDT,0.274,0.2814,0.2732,0.2814,33879.3498,9428.15288175
1662930000,2022-09-11 21:00:00,BNB3L/USDT,0.2845,0.2865,0.2716,0.2756,5354.5318,1482.78328722
1662926400,2022-09-11 20:00:00,BNB3L/USDT,0.2833,0.2878,0.2816,0.2838,11163.1249,3200.40204715
1662922800,2022-09-11 19:00:00,BNB3L/USDT,0.2831,0.2838,0.2812,0.2838,479.3667,135.26358073
1662919200,2022-09-11 18:00:00,BNB3L/USDT,0.2848,0.2848,0.2831,0.2831,514.8081,146.03404923
1662915600,2022-09-11 17:00:00,BNB3L/USDT,0.2865,0.2896,0.2848,0.2848,15080.8408,4314.20360029
1662912000,2022-09-11 16:00:00,BNB3L/USDT,0.2863,0.287,0.2832,0.2858,20151.7704,5774.90774909
1662908400,2022-09-11 15:00:00,BNB3L/USDT,0.2821,0.2863,0.282,0.2863,1005.4817,285.65015832
1662904800,2022-09-11 14:00:00,BNB3L/USDT,0.2822,0.2823,0.2799,0.2821,4559.8913,1286.50525053
1662901200,2022-09-11 13:00:00,BNB3L/USDT,0.2863,0.2863,0.2817,0.2823,3613.7726,1023.76853463
1662897600,2022-09-11 12:00:00,BNB3L/USDT,0.2899,0.2899,0.2864,0.2865,1157.4859,332.38645702
1662894000,2022-09-11 11:00:00,BNB3L/USDT,0.2875,0.2907,0.2875,0.2893,1419.8048,411.13831237
1662890400,2022-09-11 10:00:00,BNB3L/USDT,0.2862,0.2867,0.2862,0.2867,54.1285,15.49343437
1662886800,2022-09-11 09:00:00,BNB3L/USDT,0.2874,0.2874,0.2863,0.287,55.8065,15.9877441
1662883200,2022-09-11 08:00:00,BNB3L/USDT,0.2856,0.2886,0.2848,0.2883,776.8815,223.30514642
1662879600,2022-09-11 07:00:00,BNB3L/USDT,0.281,0.2856,0.281,0.2856,670.1663,189.45965709
1662876000,2022-09-11 06:00:00,BNB3L/USDT,0.2845,0.2861,0.2779,0.2816,13369.3656,3772.97086199
1662872400,2022-09-11 05:00:00,BNB3L/USDT,0.2844,0.2857,0.2832,0.2832,282.8277,80.58253649
1662868800,2022-09-11 04:00:00,BNB3L/USDT,0.283,0.2858,0.283,0.2853,3096.5277,880.94087103
1662865200,2022-09-11 03:00:00,BNB3L/USDT,0.286,0.286,0.2826,0.2827,435.4665,123.61282144
1662861600,2022-09-11 02:00:00,BNB3L/USDT,0.286,0.2879,0.2844,0.2868,2551.6176,730.68869267
1662858000,2022-09-11 01:00:00,BNB3L/USDT,0.2891,0.2891,0.2853,0.286,1380.0037,396.73158008
1662854400,2022-09-11 00:00:00,BNB3L/USDT,0.2913,0.2935,0.2891,0.2891,823.8502,240.71341403
1662850800,2022-09-10 23:00:00,BNB3L/USDT,0.2923,0.2949,0.2895,0.2913,671.1816,196.35488582
1662847200,2022-09-10 22:00:00,BNB3L/USDT,0.2836,0.2947,0.2831,0.2937,8438.5633,2452.07051877
1662843600,2022-09-10 21:00:00,BNB3L/USDT,0.2828,0.2879,0.2818,0.2832,3016.5116,859.60296847
1662840000,2022-09-10 20:00:00,BNB3L/USDT,0.2853,0.2856,0.2802,0.2803,1449.1962,410.19956076
1662836400,2022-09-10 19:00:00,BNB3L/USDT,0.2834,0.2853,0.2822,0.2853,849.7607,241.19647343
1662832800,2022-09-10 18:00:00,BNB3L/USDT,0.2791,0.283,0.2791,0.283,95.229,26.87944587
1662829200,2022-09-10 17:00:00,BNB3L/USDT,0.2802,0.2819,0.2791,0.2809,131.0996,36.67972534
1662825600,2022-09-10 16:00:00,BNB3L/USDT,0.2784,0.2836,0.2772,0.2836,2072.093,583.47014275
1662822000,2022-09-10 15:00:00,BNB3L/USDT,0.2786,0.2812,0.2786,0.2794,461.9464,129.17778015
1662818400,2022-09-10 14:00:00,BNB3L/USDT,0.2765,0.2788,0.2733,0.2787,1805.7625,499.17932574
1662814800,2022-09-10 13:00:00,BNB3L/USDT,0.28,0.28,0.2742,0.277,5734.82220068,1575.785441096456
1662811200,2022-09-10 12:00:00,BNB3L/USDT,0.2839,0.2863,0.2797,0.2827,1037.9909,292.55999727
1662807600,2022-09-10 11:00:00,BNB3L/USDT,0.2827,0.2848,0.282,0.282,102.579,28.98724602
1662804000,2022-09-10 10:00:00,BNB3L/USDT,0.2841,0.2841,0.2816,0.2837,7199.8895,2038.33698985
1662800400,2022-09-10 09:00:00,BNB3L/USDT,0.2853,0.2869,0.2853,0.2869,173.1506,49.45190049
1662796800,2022-09-10 08:00:00,BNB3L/USDT,0.2804,0.2859,0.2793,0.2821,9347.6007,2622.79249856
1662793200,2022-09-10 07:00:00,BNB3L/USDT,0.2904,0.2904,0.2776,0.2776,3029.547,854.18797147
1662789600,2022-09-10 06:00:00,BNB3L/USDT,0.29,0.2917,0.2881,0.2881,1691.9122,491.01704068
1662786000,2022-09-10 05:00:00,BNB3L/USDT,0.2842,0.2912,0.2842,0.29,2139.8054,619.05958324
1662782400,2022-09-10 04:00:00,BNB3L/USDT,0.2836,0.2896,0.2833,0.2833,5188.2316,1482.88337259
1662778800,2022-09-10 03:00:00,BNB3L/USDT,0.2827,0.283,0.2803,0.283,12056.939,3385.5116246
1662775200,2022-09-10 02:00:00,BNB3L/USDT,0.2811,0.2845,0.2808,0.284,2417.0834,681.60013756
1662771600,2022-09-10 01:00:00,BNB3L/USDT,0.2796,0.2837,0.2796,0.2836,855.6741,241.17213736
1662768000,2022-09-10 00:00:00,BNB3L/USDT,0.2791,0.2821,0.2759,0.2788,6098.1755,1698.03686294
1662764400,2022-09-09 23:00:00,BNB3L/USDT,0.2819,0.2856,0.275,0.2803,9476.9399,2654.54245812
1662760800,2022-09-09 22:00:00,BNB3L/USDT,0.2718,0.2828,0.2718,0.2828,2767.2702,773.5449946
1662757200,2022-09-09 21:00:00,BNB3L/USDT,0.2739,0.2763,0.2708,0.2718,1165.348,318.12412379
1662753600,2022-09-09 20:00:00,BNB3L/USDT,0.2769,0.2769,0.2739,0.2748,155.173,42.70811185
1662750000,2022-09-09 19:00:00,BNB3L/USDT,0.2729,0.2778,0.272,0.2778,998.9561,274.77614544
1662746400,2022-09-09 18:00:00,BNB3L/USDT,0.2734,0.2758,0.2724,0.2729,1952.257,535.23995212
1662742800,2022-09-09 17:00:00,BNB3L/USDT,0.2788,0.2806,0.2731,0.2748,6122.6022,1691.71773841
1662739200,2022-09-09 16:00:00,BNB3L/USDT,0.2784,0.2832,0.2752,0.2788,11390.4634,3177.82527954
1662735600,2022-09-09 15:00:00,BNB3L/USDT,0.2799,0.2816,0.2765,0.2793,12800.8524,3559.75810596
1662732000,2022-09-09 14:00:00,BNB3L/USDT,0.2766,0.2823,0.2766,0.2804,14921.8168,4175.03271446
1662728400,2022-09-09 13:00:00,BNB3L/USDT,0.2819,0.2819,0.272,0.2766,5891.1008,1623.89986001
1662724800,2022-09-09 12:00:00,BNB3L/USDT,0.2778,0.2876,0.2769,0.2828,3172.6529,895.74863996
1662721200,2022-09-09 11:00:00,BNB3L/USDT,0.2788,0.2835,0.2762,0.2769,12791.9451,3575.07639176
1662717600,2022-09-09 10:00:00,BNB3L/USDT,0.2694,0.2796,0.268,0.2783,3483.8936,955.27245075
1662714000,2022-09-09 09:00:00,BNB3L/USDT,0.2759,0.2759,0.2685,0.2699,6669.8692,1804.83366212
1662710400,2022-09-09 08:00:00,BNB3L/USDT,0.2744,0.2765,0.2719,0.2744,3916.9761,1071.96386103
1662706800,2022-09-09 07:00:00,BNB3L/USDT,0.2721,0.2762,0.2709,0.2761,3686.6187,1016.41245265
1662703200,2022-09-09 06:00:00,BNB3L/USDT,0.2723,0.2757,0.2706,0.2727,2817.9824,767.57156414
1662699600,2022-09-09 05:00:00,BNB3L/USDT,0.2699,0.2736,0.2679,0.2711,908.1893,246.43565937
1662696000,2022-09-09 04:00:00,BNB3L/USDT,0.2618,0.2725,0.2618,0.2704,6618.4052,1779.27249125
1662692400,2022-09-09 03:00:00,BNB3L/USDT,0.2513,0.264,0.2513,0.2605,21556.0177,5589.08664714
1662688800,2022-09-09 02:00:00,BNB3L/USDT,0.2497,0.2521,0.2497,0.2505,134.4368,33.82379304
1662685200,2022-09-09 01:00:00,BNB3L/USDT,0.2485,0.2505,0.2485,0.249,3019.2466,755.27388534
1662681600,2022-09-09 00:00:00,BNB3L/USDT,0.2505,0.2523,0.2469,0.2485,32297.4628,8024.98591064
1662678000,2022-09-08 23:00:00,BNB3L/USDT,0.2501,0.2542,0.2463,0.2509,31576.8023,7943.97615089
1662674400,2022-09-08 22:00:00,BNB3L/USDT,0.2497,0.2509,0.2489,0.2509,318.7169,79.65287837
1662670800,2022-09-08 21:00:00,BNB3L/USDT,0.2493,0.2505,0.2478,0.2497,2147.9527,536.958187
1662667200,2022-09-08 20:00:00,BNB3L/USDT,0.2498,0.2525,0.2465,0.2495,2201.179,552.75225676
1662663600,2022-09-08 19:00:00,BNB3L/USDT,0.2469,0.2498,0.2449,0.2498,2141.2321,526.53709694
1662660000,2022-09-08 18:00:00,BNB3L/USDT,0.2465,0.2473,0.2449,0.2465,1198.5866,294.11628168
1662656400,2022-09-08 17:00:00,BNB3L/USDT,0.2441,0.2488,0.2415,0.2461,3645.4845,891.34537901
1662652800,2022-09-08 16:00:00,BNB3L/USDT,0.2465,0.25,0.2402,0.2446,4218.0914,1027.77843583
1662649200,2022-09-08 15:00:00,BNB3L/USDT,0.2509,0.2551,0.2444,0.2461,21121.7422,5284.43558229
1662645600,2022-09-08 14:00:00,BNB3L/USDT,0.2477,0.2509,0.2421,0.2509,9406.8781,2333.07649123
1662642000,2022-09-08 13:00:00,BNB3L/USDT,0.2399,0.25,0.2355,0.2465,7653.6918,1848.29676272
1662638400,2022-09-08 12:00:00,BNB3L/USDT,0.2425,0.2461,0.2377,0.2391,2061.3293,496.90592575
1662634800,2022-09-08 11:00:00,BNB3L/USDT,0.2433,0.2465,0.2419,0.2429,23825.6135,5837.74033725
1662631200,2022-09-08 10:00:00,BNB3L/USDT,0.2398,0.2453,0.2384,0.2441,2718.4818,661.81599323
1662627600,2022-09-08 09:00:00,BNB3L/USDT,0.2397,0.2419,0.238,0.2392,17457.2478,4163.0996922
