https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VXV,Volume USDT
1651795200,2022-05-06 00:00:00,VXV/USDT,1.55,1.55,1.37,1.49,197215.24560701,284977.9720847867
1651708800,2022-05-05 00:00:00,VXV/USDT,1.7,1.73,1.49,1.55,119253.75431394,192548.663244903
1651622400,2022-05-04 00:00:00,VXV/USDT,1.71,1.79,1.62,1.69,147784.46819666,248853.5373813452
1651536000,2022-05-03 00:00:00,VXV/USDT,1.56,1.88,1.53,1.71,186542.82365607,315035.2591297528
1651449600,2022-05-02 00:00:00,VXV/USDT,1.47,1.59,1.47,1.56,96444.268877,148238.4613340554
1651363200,2022-05-01 00:00:00,VXV/USDT,1.43,1.55,1.36,1.48,188964.9612977,276785.3183034795
1651276800,2022-04-30 00:00:00,VXV/USDT,1.58,1.59,1.41,1.43,178247.2877573,272015.9812829272
1651190400,2022-04-29 00:00:00,VXV/USDT,1.7,1.74,1.56,1.59,165698.01467538,272450.485899899
1651104000,2022-04-28 00:00:00,VXV/USDT,1.74,1.77,1.66,1.69,133271.99914351,227526.6674756086
1651017600,2022-04-27 00:00:00,VXV/USDT,1.65,1.84,1.63,1.74,87597.42307813,154690.0415322352
1650931200,2022-04-26 00:00:00,VXV/USDT,1.82,1.91,1.63,1.65,135468.20415639,240215.8277768619
1650844800,2022-04-25 00:00:00,VXV/USDT,1.89,1.91,1.81,1.83,118752.19039909,220022.1733137145
1650758400,2022-04-24 00:00:00,VXV/USDT,1.97,1.99,1.87,1.91,77576.27277713,149689.3663158652
1650672000,2022-04-23 00:00:00,VXV/USDT,1.95,2,1.91,1.98,57069.26143916,112016.1234124256
1650585600,2022-04-22 00:00:00,VXV/USDT,1.97,2.03,1.9,1.96,99318.67076864,195741.1779791839
1650499200,2022-04-21 00:00:00,VXV/USDT,2.05,2.19,1.93,1.96,144290.47466215,302378.9661564053
1650412800,2022-04-20 00:00:00,VXV/USDT,2.15,2.15,2.01,2.06,148287.92539041,308977.2261572501
1650326400,2022-04-19 00:00:00,VXV/USDT,2.12,2.26,2.08,2.16,123577.15275979,267375.272115698
1650240000,2022-04-18 00:00:00,VXV/USDT,2.11,2.14,1.98,2.12,130672.69157038,271414.4191220805
1650153600,2022-04-17 00:00:00,VXV/USDT,2.32,2.33,2,2.11,116321.40323201,256473.8543360325
1650067200,2022-04-16 00:00:00,VXV/USDT,2.33,2.39,2.27,2.31,79240.91888446,184428.7983157536
1649980800,2022-04-15 00:00:00,VXV/USDT,2.41,2.44,2.31,2.34,73899.06917595,175336.9570700318
1649894400,2022-04-14 00:00:00,VXV/USDT,2.52,2.52,2.36,2.41,108679.90750555,265734.9983656906
1649808000,2022-04-13 00:00:00,VXV/USDT,2.38,2.6,2.22,2.5,279374.33235439,671218.5883817079
1649721600,2022-04-12 00:00:00,VXV/USDT,2.36,2.62,2.23,2.39,296610.03877018,718374.9434675145
1649635200,2022-04-11 00:00:00,VXV/USDT,2.73,2.8,2.33,2.35,174958.45831006,445664.9708743003
1649548800,2022-04-10 00:00:00,VXV/USDT,2.84,2.98,2.64,2.73,264775.56139926,751195.5366734402
1649462400,2022-04-09 00:00:00,VXV/USDT,2.42,2.99,2.4,2.84,298526.65082898,809106.2805296362
1649376000,2022-04-08 00:00:00,VXV/USDT,2.4,2.6,2.32,2.42,225975.50601485,560373.852178859
1649289600,2022-04-07 00:00:00,VXV/USDT,2.44,2.58,2.25,2.4,309794.99978083,753191.7295225266
1649203200,2022-04-06 00:00:00,VXV/USDT,2.35,2.7,2.23,2.45,656298.50271432,1642725.918602775
1649116800,2022-04-05 00:00:00,VXV/USDT,2.07,2.42,2.05,2.36,266195.74244179,597073.7969381947
1649030400,2022-04-04 00:00:00,VXV/USDT,2.11,2.27,2.01,2.08,178876.13459151,380536.4030383808
1648944000,2022-04-03 00:00:00,VXV/USDT,2.15,2.25,2.08,2.1,114840.66232853,245155.0367977133
1648857600,2022-04-02 00:00:00,VXV/USDT,2.12,2.29,2.1,2.15,238348.2295537,522165.2871627668
1648771200,2022-04-01 00:00:00,VXV/USDT,2.01,2.18,1.99,2.11,204035.09815605,424940.8417740267
1648684800,2022-03-31 00:00:00,VXV/USDT,2.22,2.23,1.94,2.01,265754.06563603,548467.0378280127
1648598400,2022-03-30 00:00:00,VXV/USDT,2.13,2.27,2.08,2.21,149972.20753198,326981.9316578905
1648512000,2022-03-29 00:00:00,VXV/USDT,2.2,2.32,2.1,2.13,159974.38349242,354130.6529971534
1648425600,2022-03-28 00:00:00,VXV/USDT,2.29,2.44,2.18,2.21,230857.09285207,526935.0589924897
1648339200,2022-03-27 00:00:00,VXV/USDT,2.13,2.39,2.1,2.29,485074.26440014,1081587.3240017479
1648252800,2022-03-26 00:00:00,VXV/USDT,2.07,2.15,2,2.15,128230.21657632,267453.9401224687
1648166400,2022-03-25 00:00:00,VXV/USDT,2.28,2.45,1.98,2.08,431287.63892772,969163.7277516432
1648080000,2022-03-24 00:00:00,VXV/USDT,1.94,2.5,1.93,2.28,431273.73285866,964360.8882243639
1647993600,2022-03-23 00:00:00,VXV/USDT,1.69,1.96,1.69,1.93,176372.27015977,322231.7822021099
1647907200,2022-03-22 00:00:00,VXV/USDT,1.62,1.74,1.59,1.69,128810.09365424,214705.41510718
1647820800,2022-03-21 00:00:00,VXV/USDT,1.72,1.73,1.59,1.62,158601.44529815,259781.2587888465
1647734400,2022-03-20 00:00:00,VXV/USDT,1.69,1.75,1.64,1.72,84483.41291646,143000.2982020776
1647648000,2022-03-19 00:00:00,VXV/USDT,1.63,1.75,1.6,1.7,91159.7159395,152280.387724687
1647561600,2022-03-18 00:00:00,VXV/USDT,1.65,1.71,1.51,1.64,107946.0789163,174182.4782451527
1647475200,2022-03-17 00:00:00,VXV/USDT,1.69,1.79,1.61,1.64,139047.66433876,235691.4812223447
1647388800,2022-03-16 00:00:00,VXV/USDT,1.47,1.7,1.44,1.69,155539.24641292,244427.4326690224
1647302400,2022-03-15 00:00:00,VXV/USDT,1.5,1.51,1.39,1.48,113224.41476603,164182.945632921
1647216000,2022-03-14 00:00:00,VXV/USDT,1.37,1.56,1.3,1.5,188060.15976737,270434.6790848928
1647129600,2022-03-13 00:00:00,VXV/USDT,1.63,1.63,1.29,1.38,132254.95147855,199227.0890741813
1647043200,2022-03-12 00:00:00,VXV/USDT,1.63,1.68,1.59,1.63,77869.33796895,126604.7853330342
1646956800,2022-03-11 00:00:00,VXV/USDT,1.67,1.69,1.56,1.63,121965.49452467,196500.3150591499
1646870400,2022-03-10 00:00:00,VXV/USDT,1.67,1.69,1.53,1.67,115222.34566397,188128.5373079954
1646784000,2022-03-09 00:00:00,VXV/USDT,1.7,1.8,1.62,1.67,183827.57044806,317014.8389330304
1646697600,2022-03-08 00:00:00,VXV/USDT,1.71,1.83,1.66,1.69,100763.62022547,174565.9428834904
1646611200,2022-03-07 00:00:00,VXV/USDT,1.81,1.81,1.69,1.71,111883.04045613,195411.1147019896
1646524800,2022-03-06 00:00:00,VXV/USDT,1.82,1.9,1.8,1.81,78882.12995663,145399.9351371974
1646438400,2022-03-05 00:00:00,VXV/USDT,1.73,1.88,1.72,1.82,111469.43653942,201584.5973169375
1646352000,2022-03-04 00:00:00,VXV/USDT,1.85,1.9,1.7,1.73,152576.22038874,276266.8070053426
1646265600,2022-03-03 00:00:00,VXV/USDT,1.9,2.04,1.8,1.85,160168.995508,305519.6968146715
1646179200,2022-03-02 00:00:00,VXV/USDT,2.04,2.15,1.82,1.9,240672.35913488,465423.6066256448
1646092800,2022-03-01 00:00:00,VXV/USDT,1.96,2.34,1.93,2.05,233564.83836273,494533.7240465051
1646006400,2022-02-28 00:00:00,VXV/USDT,1.8,2.01,1.67,1.97,168894.3159153,313319.4390811471
1645920000,2022-02-27 00:00:00,VXV/USDT,1.72,1.92,1.71,1.81,114617.77106499,206820.71365817
1645833600,2022-02-26 00:00:00,VXV/USDT,1.88,1.93,1.7,1.73,111819.59049019,206252.2953259872
1645747200,2022-02-25 00:00:00,VXV/USDT,1.79,1.92,1.73,1.89,102386.64314835,187848.6196418987
1645660800,2022-02-24 00:00:00,VXV/USDT,1.94,1.95,1.51,1.8,407031.33646706,699688.6369753794
1645574400,2022-02-23 00:00:00,VXV/USDT,2.12,2.2,1.86,1.94,105002.92572653,217608.937952908
1645488000,2022-02-22 00:00:00,VXV/USDT,1.97,2.13,1.81,2.12,199618.41920844,392450.4688585376
1645401600,2022-02-21 00:00:00,VXV/USDT,2.08,2.19,1.96,1.97,155625.83009639,327182.1568459416
1645315200,2022-02-20 00:00:00,VXV/USDT,2.25,2.25,1.96,2.08,225289.96340791,464660.688616778
1645228800,2022-02-19 00:00:00,VXV/USDT,2.3,2.36,2.1,2.24,167760.17972565,374879.0511669197
1645142400,2022-02-18 00:00:00,VXV/USDT,2.47,2.47,2.21,2.29,110112.42372256,258096.7107976537
1645056000,2022-02-17 00:00:00,VXV/USDT,2.59,2.65,2.28,2.46,124683.51511528,310727.3171700503
1644969600,2022-02-16 00:00:00,VXV/USDT,2.61,2.68,2.48,2.58,107756.6357961,277655.1813306552
1644883200,2022-02-15 00:00:00,VXV/USDT,2.51,2.7,2.38,2.61,326779.81293574,838727.480885201
1644796800,2022-02-14 00:00:00,VXV/USDT,2.56,2.73,2.48,2.51,151086.12707202,392398.8569122888
1644710400,2022-02-13 00:00:00,VXV/USDT,2.51,2.78,2.45,2.58,121846.00567618,312691.4836431008
1644624000,2022-02-12 00:00:00,VXV/USDT,2.53,2.76,2.37,2.51,185058.90442917,466025.7943836082
1644537600,2022-02-11 00:00:00,VXV/USDT,2.75,2.79,2.48,2.53,166725.04897266,440728.1617665845
1644451200,2022-02-10 00:00:00,VXV/USDT,2.88,2.99,2.68,2.75,143228.79415534,406331.803411242
1644364800,2022-02-09 00:00:00,VXV/USDT,2.92,2.94,2.8,2.89,92020.80299552,265471.5644836242
1644278400,2022-02-08 00:00:00,VXV/USDT,2.95,3.3,2.68,2.91,297013.20793202,878819.3523025601
1644192000,2022-02-07 00:00:00,VXV/USDT,2.64,2.98,2.59,2.95,197139.09352366,553762.4585691811
1644105600,2022-02-06 00:00:00,VXV/USDT,2.67,2.69,2.57,2.65,82392.2965818,217709.2226013904
1644019200,2022-02-05 00:00:00,VXV/USDT,2.75,2.8,2.65,2.67,106645.6061458,292172.2171882133
1643932800,2022-02-04 00:00:00,VXV/USDT,2.51,2.87,2.45,2.74,144906.47575458,384406.9221143555
1643846400,2022-02-03 00:00:00,VXV/USDT,2.68,2.7,2.45,2.51,126957.59953313,327248.4656898245
1643760000,2022-02-02 00:00:00,VXV/USDT,2.71,2.82,2.6,2.67,103419.2580969,278345.6173411096
1643673600,2022-02-01 00:00:00,VXV/USDT,2.69,2.84,2.58,2.7,137461.04383905,371630.9276300774
1643587200,2022-01-31 00:00:00,VXV/USDT,2.63,2.72,2.55,2.69,93674.53104901,246172.941530839
1643500800,2022-01-30 00:00:00,VXV/USDT,2.58,2.9,2.57,2.63,148942.12203213,405138.3222402744
1643414400,2022-01-29 00:00:00,VXV/USDT,2.5,2.65,2.43,2.58,110946.98495921,282616.1807058487
1643328000,2022-01-28 00:00:00,VXV/USDT,2.36,2.54,2.31,2.51,161827.71294311,390033.1933808602
1643241600,2022-01-27 00:00:00,VXV/USDT,2.32,2.65,2.32,2.37,173537.06657215,428842.734074325
1643155200,2022-01-26 00:00:00,VXV/USDT,2.4,2.73,2.28,2.32,288687.15655368,719711.0389633951
1643068800,2022-01-25 00:00:00,VXV/USDT,2.15,2.43,2.04,2.4,226712.01893428,501340.9921709053
1642982400,2022-01-24 00:00:00,VXV/USDT,2.34,2.35,1.95,2.15,232677.97932867,497453.6961773548
1642896000,2022-01-23 00:00:00,VXV/USDT,2.09,2.47,2.01,2.34,169491.81349684,382857.1634353363
1642809600,2022-01-22 00:00:00,VXV/USDT,2.5,2.59,1.93,2.09,288112.45208791,638773.6337677347
1642723200,2022-01-21 00:00:00,VXV/USDT,3.21,3.27,2.33,2.5,420830.79510733,1188107.5750867537
1642636800,2022-01-20 00:00:00,VXV/USDT,3.37,3.48,3.16,3.22,182512.19198104,609143.4328615105
1642550400,2022-01-19 00:00:00,VXV/USDT,3.51,3.54,3.26,3.37,147385.59866605,503641.0863331472
