https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GARI,Volume USDT
1643932800,2022-02-04 00:00:00,GARI/USDT,0.5576,0.6222,0.5575,0.6038,2420847.40735919,1433326.038148274327
1643846400,2022-02-03 00:00:00,GARI/USDT,0.5694,0.634,0.53,0.558,3139099.78918793,1830351.306287935132
1643760000,2022-02-02 00:00:00,GARI/USDT,0.5833,0.6939,0.5594,0.5692,7016047.3183015,4391548.90347667342
1643673600,2022-02-01 00:00:00,GARI/USDT,0.5446,0.6503,0.5344,0.5834,6399971.20563215,3835947.367226728412
1643587200,2022-01-31 00:00:00,GARI/USDT,0.4329,0.624,0.4003,0.5444,5861689.69304308,3012870.996303127304
1643500800,2022-01-30 00:00:00,GARI/USDT,0.4605,0.5882,0.4234,0.4331,5234157.51601322,2663570.441649535073
1643414400,2022-01-29 00:00:00,GARI/USDT,0.3492,0.5677,0.3468,0.4604,9742958.66766264,4664657.796651290484
1643328000,2022-01-28 00:00:00,GARI/USDT,0.328,0.3702,0.3254,0.3492,1897575.00507943,654838.344330906357
1643241600,2022-01-27 00:00:00,GARI/USDT,0.3011,0.383,0.2725,0.328,4908794.8069386,1624043.829103301051
1643155200,2022-01-26 00:00:00,GARI/USDT,0.3296,0.3301,0.2889,0.2992,4664313.93329725,1470241.643765602004
1643068800,2022-01-25 00:00:00,GARI/USDT,0.3087,0.3551,0.2719,0.3287,7399647.18245552,2275951.309943836835
1642982400,2022-01-24 00:00:00,GARI/USDT,0.3972,0.401,0.2454,0.3086,12199536.02482765,3532133.634342816534
1642896000,2022-01-23 00:00:00,GARI/USDT,0.367,0.427,0.3605,0.3972,3911336.77666473,1536467.52224175612
1642809600,2022-01-22 00:00:00,GARI/USDT,0.5,0.5381,0.3251,0.367,7022940.61846376,2951270.10655182135
1642723200,2022-01-21 00:00:00,GARI/USDT,0.6027,0.6501,0.4866,0.5,10276347.17258263,5623523.454138157805
1642636800,2022-01-20 00:00:00,GARI/USDT,0.6887,0.745,0.6,0.6,9712178.45943248,6455362.916267990395
1642550400,2022-01-19 00:00:00,GARI/USDT,0.587,0.78,0.5662,0.6887,16831150.76535944,11402174.083367765025
1642464000,2022-01-18 00:00:00,GARI/USDT,0.2,4,0.2,0.5856,30205054.43491163,19727395.87271631217
