https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEXO,Volume EUR
1663250400,2022-09-15 14:00:00,NEXO/EUR,0.89,0.89,0.88,0.88,95.79,84.29520000000001
1663246800,2022-09-15 13:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1663243200,2022-09-15 12:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1663239600,2022-09-15 11:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,73.44,65.3616
1663236000,2022-09-15 10:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1663232400,2022-09-15 09:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1663228800,2022-09-15 08:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,73.44,66.096
1663225200,2022-09-15 07:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1663221600,2022-09-15 06:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,148.77,132.4053
1663218000,2022-09-15 05:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,74.48,66.2872
1663214400,2022-09-15 04:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1663210800,2022-09-15 03:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1663207200,2022-09-15 02:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,196.44,176.796
1663203600,2022-09-15 01:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663200000,2022-09-15 00:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663196400,2022-09-14 23:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663192800,2022-09-14 22:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,74.49,68.5308
1663189200,2022-09-14 21:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,75.43,68.64130000000002
1663185600,2022-09-14 20:00:00,NEXO/EUR,0.91,0.91,0.90,0.90,441.61,397.449
1663182000,2022-09-14 19:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,76.38,68.742
1663178400,2022-09-14 18:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,76.38,69.5058
1663174800,2022-09-14 17:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,76.50,69.61500000000001
1663171200,2022-09-14 16:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663167600,2022-09-14 15:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663164000,2022-09-14 14:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,76.50,70.38000000000001
1663160400,2022-09-14 13:00:00,NEXO/EUR,0.92,0.92,0.91,0.91,245.65,223.5415
1663156800,2022-09-14 12:00:00,NEXO/EUR,0.91,0.92,0.91,0.92,155.91,143.4372
1663153200,2022-09-14 11:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663149600,2022-09-14 10:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,161.33,148.42360000000002
1663146000,2022-09-14 09:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663142400,2022-09-14 08:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,78.44,72.1648
1663138800,2022-09-14 07:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663135200,2022-09-14 06:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663131600,2022-09-14 05:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663128000,2022-09-14 04:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,157.12,144.55040000000002
1663124400,2022-09-14 03:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,78.69,72.3948
1663120800,2022-09-14 02:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,78.69,72.3948
1663117200,2022-09-14 01:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,79.67,72.4997
1663113600,2022-09-14 00:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663110000,2022-09-13 23:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,150.20,138.184
1663106400,2022-09-13 22:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1663102800,2022-09-13 21:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1663099200,2022-09-13 20:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1663095600,2022-09-13 19:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1663092000,2022-09-13 18:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,79.67,74.0931
1663088400,2022-09-13 17:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,159.60,148.428
1663084800,2022-09-13 16:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1663081200,2022-09-13 15:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,242.51,223.10920000000002
1663077600,2022-09-13 14:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1663074000,2022-09-13 13:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1663070400,2022-09-13 12:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,80.91,78.4827
1663066800,2022-09-13 11:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1663063200,2022-09-13 10:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,81.88,78.6048
1663059600,2022-09-13 09:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,163.90,155.70499999999998
1663056000,2022-09-13 08:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,82.02,77.919
1663052400,2022-09-13 07:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663048800,2022-09-13 06:00:00,NEXO/EUR,0.96,0.96,0.95,0.95,246.56,234.232
1663045200,2022-09-13 05:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663041600,2022-09-13 04:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663038000,2022-09-13 03:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,82.28,78.166
1663034400,2022-09-13 02:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,83.28,78.2832
1663030800,2022-09-13 01:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,83.28,79.116
1663027200,2022-09-13 00:00:00,NEXO/EUR,0.95,0.95,0.94,0.94,168.60,158.48399999999998
1663023600,2022-09-12 23:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663020000,2022-09-12 22:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663016400,2022-09-12 21:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,84.43,80.2085
1663012800,2022-09-12 20:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663009200,2022-09-12 19:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663005600,2022-09-12 18:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1663002000,2022-09-12 17:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662998400,2022-09-12 16:00:00,NEXO/EUR,0.94,0.95,0.94,0.95,169.88,161.386
1662994800,2022-09-12 15:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1662991200,2022-09-12 14:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,256.65,246.38399999999996
1662987600,2022-09-12 13:00:00,NEXO/EUR,0.96,0.96,0.95,0.95,308.19,292.78049999999996
1662984000,2022-09-12 12:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,731.85,695.2574999999999
1662980400,2022-09-12 11:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662976800,2022-09-12 10:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662973200,2022-09-12 09:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662969600,2022-09-12 08:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662966000,2022-09-12 07:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662962400,2022-09-12 06:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662958800,2022-09-12 05:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662955200,2022-09-12 04:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662951600,2022-09-12 03:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,86.90,82.555
1662948000,2022-09-12 02:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1662944400,2022-09-12 01:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,86.90,84.293
1662940800,2022-09-12 00:00:00,NEXO/EUR,0.97,0.97,0.96,0.96,175.90,168.864
1662937200,2022-09-11 23:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662933600,2022-09-11 22:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662930000,2022-09-11 21:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662926400,2022-09-11 20:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662922800,2022-09-11 19:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662919200,2022-09-11 18:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662915600,2022-09-11 17:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662912000,2022-09-11 16:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662908400,2022-09-11 15:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662904800,2022-09-11 14:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662901200,2022-09-11 13:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662897600,2022-09-11 12:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662894000,2022-09-11 11:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662890400,2022-09-11 10:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662886800,2022-09-11 09:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662883200,2022-09-11 08:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662879600,2022-09-11 07:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662876000,2022-09-11 06:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662872400,2022-09-11 05:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662868800,2022-09-11 04:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662865200,2022-09-11 03:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662861600,2022-09-11 02:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662858000,2022-09-11 01:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662854400,2022-09-11 00:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662850800,2022-09-10 23:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662847200,2022-09-10 22:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662843600,2022-09-10 21:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662840000,2022-09-10 20:00:00,NEXO/EUR,0.96,0.96,0.95,0.95,179.86,170.86700000000002
1662836400,2022-09-10 19:00:00,NEXO/EUR,0.96,0.96,0.95,0.95,364.36,346.142
1662832800,2022-09-10 18:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,90.37,87.6589
1662829200,2022-09-10 17:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,90.37,87.6589
1662825600,2022-09-10 16:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,182.90,175.584
1662822000,2022-09-10 15:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1662818400,2022-09-10 14:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,183.20,175.87199999999999
1662814800,2022-09-10 13:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1662811200,2022-09-10 12:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1662807600,2022-09-10 11:00:00,NEXO/EUR,0.97,0.97,0.96,0.96,183.48,176.14079999999998
1662804000,2022-09-10 10:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662800400,2022-09-10 09:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662796800,2022-09-10 08:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662793200,2022-09-10 07:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662789600,2022-09-10 06:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662786000,2022-09-10 05:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662782400,2022-09-10 04:00:00,NEXO/EUR,0.96,0.96,0.95,0.95,281.61,267.5295
1662778800,2022-09-10 03:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,93.97,90.21119999999999
1662775200,2022-09-10 02:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,27.47,26.371199999999998
1662771600,2022-09-10 01:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662768000,2022-09-10 00:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1662764400,2022-09-09 23:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,190.22,180.709
1662760800,2022-09-09 22:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,0.00,0.0
1662757200,2022-09-09 21:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,96.28,90.50319999999999
1662753600,2022-09-09 20:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,192.71,181.1474
1662750000,2022-09-09 19:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,96.43,90.6442
1662746400,2022-09-09 18:00:00,NEXO/EUR,0.95,0.95,0.93,0.93,392.86,365.3598
1662742800,2022-09-09 17:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,0.00,0.0
1662739200,2022-09-09 16:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,100.03,94.0282
1662735600,2022-09-09 15:00:00,NEXO/EUR,0.93,0.94,0.93,0.94,201.29,189.21259999999998
1662732000,2022-09-09 14:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,101.26,94.1718
1662728400,2022-09-09 13:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,102.53,94.3276
1662724800,2022-09-09 12:00:00,NEXO/EUR,0.92,0.93,0.92,0.93,206.33,191.88690000000003
1662721200,2022-09-09 11:00:00,NEXO/EUR,0.92,0.92,0.91,0.92,314.02,288.8984
1662717600,2022-09-09 10:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,106.43,96.85130000000001
1662714000,2022-09-09 09:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,106.43,96.85130000000001
1662710400,2022-09-09 08:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662706800,2022-09-09 07:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662703200,2022-09-09 06:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662699600,2022-09-09 05:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662696000,2022-09-09 04:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662692400,2022-09-09 03:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662688800,2022-09-09 02:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662685200,2022-09-09 01:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662681600,2022-09-09 00:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662678000,2022-09-08 23:00:00,NEXO/EUR,0.90,0.90,0.89,0.89,217.98,194.0022
1662674400,2022-09-08 22:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1662670800,2022-09-08 21:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,109.92,98.928
1662667200,2022-09-08 20:00:00,NEXO/EUR,0.90,0.91,0.90,0.91,136.63,124.3333
1662663600,2022-09-08 19:00:00,NEXO/EUR,0.90,0.90,0.89,0.89,139.84,124.4576
1662660000,2022-09-08 18:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1662656400,2022-09-08 17:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1662652800,2022-09-08 16:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,109.34,98.406
1662649200,2022-09-08 15:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,109.34,99.49940000000001
1662645600,2022-09-08 14:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,128.62,115.75800000000001
1662642000,2022-09-08 13:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662638400,2022-09-08 12:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662634800,2022-09-08 11:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662631200,2022-09-08 10:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662627600,2022-09-08 09:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662624000,2022-09-08 08:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662620400,2022-09-08 07:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1662616800,2022-09-08 06:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,128.11,114.01790000000001
1662613200,2022-09-08 05:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662609600,2022-09-08 04:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662606000,2022-09-08 03:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662602400,2022-09-08 02:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662598800,2022-09-08 01:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662595200,2022-09-08 00:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662591600,2022-09-07 23:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662588000,2022-09-07 22:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662584400,2022-09-07 21:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1662580800,2022-09-07 20:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
