https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume THETA,Volume USDT
1663380000,2022-09-17 02:00:00,THETA/USDT,1.0957,1.096,1.0923,1.0934,52687.73875698,57682.246699783222
1663376400,2022-09-17 01:00:00,THETA/USDT,1.0936,1.0968,1.092,1.0959,99421.1802094,108862.096832248107
1663372800,2022-09-17 00:00:00,THETA/USDT,1.0837,1.1001,1.0833,1.0933,60030.73237538,65592.196200477021
1663369200,2022-09-16 23:00:00,THETA/USDT,1.0783,1.0842,1.0776,1.0832,21744.95271357,23500.613949600356
1663365600,2022-09-16 22:00:00,THETA/USDT,1.0794,1.0824,1.0775,1.0775,29811.92707517,32204.965061553872
1663362000,2022-09-16 21:00:00,THETA/USDT,1.0807,1.0822,1.0784,1.0794,42995.23414411,46425.278299819004
1663358400,2022-09-16 20:00:00,THETA/USDT,1.0751,1.0807,1.0751,1.0805,53061.26440072,57264.391772490928
1663354800,2022-09-16 19:00:00,THETA/USDT,1.0728,1.0794,1.0727,1.0758,40004.9014191,43045.398682273295
1663351200,2022-09-16 18:00:00,THETA/USDT,1.0685,1.0778,1.0636,1.0728,25383.34444623,27178.611740820449
1663347600,2022-09-16 17:00:00,THETA/USDT,1.0706,1.0741,1.0605,1.0675,96420.09348195,103120.167088246649
1663344000,2022-09-16 16:00:00,THETA/USDT,1.0773,1.0777,1.06,1.0709,66582.36618816,71210.369648760603
1663340400,2022-09-16 15:00:00,THETA/USDT,1.0752,1.08,1.0717,1.0775,107985.22623224,116385.102065077312
1663336800,2022-09-16 14:00:00,THETA/USDT,1.0638,1.0843,1.0626,1.0752,84794.9952397,90975.804061905737
1663333200,2022-09-16 13:00:00,THETA/USDT,1.0786,1.0805,1.0569,1.0647,620873.5149416,664917.365185404711
1663329600,2022-09-16 12:00:00,THETA/USDT,1.0898,1.0898,1.0776,1.0785,131472.70662015,142639.217148792536
1663326000,2022-09-16 11:00:00,THETA/USDT,1.0853,1.0899,1.0834,1.0896,18791.66637677,20413.103250112377
1663322400,2022-09-16 10:00:00,THETA/USDT,1.079,1.0883,1.0768,1.0848,76974.83887717,83564.096155183462
1663318800,2022-09-16 09:00:00,THETA/USDT,1.0692,1.0807,1.0685,1.079,15840.87214141,17044.975329923415
1663315200,2022-09-16 08:00:00,THETA/USDT,1.0808,1.0821,1.0688,1.0707,98610.73402281,105837.650389235155
1663311600,2022-09-16 07:00:00,THETA/USDT,1.0837,1.0848,1.0802,1.0812,17143.14512008,18573.545259308638
1663308000,2022-09-16 06:00:00,THETA/USDT,1.0849,1.0885,1.0817,1.0836,14581.92748618,15825.20856294926
1663304400,2022-09-16 05:00:00,THETA/USDT,1.0842,1.0899,1.084,1.0854,21421.44471549,23273.903005808717
1663300800,2022-09-16 04:00:00,THETA/USDT,1.0813,1.088,1.0804,1.0835,14714.13686014,15971.483683453115
1663297200,2022-09-16 03:00:00,THETA/USDT,1.0823,1.0841,1.079,1.0813,20743.34063406,22441.261934541294
1663293600,2022-09-16 02:00:00,THETA/USDT,1.0856,1.0877,1.0745,1.0831,30094.90556847,32526.26698026307
1663290000,2022-09-16 01:00:00,THETA/USDT,1.0928,1.0936,1.0836,1.0867,25599.26839349,27857.574100058809
1663286400,2022-09-16 00:00:00,THETA/USDT,1.0872,1.1107,1.0716,1.0927,208782.55787423,227402.194129974731
1663282800,2022-09-15 23:00:00,THETA/USDT,1.0841,1.0873,1.0776,1.0862,28429.5363065,30807.695051845628
1663279200,2022-09-15 22:00:00,THETA/USDT,1.0869,1.0899,1.077,1.0846,186868.98348689,202454.686303679315
1663275600,2022-09-15 21:00:00,THETA/USDT,1.0943,1.0951,1.085,1.0877,57306.85732276,62477.494185789664
1663272000,2022-09-15 20:00:00,THETA/USDT,1.0955,1.0982,1.09,1.0947,111488.52442875,122199.07804932721
1663268400,2022-09-15 19:00:00,THETA/USDT,1.0925,1.0972,1.0868,1.0952,42022.85780667,45849.662705716207
1663264800,2022-09-15 18:00:00,THETA/USDT,1.0935,1.0972,1.0887,1.0918,23483.22520095,25666.072295876592
1663261200,2022-09-15 17:00:00,THETA/USDT,1.0957,1.0992,1.0912,1.0939,16828.09190567,18430.703331269818
1663257600,2022-09-15 16:00:00,THETA/USDT,1.0881,1.0987,1.0844,1.0957,50708.76840921,55381.443894564664
1663254000,2022-09-15 15:00:00,THETA/USDT,1.0811,1.088,1.0678,1.088,110099.55889443,118832.086977033876
1663250400,2022-09-15 14:00:00,THETA/USDT,1.0994,1.1017,1.0791,1.0817,314168.55051278,340157.78331251984
1663246800,2022-09-15 13:00:00,THETA/USDT,1.1011,1.1029,1.0881,1.0993,80320.8191705,87907.419336964424
1663243200,2022-09-15 12:00:00,THETA/USDT,1.0981,1.1056,1.0924,1.1003,19154.45478452,21069.858228871535
1663239600,2022-09-15 11:00:00,THETA/USDT,1.0888,1.0993,1.0862,1.0987,9762.62571486,10656.83685256348
1663236000,2022-09-15 10:00:00,THETA/USDT,1.0952,1.0985,1.0867,1.0894,12620.94818329,13812.276681340432
1663232400,2022-09-15 09:00:00,THETA/USDT,1.0965,1.0989,1.092,1.0955,15073.62674786,16519.441389272918
1663228800,2022-09-15 08:00:00,THETA/USDT,1.1053,1.1062,1.0905,1.096,20959.26771129,23025.142158688973
1663225200,2022-09-15 07:00:00,THETA/USDT,1.1016,1.1168,1.0979,1.1058,187879.60888234,208186.966705653783
1663221600,2022-09-15 06:00:00,THETA/USDT,1.0939,1.1105,1.072,1.1016,100323.33241935,109270.499399059887
1663218000,2022-09-15 05:00:00,THETA/USDT,1.0827,1.0965,1.0803,1.0946,33679.2184827,36701.296044677305
1663214400,2022-09-15 04:00:00,THETA/USDT,1.0822,1.0859,1.0749,1.0833,59253.54306166,64008.910514978212
1663210800,2022-09-15 03:00:00,THETA/USDT,1.0899,1.0906,1.0732,1.0821,100349.40555902,108228.272864865788
1663207200,2022-09-15 02:00:00,THETA/USDT,1.0991,1.0991,1.0762,1.09,97525.14796788,105943.860803339072
1663203600,2022-09-15 01:00:00,THETA/USDT,1.0983,1.1005,1.085,1.0994,167140.79793087,182650.920108732248
1663200000,2022-09-15 00:00:00,THETA/USDT,1.1101,1.1118,1.094,1.0981,57057.6497649,62820.475463154961
1663196400,2022-09-14 23:00:00,THETA/USDT,1.1116,1.115,1.1068,1.1103,43148.18537704,47973.926908058554
1663192800,2022-09-14 22:00:00,THETA/USDT,1.1098,1.1151,1.1056,1.1104,80016.92769494,88898.231093163153
1663189200,2022-09-14 21:00:00,THETA/USDT,1.1013,1.1106,1.0969,1.1106,26739.23919137,29508.720109617319
1663185600,2022-09-14 20:00:00,THETA/USDT,1.1036,1.1054,1.0988,1.1015,34610.24251098,38126.616879981163
1663182000,2022-09-14 19:00:00,THETA/USDT,1.0943,1.1059,1.0916,1.1052,47775.10145842,52500.590300912237
1663178400,2022-09-14 18:00:00,THETA/USDT,1.0965,1.1182,1.075,1.0938,252020.7404271,274850.975833479529
1663174800,2022-09-14 17:00:00,THETA/USDT,1.0983,1.1062,1.0952,1.0959,58618.50800182,64449.223130321457
1663171200,2022-09-14 16:00:00,THETA/USDT,1.1082,1.1173,1.0919,1.0976,143467.76438513,158174.674070578655
1663167600,2022-09-14 15:00:00,THETA/USDT,1.1054,1.1081,1.1,1.1081,75347.26178942,83128.230276153311
1663164000,2022-09-14 14:00:00,THETA/USDT,1.1064,1.1093,1.0964,1.105,115489.12696342,127625.159174583064
1663160400,2022-09-14 13:00:00,THETA/USDT,1.1052,1.1086,1.0919,1.1068,177871.94117378,195763.313156150503
1663156800,2022-09-14 12:00:00,THETA/USDT,1.0939,1.1187,1.084,1.1052,122134.27126998,135144.243791566289
1663153200,2022-09-14 11:00:00,THETA/USDT,1.0998,1.1019,1.088,1.0935,50855.66744059,55679.304579647328
1663149600,2022-09-14 10:00:00,THETA/USDT,1.0994,1.1018,1.097,1.0995,38894.2189569,42775.765337479673
1663146000,2022-09-14 09:00:00,THETA/USDT,1.1009,1.1027,1.0961,1.0994,60122.45489648,66072.755975111332
1663142400,2022-09-14 08:00:00,THETA/USDT,1.0914,1.102,1.0836,1.1007,116750.61977416,127820.56422417805
1663138800,2022-09-14 07:00:00,THETA/USDT,1.0974,1.1043,1.0818,1.0921,67663.81219012,73679.851654400532
1663135200,2022-09-14 06:00:00,THETA/USDT,1.1089,1.1101,1.0955,1.0972,96368.80061409,106156.852265917722
1663131600,2022-09-14 05:00:00,THETA/USDT,1.1143,1.1147,1.1059,1.1075,24290.50294824,26974.603074652062
1663128000,2022-09-14 04:00:00,THETA/USDT,1.1079,1.1146,1.1056,1.1146,25311.89086978,28127.988447439654
1663124400,2022-09-14 03:00:00,THETA/USDT,1.1116,1.1116,1.1003,1.1077,54783.80014047,60624.317873661621
1663120800,2022-09-14 02:00:00,THETA/USDT,1.1068,1.1149,1.1057,1.1116,93663.31415746,104098.448657705053
1663117200,2022-09-14 01:00:00,THETA/USDT,1.0969,1.1077,1.0956,1.1068,36599.3095802,40382.368887196924
1663113600,2022-09-14 00:00:00,THETA/USDT,1.0882,1.0979,1.0822,1.0979,193699.10757708,211474.124757420353
1663110000,2022-09-13 23:00:00,THETA/USDT,1.0943,1.0962,1.0831,1.0874,176468.66477864,192063.819951979699
1663106400,2022-09-13 22:00:00,THETA/USDT,1.0993,1.1005,1.09,1.0946,149576.61265359,163537.346420071889
1663102800,2022-09-13 21:00:00,THETA/USDT,1.1049,1.1056,1.0909,1.1004,39024.58741899,42944.47560251954
1663099200,2022-09-13 20:00:00,THETA/USDT,1.1007,1.1132,1.1002,1.1055,65202.61908585,72206.582880893963
1663095600,2022-09-13 19:00:00,THETA/USDT,1.0951,1.1036,1.09,1.1001,369468.30336516,405245.119504079459
1663092000,2022-09-13 18:00:00,THETA/USDT,1.1197,1.1212,1.095,1.0962,241383.6449939,267287.837637421363
1663088400,2022-09-13 17:00:00,THETA/USDT,1.1183,1.1248,1.1163,1.1205,29338.08373854,32873.625664437804
1663084800,2022-09-13 16:00:00,THETA/USDT,1.1118,1.1237,1.1095,1.1193,37157.47488388,41503.324760053799
1663081200,2022-09-13 15:00:00,THETA/USDT,1.1135,1.1196,1.1077,1.1115,153827.14717459,171426.540228366201
1663077600,2022-09-13 14:00:00,THETA/USDT,1.1169,1.1195,1.1044,1.1132,330218.3509814,367056.453906986545
1663074000,2022-09-13 13:00:00,THETA/USDT,1.1183,1.1259,1.1096,1.1174,192488.25952407,215243.930739928365
1663070400,2022-09-13 12:00:00,THETA/USDT,1.1911,1.2041,1.109,1.1192,485753.86335728,559544.815033614513
1663066800,2022-09-13 11:00:00,THETA/USDT,1.1896,1.1983,1.1875,1.1905,75122.66183599,89477.095256934339
1663063200,2022-09-13 10:00:00,THETA/USDT,1.1854,1.1918,1.1835,1.189,31371.47528923,37271.617564710455
1663059600,2022-09-13 09:00:00,THETA/USDT,1.1886,1.2004,1.178,1.1849,62557.68826101,74240.65730832738
1663056000,2022-09-13 08:00:00,THETA/USDT,1.2027,1.2047,1.1849,1.1877,52906.48717276,63193.196407998066
1663052400,2022-09-13 07:00:00,THETA/USDT,1.1797,1.2056,1.1797,1.2024,39754.83065243,47472.165805103644
1663048800,2022-09-13 06:00:00,THETA/USDT,1.1827,1.194,1.176,1.1795,71254.682411,84555.383105155216
1663045200,2022-09-13 05:00:00,THETA/USDT,1.1778,1.1881,1.1753,1.1828,38821.09429631,45930.5944245665
1663041600,2022-09-13 04:00:00,THETA/USDT,1.1824,1.1842,1.175,1.1772,20737.46736398,24452.307536625971
1663038000,2022-09-13 03:00:00,THETA/USDT,1.1751,1.1848,1.1669,1.182,26041.74747127,30680.716736494838
1663034400,2022-09-13 02:00:00,THETA/USDT,1.1637,1.1753,1.1532,1.1753,79518.84190572,92818.630693600407
1663030800,2022-09-13 01:00:00,THETA/USDT,1.1687,1.1714,1.1531,1.1641,46187.19080114,53732.600524106874
1663027200,2022-09-13 00:00:00,THETA/USDT,1.1874,1.1887,1.1561,1.1686,101353.82944237,118244.07857681074
1663023600,2022-09-12 23:00:00,THETA/USDT,1.1837,1.189,1.1792,1.1873,11054.64073293,13089.568503552578
1663020000,2022-09-12 22:00:00,THETA/USDT,1.183,1.1898,1.1788,1.1852,11399.2400887,13489.717332850183
1663016400,2022-09-12 21:00:00,THETA/USDT,1.1907,1.1907,1.1788,1.183,35677.09803663,42307.626810391029
1663012800,2022-09-12 20:00:00,THETA/USDT,1.1851,1.192,1.1795,1.1909,23816.85756221,28266.642106696967
1663009200,2022-09-12 19:00:00,THETA/USDT,1.1827,1.187,1.1792,1.1832,14177.19497165,16781.209755198334
1663005600,2022-09-12 18:00:00,THETA/USDT,1.1828,1.1843,1.1722,1.1828,34746.03493584,40925.880825882199
1663002000,2022-09-12 17:00:00,THETA/USDT,1.1743,1.1831,1.1712,1.1831,119320.20276747,140003.843923668638
1662998400,2022-09-12 16:00:00,THETA/USDT,1.1782,1.1817,1.1553,1.1745,205553.66132848,240305.816195665961
1662994800,2022-09-12 15:00:00,THETA/USDT,1.2016,1.2019,1.1732,1.1784,143567.35915738,171315.381315763449
1662991200,2022-09-12 14:00:00,THETA/USDT,1.2142,1.2158,1.1997,1.202,110278.96562647,133126.934816780573
1662987600,2022-09-12 13:00:00,THETA/USDT,1.2173,1.2192,1.2045,1.2142,43881.36030857,53221.804391045716
1662984000,2022-09-12 12:00:00,THETA/USDT,1.2118,1.2196,1.2067,1.2164,123773.29445077,150003.031740403339
1662980400,2022-09-12 11:00:00,THETA/USDT,1.2081,1.2235,1.2051,1.2109,338309.87328009,409500.56200285052
1662976800,2022-09-12 10:00:00,THETA/USDT,1.1961,1.21,1.184,1.2081,155271.95727518,186957.995285501559
1662973200,2022-09-12 09:00:00,THETA/USDT,1.1986,1.1996,1.1897,1.1962,33547.44015598,40121.292180319416
1662969600,2022-09-12 08:00:00,THETA/USDT,1.1941,1.2016,1.1829,1.1977,50536.91757404,60207.458164332796
1662966000,2022-09-12 07:00:00,THETA/USDT,1.1838,1.1972,1.1807,1.1929,84264.69924888,100284.648112069799
1662962400,2022-09-12 06:00:00,THETA/USDT,1.1825,1.1842,1.1732,1.1836,18187.40833846,21441.610852889672
1662958800,2022-09-12 05:00:00,THETA/USDT,1.1737,1.1836,1.1678,1.1833,27313.99649032,32110.807837273567
1662955200,2022-09-12 04:00:00,THETA/USDT,1.1691,1.1751,1.1678,1.1731,24977.06563125,29298.600604935873
1662951600,2022-09-12 03:00:00,THETA/USDT,1.1758,1.1801,1.1583,1.1693,144772.78044683,168651.466492014874
1662948000,2022-09-12 02:00:00,THETA/USDT,1.2029,1.2029,1.1709,1.1769,112296.45065775,133170.833527910899
1662944400,2022-09-12 01:00:00,THETA/USDT,1.1617,1.21,1.1601,1.2023,150428.63438709,179529.98792225409
1662940800,2022-09-12 00:00:00,THETA/USDT,1.1799,1.1807,1.1615,1.1622,19375.64521933,22708.653648132587
1662937200,2022-09-11 23:00:00,THETA/USDT,1.1686,1.181,1.1632,1.1803,34146.42379077,40090.996633664555
1662933600,2022-09-11 22:00:00,THETA/USDT,1.1642,1.1739,1.1621,1.1688,90046.93968633,105369.597172200789
1662930000,2022-09-11 21:00:00,THETA/USDT,1.1778,1.1808,1.1582,1.1635,52264.94367238,60931.537444577026
1662926400,2022-09-11 20:00:00,THETA/USDT,1.1858,1.1884,1.1665,1.1784,64827.71508541,76166.629279376127
1662922800,2022-09-11 19:00:00,THETA/USDT,1.1887,1.191,1.1854,1.1863,63755.29024736,75832.866899414382
1662919200,2022-09-11 18:00:00,THETA/USDT,1.1981,1.1998,1.1867,1.1886,59669.78113003,71244.404001409422
1662915600,2022-09-11 17:00:00,THETA/USDT,1.2024,1.2079,1.197,1.1983,186332.24841054,223835.817311663944
1662912000,2022-09-11 16:00:00,THETA/USDT,1.1919,1.2063,1.1912,1.2025,127302.28993895,152663.10515044282
1662908400,2022-09-11 15:00:00,THETA/USDT,1.1825,1.1946,1.1823,1.1919,64383.39620932,76566.332275867161
1662904800,2022-09-11 14:00:00,THETA/USDT,1.1862,1.1893,1.1799,1.1831,14588.52462599,17268.483678670756
1662901200,2022-09-11 13:00:00,THETA/USDT,1.1915,1.1916,1.1806,1.1862,11727.08658214,13902.361886572265
1662897600,2022-09-11 12:00:00,THETA/USDT,1.1845,1.1953,1.1807,1.1928,88733.41795482,105695.873581575112
1662894000,2022-09-11 11:00:00,THETA/USDT,1.1798,1.1864,1.1792,1.1849,7944.91162505,9405.097831503345
1662890400,2022-09-11 10:00:00,THETA/USDT,1.1784,1.1847,1.1776,1.18,9258.06326608,10935.817799843888
1662886800,2022-09-11 09:00:00,THETA/USDT,1.1833,1.1833,1.177,1.1781,10958.41204254,12934.970460467404
1662883200,2022-09-11 08:00:00,THETA/USDT,1.1798,1.1855,1.1776,1.183,22075.5105033,26082.577172443771
1662879600,2022-09-11 07:00:00,THETA/USDT,1.1675,1.1801,1.1661,1.1801,74947.57144905,88027.819866065841
1662876000,2022-09-11 06:00:00,THETA/USDT,1.1821,1.1822,1.1537,1.1673,123669.43115221,143852.814312772017
1662872400,2022-09-11 05:00:00,THETA/USDT,1.1836,1.1869,1.1797,1.1818,13027.83550339,15395.756648908816
1662868800,2022-09-11 04:00:00,THETA/USDT,1.187,1.1907,1.1824,1.1842,7703.57502383,9152.869846484094
1662865200,2022-09-11 03:00:00,THETA/USDT,1.187,1.189,1.1838,1.187,19184.19146773,22763.618986287084
1662861600,2022-09-11 02:00:00,THETA/USDT,1.1917,1.1944,1.1821,1.1875,64663.13322742,76781.741675870706
1662858000,2022-09-11 01:00:00,THETA/USDT,1.1924,1.1987,1.1885,1.1898,123769.31658177,147729.661110004474
1662854400,2022-09-11 00:00:00,THETA/USDT,1.1891,1.1968,1.1881,1.1924,44811.57098696,53402.326889315705
1662850800,2022-09-10 23:00:00,THETA/USDT,1.1952,1.1969,1.1862,1.1882,28612.95430411,34110.526577987243
1662847200,2022-09-10 22:00:00,THETA/USDT,1.1839,1.1958,1.1839,1.1941,40218.19045146,47810.066365433288
1662843600,2022-09-10 21:00:00,THETA/USDT,1.1766,1.1914,1.1763,1.1832,40233.66159696,47581.343970121757
1662840000,2022-09-10 20:00:00,THETA/USDT,1.1813,1.1856,1.172,1.1768,54372.46325016,64080.228761712934
1662836400,2022-09-10 19:00:00,THETA/USDT,1.1798,1.1843,1.1781,1.1816,49483.14286914,58409.736815014395
1662832800,2022-09-10 18:00:00,THETA/USDT,1.1754,1.1923,1.1748,1.1796,176362.30893331,208699.986912229404
1662829200,2022-09-10 17:00:00,THETA/USDT,1.1812,1.1829,1.1736,1.1746,20205.09447449,23801.381355806688
1662825600,2022-09-10 16:00:00,THETA/USDT,1.1785,1.1856,1.1707,1.1813,27943.07215618,32922.479301675864
1662822000,2022-09-10 15:00:00,THETA/USDT,1.1768,1.1834,1.1742,1.1787,37395.57550044,44117.7176092967
1662818400,2022-09-10 14:00:00,THETA/USDT,1.1744,1.1808,1.1689,1.1754,40377.82270828,47487.512775815752
1662814800,2022-09-10 13:00:00,THETA/USDT,1.1892,1.19,1.1707,1.1734,64197.35690575,75619.338319866084
1662811200,2022-09-10 12:00:00,THETA/USDT,1.1837,1.1904,1.1709,1.1893,63594.78444855,75097.204206131902
1662807600,2022-09-10 11:00:00,THETA/USDT,1.1835,1.1859,1.1808,1.184,8972.12896509,10621.540202031975
1662804000,2022-09-10 10:00:00,THETA/USDT,1.1869,1.1878,1.1787,1.1835,19469.72543461,23023.185653104802
1662800400,2022-09-10 09:00:00,THETA/USDT,1.1843,1.1949,1.184,1.1868,56421.36324414,67078.340281034961
1662796800,2022-09-10 08:00:00,THETA/USDT,1.1755,1.1948,1.1748,1.1844,67757.28537338,80429.498225783561
1662793200,2022-09-10 07:00:00,THETA/USDT,1.2002,1.2048,1.173,1.1746,53490.83248657,63843.850425622762
1662789600,2022-09-10 06:00:00,THETA/USDT,1.1814,1.2006,1.1814,1.2006,69729.71369868,83237.740895682091
1662786000,2022-09-10 05:00:00,THETA/USDT,1.1887,1.1891,1.1808,1.1814,37109.07804298,44021.817665489372
1662782400,2022-09-10 04:00:00,THETA/USDT,1.1904,1.2019,1.1834,1.1884,37730.02469786,45058.918063368118
1662778800,2022-09-10 03:00:00,THETA/USDT,1.1957,1.2015,1.1885,1.1889,133743.34539388,160062.68060067469
1662775200,2022-09-10 02:00:00,THETA/USDT,1.2026,1.2026,1.1878,1.1957,35650.55186418,42606.278306023837
1662771600,2022-09-10 01:00:00,THETA/USDT,1.1921,1.2077,1.1921,1.2023,54299.85960807,65293.964089790565
1662768000,2022-09-10 00:00:00,THETA/USDT,1.1884,1.1939,1.1771,1.192,47455.41502345,56382.360473002057
1662764400,2022-09-09 23:00:00,THETA/USDT,1.1804,1.1941,1.1702,1.1879,94610.16628245,112178.491391829535
1662760800,2022-09-09 22:00:00,THETA/USDT,1.1778,1.1902,1.1763,1.1805,43431.21002902,51411.84182211866
1662757200,2022-09-09 21:00:00,THETA/USDT,1.1764,1.1794,1.1752,1.177,25358.420907,29844.738214763681
1662753600,2022-09-09 20:00:00,THETA/USDT,1.177,1.1802,1.1732,1.1767,45454.01043427,53435.33221954144
1662750000,2022-09-09 19:00:00,THETA/USDT,1.1687,1.1777,1.1673,1.1771,69435.96352311,81403.785711802328
1662746400,2022-09-09 18:00:00,THETA/USDT,1.1676,1.1712,1.1643,1.1684,123284.14673202,143904.07438165967
1662742800,2022-09-09 17:00:00,THETA/USDT,1.1776,1.1803,1.1651,1.1674,79713.27459687,93269.010650660039
1662739200,2022-09-09 16:00:00,THETA/USDT,1.1794,1.1801,1.1657,1.1776,116806.22729308,136941.408026414082
1662735600,2022-09-09 15:00:00,THETA/USDT,1.1862,1.1886,1.1781,1.1793,82548.71991202,97773.195015191658
1662732000,2022-09-09 14:00:00,THETA/USDT,1.1816,1.1874,1.1772,1.1851,49880.04428279,58959.530644108693
1662728400,2022-09-09 13:00:00,THETA/USDT,1.1917,1.2004,1.1738,1.181,127898.28060886,151744.971425425317
1662724800,2022-09-09 12:00:00,THETA/USDT,1.1686,1.2148,1.1675,1.1918,330900.77934148,395460.537904027246
1662721200,2022-09-09 11:00:00,THETA/USDT,1.1733,1.1754,1.164,1.1683,40889.07047018,47774.337788624787
1662717600,2022-09-09 10:00:00,THETA/USDT,1.1684,1.1748,1.165,1.1734,166530.26826781,194844.548722329432
1662714000,2022-09-09 09:00:00,THETA/USDT,1.1753,1.1761,1.1622,1.1686,95366.82829614,111440.591780017275
1662710400,2022-09-09 08:00:00,THETA/USDT,1.1693,1.1795,1.1693,1.1751,206525.8479953,242758.162271189741
1662706800,2022-09-09 07:00:00,THETA/USDT,1.172,1.1727,1.1671,1.1689,120804.01623343,141396.973383285603
1662703200,2022-09-09 06:00:00,THETA/USDT,1.1694,1.176,1.1692,1.172,62457.646983,73255.276289469655
1662699600,2022-09-09 05:00:00,THETA/USDT,1.1623,1.173,1.1617,1.1694,126198.23756239,147287.937769269886
1662696000,2022-09-09 04:00:00,THETA/USDT,1.1495,1.1646,1.1467,1.1614,147653.76192291,171008.978127915326
1662692400,2022-09-09 03:00:00,THETA/USDT,1.1323,1.1501,1.1309,1.1484,60028.20805273,68671.034282716925
1662688800,2022-09-09 02:00:00,THETA/USDT,1.1315,1.1374,1.1282,1.1309,25068.23781445,28413.238875901642
1662685200,2022-09-09 01:00:00,THETA/USDT,1.1343,1.1443,1.1315,1.1316,47860.16884186,54308.108673802767
1662681600,2022-09-09 00:00:00,THETA/USDT,1.1248,1.1367,1.122,1.1332,23294.67507984,26323.206351135699
1662678000,2022-09-08 23:00:00,THETA/USDT,1.1201,1.1256,1.1175,1.1242,25112.35744947,28166.191998461046
1662674400,2022-09-08 22:00:00,THETA/USDT,1.1219,1.1238,1.119,1.1201,70766.19919523,79351.777317181751
1662670800,2022-09-08 21:00:00,THETA/USDT,1.1256,1.1256,1.117,1.1224,12378.09256515,13870.152091121621
1662667200,2022-09-08 20:00:00,THETA/USDT,1.1269,1.133,1.1229,1.1252,68207.06306623,76884.727776093931
1662663600,2022-09-08 19:00:00,THETA/USDT,1.1162,1.1268,1.1123,1.1268,31238.674792,34983.002188544319
1662660000,2022-09-08 18:00:00,THETA/USDT,1.1148,1.1209,1.1128,1.1156,107207.53207757,119847.384450544466
1662656400,2022-09-08 17:00:00,THETA/USDT,1.1058,1.1194,1.1028,1.1154,31330.20617974,34873.030804595669
1662652800,2022-09-08 16:00:00,THETA/USDT,1.1078,1.1089,1.0982,1.1063,107349.87725323,118283.719824105207
1662649200,2022-09-08 15:00:00,THETA/USDT,1.1211,1.1219,1.1069,1.1081,55103.22671009,61530.761169183382
1662645600,2022-09-08 14:00:00,THETA/USDT,1.1112,1.1208,1.1002,1.1208,82469.83178431,91515.961810118956
1662642000,2022-09-08 13:00:00,THETA/USDT,1.0969,1.1132,1.0874,1.1102,102670.57376854,112973.130216709422
