https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRY,Volume BTC
1606176000000,2020-11-24 00:00:00,BTC/TRY,134000.0,160032,132662,150000.18,5628.8947546656045,0.03752592000000003
1606089600000,2020-11-23 00:00:00,BTC/TRY,136000.0,145890.06,132661.42,134000.0,4690.481059999996,0.03500358999999997
1606003200000,2020-11-22 00:00:00,BTC/TRY,132673.14,145890.0,132673.14,136000,420.29031999999995,0.00309037
1605916800000,2020-11-21 00:00:00,BTC/TRY,144000.0,156000,132660.0,132672.82,572.377080044,0.0043142
1605744000,2020-11-19 00:00:00,BTC/TRY,156431.52,156531.02,146043.84,146043.84,759.36,0.005
1605657600,2020-11-18 00:00:00,BTC/TRY,133940.85,167299.84,124712.29,156431.52,175967.13,1.2
1605571200,2020-11-17 00:00:00,BTC/TRY,134183.15,140000.0,124733.14,133940.85,203243.1,1.523
1605484800,2020-11-16 00:00:00,BTC/TRY,130693.48,137600.0,125251.11,134183.15,220175.62,1.659
1605398400,2020-11-15 00:00:00,BTC/TRY,133025.15,139999.99,121050.77,130693.48,204142.27,1.567
1605312000,2020-11-14 00:00:00,BTC/TRY,130263.21,142843.54,121050.78,133025.15,212455.98,1.605
1605225600,2020-11-13 00:00:00,BTC/TRY,129130.09,137793.11,126102.05,130263.21,184287.27,1.389
1605139200,2020-11-12 00:00:00,BTC/TRY,129490.75,141356.87,123974.11,129130.09,201998.69,1.547
1605052800,2020-11-11 00:00:00,BTC/TRY,131903.71,141368.78,125745.77,129490.75,229925.75,1.75
1604966400,2020-11-10 00:00:00,BTC/TRY,137188.22,145000.0,121002.23,131903.71,264717.48,1.962
1604880000,2020-11-09 00:00:00,BTC/TRY,142863.42,149999.54,126945.83,137188.22,258555.46,1.898
1604793600,2020-11-08 00:00:00,BTC/TRY,135141.61,145125.6,121003.78,142863.42,274955.2,1.976
1604707200,2020-11-07 00:00:00,BTC/TRY,137795.71,145716.75,131905.11,135141.61,267933.43,1.929
1604620800,2020-11-06 00:00:00,BTC/TRY,131212.24,150000.0,120594.53,137795.71,265440.61,1.962
1604534400,2020-11-05 00:00:00,BTC/TRY,128178.96,143067.72,119367.05,131212.24,256654.96,1.927
1604448000,2020-11-04 00:00:00,BTC/TRY,123210.79,132658.63,120000.36,128178.96,235150.37,1.866
1604361600,2020-11-03 00:00:00,BTC/TRY,123396.11,139999.0,114321.71,123210.79,234469.45,1.878
1604275200,2020-11-02 00:00:00,BTC/TRY,121906.48,129335.61,107980.51,123396.11,235321.31,1.974
1604188800,2020-11-01 00:00:00,BTC/TRY,120187.52,126576.63,108314.37,121906.48,241321.43,1.983
1604102400,2020-10-31 00:00:00,BTC/TRY,113790.67,130735.82,109781.03,120187.52,227222.93,1.893
1604016000,2020-10-30 00:00:00,BTC/TRY,123520.46,124085.71,109935.76,113790.67,229354.93,1.915
1603929600,2020-10-29 00:00:00,BTC/TRY,127941.23,132997.28,99000.12,123520.46,181112.91,1.5
1603843200,2020-10-28 00:00:00,BTC/TRY,124010.77,134832.31,119363.88,127941.23,245571.22,1.949
1603756800,2020-10-27 00:00:00,BTC/TRY,121072.43,124069.77,116205.7,124010.77,267617.47,2.214
1603670400,2020-10-26 00:00:00,BTC/TRY,119529.85,133970.23,116205.95,121072.43,250371.78,2.047
1603584000,2020-10-25 00:00:00,BTC/TRY,115254.86,130414.41,113538.01,119529.85,266599.26,2.268
1603497600,2020-10-24 00:00:00,BTC/TRY,115227.78,126035.29,112001.0,115254.86,218388.78,1.865
1603411200,2020-10-23 00:00:00,BTC/TRY,115345.23,140000.0,108325.12,115227.78,267642.23,2.323
1603324800,2020-10-22 00:00:00,BTC/TRY,115415.26,118783.56,105939.2,115345.23,316644.58,2.812
1603238400,2020-10-21 00:00:00,BTC/TRY,103061.86,118759.92,101010.83,115415.26,311249.72,2.812
1603152000,2020-10-20 00:00:00,BTC/TRY,95064.61,108583.67,95064.61,103061.86,288052.68,2.817
1603065600,2020-10-19 00:00:00,BTC/TRY,98700.06,107788.41,94540.64,95064.61,284020.68,2.81
1602979200,2020-10-18 00:00:00,BTC/TRY,97506.67,101826.72,97000.0,98700.06,277931.02,2.782
1602892800,2020-10-17 00:00:00,BTC/TRY,101418.15,102535.85,94383.92,97506.67,268869.32,2.725
1602806400,2020-10-16 00:00:00,BTC/TRY,102907.14,109055.23,97395.11,101418.15,289906.32,2.833
1602720000,2020-10-15 00:00:00,BTC/TRY,93250.62,103533.03,92209.55,102907.14,239145.76,2.411
1602633600,2020-10-14 00:00:00,BTC/TRY,93128.02,97930.73,91739.51,93250.62,264850.55,2.809
1602547200,2020-10-13 00:00:00,BTC/TRY,97127.18,98974.74,92089.08,93128.02,267321.37,2.812
1602460800,2020-10-12 00:00:00,BTC/TRY,97627.4,99415.12,92138.74,97127.18,274166.04,2.824
1602374400,2020-10-11 00:00:00,BTC/TRY,98811.76,104095.04,95482.36,97627.4,282507.73,2.826
1602288000,2020-10-10 00:00:00,BTC/TRY,91911.94,107464.43,89983.0,98811.76,274391.31,2.837
1602201600,2020-10-09 00:00:00,BTC/TRY,86866.9,92000.0,85932.67,91911.94,253463.29,2.817
1602115200,2020-10-08 00:00:00,BTC/TRY,86077.85,92210.95,85881.44,86866.9,250314.9,2.814
1602028800,2020-10-07 00:00:00,BTC/TRY,88057.77,92218.6,85980.71,86077.85,250302.48,2.811
1601942400,2020-10-06 00:00:00,BTC/TRY,90908.21,106555.0,85211.61,88057.77,260707.63,2.816
1601856000,2020-10-05 00:00:00,BTC/TRY,89373.8,98907.67,85300.0,90908.21,249868.76,2.814
1601769600,2020-10-04 00:00:00,BTC/TRY,87890.81,94629.91,85706.15,89373.8,257974.06,2.849
1601683200,2020-10-03 00:00:00,BTC/TRY,93780.95,102532.78,85000.01,87890.81,265099.72,2.846
1601596800,2020-10-02 00:00:00,BTC/TRY,104187.55,106588.33,89945.04,93780.95,271528.25,2.806
1601510400,2020-10-01 00:00:00,BTC/TRY,90723.99,106872.06,87816.08,104187.55,260956.72,2.825
1601424000,2020-09-30 00:00:00,BTC/TRY,93901.99,95102.05,87830.18,90723.99,254308.11,2.806
1601337600,2020-09-29 00:00:00,BTC/TRY,87194.88,109050.0,86908.69,93901.99,255474.96,2.811
1601251200,2020-09-28 00:00:00,BTC/TRY,84798.87,115031.97,84798.87,87194.88,261540.68,2.815
1601164800,2020-09-27 00:00:00,BTC/TRY,86489.02,118997.58,82498.52,84798.87,251827.64,2.835
1601078400,2020-09-26 00:00:00,BTC/TRY,89851.64,91031.03,85305.85,86489.02,244791.55,2.795
1600992000,2020-09-25 00:00:00,BTC/TRY,91728.42,92432.28,85361.03,89851.64,250855.53,2.812
1600905600,2020-09-24 00:00:00,BTC/TRY,95053.31,98722.09,84438.06,91728.42,256732.98,2.81
1600819200,2020-09-23 00:00:00,BTC/TRY,84668.17,118998.99,82199.6,95053.31,242672.15,2.856
1600732800,2020-09-22 00:00:00,BTC/TRY,82552.7,87466.55,81856.27,84668.17,236657.83,2.806
1600646400,2020-09-21 00:00:00,BTC/TRY,87179.87,89229.99,81140.34,82552.7,249645.54,2.861
1600560000,2020-09-20 00:00:00,BTC/TRY,87903.12,88965.07,86083.0,87179.87,246346.77,2.81
1600473600,2020-09-19 00:00:00,BTC/TRY,85858.81,88871.92,84464.29,87903.12,243430.99,2.81
1600387200,2020-09-18 00:00:00,BTC/TRY,88734.62,90580.16,84145.42,85858.81,245588.73,2.84
1600300800,2020-09-17 00:00:00,BTC/TRY,89847.37,91178.49,84040.74,88734.62,255127.42,2.871
1600214400,2020-09-16 00:00:00,BTC/TRY,87939.51,115064.52,85784.1,89847.37,264709.42,2.812
1600128000,2020-09-15 00:00:00,BTC/TRY,86795.7,110175.07,82038.87,87939.51,253062.76,2.835
1600041600,2020-09-14 00:00:00,BTC/TRY,86666.59,104036.92,81254.5,86795.7,247076.77,2.825
1599955200,2020-09-13 00:00:00,BTC/TRY,85883.94,89266.45,80764.32,86666.59,235756.91,2.811
1599868800,2020-09-12 00:00:00,BTC/TRY,86719.67,92169.94,80005.63,85883.94,244142.54,2.835
1599782400,2020-09-11 00:00:00,BTC/TRY,89648.06,91107.53,81748.71,86719.67,242616.66,2.821
1599696000,2020-09-10 00:00:00,BTC/TRY,85812.14,90789.59,80489.77,89648.06,241990.73,2.808
1599609600,2020-09-09 00:00:00,BTC/TRY,83589.18,120000.0,77272.65,85812.14,251241.12,2.988
1599523200,2020-09-08 00:00:00,BTC/TRY,85047.17,87196.25,80649.48,83589.18,234807.08,2.799
1599436800,2020-09-07 00:00:00,BTC/TRY,89813.06,89882.57,80805.66,85047.17,239166.03,2.813
1599350400,2020-09-06 00:00:00,BTC/TRY,88160.16,91986.54,81132.05,89813.06,266220.1,3.081
1599264000,2020-09-05 00:00:00,BTC/TRY,89447.02,91981.06,81000.0,88160.16,270732.3,3.114
1599177600,2020-09-04 00:00:00,BTC/TRY,91371.04,92885.77,80424.01,89447.02,266136.01,2.99
1599091200,2020-09-03 00:00:00,BTC/TRY,92311.96,92900.0,88901.21,91371.04,162091.53,1.776
1599004800,2020-09-02 00:00:00,BTC/TRY,94529.7,95357.06,88992.02,92311.96,383504.51,4.123
1598918400,2020-09-01 00:00:00,BTC/TRY,94212.02,95346.26,86984.61,94529.7,343148.81,3.7
1598832000,2020-08-31 00:00:00,BTC/TRY,92121.51,95218.35,90557.62,94212.02,385487.97,4.149
1598745600,2020-08-30 00:00:00,BTC/TRY,93466.44,95600.0,89678.35,92121.51,389820.46,4.207
1598659200,2020-08-29 00:00:00,BTC/TRY,90774.37,95761.0,87181.83,93466.44,364202.62,3.969
1598572800,2020-08-28 00:00:00,BTC/TRY,95353.43,96900.0,87088.61,90774.37,388479.82,4.195
1598486400,2020-08-27 00:00:00,BTC/TRY,90232.83,99920.62,87271.71,95353.43,384757.32,4.113
1598400000,2020-08-26 00:00:00,BTC/TRY,99638.16,106963.45,85000.17,90232.83,400591.82,4.059
1598313600,2020-08-25 00:00:00,BTC/TRY,97638.81,126240.88,94400.05,99638.16,420455.18,4.046
1598227200,2020-08-24 00:00:00,BTC/TRY,95562.77,98251.0,79001.0,97638.81,390636.59,4.107
1598140800,2020-08-23 00:00:00,BTC/TRY,96376.27,97969.57,94341.01,95562.77,391384.66,4.075
1598054400,2020-08-22 00:00:00,BTC/TRY,94080.57,98432.27,93763.49,96376.27,382858.35,4.008
1597968000,2020-08-21 00:00:00,BTC/TRY,94555.63,98464.04,93300.0,94080.57,383082.57,4.047
1597881600,2020-08-20 00:00:00,BTC/TRY,95388.91,96282.15,92534.1,94555.63,383753.67,4.068
1597795200,2020-08-19 00:00:00,BTC/TRY,103690.08,108500.0,91609.84,95388.91,412404.51,4.188
1597708800,2020-08-18 00:00:00,BTC/TRY,95471.95,189934.04,88001.62,103690.08,414006.13,4.03
1597622400,2020-08-17 00:00:00,BTC/TRY,93590.52,105149.33,90676.58,95471.95,394553.16,4.154
1597536000,2020-08-16 00:00:00,BTC/TRY,95452.93,95920.25,92300.01,93590.52,369333.87,3.927
1597449600,2020-08-15 00:00:00,BTC/TRY,91193.2,100000.0,90733.6,95452.93,387831.31,4.115
1597363200,2020-08-14 00:00:00,BTC/TRY,90023.09,95134.24,89174.51,91193.2,381158.77,4.125
1597276800,2020-08-13 00:00:00,BTC/TRY,94983.83,97314.65,89000.01,90023.09,381392.28,4.088
1597190400,2020-08-12 00:00:00,BTC/TRY,92323.04,97204.93,89000.0,94983.83,399520.42,4.265
1597104000,2020-08-11 00:00:00,BTC/TRY,94418.68,97206.09,88006.5,92323.04,384356.73,4.16
1597017600,2020-08-10 00:00:00,BTC/TRY,91007.32,98956.89,90754.39,94418.68,318277.49,3.412
1596931200,2020-08-09 00:00:00,BTC/TRY,88213.02,106441.0,87859.08,91007.32,373709.7,4.11
1596844800,2020-08-08 00:00:00,BTC/TRY,91932.44,91959.23,85340.24,88213.02,365061.59,4.101
1596758400,2020-08-07 00:00:00,BTC/TRY,91283.14,92666.4,87000.0,91932.44,369277.99,4.107
1596672000,2020-08-06 00:00:00,BTC/TRY,85363.17,92666.4,83963.42,91283.14,257098.99,2.928
1596585600,2020-08-05 00:00:00,BTC/TRY,81965.65,88401.82,80724.15,85363.17,339797.1,4.008
1596499200,2020-08-04 00:00:00,BTC/TRY,84125.9,92666.39,74051.61,81965.65,353110.12,4.155
1596412800,2020-08-03 00:00:00,BTC/TRY,82472.09,94973.37,77157.58,84125.9,362529.67,4.336
1596326400,2020-08-02 00:00:00,BTC/TRY,84014.38,85999.99,78002.0,82472.09,322159.68,3.902
1596240000,2020-08-01 00:00:00,BTC/TRY,79130.35,85942.54,78599.85,84014.38,306807.08,3.707
1596153600,2020-07-31 00:00:00,BTC/TRY,79877.42,81095.99,73633.14,79130.35,327164.03,4.113
1596067200,2020-07-30 00:00:00,BTC/TRY,79589.24,81096.0,75731.78,79877.42,308520.85,3.934
1595980800,2020-07-29 00:00:00,BTC/TRY,79652.25,79777.0,72763.88,79589.24,315889.52,4.024
1595894400,2020-07-28 00:00:00,BTC/TRY,76752.54,79768.85,74708.18,79652.25,278248.13,3.571
1595808000,2020-07-27 00:00:00,BTC/TRY,68564.54,79776.99,68410.75,76752.54,276228.09,3.818
1595721600,2020-07-26 00:00:00,BTC/TRY,67008.02,71120.88,66547.98,68564.54,272047.69,4.003
1595635200,2020-07-25 00:00:00,BTC/TRY,66413.54,67494.67,65784.63,67008.02,249436.31,3.753
1595548800,2020-07-24 00:00:00,BTC/TRY,66749.1,66989.99,63899.88,66413.54,277583.77,4.184
1595462400,2020-07-23 00:00:00,BTC/TRY,65639.79,66990.0,65000.14,66749.1,268173.17,4.049
1595376000,2020-07-22 00:00:00,BTC/TRY,65791.96,66990.0,63995.34,65639.79,272974.04,4.189
1595289600,2020-07-21 00:00:00,BTC/TRY,63903.53,66000.0,63398.5,65791.96,266630.96,4.099
1595203200,2020-07-20 00:00:00,BTC/TRY,64162.9,66000.0,63380.0,63903.53,257450.58,3.985
1595116800,2020-07-19 00:00:00,BTC/TRY,63815.56,64308.68,62920.65,64162.9,264847.75,4.165
1595030400,2020-07-18 00:00:00,BTC/TRY,63578.28,65500.0,62855.57,63815.56,235200.21,3.7
1594944000,2020-07-17 00:00:00,BTC/TRY,63789.3,66998.99,62800.01,63578.28,273223.19,4.27
1594857600,2020-07-16 00:00:00,BTC/TRY,64833.52,67758.99,62124.65,63789.3,277940.77,4.293
1594771200,2020-07-15 00:00:00,BTC/TRY,64477.37,65119.99,64320.0,64833.52,274195.46,4.237
1594684800,2020-07-14 00:00:00,BTC/TRY,64650.14,66145.0,64201.0,64477.37,274464.93,4.224
1594598400,2020-07-13 00:00:00,BTC/TRY,66863.84,66963.36,64464.0,64650.14,268036.47,4.089
1594512000,2020-07-12 00:00:00,BTC/TRY,64546.57,67758.99,64120.0,66863.84,260956.51,3.992
1594425600,2020-07-11 00:00:00,BTC/TRY,64050.76,67368.88,63760.6,64546.57,280501.19,4.298
1594339200,2020-07-10 00:00:00,BTC/TRY,67272.78,67650.0,62963.01,64050.76,277476.68,4.29
1594252800,2020-07-09 00:00:00,BTC/TRY,65712.13,67425.43,64342.6,67272.78,283095.89,4.288
1594166400,2020-07-08 00:00:00,BTC/TRY,64269.72,66194.58,63661.28,65712.13,275832.11,4.26
1594080000,2020-07-07 00:00:00,BTC/TRY,64593.3,64982.01,63763.44,64269.72,248843.26,3.864
1593993600,2020-07-06 00:00:00,BTC/TRY,63713.94,64659.58,62777.01,64593.3,272085.73,4.259
1593907200,2020-07-05 00:00:00,BTC/TRY,64059.03,64530.53,62921.78,63713.94,223964.96,3.506
1593820800,2020-07-04 00:00:00,BTC/TRY,63533.52,64523.99,62919.7,64059.03,251417.05,3.944
1593734400,2020-07-03 00:00:00,BTC/TRY,64234.43,65026.9,62801.9,63533.52,268383.7,4.205
1593648000,2020-07-02 00:00:00,BTC/TRY,64087.86,65028.11,63865.01,64234.43,264203.37,4.098
1593561600,2020-07-01 00:00:00,BTC/TRY,64579.1,65157.72,63865.0,64087.86,270026.01,4.188
1593475200,2020-06-30 00:00:00,BTC/TRY,63491.77,65157.73,62928.78,64579.1,220917.83,3.443
1593388800,2020-06-29 00:00:00,BTC/TRY,66465.96,67373.48,62780.83,63491.77,246502.64,3.86
1593302400,2020-06-28 00:00:00,BTC/TRY,66673.81,67498.63,62777.0,66465.96,278472.48,4.235
1593216000,2020-06-27 00:00:00,BTC/TRY,65680.05,67499.99,63420.94,66673.81,271866.71,4.148
1593129600,2020-06-26 00:00:00,BTC/TRY,64427.22,67092.84,63310.74,65680.05,207689.29,3.194
1593043200,2020-06-25 00:00:00,BTC/TRY,67006.97,68488.7,64284.84,64427.22,253884.01,3.815
1592956800,2020-06-24 00:00:00,BTC/TRY,68124.63,68489.0,65802.65,67006.97,283138.56,4.202
1592870400,2020-06-23 00:00:00,BTC/TRY,67457.54,68312.42,66322.41,68124.63,284205.75,4.21
1592784000,2020-06-22 00:00:00,BTC/TRY,66442.82,68296.48,65672.56,67457.54,262007.27,3.928
1592697600,2020-06-21 00:00:00,BTC/TRY,66191.83,67624.6,65275.25,66442.82,280959.75,4.219
1592611200,2020-06-20 00:00:00,BTC/TRY,65784.57,67704.86,64809.65,66191.83,274492.92,4.163
1592524800,2020-06-19 00:00:00,BTC/TRY,65985.88,67702.2,64805.11,65784.57,230064.82,3.474
1592438400,2020-06-18 00:00:00,BTC/TRY,66008.59,67716.09,64983.36,65985.88,226672.92,3.411
1592352000,2020-06-17 00:00:00,BTC/TRY,66820.6,68976.34,64813.19,66008.59,280721.1,4.194
1592265600,2020-06-16 00:00:00,BTC/TRY,66205.1,68976.99,65304.08,66820.6,232509.91,3.451
1592179200,2020-06-15 00:00:00,BTC/TRY,68636.92,68980.49,64403.0,66205.1,255807.99,3.823
1592092800,2020-06-14 00:00:00,BTC/TRY,67828.29,68980.47,66900.0,68636.92,287371.53,4.223
1592006400,2020-06-13 00:00:00,BTC/TRY,68012.42,68980.48,67100.61,67828.29,286053.69,4.208
1591920000,2020-06-12 00:00:00,BTC/TRY,67916.67,68980.48,67100.0,68012.42,211812.69,3.113
1591833600,2020-06-11 00:00:00,BTC/TRY,67368.11,68980.49,67280.76,67916.67,281179.5,4.131
1591747200,2020-06-10 00:00:00,BTC/TRY,67330.13,68980.49,66760.38,67368.11,289151.65,4.25
1591660800,2020-06-09 00:00:00,BTC/TRY,68358.04,68522.98,66176.75,67330.13,279976.24,4.158
1591574400,2020-06-08 00:00:00,BTC/TRY,67150.3,68431.46,65229.59,68358.04,265578.41,3.948
1591488000,2020-06-07 00:00:00,BTC/TRY,68319.77,69442.57,64839.0,67150.3,249161.87,3.691
1591401600,2020-06-06 00:00:00,BTC/TRY,69518.25,69958.88,66367.63,68319.77,209680.95,3.089
1591315200,2020-06-05 00:00:00,BTC/TRY,69352.3,69949.02,66017.03,69518.25,109818.96,1.612
1591228800,2020-06-04 00:00:00,BTC/TRY,67092.79,69967.98,64927.5,69352.3,265777.41,3.913
1591142400,2020-06-03 00:00:00,BTC/TRY,66444.25,69849.9,64647.75,67092.79,191432.73,2.839
1591056000,2020-06-02 00:00:00,BTC/TRY,66444.25,66444.25,66444.25,66444.25,0.0,0.0
1590969600,2020-06-01 00:00:00,BTC/TRY,67097.11,68063.82,64887.97,66444.25,140681.02,2.117
1590883200,2020-05-31 00:00:00,BTC/TRY,66921.3,68064.4,64734.38,67097.11,276384.86,4.15
1590796800,2020-05-30 00:00:00,BTC/TRY,66411.9,72987.0,64345.14,66921.3,175661.56,2.628
1590710400,2020-05-29 00:00:00,BTC/TRY,65717.41,67777.0,64116.25,66411.9,272218.71,4.135
1590624000,2020-05-28 00:00:00,BTC/TRY,64715.86,67570.63,62312.99,65717.41,271264.12,4.173
1590537600,2020-05-27 00:00:00,BTC/TRY,62677.2,65333.0,60733.57,64715.86,265909.88,4.197
1590451200,2020-05-26 00:00:00,BTC/TRY,65243.92,66033.0,60844.45,62677.2,257718.79,4.033
1590364800,2020-05-25 00:00:00,BTC/TRY,64957.4,66519.99,60899.0,65243.92,272252.31,4.192
1590278400,2020-05-24 00:00:00,BTC/TRY,65073.33,66710.44,63703.55,64957.4,275014.58,4.209
1590192000,2020-05-23 00:00:00,BTC/TRY,65419.62,67000.0,63485.84,65073.33,264368.15,4.05
1590105600,2020-05-22 00:00:00,BTC/TRY,65145.24,67000.0,64100.0,65419.62,275241.22,4.2
1590019200,2020-05-21 00:00:00,BTC/TRY,70104.19,73295.78,63337.08,65145.24,287248.29,4.155
1589932800,2020-05-20 00:00:00,BTC/TRY,68967.93,73301.91,67083.26,70104.19,290916.57,4.19
1589846400,2020-05-19 00:00:00,BTC/TRY,69997.19,70777.02,67424.45,68967.93,283100.32,4.091
1589760000,2020-05-18 00:00:00,BTC/TRY,72246.48,74000.0,67417.9,69997.19,275931.79,3.981
1589673600,2020-05-17 00:00:00,BTC/TRY,69041.95,73000.0,65884.15,72246.48,279046.65,3.987
1589587200,2020-05-16 00:00:00,BTC/TRY,68828.48,70548.42,66749.55,69041.95,287553.99,4.183
1589500800,2020-05-15 00:00:00,BTC/TRY,69863.69,70997.0,66335.5,68828.48,288313.07,4.177
1589414400,2020-05-14 00:00:00,BTC/TRY,67467.44,70996.64,65118.58,69863.69,287385.79,4.188
1589328000,2020-05-13 00:00:00,BTC/TRY,65639.45,68677.19,63890.03,67467.44,275031.22,4.139
1589241600,2020-05-12 00:00:00,BTC/TRY,65861.04,68423.4,63337.08,65639.45,189467.76,2.866
1589155200,2020-05-11 00:00:00,BTC/TRY,71999.99,71999.99,65861.04,65861.04,121.07,0.001759
1589068800,2020-05-10 00:00:00,BTC/TRY,70066.99,71999.99,59617.0,71999.99,13932.14,0.2169
1588982400,2020-05-09 00:00:00,BTC/TRY,71184.02,71184.02,69524.99,70066.99,266.46,0.003805
1588896000,2020-05-08 00:00:00,BTC/TRY,71908.28,71999.99,63328.58,71184.02,56045.02,0.791
1588809600,2020-05-07 00:00:00,BTC/TRY,66265.54,71908.28,63597.84,71908.28,155602.69,2.264
1588723200,2020-05-06 00:00:00,BTC/TRY,64662.53,67865.94,62532.99,66265.54,126260.3,1.917
1588636800,2020-05-05 00:00:00,BTC/TRY,63606.32,65160.0,62834.16,64662.53,142406.71,2.231
1588550400,2020-05-04 00:00:00,BTC/TRY,63293.0,64177.97,61576.0,63606.32,49872.31,0.7869
1588464000,2020-05-03 00:00:00,BTC/TRY,62743.0,64090.02,62743.0,63293.0,435.58,0.006849
1588377600,2020-05-02 00:00:00,BTC/TRY,62638.0,63340.0,62312.0,62743.0,48.46,0.0007701
1588291200,2020-05-01 00:00:00,BTC/TRY,61838.99,65954.69,61399.0,62638.0,2212.94,0.03513
1588204800,2020-04-30 00:00:00,BTC/TRY,60870.01,65341.0,60042.0,61838.99,16327.41,0.2591
1588118400,2020-04-29 00:00:00,BTC/TRY,54428.0,62226.99,54428.0,60870.01,6145.06,0.1051
1588032000,2020-04-28 00:00:00,BTC/TRY,54978.14,55333.0,54124.0,54428.0,172048.02,3.144
1587945600,2020-04-27 00:00:00,BTC/TRY,54391.36,55202.01,52633.1,54978.14,234785.15,4.328
1587859200,2020-04-26 00:00:00,BTC/TRY,53357.8,54685.89,52805.51,54391.36,252355.55,4.72
1587772800,2020-04-25 00:00:00,BTC/TRY,52276.46,55448.04,51205.94,53357.8,248990.81,4.697
1587686400,2020-04-24 00:00:00,BTC/TRY,53096.9,55447.53,49266.49,52276.46,250548.42,4.727
1587600000,2020-04-23 00:00:00,BTC/TRY,49912.23,53969.88,49382.93,53096.9,241472.86,4.727
1587513600,2020-04-22 00:00:00,BTC/TRY,49186.99,50517.51,48491.16,49912.23,196433.45,3.954
1587427200,2020-04-21 00:00:00,BTC/TRY,49122.04,50250.0,48395.51,49186.99,226358.3,4.595
1587340800,2020-04-20 00:00:00,BTC/TRY,50342.23,50724.0,48339.57,49122.04,248077.23,4.964
1587254400,2020-04-19 00:00:00,BTC/TRY,50495.03,50724.0,49573.13,50342.23,243755.38,4.849
1587168000,2020-04-18 00:00:00,BTC/TRY,49445.57,50724.0,49200.16,50495.03,238960.68,4.769
1587081600,2020-04-17 00:00:00,BTC/TRY,49346.95,50499.0,48193.84,49445.57,237126.73,4.805
1586995200,2020-04-16 00:00:00,BTC/TRY,48668.3,50100.0,47967.47,49346.95,222918.37,4.531
1586908800,2020-04-15 00:00:00,BTC/TRY,49069.08,49894.7,46882.26,48668.3,224709.88,4.637
1586822400,2020-04-14 00:00:00,BTC/TRY,49395.04,49805.19,46637.92,49069.08,224430.84,4.651
1586736000,2020-04-13 00:00:00,BTC/TRY,50286.06,50566.47,46035.0,49395.04,223499.57,4.693
1586649600,2020-04-12 00:00:00,BTC/TRY,47649.95,50724.77,46332.0,50286.06,211540.6,4.364
1586563200,2020-04-11 00:00:00,BTC/TRY,48048.9,49924.02,46765.66,47649.95,201023.95,4.174
1586476800,2020-04-10 00:00:00,BTC/TRY,50755.94,50999.0,46622.42,48048.9,231760.72,4.688
1586390400,2020-04-09 00:00:00,BTC/TRY,51202.16,52100.0,49501.74,50755.94,233877.13,4.633
1586304000,2020-04-08 00:00:00,BTC/TRY,50795.26,52100.0,49139.89,51202.16,237483.62,4.67
1586217600,2020-04-07 00:00:00,BTC/TRY,49842.74,56066.41,49151.59,50795.26,217317.44,4.208
1586131200,2020-04-06 00:00:00,BTC/TRY,46610.24,49902.0,46310.0,49842.74,224081.74,4.635
1586044800,2020-04-05 00:00:00,BTC/TRY,46437.18,47477.7,45819.0,46610.24,216373.93,4.65
1585958400,2020-04-04 00:00:00,BTC/TRY,45204.91,46579.06,44883.0,46437.18,216967.49,4.729
1585872000,2020-04-03 00:00:00,BTC/TRY,45816.04,47374.97,44587.48,45204.91,219727.36,4.784
