https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CGG,Volume USDT
1643587200,2022-01-31 00:00:00,CGG/USDT,0.4904,0.5593,0.4615,0.5323,349726.09060543,175378.497624670224
1643500800,2022-01-30 00:00:00,CGG/USDT,0.4804,0.505,0.4601,0.4912,198443.44526754,94654.870516806587
1643414400,2022-01-29 00:00:00,CGG/USDT,0.4832,0.5106,0.4748,0.4764,356919.47752542,175551.409150753305
1643328000,2022-01-28 00:00:00,CGG/USDT,0.4812,0.4898,0.46,0.4821,302399.83111324,142857.446332865565
1643241600,2022-01-27 00:00:00,CGG/USDT,0.4802,0.498,0.4601,0.4825,367777.35568286,176798.411896948032
1643155200,2022-01-26 00:00:00,CGG/USDT,0.4949,0.5199,0.4603,0.4801,636560.87400948,315936.366607813934
1643068800,2022-01-25 00:00:00,CGG/USDT,0.5058,0.5192,0.4758,0.494,336265.42423259,167346.729722887182
1642982400,2022-01-24 00:00:00,CGG/USDT,0.5393,0.54,0.4647,0.5034,415170.00321134,204983.167624187906
1642896000,2022-01-23 00:00:00,CGG/USDT,0.5225,0.54,0.4969,0.5391,286283.42759617,148980.661796678233
1642809600,2022-01-22 00:00:00,CGG/USDT,0.548,0.5695,0.52,0.5225,420083.48818724,221088.081386871364
1642723200,2022-01-21 00:00:00,CGG/USDT,0.6404,0.6404,0.5355,0.548,630028.22997177,375096.007982036728
1642636800,2022-01-20 00:00:00,CGG/USDT,0.6265,0.7225,0.6,0.6404,545250.02614186,360154.309991393056
1642550400,2022-01-19 00:00:00,CGG/USDT,0.6474,0.666,0.6261,0.6261,230206.84887726,148187.254411269113
1642464000,2022-01-18 00:00:00,CGG/USDT,0.6498,0.6805,0.6442,0.6488,234099.37783125,154362.412994121248
1642377600,2022-01-17 00:00:00,CGG/USDT,0.6956,0.7033,0.6452,0.649,465643.364845,311908.854894679206
1642291200,2022-01-16 00:00:00,CGG/USDT,0.7116,0.74,0.695,0.6978,392403.51737112,278415.884969061532
1642204800,2022-01-15 00:00:00,CGG/USDT,0.7297,0.7533,0.7055,0.714,326593.62871033,237599.65685078604
1642118400,2022-01-14 00:00:00,CGG/USDT,0.6846,0.7735,0.6759,0.729,438697.57400838,317507.728962207705
1642032000,2022-01-13 00:00:00,CGG/USDT,0.7249,0.7534,0.6682,0.6847,488519.86826739,343935.092795187199
1641945600,2022-01-12 00:00:00,CGG/USDT,0.6788,0.7747,0.64,0.7245,691148.72965601,477403.106658271717
1641859200,2022-01-11 00:00:00,CGG/USDT,0.6745,0.6865,0.64,0.6784,632747.24492449,421083.456231137111
1641772800,2022-01-10 00:00:00,CGG/USDT,0.7185,0.7215,0.64,0.6746,646888.99103484,432895.218384490187
1641686400,2022-01-09 00:00:00,CGG/USDT,0.7313,0.7463,0.7061,0.7181,398370.5092066,286283.131407073827
1641600000,2022-01-08 00:00:00,CGG/USDT,0.6856,0.78,0.68,0.7312,640004.01496667,461134.642671406871
1641513600,2022-01-07 00:00:00,CGG/USDT,0.7429,0.7455,0.68,0.6852,509542.15060513,356923.611002592591
1641427200,2022-01-06 00:00:00,CGG/USDT,0.7954,0.8086,0.6977,0.7421,807747.81832821,599642.142937542911
1641340800,2022-01-05 00:00:00,CGG/USDT,0.8855,0.8937,0.7548,0.7978,1026300.69016787,838574.150139749728
1641254400,2022-01-04 00:00:00,CGG/USDT,0.859,0.9612,0.852,0.8842,713779.67670934,639828.967779908994
1641168000,2022-01-03 00:00:00,CGG/USDT,0.9339,0.9346,0.85,0.8609,627400.0814672,551823.54677644035
1641081600,2022-01-02 00:00:00,CGG/USDT,0.9616,0.9747,0.903,0.9332,309950.72539306,288681.82246378584
1640995200,2022-01-01 00:00:00,CGG/USDT,0.9408,0.98,0.8978,0.9587,416095.53026857,392353.04041440945
1640908800,2021-12-31 00:00:00,CGG/USDT,0.845,0.9951,0.83,0.9422,954173.43320083,888024.456172058034
1640822400,2021-12-30 00:00:00,CGG/USDT,0.8614,0.9011,0.8389,0.8443,602839.32124586,521090.706968250216
1640736000,2021-12-29 00:00:00,CGG/USDT,0.9134,0.943,0.8614,0.8623,495251.65105936,446633.162640804987
1640649600,2021-12-28 00:00:00,CGG/USDT,0.9935,1.0043,0.8954,0.9154,731843.71439809,694737.709850766647
