https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EURT,Volume USDT
1644364800000.0,2022-02-09 00:00:00,EURT/USDT,1.1401,1.1445,1.1386,1.1402,2716576.040431503,3097440.0013
1644278400000.0,2022-02-08 00:00:00,EURT/USDT,1.1418,1.1457,1.137,1.1401,1145176.0109639505,1305615.1701
1644192000000.0,2022-02-07 00:00:00,EURT/USDT,1.1447,1.1447,1.1397,1.1418,241746.3279908916,276025.9573
1644105600000.0,2022-02-06 00:00:00,EURT/USDT,1.1431,1.1451,1.1421,1.1447,67442.36053114352,77201.2701
1644019200000.0,2022-02-05 00:00:00,EURT/USDT,1.1432,1.1435,1.142,1.1431,111511.15475461465,127468.401
1643932800000.0,2022-02-04 00:00:00,EURT/USDT,1.1429,1.1471,1.1398,1.1432,3625485.972270819,4144655.5635
1643846400000.0,2022-02-03 00:00:00,EURT/USDT,1.1292,1.1444,1.1275,1.1429,4296960.61921428,4910996.2917
1643760000000.0,2022-02-02 00:00:00,EURT/USDT,1.1256,1.1315,1.1253,1.1292,1342306.3580410911,1515732.3395
1643673600000.0,2022-02-01 00:00:00,EURT/USDT,1.1235,1.1271,1.1208,1.1256,62820.1735963042,70710.3874
1643587200000.0,2022-01-31 00:00:00,EURT/USDT,1.1141,1.1244,1.1133,1.1235,188602.99519359146,211895.4651
1643500800000.0,2022-01-30 00:00:00,EURT/USDT,1.1148,1.1181,1.1104,1.1141,1017738.4589354635,1133862.4171
1643414400000.0,2022-01-29 00:00:00,EURT/USDT,1.1147,1.1161,1.1133,1.1148,344443.32992465014,383985.4242
1643328000000.0,2022-01-28 00:00:00,EURT/USDT,1.1154,1.1194,1.1127,1.1147,3535779.856643043,3941333.8062
1643241600000.0,2022-01-27 00:00:00,EURT/USDT,1.118,1.1189,1.1055,1.1153,1474381.8890881378,1644378.1209
