https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI3S,Volume USDT
1663390800,2022-09-17 05:00:00,SUSHI3S/USDT,1.2732,1.3,1.2732,1.3,4758.3153,6138.50008509
1663387200,2022-09-17 04:00:00,SUSHI3S/USDT,1.2786,1.29,1.257,1.257,223.31,285.19240303
1663383600,2022-09-17 03:00:00,SUSHI3S/USDT,1.2748,1.2748,1.2747,1.2748,1285.7892,1639.08796666
1663380000,2022-09-17 02:00:00,SUSHI3S/USDT,1.2643,1.2902,1.2643,1.2809,335.0254,427.35500989
1663376400,2022-09-17 01:00:00,SUSHI3S/USDT,1.2643,1.2821,1.2471,1.2471,1963.9484,2476.65808758
1663372800,2022-09-17 00:00:00,SUSHI3S/USDT,1.2887,1.2887,1.2388,1.2732,903.4892,1140.30979106
1663369200,2022-09-16 23:00:00,SUSHI3S/USDT,1.2814,1.3069,1.277,1.2954,555.5114,722.46964217
1663365600,2022-09-16 22:00:00,SUSHI3S/USDT,1.2708,1.2822,1.2645,1.2822,81.1002,103.49548593
1663362000,2022-09-16 21:00:00,SUSHI3S/USDT,1.2708,1.291,1.2384,1.291,2686.7539,3389.04425533
1663358400,2022-09-16 20:00:00,SUSHI3S/USDT,1.3002,1.3088,1.27,1.2708,625.8105,799.07518518
1663354800,2022-09-16 19:00:00,SUSHI3S/USDT,1.3161,1.3174,1.2878,1.2878,803.3843,1045.3513856
1663351200,2022-09-16 18:00:00,SUSHI3S/USDT,1.3371,1.3465,1.3091,1.3278,342.4017,454.30183927
1663347600,2022-09-16 17:00:00,SUSHI3S/USDT,1.3371,1.3798,1.3188,1.3295,1383.675,1866.14864669
1663344000,2022-09-16 16:00:00,SUSHI3S/USDT,1.3093,1.3629,1.3093,1.3371,4543.2784,6034.45770581
1663340400,2022-09-16 15:00:00,SUSHI3S/USDT,1.3069,1.3131,1.2819,1.2977,425.3372,553.29567648
1663336800,2022-09-16 14:00:00,SUSHI3S/USDT,1.3821,1.3962,1.2735,1.3002,2138.5274,2798.95150782
1663333200,2022-09-16 13:00:00,SUSHI3S/USDT,1.3002,1.4,1.2808,1.4,1540.9153,2036.39389342
1663329600,2022-09-16 12:00:00,SUSHI3S/USDT,1.27,1.2995,1.27,1.2906,220.9971,284.14723766
1663326000,2022-09-16 11:00:00,SUSHI3S/USDT,1.3172,1.3172,1.27,1.275,2276.8711,2951.88212791
1663322400,2022-09-16 10:00:00,SUSHI3S/USDT,1.3559,1.3559,1.3171,1.3291,892.0528,1189.40387523
1663318800,2022-09-16 09:00:00,SUSHI3S/USDT,1.3925,1.3925,1.3359,1.3359,486.7336,665.02598984
1663315200,2022-09-16 08:00:00,SUSHI3S/USDT,1.3253,1.4141,1.3253,1.4141,1059.9095,1468.20124483
1663311600,2022-09-16 07:00:00,SUSHI3S/USDT,1.3318,1.3443,1.3161,1.3443,367.1552,485.90956415
1663308000,2022-09-16 06:00:00,SUSHI3S/USDT,1.3353,1.3464,1.3252,1.3252,205.9544,275.40891336
1663304400,2022-09-16 05:00:00,SUSHI3S/USDT,1.3364,1.3365,1.321,1.3291,109.8018,146.01017628
1663300800,2022-09-16 04:00:00,SUSHI3S/USDT,1.3345,1.3345,1.3252,1.3252,121.0347,160.98683343
1663297200,2022-09-16 03:00:00,SUSHI3S/USDT,1.3658,1.3789,1.3346,1.3505,3018.4569,4094.83374386
1663293600,2022-09-16 02:00:00,SUSHI3S/USDT,1.3655,1.3945,1.3537,1.3673,820.2954,1125.22410147
1663290000,2022-09-16 01:00:00,SUSHI3S/USDT,1.3621,1.3655,1.3301,1.3655,958.9145,1291.45003457
1663286400,2022-09-16 00:00:00,SUSHI3S/USDT,1.3629,1.4339,1.3534,1.3585,2000.2114,2787.21491911
1663282800,2022-09-15 23:00:00,SUSHI3S/USDT,1.3751,1.4002,1.3673,1.3759,3311.9542,4558.4927339
1663279200,2022-09-15 22:00:00,SUSHI3S/USDT,1.3559,1.3991,1.3535,1.3558,1258.5796,1726.37548615
1663275600,2022-09-15 21:00:00,SUSHI3S/USDT,1.3252,1.3514,1.3236,1.3345,250.7386,333.54876659
1663272000,2022-09-15 20:00:00,SUSHI3S/USDT,1.337,1.3458,1.3001,1.3252,4745.4478,6223.11137781
1663268400,2022-09-15 19:00:00,SUSHI3S/USDT,1.3422,1.3584,1.337,1.337,1055.9907,1420.20590407
1663264800,2022-09-15 18:00:00,SUSHI3S/USDT,1.3278,1.3422,1.3197,1.3422,211.1609,280.78449845
1663261200,2022-09-15 17:00:00,SUSHI3S/USDT,1.3337,1.3337,1.307,1.3277,2645.9735,3469.34721319
1663257600,2022-09-15 16:00:00,SUSHI3S/USDT,1.3522,1.3655,1.3344,1.3344,3318.173,4489.56667594
1663254000,2022-09-15 15:00:00,SUSHI3S/USDT,1.3559,1.38,1.3345,1.3559,1639.112,2219.30058474
1663250400,2022-09-15 14:00:00,SUSHI3S/USDT,1.2444,1.3559,1.2444,1.339,4830.2521,6413.28726484
1663246800,2022-09-15 13:00:00,SUSHI3S/USDT,1.2472,1.2806,1.2364,1.2444,3281.4957,4126.40157238
1663243200,2022-09-15 12:00:00,SUSHI3S/USDT,1.2444,1.2643,1.2349,1.2465,2363.1055,2931.74156526
1663239600,2022-09-15 11:00:00,SUSHI3S/USDT,1.2643,1.2693,1.2445,1.2445,3185.6948,4016.04381216
1663236000,2022-09-15 10:00:00,SUSHI3S/USDT,1.2561,1.2643,1.2357,1.2643,2082.6181,2612.32422112
1663232400,2022-09-15 09:00:00,SUSHI3S/USDT,1.2358,1.2627,1.2283,1.248,737.6171,913.98153286
1663228800,2022-09-15 08:00:00,SUSHI3S/USDT,1.1898,1.2632,1.1898,1.2444,1433.5966,1779.40779815
1663225200,2022-09-15 07:00:00,SUSHI3S/USDT,1.2271,1.2271,1.161,1.2039,5938.0302,7041.44598011
1663221600,2022-09-15 06:00:00,SUSHI3S/USDT,1.27,1.3277,1.1931,1.2271,9082.6198,11420.17622887
1663218000,2022-09-15 05:00:00,SUSHI3S/USDT,1.3001,1.3002,1.2611,1.27,2551.3608,3249.79938637
1663214400,2022-09-15 04:00:00,SUSHI3S/USDT,1.2913,1.3083,1.2653,1.2887,3145.9925,4082.19623613
1663210800,2022-09-15 03:00:00,SUSHI3S/USDT,1.2555,1.3183,1.2555,1.291,3364.7031,4305.17826945
1663207200,2022-09-15 02:00:00,SUSHI3S/USDT,1.2121,1.2731,1.2121,1.2396,2861.2941,3572.43103196
1663203600,2022-09-15 01:00:00,SUSHI3S/USDT,1.19,1.2411,1.19,1.1933,1124.2259,1358.04963355
1663200000,2022-09-15 00:00:00,SUSHI3S/USDT,1.1462,1.219,1.1441,1.1932,1039.5907,1228.7553811
1663196400,2022-09-14 23:00:00,SUSHI3S/USDT,1.1379,1.1543,1.1362,1.1362,1518.7856,1729.97098807
1663192800,2022-09-14 22:00:00,SUSHI3S/USDT,1.1525,1.1655,1.1283,1.1283,1689.6238,1931.56877766
1663189200,2022-09-14 21:00:00,SUSHI3S/USDT,1.1955,1.1981,1.1478,1.148,1295.9602,1503.01480659
1663185600,2022-09-14 20:00:00,SUSHI3S/USDT,1.1932,1.1955,1.18,1.1955,1969.4824,2334.34381312
1663182000,2022-09-14 19:00:00,SUSHI3S/USDT,1.2039,1.2381,1.1934,1.1934,5348.8526,6479.02190002
1663178400,2022-09-14 18:00:00,SUSHI3S/USDT,1.1788,1.2514,1.1744,1.193,3693.555,4434.34340889
1663174800,2022-09-14 17:00:00,SUSHI3S/USDT,1.1624,1.1928,1.1574,1.1789,3323.3664,3895.59823394
1663171200,2022-09-14 16:00:00,SUSHI3S/USDT,1.1363,1.1656,1.1363,1.1538,3463.9596,3980.88696105
1663167600,2022-09-14 15:00:00,SUSHI3S/USDT,1.1253,1.1422,1.1194,1.1194,648.3486,735.56403361
1663164000,2022-09-14 14:00:00,SUSHI3S/USDT,1.12,1.17,1.12,1.1209,901.4103,1032.72665802
1663160400,2022-09-14 13:00:00,SUSHI3S/USDT,1.107,1.1789,1.1039,1.1283,3636.2963,4115.61934583
1663156800,2022-09-14 12:00:00,SUSHI3S/USDT,1.1625,1.2038,1.1005,1.1188,4360.0379,5006.85807898
1663153200,2022-09-14 11:00:00,SUSHI3S/USDT,1.137,1.1625,1.1291,1.1579,687.32,785.10391731
1663149600,2022-09-14 10:00:00,SUSHI3S/USDT,1.1698,1.1698,1.137,1.137,831.7613,959.84086055
1663146000,2022-09-14 09:00:00,SUSHI3S/USDT,1.1543,1.17,1.1509,1.154,643.5229,745.27492187
1663142400,2022-09-14 08:00:00,SUSHI3S/USDT,1.18,1.2039,1.1374,1.1471,3028.8407,3542.83285191
1663138800,2022-09-14 07:00:00,SUSHI3S/USDT,1.1474,1.2124,1.1441,1.18,1200.6135,1428.24114856
1663135200,2022-09-14 06:00:00,SUSHI3S/USDT,1.1283,1.1625,1.1283,1.1625,5381.5984,6152.20481933
1663131600,2022-09-14 05:00:00,SUSHI3S/USDT,1.1045,1.139,1.1005,1.1371,1528.3008,1699.93640424
1663128000,2022-09-14 04:00:00,SUSHI3S/USDT,1.1152,1.137,1.1051,1.1061,2597.5718,2899.37754501
1663124400,2022-09-14 03:00:00,SUSHI3S/USDT,1.1416,1.1417,1.1019,1.1305,912.5913,1026.54057839
1663120800,2022-09-14 02:00:00,SUSHI3S/USDT,1.1522,1.1522,1.1283,1.1393,852.7317,973.50382137
1663117200,2022-09-14 01:00:00,SUSHI3S/USDT,1.1522,1.168,1.1158,1.1522,3248.958,3658.88698414
1663113600,2022-09-14 00:00:00,SUSHI3S/USDT,1.1902,1.2207,1.1523,1.1606,1352.0778,1611.50216531
1663110000,2022-09-13 23:00:00,SUSHI3S/USDT,1.1625,1.2036,1.1604,1.2036,3635.7233,4294.65286519
1663106400,2022-09-13 22:00:00,SUSHI3S/USDT,1.1399,1.1801,1.1349,1.1625,1493.91,1729.77670019
1663102800,2022-09-13 21:00:00,SUSHI3S/USDT,1.1224,1.1707,1.1044,1.1464,7414.2814,8304.66340929
1663099200,2022-09-13 20:00:00,SUSHI3S/USDT,1.1104,1.1213,1.0936,1.1213,957.6422,1053.54738826
1663095600,2022-09-13 19:00:00,SUSHI3S/USDT,1.1543,1.186,1.0939,1.1046,5540.0824,6332.41005736
1663092000,2022-09-13 18:00:00,SUSHI3S/USDT,1.0772,1.1543,1.0772,1.1501,2045.8255,2275.98347414
1663088400,2022-09-13 17:00:00,SUSHI3S/USDT,1.1253,1.1254,1.0587,1.0782,5220.2125,5629.91243059
1663084800,2022-09-13 16:00:00,SUSHI3S/USDT,1.1492,1.1581,1.0893,1.1228,5397.0456,6069.62361188
1663081200,2022-09-13 15:00:00,SUSHI3S/USDT,1.1522,1.1694,1.1351,1.1522,12231.1408,13995.20617067
1663077600,2022-09-13 14:00:00,SUSHI3S/USDT,1.1275,1.1789,1.102,1.1523,13800.5908,15622.85283512
1663074000,2022-09-13 13:00:00,SUSHI3S/USDT,1.1254,1.1618,1.1059,1.1341,15771.3912,17766.8123925
1663070400,2022-09-13 12:00:00,SUSHI3S/USDT,0.9595,1.1523,0.9486,1.1347,35049.0815,36403.23581735
1663066800,2022-09-13 11:00:00,SUSHI3S/USDT,0.9758,0.9884,0.933,0.9669,7480.0289,7136.03026472
1663063200,2022-09-13 10:00:00,SUSHI3S/USDT,1.0144,1.0179,0.9827,0.9827,3791.8276,3780.99877154
1663059600,2022-09-13 09:00:00,SUSHI3S/USDT,0.9755,1.0145,0.9497,1.0145,2587.051,2555.72021745
1663056000,2022-09-13 08:00:00,SUSHI3S/USDT,0.9543,0.98,0.9511,0.98,304.4889,294.73813598
1663052400,2022-09-13 07:00:00,SUSHI3S/USDT,0.9925,1.0027,0.9437,0.9721,2239.6847,2123.07541233
1663048800,2022-09-13 06:00:00,SUSHI3S/USDT,1.0097,1.0097,0.9684,1.0047,2176.3422,2137.66488458
1663045200,2022-09-13 05:00:00,SUSHI3S/USDT,1.006,1.0247,0.98,1.0061,641.529,641.62094019
1663041600,2022-09-13 04:00:00,SUSHI3S/USDT,1.0005,1.0106,0.9856,1.0082,1519.3014,1512.99147492
1663038000,2022-09-13 03:00:00,SUSHI3S/USDT,1.0136,1.0312,0.992,0.992,2061.1473,2071.67147251
1663034400,2022-09-13 02:00:00,SUSHI3S/USDT,1.0332,1.0545,1.01,1.01,2904.7695,3017.90871795
1663030800,2022-09-13 01:00:00,SUSHI3S/USDT,1.0221,1.0548,1.0221,1.0324,4095.1184,4293.71735972
1663027200,2022-09-13 00:00:00,SUSHI3S/USDT,0.9905,1.0619,0.9805,1.0277,5165.5136,5294.31173091
1663023600,2022-09-12 23:00:00,SUSHI3S/USDT,0.9944,0.9999,0.9742,0.9757,2585.9035,2536.55165202
1663020000,2022-09-12 22:00:00,SUSHI3S/USDT,0.9863,1.0029,0.9568,0.9865,1247.5895,1235.70161992
1663016400,2022-09-12 21:00:00,SUSHI3S/USDT,0.97,1,0.9618,0.9815,6095.2276,5939.60305414
1663012800,2022-09-12 20:00:00,SUSHI3S/USDT,0.972,0.9741,0.9578,0.959,885.605,857.47773767
1663009200,2022-09-12 19:00:00,SUSHI3S/USDT,0.965,0.98,0.9649,0.972,2911.4495,2824.04535036
1663005600,2022-09-12 18:00:00,SUSHI3S/USDT,0.9494,0.9901,0.9493,0.965,9867.2905,9712.73088532
1663002000,2022-09-12 17:00:00,SUSHI3S/USDT,0.9797,0.98,0.9492,0.9584,6446.3626,6252.38882849
1662998400,2022-09-12 16:00:00,SUSHI3S/USDT,0.953,1.0157,0.953,0.9668,6322.799,6189.66696025
1662994800,2022-09-12 15:00:00,SUSHI3S/USDT,0.8981,0.9632,0.8887,0.9632,18749.9026,17043.7540692
1662991200,2022-09-12 14:00:00,SUSHI3S/USDT,0.8591,0.8971,0.8591,0.8971,557.4303,492.74598725
1662987600,2022-09-12 13:00:00,SUSHI3S/USDT,0.8547,0.8782,0.8525,0.8624,765.2113,656.9148227
1662984000,2022-09-12 12:00:00,SUSHI3S/USDT,0.8452,0.8644,0.8429,0.86,2535.2786,2155.23677476
1662980400,2022-09-12 11:00:00,SUSHI3S/USDT,0.8199,0.8528,0.8199,0.8501,2468.5875,2054.21787801
1662976800,2022-09-12 10:00:00,SUSHI3S/USDT,0.8385,0.8639,0.8077,0.8077,1695.4934,1423.79767288
1662973200,2022-09-12 09:00:00,SUSHI3S/USDT,0.8444,0.8509,0.8166,0.8323,1007.1799,833.13211194
1662969600,2022-09-12 08:00:00,SUSHI3S/USDT,0.8831,0.8949,0.8245,0.8361,6636.4254,5813.37971971
1662966000,2022-09-12 07:00:00,SUSHI3S/USDT,0.882,0.8903,0.8624,0.8866,993.3441,874.0777324
1662962400,2022-09-12 06:00:00,SUSHI3S/USDT,0.9056,0.9106,0.8836,0.8836,1311.9328,1170.25978996
1662958800,2022-09-12 05:00:00,SUSHI3S/USDT,0.9033,0.9222,0.8975,0.9021,444.6854,404.33251142
1662955200,2022-09-12 04:00:00,SUSHI3S/USDT,0.9295,0.9295,0.8988,0.9106,1945.1471,1778.28108635
1662951600,2022-09-12 03:00:00,SUSHI3S/USDT,0.9106,0.9525,0.9021,0.9337,2435.2051,2258.65238819
1662948000,2022-09-12 02:00:00,SUSHI3S/USDT,0.8393,0.9266,0.8346,0.9044,1778.3473,1567.69458507
1662944400,2022-09-12 01:00:00,SUSHI3S/USDT,0.9597,0.9738,0.84,0.8433,16130.0028,14591.49865958
1662940800,2022-09-12 00:00:00,SUSHI3S/USDT,0.9106,0.956,0.9038,0.956,4915.9617,4504.59572964
1662937200,2022-09-11 23:00:00,SUSHI3S/USDT,0.9175,0.9305,0.8934,0.9084,3287.9909,2988.33857526
1662933600,2022-09-11 22:00:00,SUSHI3S/USDT,0.9507,0.9507,0.8954,0.9048,10032.5879,9134.17997189
1662930000,2022-09-11 21:00:00,SUSHI3S/USDT,0.9175,0.9667,0.9088,0.9553,2173.458,2012.03108682
1662926400,2022-09-11 20:00:00,SUSHI3S/USDT,0.8903,0.93,0.888,0.9109,1521.2596,1371.39023338
1662922800,2022-09-11 19:00:00,SUSHI3S/USDT,0.8801,0.8879,0.8801,0.8879,1217.7313,1078.67953274
1662919200,2022-09-11 18:00:00,SUSHI3S/USDT,0.8644,0.8879,0.8622,0.8771,8328.8362,7298.0503015
1662915600,2022-09-11 17:00:00,SUSHI3S/USDT,0.8428,0.8641,0.8424,0.8641,2250.5181,1904.88788392
1662912000,2022-09-11 16:00:00,SUSHI3S/USDT,0.8671,0.8737,0.8425,0.8427,6105.1565,5230.983974
1662908400,2022-09-11 15:00:00,SUSHI3S/USDT,0.8755,0.8755,0.8578,0.8705,591.8167,512.45848754
1662904800,2022-09-11 14:00:00,SUSHI3S/USDT,0.8687,0.9008,0.8524,0.8785,863.5666,756.72892568
1662901200,2022-09-11 13:00:00,SUSHI3S/USDT,0.8637,0.88,0.8637,0.8689,2171.4944,1892.71370125
1662897600,2022-09-11 12:00:00,SUSHI3S/USDT,0.8649,0.8983,0.8522,0.8641,6806.6897,5911.53079802
1662894000,2022-09-11 11:00:00,SUSHI3S/USDT,0.8657,0.8769,0.856,0.8631,7051.0315,6054.04216074
1662890400,2022-09-11 10:00:00,SUSHI3S/USDT,0.8705,0.877,0.853,0.877,54.9005,47.4589131
1662886800,2022-09-11 09:00:00,SUSHI3S/USDT,0.8704,0.8821,0.8622,0.8622,1250.5843,1093.39319942
1662883200,2022-09-11 08:00:00,SUSHI3S/USDT,0.8755,0.8932,0.861,0.8686,181.1095,158.77653106
1662879600,2022-09-11 07:00:00,SUSHI3S/USDT,0.8987,0.9126,0.8653,0.8891,3083.6033,2710.48198293
1662876000,2022-09-11 06:00:00,SUSHI3S/USDT,0.8838,0.9309,0.8838,0.892,15560.429,14115.37290193
1662872400,2022-09-11 05:00:00,SUSHI3S/USDT,0.866,0.8903,0.866,0.8689,5758.365,5114.43382773
1662868800,2022-09-11 04:00:00,SUSHI3S/USDT,0.8473,0.8745,0.8433,0.8679,149.2556,128.27494978
1662865200,2022-09-11 03:00:00,SUSHI3S/USDT,0.8415,0.8575,0.8204,0.8513,2889.8085,2436.33582657
1662861600,2022-09-11 02:00:00,SUSHI3S/USDT,0.8303,0.8449,0.8184,0.8439,1534.3697,1286.04416618
1662858000,2022-09-11 01:00:00,SUSHI3S/USDT,0.8123,0.8272,0.7897,0.8272,137.4651,110.91189265
1662854400,2022-09-11 00:00:00,SUSHI3S/USDT,0.8453,0.8453,0.8102,0.8141,1687.4616,1391.00996669
1662850800,2022-09-10 23:00:00,SUSHI3S/USDT,0.837,0.868,0.81,0.8476,2166.4157,1804.69658577
1662847200,2022-09-10 22:00:00,SUSHI3S/USDT,0.8615,0.8615,0.8148,0.8364,582.721,486.26374099
1662843600,2022-09-10 21:00:00,SUSHI3S/USDT,0.8696,0.8909,0.845,0.8614,4331.462,3707.23596715
1662840000,2022-09-10 20:00:00,SUSHI3S/USDT,0.8696,0.8897,0.8501,0.8689,5661.2257,4940.9442879
1662836400,2022-09-10 19:00:00,SUSHI3S/USDT,0.8228,0.8781,0.8213,0.8781,4253.7853,3591.44904825
1662832800,2022-09-10 18:00:00,SUSHI3S/USDT,0.8167,0.8229,0.8123,0.8229,2948.0784,2406.55643306
1662829200,2022-09-10 17:00:00,SUSHI3S/USDT,0.8123,0.8177,0.7653,0.792,3041.5183,2402.69819542
1662825600,2022-09-10 16:00:00,SUSHI3S/USDT,0.8519,0.8596,0.8,0.8117,14992.0047,12296.33603824
1662822000,2022-09-10 15:00:00,SUSHI3S/USDT,0.8543,0.874,0.8505,0.8528,8531.4246,7286.94641434
1662818400,2022-09-10 14:00:00,SUSHI3S/USDT,0.8617,0.874,0.852,0.8632,2130.4636,1833.80864865
1662814800,2022-09-10 13:00:00,SUSHI3S/USDT,0.8569,0.874,0.8558,0.8635,982.7029,856.82466215
1662811200,2022-09-10 12:00:00,SUSHI3S/USDT,0.8684,0.892,0.85,0.8646,1306.6092,1144.70772448
1662807600,2022-09-10 11:00:00,SUSHI3S/USDT,0.8665,0.9,0.852,0.8536,12807.3877,11420.93925266
1662804000,2022-09-10 10:00:00,SUSHI3S/USDT,0.8867,0.8905,0.8644,0.865,919.8848,808.59479715
1662800400,2022-09-10 09:00:00,SUSHI3S/USDT,0.8905,0.9007,0.8763,0.8964,1580.2765,1402.12036823
1662796800,2022-09-10 08:00:00,SUSHI3S/USDT,0.9039,0.9065,0.8644,0.9018,7021.5431,6294.08016103
1662793200,2022-09-10 07:00:00,SUSHI3S/USDT,0.8532,0.9315,0.853,0.9167,3645.7633,3219.09387359
1662789600,2022-09-10 06:00:00,SUSHI3S/USDT,0.8876,0.8924,0.8372,0.8372,1559.7111,1340.89442016
1662786000,2022-09-10 05:00:00,SUSHI3S/USDT,0.897,0.8982,0.8637,0.8916,568.1737,496.28254729
1662782400,2022-09-10 04:00:00,SUSHI3S/USDT,0.8675,0.9128,0.8416,0.9023,4380.48010168,3859.510161949312
1662778800,2022-09-10 03:00:00,SUSHI3S/USDT,0.8286,0.8675,0.8286,0.8675,646.5621,554.59265291
1662775200,2022-09-10 02:00:00,SUSHI3S/USDT,0.8226,0.8392,0.8226,0.8232,1692.9149,1400.39975706
1662771600,2022-09-10 01:00:00,SUSHI3S/USDT,0.8365,0.8365,0.8001,0.8226,2466.2076,2006.33862036
1662768000,2022-09-10 00:00:00,SUSHI3S/USDT,0.8591,0.8693,0.8365,0.8567,1092.8368,928.67554296
1662764400,2022-09-09 23:00:00,SUSHI3S/USDT,0.8618,0.8866,0.8361,0.8591,1665.7164,1413.04189508
1662760800,2022-09-09 22:00:00,SUSHI3S/USDT,0.8487,0.8645,0.843,0.86,6576.5896,5646.25068336
1662757200,2022-09-09 21:00:00,SUSHI3S/USDT,0.8341,0.8609,0.8336,0.8487,4604.9114,3898.7374264
1662753600,2022-09-09 20:00:00,SUSHI3S/USDT,0.8463,0.8583,0.8347,0.8351,995.2804,838.89941636
1662750000,2022-09-09 19:00:00,SUSHI3S/USDT,0.8734,0.8778,0.8281,0.8281,10132.7894,8712.51742344
1662746400,2022-09-09 18:00:00,SUSHI3S/USDT,0.8928,0.9077,0.8736,0.8794,3479.1279,3118.52297599
1662742800,2022-09-09 17:00:00,SUSHI3S/USDT,0.8757,0.8946,0.8351,0.8874,7127.9945,6254.05065283
1662739200,2022-09-09 16:00:00,SUSHI3S/USDT,0.867,0.8942,0.8645,0.8688,7228.4267,6296.43438223
1662735600,2022-09-09 15:00:00,SUSHI3S/USDT,0.8306,0.871,0.8185,0.871,4129.2347,3473.48697382
1662732000,2022-09-09 14:00:00,SUSHI3S/USDT,0.8342,0.8484,0.8083,0.8274,19749.3524,16301.2533992
1662728400,2022-09-09 13:00:00,SUSHI3S/USDT,0.8344,0.8552,0.8186,0.8357,18979.4704,15813.71329733
1662724800,2022-09-09 12:00:00,SUSHI3S/USDT,0.8681,0.8797,0.8,0.8345,12755.769,10698.35806152
1662721200,2022-09-09 11:00:00,SUSHI3S/USDT,0.8729,0.8951,0.8528,0.8841,8905.0384,7802.77893831
1662717600,2022-09-09 10:00:00,SUSHI3S/USDT,0.86,0.8974,0.8564,0.8757,3969.9402,3462.64484508
1662714000,2022-09-09 09:00:00,SUSHI3S/USDT,0.8285,0.8856,0.8285,0.8604,1877.0425,1622.01778466
1662710400,2022-09-09 08:00:00,SUSHI3S/USDT,0.8893,0.8893,0.8001,0.8265,7826.2886,6382.63958379
1662706800,2022-09-09 07:00:00,SUSHI3S/USDT,0.8989,0.9115,0.8812,0.8812,4190.1733,3780.81812372
1662703200,2022-09-09 06:00:00,SUSHI3S/USDT,0.9042,0.9159,0.8906,0.8966,1102.7609,989.9518483
1662699600,2022-09-09 05:00:00,SUSHI3S/USDT,0.8783,0.9051,0.8783,0.9018,445.9414,395.73413936
1662696000,2022-09-09 04:00:00,SUSHI3S/USDT,0.9037,0.9134,0.8671,0.8783,4096.426,3604.62935261
1662692400,2022-09-09 03:00:00,SUSHI3S/USDT,0.9357,0.9357,0.8601,0.9075,3777.2484,3343.09165639
1662688800,2022-09-09 02:00:00,SUSHI3S/USDT,0.9218,0.9575,0.9044,0.9355,3892.3024,3613.84987729
1662685200,2022-09-09 01:00:00,SUSHI3S/USDT,0.8984,0.9363,0.8844,0.9225,3537.8552,3204.20196264
1662681600,2022-09-09 00:00:00,SUSHI3S/USDT,0.8578,0.9036,0.8578,0.9013,2944.1603,2625.72803654
1662678000,2022-09-08 23:00:00,SUSHI3S/USDT,0.8972,0.8972,0.8765,0.8823,870.5399,775.00225323
1662674400,2022-09-08 22:00:00,SUSHI3S/USDT,0.8779,0.903,0.8577,0.8967,21122.7251,18316.20123404
1662670800,2022-09-08 21:00:00,SUSHI3S/USDT,0.9114,0.913,0.8778,0.884,4446.8909,3937.2790342
1662667200,2022-09-08 20:00:00,SUSHI3S/USDT,0.9149,0.9226,0.8797,0.8928,891.1961,806.12861007
1662663600,2022-09-08 19:00:00,SUSHI3S/USDT,0.9092,0.9383,0.906,0.9226,4678.9819,4316.37010886
1662660000,2022-09-08 18:00:00,SUSHI3S/USDT,0.9361,0.9443,0.8783,0.9045,11118.8114,10088.83143443
