https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FLUX,Volume USDT
1653523200,2022-05-26 00:00:00,FLUX/USDT,0.7364,0.7632,0.6632,0.6671,6150520.69534232,4283541.286385283127
1653436800,2022-05-25 00:00:00,FLUX/USDT,0.7312,0.8814,0.7198,0.7355,10668545.37012853,8351759.909093472052
1653350400,2022-05-24 00:00:00,FLUX/USDT,0.6916,0.745,0.6638,0.7297,3461444.11723334,2435352.491526450674
1653264000,2022-05-23 00:00:00,FLUX/USDT,0.6969,0.74,0.6832,0.6916,3811944.13726441,2719859.754870695888
1653177600,2022-05-22 00:00:00,FLUX/USDT,0.6941,0.7149,0.6688,0.6964,3103892.24484347,2142832.434454501247
1653091200,2022-05-21 00:00:00,FLUX/USDT,0.6701,0.7072,0.6556,0.694,3195836.58960576,2185407.709716628933
1653004800,2022-05-20 00:00:00,FLUX/USDT,0.7137,0.7578,0.6384,0.6701,5590258.05622647,3795377.733468229051
1652918400,2022-05-19 00:00:00,FLUX/USDT,0.6426,0.7476,0.6265,0.7129,4334483.88802789,2995903.391529066747
1652832000,2022-05-18 00:00:00,FLUX/USDT,0.7489,0.7557,0.6357,0.6426,2474395.02128564,1681079.467182338974
1652745600,2022-05-17 00:00:00,FLUX/USDT,0.7084,0.7647,0.69,0.7485,2648247.59240639,1941305.811441383719
1652659200,2022-05-16 00:00:00,FLUX/USDT,0.7835,0.7835,0.6916,0.7084,2609107.85999392,1875708.575672123244
1652572800,2022-05-15 00:00:00,FLUX/USDT,0.7349,0.8556,0.683,0.781,3675534.50717022,2699237.1590454222
1652486400,2022-05-14 00:00:00,FLUX/USDT,0.705,0.7922,0.61,0.7343,4679215.35407356,3203829.720600520416
1652400000,2022-05-13 00:00:00,FLUX/USDT,0.6078,0.9287,0.5836,0.7037,5097347.67891158,3913387.027401812185
1652313600,2022-05-12 00:00:00,FLUX/USDT,0.6192,0.671,0.5424,0.6057,5823059.85138111,3527531.657701567276
1652227200,2022-05-11 00:00:00,FLUX/USDT,0.9249,0.9602,0.5938,0.6192,10803727.15932779,7834406.937075850017
1652140800,2022-05-10 00:00:00,FLUX/USDT,1.002,1.0921,0.8109,0.9255,9540079.67786618,9326351.160244496045
1652054400,2022-05-09 00:00:00,FLUX/USDT,1.2535,1.2874,1,1.002,7895877.36143122,8920093.359929428862
1651968000,2022-05-08 00:00:00,FLUX/USDT,1.2221,1.3168,1.1576,1.252,4133493.26670673,5164782.792858030635
1651881600,2022-05-07 00:00:00,FLUX/USDT,1.3378,1.3489,1.1851,1.2212,2984862.39673986,3784523.794986694459
1651795200,2022-05-06 00:00:00,FLUX/USDT,1.3796,1.4571,1.3,1.3372,4508036.32107827,6129185.152787481438
1651708800,2022-05-05 00:00:00,FLUX/USDT,1.5775,1.723,1.3314,1.3793,6790401.88264281,10290789.456471140756
1651622400,2022-05-04 00:00:00,FLUX/USDT,1.4798,1.6407,1.4634,1.5762,5886541.21147198,9053914.667106294047
1651536000,2022-05-03 00:00:00,FLUX/USDT,1.5295,1.95,1.4546,1.4793,15274639.48783394,26072627.366413342265
1651449600,2022-05-02 00:00:00,FLUX/USDT,1.3655,1.6009,1.3582,1.5287,5197078.44971321,7696268.887706521068
1651363200,2022-05-01 00:00:00,FLUX/USDT,1.293,1.4054,1.2738,1.3663,4667194.17741356,6265876.937901625385
1651276800,2022-04-30 00:00:00,FLUX/USDT,1.4779,1.5005,1.2715,1.293,4229611.46575748,5910058.05603166483
1651190400,2022-04-29 00:00:00,FLUX/USDT,1.376,1.5567,1.3331,1.4775,5318158.08623159,7643042.338923976068
1651104000,2022-04-28 00:00:00,FLUX/USDT,1.3309,1.4538,1.3039,1.3756,1774793.0276052,2406402.941281798996
1651017600,2022-04-27 00:00:00,FLUX/USDT,1.2892,1.4355,1.2772,1.3299,2907274.19844378,3870921.390912447738
1650931200,2022-04-26 00:00:00,FLUX/USDT,1.3623,1.3799,1.27,1.2889,1616198.87246809,2137770.76716217873
1650844800,2022-04-25 00:00:00,FLUX/USDT,1.3086,1.3692,1.2635,1.3618,1716352.36122598,2242502.814524392808
1650758400,2022-04-24 00:00:00,FLUX/USDT,1.3815,1.3895,1.3084,1.3084,1008208.75612084,1355989.995120622495
1650672000,2022-04-23 00:00:00,FLUX/USDT,1.3967,1.4129,1.3781,1.3801,580926.7944588,809947.381448947989
1650585600,2022-04-22 00:00:00,FLUX/USDT,1.3995,1.4353,1.3805,1.3963,1051455.47720383,1476455.367194378951
1650499200,2022-04-21 00:00:00,FLUX/USDT,1.4373,1.4829,1.3912,1.3993,958744.13150369,1385757.890245571553
1650412800,2022-04-20 00:00:00,FLUX/USDT,1.4764,1.5006,1.4195,1.4372,1206862.14918709,1762864.863658813123
1650326400,2022-04-19 00:00:00,FLUX/USDT,1.4147,1.51,1.4072,1.4755,1219323.36060967,1787123.709249699535
1650240000,2022-04-18 00:00:00,FLUX/USDT,1.4423,1.4474,1.3531,1.4144,1504619.41641024,2102374.117168870324
1650153600,2022-04-17 00:00:00,FLUX/USDT,1.4699,1.49,1.4413,1.4437,598662.9137076,877244.685492333652
1650067200,2022-04-16 00:00:00,FLUX/USDT,1.5166,1.5267,1.4564,1.4691,652707.03178592,967561.362498202904
1649980800,2022-04-15 00:00:00,FLUX/USDT,1.4495,1.5248,1.4458,1.5152,905203.84095335,1343288.962300470484
1649894400,2022-04-14 00:00:00,FLUX/USDT,1.5027,1.5601,1.4365,1.4499,1607662.60051944,2400092.112839692224
1649808000,2022-04-13 00:00:00,FLUX/USDT,1.4735,1.5382,1.4406,1.5022,1426968.78522023,2125887.609670793957
1649721600,2022-04-12 00:00:00,FLUX/USDT,1.4487,1.5225,1.4315,1.474,1600953.53920986,2358128.559250999642
1649635200,2022-04-11 00:00:00,FLUX/USDT,1.5941,1.6389,1.3791,1.4477,3017476.17050365,4537926.137710927332
1649548800,2022-04-10 00:00:00,FLUX/USDT,1.5441,1.6846,1.5378,1.5925,2161724.24751895,3492135.320319821601
1649462400,2022-04-09 00:00:00,FLUX/USDT,1.5465,1.579,1.5015,1.5435,1413226.53989549,2173475.052030462302
1649376000,2022-04-08 00:00:00,FLUX/USDT,1.6296,1.6668,1.5322,1.5459,1758519.75429396,2843128.406165436148
1649289600,2022-04-07 00:00:00,FLUX/USDT,1.6388,1.68,1.5904,1.6283,1204972.03192945,1968341.693155323427
1649203200,2022-04-06 00:00:00,FLUX/USDT,1.81,1.8166,1.6141,1.6375,1843598.91992497,3124931.826673189928
1649116800,2022-04-05 00:00:00,FLUX/USDT,1.8573,1.8939,1.7953,1.81,913831.83638817,1687373.906559480488
1649030400,2022-04-04 00:00:00,FLUX/USDT,1.8988,1.9065,1.793,1.8563,1032302.66090675,1915332.966329517867
1648944000,2022-04-03 00:00:00,FLUX/USDT,1.9085,1.9751,1.8585,1.8993,1493986.75083664,2863723.932154871043
1648857600,2022-04-02 00:00:00,FLUX/USDT,1.7895,2,1.7775,1.9065,3015279.93261579,5776446.980170132539
1648771200,2022-04-01 00:00:00,FLUX/USDT,1.7503,1.836,1.6778,1.7895,1809399.30376627,3188310.901131993869
1648684800,2022-03-31 00:00:00,FLUX/USDT,1.8683,1.9123,1.7111,1.7495,2806649.21281509,5062890.103164773497
1648598400,2022-03-30 00:00:00,FLUX/USDT,1.8177,2.0888,1.8143,1.8682,6251538.67794014,12253809.66615292102
1648512000,2022-03-29 00:00:00,FLUX/USDT,1.6728,1.95,1.6699,1.8177,4289309.37890948,7872287.336757515371
1648425600,2022-03-28 00:00:00,FLUX/USDT,1.6742,1.7734,1.6383,1.6717,2183694.83870158,3713302.7381188585
1648339200,2022-03-27 00:00:00,FLUX/USDT,1.5852,1.6877,1.5823,1.6742,1082240.12350497,1758631.437492837163
1648252800,2022-03-26 00:00:00,FLUX/USDT,1.5696,1.6061,1.55,1.5852,867925.25914468,1367550.108442768376
1648166400,2022-03-25 00:00:00,FLUX/USDT,1.5995,1.6429,1.55,1.5666,1019563.04079863,1630932.441395510715
1648080000,2022-03-24 00:00:00,FLUX/USDT,1.5033,1.692,1.4906,1.5952,3364742.46761257,5403728.688572686893
1647993600,2022-03-23 00:00:00,FLUX/USDT,1.4933,1.5033,1.4677,1.5032,542923.91135185,805974.517291984514
1647907200,2022-03-22 00:00:00,FLUX/USDT,1.4774,1.52,1.4608,1.4913,866675.12908485,1290133.036534389385
1647820800,2022-03-21 00:00:00,FLUX/USDT,1.4461,1.485,1.419,1.4755,874485.9873114,1266117.173258944873
1647734400,2022-03-20 00:00:00,FLUX/USDT,1.4639,1.4688,1.4306,1.4447,661901.49772239,956123.977053117202
1647648000,2022-03-19 00:00:00,FLUX/USDT,1.4368,1.4987,1.4294,1.4639,1242520.43658204,1817907.055963873329
1647561600,2022-03-18 00:00:00,FLUX/USDT,1.4379,1.4416,1.3974,1.4359,888210.9055537,1258715.706877127576
1647475200,2022-03-17 00:00:00,FLUX/USDT,1.4424,1.4738,1.4281,1.4383,618240.32436499,895256.646639835451
1647388800,2022-03-16 00:00:00,FLUX/USDT,1.409,1.4589,1.393,1.4423,1726780.66594034,2453385.347253985384
1647302400,2022-03-15 00:00:00,FLUX/USDT,1.4181,1.4277,1.3702,1.4084,1407733.67215395,1968755.303048920369
1647216000,2022-03-14 00:00:00,FLUX/USDT,1.4253,1.4404,1.3848,1.4175,1000311.05278135,1411086.661917429853
1647129600,2022-03-13 00:00:00,FLUX/USDT,1.4906,1.5253,1.4136,1.4241,1706530.58837169,2497535.506116378517
1647043200,2022-03-12 00:00:00,FLUX/USDT,1.3859,1.5531,1.3832,1.4903,3103189.58023249,4607646.56121984072
1646956800,2022-03-11 00:00:00,FLUX/USDT,1.4528,1.6715,1.3798,1.384,9762095.0222914,14884346.180639577905
1646870400,2022-03-10 00:00:00,FLUX/USDT,1.3726,1.4705,1.3198,1.4512,3569423.33085894,4920490.249448134441
1646784000,2022-03-09 00:00:00,FLUX/USDT,1.3207,1.4325,1.31,1.3723,2744279.12487575,3788256.307438746725
1646697600,2022-03-08 00:00:00,FLUX/USDT,1.3289,1.3625,1.31,1.3201,2500993.87701042,3324312.535823673594
1646611200,2022-03-07 00:00:00,FLUX/USDT,1.3423,1.3957,1.3022,1.3276,2865470.1738577,3852886.498992231728
1646524800,2022-03-06 00:00:00,FLUX/USDT,1.4009,1.4211,1.3283,1.3422,1711753.70723312,2347525.069274501734
1646438400,2022-03-05 00:00:00,FLUX/USDT,1.3455,1.42,1.3166,1.401,1809943.3376174,2475145.348194495588
1646352000,2022-03-04 00:00:00,FLUX/USDT,1.4398,1.4398,1.314,1.3455,3015622.61547842,4181573.633453848604
1646265600,2022-03-03 00:00:00,FLUX/USDT,1.4791,1.5112,1.3944,1.4398,2446867.10298248,3536156.641414376565
1646179200,2022-03-02 00:00:00,FLUX/USDT,1.5391,1.5634,1.4422,1.479,3150459.87377867,4724522.59144874624
1646092800,2022-03-01 00:00:00,FLUX/USDT,1.5087,1.5587,1.48,1.5384,3723873.04699683,5660135.435041624435
1646006400,2022-02-28 00:00:00,FLUX/USDT,1.3084,1.5256,1.2917,1.507,4130051.95349041,5838358.519134110492
1645920000,2022-02-27 00:00:00,FLUX/USDT,1.3876,1.4344,1.2756,1.3086,2870448.85167194,3897390.555243588836
1645833600,2022-02-26 00:00:00,FLUX/USDT,1.4065,1.4749,1.3756,1.3875,2614538.53989,3739253.648331570303
1645747200,2022-02-25 00:00:00,FLUX/USDT,1.2639,1.4598,1.2473,1.4087,4841504.98624896,6612678.989975861287
1645660800,2022-02-24 00:00:00,FLUX/USDT,1.3578,1.3597,1.1298,1.2636,8546411.9288822,10245839.102216280417
1645574400,2022-02-23 00:00:00,FLUX/USDT,1.3676,1.4391,1.3421,1.3556,2570290.35481552,3572331.548608473448
1645488000,2022-02-22 00:00:00,FLUX/USDT,1.3161,1.4,1.2631,1.3661,3152207.31699822,4210876.716000185682
1645401600,2022-02-21 00:00:00,FLUX/USDT,1.3459,1.4843,1.3113,1.315,5192603.1414725,7240931.739658023325
1645315200,2022-02-20 00:00:00,FLUX/USDT,1.5056,1.5096,1.31,1.3458,3626529.59345053,4984215.384257511763
1645228800,2022-02-19 00:00:00,FLUX/USDT,1.5142,1.5457,1.4751,1.5043,1512568.50506484,2286942.063691708187
1645142400,2022-02-18 00:00:00,FLUX/USDT,1.5617,1.6067,1.4944,1.5142,2871689.692036,4439170.455152555128
1645056000,2022-02-17 00:00:00,FLUX/USDT,1.7201,1.7255,1.5393,1.5633,2538055.58634538,4150924.671942693976
1644969600,2022-02-16 00:00:00,FLUX/USDT,1.7581,1.7628,1.6394,1.7198,2478006.19330661,4210735.246308610641
1644883200,2022-02-15 00:00:00,FLUX/USDT,1.6259,1.7789,1.6177,1.757,3894718.15220391,6708286.134371344733
1644796800,2022-02-14 00:00:00,FLUX/USDT,1.6476,1.6836,1.5774,1.6251,3160219.43635993,5125684.232456605715
1644710400,2022-02-13 00:00:00,FLUX/USDT,1.5945,1.7427,1.5757,1.6467,3478379.23491734,5760933.4021324278
1644624000,2022-02-12 00:00:00,FLUX/USDT,1.5858,1.6933,1.47,1.5915,4491678.03729965,7129651.888583294715
1644537600,2022-02-11 00:00:00,FLUX/USDT,1.7273,1.8,1.5458,1.5839,4031129.67661391,6753252.655776114109
