https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADS,Volume USDT
1643500800,2022-01-30 00:00:00,ADS/USDT,0.2185,0.2246,0.2177,0.2235,321320.20448631,70750.805021578785
1643414400,2022-01-29 00:00:00,ADS/USDT,0.2199,0.2264,0.2176,0.2197,381540.69898217,84863.698236848926
1643328000,2022-01-28 00:00:00,ADS/USDT,0.213,0.223,0.2129,0.2212,441131.26503674,96193.217851595067
1643241600,2022-01-27 00:00:00,ADS/USDT,0.2127,0.2143,0.2082,0.2135,365646.9829259,77369.271326124277
1643155200,2022-01-26 00:00:00,ADS/USDT,0.2005,0.2273,0.1979,0.2136,624992.49711118,131174.041031362417
1643068800,2022-01-25 00:00:00,ADS/USDT,0.2,0.201,0.1938,0.2004,154396.51662997,30687.999186396496
1642982400,2022-01-24 00:00:00,ADS/USDT,0.2045,0.2045,0.1919,0.2001,321248.51524843,63572.321977456454
1642896000,2022-01-23 00:00:00,ADS/USDT,0.2018,0.2109,0.2009,0.2043,431738.70972841,88942.989789457255
1642809600,2022-01-22 00:00:00,ADS/USDT,0.2126,0.2136,0.201,0.2022,344057.47301038,71284.233832602114
1642723200,2022-01-21 00:00:00,ADS/USDT,0.2271,0.2276,0.2112,0.2122,391666.71921577,84941.353230647458
1642636800,2022-01-20 00:00:00,ADS/USDT,0.2269,0.2346,0.2216,0.2275,399000.83427661,90136.207653581198
1642550400,2022-01-19 00:00:00,ADS/USDT,0.2332,0.235,0.2194,0.2271,557033.84153294,125688.592364091519
1642464000,2022-01-18 00:00:00,ADS/USDT,0.2368,0.2414,0.2257,0.2337,383886.59846354,89381.692013782916
1642377600,2022-01-17 00:00:00,ADS/USDT,0.2437,0.2446,0.2338,0.2373,382797.4321572,91703.899301303095
1642291200,2022-01-16 00:00:00,ADS/USDT,0.2537,0.2565,0.24,0.2443,596300.06151306,147284.396407475869
1642204800,2022-01-15 00:00:00,ADS/USDT,0.2543,0.2783,0.2412,0.2549,841487.5720681,218618.390665644736
1642118400,2022-01-14 00:00:00,ADS/USDT,0.2576,0.26,0.248,0.2545,223362.36680666,56633.706723973959
1642032000,2022-01-13 00:00:00,ADS/USDT,0.2558,0.2717,0.2537,0.2579,891868.13737302,232472.803655826945
1641945600,2022-01-12 00:00:00,ADS/USDT,0.2975,0.2982,0.2554,0.2555,1354683.68270265,368359.820765757133
1641859200,2022-01-11 00:00:00,ADS/USDT,0.2797,0.2985,0.2797,0.298,376206.97731484,108233.439499137171
1641772800,2022-01-10 00:00:00,ADS/USDT,0.308,0.3097,0.2792,0.2805,448085.89629695,131103.439977407831
1641686400,2022-01-09 00:00:00,ADS/USDT,0.307,0.3195,0.2919,0.3089,465110.1146712,141442.278618781439
1641600000,2022-01-08 00:00:00,ADS/USDT,0.3198,0.3245,0.2888,0.3072,442777.20747905,136320.9185874858
1641513600,2022-01-07 00:00:00,ADS/USDT,0.3286,0.3541,0.3111,0.3197,454948.74810692,149518.743397595175
1641427200,2022-01-06 00:00:00,ADS/USDT,0.3408,0.3462,0.302,0.3286,735395.28324162,239401.503878282002
1641340800,2022-01-05 00:00:00,ADS/USDT,0.409,0.4096,0.33,0.3414,840389.70014392,312186.242338943981
1641254400,2022-01-04 00:00:00,ADS/USDT,0.343,0.485,0.3388,0.4085,1301969.96476156,525917.43990096591
1641168000,2022-01-03 00:00:00,ADS/USDT,0.3353,0.3465,0.321,0.3438,467399.65540051,157398.085789800458
1641081600,2022-01-02 00:00:00,ADS/USDT,0.3695,0.3827,0.327,0.3362,552731.77350567,198119.549658859995
1640995200,2022-01-01 00:00:00,ADS/USDT,0.339,0.3738,0.3365,0.3686,342167.4045508,119408.285750958744
1640908800,2021-12-31 00:00:00,ADS/USDT,0.3427,0.3622,0.3371,0.3398,461374.15601145,161180.99122592031
1640822400,2021-12-30 00:00:00,ADS/USDT,0.3187,0.3724,0.3055,0.3434,1054909.25906656,345872.359723658144
1640736000,2021-12-29 00:00:00,ADS/USDT,0.3422,0.346,0.3112,0.3197,1625210.98264697,532303.189559523967
1640649600,2021-12-28 00:00:00,ADS/USDT,0.3584,0.363,0.3311,0.3407,1163334.9789289,404121.728253740201
