https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WSIENNA,Volume USDT
1663369200,2022-09-16 23:00:00,WSIENNA/USDT,0.7063,0.7154,0.6989,0.7131,15317.6328,10862.14463611
1663365600,2022-09-16 22:00:00,WSIENNA/USDT,0.7004,0.7063,0.6883,0.7063,17401.695,12147.08426013
1663362000,2022-09-16 21:00:00,WSIENNA/USDT,0.6991,0.7036,0.6909,0.7004,21475.7383,15022.41938165
1663358400,2022-09-16 20:00:00,WSIENNA/USDT,0.6941,0.7049,0.6903,0.7036,14007.0464,9783.8517338
1663354800,2022-09-16 19:00:00,WSIENNA/USDT,0.7007,0.7049,0.6919,0.6973,18167.3062,12724.23098336
1663351200,2022-09-16 18:00:00,WSIENNA/USDT,0.7058,0.7083,0.6979,0.7047,15863.2315,11150.89642148
1663347600,2022-09-16 17:00:00,WSIENNA/USDT,0.7089,0.7165,0.6979,0.7053,20048.3763,14170.82709732
1663344000,2022-09-16 16:00:00,WSIENNA/USDT,0.7192,0.7241,0.6922,0.7087,17716.3364,12558.36651957
1663340400,2022-09-16 15:00:00,WSIENNA/USDT,0.7043,0.7567,0.696,0.7244,21122.9182,15164.29176766
1663336800,2022-09-16 14:00:00,WSIENNA/USDT,0.7042,0.7209,0.699,0.7099,15572.2956,11015.58459426
1663333200,2022-09-16 13:00:00,WSIENNA/USDT,0.7105,0.7176,0.6988,0.7036,13762.6077,9748.85099166
1663329600,2022-09-16 12:00:00,WSIENNA/USDT,0.7092,0.7219,0.699,0.714,22515.1667,15980.99829799
1663326000,2022-09-16 11:00:00,WSIENNA/USDT,0.703,0.7159,0.6989,0.7091,11510.6832,8151.55698643
1663322400,2022-09-16 10:00:00,WSIENNA/USDT,0.7055,0.7158,0.698,0.7068,10232.9308,7249.63178069
1663318800,2022-09-16 09:00:00,WSIENNA/USDT,0.7255,0.7274,0.7031,0.7053,17766.8936,12634.95079101
1663315200,2022-09-16 08:00:00,WSIENNA/USDT,0.7227,0.7406,0.7227,0.7247,4657.8106,3406.5514049
1663311600,2022-09-16 07:00:00,WSIENNA/USDT,0.7096,0.7285,0.7057,0.7231,18487.6617,13160.71994967
1663308000,2022-09-16 06:00:00,WSIENNA/USDT,0.7076,0.7162,0.7011,0.7138,7688.4981,5458.02067711
1663304400,2022-09-16 05:00:00,WSIENNA/USDT,0.7026,0.7139,0.6969,0.7077,7041.4253,4973.70587754
1663300800,2022-09-16 04:00:00,WSIENNA/USDT,0.7048,0.7137,0.694,0.7026,10393.6351,7312.66170267
1663297200,2022-09-16 03:00:00,WSIENNA/USDT,0.701,0.7107,0.698,0.7048,6114.8187,4318.98310481
1663293600,2022-09-16 02:00:00,WSIENNA/USDT,0.711,0.7156,0.6962,0.7048,20190.2214,14225.56775914
1663290000,2022-09-16 01:00:00,WSIENNA/USDT,0.7033,0.7183,0.6986,0.711,11306.1811,8008.59581988
1663286400,2022-09-16 00:00:00,WSIENNA/USDT,0.7029,0.7089,0.692,0.7044,14717.2918,10324.65316245
1663282800,2022-09-15 23:00:00,WSIENNA/USDT,0.7092,0.7164,0.6969,0.7066,23539.7552,16629.09920678
1663279200,2022-09-15 22:00:00,WSIENNA/USDT,0.7061,0.717,0.6999,0.7133,14556.3962,10317.3179658
1663275600,2022-09-15 21:00:00,WSIENNA/USDT,0.707,0.7155,0.7058,0.7105,12183.8442,8654.16571224
1663272000,2022-09-15 20:00:00,WSIENNA/USDT,0.704,0.7158,0.6977,0.7101,16791.6631,11881.71015457
1663268400,2022-09-15 19:00:00,WSIENNA/USDT,0.7232,0.7265,0.702,0.7039,20552.7121,14663.35379803
1663264800,2022-09-15 18:00:00,WSIENNA/USDT,0.7181,0.7366,0.7117,0.7265,23041.1441,16691.42218345
1663261200,2022-09-15 17:00:00,WSIENNA/USDT,0.7164,0.7265,0.7092,0.7181,16801.4489,12079.90299906
1663257600,2022-09-15 16:00:00,WSIENNA/USDT,0.7011,0.7254,0.6923,0.7173,13098.0458,9244.9769155
1663254000,2022-09-15 15:00:00,WSIENNA/USDT,0.7098,0.7188,0.6915,0.7046,35319.7807,24973.07427778
1663250400,2022-09-15 14:00:00,WSIENNA/USDT,0.714,0.7201,0.7032,0.7154,21638.0774,15436.52098094
1663246800,2022-09-15 13:00:00,WSIENNA/USDT,0.7271,0.7274,0.7118,0.7183,13702.5166,9870.80901526
1663243200,2022-09-15 12:00:00,WSIENNA/USDT,0.7299,0.7345,0.7161,0.7285,16417.7794,11960.94006462
1663239600,2022-09-15 11:00:00,WSIENNA/USDT,0.7564,0.7691,0.7193,0.7305,24527.4183,18218.95091283
1663236000,2022-09-15 10:00:00,WSIENNA/USDT,0.7578,0.7679,0.7491,0.7569,17005.0767,12935.83511268
1663232400,2022-09-15 09:00:00,WSIENNA/USDT,0.7655,0.7668,0.7548,0.7613,10803.9705,8230.5005773
1663228800,2022-09-15 08:00:00,WSIENNA/USDT,0.773,0.7775,0.7549,0.7617,9507.2733,7253.31353534
1663225200,2022-09-15 07:00:00,WSIENNA/USDT,0.7672,0.7779,0.7581,0.7773,6986.4152,5395.87667418
1663221600,2022-09-15 06:00:00,WSIENNA/USDT,0.7648,0.7768,0.7563,0.765,2321.0697,1777.91322607
1663218000,2022-09-15 05:00:00,WSIENNA/USDT,0.7463,0.7679,0.7459,0.7666,4703.2625,3560.40327952
1663214400,2022-09-15 04:00:00,WSIENNA/USDT,0.7556,0.7568,0.7459,0.7463,18620.1599,14010.31450779
1663210800,2022-09-15 03:00:00,WSIENNA/USDT,0.7612,0.7652,0.747,0.7556,8817.316,6681.57532346
1663207200,2022-09-15 02:00:00,WSIENNA/USDT,0.7708,0.7754,0.76,0.7655,16149.686,12367.56986752
1663203600,2022-09-15 01:00:00,WSIENNA/USDT,0.773,0.7755,0.7541,0.7752,28444.0146,21815.92017038
1663200000,2022-09-15 00:00:00,WSIENNA/USDT,0.7645,0.7757,0.7573,0.7716,16227.0993,12420.51748576
1663196400,2022-09-14 23:00:00,WSIENNA/USDT,0.77,0.7756,0.7537,0.769,16239.819,12457.95435576
1663192800,2022-09-14 22:00:00,WSIENNA/USDT,0.7592,0.7812,0.7551,0.7683,20213.4462,15520.70674325
1663189200,2022-09-14 21:00:00,WSIENNA/USDT,0.7653,0.7766,0.752,0.7592,11921.6759,9104.1970449
1663185600,2022-09-14 20:00:00,WSIENNA/USDT,0.7543,0.7691,0.7521,0.7691,4682.8847,3570.23840967
1663182000,2022-09-14 19:00:00,WSIENNA/USDT,0.7658,0.7732,0.7383,0.7559,12806.6631,9650.19549995
1663178400,2022-09-14 18:00:00,WSIENNA/USDT,0.7491,0.7666,0.7401,0.7658,9366.3023,7049.13594651
1663174800,2022-09-14 17:00:00,WSIENNA/USDT,0.7376,0.7612,0.7297,0.7486,10378.0812,7656.07568131
1663171200,2022-09-14 16:00:00,WSIENNA/USDT,0.74,0.7435,0.722,0.7378,35171.1455,25870.36830475
1663167600,2022-09-14 15:00:00,WSIENNA/USDT,0.7456,0.7483,0.7282,0.7397,15958.3716,11855.22567299
1663164000,2022-09-14 14:00:00,WSIENNA/USDT,0.7471,0.7561,0.7357,0.7421,23570.032,17558.25092008
1663160400,2022-09-14 13:00:00,WSIENNA/USDT,0.7299,0.7499,0.7278,0.7472,14921.6833,11003.06709309
1663156800,2022-09-14 12:00:00,WSIENNA/USDT,0.7371,0.7376,0.724,0.7333,20399.1446,14949.20037195
1663153200,2022-09-14 11:00:00,WSIENNA/USDT,0.7447,0.7544,0.7303,0.7341,17687.3265,13165.28358383
1663149600,2022-09-14 10:00:00,WSIENNA/USDT,0.7485,0.7549,0.7402,0.7488,15805.9587,11832.25070973
1663146000,2022-09-14 09:00:00,WSIENNA/USDT,0.7407,0.7589,0.7403,0.7516,18289.6661,13725.86390532
1663142400,2022-09-14 08:00:00,WSIENNA/USDT,0.7287,0.7487,0.7145,0.7451,15960.8448,11715.69804987
1663138800,2022-09-14 07:00:00,WSIENNA/USDT,0.7276,0.7476,0.723,0.7331,18421.3775,13574.47919063
1663135200,2022-09-14 06:00:00,WSIENNA/USDT,0.7299,0.7464,0.7233,0.7272,20787.6831,15286.26281921
1663131600,2022-09-14 05:00:00,WSIENNA/USDT,0.723,0.7397,0.7226,0.7245,13132.6653,9570.58611795
1663128000,2022-09-14 04:00:00,WSIENNA/USDT,0.7216,0.7307,0.7158,0.7274,23263.8368,16824.63617851
1663124400,2022-09-14 03:00:00,WSIENNA/USDT,0.7309,0.7374,0.7209,0.7255,20195.5707,14702.34075621
1663120800,2022-09-14 02:00:00,WSIENNA/USDT,0.7308,0.7417,0.724,0.7354,12008.2748,8810.80347031
1663117200,2022-09-14 01:00:00,WSIENNA/USDT,0.7262,0.7442,0.723,0.726,12807.2099,9398.17223343
1663113600,2022-09-14 00:00:00,WSIENNA/USDT,0.7354,0.7409,0.7149,0.7299,25070.2767,18228.87214152
1663110000,2022-09-13 23:00:00,WSIENNA/USDT,0.7323,0.742,0.7215,0.7355,10257.8237,7511.74427307
1663106400,2022-09-13 22:00:00,WSIENNA/USDT,0.7295,0.74,0.7238,0.7322,15456.3224,11304.12618006
1663102800,2022-09-13 21:00:00,WSIENNA/USDT,0.7461,0.7472,0.7272,0.7333,6605.4651,4871.7756199
1663099200,2022-09-13 20:00:00,WSIENNA/USDT,0.7395,0.7627,0.73,0.7414,14388.2386,10777.52702488
1663095600,2022-09-13 19:00:00,WSIENNA/USDT,0.7326,0.7453,0.7177,0.737,7704.3811,5624.33878233
1663092000,2022-09-13 18:00:00,WSIENNA/USDT,0.7448,0.7486,0.73,0.7326,19131.7948,14178.85864892
1663088400,2022-09-13 17:00:00,WSIENNA/USDT,0.7501,0.7543,0.7369,0.7464,6826.2545,5087.3121146
1663084800,2022-09-13 16:00:00,WSIENNA/USDT,0.7324,0.7548,0.7315,0.7504,9110.2811,6791.2054112
1663081200,2022-09-13 15:00:00,WSIENNA/USDT,0.7448,0.7521,0.7309,0.7364,4066.7097,3009.95122719
1663077600,2022-09-13 14:00:00,WSIENNA/USDT,0.7573,0.7575,0.7401,0.7414,2035.9779,1519.83154368
1663074000,2022-09-13 13:00:00,WSIENNA/USDT,0.7637,0.7699,0.7399,0.7558,20585.0147,15577.99823008
1663070400,2022-09-13 12:00:00,WSIENNA/USDT,0.7837,0.7855,0.7516,0.7644,14737.9535,11371.84337754
1663066800,2022-09-13 11:00:00,WSIENNA/USDT,0.7765,0.7922,0.7754,0.7875,3145.9097,2471.15893079
1663063200,2022-09-13 10:00:00,WSIENNA/USDT,0.7739,0.7801,0.7582,0.7764,5643.5409,4333.08999613
1663059600,2022-09-13 09:00:00,WSIENNA/USDT,0.7843,0.7887,0.7639,0.7739,15368.5475,11943.22045557
1663056000,2022-09-13 08:00:00,WSIENNA/USDT,0.7903,0.8103,0.7818,0.7885,18612.5019,14745.2023969
1663052400,2022-09-13 07:00:00,WSIENNA/USDT,0.781,0.8054,0.7634,0.7903,17917.9128,13989.91789379
1663048800,2022-09-13 06:00:00,WSIENNA/USDT,0.7867,0.7932,0.7713,0.7815,17746.5316,13927.92600754
1663045200,2022-09-13 05:00:00,WSIENNA/USDT,0.7709,0.7973,0.7689,0.7867,23660.8852,18515.28149394
1663041600,2022-09-13 04:00:00,WSIENNA/USDT,0.7565,0.7792,0.7505,0.7764,17824.3887,13647.36140663
1663038000,2022-09-13 03:00:00,WSIENNA/USDT,0.7474,0.7666,0.7468,0.7617,13858.8036,10482.05227849
1663034400,2022-09-13 02:00:00,WSIENNA/USDT,0.7458,0.7632,0.741,0.7518,16489.151,12411.03751477
1663030800,2022-09-13 01:00:00,WSIENNA/USDT,0.7698,0.7701,0.7433,0.7509,20832.5592,15713.10964796
1663027200,2022-09-13 00:00:00,WSIENNA/USDT,0.7722,0.7815,0.7589,0.7698,19545.841,15116.90550965
1663023600,2022-09-12 23:00:00,WSIENNA/USDT,0.7756,0.7805,0.7593,0.7713,22897.8994,17682.08101633
1663020000,2022-09-12 22:00:00,WSIENNA/USDT,0.78,0.7863,0.7713,0.7713,19344.9097,15087.23576589
1663016400,2022-09-12 21:00:00,WSIENNA/USDT,0.7887,0.7902,0.774,0.7828,19760.5259,15504.55792589
1663012800,2022-09-12 20:00:00,WSIENNA/USDT,0.7923,0.7973,0.7709,0.7893,29861.9347,23413.67030038
1663009200,2022-09-12 19:00:00,WSIENNA/USDT,0.7797,0.8015,0.7781,0.7956,12096.7478,9544.03292978
1663005600,2022-09-12 18:00:00,WSIENNA/USDT,0.7989,0.8066,0.7763,0.7847,15310.3481,12088.71146714
1663002000,2022-09-12 17:00:00,WSIENNA/USDT,0.8027,0.8078,0.787,0.8039,15681.9939,12540.77168296
1662998400,2022-09-12 16:00:00,WSIENNA/USDT,0.8124,0.8177,0.792,0.8028,13826.2617,11159.2191202
1662994800,2022-09-12 15:00:00,WSIENNA/USDT,0.8235,0.828,0.8083,0.8083,14098.8865,11489.84219148
1662991200,2022-09-12 14:00:00,WSIENNA/USDT,0.8256,0.8272,0.8088,0.823,4576.6911,3735.56357583
1662987600,2022-09-12 13:00:00,WSIENNA/USDT,0.8182,0.8312,0.8155,0.8255,2942.9595,2429.48014323
1662984000,2022-09-12 12:00:00,WSIENNA/USDT,0.8033,0.8286,0.8011,0.8224,9829.7388,8033.99843645
1662980400,2022-09-12 11:00:00,WSIENNA/USDT,0.8077,0.8178,0.8006,0.8034,5749.6716,4654.37193802
1662976800,2022-09-12 10:00:00,WSIENNA/USDT,0.8159,0.8159,0.7936,0.8088,2664.0295,2132.04059418
1662973200,2022-09-12 09:00:00,WSIENNA/USDT,0.8197,0.8299,0.8093,0.8119,8523.9156,7045.16583891
1662969600,2022-09-12 08:00:00,WSIENNA/USDT,0.8054,0.8226,0.8013,0.8136,2214.9348,1785.33747146
1662966000,2022-09-12 07:00:00,WSIENNA/USDT,0.8043,0.8072,0.7904,0.8072,6046.504,4868.73538535
1662962400,2022-09-12 06:00:00,WSIENNA/USDT,0.8066,0.8071,0.7863,0.8071,1319.1201,1053.63125957
1662958800,2022-09-12 05:00:00,WSIENNA/USDT,0.7943,0.8081,0.7844,0.803,2612.3136,2086.90482152
1662955200,2022-09-12 04:00:00,WSIENNA/USDT,0.8148,0.8251,0.795,0.795,3211.318,2592.50493539
1662951600,2022-09-12 03:00:00,WSIENNA/USDT,0.8378,0.8443,0.8135,0.8135,4030.7801,3334.17113857
1662948000,2022-09-12 02:00:00,WSIENNA/USDT,0.8471,0.8551,0.8349,0.8429,8141.0788,6881.41586782
1662944400,2022-09-12 01:00:00,WSIENNA/USDT,0.8523,0.8562,0.828,0.8472,18235.333,15315.56178615
1662940800,2022-09-12 00:00:00,WSIENNA/USDT,0.8581,0.8681,0.8481,0.8557,16836.7395,14472.59308499
1662937200,2022-09-11 23:00:00,WSIENNA/USDT,0.8537,0.8655,0.8427,0.8629,23880.2594,20403.83921207
1662933600,2022-09-11 22:00:00,WSIENNA/USDT,0.8547,0.8659,0.848,0.8537,23762.8773,20451.62245639
1662930000,2022-09-11 21:00:00,WSIENNA/USDT,0.8549,0.8723,0.8433,0.8602,23431.6738,20089.25034424
1662926400,2022-09-11 20:00:00,WSIENNA/USDT,0.8529,0.8656,0.8428,0.8595,20117.6331,17218.87736196
1662922800,2022-09-11 19:00:00,WSIENNA/USDT,0.8511,0.86,0.8324,0.8574,25799.7305,21766.55751025
1662919200,2022-09-11 18:00:00,WSIENNA/USDT,0.8457,0.8559,0.8268,0.8556,21811.8996,18456.60509635
1662915600,2022-09-11 17:00:00,WSIENNA/USDT,0.8627,0.8653,0.8326,0.8494,26968.2554,23033.41593713
1662912000,2022-09-11 16:00:00,WSIENNA/USDT,0.8654,0.8982,0.8548,0.8571,26584.4626,23040.54655758
1662908400,2022-09-11 15:00:00,WSIENNA/USDT,0.8771,0.8796,0.857,0.8655,23966.4402,20722.35720964
1662904800,2022-09-11 14:00:00,WSIENNA/USDT,0.865,0.887,0.8639,0.8808,12133.8554,10626.66643129
1662901200,2022-09-11 13:00:00,WSIENNA/USDT,0.8564,0.8836,0.8536,0.8695,19654.7102,17069.88707949
1662897600,2022-09-11 12:00:00,WSIENNA/USDT,0.855,0.8772,0.8506,0.8607,12113.9863,10436.68098242
1662894000,2022-09-11 11:00:00,WSIENNA/USDT,0.8534,0.8655,0.8427,0.855,27590.12,23632.28654627
1662890400,2022-09-11 10:00:00,WSIENNA/USDT,0.8638,0.8821,0.8493,0.8582,26847.7343,23215.1305678
1662886800,2022-09-11 09:00:00,WSIENNA/USDT,0.872,0.881,0.8571,0.869,15398.5625,13337.88817088
1662883200,2022-09-11 08:00:00,WSIENNA/USDT,0.8761,0.8962,0.87,0.87,2365.3788,2083.86747126
1662879600,2022-09-11 07:00:00,WSIENNA/USDT,0.8731,0.8731,0.8731,0.8731,0.3356,0.29301236
1662876000,2022-09-11 06:00:00,WSIENNA/USDT,0.8679,0.8986,0.8676,0.8736,1183.1457,1048.2782158
1662872400,2022-09-11 05:00:00,WSIENNA/USDT,0.8688,0.8688,0.8669,0.8679,0.5583,0.48456843
1662868800,2022-09-11 04:00:00,WSIENNA/USDT,0.8694,0.8694,0.868,0.868,0.3914,0.340018
1662865200,2022-09-11 03:00:00,WSIENNA/USDT,0.8699,0.8699,0.8699,0.8699,0,0
1662861600,2022-09-11 02:00:00,WSIENNA/USDT,0.8544,0.87,0.8524,0.8699,189.2429,163.17185358
1662858000,2022-09-11 01:00:00,WSIENNA/USDT,0.8544,0.8544,0.8544,0.8544,0.1229,0.10500576
1662854400,2022-09-11 00:00:00,WSIENNA/USDT,0.8376,0.8781,0.8376,0.8544,2984.0689,2578.76306588
1662850800,2022-09-10 23:00:00,WSIENNA/USDT,0.8353,0.8405,0.8336,0.8379,140.8832,117.93890966
1662847200,2022-09-10 22:00:00,WSIENNA/USDT,0.8273,0.8695,0.8273,0.8397,5588.3522,4748.89121929
1662843600,2022-09-10 21:00:00,WSIENNA/USDT,0.827,0.8292,0.827,0.8292,0.9954,0.82462536
1662840000,2022-09-10 20:00:00,WSIENNA/USDT,0.8298,0.8308,0.8266,0.8266,59.2026,49.06289442
1662836400,2022-09-10 19:00:00,WSIENNA/USDT,0.8273,0.8273,0.8273,0.8273,10.2187,8.45393051
1662832800,2022-09-10 18:00:00,WSIENNA/USDT,0.8308,0.8308,0.8273,0.8308,11.1305,9.24423427
1662829200,2022-09-10 17:00:00,WSIENNA/USDT,0.8274,0.8313,0.8273,0.8313,82.2167,68.07376691
1662825600,2022-09-10 16:00:00,WSIENNA/USDT,0.8316,0.8317,0.8278,0.8278,28.6857,23.78235158
1662822000,2022-09-10 15:00:00,WSIENNA/USDT,0.8296,0.8324,0.8283,0.8283,1.8365,1.52494091
1662818400,2022-09-10 14:00:00,WSIENNA/USDT,0.8271,0.8324,0.8271,0.8317,139.6803,115.97121882
1662814800,2022-09-10 13:00:00,WSIENNA/USDT,0.828,0.8297,0.8271,0.8271,1.7865,1.47829604
1662811200,2022-09-10 12:00:00,WSIENNA/USDT,0.8284,0.8303,0.828,0.8303,3.7556,3.11505774
1662807600,2022-09-10 11:00:00,WSIENNA/USDT,0.8291,0.8313,0.8284,0.8305,9.4845,7.87582985
1662804000,2022-09-10 10:00:00,WSIENNA/USDT,0.829,0.8331,0.8284,0.8316,236.6504,196.54792577
1662800400,2022-09-10 09:00:00,WSIENNA/USDT,0.8297,0.8394,0.8284,0.829,2117.3487,1766.56523925
1662796800,2022-09-10 08:00:00,WSIENNA/USDT,0.8289,0.8342,0.8286,0.8339,3745.277,3114.37664077
1662793200,2022-09-10 07:00:00,WSIENNA/USDT,0.8262,0.834,0.8246,0.8337,5763.5795,4779.99262341
1662789600,2022-09-10 06:00:00,WSIENNA/USDT,0.8239,0.8311,0.8222,0.8306,4963.1413,4107.11251317
1662786000,2022-09-10 05:00:00,WSIENNA/USDT,0.8348,0.8404,0.8127,0.827,8186.6491,6779.22025186
1662782400,2022-09-10 04:00:00,WSIENNA/USDT,0.8443,0.8739,0.822,0.8391,15337.8484,13003.33787105
1662778800,2022-09-10 03:00:00,WSIENNA/USDT,0.8445,0.8563,0.842,0.8473,6602.3797,5621.00009933
1662775200,2022-09-10 02:00:00,WSIENNA/USDT,0.8355,0.8485,0.835,0.848,6460.0386,5427.08344224
1662771600,2022-09-10 01:00:00,WSIENNA/USDT,0.8231,0.8399,0.8221,0.8398,6697.0725,5579.67828147
1662768000,2022-09-10 00:00:00,WSIENNA/USDT,0.8074,0.8264,0.8017,0.8264,5636.6842,4590.18597425
1662764400,2022-09-09 23:00:00,WSIENNA/USDT,0.8266,0.8355,0.8017,0.808,15556.4133,12776.87715301
1662760800,2022-09-09 22:00:00,WSIENNA/USDT,0.8283,0.8339,0.818,0.8312,5598.3219,4628.35030078
1662757200,2022-09-09 21:00:00,WSIENNA/USDT,0.8211,0.8315,0.8189,0.8311,4832.1563,3991.80144499
1662753600,2022-09-09 20:00:00,WSIENNA/USDT,0.8078,0.8224,0.8029,0.8197,8232.0507,6689.53862035
1662750000,2022-09-09 19:00:00,WSIENNA/USDT,0.8182,0.8237,0.8017,0.8132,18146.2496,14772.16403993
1662746400,2022-09-09 18:00:00,WSIENNA/USDT,0.8247,0.831,0.8077,0.8211,14271.586,11719.29136651
1662742800,2022-09-09 17:00:00,WSIENNA/USDT,0.8139,0.8368,0.8116,0.8291,11102.1841,9154.94370143
1662739200,2022-09-09 16:00:00,WSIENNA/USDT,0.8073,0.8142,0.8041,0.8141,8015.3369,6485.65339022
1662735600,2022-09-09 15:00:00,WSIENNA/USDT,0.8292,0.8339,0.8002,0.8072,13029.5948,10670.39089905
1662732000,2022-09-09 14:00:00,WSIENNA/USDT,0.8258,0.8329,0.8079,0.8293,11093.6314,9087.91874557
1662728400,2022-09-09 13:00:00,WSIENNA/USDT,0.818,0.8402,0.8135,0.8255,10367.1436,8600.90637174
1662724800,2022-09-09 12:00:00,WSIENNA/USDT,0.8276,0.8368,0.8094,0.818,21666.8529,17897.62240179
1662721200,2022-09-09 11:00:00,WSIENNA/USDT,0.8089,0.8354,0.8052,0.8299,14165.2067,11606.86825491
1662717600,2022-09-09 10:00:00,WSIENNA/USDT,0.8126,0.8523,0.7944,0.8145,25147.8965,21051.41377679
1662714000,2022-09-09 09:00:00,WSIENNA/USDT,0.7909,0.8133,0.7848,0.8133,863.0074,688.23174039
1662710400,2022-09-09 08:00:00,WSIENNA/USDT,0.801,0.8048,0.778,0.7925,7887.9025,6255.56501426
1662706800,2022-09-09 07:00:00,WSIENNA/USDT,0.8164,0.8212,0.7874,0.7994,9191.8779,7370.19796706
1662703200,2022-09-09 06:00:00,WSIENNA/USDT,0.789,0.8203,0.7849,0.8203,8765.3959,7116.76961225
1662699600,2022-09-09 05:00:00,WSIENNA/USDT,0.7809,0.8106,0.777,0.7926,22587.0929,17850.23631322
1662696000,2022-09-09 04:00:00,WSIENNA/USDT,0.7708,0.8055,0.77,0.7797,18730.8023,14587.94573316
1662692400,2022-09-09 03:00:00,WSIENNA/USDT,0.7797,0.7817,0.7636,0.775,23469.6182,18140.94764199
1662688800,2022-09-09 02:00:00,WSIENNA/USDT,0.7725,0.7818,0.7647,0.7754,17899.7917,13885.76520914
1662685200,2022-09-09 01:00:00,WSIENNA/USDT,0.7715,0.7843,0.7639,0.7685,22145.6425,17180.33214032
1662681600,2022-09-09 00:00:00,WSIENNA/USDT,0.7633,0.7817,0.7579,0.7753,16516.0873,12738.86431487
1662678000,2022-09-08 23:00:00,WSIENNA/USDT,0.7687,0.783,0.758,0.7669,14912.6455,11493.93848713
1662674400,2022-09-08 22:00:00,WSIENNA/USDT,0.7732,0.775,0.7603,0.766,17660.3022,13558.76987334
1662670800,2022-09-08 21:00:00,WSIENNA/USDT,0.7737,0.7818,0.7636,0.7693,16530.3589,12785.93584147
1662667200,2022-09-08 20:00:00,WSIENNA/USDT,0.7707,0.7842,0.7612,0.7749,11400.2164,8802.08832899
1662663600,2022-09-08 19:00:00,WSIENNA/USDT,0.7675,0.7782,0.76,0.7699,9732.8782,7494.2041527
1662660000,2022-09-08 18:00:00,WSIENNA/USDT,0.7644,0.7768,0.76,0.7703,9225.9618,7098.62916573
1662656400,2022-09-08 17:00:00,WSIENNA/USDT,0.7712,0.7767,0.757,0.7636,19464.223,14911.17334071
1662652800,2022-09-08 16:00:00,WSIENNA/USDT,0.768,0.7845,0.7613,0.7734,13791.642,10646.56624741
1662649200,2022-09-08 15:00:00,WSIENNA/USDT,0.7639,0.7764,0.7587,0.7713,21660.466,16681.99311688
