https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALPHA,Volume BTC
1660608000,2022-08-16 00:00:00,ALPHA/BTC,0.00000646,0.00000651,0.00000636,0.00000639,2866.7013,0.01842024478
1660521600,2022-08-15 00:00:00,ALPHA/BTC,0.00000635,0.00000649,0.00000627,0.00000645,4812.0291,0.030852833162
1660435200,2022-08-14 00:00:00,ALPHA/BTC,0.00000657,0.00000665,0.0000063,0.00000639,8521.2614,0.054299122254
1660348800,2022-08-13 00:00:00,ALPHA/BTC,0.00000675,0.00000677,0.00000657,0.0000066,585.3466,0.00388974507
1660262400,2022-08-12 00:00:00,ALPHA/BTC,0.00000664,0.00000683,0.00000663,0.00000676,2737.9926,0.018371768038
1660176000,2022-08-11 00:00:00,ALPHA/BTC,0.00000696,0.000007,0.00000662,0.00000665,4446.9519,0.029853417671
1660089600,2022-08-10 00:00:00,ALPHA/BTC,0.00000693,0.000007,0.00000685,0.00000693,1522.5891,0.010476360498
1660003200,2022-08-09 00:00:00,ALPHA/BTC,0.00000725,0.00000732,0.00000684,0.00000692,1885.9853,0.01314981767
1659916800,2022-08-08 00:00:00,ALPHA/BTC,0.00000753,0.00000762,0.0000071,0.0000073,5702.8733,0.040754551349
1659830400,2022-08-07 00:00:00,ALPHA/BTC,0.00000756,0.00000784,0.00000752,0.00000753,5704.5158,0.043798111981
1659744000,2022-08-06 00:00:00,ALPHA/BTC,0.00000734,0.00000772,0.00000729,0.00000769,1703.2912,0.012887067965
1659657600,2022-08-05 00:00:00,ALPHA/BTC,0.00000735,0.00000743,0.00000724,0.00000734,1121.4122,0.00822482734
1659571200,2022-08-04 00:00:00,ALPHA/BTC,0.00000724,0.00000749,0.00000719,0.00000731,2655.6947,0.019383048288
1659484800,2022-08-03 00:00:00,ALPHA/BTC,0.00000706,0.00000747,0.00000701,0.00000715,1391.4978,0.010009710163
1659398400,2022-08-02 00:00:00,ALPHA/BTC,0.00000695,0.00000713,0.00000659,0.00000711,15365.9252,0.108676092183
1659312000,2022-08-01 00:00:00,ALPHA/BTC,0.00000656,0.00000787,0.00000656,0.00000697,13066.8489,0.09653564102
1659225600,2022-07-31 00:00:00,ALPHA/BTC,0.00000662,0.00000682,0.00000643,0.00000654,5206.7646,0.034895383365
1659139200,2022-07-30 00:00:00,ALPHA/BTC,0.00000703,0.0000072,0.0000065,0.0000065,8041.4445,0.054094646685
1659052800,2022-07-29 00:00:00,ALPHA/BTC,0.00000588,0.00000703,0.00000588,0.00000703,21236.2287,0.140120611108
1658966400,2022-07-28 00:00:00,ALPHA/BTC,0.00000554,0.000006,0.0000055,0.00000582,5890.66,0.034687356073
1658880000,2022-07-27 00:00:00,ALPHA/BTC,0.00000564,0.00000573,0.00000549,0.00000555,4826.6842,0.026517974382
1658793600,2022-07-26 00:00:00,ALPHA/BTC,0.00000568,0.00000569,0.00000553,0.00000567,2155.3706,0.012019501875
1658707200,2022-07-25 00:00:00,ALPHA/BTC,0.00000593,0.00000593,0.00000566,0.00000572,1775.8722,0.010368767819
1658620800,2022-07-24 00:00:00,ALPHA/BTC,0.00000595,0.00000613,0.0000059,0.000006,8576.3284,0.051844601465
1658534400,2022-07-23 00:00:00,ALPHA/BTC,0.00000578,0.00000596,0.00000577,0.00000596,3180.2727,0.018697123851
1658448000,2022-07-22 00:00:00,ALPHA/BTC,0.00000588,0.00000599,0.00000571,0.00000577,13014.4001,0.075306607726
1658361600,2022-07-21 00:00:00,ALPHA/BTC,0.00000573,0.00000591,0.00000561,0.00000583,1598.3603,0.009221354986
1658275200,2022-07-20 00:00:00,ALPHA/BTC,0.00000612,0.00000627,0.00000567,0.00000567,6525.923,0.038980243195
1658188800,2022-07-19 00:00:00,ALPHA/BTC,0.00000616,0.00000673,0.00000607,0.00000611,34382.885,0.220597185109
1658102400,2022-07-18 00:00:00,ALPHA/BTC,0.00000615,0.00000636,0.00000601,0.0000062,6142.1364,0.037446076081
1658016000,2022-07-17 00:00:00,ALPHA/BTC,0.0000059,0.00000619,0.00000582,0.00000619,12419.6515,0.074735537608
1657929600,2022-07-16 00:00:00,ALPHA/BTC,0.00000564,0.0000059,0.00000556,0.0000059,15501.5502,0.088672314806
1657843200,2022-07-15 00:00:00,ALPHA/BTC,0.00000567,0.00000574,0.00000554,0.00000561,5065.0007,0.028527839267
1657756800,2022-07-14 00:00:00,ALPHA/BTC,0.00000538,0.00000633,0.00000533,0.00000566,52183.0573,0.308299588563
1657670400,2022-07-13 00:00:00,ALPHA/BTC,0.0000054,0.00000546,0.00000527,0.00000533,278.2772,0.001487928217
1657584000,2022-07-12 00:00:00,ALPHA/BTC,0.00000534,0.00000552,0.00000534,0.00000546,2221.6474,0.012114162551
1657497600,2022-07-11 00:00:00,ALPHA/BTC,0.00000575,0.00000575,0.00000526,0.00000533,8529.6649,0.046867683916
1657411200,2022-07-10 00:00:00,ALPHA/BTC,0.0000058,0.0000058,0.00000568,0.00000577,79.4057,0.000454888478
1657324800,2022-07-09 00:00:00,ALPHA/BTC,0.00000565,0.00000585,0.00000565,0.00000583,1191.5283,0.006923965763
1657238400,2022-07-08 00:00:00,ALPHA/BTC,0.0000056,0.00000563,0.00000549,0.00000556,747.3457,0.004162637779
1657152000,2022-07-07 00:00:00,ALPHA/BTC,0.00000572,0.00000583,0.00000556,0.0000056,8151.4047,0.047061564405
1657065600,2022-07-06 00:00:00,ALPHA/BTC,0.00000561,0.00000572,0.00000561,0.00000568,2247.5404,0.012784071786
1656979200,2022-07-05 00:00:00,ALPHA/BTC,0.00000584,0.00000587,0.00000563,0.00000563,765.7592,0.004342246902
1656892800,2022-07-04 00:00:00,ALPHA/BTC,0.00000587,0.0000059,0.00000575,0.00000585,273.3176076,0.001606823437814
1656806400,2022-07-03 00:00:00,ALPHA/BTC,0.00000582,0.00000588,0.00000575,0.00000588,2939.0413,0.016997013595
1656720000,2022-07-02 00:00:00,ALPHA/BTC,0.00000579,0.00000589,0.00000561,0.00000575,9519.2443,0.054584278403
1656633600,2022-07-01 00:00:00,ALPHA/BTC,0.00000576,0.00000582,0.00000557,0.00000575,1214.2057259,0.0069069692328819
1656547200,2022-06-30 00:00:00,ALPHA/BTC,0.0000056,0.00000585,0.00000553,0.00000572,13818.87177389,0.0772249528999073
1656460800,2022-06-29 00:00:00,ALPHA/BTC,0.00000577,0.00000585,0.0000056,0.00000571,6513.1773,0.036974797004
1656374400,2022-06-28 00:00:00,ALPHA/BTC,0.00000606,0.00000606,0.00000562,0.00000573,3716.606,0.021723682681
1656288000,2022-06-27 00:00:00,ALPHA/BTC,0.00000596,0.00000614,0.00000586,0.000006,1322.0568,0.007867073304
1656201600,2022-06-26 00:00:00,ALPHA/BTC,0.00000614,0.00000633,0.00000588,0.00000588,7859.6032,0.048838495942
1656115200,2022-06-25 00:00:00,ALPHA/BTC,0.00000601,0.0000063,0.00000591,0.00000613,11874.73311388,0.072075467594974
1656028800,2022-06-24 00:00:00,ALPHA/BTC,0.00000573,0.00000624,0.00000568,0.00000599,17214.95560373,0.1035108923548554
1655942400,2022-06-23 00:00:00,ALPHA/BTC,0.00000552,0.00000573,0.00000552,0.00000562,14886.4661,0.08485606637
1655856000,2022-06-22 00:00:00,ALPHA/BTC,0.00000561,0.00000564,0.00000546,0.00000557,2709.345,0.015086594829
1655769600,2022-06-21 00:00:00,ALPHA/BTC,0.00000565,0.00000579,0.00000559,0.00000562,191.2475,0.001086936394
1655683200,2022-06-20 00:00:00,ALPHA/BTC,0.00000533,0.00000571,0.00000529,0.00000558,1119.85876338,0.0061258589829984
1655596800,2022-06-19 00:00:00,ALPHA/BTC,0.00000532,0.0000055,0.00000524,0.00000536,6669.8043,0.03572270623
1655510400,2022-06-18 00:00:00,ALPHA/BTC,0.00000529,0.0000055,0.00000514,0.00000529,3571.95899838,0.019188427259886
1655424000,2022-06-17 00:00:00,ALPHA/BTC,0.00000511,0.0000054,0.00000511,0.00000531,166.60723111,0.000876352352994
1655337600,2022-06-16 00:00:00,ALPHA/BTC,0.00000531,0.00000543,0.00000504,0.00000511,14291.5507,0.074638332747
1655251200,2022-06-15 00:00:00,ALPHA/BTC,0.00000499,0.00000527,0.00000487,0.00000526,38529.58210911,0.1960845276219393
1655164800,2022-06-14 00:00:00,ALPHA/BTC,0.00000483,0.00000506,0.00000474,0.00000495,8420.5558,0.041243969429
1655078400,2022-06-13 00:00:00,ALPHA/BTC,0.00000457,0.00000484,0.00000413,0.00000477,21794.23364109,0.0992657326529307
1654992000,2022-06-12 00:00:00,ALPHA/BTC,0.00000471,0.0000048,0.00000456,0.00000459,75891.0647,0.349913368464
1654905600,2022-06-11 00:00:00,ALPHA/BTC,0.00000501,0.00000517,0.00000468,0.00000475,21675.79310304,0.1067539641609872
1654819200,2022-06-10 00:00:00,ALPHA/BTC,0.00000523,0.00000526,0.00000491,0.00000505,18038.6323,0.091270084271
1654732800,2022-06-09 00:00:00,ALPHA/BTC,0.0000055,0.00000559,0.00000515,0.00000518,17103.0792,0.090249053362
1654646400,2022-06-08 00:00:00,ALPHA/BTC,0.00000522,0.00000592,0.00000516,0.00000572,223967.55185887,1.2421401919689402
1654560000,2022-06-07 00:00:00,ALPHA/BTC,0.0000049,0.00000535,0.00000482,0.00000517,5275.9536,0.026995933362
1654473600,2022-06-06 00:00:00,ALPHA/BTC,0.00000502,0.00000508,0.00000486,0.00000494,16158.1488,0.080513735357
1654387200,2022-06-05 00:00:00,ALPHA/BTC,0.00000514,0.00000517,0.00000502,0.00000508,5694.6607375,0.028726973284
1654300800,2022-06-04 00:00:00,ALPHA/BTC,0.00000495,0.00000517,0.00000495,0.00000515,3943.3424,0.020138501482
1654214400,2022-06-03 00:00:00,ALPHA/BTC,0.00000502,0.00000512,0.00000477,0.00000497,7634.27524381,0.0376861791519542
1654128000,2022-06-02 00:00:00,ALPHA/BTC,0.00000494,0.00000515,0.0000049,0.00000501,6067.6527,0.030551823941
1654041600,2022-06-01 00:00:00,ALPHA/BTC,0.00000523,0.00000537,0.0000049,0.00000496,18322.2312,0.094051636095
1653955200,2022-05-31 00:00:00,ALPHA/BTC,0.00000527,0.00000543,0.000005,0.00000522,18881.8158,0.098238544549
1653868800,2022-05-30 00:00:00,ALPHA/BTC,0.00000494,0.00000534,0.0000049,0.00000517,29522.57053085,0.153093828270952
1653782400,2022-05-29 00:00:00,ALPHA/BTC,0.0000048,0.00000504,0.00000474,0.00000492,8182.23771018,0.0401739937649658
1653696000,2022-05-28 00:00:00,ALPHA/BTC,0.00000486,0.000005,0.00000478,0.00000486,3960.63367172,0.0193963407969936
1653609600,2022-05-27 00:00:00,ALPHA/BTC,0.00000499,0.00000515,0.00000483,0.00000487,5741.98555533,0.0285128433399495
1653523200,2022-05-26 00:00:00,ALPHA/BTC,0.00000564,0.00000564,0.00000494,0.000005,12690.0259,0.066442014309
1653436800,2022-05-25 00:00:00,ALPHA/BTC,0.00000594,0.00000601,0.00000551,0.00000555,86309.3103,0.506067182417
1653350400,2022-05-24 00:00:00,ALPHA/BTC,0.0000053,0.00000636,0.0000053,0.00000594,92916.13946068,0.5455511194449519
1653264000,2022-05-23 00:00:00,ALPHA/BTC,0.00000551,0.00000559,0.00000516,0.00000521,6025.61707985,0.032566255749966
1653177600,2022-05-22 00:00:00,ALPHA/BTC,0.00000533,0.00000571,0.00000532,0.00000543,16509.68051935,0.090506781211926
1653091200,2022-05-21 00:00:00,ALPHA/BTC,0.00000514,0.00000545,0.00000506,0.00000542,332.10799922,0.0017373056299986
1653004800,2022-05-20 00:00:00,ALPHA/BTC,0.00000521,0.00000537,0.00000504,0.00000517,3002.95292706,0.0153943462219592
1652918400,2022-05-19 00:00:00,ALPHA/BTC,0.00000502,0.00000533,0.0000049,0.00000526,13605.71717697,0.0700440472939574
1652832000,2022-05-18 00:00:00,ALPHA/BTC,0.00000527,0.00000561,0.00000492,0.00000504,12629.67952365,0.069177306517969
1652745600,2022-05-17 00:00:00,ALPHA/BTC,0.0000051,0.00000538,0.00000503,0.00000525,27454.9168,0.14481265503
1652659200,2022-05-16 00:00:00,ALPHA/BTC,0.00000524,0.00000531,0.0000049,0.00000498,13007.7506,0.065734264293
1652572800,2022-05-15 00:00:00,ALPHA/BTC,0.00000542,0.00000547,0.0000045,0.00000525,89054.72153597,0.4264898390529574
1652486400,2022-05-14 00:00:00,ALPHA/BTC,0.00000535,0.00000563,0.00000496,0.00000542,12043.22127864,0.0614374007629376
1652400000,2022-05-13 00:00:00,ALPHA/BTC,0.00000542,0.00000594,0.00000526,0.00000538,16146.25722569,0.0921395948179829
1652313600,2022-05-12 00:00:00,ALPHA/BTC,0.00000587,0.00000622,0.0000049,0.00000541,66608.6261818,0.3663869352118692
1652227200,2022-05-11 00:00:00,ALPHA/BTC,0.00000708,0.00000718,0.00000562,0.00000587,85756.76071887,0.5426041568649759
1652140800,2022-05-10 00:00:00,ALPHA/BTC,0.00000684,0.00001007,0.00000673,0.00000711,107435.224,0.875019135984
1652054400,2022-05-09 00:00:00,ALPHA/BTC,0.00000746,0.00000757,0.00000685,0.00000685,4397.178,0.031150213495
1651968000,2022-05-08 00:00:00,ALPHA/BTC,0.00000721,0.00000761,0.00000718,0.00000744,8120.7444,0.061011932801
1651881600,2022-05-07 00:00:00,ALPHA/BTC,0.00000749,0.00000749,0.00000715,0.00000715,565.82240211,0.0041801381909275
1651795200,2022-05-06 00:00:00,ALPHA/BTC,0.00000748,0.00000754,0.00000728,0.00000744,4500.7873,0.032885676061
1651708800,2022-05-05 00:00:00,ALPHA/BTC,0.00000779,0.0000079,0.00000731,0.00000745,9054.37551921,0.0693451889299619
1651622400,2022-05-04 00:00:00,ALPHA/BTC,0.00000716,0.00000774,0.00000716,0.00000773,4798.28969326,0.0357516800569892
1651536000,2022-05-03 00:00:00,ALPHA/BTC,0.00000723,0.00000745,0.00000708,0.00000716,6103.96511903,0.0450328505889675
1651449600,2022-05-02 00:00:00,ALPHA/BTC,0.00000739,0.00000749,0.00000704,0.00000727,332.9761,0.00241515591
1651363200,2022-05-01 00:00:00,ALPHA/BTC,0.00000708,0.00000747,0.00000694,0.00000747,7265.5232,0.051761258102
1651276800,2022-04-30 00:00:00,ALPHA/BTC,0.0000078,0.00000802,0.00000666,0.00000701,9029.99363775,0.0654609342638545
1651190400,2022-04-29 00:00:00,ALPHA/BTC,0.0000082,0.00000826,0.00000765,0.00000776,7379.26577141,0.0588579059388992
1651104000,2022-04-28 00:00:00,ALPHA/BTC,0.00000836,0.00000851,0.00000814,0.00000814,1101.5162,0.009077293718
1651017600,2022-04-27 00:00:00,ALPHA/BTC,0.00000845,0.00000868,0.00000829,0.00000842,5562.2383,0.046922751273
1650931200,2022-04-26 00:00:00,ALPHA/BTC,0.00000874,0.00000899,0.00000838,0.0000084,8525.35411946,0.0741546933149454
1650844800,2022-04-25 00:00:00,ALPHA/BTC,0.00000896,0.00000896,0.00000857,0.0000087,3613.4579,0.031630377083
1650758400,2022-04-24 00:00:00,ALPHA/BTC,0.00000925,0.00000942,0.00000892,0.00000896,4928.46454383,0.045099863792002
1650672000,2022-04-23 00:00:00,ALPHA/BTC,0.00000942,0.00000949,0.00000922,0.00000926,5198.66995617,0.048707451179998
1650585600,2022-04-22 00:00:00,ALPHA/BTC,0.00000972,0.00001014,0.00000934,0.00000939,18782.09534842,0.1837191525898718
1650499200,2022-04-21 00:00:00,ALPHA/BTC,0.00000949,0.00001022,0.00000938,0.00000971,23544.03467778,0.2297070839688898
1650412800,2022-04-20 00:00:00,ALPHA/BTC,0.00000895,0.00000984,0.00000882,0.00000946,46098.18322563,0.4328447858228968
1650326400,2022-04-19 00:00:00,ALPHA/BTC,0.00000886,0.00000898,0.00000877,0.00000897,1480.59271524,0.0131535159819408
1650240000,2022-04-18 00:00:00,ALPHA/BTC,0.00000895,0.00000905,0.00000872,0.00000885,1883.5243,0.016598598501
1650153600,2022-04-17 00:00:00,ALPHA/BTC,0.0000093,0.00000934,0.00000897,0.00000898,279.8344,0.002561508032
1650067200,2022-04-16 00:00:00,ALPHA/BTC,0.00000935,0.00000944,0.00000842,0.0000093,180106.2927,1.641365799361
1649980800,2022-04-15 00:00:00,ALPHA/BTC,0.00000956,0.00000972,0.00000913,0.00000923,4180.85737659,0.038704105586946
1649894400,2022-04-14 00:00:00,ALPHA/BTC,0.00000975,0.00000996,0.00000926,0.00000956,18960.1058,0.184164233335
1649808000,2022-04-13 00:00:00,ALPHA/BTC,0.00000924,0.00000987,0.00000901,0.00000975,5294.074,0.049582654401
1649721600,2022-04-12 00:00:00,ALPHA/BTC,0.00000881,0.00000962,0.00000881,0.00000922,37849.16385455,0.3527460467727957
1649635200,2022-04-11 00:00:00,ALPHA/BTC,0.00000929,0.00000929,0.00000868,0.00000882,18794.48175652,0.166509146792984
1649548800,2022-04-10 00:00:00,ALPHA/BTC,0.00000968,0.00000976,0.00000931,0.00000939,2275.98869456,0.0214292237599184
1649462400,2022-04-09 00:00:00,ALPHA/BTC,0.00000942,0.0000099,0.00000941,0.0000097,10686.33695057,0.1018435441139663
1649376000,2022-04-08 00:00:00,ALPHA/BTC,0.00000995,0.00001014,0.00000928,0.00000933,4108.063,0.039107459735
1649289600,2022-04-07 00:00:00,ALPHA/BTC,0.00000978,0.00001019,0.00000956,0.00000997,18674.5032,0.184930387618
1649203200,2022-04-06 00:00:00,ALPHA/BTC,0.0000108,0.00001086,0.0000098,0.0000098,20608.4491,0.21415249345
1649116800,2022-04-05 00:00:00,ALPHA/BTC,0.00001238,0.00001238,0.00001085,0.00001085,24212.28719367,0.2759388454359767
1649030400,2022-04-04 00:00:00,ALPHA/BTC,0.00001164,0.00001263,0.00001125,0.00001241,61893.60030048,0.73278075320288
1648944000,2022-04-03 00:00:00,ALPHA/BTC,0.00001234,0.00001314,0.00001143,0.00001169,30747.29654195,0.3811708261779547
1648857600,2022-04-02 00:00:00,ALPHA/BTC,0.00001234,0.00001499,0.00001213,0.00001213,162738.43657761,2.1956290454855825
1648771200,2022-04-01 00:00:00,ALPHA/BTC,0.00000921,0.00001379,0.00000875,0.0000123,320638.25475902,3.9374068902059805
1648684800,2022-03-31 00:00:00,ALPHA/BTC,0.00000885,0.00000941,0.00000829,0.0000092,74812.30164381,0.6772934165869282
1648598400,2022-03-30 00:00:00,ALPHA/BTC,0.00000781,0.00000895,0.00000759,0.00000884,76700.0394279,0.6544400765926998
1648512000,2022-03-29 00:00:00,ALPHA/BTC,0.00000725,0.00000807,0.00000725,0.00000782,39583.58187374,0.3015863011870208
1648425600,2022-03-28 00:00:00,ALPHA/BTC,0.00000817,0.00000837,0.00000691,0.00000723,54832.9569472,0.4055915038049394
1648339200,2022-03-27 00:00:00,ALPHA/BTC,0.00000743,0.00000866,0.00000743,0.0000082,160896.54890924,1.3081428502579556
1648252800,2022-03-26 00:00:00,ALPHA/BTC,0.00000701,0.00000761,0.00000692,0.00000743,29501.0315,0.215614252532
1648166400,2022-03-25 00:00:00,ALPHA/BTC,0.000007,0.00000731,0.00000676,0.000007,78692.86822243,0.5504275024239633
1648080000,2022-03-24 00:00:00,ALPHA/BTC,0.0000068,0.00000723,0.00000663,0.00000698,122812.2461,0.845549350817
1647993600,2022-03-23 00:00:00,ALPHA/BTC,0.00000672,0.00000692,0.00000664,0.00000679,3731.50411292,0.0252481453119516
1647907200,2022-03-22 00:00:00,ALPHA/BTC,0.00000688,0.0000069,0.00000668,0.00000668,18794.3205,0.126438509219
1647820800,2022-03-21 00:00:00,ALPHA/BTC,0.00000691,0.00000715,0.00000684,0.00000689,12351.2327,0.086318821352
1647734400,2022-03-20 00:00:00,ALPHA/BTC,0.00000703,0.00000709,0.00000677,0.00000689,14551.22272685,0.1014127157049837
1647648000,2022-03-19 00:00:00,ALPHA/BTC,0.00000696,0.0000074,0.00000696,0.00000702,11843.34208154,0.0838484474858643
1647561600,2022-03-18 00:00:00,ALPHA/BTC,0.00000674,0.00000707,0.00000673,0.00000695,10777.9537,0.074876628125
1647475200,2022-03-17 00:00:00,ALPHA/BTC,0.00000678,0.00000692,0.00000669,0.00000675,683.0103,0.004658807075
1647388800,2022-03-16 00:00:00,ALPHA/BTC,0.00000678,0.00000692,0.00000663,0.00000676,30471.0919,0.207561054028
1647302400,2022-03-15 00:00:00,ALPHA/BTC,0.00000658,0.0000068,0.00000658,0.00000678,3568.4593,0.023937600926
1647216000,2022-03-14 00:00:00,ALPHA/BTC,0.00000679,0.00000679,0.00000659,0.00000663,9503.2492,0.063483911461
1647129600,2022-03-13 00:00:00,ALPHA/BTC,0.00000686,0.00000817,0.00000679,0.00000679,132726.85952413,0.9993599808079864
1647043200,2022-03-12 00:00:00,ALPHA/BTC,0.00000683,0.00000697,0.00000682,0.00000685,1137.3406,0.007830999672
1646956800,2022-03-11 00:00:00,ALPHA/BTC,0.00000693,0.00000697,0.00000681,0.00000685,6296.516,0.043257599012
1646870400,2022-03-10 00:00:00,ALPHA/BTC,0.0000067,0.00000699,0.00000666,0.00000694,1477.875,0.010159860863
1646784000,2022-03-09 00:00:00,ALPHA/BTC,0.00000705,0.00000717,0.00000662,0.0000067,599.4798,0.004110265551
1646697600,2022-03-08 00:00:00,ALPHA/BTC,0.00000723,0.00000738,0.00000697,0.00000704,788.2431,0.005690656079
1646611200,2022-03-07 00:00:00,ALPHA/BTC,0.00000766,0.00000777,0.00000724,0.00000734,2810.4231,0.020710599246
1646524800,2022-03-06 00:00:00,ALPHA/BTC,0.00000787,0.00000791,0.00000767,0.00000767,580.63543405,0.0045258774299305
1646438400,2022-03-05 00:00:00,ALPHA/BTC,0.0000077,0.00000792,0.0000076,0.00000789,513.3549,0.004003418546
1646352000,2022-03-04 00:00:00,ALPHA/BTC,0.00000762,0.00000782,0.00000756,0.00000776,4546.56842921,0.0346307577839617
1646265600,2022-03-03 00:00:00,ALPHA/BTC,0.00000779,0.00000786,0.00000761,0.00000769,1029.3879,0.007973875846
1646179200,2022-03-02 00:00:00,ALPHA/BTC,0.00000778,0.00000797,0.00000767,0.00000779,1540.1853,0.012024693027
1646092800,2022-03-01 00:00:00,ALPHA/BTC,0.00000793,0.00000806,0.00000774,0.0000078,2448.33124312,0.0193274301459232
1646006400,2022-02-28 00:00:00,ALPHA/BTC,0.00000814,0.00000827,0.00000774,0.0000079,7297.5777,0.058298161814
1645920000,2022-02-27 00:00:00,ALPHA/BTC,0.0000081,0.00000824,0.00000787,0.00000814,1148.7667,0.009285738097
1645833600,2022-02-26 00:00:00,ALPHA/BTC,0.00000822,0.00000837,0.00000807,0.00000807,1040.4412,0.008579236813
1645747200,2022-02-25 00:00:00,ALPHA/BTC,0.0000078,0.00000824,0.0000077,0.00000822,1010.62133312,0.0081274290979344
1645660800,2022-02-24 00:00:00,ALPHA/BTC,0.0000083,0.00000832,0.00000758,0.00000786,6675.8517,0.052142606089
1645574400,2022-02-23 00:00:00,ALPHA/BTC,0.00000833,0.00000858,0.00000825,0.00000826,2036.0538,0.017094332355
1645488000,2022-02-22 00:00:00,ALPHA/BTC,0.00000822,0.00000843,0.00000804,0.00000831,1517.4994,0.012481044087
1645401600,2022-02-21 00:00:00,ALPHA/BTC,0.00000848,0.00000878,0.00000815,0.00000825,8042.0394,0.06852478232
1645315200,2022-02-20 00:00:00,ALPHA/BTC,0.00000888,0.00000888,0.00000841,0.00000848,18028.2717,0.153512956134
