https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume INJ,Volume USDT
1660089600,2022-08-10 00:00:00,INJ/USDT,1.501,2.029,1.459,1.834,794013.79889063,1445907.59167160518
1660003200,2022-08-09 00:00:00,INJ/USDT,1.591,1.597,1.475,1.501,185196.7256591,281701.68982363154
1659916800,2022-08-08 00:00:00,INJ/USDT,1.595,1.665,1.574,1.595,204817.30067924,329098.33443566394
1659830400,2022-08-07 00:00:00,INJ/USDT,1.542,1.617,1.525,1.596,164257.58281866,258940.8931548702
1659744000,2022-08-06 00:00:00,INJ/USDT,1.596,1.602,1.543,1.543,143396.86200048,224529.19415936467
1659657600,2022-08-05 00:00:00,INJ/USDT,1.541,1.704,1.532,1.597,416700.10361397,667103.1865647394
1659571200,2022-08-04 00:00:00,INJ/USDT,1.454,1.718,1.45,1.546,1005941.70282173,1584936.27994697817
1659484800,2022-08-03 00:00:00,INJ/USDT,1.417,1.499,1.386,1.458,142352.30606896,207263.56316009051
1659398400,2022-08-02 00:00:00,INJ/USDT,1.438,1.457,1.362,1.418,99561.17020455,139655.79822257978
1659312000,2022-08-01 00:00:00,INJ/USDT,1.416,1.475,1.389,1.436,158120.51151238,225690.50800418591
1659225600,2022-07-31 00:00:00,INJ/USDT,1.422,1.533,1.411,1.421,287385.29845066,425632.21065823911
1659139200,2022-07-30 00:00:00,INJ/USDT,1.438,1.537,1.382,1.427,373111.34541995,547088.1183296007
1659052800,2022-07-29 00:00:00,INJ/USDT,1.412,1.483,1.382,1.434,237253.8024922,339123.65459829017
1658966400,2022-07-28 00:00:00,INJ/USDT,1.317,1.518,1.297,1.414,366042.5441451,516880.98329507909
1658880000,2022-07-27 00:00:00,INJ/USDT,1.244,1.318,1.223,1.318,85299.20442719,108494.392114879
1658793600,2022-07-26 00:00:00,INJ/USDT,1.246,1.27,1.206,1.244,106245.28010534,131855.64076845191
1658707200,2022-07-25 00:00:00,INJ/USDT,1.352,1.357,1.247,1.251,125164.4669352,163136.65254110031
1658620800,2022-07-24 00:00:00,INJ/USDT,1.367,1.389,1.336,1.352,129197.32245042,175652.43633368679
1658534400,2022-07-23 00:00:00,INJ/USDT,1.326,1.441,1.317,1.364,259172.96155302,359759.15653660738
1658448000,2022-07-22 00:00:00,INJ/USDT,1.333,1.38,1.301,1.323,158667.01919251,212451.98074545819
1658361600,2022-07-21 00:00:00,INJ/USDT,1.296,1.35,1.238,1.33,120873.29656155,156407.19043651595
1658275200,2022-07-20 00:00:00,INJ/USDT,1.405,1.44,1.288,1.303,247826.1939819,339201.43751788385
1658188800,2022-07-19 00:00:00,INJ/USDT,1.351,1.445,1.316,1.401,311282.61178337,433455.34905836958
1658102400,2022-07-18 00:00:00,INJ/USDT,1.269,1.414,1.261,1.352,319895.12464505,430273.30078263523
1658016000,2022-07-17 00:00:00,INJ/USDT,1.31,1.355,1.266,1.266,176939.74557636,232065.63830516211
1657929600,2022-07-16 00:00:00,INJ/USDT,1.281,1.352,1.235,1.313,237221.18276708,309659.43840293968
1657843200,2022-07-15 00:00:00,INJ/USDT,1.267,1.317,1.241,1.278,164912.03128908,210712.13079997427
1657756800,2022-07-14 00:00:00,INJ/USDT,1.221,1.272,1.193,1.264,136924.28226619,169157.90403551579
1657670400,2022-07-13 00:00:00,INJ/USDT,1.165,1.232,1.122,1.219,135549.74334692,159639.26298781779
1657584000,2022-07-12 00:00:00,INJ/USDT,1.234,1.238,1.164,1.164,165441.86021489,198890.64371321299
1657497600,2022-07-11 00:00:00,INJ/USDT,1.374,1.379,1.226,1.232,195997.87738101,256427.80091422457
1657411200,2022-07-10 00:00:00,INJ/USDT,1.422,1.552,1.332,1.378,494289.84240198,704010.45369513952
1657324800,2022-07-09 00:00:00,INJ/USDT,1.271,1.523,1.271,1.42,666217.0702371,939588.42287660457
1657238400,2022-07-08 00:00:00,INJ/USDT,1.316,1.348,1.257,1.266,82884.9045959,106282.45971406987
1657152000,2022-07-07 00:00:00,INJ/USDT,1.28,1.341,1.256,1.316,102362.50657632,133240.79602922729
1657065600,2022-07-06 00:00:00,INJ/USDT,1.254,1.384,1.246,1.283,167326.21414042,218563.11171918204
1656979200,2022-07-05 00:00:00,INJ/USDT,1.243,1.394,1.212,1.255,233043.97024837,302624.12859496038
1656892800,2022-07-04 00:00:00,INJ/USDT,1.212,1.254,1.182,1.249,65268.01837047,78852.86646804619
1656806400,2022-07-03 00:00:00,INJ/USDT,1.194,1.265,1.16,1.217,200168.23889627,242961.83490323121
1656720000,2022-07-02 00:00:00,INJ/USDT,1.184,1.356,1.172,1.193,153496.72666381,191690.17485064964
1656633600,2022-07-01 00:00:00,INJ/USDT,1.241,1.288,1.176,1.181,80109.15397875,97459.4693288239
1656547200,2022-06-30 00:00:00,INJ/USDT,1.268,1.27,1.161,1.238,119054.77949113,144511.18410025326
1656460800,2022-06-29 00:00:00,INJ/USDT,1.288,1.337,1.257,1.261,75296.37997553,97245.36131836285
1656374400,2022-06-28 00:00:00,INJ/USDT,1.346,1.422,1.275,1.295,154931.82333958,207646.07413419388
1656288000,2022-06-27 00:00:00,INJ/USDT,1.354,1.428,1.339,1.349,107696.92460446,148965.03488529703
1656201600,2022-06-26 00:00:00,INJ/USDT,1.456,1.562,1.344,1.355,228660.79470202,334385.01460174481
1656115200,2022-06-25 00:00:00,INJ/USDT,1.442,1.48,1.389,1.459,102280.27025214,146026.16884025799
1656028800,2022-06-24 00:00:00,INJ/USDT,1.383,1.5,1.352,1.446,166805.1133541,238903.04250845803
1655942400,2022-06-23 00:00:00,INJ/USDT,1.3,1.388,1.298,1.378,86402.42554245,116942.48955126276
1655856000,2022-06-22 00:00:00,INJ/USDT,1.339,1.433,1.296,1.3,162168.50734026,219763.12724510099
1655769600,2022-06-21 00:00:00,INJ/USDT,1.356,1.439,1.334,1.342,167907.5047377,232322.44719516226
1655683200,2022-06-20 00:00:00,INJ/USDT,1.298,1.412,1.246,1.355,112240.9691642,149517.84864102767
1655596800,2022-06-19 00:00:00,INJ/USDT,1.225,1.312,1.169,1.296,78793.38915434,98362.70697418666
1655510400,2022-06-18 00:00:00,INJ/USDT,1.355,1.454,1.134,1.228,207729.52049271,265257.92658680753
1655424000,2022-06-17 00:00:00,INJ/USDT,1.348,1.409,1.322,1.36,89915.47841428,122288.98363880941
1655337600,2022-06-16 00:00:00,INJ/USDT,1.499,1.519,1.322,1.344,101198.564817,142614.27656132123
1655251200,2022-06-15 00:00:00,INJ/USDT,1.434,1.553,1.29,1.504,383931.42912506,548988.02019004673
1655164800,2022-06-14 00:00:00,INJ/USDT,1.341,1.794,1.225,1.443,710883.26082806,1102874.04385692376
1655078400,2022-06-13 00:00:00,INJ/USDT,1.546,1.573,1.262,1.334,149385.92260918,204927.86887122576
1654992000,2022-06-12 00:00:00,INJ/USDT,1.821,1.822,1.546,1.546,139236.93400599,229252.01063949897
1654905600,2022-06-11 00:00:00,INJ/USDT,1.961,2.177,1.746,1.825,412942.49251375,803997.47856476073
1654819200,2022-06-10 00:00:00,INJ/USDT,2.003,2.37,1.958,1.961,703229.21697406,1500897.17342693136
1654732800,2022-06-09 00:00:00,INJ/USDT,1.932,2.332,1.912,2.003,509827.18541088,1072531.61424696261
1654646400,2022-06-08 00:00:00,INJ/USDT,1.982,2.039,1.928,1.928,52948.95959494,105582.04419498148
1654560000,2022-06-07 00:00:00,INJ/USDT,2.041,2.068,1.889,1.98,147117.52626877,291182.39093274553
1654473600,2022-06-06 00:00:00,INJ/USDT,2.026,2.116,2.002,2.041,55423.07369248,114121.40234186664
1654387200,2022-06-05 00:00:00,INJ/USDT,2.042,2.075,1.988,2.022,15862.44332681,32177.31533413006
1654300800,2022-06-04 00:00:00,INJ/USDT,2.027,2.066,1.992,2.038,18284.63226388,37087.34424859673
1654214400,2022-06-03 00:00:00,INJ/USDT,2.135,2.144,1.998,2.027,46780.30917279,95438.91220938962
1654128000,2022-06-02 00:00:00,INJ/USDT,2.07,2.156,2.041,2.146,22270.40008503,46391.89502535543
1654041600,2022-06-01 00:00:00,INJ/USDT,2.244,2.264,2.042,2.07,57539.23101391,124502.84001897501
1653955200,2022-05-31 00:00:00,INJ/USDT,2.208,2.335,2.127,2.243,197573.61180773,437294.21851951371
1653868800,2022-05-30 00:00:00,INJ/USDT,2.101,2.235,2.08,2.208,114663.92120139,249613.25381441102
1653782400,2022-05-29 00:00:00,INJ/USDT,1.993,2.326,1.94,2.101,216891.71951348,459315.60467390226
1653696000,2022-05-28 00:00:00,INJ/USDT,1.931,2.027,1.899,1.997,42823.45583415,84572.67804982319
1653609600,2022-05-27 00:00:00,INJ/USDT,2.018,2.04,1.862,1.931,87951.92983693,171701.66818192225
1653523200,2022-05-26 00:00:00,INJ/USDT,2.233,2.261,1.93,2.015,126307.24861661,260062.76115546823
1653436800,2022-05-25 00:00:00,INJ/USDT,2.262,2.324,2.209,2.223,138743.25207635,313192.6056199351
1653350400,2022-05-24 00:00:00,INJ/USDT,2.254,2.512,2.14,2.262,244574.12674989,564827.26515466751
1653264000,2022-05-23 00:00:00,INJ/USDT,2.253,2.34,2.193,2.252,149407.87623368,340229.93459843885
1653177600,2022-05-22 00:00:00,INJ/USDT,2.268,2.379,2.209,2.251,99143.20737178,225328.37661938686
1653091200,2022-05-21 00:00:00,INJ/USDT,2.188,2.35,2.128,2.268,124213.96303705,280333.13530576594
1653004800,2022-05-20 00:00:00,INJ/USDT,2.345,2.44,2.18,2.191,168226.21243133,388913.66585030401
1652918400,2022-05-19 00:00:00,INJ/USDT,2.415,2.741,2.218,2.341,492966.58202225,1195064.87135819177
1652832000,2022-05-18 00:00:00,INJ/USDT,2.282,2.752,2.195,2.407,718205.49982963,1766228.23531421882
1652745600,2022-05-17 00:00:00,INJ/USDT,1.995,2.486,1.995,2.276,295362.94448815,679044.90241951682
1652659200,2022-05-16 00:00:00,INJ/USDT,2.207,2.207,1.959,2.003,128977.86922717,264635.18908791705
1652572800,2022-05-15 00:00:00,INJ/USDT,2.095,2.232,1.996,2.214,102605.91975608,219539.45489594032
1652486400,2022-05-14 00:00:00,INJ/USDT,2.069,2.287,1.909,2.095,306767.56312037,631532.53280045595
1652400000,2022-05-13 00:00:00,INJ/USDT,1.806,2.375,1.787,2.069,406099.83050698,853196.32855075932
1652313600,2022-05-12 00:00:00,INJ/USDT,2.12,2.26,1.527,1.806,433797.08300401,792208.10036553286
1652227200,2022-05-11 00:00:00,INJ/USDT,3.062,3.142,1.894,2.108,394680.15020847,996255.10246347823
1652140800,2022-05-10 00:00:00,INJ/USDT,2.979,3.552,2.776,3.064,280919.2677124,892152.48170832003
1652054400,2022-05-09 00:00:00,INJ/USDT,3.53,3.581,2.918,2.985,186109.10009383,604953.30516670035
1651968000,2022-05-08 00:00:00,INJ/USDT,3.66,3.7,3.481,3.524,88228.19791695,316082.22285585253
1651881600,2022-05-07 00:00:00,INJ/USDT,3.873,4.037,3.617,3.665,109536.66589538,415951.39315013391
1651795200,2022-05-06 00:00:00,INJ/USDT,3.779,4.164,3.733,3.877,265275.20435376,1044011.06945423759
1651708800,2022-05-05 00:00:00,INJ/USDT,4.231,4.48,3.676,3.78,274019.58307257,1126650.08660997861
1651622400,2022-05-04 00:00:00,INJ/USDT,4.354,4.785,3.896,4.234,864721.09763111,3711492.56761830463
1651536000,2022-05-03 00:00:00,INJ/USDT,3.565,5.27,3.534,4.346,1024444.3357694,4548404.96362718702
1651449600,2022-05-02 00:00:00,INJ/USDT,3.605,3.779,3.468,3.565,86254.46017895,311046.45822924596
1651363200,2022-05-01 00:00:00,INJ/USDT,3.636,3.678,3.423,3.603,151481.20036768,542217.12634963687
1651276800,2022-04-30 00:00:00,INJ/USDT,3.941,4.045,3.622,3.641,194885.16182764,756057.90820900219
1651190400,2022-04-29 00:00:00,INJ/USDT,4.125,4.319,3.871,3.943,137937.87602624,565402.76966987758
1651104000,2022-04-28 00:00:00,INJ/USDT,4.255,4.293,4.082,4.12,77854.3386058,326546.37909572235
1651017600,2022-04-27 00:00:00,INJ/USDT,4.142,4.337,4.097,4.256,86910.43789536,366846.70492382428
1650931200,2022-04-26 00:00:00,INJ/USDT,4.523,4.764,4.101,4.149,219527.83894419,978764.8456465754
1650844800,2022-04-25 00:00:00,INJ/USDT,4.568,4.921,4.202,4.522,430988.74311878,1952517.5594617253
1650758400,2022-04-24 00:00:00,INJ/USDT,4.72,4.766,4.557,4.574,105642.36505078,494485.63352467211
1650672000,2022-04-23 00:00:00,INJ/USDT,4.874,4.912,4.713,4.719,84165.26018067,403943.94107971477
1650585600,2022-04-22 00:00:00,INJ/USDT,4.945,5.065,4.817,4.88,101492.70799696,498982.6423038378
1650499200,2022-04-21 00:00:00,INJ/USDT,5.162,5.439,4.901,4.946,127304.55835763,664643.22439029073
1650412800,2022-04-20 00:00:00,INJ/USDT,5.223,5.402,5.061,5.164,114944.57748039,599373.32663582079
1650326400,2022-04-19 00:00:00,INJ/USDT,5.099,5.345,5.066,5.223,57593.88717509,298928.45427813627
1650240000,2022-04-18 00:00:00,INJ/USDT,5.109,5.177,4.903,5.106,67433.59295657,339468.04022449705
1650153600,2022-04-17 00:00:00,INJ/USDT,5.402,5.422,5.088,5.109,26263.34868839,138204.47562317971
1650067200,2022-04-16 00:00:00,INJ/USDT,5.309,5.462,5.234,5.402,33640.78524882,179425.53232932216
1649980800,2022-04-15 00:00:00,INJ/USDT,5.302,5.411,5.254,5.322,30976.96240756,165039.19004037347
1649894400,2022-04-14 00:00:00,INJ/USDT,5.554,5.597,5.231,5.289,72428.00749835,394416.53608189254
1649808000,2022-04-13 00:00:00,INJ/USDT,5.48,5.588,5.383,5.553,101428.81031011,557911.49550000403
1649721600,2022-04-12 00:00:00,INJ/USDT,5.29,5.678,5.26,5.487,116366.82757986,636131.56101935298
1649635200,2022-04-11 00:00:00,INJ/USDT,6.069,6.112,5.22,5.287,149439.85188803,840566.21427974715
1649548800,2022-04-10 00:00:00,INJ/USDT,6.34,6.414,6.068,6.068,81476.93097938,510487.59922826326
1649462400,2022-04-09 00:00:00,INJ/USDT,6.162,6.705,6.116,6.341,233253.20305643,1488766.04107987107
1649376000,2022-04-08 00:00:00,INJ/USDT,6.11,6.63,6.072,6.162,250802.87715478,1585017.46632557225
1649289600,2022-04-07 00:00:00,INJ/USDT,5.946,6.45,5.853,6.106,166871.04015109,1025414.95377358183
1649203200,2022-04-06 00:00:00,INJ/USDT,6.327,6.565,5.91,5.968,214071.71681045,1330254.26611555422
1649116800,2022-04-05 00:00:00,INJ/USDT,6.255,7.583,6.252,6.335,549314.4774644,3803794.49781127781
1649030400,2022-04-04 00:00:00,INJ/USDT,6.311,6.405,6.101,6.263,91390.76723462,569901.66037176929
1648944000,2022-04-03 00:00:00,INJ/USDT,6.13,6.423,6.106,6.312,93198.29988518,584518.62186059092
1648857600,2022-04-02 00:00:00,INJ/USDT,6.242,6.497,6.113,6.115,121389.4693664,769015.1850936474
1648771200,2022-04-01 00:00:00,INJ/USDT,5.911,6.5,5.841,6.25,257886.06859718,1598145.49081965719
1648684800,2022-03-31 00:00:00,INJ/USDT,6.201,6.338,5.842,5.912,133098.10580004,809464.01299325013
1648598400,2022-03-30 00:00:00,INJ/USDT,5.97,6.408,5.825,6.201,135208.71881836,833329.3912566295
1648512000,2022-03-29 00:00:00,INJ/USDT,5.961,6.189,5.875,5.976,88447.10345853,534147.50888444909
1648425600,2022-03-28 00:00:00,INJ/USDT,6.105,6.298,5.961,5.969,125695.64173353,774057.73111517749
1648339200,2022-03-27 00:00:00,INJ/USDT,5.824,6.36,5.784,6.108,174990.9779151,1060010.59528238937
1648252800,2022-03-26 00:00:00,INJ/USDT,5.734,5.838,5.703,5.824,55948.97256089,322812.68942203296
1648166400,2022-03-25 00:00:00,INJ/USDT,5.955,6.108,5.686,5.734,130037.65965148,761313.99334189684
1648080000,2022-03-24 00:00:00,INJ/USDT,5.617,6.411,5.535,5.956,211676.66545321,1263395.33592646036
1647993600,2022-03-23 00:00:00,INJ/USDT,5.463,5.676,5.436,5.615,70763.09685844,394649.06007226233
1647907200,2022-03-22 00:00:00,INJ/USDT,5.401,5.679,5.388,5.461,75242.77327306,415951.0759891574
1647820800,2022-03-21 00:00:00,INJ/USDT,5.331,5.637,5.226,5.401,122034.97137502,664300.69570289914
1647734400,2022-03-20 00:00:00,INJ/USDT,5.54,5.552,5.28,5.315,53750.51816096,290953.29954121818
1647648000,2022-03-19 00:00:00,INJ/USDT,5.361,5.632,5.344,5.54,85875.33320899,471892.39187860551
1647561600,2022-03-18 00:00:00,INJ/USDT,5.336,5.4,5.231,5.356,78156.22713792,415975.11723476452
1647475200,2022-03-17 00:00:00,INJ/USDT,5.334,5.534,5.222,5.336,157894.54351647,848137.27404707423
1647388800,2022-03-16 00:00:00,INJ/USDT,5.136,5.378,5.093,5.331,156340.82979494,816109.23110456754
1647302400,2022-03-15 00:00:00,INJ/USDT,5.288,5.356,5.089,5.143,135539.5044901,704925.93145856133
1647216000,2022-03-14 00:00:00,INJ/USDT,4.997,5.741,4.989,5.288,340406.05047888,1813273.4143445202
1647129600,2022-03-13 00:00:00,INJ/USDT,5.011,5.95,4.982,5.004,583705.1804467,3193711.89835995877
1647043200,2022-03-12 00:00:00,INJ/USDT,4.922,5.385,4.918,5.014,201710.80624652,1037408.22090246977
1646956800,2022-03-11 00:00:00,INJ/USDT,5.101,5.159,4.918,4.922,134653.44075741,676551.97789080918
1646870400,2022-03-10 00:00:00,INJ/USDT,5.334,5.337,5.008,5.091,190216.80694158,976921.19223044415
1646784000,2022-03-09 00:00:00,INJ/USDT,5.221,5.484,5.203,5.335,166020.35945981,893029.39096979181
1646697600,2022-03-08 00:00:00,INJ/USDT,5.258,5.399,5.175,5.228,126104.93565248,668240.59590703496
1646611200,2022-03-07 00:00:00,INJ/USDT,5.383,5.535,5.16,5.264,203411.60739911,1084413.30574054019
1646524800,2022-03-06 00:00:00,INJ/USDT,5.671,5.841,5.358,5.371,225066.61673729,1270810.96410863898
1646438400,2022-03-05 00:00:00,INJ/USDT,5.484,5.8,5.355,5.67,228629.49934321,1275219.69305157491
1646352000,2022-03-04 00:00:00,INJ/USDT,5.998,6.414,5.453,5.49,578044.27860502,3454180.87865784778
1646265600,2022-03-03 00:00:00,INJ/USDT,5.641,6.654,5.54,5.992,884010.3430687,5289917.00100518391
1646179200,2022-03-02 00:00:00,INJ/USDT,5.658,6.243,5.369,5.648,293949.46487922,1688832.59964481866
1646092800,2022-03-01 00:00:00,INJ/USDT,5.633,5.99,5.5,5.657,378254.65577149,2144057.1248789153
1646006400,2022-02-28 00:00:00,INJ/USDT,5.2,5.663,5.151,5.627,243526.60249664,1338502.56194769538
1645920000,2022-02-27 00:00:00,INJ/USDT,5.541,5.641,5.134,5.221,145287.91399118,786827.11617325929
1645833600,2022-02-26 00:00:00,INJ/USDT,5.609,5.816,5.459,5.537,220448.4307918,1241059.08552773085
1645747200,2022-02-25 00:00:00,INJ/USDT,5.216,6.06,5.123,5.602,376090.26364949,2098608.7982352723
1645660800,2022-02-24 00:00:00,INJ/USDT,5.394,5.516,4.56,5.226,378670.13088371,1908630.68955480825
1645574400,2022-02-23 00:00:00,INJ/USDT,5.522,6.3,5.363,5.402,618323.79172438,3550928.42859670105
1645488000,2022-02-22 00:00:00,INJ/USDT,4.885,6.836,4.672,5.519,758651.7620438,4325926.30287699206
1645401600,2022-02-21 00:00:00,INJ/USDT,5.659,5.899,4.868,4.896,356870.67653798,1956811.9516365028
1645315200,2022-02-20 00:00:00,INJ/USDT,6.671,7.16,5.581,5.658,1196704.08860768,7609872.65736576511
1645228800,2022-02-19 00:00:00,INJ/USDT,5.278,7.569,5.069,6.672,719234.79917775,4720408.12377220593
1645142400,2022-02-18 00:00:00,INJ/USDT,5.435,6.014,5.197,5.284,189445.88260817,1056690.32191078379
1645056000,2022-02-17 00:00:00,INJ/USDT,6.062,6.133,5.317,5.435,174748.4577388,1006886.89135847736
1644969600,2022-02-16 00:00:00,INJ/USDT,6.224,6.6,5.849,6.063,220586.76280363,1352305.82060165012
1644883200,2022-02-15 00:00:00,INJ/USDT,6.04,6.564,5.914,6.229,322344.37719727,2008256.95693612845
1644796800,2022-02-14 00:00:00,INJ/USDT,6.066,6.531,5.844,6.035,338395.88802438,2072159.40041512234
1644710400,2022-02-13 00:00:00,INJ/USDT,7.209,7.231,6.044,6.058,653193.38452421,4387148.84292287453
1644624000,2022-02-12 00:00:00,INJ/USDT,7.377,9.9,7.068,7.202,2390784.30821937,19708208.70680812243
1644537600,2022-02-11 00:00:00,INJ/USDT,4.992,10,4.737,7.366,1672080.19895898,12656915.61581052488
1644451200,2022-02-10 00:00:00,INJ/USDT,4.922,5.365,4.68,4.997,59569.98527589,296705.39061703878
1644364800,2022-02-09 00:00:00,INJ/USDT,4.81,5.122,4.779,4.922,48635.66501509,237201.34227124515
1644278400,2022-02-08 00:00:00,INJ/USDT,5.124,5.124,4.637,4.809,70937.16703656,343693.24127887264
1644192000,2022-02-07 00:00:00,INJ/USDT,4.728,5.751,4.66,5.123,117226.21167382,601830.95046616307
1644105600,2022-02-06 00:00:00,INJ/USDT,4.445,4.737,4.417,4.737,47152.0288082,213664.74625257264
1644019200,2022-02-05 00:00:00,INJ/USDT,4.473,4.728,4.43,4.439,63557.48165398,291100.07283599461
1643932800,2022-02-04 00:00:00,INJ/USDT,4.123,4.491,4.109,4.472,63152.11187889,271083.08710973337
1643846400,2022-02-03 00:00:00,INJ/USDT,4.071,4.371,3.916,4.13,71175.14599439,288061.07122763982
1643760000,2022-02-02 00:00:00,INJ/USDT,4.314,4.327,4.053,4.064,45583.55165296,192042.47423866074
1643673600,2022-02-01 00:00:00,INJ/USDT,4.204,4.66,4.178,4.314,45322.38964393,194452.79640145255
1643587200,2022-01-31 00:00:00,INJ/USDT,4.297,4.297,3.93,4.215,47723.18071177,198957.30455138187
1643500800,2022-01-30 00:00:00,INJ/USDT,4.427,4.48,4.18,4.3,19626.69476642,85763.55424536621
1643414400,2022-01-29 00:00:00,INJ/USDT,4.486,4.567,4.366,4.416,47976.58560797,212536.06631490295
1643328000,2022-01-28 00:00:00,INJ/USDT,4.231,4.522,4.16,4.484,45944.87112403,197539.41415929416
1643241600,2022-01-27 00:00:00,INJ/USDT,4.343,4.535,3.78,4.23,56575.73807472,236848.15522989644
1643155200,2022-01-26 00:00:00,INJ/USDT,4.388,4.952,4.281,4.346,50328.84435255,231666.08644141934
1643068800,2022-01-25 00:00:00,INJ/USDT,4.184,4.411,4.054,4.392,30905.95566381,130687.47816111633
1642982400,2022-01-24 00:00:00,INJ/USDT,4.407,4.408,3.76,4.174,71444.97526282,288285.85920707274
1642896000,2022-01-23 00:00:00,INJ/USDT,4.3,4.748,4.228,4.409,45910.83545256,204611.05815584802
1642809600,2022-01-22 00:00:00,INJ/USDT,5.236,5.84,3.995,4.293,75978.48768095,359548.116707596
1642723200,2022-01-21 00:00:00,INJ/USDT,6.109,6.178,5.102,5.223,62512.66432188,352426.6958669771
1642636800,2022-01-20 00:00:00,INJ/USDT,6.217,6.613,6.101,6.101,16691.35396801,105519.05479258873
1642550400,2022-01-19 00:00:00,INJ/USDT,6.632,6.669,6.1,6.214,40062.62841189,253439.47766135844
