https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KDA,Volume USDT
1663156800,2022-09-14 12:00:00,KDA/USDT,1.5826,1.5876,1.5508,1.5802,128362.0747213,201429.917760974997
1663153200,2022-09-14 11:00:00,KDA/USDT,1.5762,1.5972,1.5749,1.5822,63053.14900638,99965.296883860892
1663149600,2022-09-14 10:00:00,KDA/USDT,1.5754,1.5801,1.5718,1.5769,29288.29492396,46169.772279826297
1663146000,2022-09-14 09:00:00,KDA/USDT,1.5713,1.5765,1.5678,1.5756,20066.4336346,31548.250965658336
1663142400,2022-09-14 08:00:00,KDA/USDT,1.5607,1.5774,1.546,1.5689,47593.55414441,74439.310924279059
1663138800,2022-09-14 07:00:00,KDA/USDT,1.5679,1.5785,1.5495,1.5595,34650.65375003,54264.540319428554
1663135200,2022-09-14 06:00:00,KDA/USDT,1.5759,1.5827,1.5632,1.5646,39715.33037011,62496.014192425015
1663131600,2022-09-14 05:00:00,KDA/USDT,1.5815,1.5864,1.5759,1.5759,32567.44457301,51551.363753143365
1663128000,2022-09-14 04:00:00,KDA/USDT,1.5628,1.5832,1.5602,1.5824,25856.18006979,40683.320680546503
1663124400,2022-09-14 03:00:00,KDA/USDT,1.5676,1.5701,1.56,1.5634,17426.43711597,27259.814819416936
1663120800,2022-09-14 02:00:00,KDA/USDT,1.5551,1.569,1.5528,1.569,44779.3337061,69956.489518043874
1663117200,2022-09-14 01:00:00,KDA/USDT,1.5491,1.5558,1.5438,1.5558,24533.16323569,38018.534479729717
1663113600,2022-09-14 00:00:00,KDA/USDT,1.5469,1.5509,1.5357,1.5492,39903.65539897,61627.67723618283
1663110000,2022-09-13 23:00:00,KDA/USDT,1.5486,1.5515,1.5369,1.5461,46963.05073726,72468.859653590198
1663106400,2022-09-13 22:00:00,KDA/USDT,1.5559,1.5579,1.5443,1.5477,38854.56525195,60312.32194922563
1663102800,2022-09-13 21:00:00,KDA/USDT,1.5569,1.5622,1.54,1.5553,33947.36643549,52744.142651372868
1663099200,2022-09-13 20:00:00,KDA/USDT,1.5637,1.5676,1.5507,1.5568,58203.99962756,90792.808541931046
1663095600,2022-09-13 19:00:00,KDA/USDT,1.5388,1.566,1.5284,1.564,74657.09355854,115377.753642852174
1663092000,2022-09-13 18:00:00,KDA/USDT,1.5701,1.5765,1.5364,1.5415,83219.92860628,129545.246209453335
1663088400,2022-09-13 17:00:00,KDA/USDT,1.5648,1.597,1.5629,1.5712,90893.39956696,143441.45536605813
1663084800,2022-09-13 16:00:00,KDA/USDT,1.5354,1.5717,1.5295,1.5625,82036.99726002,127664.350912424237
1663081200,2022-09-13 15:00:00,KDA/USDT,1.5693,1.5757,1.5261,1.5366,259682.41997162,402837.350130167112
1663077600,2022-09-13 14:00:00,KDA/USDT,1.5648,1.5993,1.551,1.5706,188526.37932369,297035.40594222659
1663074000,2022-09-13 13:00:00,KDA/USDT,1.5852,1.606,1.5541,1.5638,285579.22078954,451695.420821285557
1663070400,2022-09-13 12:00:00,KDA/USDT,1.6938,1.75,1.55,1.584,796752.57404637,1308373.185835476962
1663066800,2022-09-13 11:00:00,KDA/USDT,1.6645,1.7249,1.6645,1.6943,188414.69164997,320787.509280571167
1663063200,2022-09-13 10:00:00,KDA/USDT,1.662,1.6688,1.6576,1.6652,33880.21320434,56325.533655551807
1663059600,2022-09-13 09:00:00,KDA/USDT,1.6515,1.6637,1.6502,1.6634,41073.2854656,68093.356514210271
1663056000,2022-09-13 08:00:00,KDA/USDT,1.6803,1.6819,1.6456,1.6511,62080.72486954,103107.361620091922
1663052400,2022-09-13 07:00:00,KDA/USDT,1.6599,1.6828,1.6543,1.6803,57648.81927504,96231.397544509377
1663048800,2022-09-13 06:00:00,KDA/USDT,1.6605,1.6796,1.6543,1.6598,50028.5292593,83570.055802422943
1663045200,2022-09-13 05:00:00,KDA/USDT,1.6691,1.6778,1.657,1.6623,62471.25115565,104133.82232548934
1663041600,2022-09-13 04:00:00,KDA/USDT,1.6743,1.7133,1.6631,1.6683,88431.64097461,148136.103888420477
1663038000,2022-09-13 03:00:00,KDA/USDT,1.6716,1.6791,1.6536,1.6753,34908.1130069,58048.727052412684
1663034400,2022-09-13 02:00:00,KDA/USDT,1.6789,1.6789,1.65,1.6703,67222.99748768,111965.814545685288
1663030800,2022-09-13 01:00:00,KDA/USDT,1.6607,1.7189,1.6579,1.6793,145949.1303015,246610.218982020987
1663027200,2022-09-13 00:00:00,KDA/USDT,1.6857,1.6939,1.6565,1.6594,116737.44328654,195529.072375836697
1663023600,2022-09-12 23:00:00,KDA/USDT,1.7385,1.7505,1.67,1.6845,258784.71562545,442262.319245391988
1663020000,2022-09-12 22:00:00,KDA/USDT,1.7237,1.74,1.7209,1.7377,116381.17424399,201721.314283478893
1663016400,2022-09-12 21:00:00,KDA/USDT,1.7253,1.732,1.715,1.7264,53822.615602,92728.443921271146
1663012800,2022-09-12 20:00:00,KDA/USDT,1.7163,1.7349,1.7155,1.7224,98859.80609036,170533.243802956858
1663009200,2022-09-12 19:00:00,KDA/USDT,1.7028,1.7198,1.692,1.7161,112327.49312327,191290.358428004254
1663005600,2022-09-12 18:00:00,KDA/USDT,1.6934,1.74,1.6806,1.7046,290085.27384066,496691.988846281373
1663002000,2022-09-12 17:00:00,KDA/USDT,1.6525,1.723,1.6465,1.6903,243553.91979749,411907.698801190817
1662998400,2022-09-12 16:00:00,KDA/USDT,1.6465,1.673,1.625,1.6525,173781.2863773,285922.407831348156
1662994800,2022-09-12 15:00:00,KDA/USDT,1.7134,1.7134,1.63,1.6479,318947.36581162,533666.690382140348
1662991200,2022-09-12 14:00:00,KDA/USDT,1.711,1.7367,1.6863,1.71,278028.21670352,477249.150211897149
1662987600,2022-09-12 13:00:00,KDA/USDT,1.6572,1.718,1.6439,1.7093,252019.03482126,423229.932489949191
1662984000,2022-09-12 12:00:00,KDA/USDT,1.675,1.6769,1.649,1.657,75481.76241928,125341.885590006956
1662980400,2022-09-12 11:00:00,KDA/USDT,1.6654,1.6771,1.6618,1.675,43825.77916602,73202.539008446186
1662976800,2022-09-12 10:00:00,KDA/USDT,1.6693,1.6856,1.6483,1.6656,100844.36526696,168370.306620560154
1662973200,2022-09-12 09:00:00,KDA/USDT,1.6886,1.6989,1.6565,1.6687,84058.27564247,140961.248774732126
1662969600,2022-09-12 08:00:00,KDA/USDT,1.6565,1.6938,1.6499,1.6883,150841.26148124,252262.927317287886
1662966000,2022-09-12 07:00:00,KDA/USDT,1.6424,1.6584,1.6398,1.6579,80480.9786146,132736.448871949392
1662962400,2022-09-12 06:00:00,KDA/USDT,1.6267,1.6468,1.6191,1.6442,37844.62693962,61783.817353406044
1662958800,2022-09-12 05:00:00,KDA/USDT,1.6433,1.6562,1.6233,1.6252,70750.44807214,116196.163306368507
1662955200,2022-09-12 04:00:00,KDA/USDT,1.6223,1.6444,1.6161,1.6425,49260.6400764,80414.160912314315
1662951600,2022-09-12 03:00:00,KDA/USDT,1.6138,1.626,1.6005,1.626,54492.70834341,87991.241150319243
1662948000,2022-09-12 02:00:00,KDA/USDT,1.618,1.6233,1.6066,1.6137,56364.49939561,90962.564907616055
1662944400,2022-09-12 01:00:00,KDA/USDT,1.5927,1.6443,1.5852,1.6153,116309.42922868,187795.625995825767
1662940800,2022-09-12 00:00:00,KDA/USDT,1.6049,1.6086,1.591,1.5962,40299.82342292,64485.313487140742
1662937200,2022-09-11 23:00:00,KDA/USDT,1.6013,1.6089,1.585,1.6047,140856.38225584,224852.053628798511
1662933600,2022-09-11 22:00:00,KDA/USDT,1.5953,1.6155,1.5909,1.6021,62739.41372952,100519.597352776841
1662930000,2022-09-11 21:00:00,KDA/USDT,1.6209,1.6271,1.59,1.5944,60109.50403381,96655.970529096387
1662926400,2022-09-11 20:00:00,KDA/USDT,1.6189,1.6287,1.5968,1.6223,134836.68737584,217504.733980636482
1662922800,2022-09-11 19:00:00,KDA/USDT,1.6188,1.624,1.605,1.6191,79669.88578113,128744.638283885891
1662919200,2022-09-11 18:00:00,KDA/USDT,1.6294,1.63,1.6075,1.6152,88914.25114046,143808.912922427645
1662915600,2022-09-11 17:00:00,KDA/USDT,1.6387,1.6521,1.6248,1.6288,72317.01210502,118567.232011318411
1662912000,2022-09-11 16:00:00,KDA/USDT,1.631,1.6525,1.6276,1.6391,104223.68131072,171078.737610688757
1662908400,2022-09-11 15:00:00,KDA/USDT,1.6616,1.6974,1.62,1.631,471039.07713627,784106.171871950826
1662904800,2022-09-11 14:00:00,KDA/USDT,1.5829,1.6676,1.5829,1.6615,502662.83362168,819700.165764376406
1662901200,2022-09-11 13:00:00,KDA/USDT,1.5904,1.5907,1.5754,1.5814,56817.17529905,89782.03084764115
1662897600,2022-09-11 12:00:00,KDA/USDT,1.5843,1.5945,1.5797,1.5904,49503.83913549,78503.637038931792
1662894000,2022-09-11 11:00:00,KDA/USDT,1.5826,1.5891,1.5809,1.5843,47445.69441104,75148.381841154892
1662890400,2022-09-11 10:00:00,KDA/USDT,1.5787,1.5909,1.5777,1.5829,36732.03381499,58149.934686131084
1662886800,2022-09-11 09:00:00,KDA/USDT,1.5868,1.5955,1.5767,1.5787,77313.31802321,122751.733013927481
1662883200,2022-09-11 08:00:00,KDA/USDT,1.5829,1.5888,1.574,1.5866,38623.92339403,60974.748445433625
1662879600,2022-09-11 07:00:00,KDA/USDT,1.5709,1.5894,1.5694,1.5846,39829.75155761,62829.778948460025
1662876000,2022-09-11 06:00:00,KDA/USDT,1.5893,1.5929,1.5604,1.5721,94706.57611115,149157.446873804898
1662872400,2022-09-11 05:00:00,KDA/USDT,1.5963,1.5974,1.55,1.5874,175805.88182338,277901.567917438816
1662868800,2022-09-11 04:00:00,KDA/USDT,1.603,1.6112,1.5964,1.5987,27782.46522271,44501.300251133247
1662865200,2022-09-11 03:00:00,KDA/USDT,1.6032,1.6071,1.5981,1.6022,24603.58413668,39440.802086874232
1662861600,2022-09-11 02:00:00,KDA/USDT,1.6019,1.6048,1.5935,1.6032,30467.39953982,48681.820666024632
1662858000,2022-09-11 01:00:00,KDA/USDT,1.6148,1.62,1.6005,1.6025,36626.21623175,59061.836372698348
1662854400,2022-09-11 00:00:00,KDA/USDT,1.5993,1.6166,1.5991,1.6134,28357.15044668,45688.718414163609
1662850800,2022-09-10 23:00:00,KDA/USDT,1.6065,1.6147,1.5981,1.5991,31572.31940369,50750.923302230508
1662847200,2022-09-10 22:00:00,KDA/USDT,1.6029,1.6064,1.5977,1.6049,23098.6158534,37031.434895782838
1662843600,2022-09-10 21:00:00,KDA/USDT,1.5913,1.604,1.5905,1.6005,39003.73923408,62347.851570886063
1662840000,2022-09-10 20:00:00,KDA/USDT,1.5979,1.6,1.5837,1.5907,36986.62599939,58973.947915055362
1662836400,2022-09-10 19:00:00,KDA/USDT,1.5992,1.6106,1.5963,1.5968,44978.94140982,72070.74679928796
1662832800,2022-09-10 18:00:00,KDA/USDT,1.6131,1.6188,1.5904,1.598,45121.40019506,72268.994496800872
1662829200,2022-09-10 17:00:00,KDA/USDT,1.5897,1.6187,1.575,1.6148,91068.93438108,145136.921547745392
1662825600,2022-09-10 16:00:00,KDA/USDT,1.5633,1.602,1.5553,1.59,107303.24174604,169765.581298730814
1662822000,2022-09-10 15:00:00,KDA/USDT,1.5584,1.5618,1.5518,1.5618,35265.33753162,54862.672982261852
1662818400,2022-09-10 14:00:00,KDA/USDT,1.5529,1.564,1.5525,1.5589,28527.11797742,44451.630808522533
1662814800,2022-09-10 13:00:00,KDA/USDT,1.5683,1.571,1.5513,1.5532,44432.17217056,69356.035967179401
1662811200,2022-09-10 12:00:00,KDA/USDT,1.5686,1.5786,1.5645,1.5706,23835.69854655,37424.490971387106
1662807600,2022-09-10 11:00:00,KDA/USDT,1.5767,1.5874,1.5655,1.5675,100666.69515846,158693.852859931674
1662804000,2022-09-10 10:00:00,KDA/USDT,1.5847,1.5864,1.5757,1.5767,26636.2777478,42111.762278513238
1662800400,2022-09-10 09:00:00,KDA/USDT,1.5845,1.5897,1.5795,1.5846,48879.46266727,77455.500657307419
1662796800,2022-09-10 08:00:00,KDA/USDT,1.5786,1.591,1.5755,1.5842,40407.28284814,63934.383848233458
1662793200,2022-09-10 07:00:00,KDA/USDT,1.6135,1.6207,1.57,1.577,128070.95227172,204095.364943702039
1662789600,2022-09-10 06:00:00,KDA/USDT,1.6076,1.6159,1.6011,1.6138,68273.5849285,109750.933483650139
1662786000,2022-09-10 05:00:00,KDA/USDT,1.6053,1.6222,1.6034,1.6076,57424.42349028,92571.498722626753
1662782400,2022-09-10 04:00:00,KDA/USDT,1.5971,1.6095,1.5955,1.602,40080.35558578,64216.116944218724
1662778800,2022-09-10 03:00:00,KDA/USDT,1.6118,1.6123,1.5955,1.5973,58910.18054407,94456.100288257715
1662775200,2022-09-10 02:00:00,KDA/USDT,1.6247,1.6256,1.6001,1.6121,60371.46256134,97190.381465711937
1662771600,2022-09-10 01:00:00,KDA/USDT,1.62,1.6417,1.6047,1.6244,157685.71512583,255968.444720388283
1662768000,2022-09-10 00:00:00,KDA/USDT,1.6248,1.6287,1.5899,1.619,85101.21707048,136546.726550754446
1662764400,2022-09-09 23:00:00,KDA/USDT,1.5896,1.6294,1.5842,1.6227,157579.44404169,252471.703264382564
1662760800,2022-09-09 22:00:00,KDA/USDT,1.5789,1.5929,1.5761,1.5897,96448.14119316,152927.42893790801
1662757200,2022-09-09 21:00:00,KDA/USDT,1.5799,1.5864,1.5748,1.5776,39280.94261067,62051.634350242345
1662753600,2022-09-09 20:00:00,KDA/USDT,1.586,1.5957,1.55,1.5799,226777.73486732,357534.018492639322
1662750000,2022-09-09 19:00:00,KDA/USDT,1.5711,1.5908,1.5705,1.585,97701.94810227,155040.69116866956
1662746400,2022-09-09 18:00:00,KDA/USDT,1.5729,1.5779,1.5582,1.5719,92762.54752513,145400.849351521846
1662742800,2022-09-09 17:00:00,KDA/USDT,1.5801,1.6056,1.5669,1.5756,166865.02326881,265085.685458082648
1662739200,2022-09-09 16:00:00,KDA/USDT,1.5707,1.5832,1.5572,1.5801,107334.94228555,168758.548926189624
1662735600,2022-09-09 15:00:00,KDA/USDT,1.5699,1.5781,1.5605,1.571,95765.02460111,150322.467025770098
1662732000,2022-09-09 14:00:00,KDA/USDT,1.5658,1.5749,1.5609,1.5698,57725.59712811,90475.747800345008
1662728400,2022-09-09 13:00:00,KDA/USDT,1.5718,1.5733,1.5551,1.5661,147490.28206038,230628.056973032415
1662724800,2022-09-09 12:00:00,KDA/USDT,1.5621,1.59,1.5574,1.571,135290.2548509,212905.295272937265
1662721200,2022-09-09 11:00:00,KDA/USDT,1.5754,1.5764,1.5503,1.5614,115671.05767945,180337.267745153661
1662717600,2022-09-09 10:00:00,KDA/USDT,1.5593,1.5786,1.5563,1.5734,76415.26605854,119716.82580453451
1662714000,2022-09-09 09:00:00,KDA/USDT,1.5654,1.5665,1.555,1.56,24622.9217055,38402.68012668999
1662710400,2022-09-09 08:00:00,KDA/USDT,1.5543,1.5665,1.5517,1.5652,49192.87157106,76817.663291970936
1662706800,2022-09-09 07:00:00,KDA/USDT,1.5637,1.5665,1.5482,1.5537,62795.98059334,97704.515798923263
1662703200,2022-09-09 06:00:00,KDA/USDT,1.5621,1.5681,1.5529,1.5636,46689.74184237,72875.621426676215
1662699600,2022-09-09 05:00:00,KDA/USDT,1.5491,1.5693,1.546,1.5618,141864.01295473,221084.783702573203
1662696000,2022-09-09 04:00:00,KDA/USDT,1.5296,1.5528,1.5259,1.5485,133432.07232643,205614.016658604065
1662692400,2022-09-09 03:00:00,KDA/USDT,1.4989,1.5315,1.4983,1.5295,124638.84482247,189036.680222040312
1662688800,2022-09-09 02:00:00,KDA/USDT,1.5104,1.5121,1.4968,1.4988,50392.9323543,75904.332378664013
1662685200,2022-09-09 01:00:00,KDA/USDT,1.5006,1.5186,1.4991,1.5072,64568.71064175,97286.702773369074
1662681600,2022-09-09 00:00:00,KDA/USDT,1.5029,1.5089,1.4964,1.5007,53812.73457328,80879.800126296758
1662678000,2022-09-08 23:00:00,KDA/USDT,1.4987,1.5029,1.4966,1.5024,26392.74225012,39582.450336474359
1662674400,2022-09-08 22:00:00,KDA/USDT,1.4939,1.4992,1.489,1.499,15044.67874231,22481.175659349748
1662670800,2022-09-08 21:00:00,KDA/USDT,1.4987,1.4997,1.488,1.494,10366.19150816,15473.05872125998
1662667200,2022-09-08 20:00:00,KDA/USDT,1.4969,1.52,1.4943,1.4967,144562.55266735,217387.311171014121
1662663600,2022-09-08 19:00:00,KDA/USDT,1.4808,1.4998,1.4786,1.4971,49139.39655066,73075.060060616885
1662660000,2022-09-08 18:00:00,KDA/USDT,1.4787,1.4834,1.4763,1.4808,35476.38359905,52475.529969929372
1662656400,2022-09-08 17:00:00,KDA/USDT,1.4825,1.4885,1.474,1.48,29134.26783569,43183.971874232363
1662652800,2022-09-08 16:00:00,KDA/USDT,1.4856,1.4863,1.4723,1.4837,52547.25811885,77718.4322923768
1662649200,2022-09-08 15:00:00,KDA/USDT,1.496,1.5018,1.484,1.4854,79420.44873096,118534.851692431823
1662645600,2022-09-08 14:00:00,KDA/USDT,1.4756,1.4997,1.4728,1.4966,84452.28048902,125494.799575309634
1662642000,2022-09-08 13:00:00,KDA/USDT,1.467,1.4902,1.4472,1.4749,230011.16429722,337727.176484187711
