https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ROUTE,Volume USDT
1663279200,2022-09-15 22:00:00,ROUTE/USDT,2.9414,2.9477,2.9049,2.9069,1360.6302,3969.59614146
1663275600,2022-09-15 21:00:00,ROUTE/USDT,2.9368,2.9619,2.9323,2.946,436.6873,1285.18134776
1663272000,2022-09-15 20:00:00,ROUTE/USDT,2.962,2.962,2.9369,2.9414,676.1702,1996.83299549
1663268400,2022-09-15 19:00:00,ROUTE/USDT,2.9569,2.9683,2.9365,2.9559,1588.4795,4695.76099223
1663264800,2022-09-15 18:00:00,ROUTE/USDT,2.8999,2.98,2.8757,2.9569,1780.1847,5205.48091031
1663261200,2022-09-15 17:00:00,ROUTE/USDT,2.9734,3.056,2.8889,2.8999,10934.8903,32513.26351522
1663257600,2022-09-15 16:00:00,ROUTE/USDT,2.9644,3.056,2.951,2.974,13680.7248,41251.26158701
1663254000,2022-09-15 15:00:00,ROUTE/USDT,3.0067,3.0096,2.9071,2.9562,12280.4865,36266.44037097
1663250400,2022-09-15 14:00:00,ROUTE/USDT,3.1262,3.1379,2.9528,3.008,17267.7431,52273.76919115
1663246800,2022-09-15 13:00:00,ROUTE/USDT,3.1781,3.188,3.0999,3.1184,4178.1594,13082.90219823
1663243200,2022-09-15 12:00:00,ROUTE/USDT,3.1615,3.201,3.095,3.1759,3278.7561,10319.05120907
1663239600,2022-09-15 11:00:00,ROUTE/USDT,3.13,3.2308,3.0767,3.1684,11815.0796,37431.74744974
1663236000,2022-09-15 10:00:00,ROUTE/USDT,3.088,3.1296,3.0568,3.119,3870.6434,11944.09923954
1663232400,2022-09-15 09:00:00,ROUTE/USDT,3.1388,3.2245,3.07,3.074,3666.8236,11495.60186553
1663228800,2022-09-15 08:00:00,ROUTE/USDT,3.1096,3.1738,3.095,3.1388,2131.2376,6678.90724789
1663225200,2022-09-15 07:00:00,ROUTE/USDT,3.0552,3.19,3.0547,3.1106,6240.5714,19452.6257943
1663221600,2022-09-15 06:00:00,ROUTE/USDT,3.0615,3.1362,3.0394,3.0587,5069.5648,15673.97712208
1663218000,2022-09-15 05:00:00,ROUTE/USDT,3.046,3.0613,3.0252,3.0613,2259.8794,6878.99030433
1663214400,2022-09-15 04:00:00,ROUTE/USDT,3.0814,3.0854,3.025,3.0546,3148.7568,9583.05465181
1663210800,2022-09-15 03:00:00,ROUTE/USDT,3.1038,3.12,3.0679,3.068,2133.7026,6606.09514095
1663207200,2022-09-15 02:00:00,ROUTE/USDT,3.1604,3.1854,3.1041,3.1041,2533.1003,7987.75010977
1663203600,2022-09-15 01:00:00,ROUTE/USDT,3.0603,3.1784,3.0603,3.1597,3904.2341,12217.88724293
1663200000,2022-09-15 00:00:00,ROUTE/USDT,3.0742,3.0747,3.0603,3.0718,519.9483,1596.82260621
1663196400,2022-09-14 23:00:00,ROUTE/USDT,3.0996,3.0996,3.0208,3.0731,5929.3175,18035.02721908
1663192800,2022-09-14 22:00:00,ROUTE/USDT,2.9976,3.1375,2.9976,3.0996,9073.4548,27911.95941615
1663189200,2022-09-14 21:00:00,ROUTE/USDT,2.9873,3.19,2.9747,2.9983,9490.4254,28926.89629896
1663185600,2022-09-14 20:00:00,ROUTE/USDT,2.982,3.0069,2.9708,2.9882,1372.6475,4096.3373521
1663182000,2022-09-14 19:00:00,ROUTE/USDT,2.948,3.182,2.9406,2.9866,6197.6083,18777.54656243
1663178400,2022-09-14 18:00:00,ROUTE/USDT,2.9179,3.182,2.87,2.9662,14119.4233,42154.13753099
1663174800,2022-09-14 17:00:00,ROUTE/USDT,2.9,2.9185,2.8991,2.9185,856.8789,2492.53777757
1663171200,2022-09-14 16:00:00,ROUTE/USDT,2.8983,2.912,2.89,2.9024,2854.9014,8266.98081282
1663167600,2022-09-14 15:00:00,ROUTE/USDT,2.919,2.9281,2.8901,2.8982,2418.1827,7041.42317083
1663164000,2022-09-14 14:00:00,ROUTE/USDT,2.9224,2.9483,2.9129,2.9131,2559.2882,7500.49026207
1663160400,2022-09-14 13:00:00,ROUTE/USDT,2.9209,2.9938,2.9156,2.9224,4340.1436,12827.18588263
1663156800,2022-09-14 12:00:00,ROUTE/USDT,2.9066,2.9417,2.9066,2.9181,1291.8003,3782.19583989
1663153200,2022-09-14 11:00:00,ROUTE/USDT,2.9031,2.9168,2.89,2.9168,994.7013,2885.32604879
1663149600,2022-09-14 10:00:00,ROUTE/USDT,2.85,2.9277,2.85,2.9012,4910.0946,14267.42736448
1663146000,2022-09-14 09:00:00,ROUTE/USDT,2.8668,2.8711,2.8276,2.848,3257.4488,9294.72946962
1663142400,2022-09-14 08:00:00,ROUTE/USDT,2.8599,2.8951,2.84,2.8755,1182.9669,3383.77065969
1663138800,2022-09-14 07:00:00,ROUTE/USDT,2.8519,2.8747,2.8469,2.8599,1563.2893,4470.39807611
1663135200,2022-09-14 06:00:00,ROUTE/USDT,2.9948,3.0053,2.8002,2.8523,24426.6991,70464.99942603
1663131600,2022-09-14 05:00:00,ROUTE/USDT,2.9334,3.0124,2.9285,2.9951,8036.0336,24052.22536802
1663128000,2022-09-14 04:00:00,ROUTE/USDT,2.9405,2.9573,2.9277,2.9334,1206.6669,3549.48732287
1663124400,2022-09-14 03:00:00,ROUTE/USDT,3.0461,3.0498,2.8669,2.9326,12749.7432,37585.31813045
1663120800,2022-09-14 02:00:00,ROUTE/USDT,3.003,3.0463,2.9929,3.0388,2669.0342,8055.94604609
1663117200,2022-09-14 01:00:00,ROUTE/USDT,2.9932,3.0207,2.9915,2.9915,2431.1696,7316.50088982
1663113600,2022-09-14 00:00:00,ROUTE/USDT,3.015,3.015,2.9934,2.9934,486.7153,1461.47472317
1663110000,2022-09-13 23:00:00,ROUTE/USDT,2.9998,3.0272,2.9955,3.0118,1476.7006,4439.7488885
1663106400,2022-09-13 22:00:00,ROUTE/USDT,3.0402,3.0674,2.9875,2.9998,6441.2927,19496.35656125
1663102800,2022-09-13 21:00:00,ROUTE/USDT,3.0651,3.0651,3.0239,3.032,3501.1678,10642.67241614
1663099200,2022-09-13 20:00:00,ROUTE/USDT,3.0432,3.0853,3.0432,3.0848,4520.3911,13888.7708109
1663095600,2022-09-13 19:00:00,ROUTE/USDT,3.0066,3.0425,2.8949,3.0425,14528.4925,43187.44414911
1663092000,2022-09-13 18:00:00,ROUTE/USDT,3.0139,3.0664,3.0055,3.0055,2819.5483,8565.50760785
1663088400,2022-09-13 17:00:00,ROUTE/USDT,3.0317,3.0486,2.9858,3.01,4929.4348,14889.36959761
1663084800,2022-09-13 16:00:00,ROUTE/USDT,2.9919,3.1074,2.9874,3.0314,6068.3171,18530.39424438
1663081200,2022-09-13 15:00:00,ROUTE/USDT,3.0066,3.0101,2.97,2.9927,4990.3993,14961.1507669
1663077600,2022-09-13 14:00:00,ROUTE/USDT,3.1,3.114,3.0067,3.0067,10202.7218,31105.89992677
1663074000,2022-09-13 13:00:00,ROUTE/USDT,3.0685,3.1074,3.01,3.1,5151.0674,15736.82784027
1663070400,2022-09-13 12:00:00,ROUTE/USDT,3.2694,3.35,3.01,3.0735,39623.9282,123306.34966256
1663066800,2022-09-13 11:00:00,ROUTE/USDT,3.3235,3.3338,3.2541,3.2803,4813.9087,15861.10787986
1663063200,2022-09-13 10:00:00,ROUTE/USDT,3.2424,3.3235,3.2402,3.3136,6574.3861,21595.46368315
1663059600,2022-09-13 09:00:00,ROUTE/USDT,3.2513,3.327,3.2402,3.2548,10594.687,34645.65981393
1663056000,2022-09-13 08:00:00,ROUTE/USDT,3.2266,3.2721,3.2266,3.2599,3742.9782,12183.38398415
1663052400,2022-09-13 07:00:00,ROUTE/USDT,3.2203,3.3382,3.2169,3.237,7175.7865,23499.80487414
1663048800,2022-09-13 06:00:00,ROUTE/USDT,3.2089,3.4084,3.1923,3.2291,12931.3192,42639.7799524
1663045200,2022-09-13 05:00:00,ROUTE/USDT,3.2093,3.2331,3.1954,3.2191,2834.78,9118.71760781
1663041600,2022-09-13 04:00:00,ROUTE/USDT,3.2203,3.2457,3.1938,3.1991,3649.4912,11732.39125474
1663038000,2022-09-13 03:00:00,ROUTE/USDT,3.2293,3.2353,3.2,3.235,3352.553,10791.51815631
1663034400,2022-09-13 02:00:00,ROUTE/USDT,3.2128,3.235,3.1993,3.235,2627.3852,8445.55002357
1663030800,2022-09-13 01:00:00,ROUTE/USDT,3.2472,3.2522,3.2073,3.2236,4462.1257,14417.69007163
1663027200,2022-09-13 00:00:00,ROUTE/USDT,3.2741,3.2854,3.2376,3.2472,2761.063,9002.97532695
1663023600,2022-09-12 23:00:00,ROUTE/USDT,3.2294,3.2824,3.2198,3.2824,5176.5327,16779.52261554
1663020000,2022-09-12 22:00:00,ROUTE/USDT,3.1962,3.2335,3.1752,3.2335,3313.419,10577.48250747
1663016400,2022-09-12 21:00:00,ROUTE/USDT,3.2385,3.2511,3.1831,3.2077,5555.569,17824.92589945
1663012800,2022-09-12 20:00:00,ROUTE/USDT,3.2001,3.274,3.1923,3.2544,4893.2703,15828.66158686
1663009200,2022-09-12 19:00:00,ROUTE/USDT,3.228,3.3169,3.2,3.2,10483.4388,34178.3380262
1663005600,2022-09-12 18:00:00,ROUTE/USDT,3.1715,3.2699,3.166,3.242,5708.4629,18388.88763504
1663002000,2022-09-12 17:00:00,ROUTE/USDT,3.1843,3.2162,3.1648,3.1731,4973.0746,15878.41307942
1662998400,2022-09-12 16:00:00,ROUTE/USDT,3.17,3.1854,3.1364,3.1755,8190.6754,25823.75626477
1662994800,2022-09-12 15:00:00,ROUTE/USDT,3.2343,3.2967,3.1594,3.1797,8846.874,28403.20901769
1662991200,2022-09-12 14:00:00,ROUTE/USDT,3.2056,3.2629,3.194,3.2306,5682.2556,18388.45105594
1662987600,2022-09-12 13:00:00,ROUTE/USDT,3.2469,3.2649,3.1923,3.2114,6483.6252,20874.84375459
1662984000,2022-09-12 12:00:00,ROUTE/USDT,3.2518,3.2626,3.19,3.2512,6014.3285,19414.77734969
1662980400,2022-09-12 11:00:00,ROUTE/USDT,3.2399,3.2823,3.2228,3.2581,4623.5834,15034.65675828
1662976800,2022-09-12 10:00:00,ROUTE/USDT,3.2695,3.2824,3.2069,3.2377,3437.7018,11137.77229033
1662973200,2022-09-12 09:00:00,ROUTE/USDT,3.2515,3.3262,3.2338,3.2762,7819.1776,25642.05006958
1662969600,2022-09-12 08:00:00,ROUTE/USDT,3.2287,3.3076,3.2287,3.26,7021.1078,22965.12344613
1662966000,2022-09-12 07:00:00,ROUTE/USDT,3.204,3.35,3.1438,3.235,17740.3443,57085.21243634
1662962400,2022-09-12 06:00:00,ROUTE/USDT,3.1966,3.2098,3.1864,3.2086,2467.9104,7892.69691155
1662958800,2022-09-12 05:00:00,ROUTE/USDT,3.1893,3.2001,3.1864,3.2,1656.9621,5288.95353659
1662955200,2022-09-12 04:00:00,ROUTE/USDT,3.1629,3.2,3.1629,3.1893,1000.5029,3193.30493502
1662951600,2022-09-12 03:00:00,ROUTE/USDT,3.2344,3.2514,3.1399,3.1631,11004.7922,35141.05485454
1662948000,2022-09-12 02:00:00,ROUTE/USDT,3.2622,3.3236,3.2336,3.2446,15390.2474,50564.37397316
1662944400,2022-09-12 01:00:00,ROUTE/USDT,3.1913,3.2626,3.1851,3.262,5627.0729,18118.72568006
1662940800,2022-09-12 00:00:00,ROUTE/USDT,3.2101,3.2249,3.19,3.2038,3195.3335,10224.46732148
1662937200,2022-09-11 23:00:00,ROUTE/USDT,3.223,3.228,3.19,3.2145,5027.3398,16127.37382651
1662933600,2022-09-11 22:00:00,ROUTE/USDT,3.2092,3.3,3.1999,3.2235,10091.6573,32891.06215417
1662930000,2022-09-11 21:00:00,ROUTE/USDT,3.2463,3.2617,3.2092,3.2114,6817.0415,22096.13074446
1662926400,2022-09-11 20:00:00,ROUTE/USDT,3.1659,3.27,3.1659,3.2425,6625.1724,21452.64785393
1662922800,2022-09-11 19:00:00,ROUTE/USDT,3.1472,3.1955,3.1238,3.1751,9375.5124,29620.53279401
1662919200,2022-09-11 18:00:00,ROUTE/USDT,3.1473,3.2401,3.12,3.1451,10185.4133,32257.59787672
1662915600,2022-09-11 17:00:00,ROUTE/USDT,3.1885,3.2074,3.1454,3.1602,8832.143,28001.37452357
1662912000,2022-09-11 16:00:00,ROUTE/USDT,3.2122,3.2211,3.15,3.1939,6984.9879,22253.04852075
1662908400,2022-09-11 15:00:00,ROUTE/USDT,3.1885,3.2235,3.1629,3.2115,4694.285,14956.15041785
1662904800,2022-09-11 14:00:00,ROUTE/USDT,3.1795,3.22,3.1334,3.1799,11486.9385,36447.77756284
1662901200,2022-09-11 13:00:00,ROUTE/USDT,3.2037,3.2357,3.1743,3.1824,4497.8641,14395.2446949
1662897600,2022-09-11 12:00:00,ROUTE/USDT,3.2279,3.2336,3.19,3.2102,5065.7318,16226.59863962
1662894000,2022-09-11 11:00:00,ROUTE/USDT,3.2045,3.2743,3.1858,3.2322,5763.4617,18633.24975474
1662890400,2022-09-11 10:00:00,ROUTE/USDT,3.2317,3.2436,3.1866,3.1928,4774.8381,15394.08950162
1662886800,2022-09-11 09:00:00,ROUTE/USDT,3.2203,3.2432,3.2117,3.2382,6458.0917,20842.61131124
1662883200,2022-09-11 08:00:00,ROUTE/USDT,3.1799,3.2465,3.1676,3.2216,7396.058,23749.08982534
1662879600,2022-09-11 07:00:00,ROUTE/USDT,3.1889,3.2137,3.15,3.1767,9581.1041,30453.00120296
1662876000,2022-09-11 06:00:00,ROUTE/USDT,3.3,3.3488,3.1699,3.1861,19421.8718,63217.87800441
1662872400,2022-09-11 05:00:00,ROUTE/USDT,3.2644,3.305,3.2644,3.305,4033.4681,13299.35940252
1662868800,2022-09-11 04:00:00,ROUTE/USDT,3.2477,3.2792,3.2476,3.2746,3813.6382,12458.50413739
1662865200,2022-09-11 03:00:00,ROUTE/USDT,3.2327,3.2645,3.2327,3.2478,2498.3424,8121.71413174
1662861600,2022-09-11 02:00:00,ROUTE/USDT,3.2583,3.2805,3.2312,3.2394,3690.8091,12010.94960378
1662858000,2022-09-11 01:00:00,ROUTE/USDT,3.3125,3.3182,3.2389,3.2556,4013.8788,13099.81098231
1662854400,2022-09-11 00:00:00,ROUTE/USDT,3.4121,3.4219,3.2776,3.3152,12356.5929,41377.93521426
1662850800,2022-09-10 23:00:00,ROUTE/USDT,3.421,3.4289,3.4052,3.4182,1318.9997,4505.74237613
1662847200,2022-09-10 22:00:00,ROUTE/USDT,3.4885,3.4931,3.4052,3.4145,2064.0801,7085.2725417
1662843600,2022-09-10 21:00:00,ROUTE/USDT,3.4153,3.49,3.4153,3.49,3573.0024,12339.10489159
1662840000,2022-09-10 20:00:00,ROUTE/USDT,3.4723,3.4933,3.395,3.414,2477.2499,8494.3098547
1662836400,2022-09-10 19:00:00,ROUTE/USDT,3.4235,3.5561,3.4149,3.4918,6007.1993,20917.50376658
1662832800,2022-09-10 18:00:00,ROUTE/USDT,3.4391,3.51,3.3998,3.4119,7039.8747,24207.35307752
1662829200,2022-09-10 17:00:00,ROUTE/USDT,3.2861,3.4621,3.2861,3.4421,21220.4358,71600.84090018
1662825600,2022-09-10 16:00:00,ROUTE/USDT,3.3008,3.3244,3.2125,3.2967,8516.2373,27964.44239286
1662822000,2022-09-10 15:00:00,ROUTE/USDT,3.2793,3.3575,3.2563,3.2996,12365.2784,40965.37709116
1662818400,2022-09-10 14:00:00,ROUTE/USDT,3.2613,3.3,3.2401,3.2876,5644.2714,18419.70371535
1662814800,2022-09-10 13:00:00,ROUTE/USDT,3.3172,3.3381,3.24,3.2613,5594.9085,18333.07222645
1662811200,2022-09-10 12:00:00,ROUTE/USDT,3.2276,3.3286,3.2069,3.3178,10171.9757,33240.36768858
1662807600,2022-09-10 11:00:00,ROUTE/USDT,3.2096,3.2528,3.1805,3.2176,5657.4379,18236.67860662
1662804000,2022-09-10 10:00:00,ROUTE/USDT,3.2327,3.2427,3.1845,3.2007,4956.688,15971.82299298
1662800400,2022-09-10 09:00:00,ROUTE/USDT,3.2543,3.2543,3.1971,3.2327,2895.7317,9306.44226962
1662796800,2022-09-10 08:00:00,ROUTE/USDT,3.198,3.2614,3.1789,3.2367,2475.6313,8010.5624786
1662793200,2022-09-10 07:00:00,ROUTE/USDT,3.2543,3.2945,3.13,3.1996,18404.9989,59196.35647389
1662789600,2022-09-10 06:00:00,ROUTE/USDT,3.2695,3.2946,3.2175,3.2352,4067.5065,13245.75284657
1662786000,2022-09-10 05:00:00,ROUTE/USDT,3.2027,3.2703,3.18,3.2677,6578.868,21233.32543107
1662782400,2022-09-10 04:00:00,ROUTE/USDT,3.3133,3.314,3.18,3.2078,13916.215,45146.03446909
1662778800,2022-09-10 03:00:00,ROUTE/USDT,3.32,3.3436,3.297,3.312,3569.9965,11819.83261509
1662775200,2022-09-10 02:00:00,ROUTE/USDT,3.4507,3.4564,3.32,3.32,15037.2939,50964.45645419
1662771600,2022-09-10 01:00:00,ROUTE/USDT,3.5274,3.5286,3.3706,3.4442,14445.0038,49835.10802338
1662768000,2022-09-10 00:00:00,ROUTE/USDT,3.5207,3.5402,3.5009,3.5233,4091.5787,14411.90140989
1662764400,2022-09-09 23:00:00,ROUTE/USDT,3.5308,3.6277,3.5104,3.5228,4203.2331,14967.55462564
1662760800,2022-09-09 22:00:00,ROUTE/USDT,3.4593,3.5301,3.4478,3.5301,5153.2672,17995.61371026
1662757200,2022-09-09 21:00:00,ROUTE/USDT,3.4288,3.464,3.4247,3.46,2431.6819,8393.44036599
1662753600,2022-09-09 20:00:00,ROUTE/USDT,3.449,3.4556,3.4161,3.4294,2135.5883,7328.6580047
1662750000,2022-09-09 19:00:00,ROUTE/USDT,3.4365,3.4841,3.4365,3.4524,2989.2613,10322.40524251
1662746400,2022-09-09 18:00:00,ROUTE/USDT,3.4815,3.4839,3.4161,3.4365,2992.5548,10301.73719727
1662742800,2022-09-09 17:00:00,ROUTE/USDT,3.4985,3.5154,3.4529,3.476,3627.4742,12647.38539984
1662739200,2022-09-09 16:00:00,ROUTE/USDT,3.5465,3.5465,3.4886,3.508,3496.9126,12292.12108276
1662735600,2022-09-09 15:00:00,ROUTE/USDT,3.5785,3.6038,3.535,3.5465,2608.2219,9286.06126989
1662732000,2022-09-09 14:00:00,ROUTE/USDT,3.5389,3.6038,3.5275,3.5807,7446.502,26626.09269356
1662728400,2022-09-09 13:00:00,ROUTE/USDT,3.5247,3.6,3.5122,3.54,5840.0452,20792.90704951
1662724800,2022-09-09 12:00:00,ROUTE/USDT,3.5195,3.5247,3.441,3.5246,7029.1113,24515.41317667
1662721200,2022-09-09 11:00:00,ROUTE/USDT,3.6943,3.6943,3.2626,3.5189,37310.5212,131323.93252396
1662717600,2022-09-09 10:00:00,ROUTE/USDT,3.6491,3.795,3.6491,3.6917,7526.364,27884.48423117
1662714000,2022-09-09 09:00:00,ROUTE/USDT,3.5949,3.7715,3.5797,3.6486,14528.8311,52961.51005431
1662710400,2022-09-09 08:00:00,ROUTE/USDT,3.6309,3.6462,3.5781,3.595,6691.8822,24187.32073414
1662706800,2022-09-09 07:00:00,ROUTE/USDT,3.6587,3.6631,3.6008,3.6322,7555.269,27445.14239716
1662703200,2022-09-09 06:00:00,ROUTE/USDT,3.5885,3.66,3.5532,3.6437,14915.74686643,53962.213569321783
1662699600,2022-09-09 05:00:00,ROUTE/USDT,3.4574,3.5981,3.4534,3.5664,10936.2351,38490.636136735651
1662696000,2022-09-09 04:00:00,ROUTE/USDT,3.4186,3.4586,3.4084,3.4534,2361.8391,8119.47512238
1662692400,2022-09-09 03:00:00,ROUTE/USDT,3.4428,3.45,3.3984,3.4148,3762.3051,12881.74647546
1662688800,2022-09-09 02:00:00,ROUTE/USDT,3.3941,3.45,3.3913,3.4375,2497.1743,8568.96081579
1662685200,2022-09-09 01:00:00,ROUTE/USDT,3.4135,3.4333,3.3873,3.394,984.0484,3355.60214385
1662681600,2022-09-09 00:00:00,ROUTE/USDT,3.3699,3.45,3.3545,3.4024,6915.5933,23671.09505422
1662678000,2022-09-08 23:00:00,ROUTE/USDT,3.2645,3.4224,3.2523,3.3541,11202.9784,37565.37613999
1662674400,2022-09-08 22:00:00,ROUTE/USDT,3.2864,3.2864,3.2331,3.2659,4708.4703,15343.26368264
1662670800,2022-09-08 21:00:00,ROUTE/USDT,3.3167,3.3398,3.27,3.2782,3928.6894,12993.62056026
1662667200,2022-09-08 20:00:00,ROUTE/USDT,3.2801,3.3513,3.2707,3.3208,2466.4455,8147.72159133
1662663600,2022-09-08 19:00:00,ROUTE/USDT,3.3002,3.312,3.191,3.2817,9268.7622,30088.53322897
1662660000,2022-09-08 18:00:00,ROUTE/USDT,3.3166,3.3244,3.27,3.296,5109.8397,16855.18895632
1662656400,2022-09-08 17:00:00,ROUTE/USDT,3.3203,3.379,3.2838,3.3135,6715.8855,22347.45397618
1662652800,2022-09-08 16:00:00,ROUTE/USDT,3.3048,3.4007,3.2544,3.3172,9459.4335,31449.53114109
1662649200,2022-09-08 15:00:00,ROUTE/USDT,3.27,3.4944,3.27,3.3048,26476.26699006,89335.814474895282
1662645600,2022-09-08 14:00:00,ROUTE/USDT,3.0537,3.3171,3.0326,3.27,21231.03224466,67582.782097333842
1662642000,2022-09-08 13:00:00,ROUTE/USDT,3.1083,3.1278,3.0148,3.0643,9162.2888,27995.16326305
1662638400,2022-09-08 12:00:00,ROUTE/USDT,3.1145,3.1817,3.0561,3.1151,9450.9431,29329.94103666
1662634800,2022-09-08 11:00:00,ROUTE/USDT,3.0545,3.2,3.0386,3.1145,14322.79649714,44793.912247073478
