https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTL,Volume USDT
1643760000,2022-02-02 00:00:00,MTL/USDT,1.524,1.8775,1.5153,1.5882,648459.74138032,1105498.187844209103
1643673600,2022-02-01 00:00:00,MTL/USDT,1.545,1.57,1.5048,1.5268,62940.92285947,96983.743585900235
1643587200,2022-01-31 00:00:00,MTL/USDT,1.4854,1.5538,1.4053,1.5428,92011.90568132,134378.628859731322
1643500800,2022-01-30 00:00:00,MTL/USDT,1.4921,1.5176,1.4512,1.4802,283940.86781802,423594.30912466529
1643414400,2022-01-29 00:00:00,MTL/USDT,1.4376,1.5067,1.4362,1.4919,436920.7317317,642453.859388826783
1643328000,2022-01-28 00:00:00,MTL/USDT,1.4022,1.4425,1.3691,1.4376,740106.04871141,1047170.345237541278
1643241600,2022-01-27 00:00:00,MTL/USDT,1.4002,1.4327,1.3429,1.4026,683650.01558221,945427.478107135224
1643155200,2022-01-26 00:00:00,MTL/USDT,1.4247,1.5547,1.3579,1.4,847447.82619809,1234694.117050138441
1643068800,2022-01-25 00:00:00,MTL/USDT,1.471,1.471,1.3659,1.4245,764763.7556186,1071925.789258285017
1642982400,2022-01-24 00:00:00,MTL/USDT,1.423,1.497,1.3386,1.4707,1992276.30266851,2833589.277175297407
1642896000,2022-01-23 00:00:00,MTL/USDT,1.3637,1.4483,1.346,1.4225,955415.32909841,1335823.588527033707
1642809600,2022-01-22 00:00:00,MTL/USDT,1.447,1.4771,1.1726,1.3646,1613436.51738614,2159180.670222755442
1642723200,2022-01-21 00:00:00,MTL/USDT,1.6766,1.6815,1.41,1.4485,942732.23331383,1457555.115106920483
1642636800,2022-01-20 00:00:00,MTL/USDT,1.71,1.8449,1.6683,1.6782,867416.17578438,1564689.484870376528
1642550400,2022-01-19 00:00:00,MTL/USDT,1.7933,1.7954,1.6953,1.7094,339041.81435249,590089.891786897788
1642464000,2022-01-18 00:00:00,MTL/USDT,1.826,1.8381,1.7306,1.7921,265081.41289252,469843.365112097524
1642377600,2022-01-17 00:00:00,MTL/USDT,1.9105,1.9126,1.8044,1.8274,182236.04461892,334097.757017377718
1642291200,2022-01-16 00:00:00,MTL/USDT,1.8765,1.9168,1.8587,1.9102,152310.79506587,288354.271424129601
1642204800,2022-01-15 00:00:00,MTL/USDT,1.8509,1.9022,1.8438,1.878,173466.53718966,324277.097028464268
1642118400,2022-01-14 00:00:00,MTL/USDT,1.8245,1.8554,1.8018,1.8502,332455.13019543,609646.466966797336
1642032000,2022-01-13 00:00:00,MTL/USDT,1.9045,1.923,1.8205,1.8236,223597.39381714,418425.053066382926
1641945600,2022-01-12 00:00:00,MTL/USDT,1.859,1.9278,1.8377,1.9036,153803.89340189,290286.464524743254
1641859200,2022-01-11 00:00:00,MTL/USDT,1.7834,1.8678,1.7713,1.8565,254317.79657564,460669.875911939219
1641772800,2022-01-10 00:00:00,MTL/USDT,1.8942,1.955,1.7036,1.7845,326945.13012225,593559.740406955563
1641686400,2022-01-09 00:00:00,MTL/USDT,1.8897,1.934,1.8543,1.8942,191467.31011535,360698.454815999068
1641600000,2022-01-08 00:00:00,MTL/USDT,1.8573,2.097,1.8542,1.89,495218.45139633,963595.167340692871
1641513600,2022-01-07 00:00:00,MTL/USDT,2.0252,2.0271,1.8144,1.8537,293432.43431008,552457.259693681607
1641427200,2022-01-06 00:00:00,MTL/USDT,2.085,2.1,1.9404,2.0236,344877.40583072,696766.500547137994
1641340800,2022-01-05 00:00:00,MTL/USDT,2.228,2.4674,1.9907,2.0888,532251.11340891,1219938.393100367836
1641254400,2022-01-04 00:00:00,MTL/USDT,2.2613,2.3912,2.1519,2.2281,229182.8762506,510045.738279410679
1641168000,2022-01-03 00:00:00,MTL/USDT,2.2233,2.39,2.22,2.2599,375583.02833002,862146.995867558507
1641081600,2022-01-02 00:00:00,MTL/USDT,2.1334,2.3302,2.1197,2.225,241896.42160776,536878.031856994502
1640995200,2022-01-01 00:00:00,MTL/USDT,2.0562,2.1329,2.0541,2.132,109897.78795805,230085.618041141225
1640908800,2021-12-31 00:00:00,MTL/USDT,2.0615,2.2493,2.0254,2.0561,230460.77590003,480709.466854824584
1640822400,2021-12-30 00:00:00,MTL/USDT,2.0162,2.11,1.9798,2.0628,276342.06008029,574824.077818452121
1640736000,2021-12-29 00:00:00,MTL/USDT,2.108,2.1676,1.9975,2.0146,8404.15523625,17484.777136297574
1640649600,2021-12-28 00:00:00,MTL/USDT,2.341,2.3506,2.0924,2.1198,15465.86074998,34379.206438810613
