https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume AUD,tradecount
1660867200000,2022-08-19 00:00:00,ETH/AUD,2674.75000000,2674.75000000,2335.89000000,2345.74000000,5116.88310000,12872883.33335500,13641
1660780800000,2022-08-18 00:00:00,ETH/AUD,2650.14000000,2721.10000000,2629.02000000,2675.81000000,2106.74040000,5642391.94599300,5982
1660694400000,2022-08-17 00:00:00,ETH/AUD,2676.43000000,2795.00000000,2626.85000000,2650.23000000,2952.92890000,7982280.85742200,8567
1660608000000,2022-08-16 00:00:00,ETH/AUD,2707.79000000,2736.72000000,2643.48000000,2677.89000000,2745.53030000,7392562.58885700,7366
1660521600000,2022-08-15 00:00:00,ETH/AUD,2719.96000000,2834.00000000,2660.00000000,2706.16000000,3471.82770000,9476078.90837800,9413
1660435200000,2022-08-14 00:00:00,ETH/AUD,2789.00000000,2852.13000000,2686.30000000,2722.66000000,2095.50230000,5806046.71398600,6348
1660348800000,2022-08-13 00:00:00,ETH/AUD,2754.53000000,2836.02000000,2736.30000000,2788.78000000,2109.83370000,5892131.98561500,7220
1660262400000,2022-08-12 00:00:00,ETH/AUD,2652.08000000,2761.79000000,2620.08000000,2754.01000000,2547.59780000,6811092.15583200,7415
1660176000000,2022-08-11 00:00:00,ETH/AUD,2618.92000000,2728.08000000,2615.69000000,2651.85000000,4395.75910000,11737518.26812100,11192
1660089600000,2022-08-10 00:00:00,ETH/AUD,2448.69000000,2664.70000000,2388.01000000,2619.97000000,5086.35630000,12737546.01701400,12341
1660003200000,2022-08-09 00:00:00,ETH/AUD,2540.67000000,2569.00000000,2396.95000000,2450.03000000,2874.89910000,7136032.63804500,7305
1659916800000,2022-08-08 00:00:00,ETH/AUD,2463.88000000,2604.37000000,2451.96000000,2544.39000000,2816.79000000,7159096.88729900,7665
1659830400000,2022-08-07 00:00:00,ETH/AUD,2449.97000000,2502.45000000,2412.00000000,2464.00000000,1706.78630000,4176185.50825400,5724
1659744000000,2022-08-06 00:00:00,ETH/AUD,2514.13000000,2533.21000000,2443.65000000,2445.55000000,1245.69350000,3099270.81432200,3739
1659657600000,2022-08-05 00:00:00,ETH/AUD,2310.52000000,2520.00000000,2310.52000000,2515.40000000,3613.92110000,8735749.31838700,7860
1659571200000,2022-08-04 00:00:00,ETH/AUD,2335.59000000,2389.91000000,2272.76000000,2313.04000000,2649.35520000,6171994.32705800,6320
1659484800000,2022-08-03 00:00:00,ETH/AUD,2368.65000000,2429.12000000,2308.82000000,2334.55000000,3111.48070000,7355812.06873700,7575
1659398400000,2022-08-02 00:00:00,ETH/AUD,2324.34000000,2414.69000000,2239.62000000,2368.25000000,3809.72700000,8825405.70535800,9350
1659312000000,2022-08-01 00:00:00,ETH/AUD,2411.10000000,2443.36000000,2290.40000000,2327.92000000,2696.83720000,6412278.93826100,6683
1659225600000,2022-07-31 00:00:00,ETH/AUD,2431.18000000,2511.32000000,2392.37000000,2416.11000000,2009.57320000,4907836.00148300,5430
1659139200000,2022-07-30 00:00:00,ETH/AUD,2466.11000000,2497.38000000,2402.50000000,2430.28000000,2681.72780000,6565811.71868600,6720
1659052800000,2022-07-29 00:00:00,ETH/AUD,2466.85000000,2527.96000000,2385.70000000,2463.76000000,3569.43190000,8754449.42613500,9277
1658966400000,2022-07-28 00:00:00,ETH/AUD,2342.24000000,2550.09000000,2290.34000000,2467.41000000,5349.05490000,12799996.56892000,13048
1658880000000,2022-07-27 00:00:00,ETH/AUD,2090.44000000,2350.00000000,2053.76000000,2343.22000000,4838.22490000,10609256.23972900,11141
1658793600000,2022-07-26 00:00:00,ETH/AUD,2075.96000000,2093.80000000,1957.78000000,2091.89000000,5369.88290000,10889646.95357600,11281
1658707200000,2022-07-25 00:00:00,ETH/AUD,2311.76000000,2328.63000000,2070.12000000,2076.00000000,5358.13050000,11737825.88275200,11588
1658620800000,2022-07-24 00:00:00,ETH/AUD,2240.10000000,2405.99000000,2233.00000000,2312.61000000,2731.04640000,6326354.07120900,7367
1658534400000,2022-07-23 00:00:00,ETH/AUD,2222.07000000,2307.49000000,2151.19000000,2239.48000000,2401.05200000,5354124.91203000,6639
1658448000000,2022-07-22 00:00:00,ETH/AUD,2277.05000000,2379.03000000,2193.06000000,2223.39000000,5149.24930000,11817889.98889600,12318
1658361600000,2022-07-21 00:00:00,ETH/AUD,2211.18000000,2319.63000000,2122.75000000,2274.16000000,5927.68760000,13091862.20691300,14530
1658275200000,2022-07-20 00:00:00,ETH/AUD,2238.80000000,2347.16000000,2161.01000000,2210.39000000,6274.05720000,14197546.86297800,16391
1658188800000,2022-07-19 00:00:00,ETH/AUD,2322.28000000,2391.86000000,2180.00000000,2237.52000000,8035.11890000,18124579.42924100,19161
1658102400000,2022-07-18 00:00:00,ETH/AUD,1963.49000000,2350.00000000,1960.00000000,2322.73000000,7043.12070000,15108591.60440000,16375
1658016000000,2022-07-17 00:00:00,ETH/AUD,1999.64000000,2044.15000000,1940.00000000,1961.43000000,4048.33600000,8067824.78207700,10037
1657929600000,2022-07-16 00:00:00,ETH/AUD,1812.61000000,2095.41000000,1756.02000000,1999.45000000,3242.51290000,6155987.24417300,8786
1657843200000,2022-07-15 00:00:00,ETH/AUD,1765.11000000,1890.00000000,1750.05000000,1812.54000000,3906.83870000,7039499.84030500,9892
1657756800000,2022-07-14 00:00:00,ETH/AUD,1653.98000000,1796.73000000,1593.51000000,1764.80000000,5664.85780000,9394126.60234300,10467
1657670400000,2022-07-13 00:00:00,ETH/AUD,1539.42000000,1659.26000000,1495.51000000,1654.55000000,6928.13310000,10861542.17934000,12998
1657584000000,2022-07-12 00:00:00,ETH/AUD,1624.53000000,1626.29000000,1528.96000000,1536.28000000,5958.29950000,9444747.85035900,11220
1657497600000,2022-07-11 00:00:00,ETH/AUD,1704.51000000,1718.47000000,1619.53000000,1624.33000000,4027.72760000,6767345.16259400,8379
1657411200000,2022-07-10 00:00:00,ETH/AUD,1775.77000000,1779.18000000,1686.83000000,1704.75000000,1500.11420000,2582712.88527900,3852
1657324800000,2022-07-09 00:00:00,ETH/AUD,1768.78000000,1799.90000000,1753.14000000,1776.04000000,898.45120000,1594179.77613800,2842
1657238400000,2022-07-08 00:00:00,ETH/AUD,1805.56000000,1856.06000000,1741.21000000,1770.39000000,3534.09700000,6366690.45269300,8427
1657152000000,2022-07-07 00:00:00,ETH/AUD,1745.25000000,1827.66000000,1703.16000000,1804.17000000,3634.42370000,6368690.11479300,8015
1657065600000,2022-07-06 00:00:00,ETH/AUD,1661.37000000,1768.57000000,1629.14000000,1744.94000000,3095.70940000,5194890.55554100,7034
1656979200000,2022-07-05 00:00:00,ETH/AUD,1670.85000000,1711.41000000,1588.47000000,1659.39000000,2465.07340000,4090594.72495100,6162
1656892800000,2022-07-04 00:00:00,ETH/AUD,1573.70000000,1685.00000000,1526.90000000,1670.95000000,3150.57510000,4981648.12987800,6556
1656806400000,2022-07-03 00:00:00,ETH/AUD,1562.30000000,1593.33000000,1524.71000000,1572.75000000,1404.34800000,2193939.40073700,3567
1656720000000,2022-07-02 00:00:00,ETH/AUD,1546.21000000,1579.99000000,1502.20000000,1561.74000000,1150.28890000,1768255.43055500,4186
1656633600000,2022-07-01 00:00:00,ETH/AUD,1554.88000000,1616.51000000,1518.23000000,1550.82000000,4051.35470000,6338157.86430200,9968
1656547200000,2022-06-30 00:00:00,ETH/AUD,1595.67000000,1605.20000000,1444.00000000,1555.34000000,6723.07590000,10145065.38444500,11513
1656460800000,2022-06-29 00:00:00,ETH/AUD,1653.28000000,1669.87000000,1578.93000000,1595.24000000,4149.98820000,6754673.43478100,8456
1656374400000,2022-06-28 00:00:00,ETH/AUD,1721.00000000,1779.76000000,1643.48000000,1653.70000000,3515.49060000,6023086.94304700,7387
1656288000000,2022-06-27 00:00:00,ETH/AUD,1724.77000000,1786.13000000,1694.48000000,1719.00000000,4111.16200000,7180728.77071900,7614
1656201600000,2022-06-26 00:00:00,ETH/AUD,1789.65000000,1845.95000000,1719.36000000,1725.95000000,1885.84330000,3365498.93266700,4876
1656115200000,2022-06-25 00:00:00,ETH/AUD,1765.94000000,1805.95000000,1701.93000000,1787.32000000,2241.75830000,3933335.08609600,5244
1656028800000,2022-06-24 00:00:00,ETH/AUD,1656.20000000,1792.00000000,1638.00000000,1763.21000000,4642.21020000,7950238.60526900,9221
1655942400000,2022-06-23 00:00:00,ETH/AUD,1518.21000000,1670.00000000,1512.35000000,1656.60000000,4425.01800000,7082791.72086800,8429
1655856000000,2022-06-22 00:00:00,ETH/AUD,1616.09000000,1621.73000000,1506.08000000,1517.43000000,4623.36740000,7258692.43640800,10174
1655769600000,2022-06-21 00:00:00,ETH/AUD,1616.50000000,1706.22000000,1589.83000000,1616.09000000,5488.37910000,9030257.30600000,11318
1655683200000,2022-06-20 00:00:00,ETH/AUD,1618.99000000,1673.00000000,1517.25000000,1615.60000000,7096.49870000,11256096.74150500,14585
1655596800000,2022-06-19 00:00:00,ETH/AUD,1440.34000000,1668.94000000,1352.45000000,1618.59000000,8446.64260000,12588903.84459500,25703
1655510400000,2022-06-18 00:00:00,ETH/AUD,1564.59000000,1580.69000000,1279.37000000,1440.15000000,9953.72766000,14129417.96622400,31082
1655424000000,2022-06-17 00:00:00,ETH/AUD,1515.80000000,1597.96000000,1494.33000000,1564.32000000,5462.05920000,8488818.71820800,20591
1655337600000,2022-06-16 00:00:00,ETH/AUD,1753.27000000,1783.17000000,1494.22000000,1515.50000000,8880.10590000,14582681.65944000,30363
1655251200000,2022-06-15 00:00:00,ETH/AUD,1753.69000000,1778.27000000,1461.57000000,1752.39000000,19609.79440000,31500359.56743400,55482
1655164800000,2022-06-14 00:00:00,ETH/AUD,1740.30000000,1837.70000000,1544.04000000,1753.83000000,15384.97364000,26314239.21446830,44721
1655078400000,2022-06-13 00:00:00,ETH/AUD,2040.23000000,2067.55000000,1683.00000000,1740.76000000,20135.10992000,36509017.84438400,61502
1654992000000,2022-06-12 00:00:00,ETH/AUD,2179.78000000,2195.79000000,2024.50000000,2041.31000000,4838.09757000,10117631.58864800,19680
1654905600000,2022-06-11 00:00:00,ETH/AUD,2356.71000000,2385.69000000,2130.01000000,2178.25000000,3636.51152000,8136403.38824950,15350
1654819200000,2022-06-10 00:00:00,ETH/AUD,2515.00000000,2536.55000000,2346.68000000,2355.73000000,3544.65120000,8688241.25172000,14144
1654732800000,2022-06-09 00:00:00,ETH/AUD,2493.50000000,2550.00000000,2468.43000000,2515.80000000,2164.08480000,5438025.31519900,8018
1654646400000,2022-06-08 00:00:00,ETH/AUD,2510.10000000,2546.10000000,2449.81000000,2492.68000000,1652.03270000,4131203.03307300,9228
1654560000000,2022-06-07 00:00:00,ETH/AUD,2585.00000000,2587.20000000,2406.53000000,2509.29000000,3614.33290000,8903484.90280400,14026
1654473600000,2022-06-06 00:00:00,ETH/AUD,2503.43000000,2655.00000000,2501.30000000,2584.81000000,1653.40390000,4309675.32487800,9457
1654387200000,2022-06-05 00:00:00,ETH/AUD,2503.11000000,2535.20000000,2460.70000000,2504.46000000,943.56900000,2351343.26211500,5089
1654300800000,2022-06-04 00:00:00,ETH/AUD,2461.72000000,2517.00000000,2425.40000000,2502.75000000,1011.65420000,2487193.59149800,5501
1654214400000,2022-06-03 00:00:00,ETH/AUD,2524.25000000,2538.96000000,2403.58000000,2461.02000000,2272.04180000,5609954.88103300,10224
1654128000000,2022-06-02 00:00:00,ETH/AUD,2533.68000000,2557.45000000,2467.00000000,2524.56000000,3060.35440000,7730850.45674500,11720
1654041600000,2022-06-01 00:00:00,ETH/AUD,2702.40000000,2728.54000000,2457.17000000,2534.66000000,2527.07030000,6661074.42281100,12476
1653955200000,2022-05-31 00:00:00,ETH/AUD,2777.18000000,2800.00000000,2684.00000000,2701.57000000,2142.22340000,5877764.14442300,11317
1653868800000,2022-05-30 00:00:00,ETH/AUD,2532.05000000,2795.95000000,2514.72000000,2775.80000000,2511.55920000,6645258.06003800,11618
1653782400000,2022-05-29 00:00:00,ETH/AUD,2508.41000000,2553.81000000,2463.04000000,2531.74000000,1103.28390000,2767749.56299300,6744
1653696000000,2022-05-28 00:00:00,ETH/AUD,2412.76000000,2527.41000000,2406.75000000,2507.57000000,1403.14070000,3458766.82883200,8191
1653609600000,2022-05-27 00:00:00,ETH/AUD,2523.82000000,2551.16000000,2385.00000000,2410.02000000,4693.69230000,11603251.69377300,22198
1653523200000,2022-05-26 00:00:00,ETH/AUD,2735.05000000,2845.00000000,2400.01000000,2522.36000000,4034.29440000,10497079.18158700,17647
1653436800000,2022-05-25 00:00:00,ETH/AUD,2787.66000000,2842.81000000,2733.20000000,2736.95000000,2146.89010000,5976887.39740500,9221
1653350400000,2022-05-24 00:00:00,ETH/AUD,2785.63000000,2812.91000000,2700.00000000,2787.66000000,1761.51420000,4885823.78013900,8615
1653264000000,2022-05-23 00:00:00,ETH/AUD,2889.77000000,2937.32000000,2756.01000000,2783.31000000,2824.59410000,8123586.29015500,13257
1653177600000,2022-05-22 00:00:00,ETH/AUD,2803.04000000,2909.00000000,2785.29000000,2890.09000000,1027.69490000,2924906.10953700,7258
1653091200000,2022-05-21 00:00:00,ETH/AUD,2783.86000000,2827.25000000,2754.69000000,2805.18000000,714.34680000,1997144.84249600,5898
1653004800000,2022-05-20 00:00:00,ETH/AUD,2872.49000000,2921.62000000,2738.02000000,2784.92000000,2443.21590000,6952444.61744700,11364
1652918400000,2022-05-19 00:00:00,ETH/AUD,2746.32000000,2888.57000000,2726.99000000,2870.20000000,3307.56030000,9231325.95996900,14831
1652832000000,2022-05-18 00:00:00,ETH/AUD,2971.74000000,2994.49000000,2737.47000000,2746.38000000,2836.34950000,8137974.74991700,11212
1652745600000,2022-05-17 00:00:00,ETH/AUD,2895.93000000,3020.00000000,2865.00000000,2971.41000000,2112.80600000,6227530.01883200,11288
1652659200000,2022-05-16 00:00:00,ETH/AUD,3084.75000000,3084.75000000,2847.84000000,2895.36000000,2150.30880000,6320323.38318800,14994
1652572800000,2022-05-15 00:00:00,ETH/AUD,2963.80000000,3116.84000000,2885.62000000,3086.85000000,1271.27410000,3793417.02022800,10497
1652486400000,2022-05-14 00:00:00,ETH/AUD,2896.38000000,2985.02000000,2814.13000000,2965.96000000,1719.72520000,5001296.37774600,14621
1652400000000,2022-05-13 00:00:00,ETH/AUD,2823.57000000,3127.86000000,2795.99000000,2899.38000000,3945.38930000,11861453.72111400,22151
1652313600000,2022-05-12 00:00:00,ETH/AUD,2984.23000000,3152.49000000,2281.39000000,2823.12000000,8725.57863000,23866468.60670230,48399
1652227200000,2022-05-11 00:00:00,ETH/AUD,3384.71000000,3500.00000000,2882.01000000,2977.44000000,7436.35135000,24046408.42952220,42070
1652140800000,2022-05-10 00:00:00,ETH/AUD,3204.90000000,3529.67000000,3161.24000000,3384.74000000,4148.50260000,14040579.44422700,24837
1652054400000,2022-05-09 00:00:00,ETH/AUD,3569.87000000,3595.63000000,3200.00000000,3204.91000000,4616.37900000,15745294.33910500,24131
1651968000000,2022-05-08 00:00:00,ETH/AUD,3730.79000000,3741.48000000,3518.00000000,3568.17000000,1851.44660000,6694805.04593600,12164
1651881600000,2022-05-07 00:00:00,ETH/AUD,3811.46000000,3825.00000000,3663.00000000,3731.33000000,979.52750000,3700881.85763300,8498
1651795200000,2022-05-06 00:00:00,ETH/AUD,3866.62000000,3885.90000000,3720.00000000,3804.40000000,2536.53370000,9713766.96916000,13603
1651708800000,2022-05-05 00:00:00,ETH/AUD,4056.60000000,4091.79000000,3800.01000000,3865.54000000,2546.01330000,10099840.90159400,12241
1651622400000,2022-05-04 00:00:00,ETH/AUD,3915.86000000,4102.45000000,3902.71000000,4056.19000000,2232.33290000,8933652.76466200,10863
1651536000000,2022-05-03 00:00:00,ETH/AUD,4048.97000000,4050.90000000,3888.02000000,3914.86000000,2261.47950000,9004672.46339600,9894
1651449600000,2022-05-02 00:00:00,ETH/AUD,3992.86000000,4083.33000000,3943.35000000,4050.50000000,2369.42040000,9514408.97702100,10575
1651363200000,2022-05-01 00:00:00,ETH/AUD,3878.35000000,4022.00000000,3868.00000000,3992.64000000,1538.25040000,6058550.40004000,8374
1651276800000,2022-04-30 00:00:00,ETH/AUD,3995.37000000,4067.26000000,3862.11000000,3882.34000000,1391.61570000,5540256.98152400,8383
1651190400000,2022-04-29 00:00:00,ETH/AUD,4133.29000000,4139.12000000,3932.65000000,3996.32000000,2441.51260000,9860326.62591500,11629
1651104000000,2022-04-28 00:00:00,ETH/AUD,4050.07000000,4193.01000000,4026.60000000,4133.39000000,2179.71030000,8933883.43872700,12582
1651017600000,2022-04-27 00:00:00,ETH/AUD,3938.08000000,4083.33000000,3921.53000000,4055.61000000,2052.39720000,8224201.25693500,12570
1650931200000,2022-04-26 00:00:00,ETH/AUD,4176.46000000,4220.00000000,3878.70000000,3939.47000000,2046.32390000,8372974.01925500,13328
1650844800000,2022-04-25 00:00:00,ETH/AUD,4044.56000000,4210.21000000,3905.31000000,4175.76000000,2430.47260000,9748086.00301300,13394
1650758400000,2022-04-24 00:00:00,ETH/AUD,4054.99000000,4099.13000000,4028.51000000,4042.56000000,1305.50500000,5309937.32875300,7588
1650672000000,2022-04-23 00:00:00,ETH/AUD,4096.45000000,4116.32000000,4031.99000000,4054.68000000,924.69530000,3780369.80832200,5934
1650585600000,2022-04-22 00:00:00,ETH/AUD,4063.93000000,4145.80000000,4042.12000000,4097.74000000,2096.47890000,8593121.06741300,9370
1650499200000,2022-04-21 00:00:00,ETH/AUD,4137.20000000,4279.48000000,4006.01000000,4065.15000000,2259.13810000,9409748.87283000,10220
1650412800000,2022-04-20 00:00:00,ETH/AUD,4197.31000000,4266.34000000,4085.28000000,4136.20000000,1808.00940000,7540772.84523000,8595
1650326400000,2022-04-19 00:00:00,ETH/AUD,4155.22000000,4248.65000000,4111.43000000,4197.12000000,1617.98820000,6732819.04807100,8392
1650240000000,2022-04-18 00:00:00,ETH/AUD,4048.52000000,4173.67000000,3923.72000000,4155.18000000,2535.23500000,10141674.99092200,9236
1650153600000,2022-04-17 00:00:00,ETH/AUD,4143.62000000,4176.34000000,4045.22000000,4049.15000000,952.54940000,3930745.73812900,4981
1650067200000,2022-04-16 00:00:00,ETH/AUD,4122.53000000,4179.22000000,4082.85000000,4143.53000000,853.34380000,3515039.69043800,5064
1649980800000,2022-04-15 00:00:00,ETH/AUD,4084.93000000,4140.26000000,4057.89000000,4123.05000000,1024.51250000,4198996.34048000,5354
1649894400000,2022-04-14 00:00:00,ETH/AUD,4188.80000000,4227.19000000,4023.38000000,4086.73000000,1927.99550000,7982547.13986600,7756
1649808000000,2022-04-13 00:00:00,ETH/AUD,4063.97000000,4211.72000000,4040.92000000,4187.86000000,2057.04910000,8481242.68056400,9011
1649721600000,2022-04-12 00:00:00,ETH/AUD,4028.61000000,4132.29000000,3983.19000000,4063.35000000,3188.71740000,12929376.74557300,12133
1649635200000,2022-04-11 00:00:00,ETH/AUD,4315.39000000,4326.47000000,3998.70000000,4027.38000000,3368.41610000,13997105.59068400,13845
1649548800000,2022-04-10 00:00:00,ETH/AUD,4380.48000000,4440.30000000,4301.13000000,4314.17000000,956.12160000,4177753.80585600,6122
1649462400000,2022-04-09 00:00:00,ETH/AUD,4296.03000000,4408.62000000,4282.46000000,4379.88000000,1205.05810000,5219436.88571700,6395
1649376000000,2022-04-08 00:00:00,ETH/AUD,4320.92000000,4445.12000000,4270.77000000,4297.15000000,2290.04770000,10008313.43695300,10158
1649289600000,2022-04-07 00:00:00,ETH/AUD,4229.10000000,4368.40000000,4200.00000000,4323.87000000,2659.96930000,11433638.69197200,12478
1649203200000,2022-04-06 00:00:00,ETH/AUD,4504.93000000,4505.43000000,4203.66000000,4229.56000000,3587.92960000,15689265.59007600,18602
1649116800000,2022-04-05 00:00:00,ETH/AUD,4673.28000000,4709.05000000,4497.03000000,4501.26000000,2551.41060000,11752484.27975300,10261
1649030400000,2022-04-04 00:00:00,ETH/AUD,4712.20000000,4713.55000000,4528.35000000,4672.64000000,3068.99090000,14234432.16070800,14992
1648944000000,2022-04-03 00:00:00,ETH/AUD,4605.12000000,4784.89000000,4563.26000000,4713.16000000,1917.62730000,8951975.19705600,12201
1648857600000,2022-04-02 00:00:00,ETH/AUD,4621.69000000,4718.00000000,4588.50000000,4602.95000000,2201.26330000,10235039.56012500,16234
1648771200000,2022-04-01 00:00:00,ETH/AUD,4393.14000000,4655.19000000,4209.50000000,4621.84000000,3152.83410000,13992504.89405500,18947
1648684800000,2022-03-31 00:00:00,ETH/AUD,4519.24000000,4604.13000000,4359.87000000,4393.03000000,3211.40600000,14440627.61902300,15537
1648598400000,2022-03-30 00:00:00,ETH/AUD,4532.50000000,4592.00000000,4450.00000000,4520.02000000,3513.16560000,15856791.83543300,13260
1648512000000,2022-03-29 00:00:00,ETH/AUD,4450.58000000,4656.52000000,4447.85000000,4531.40000000,3367.76600000,15351443.47197600,14183
1648425600000,2022-03-28 00:00:00,ETH/AUD,4385.15000000,4587.73000000,4362.14000000,4450.31000000,4035.03610000,17983360.68033700,17876
1648339200000,2022-03-27 00:00:00,ETH/AUD,4198.61000000,4391.22000000,4171.41000000,4388.98000000,2125.95440000,9019600.02656200,9992
1648252800000,2022-03-26 00:00:00,ETH/AUD,4142.35000000,4211.15000000,4120.05000000,4200.03000000,1721.73920000,7178264.75314000,8060
1648166400000,2022-03-25 00:00:00,ETH/AUD,4148.75000000,4253.40000000,4103.00000000,4141.71000000,3342.07060000,13957321.01474900,13113
1648080000000,2022-03-24 00:00:00,ETH/AUD,4054.76000000,4165.42000000,4014.21000000,4147.90000000,3034.47510000,12394148.53351200,12705
1647993600000,2022-03-23 00:00:00,ETH/AUD,3983.57000000,4065.53000000,3922.35000000,4051.23000000,2628.51940000,10455582.12474100,10527
1647907200000,2022-03-22 00:00:00,ETH/AUD,3910.13000000,4125.25000000,3907.02000000,3987.02000000,3386.16770000,13676077.26993200,12526
1647820800000,2022-03-21 00:00:00,ETH/AUD,3867.69000000,3994.22000000,3830.00000000,3910.86000000,2650.04320000,10383338.31974400,11223
1647734400000,2022-03-20 00:00:00,ETH/AUD,3986.00000000,3999.20000000,3808.14000000,3866.69000000,1780.17970000,6963518.71700300,9226
1647648000000,2022-03-19 00:00:00,ETH/AUD,3970.30000000,4026.24000000,3907.56000000,3983.43000000,1753.95850000,6982901.67933000,9081
1647561600000,2022-03-18 00:00:00,ETH/AUD,3819.58000000,4026.72000000,3753.77000000,3973.41000000,2533.30540000,9753927.56814700,11490
1647475200000,2022-03-17 00:00:00,ETH/AUD,3810.60000000,3865.79000000,3754.72000000,3818.12000000,2532.46310000,9629349.44486600,11270
1647388800000,2022-03-16 00:00:00,ETH/AUD,3638.79000000,3828.11000000,3619.15000000,3811.00000000,3791.23050000,14032648.90209100,16246
1647302400000,2022-03-15 00:00:00,ETH/AUD,3584.86000000,3706.55000000,3490.20000000,3640.36000000,3131.12950000,11192343.26904200,12781
1647216000000,2022-03-14 00:00:00,ETH/AUD,3453.69000000,3597.05000000,3433.02000000,3583.74000000,2299.46320000,8148471.68679700,11405
