https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XVS,Volume USDT
1642464000,2022-01-18 00:00:00,XVS/USDT,13.574,13.596,12.749,13.079,1170.85069529,15217.7238983242
1642377600,2022-01-17 00:00:00,XVS/USDT,14.092,14.092,13.41,13.551,1116.20390366,15249.03792939653
1642291200,2022-01-16 00:00:00,XVS/USDT,14.118,14.324,13.944,14.092,758.30040137,10675.24276250015
1642204800,2022-01-15 00:00:00,XVS/USDT,13.96,14.421,13.93,14.137,1835.95062769,26143.29386771603
1642118400,2022-01-14 00:00:00,XVS/USDT,13.839,14.112,13.6,14.074,894.04180112,12422.2196493395
1642032000,2022-01-13 00:00:00,XVS/USDT,14.252,14.549,13.641,13.84,2866.67842352,40546.85210953929
1641945600,2022-01-12 00:00:00,XVS/USDT,13.76,14.362,13.571,14.252,751.37967026,10579.88089353589
1641859200,2022-01-11 00:00:00,XVS/USDT,13.135,13.89,13.056,13.759,1130.99578696,15434.69486964346
1641772800,2022-01-10 00:00:00,XVS/USDT,14.048,14.423,12.746,13.172,1798.74181968,23814.71038850797
1641686400,2022-01-09 00:00:00,XVS/USDT,13.882,14.369,13.699,14.137,1370.28553737,19284.68640638861
1641600000,2022-01-08 00:00:00,XVS/USDT,13.882,14.291,13.36,13.889,4240.70376678,59003.32084450859
1641513600,2022-01-07 00:00:00,XVS/USDT,14.521,14.826,13.601,13.961,6255.67781163,87268.37440403943
1641427200,2022-01-06 00:00:00,XVS/USDT,15.13,15.203,14.057,14.537,4763.37685006,69645.8865172909
1641340800,2022-01-05 00:00:00,XVS/USDT,15.9,17.099,14.881,15.213,9048.96762322,142562.7765030674
1641254400,2022-01-04 00:00:00,XVS/USDT,15.478,17.242,15.352,15.987,5421.66728444,87227.44355970836
1641168000,2022-01-03 00:00:00,XVS/USDT,15.994,16.046,15.334,15.566,1540.52139093,24149.11156929182
1641081600,2022-01-02 00:00:00,XVS/USDT,16.003,16.2,15.445,16.004,2482.22343011,39704.04211879553
1640995200,2022-01-01 00:00:00,XVS/USDT,15.206,16.585,15.116,16.051,1201.5278916,18917.53169957765
1640908800,2021-12-31 00:00:00,XVS/USDT,15.37,15.731,14.917,15.148,2891.73049852,44409.72694389728
1640822400,2021-12-30 00:00:00,XVS/USDT,14.956,16,14.829,15.325,3135.7762942,48662.59893977014
1640736000,2021-12-29 00:00:00,XVS/USDT,15.514,15.745,14.956,14.956,1748.37377011,26847.8587574895
1640649600,2021-12-28 00:00:00,XVS/USDT,16.804,16.804,15.468,15.514,1959.91072113,31425.15482394886
