https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KP3R,Volume USDT
1659146400,2022-07-30 02:00:00,KP3R/USDT,150.635,153.488,150.635,152.215,4.0237,613.0202752
1659142800,2022-07-30 01:00:00,KP3R/USDT,153.724,153.724,150.288,151.425,13.7585,2088.9397035
1659139200,2022-07-30 00:00:00,KP3R/USDT,153.504,155.118,153.504,153.795,1.8894,290.5552148
1659135600,2022-07-29 23:00:00,KP3R/USDT,155.038,155.409,153.457,153.457,0.9882,152.7700926
1659132000,2022-07-29 22:00:00,KP3R/USDT,152.215,157.076,152.215,154.808,18.8734,2919.8593726
1659128400,2022-07-29 21:00:00,KP3R/USDT,152.554,153.788,151.108,151.496,10.0822,1539.4131724
1659124800,2022-07-29 20:00:00,KP3R/USDT,150,152.333,150,152.333,0.7555,113.8000956
1659121200,2022-07-29 19:00:00,KP3R/USDT,151.887,151.887,148.325,149.25,72.8421,10964.1439472
1659117600,2022-07-29 18:00:00,KP3R/USDT,148.5,151.922,148.5,151.637,2.3941,361.5872257
1659114000,2022-07-29 17:00:00,KP3R/USDT,148.715,149.283,146.538,149.283,3.3375,495.4009915
1659110400,2022-07-29 16:00:00,KP3R/USDT,153.808,153.808,147.508,148.715,19.2912,2919.4025
1659106800,2022-07-29 15:00:00,KP3R/USDT,156.541,157.745,153.258,154.073,6.3366,979.505345
1659103200,2022-07-29 14:00:00,KP3R/USDT,153.143,158.929,152,155.382,56.2091,8847.9163718
1659099600,2022-07-29 13:00:00,KP3R/USDT,147.576,154.361,147.576,153.498,13.2046,2017.4011794
1659096000,2022-07-29 12:00:00,KP3R/USDT,150.558,152,146.25,147.75,4.9919,743.6014511
1659092400,2022-07-29 11:00:00,KP3R/USDT,157.745,166.15,147.535,150.407,70.1721,10942.9288704
1659088800,2022-07-29 10:00:00,KP3R/USDT,154.072,157.558,152.936,157.558,15.857,2463.0065742
1659085200,2022-07-29 09:00:00,KP3R/USDT,151.425,155.19,146.711,153.842,50.9683,7631.3603617
1659081600,2022-07-29 08:00:00,KP3R/USDT,146.169,155.828,144.75,151.641,95.5812,14610.873127
1659078000,2022-07-29 07:00:00,KP3R/USDT,145.677,146.157,144.75,146.157,18.5885,2694.4934434
1659074400,2022-07-29 06:00:00,KP3R/USDT,146.685,149.066,145.557,145.69,7.1955,1050.2515185
1659070800,2022-07-29 05:00:00,KP3R/USDT,149.747,149.747,146.527,147,13.1319,1932.4154893
1659067200,2022-07-29 04:00:00,KP3R/USDT,150.635,150.94,148.5,149.565,10.0054,1502.5506842
1659063600,2022-07-29 03:00:00,KP3R/USDT,149.968,150.635,148.943,150,12.3836,1851.6531785
1659060000,2022-07-29 02:00:00,KP3R/USDT,149.3,151.889,149.3,150.308,140.1938,21231.6610502
1659056400,2022-07-29 01:00:00,KP3R/USDT,149.792,151.164,149.25,149.27,15.8027,2364.6451275
1659052800,2022-07-29 00:00:00,KP3R/USDT,151.425,151.425,147,148.514,49.1715,7342.6412423
1659049200,2022-07-28 23:00:00,KP3R/USDT,152.215,154.324,150.635,152.554,2.7981,426.2935858
1659045600,2022-07-28 22:00:00,KP3R/USDT,149.843,151.425,148.973,151.425,60.8949,9096.4039721
1659042000,2022-07-28 21:00:00,KP3R/USDT,150.635,151.651,147.154,149.283,18.9551,2804.0992888
1659038400,2022-07-28 20:00:00,KP3R/USDT,149.055,153.069,148.5,150.496,14.3152,2162.4035405
1659034800,2022-07-28 19:00:00,KP3R/USDT,150.208,150.508,146.703,147.75,56.0932,8301.892547
1659031200,2022-07-28 18:00:00,KP3R/USDT,157.605,157.605,148.798,149.4,202.1518,31117.9194695
1659027600,2022-07-28 17:00:00,KP3R/USDT,151.786,181.371,148.865,157.714,681.6113,112456.3745257
1659024000,2022-07-28 16:00:00,KP3R/USDT,137.412,154.147,136.415,152.549,93.1865,13611.1355981
1659020400,2022-07-28 15:00:00,KP3R/USDT,134.401,138,134.391,138,26.1815,3582.67207
1659016800,2022-07-28 14:00:00,KP3R/USDT,131.968,135.212,131.172,135,5.3012,705.915033
1659013200,2022-07-28 13:00:00,KP3R/USDT,132,135.75,130.98,131.398,11.045,1477.1192051
1659009600,2022-07-28 12:00:00,KP3R/USDT,132.779,133.5,129.152,132.75,9.9214,1303.7574115
1659006000,2022-07-28 11:00:00,KP3R/USDT,132.465,135.212,132.465,133.864,22.5982,3026.096948
1659002400,2022-07-28 10:00:00,KP3R/USDT,131.015,132.151,130.764,132,8.7552,1152.3196475
1658998800,2022-07-28 09:00:00,KP3R/USDT,130.885,131.25,130.346,130.346,0.354,46.3260343
1658995200,2022-07-28 08:00:00,KP3R/USDT,129.76,130.764,129.354,130.764,1.7685,229.1550143
1658991600,2022-07-28 07:00:00,KP3R/USDT,132.465,132.465,129.75,129.75,1.7489,229.6493298
1658988000,2022-07-28 06:00:00,KP3R/USDT,131.675,134.401,131.675,132.75,2.8284,375.5875125
1658984400,2022-07-28 05:00:00,KP3R/USDT,129.568,131.25,129,131.25,12.4096,1601.7983891
1658980800,2022-07-28 04:00:00,KP3R/USDT,131.25,131.25,129.75,129.75,0.5326,69.5122273
1658977200,2022-07-28 03:00:00,KP3R/USDT,130.068,132,130.068,132,1.5617,205.0398405
1658973600,2022-07-28 02:00:00,KP3R/USDT,127.844,129.75,127.844,129.75,0.5264,68.0969543
1658970000,2022-07-28 01:00:00,KP3R/USDT,128.724,128.724,127.047,128.064,27.486,3508.4988728
1658966400,2022-07-28 00:00:00,KP3R/USDT,129,129,129,129,0.1612,20.7948
1658962800,2022-07-27 23:00:00,KP3R/USDT,128.048,130.056,128.048,130.056,1.3884,179.3946275
1658959200,2022-07-27 22:00:00,KP3R/USDT,128.25,128.515,128.125,128.125,54.8505,7048.2410796
1658955600,2022-07-27 21:00:00,KP3R/USDT,127.725,127.991,127.359,127.359,4.4754,570.8866966
1658952000,2022-07-27 20:00:00,KP3R/USDT,128.515,128.515,128.515,128.515,0.0014,0.179921
1658948400,2022-07-27 19:00:00,KP3R/USDT,128.712,129,127.725,127.725,22.165,2843.7017945
1658944800,2022-07-27 18:00:00,KP3R/USDT,123.588,128.807,123.588,128.807,29.9746,3782.8992852
1658941200,2022-07-27 17:00:00,KP3R/USDT,122.18,123.047,121.405,123.047,1.0639,129.8255298
1658937600,2022-07-27 16:00:00,KP3R/USDT,123.75,125.48,122.195,122.195,2.7816,345.973654
1658934000,2022-07-27 15:00:00,KP3R/USDT,123.858,123.858,122.985,122.985,0.8862,109.4511259
1658930400,2022-07-27 14:00:00,KP3R/USDT,124.5,124.759,124.5,124.759,0.1692,21.067472
1658926800,2022-07-27 13:00:00,KP3R/USDT,125.48,125.48,122.97,125.278,25.2402,3134.326807
1658923200,2022-07-27 12:00:00,KP3R/USDT,120.75,128,120.75,125.98,29.1329,3631.0003697
1658919600,2022-07-27 11:00:00,KP3R/USDT,121,121.5,120.614,121.5,0.7367,89.1795429
1658916000,2022-07-27 10:00:00,KP3R/USDT,121.587,121.587,121,121,3.7115,450.8832595
1658912400,2022-07-27 09:00:00,KP3R/USDT,122.392,122.392,121.5,121.5,1.6942,206.3690769
1658908800,2022-07-27 08:00:00,KP3R/USDT,123.047,124.5,122.817,122.884,10.2107,1255.5620449
1658905200,2022-07-27 07:00:00,KP3R/USDT,122.195,124.14,122.195,124.14,0.9154,113.0238634
1658901600,2022-07-27 06:00:00,KP3R/USDT,122.25,122.25,121.37,121.608,19.1545,2334.1509593
1658898000,2022-07-27 05:00:00,KP3R/USDT,119.803,123.047,119.803,123.047,7.649,937.1172072
1658894400,2022-07-27 04:00:00,KP3R/USDT,119,119,119,119,0,0
1658890800,2022-07-27 03:00:00,KP3R/USDT,119,119,119,119,1,119
1658887200,2022-07-27 02:00:00,KP3R/USDT,119.159,119.68,118.654,119.68,0.9293,110.290962
1658883600,2022-07-27 01:00:00,KP3R/USDT,120.615,120.615,119.25,119.25,0.4954,59.3581183
1658880000,2022-07-27 00:00:00,KP3R/USDT,121.196,121.5,120.623,121.275,16.8548,2037.6632168
1658876400,2022-07-26 23:00:00,KP3R/USDT,120,121.196,120,121.196,0.5345,64.4695877
1658872800,2022-07-26 22:00:00,KP3R/USDT,118.5,120.277,118.5,119.25,13.6145,1624.8629988
1658869200,2022-07-26 21:00:00,KP3R/USDT,117.676,118.992,117.609,117.609,5.73,675.9142848
1658865600,2022-07-26 20:00:00,KP3R/USDT,117,117.639,116.861,117.639,1.9366,226.8580507
1658862000,2022-07-26 19:00:00,KP3R/USDT,117,117.238,115.983,116.719,5.596,652.4284857
1658858400,2022-07-26 18:00:00,KP3R/USDT,118.892,118.892,117,117,0.9172,108.2820064
1658854800,2022-07-26 17:00:00,KP3R/USDT,118.5,119.035,118.181,118.181,0.5002,59.3423503
1658851200,2022-07-26 16:00:00,KP3R/USDT,117.828,118.499,117.676,118.498,0.0822,9.7021672
1658847600,2022-07-26 15:00:00,KP3R/USDT,118.5,118.5,117.7,117.83,0.8243,97.1558831
1658844000,2022-07-26 14:00:00,KP3R/USDT,119.71,119.71,118.501,119.273,0.4233,50.4354483
1658840400,2022-07-26 13:00:00,KP3R/USDT,119.25,119.25,118.5,118.803,3.9133,465.2867513
1658836800,2022-07-26 12:00:00,KP3R/USDT,120.75,120.75,119.266,119.266,2.6873,322.1934088
1658833200,2022-07-26 11:00:00,KP3R/USDT,121,121.107,120,120.75,4.3714,528.9696119
1658829600,2022-07-26 10:00:00,KP3R/USDT,121.501,121.501,121.096,121.096,2.8816,349.9050461
1658826000,2022-07-26 09:00:00,KP3R/USDT,121.5,121.5,121.5,121.5,0.1448,17.5932
1658822400,2022-07-26 08:00:00,KP3R/USDT,120.75,121.5,120.614,121.499,0.2817,34.0809427
1658818800,2022-07-26 07:00:00,KP3R/USDT,122.195,122.25,121.095,121.095,9.0613,1098.4608155
1658815200,2022-07-26 06:00:00,KP3R/USDT,122.338,123,121.405,121.405,10.8093,1323.3541966
1658811600,2022-07-26 05:00:00,KP3R/USDT,122.19,122.19,122.19,122.19,0,0
1658808000,2022-07-26 04:00:00,KP3R/USDT,122.25,123,122.19,122.19,3.4537,422.4709037
1658804400,2022-07-26 03:00:00,KP3R/USDT,121.405,122.249,121.405,122.249,0.2186,26.5885758
1658800800,2022-07-26 02:00:00,KP3R/USDT,120.494,120.734,120.494,120.716,9.7272,1173.9139098
1658797200,2022-07-26 01:00:00,KP3R/USDT,120.614,120.614,120.614,120.614,0,0
1658793600,2022-07-26 00:00:00,KP3R/USDT,121.072,121.072,120.614,120.614,0.7508,90.7192761
1658790000,2022-07-25 23:00:00,KP3R/USDT,123.047,123.334,121.036,121.036,3.4586,423.2693089
1658786400,2022-07-25 22:00:00,KP3R/USDT,124.669,124.669,123.588,123.963,0.4305,53.4203543
1658782800,2022-07-25 21:00:00,KP3R/USDT,125.48,125.736,124.966,125.065,1.1102,138.8468526
1658779200,2022-07-25 20:00:00,KP3R/USDT,124.5,125.506,124.5,124.669,8.3759,1046.0889626
1658775600,2022-07-25 19:00:00,KP3R/USDT,125.25,125.25,122.395,123.858,34.0911,4210.402307
1658772000,2022-07-25 18:00:00,KP3R/USDT,125.598,125.688,125.562,125.562,2.5191,316.4540886
1658768400,2022-07-25 17:00:00,KP3R/USDT,126,126.488,125.25,125.25,2.8217,355.7718325
1658764800,2022-07-25 16:00:00,KP3R/USDT,125.78,125.78,125.78,125.78,0.0157,1.974746
1658761200,2022-07-25 15:00:00,KP3R/USDT,125.46,125.46,125.46,125.46,0,0
1658757600,2022-07-25 14:00:00,KP3R/USDT,125.702,126,125.18,125.46,4.0942,514.565252
1658754000,2022-07-25 13:00:00,KP3R/USDT,126.75,126.815,125.954,125.954,14.8873,1880.0215028
1658750400,2022-07-25 12:00:00,KP3R/USDT,126.649,126.649,125.5,126.308,6.7612,849.8673653
1658746800,2022-07-25 11:00:00,KP3R/USDT,127.209,127.851,126.649,126.649,4.6302,591.3203536
1658743200,2022-07-25 10:00:00,KP3R/USDT,127.36,127.36,127.189,127.189,6.6675,848.58195
1658739600,2022-07-25 09:00:00,KP3R/USDT,126.935,127.641,126.184,127.36,23.4009,2961.9237329
1658736000,2022-07-25 08:00:00,KP3R/USDT,126.145,126.899,125.5,126.899,27.464,3473.1411478
1658732400,2022-07-25 07:00:00,KP3R/USDT,125.98,126,125.879,125.879,1.6838,211.9756158
1658728800,2022-07-25 06:00:00,KP3R/USDT,127.107,127.289,124.716,125.389,36.1168,4527.2884508
1658725200,2022-07-25 05:00:00,KP3R/USDT,126.935,126.935,126.531,126.531,1.1572,146.4575416
1658721600,2022-07-25 04:00:00,KP3R/USDT,125.742,127.852,125.742,127.852,27.149,3458.2693309
1658718000,2022-07-25 03:00:00,KP3R/USDT,126.347,126.347,125.742,125.99,1.7588,221.7576227
1658714400,2022-07-25 02:00:00,KP3R/USDT,126.145,126.26,125.98,125.98,3.2344,408.3054865
1658710800,2022-07-25 01:00:00,KP3R/USDT,127.176,127.176,126.257,126.78,11.2744,1424.1719269
1658707200,2022-07-25 00:00:00,KP3R/USDT,128.672,128.672,127.5,127.5,66.6785,8570.2111328
1658703600,2022-07-24 23:00:00,KP3R/USDT,130.5,130.5,128.567,129.194,13.6042,1758.4880408
1658700000,2022-07-24 22:00:00,KP3R/USDT,132.365,135.426,130.5,130.5,57.0776,7669.948575
1658696400,2022-07-24 21:00:00,KP3R/USDT,131.321,131.72,131.321,131.72,0.372,48.8994117
1658692800,2022-07-24 20:00:00,KP3R/USDT,131.631,131.631,131.25,131.25,1.1227,147.7211637
1658689200,2022-07-24 19:00:00,KP3R/USDT,131.25,132,131.248,132,0.7473,98.2031752
1658685600,2022-07-24 18:00:00,KP3R/USDT,131.584,132.042,131.579,132.042,5.4352,716.6904064
1658682000,2022-07-24 17:00:00,KP3R/USDT,131.675,132,131.157,131.57,5.5474,729.8480004
1658678400,2022-07-24 16:00:00,KP3R/USDT,132,132,130.648,131.137,2.4508,320.5758879
1658674800,2022-07-24 15:00:00,KP3R/USDT,132.75,132.75,132.121,132.121,5.19,686.2884739
1658671200,2022-07-24 14:00:00,KP3R/USDT,131.25,133.5,131.25,132.75,0.7297,96.8430515
1658667600,2022-07-24 13:00:00,KP3R/USDT,130.722,130.722,130.722,130.722,0.061,7.974042
1658664000,2022-07-24 12:00:00,KP3R/USDT,132,132.779,130.48,131.25,11.5823,1520.3569964
1658660400,2022-07-24 11:00:00,KP3R/USDT,131.713,133.5,129.175,132.465,60.5076,7910.570558
1658656800,2022-07-24 10:00:00,KP3R/USDT,133.5,134.352,131.357,131.96,31.6977,4191.8031878
1658653200,2022-07-24 09:00:00,KP3R/USDT,132,136.023,131.088,133.775,40.9057,5454.9308555
1658649600,2022-07-24 08:00:00,KP3R/USDT,131.25,135.053,131.25,132.219,86.8841,11592.929383
1658646000,2022-07-24 07:00:00,KP3R/USDT,131.033,132,131.033,131.693,1.6269,214.5440931
1658642400,2022-07-24 06:00:00,KP3R/USDT,130.764,131.022,130.434,131.022,6.7848,886.7315104
1658638800,2022-07-24 05:00:00,KP3R/USDT,128.25,130.5,128.25,130.5,0.8397,108.7397547
1658635200,2022-07-24 04:00:00,KP3R/USDT,127.555,127.948,127.307,127.307,8.078,1030.5781394
1658631600,2022-07-24 03:00:00,KP3R/USDT,128.723,128.743,127.591,127.591,0.9556,122.3765253
1658628000,2022-07-24 02:00:00,KP3R/USDT,128.372,128.372,127.339,128.25,2.9604,378.3127972
1658624400,2022-07-24 01:00:00,KP3R/USDT,129.228,129.229,128.636,128.636,1.776,228.917464
1658620800,2022-07-24 00:00:00,KP3R/USDT,129.535,129.75,128.716,128.716,0.9526,122.7192028
1658617200,2022-07-23 23:00:00,KP3R/USDT,128.25,128.468,128.25,128.468,2.4518,314.8191334
1658613600,2022-07-23 22:00:00,KP3R/USDT,127.944,129.343,127.944,129.164,3.5928,463.3831627
1658610000,2022-07-23 21:00:00,KP3R/USDT,127.5,128.48,127.5,127.5,13.1154,1683.8007917
1658606400,2022-07-23 20:00:00,KP3R/USDT,126.857,127.295,126.291,126.521,25.5479,3240.3465522
1658602800,2022-07-23 19:00:00,KP3R/USDT,125.243,126.75,125.243,126.75,1.4871,186.6840069
1658599200,2022-07-23 18:00:00,KP3R/USDT,125.98,126.7,125.124,125.503,10.7279,1351.0856158
1658595600,2022-07-23 17:00:00,KP3R/USDT,126.291,126.291,124.363,125.919,12.0596,1512.9554965
1658592000,2022-07-23 16:00:00,KP3R/USDT,126.75,126.75,126.5,126.5,6.412,812.0194312
1658588400,2022-07-23 15:00:00,KP3R/USDT,127.5,127.5,127.5,127.5,0.1612,20.553
1658584800,2022-07-23 14:00:00,KP3R/USDT,127.9,128.091,126.75,126.75,5.0187,642.1295288
1658581200,2022-07-23 13:00:00,KP3R/USDT,127.022,127.913,127.01,127.9,6.3698,812.6340158
1658577600,2022-07-23 12:00:00,KP3R/USDT,126.302,127.5,126.302,126.657,1.8636,236.7956391
1658574000,2022-07-23 11:00:00,KP3R/USDT,127.176,127.176,126.4,126.4,20.2487,2562.4970914
1658570400,2022-07-23 10:00:00,KP3R/USDT,128.069,128.685,127.5,127.931,15.2938,1950.143416
1658566800,2022-07-23 09:00:00,KP3R/USDT,127.176,128.372,127.176,128.372,3.8518,492.8086219
1658563200,2022-07-23 08:00:00,KP3R/USDT,129.235,129.75,127.5,127.5,9.9925,1289.3681916
1658559600,2022-07-23 07:00:00,KP3R/USDT,129,129,128.966,128.966,15.447,1992.1432828
1658556000,2022-07-23 06:00:00,KP3R/USDT,129.75,130.346,129.444,130.346,8.9322,1157.5721223
1658552400,2022-07-23 05:00:00,KP3R/USDT,130.722,130.722,130.722,130.722,0.5,65.361
1658548800,2022-07-23 04:00:00,KP3R/USDT,128.736,131.033,128.218,130.782,51.2133,6591.9708092
1658545200,2022-07-23 03:00:00,KP3R/USDT,128.621,128.621,128.621,128.621,0,0
1658541600,2022-07-23 02:00:00,KP3R/USDT,128.937,128.937,128.621,128.621,1.8241,234.8356114
1658538000,2022-07-23 01:00:00,KP3R/USDT,128.832,129.639,128.832,129.546,3.7253,480.3047903
1658534400,2022-07-23 00:00:00,KP3R/USDT,127.5,129.066,127.102,129,84.3516,10830.1208765
1658530800,2022-07-22 23:00:00,KP3R/USDT,127.758,128.377,127.5,127.631,0.6483,83.0026192
1658527200,2022-07-22 22:00:00,KP3R/USDT,128.229,128.229,128.229,128.229,0.0077,0.9873633
1658523600,2022-07-22 21:00:00,KP3R/USDT,127.5,128.25,127.5,128.25,17.3374,2218.918502
1658520000,2022-07-22 20:00:00,KP3R/USDT,126.291,127.275,124.717,127.273,126.4964,15963.844044
1658516400,2022-07-22 19:00:00,KP3R/USDT,130.346,130.5,126.742,126.742,44.3691,5642.5022507
1658512800,2022-07-22 18:00:00,KP3R/USDT,129.135,129.75,128.706,129.75,44.6068,5775.596449
1658509200,2022-07-22 17:00:00,KP3R/USDT,130.346,130.552,129,130,2.2269,289.6423831
1658505600,2022-07-22 16:00:00,KP3R/USDT,128.963,129.843,128.712,129.734,2.4025,311.548702
1658502000,2022-07-22 15:00:00,KP3R/USDT,130.941,130.941,129,129,11.825,1541.1031103
1658498400,2022-07-22 14:00:00,KP3R/USDT,131.25,131.712,129.475,131.712,6.1922,810.7358827
1658494800,2022-07-22 13:00:00,KP3R/USDT,133.59,133.59,131.25,131.25,1.752,232.0814501
1658491200,2022-07-22 12:00:00,KP3R/USDT,133.009,134.451,133.009,134.451,9.725,1304.8270658
1658487600,2022-07-22 11:00:00,KP3R/USDT,133.59,133.595,133.59,133.595,0.4151,55.455209
1658484000,2022-07-22 10:00:00,KP3R/USDT,134.234,134.841,132.75,132.75,4.1035,548.61136
1658480400,2022-07-22 09:00:00,KP3R/USDT,133.156,134.559,133.156,134.559,22.5994,3023.9928272
1658476800,2022-07-22 08:00:00,KP3R/USDT,132,132.779,131.839,132.779,0.4977,65.8032707
1658473200,2022-07-22 07:00:00,KP3R/USDT,131.781,132.779,131.25,131.25,79.9835,10552.5036306
1658469600,2022-07-22 06:00:00,KP3R/USDT,132,132.601,131.858,132.521,0.9098,120.2549273
1658466000,2022-07-22 05:00:00,KP3R/USDT,131.506,132.824,131.506,132.824,10.1654,1343.3639458
1658462400,2022-07-22 04:00:00,KP3R/USDT,131.376,131.506,130.592,131.506,13.2682,1740.9410629
1658458800,2022-07-22 03:00:00,KP3R/USDT,131.068,131.068,131.068,131.068,0,0
1658455200,2022-07-22 02:00:00,KP3R/USDT,132.08,132.5,131.068,131.068,2.4177,318.1571177
1658451600,2022-07-22 01:00:00,KP3R/USDT,133.057,133.057,131.901,131.901,0.6936,91.6827287
1658448000,2022-07-22 00:00:00,KP3R/USDT,132.57,133.5,132.329,132.954,1.4351,191.0120138
1658444400,2022-07-21 23:00:00,KP3R/USDT,132.63,132.63,132.63,132.63,0.0225,2.984175
1658440800,2022-07-21 22:00:00,KP3R/USDT,133.524,133.924,132.514,132.8,12.582,1677.7375515
1658437200,2022-07-21 21:00:00,KP3R/USDT,134.381,134.765,132.75,133.049,9.7514,1302.1591548
1658433600,2022-07-21 20:00:00,KP3R/USDT,131.968,136.6,129.856,134.575,148.8154,19797.3072028
1658430000,2022-07-21 19:00:00,KP3R/USDT,130.751,132.149,130.751,131.9,19.1205,2512.2512405
1658426400,2022-07-21 18:00:00,KP3R/USDT,130.5,130.5,130.223,130.223,1.2563,163.9374503
1658422800,2022-07-21 17:00:00,KP3R/USDT,132.038,132.407,130.5,130.5,4.0207,528.901894
1658419200,2022-07-21 16:00:00,KP3R/USDT,129.476,132.246,129.476,132,15.4091,2013.4920969
1658415600,2022-07-21 15:00:00,KP3R/USDT,128.926,129.553,128.826,128.906,4.6413,598.4689573
1658412000,2022-07-21 14:00:00,KP3R/USDT,129.665,129.87,127.913,129.003,9.6448,1245.9291109
1658408400,2022-07-21 13:00:00,KP3R/USDT,130.021,130.73,128.543,129.658,21.6341,2789.6780647
1658404800,2022-07-21 12:00:00,KP3R/USDT,128.724,129.839,128.724,129.839,0.8783,113.5512427
1658401200,2022-07-21 11:00:00,KP3R/USDT,128.653,128.653,127.749,128.593,5.8668,752.5702885
1658397600,2022-07-21 10:00:00,KP3R/USDT,129.115,135.237,128.653,128.653,137.1302,17998.4184996
1658394000,2022-07-21 09:00:00,KP3R/USDT,128.372,129,128.372,129,0.4466,57.5736704
1658390400,2022-07-21 08:00:00,KP3R/USDT,128.498,128.498,127.068,128.266,25.9011,3299.3033047
1658386800,2022-07-21 07:00:00,KP3R/USDT,128.035,129.75,128.035,128.653,3.4322,443.4928497
1658383200,2022-07-21 06:00:00,KP3R/USDT,127.568,127.751,127.568,127.751,0.0234,2.9865186
1658379600,2022-07-21 05:00:00,KP3R/USDT,127.489,128.266,122.181,127.913,214.5426,26937.0881798
1658376000,2022-07-21 04:00:00,KP3R/USDT,127.143,127.887,125.799,127.887,4.0077,509.4429789
1658372400,2022-07-21 03:00:00,KP3R/USDT,125.997,127.233,125.484,127.083,6.0584,768.4568367
1658368800,2022-07-21 02:00:00,KP3R/USDT,128.908,129.115,126,126,19.3395,2456.6852277
1658365200,2022-07-21 01:00:00,KP3R/USDT,129.568,130.851,127.874,128.775,7.6298,987.5715389
1658361600,2022-07-21 00:00:00,KP3R/USDT,129.038,129.75,128.257,129.568,3.5075,451.4915762
1658358000,2022-07-20 23:00:00,KP3R/USDT,130.856,130.856,129.219,129.219,5.6893,738.3168618
1658354400,2022-07-20 22:00:00,KP3R/USDT,132.7,132.7,131,131,3.6567,480.8504477
1658350800,2022-07-20 21:00:00,KP3R/USDT,131.506,133.303,131.506,133.303,11.7222,1552.3919166
1658347200,2022-07-20 20:00:00,KP3R/USDT,132.886,132.982,129.923,131.506,24.4167,3213.0782843
1658343600,2022-07-20 19:00:00,KP3R/USDT,134.124,134.2,132.897,132.897,16.1292,2160.3024498
1658340000,2022-07-20 18:00:00,KP3R/USDT,134.381,134.837,133.502,134.124,10.9042,1461.2194166
1658336400,2022-07-20 17:00:00,KP3R/USDT,134.25,134.93,133.2,134.93,16.8333,2246.2984954
1658332800,2022-07-20 16:00:00,KP3R/USDT,136.848,136.848,132.967,134.045,16.527,2220.1361589
1658329200,2022-07-20 15:00:00,KP3R/USDT,137.438,137.455,136.848,137.221,9.8038,1345.4580988
1658325600,2022-07-20 14:00:00,KP3R/USDT,135.161,137.543,135.053,137.532,14.8838,2043.537611
1658322000,2022-07-20 13:00:00,KP3R/USDT,135.704,137.543,135.161,135.567,6.8048,925.8741678
1658318400,2022-07-20 12:00:00,KP3R/USDT,138.194,138.194,133.444,135.704,36.016,4884.0406356
1658314800,2022-07-20 11:00:00,KP3R/USDT,139.165,140.03,138.388,138.388,43.9079,6127.4934289
1658311200,2022-07-20 10:00:00,KP3R/USDT,140.03,141.017,139.34,139.34,8.6062,1208.6257572
1658307600,2022-07-20 09:00:00,KP3R/USDT,137.527,139.966,137.2,139.966,10.6838,1471.9308573
1658304000,2022-07-20 08:00:00,KP3R/USDT,140.317,140.317,137.23,137.23,76.7388,10738.4376978
1658300400,2022-07-20 07:00:00,KP3R/USDT,142.602,142.877,140,140,80.805,11341.8507151
1658296800,2022-07-20 06:00:00,KP3R/USDT,141.901,142.817,141.868,142.12,3.4447,490.4636015
1658293200,2022-07-20 05:00:00,KP3R/USDT,141.524,142.603,141.326,142.005,15.9438,2269.2354873
1658289600,2022-07-20 04:00:00,KP3R/USDT,141.638,144.422,141.129,142.005,92.09764324,13144.66477422528
1658286000,2022-07-20 03:00:00,KP3R/USDT,140,141.608,140,141.608,48.041,6739.7483796
1658282400,2022-07-20 02:00:00,KP3R/USDT,139.375,139.833,139.196,139.833,1.6552,230.8588189
1658278800,2022-07-20 01:00:00,KP3R/USDT,137.696,139.247,137.696,139.247,1.3058,180.8280992
1658275200,2022-07-20 00:00:00,KP3R/USDT,139.616,139.676,137.201,137.201,11.8815,1651.0544657
1658271600,2022-07-19 23:00:00,KP3R/USDT,140.223,141.307,138.478,139.5,11.70653806,1645.70034611343
1658268000,2022-07-19 22:00:00,KP3R/USDT,140.211,140.211,139.36,140.03,3.316,463.645862
1658264400,2022-07-19 21:00:00,KP3R/USDT,139.247,140.211,139.247,140.211,3.5634,498.5108841
1658260800,2022-07-19 20:00:00,KP3R/USDT,139.794,139.794,136.878,139.052,64.30732975,8884.37320128425
1658257200,2022-07-19 19:00:00,KP3R/USDT,139.443,140.468,138.825,139.752,59.04569703,8254.73843655503
1658253600,2022-07-19 18:00:00,KP3R/USDT,138.75,139.9,138.341,139.271,9.21242302,1282.970124298
1658250000,2022-07-19 17:00:00,KP3R/USDT,138.194,138.971,137.29,138.75,7.79026278,1079.61824767119
1658246400,2022-07-19 16:00:00,KP3R/USDT,138.083,139.245,137.857,138.388,1.1243,156.0052832
1658242800,2022-07-19 15:00:00,KP3R/USDT,138.001,138.001,137.27,137.89,195.7934,26939.5889059
1658239200,2022-07-19 14:00:00,KP3R/USDT,138.581,138.858,137.201,138.194,2.01170859,276.78137710966
1658235600,2022-07-19 13:00:00,KP3R/USDT,139.37,140.806,137.94,139.052,17.21333575,2414.39335850498
1658232000,2022-07-19 12:00:00,KP3R/USDT,138.083,140.25,138.001,139.36,6.12725842,854.43357286772
1658228400,2022-07-19 11:00:00,KP3R/USDT,137.616,138.624,137.423,137.616,1.13424371,157.0749670333
1658224800,2022-07-19 10:00:00,KP3R/USDT,136.408,138.23,136.274,138.23,9.55775629,1307.4480361667
1658221200,2022-07-19 09:00:00,KP3R/USDT,136.084,136.546,135.704,136.546,1.8404,250.336947
1658217600,2022-07-19 08:00:00,KP3R/USDT,134.381,136.546,134.193,136.546,2.768,375.2813242
1658214000,2022-07-19 07:00:00,KP3R/USDT,135,137.313,134.559,134.569,2.8633,389.0209939
