https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume BTC
1663452000000,2022-09-17 22:00:00,BTC/UST,20043,20132,20033,20125,163193.27100125,8.10898241
1663448400000,2022-09-17 21:00:00,BTC/UST,20078,20086,19951,20039,29468.63319834,1.47056406
1663444800000,2022-09-17 20:00:00,BTC/UST,20015,20082,19991,20077,22057.43864632,1.09864216
1663441200000,2022-09-17 19:00:00,BTC/UST,20074,20077,19989,20009,5522.73431259,0.27601251
1663437600000,2022-09-17 18:00:00,BTC/UST,20083,20101,20026,20071,361737.54240464,18.02289584
1663434000000,2022-09-17 17:00:00,BTC/UST,20130,20181,20050,20082,442635.14437746,22.04138753
1663430400000,2022-09-17 16:00:00,BTC/UST,19970,20178,19943,20129,348485.74690126,17.31262094
1663426800000,2022-09-17 15:00:00,BTC/UST,19915,20017,19886,19970,193201.9648952,9.67461016
1663423200000,2022-09-17 14:00:00,BTC/UST,19897,19953,19884,19915,154141.4758639,7.73996866
1663419600000,2022-09-17 13:00:00,BTC/UST,19858,19899,19852,19897,600108.53149062,30.16075446
1663416000000,2022-09-17 12:00:00,BTC/UST,19815,19869,19759,19860,44265.1226604,2.22885814
1663412400000,2022-09-17 11:00:00,BTC/UST,19861,19872,19815,19815,46081.320540299996,2.32557762
1663408800000,2022-09-17 10:00:00,BTC/UST,19882,19899,19810,19861,160216.6075533,8.0668953
1663405200000,2022-09-17 09:00:00,BTC/UST,19875,19912,19868,19882,48472.179013019995,2.43799311
1663401600000,2022-09-17 08:00:00,BTC/UST,19840,19892,19832,19874,383148.39692698,19.27887677
1663398000000,2022-09-17 07:00:00,BTC/UST,19836,19863,19805,19837,2521284.83208076,127.10010748
1663394400000,2022-09-17 06:00:00,BTC/UST,19858,19874,19799,19835,28445.77476205,1.43412023
1663390800000,2022-09-17 05:00:00,BTC/UST,19934,19934,19831,19857,45643.31429847,2.29860071
1663387200000,2022-09-17 04:00:00,BTC/UST,19885,19978,19885,19938,31159.433582579997,1.56281641
1663383600000,2022-09-17 03:00:00,BTC/UST,19909,19918,19885,19886,30531.14324012,1.53530842
1663380000000,2022-09-17 02:00:00,BTC/UST,19998,20008,19873,19906,128579.98671792,6.45935832
1663376400000,2022-09-17 01:00:00,BTC/UST,19947,20050,19947,20002,85171.0322516,4.2581258
1663372800000,2022-09-17 00:00:00,BTC/UST,19797,20057,19778,19946,113094.49836346,5.67003401
1663369200000,2022-09-16 23:00:00,BTC/UST,19728,19798,19701,19798,74321.17170856001,3.7539737200000003
1663365600000,2022-09-16 22:00:00,BTC/UST,19736,19770,19700,19727,24725.648794210003,1.25339123
1663362000000,2022-09-16 21:00:00,BTC/UST,19750,19815,19719,19735,89978.3053199,4.55932634
1663358400000,2022-09-16 20:00:00,BTC/UST,19616,19747,19616,19747,231224.37331448,11.70934184
1663354800000,2022-09-16 19:00:00,BTC/UST,19560,19639,19558,19616,148327.48386912,7.56155607
1663351200000,2022-09-16 18:00:00,BTC/UST,19444,19575,19396,19562,304800.23605076,15.58124098
1663347600000,2022-09-16 17:00:00,BTC/UST,19532,19553,19340,19445,1138649.3885213,58.55743834
1663344000000,2022-09-16 16:00:00,BTC/UST,19657,19657,19465,19537,429200.39929193,21.96859289
1663340400000,2022-09-16 15:00:00,BTC/UST,19672,19735,19585,19661,199846.29143382,10.16460462
1663336800000,2022-09-16 14:00:00,BTC/UST,19524,19792,19507,19668,376568.41372788005,19.146248410000002
1663333200000,2022-09-16 13:00:00,BTC/UST,19688,19770,19437,19519,419586.64958505,21.49631895
1663329600000,2022-09-16 12:00:00,BTC/UST,19871,19874,19677,19687,292910.86845801,14.87839023
1663326000000,2022-09-16 11:00:00,BTC/UST,19789,19880,19785,19868,630718.09913168,31.74542476
1663322400000,2022-09-16 10:00:00,BTC/UST,19759,19833,19747,19791,149023.9382022,7.5298842
1663318800000,2022-09-16 09:00:00,BTC/UST,19690,19782,19689,19758,1715955.93057804,86.84866538
1663315200000,2022-09-16 08:00:00,BTC/UST,19738,19751,19608,19691,1048093.33450675,53.22702425
1663311600000,2022-09-16 07:00:00,BTC/UST,19767,19794,19727,19737,20046.33089568,1.01567264
1663308000000,2022-09-16 06:00:00,BTC/UST,19750,19798,19735,19759,48773.754013289996,2.46843231
1663304400000,2022-09-16 05:00:00,BTC/UST,19822,19836,19744,19749,150264.76275483,7.60872767
1663300800000,2022-09-16 04:00:00,BTC/UST,19744,19850,19741,19821,39709.34125287,2.00339747
1663297200000,2022-09-16 03:00:00,BTC/UST,19743,19770,19697,19744,590149.19991648,29.89005267
1663293600000,2022-09-16 02:00:00,BTC/UST,19728,19760,19676,19744,123402.71203584,6.25013736
1663290000000,2022-09-16 01:00:00,BTC/UST,19781,19803,19704,19728,234763.54859376,11.90001767
1663286400000,2022-09-16 00:00:00,BTC/UST,19699,19781,19591,19778,482881.10928948,24.41506266
1663282800000,2022-09-15 23:00:00,BTC/UST,19732,19753,19637,19699,169282.71135775,8.59346725
1663279200000,2022-09-15 22:00:00,BTC/UST,19824,19824,19587,19732,111578.06643736,5.65467598
1663275600000,2022-09-15 21:00:00,BTC/UST,19847,19887,19790,19831,7642.183428810001,0.38536551
1663272000000,2022-09-15 20:00:00,BTC/UST,19800,19847,19765,19847,66562.66814529999,3.3537898999999998
1663268400000,2022-09-15 19:00:00,BTC/UST,19768,19833,19680,19797,91749.36912984001,4.63450872
1663264800000,2022-09-15 18:00:00,BTC/UST,19824,19873,19735,19767,205522.00449231,10.39722793
1663261200000,2022-09-15 17:00:00,BTC/UST,19864,19948,19787,19832,90703.56697792001,4.57359656
1663257600000,2022-09-15 16:00:00,BTC/UST,19723,19865,19653,19864,335576.19280744,16.89368671
1663254000000,2022-09-15 15:00:00,BTC/UST,19691,19845,19505,19729,888906.41798544,45.05582736
1663250400000,2022-09-15 14:00:00,BTC/UST,20122,20166,19656,19705,212569.31611825002,10.787582650000001
1663246800000,2022-09-15 13:00:00,BTC/UST,20129,20142,19995,20122,907690.2288216801,45.10934444
1663243200000,2022-09-15 12:00:00,BTC/UST,20148,20188,20078,20117,65285.39170639,3.24528467
1663239600000,2022-09-15 11:00:00,BTC/UST,20151,20198,20094,20154,106619.77145747999,5.29025362
1663236000000,2022-09-15 10:00:00,BTC/UST,20130,20201,20112,20151,13315.57405074,0.66078974
1663232400000,2022-09-15 09:00:00,BTC/UST,20146,20185,20059,20131,366315.65052272996,18.19659483
1663228800000,2022-09-15 08:00:00,BTC/UST,20199,20217,20036,20147,540297.0607666101,26.81774263
1663225200000,2022-09-15 07:00:00,BTC/UST,20086,20331,20082,20197,30749.29548662,1.52246846
1663221600000,2022-09-15 06:00:00,BTC/UST,20147,20318,19993,20094,528552.73313508,26.30400782
1663218000000,2022-09-15 05:00:00,BTC/UST,20032,20201,20008,20142,152331.98074506002,7.56290243
1663214400000,2022-09-15 04:00:00,BTC/UST,20024,20084,19966,20032,75175.39569152,3.75276536
1663210800000,2022-09-15 03:00:00,BTC/UST,20097,20109,19927,20025,243782.2958355,12.17389742
1663207200000,2022-09-15 02:00:00,BTC/UST,20192,20192,20028,20099,66012.54639931,3.28436969
1663203600000,2022-09-15 01:00:00,BTC/UST,20154,20192,19966,20192,110758.43978432,5.48526346
1663200000000,2022-09-15 00:00:00,BTC/UST,20219,20262,20152,20158,87038.22812324,4.31780078
1663196400000,2022-09-14 23:00:00,BTC/UST,20293,20313,20201,20225,66828.18017875,3.30423635
1663192800000,2022-09-14 22:00:00,BTC/UST,20207,20386,20141,20290,202476.9679059,9.97915071
1663189200000,2022-09-14 21:00:00,BTC/UST,19942,20223,19860,20207,249519.39056407,12.34816601
1663185600000,2022-09-14 20:00:00,BTC/UST,19955,19987,19899,19941,164053.45979427002,8.226942470000001
1663182000000,2022-09-14 19:00:00,BTC/UST,19782,19993,19727,19967,82615.65986835,4.13761005
1663178400000,2022-09-14 18:00:00,BTC/UST,20105,20133,19594,19783,5702500.53968722,288.25256734
1663174800000,2022-09-14 17:00:00,BTC/UST,20139,20233,20105,20105,181799.11186879998,9.04248256
1663171200000,2022-09-14 16:00:00,BTC/UST,20177,20213,20120,20139,125233.02480507,6.21843313
1663167600000,2022-09-14 15:00:00,BTC/UST,20293,20322,20173,20178,160073.76350394,7.93308373
1663164000000,2022-09-14 14:00:00,BTC/UST,20296,20308,20117,20296,292421.409012,14.4078345
1663160400000,2022-09-14 13:00:00,BTC/UST,20312,20380,20190,20302,82802.10654336,4.07851968
1663156800000,2022-09-14 12:00:00,BTC/UST,20231,20338,20078,20317,1404504.29388181,69.12951193
1663153200000,2022-09-14 11:00:00,BTC/UST,20345,20353,20080,20224,780344.85126144,38.58508956
1663149600000,2022-09-14 10:00:00,BTC/UST,20345,20380,20321,20341,142489.2887867,7.0050287
1663146000000,2022-09-14 09:00:00,BTC/UST,20373,20395,20318,20345,26245.383454550003,1.2900163900000001
1663142400000,2022-09-14 08:00:00,BTC/UST,20240,20410,20200,20385,802724.2898094,39.37818444
1663138800000,2022-09-14 07:00:00,BTC/UST,20240,20321,20140,20240,565593.778596,27.94435665
1663135200000,2022-09-14 06:00:00,BTC/UST,20313,20325,20227,20242,256501.58839766,12.67175123
1663131600000,2022-09-14 05:00:00,BTC/UST,20389,20389,20311,20311,36992.2496254,1.8212914
1663128000000,2022-09-14 04:00:00,BTC/UST,20322,20399,20284,20387,125485.02123591,6.15514893
1663124400000,2022-09-14 03:00:00,BTC/UST,20439,20455,20309,20324,132803.15750632,6.53430218
1663120800000,2022-09-14 02:00:00,BTC/UST,20297,20525,20288,20443,118068.42220655999,5.77549392
1663117200000,2022-09-14 01:00:00,BTC/UST,20199,20303,20188,20303,82401.80391811,4.05860237
1663113600000,2022-09-14 00:00:00,BTC/UST,20171,20213,20045,20197,329696.10429496,16.32401368
1663110000000,2022-09-13 23:00:00,BTC/UST,20228,20239,20106,20173,86435.42840337001,4.28470869
1663106400000,2022-09-13 22:00:00,BTC/UST,20137,20253,20080,20227,581475.64386643,28.74749809
1663102800000,2022-09-13 21:00:00,BTC/UST,20237,20249,19877,20139,629087.9706027,31.2372993
1663099200000,2022-09-13 20:00:00,BTC/UST,20283,20416,20224,20240,620807.1368488,30.67228937
1663095600000,2022-09-13 19:00:00,BTC/UST,20253,20342,20058,20271,1222096.9472847,60.2879457
1663092000000,2022-09-13 18:00:00,BTC/UST,20761,20779,20242,20256,531761.367816,26.25204225
1663088400000,2022-09-13 17:00:00,BTC/UST,20763,20912,20737,20760,447049.2087252,21.53416227
1663084800000,2022-09-13 16:00:00,BTC/UST,20816,20893,20688,20765,703754.59187475,33.89138415
1663081200000,2022-09-13 15:00:00,BTC/UST,20995,21049,20772,20822,530764.06927196,25.49054218
1663077600000,2022-09-13 14:00:00,BTC/UST,21192,21265,20864,21009,500624.89717524004,23.82906836
1663074000000,2022-09-13 13:00:00,BTC/UST,21398,21502,21190,21223,668986.96147934,31.52179058
1663070400000,2022-09-13 12:00:00,BTC/UST,22530,22777,21327,21407,3775511.4136355002,176.3680765
1663066800000,2022-09-13 11:00:00,BTC/UST,22532,22700,22491,22532,521311.42737928004,23.13649154
1663063200000,2022-09-13 10:00:00,BTC/UST,22378,22588,22361,22537,182093.81119697998,8.07977154
1663059600000,2022-09-13 09:00:00,BTC/UST,22234,22425,22234,22376,320317.25151128,14.315215030000001
1663056000000,2022-09-13 08:00:00,BTC/UST,22272,22349,22185,22230,1308787.922169,58.8748503
1663052400000,2022-09-13 07:00:00,BTC/UST,22327,22430,22269,22271,144834.65689435,6.50328485
1663048800000,2022-09-13 06:00:00,BTC/UST,22390,22619,22258,22323,540363.33443652,24.20657324
1663045200000,2022-09-13 05:00:00,BTC/UST,22279,22419,22274,22391,51930.68478209,2.31926599
1663041600000,2022-09-13 04:00:00,BTC/UST,22226,22361,22184,22280,99057.4586116,4.44602597
1663038000000,2022-09-13 03:00:00,BTC/UST,22257,22272,22167,22222,21604.94217064,0.97223212
1663034400000,2022-09-13 02:00:00,BTC/UST,22234,22274,22067,22253,169552.4253192,7.6193064
1663030800000,2022-09-13 01:00:00,BTC/UST,22214,22278,22150,22236,98794.3990188,4.4429933
1663027200000,2022-09-13 00:00:00,BTC/UST,22390,22435,22116,22212,262508.4916326,11.81831855
1663023600000,2022-09-12 23:00:00,BTC/UST,22319,22395,22316,22395,60803.60185725,2.7150525500000002
1663020000000,2022-09-12 22:00:00,BTC/UST,22341,22394,22265,22317,173260.67138646002,7.7636183800000005
1663016400000,2022-09-12 21:00:00,BTC/UST,22398,22418,22264,22341,43423.942767810004,1.94368841
1663012800000,2022-09-12 20:00:00,BTC/UST,22419,22467,22370,22401,172829.34907551,7.71525151
1663009200000,2022-09-12 19:00:00,BTC/UST,22400,22452,22364,22418,125866.22618922,5.61451629
1663005600000,2022-09-12 18:00:00,BTC/UST,22334,22404,22272,22397,382695.46458986,17.08690738
1663002000000,2022-09-12 17:00:00,BTC/UST,22226,22370,22137,22347,263705.38265097,11.80048251
1662998400000,2022-09-12 16:00:00,BTC/UST,22130,22265,22020,22222,277473.16479616,12.48641728
1662994800000,2022-09-12 15:00:00,BTC/UST,22308,22335,22017,22110,222135.2238072,10.04682152
1662991200000,2022-09-12 14:00:00,BTC/UST,22389,22471,22292,22301,252687.18799493002,11.33075593
1662987600000,2022-09-12 13:00:00,BTC/UST,22353,22440,22282,22389,274347.24389136,12.25366224
1662984000000,2022-09-12 12:00:00,BTC/UST,22312,22411,22222,22354,342245.53840406,15.31025939
1662980400000,2022-09-12 11:00:00,BTC/UST,22159,22445,22105,22317,657567.96039582,29.46489046
1662976800000,2022-09-12 10:00:00,BTC/UST,22164,22202,21977,22158,129728.69697384,5.85471148
1662973200000,2022-09-12 09:00:00,BTC/UST,22236,22256,22130,22167,208462.6176624,9.4041872
1662969600000,2022-09-12 08:00:00,BTC/UST,22200,22315,22129,22228,295154.94389368,13.27852006
1662966000000,2022-09-12 07:00:00,BTC/UST,21817,22220,21806,22200,826677.1457940001,37.23770927
1662962400000,2022-09-12 06:00:00,BTC/UST,21782,21839,21702,21816,41941.35119088,1.92250418
1662958800000,2022-09-12 05:00:00,BTC/UST,21709,21783,21678,21782,12654.728836700002,0.5809718500000001
1662955200000,2022-09-12 04:00:00,BTC/UST,21653,21741,21637,21712,208867.78380864003,9.619923720000001
1662951600000,2022-09-12 03:00:00,BTC/UST,21767,21823,21548,21656,406079.74646504,18.75137359
1662948000000,2022-09-12 02:00:00,BTC/UST,22054,22091,21668,21774,129242.8289469,5.93564935
1662944400000,2022-09-12 01:00:00,BTC/UST,21642,22350,21577,22021,1007092.87047715,45.73329415
1662940800000,2022-09-12 00:00:00,BTC/UST,21839,21839,21646,21646,216625.17889432,10.00763092
1662937200000,2022-09-11 23:00:00,BTC/UST,21642,21838,21589,21833,151107.92457523,6.92107931
1662933600000,2022-09-11 22:00:00,BTC/UST,21527,21681,21527,21640,263775.301834,12.18924685
1662930000000,2022-09-11 21:00:00,BTC/UST,21628,21736,21467,21515,377069.45062930003,17.52588662
1662926400000,2022-09-11 20:00:00,BTC/UST,21617,21683,21465,21634,227902.73717674,10.53447061
1662922800000,2022-09-11 19:00:00,BTC/UST,21542,21625,21542,21620,85288.4543456,3.94488688
1662919200000,2022-09-11 18:00:00,BTC/UST,21623,21670,21528,21552,22767.96534864,1.05642007
1662915600000,2022-09-11 17:00:00,BTC/UST,21692,21860,21606,21624,128607.92542392001,5.9474623300000005
1662912000000,2022-09-11 16:00:00,BTC/UST,21643,21717,21601,21684,20653.11835392,0.95245888
1662908400000,2022-09-11 15:00:00,BTC/UST,21514,21742,21504,21642,63945.03220032,2.95467296
1662904800000,2022-09-11 14:00:00,BTC/UST,21547,21569,21468,21511,44676.469735030005,2.07691273
1662901200000,2022-09-11 13:00:00,BTC/UST,21616,21624,21525,21539,25948.688731770002,1.2047304300000001
1662897600000,2022-09-11 12:00:00,BTC/UST,21618,21640,21540,21615,806656.9926442499,37.31931495
1662894000000,2022-09-11 11:00:00,BTC/UST,21593,21695,21593,21611,284991.88741188,13.18735308
1662890400000,2022-09-11 10:00:00,BTC/UST,21604,21666,21580,21596,14233.6082984,0.6590854
1662886800000,2022-09-11 09:00:00,BTC/UST,21673,21693,21597,21604,20252.74066112,0.9374532799999999
1662883200000,2022-09-11 08:00:00,BTC/UST,21615,21703,21564,21674,133392.9375197,6.15451405
1662879600000,2022-09-11 07:00:00,BTC/UST,21454,21621,21440,21611,165339.57355459,7.65071369
1662876000000,2022-09-11 06:00:00,BTC/UST,21596,21627,21358,21454,85482.77261028,3.98446782
1662872400000,2022-09-11 05:00:00,BTC/UST,21562,21610,21536,21592,3225.55892192,0.14938676
1662868800000,2022-09-11 04:00:00,BTC/UST,21548,21632,21544,21562,53592.27898292,2.48549666
1662865200000,2022-09-11 03:00:00,BTC/UST,21509,21556,21509,21548,2526.7807537199997,0.11726289
1662861600000,2022-09-11 02:00:00,BTC/UST,21600,21619,21457,21509,91564.16101562,4.25701618
1662858000000,2022-09-11 01:00:00,BTC/UST,21552,21666,21540,21600,53191.11304800001,2.4625515300000003
1662854400000,2022-09-11 00:00:00,BTC/UST,21654,21672,21544,21548,7092.445980760001,0.32914637
1662850800000,2022-09-10 23:00:00,BTC/UST,21771,21786,21649,21649,508860.90192256,23.50505344
1662847200000,2022-09-10 22:00:00,BTC/UST,21601,21793,21594,21758,52308.85101046001,2.4041203700000002
1662843600000,2022-09-10 21:00:00,BTC/UST,21426,21779,21425,21594,707306.63683092,32.75477618
1662840000000,2022-09-10 20:00:00,BTC/UST,21578,21586,21373,21433,345186.38878010004,16.1053697
1662836400000,2022-09-10 19:00:00,BTC/UST,21451,21637,21446,21578,160207.78748384002,7.42458928
1662832800000,2022-09-10 18:00:00,BTC/UST,21291,21477,21284,21450,139813.32650999998,6.5181038
1662829200000,2022-09-10 17:00:00,BTC/UST,21418,21418,21287,21291,60055.73256471,2.82070981
1662825600000,2022-09-10 16:00:00,BTC/UST,21221,21446,21183,21420,30976.7919678,1.44616209
1662822000000,2022-09-10 15:00:00,BTC/UST,21251,21287,21196,21216,28627.3555776,1.3493286
1662818400000,2022-09-10 14:00:00,BTC/UST,21175,21275,21132,21241,164221.29544381,7.73133541
1662814800000,2022-09-10 13:00:00,BTC/UST,21308,21314,21139,21175,172104.48942225,8.12772087
1662811200000,2022-09-10 12:00:00,BTC/UST,21290,21352,21186,21308,130284.43939504,6.11434388
1662807600000,2022-09-10 11:00:00,BTC/UST,21338,21371,21286,21286,36697.07187582,1.72400037
1662804000000,2022-09-10 10:00:00,BTC/UST,21325,21371,21265,21337,11691.83617568,0.54796064
1662800400000,2022-09-10 09:00:00,BTC/UST,21335,21383,21317,21322,15286.77229226,0.71694833
1662796800000,2022-09-10 08:00:00,BTC/UST,21287,21385,21287,21330,190313.5729905,8.92234285
1662793200000,2022-09-10 07:00:00,BTC/UST,21533,21561,21257,21281,295954.23303901,13.90697021
1662789600000,2022-09-10 06:00:00,BTC/UST,21542,21583,21471,21530,83294.1474542,3.86874814
1662786000000,2022-09-10 05:00:00,BTC/UST,21448,21658,21430,21546,434229.7607802,20.1536137
1662782400000,2022-09-10 04:00:00,BTC/UST,21298,21442,21295,21442,129395.77516434,6.03468777
1662778800000,2022-09-10 03:00:00,BTC/UST,21306,21359,21279,21296,131639.70154896,6.18142851
1662775200000,2022-09-10 02:00:00,BTC/UST,21288,21307,21196,21299,366377.50650751,17.201629490000002
1662771600000,2022-09-10 01:00:00,BTC/UST,21261,21336,21255,21283,209689.31515109,9.85243223
1662768000000,2022-09-10 00:00:00,BTC/UST,21369,21400,21166,21260,424305.86414059997,19.95794281
1662764400000,2022-09-09 23:00:00,BTC/UST,21356,21616,21255,21359,459326.15939873003,21.50504047
1662760800000,2022-09-09 22:00:00,BTC/UST,21262,21394,21234,21356,119417.18256876,5.59173921
1662757200000,2022-09-09 21:00:00,BTC/UST,21285,21317,21196,21263,384590.96051585,18.08733295
1662753600000,2022-09-09 20:00:00,BTC/UST,21289,21332,21217,21287,99984.71863065001,4.69698495
1662750000000,2022-09-09 19:00:00,BTC/UST,21164,21303,21161,21296,143903.50168832,6.75730192
1662746400000,2022-09-09 18:00:00,BTC/UST,21241,21247,21125,21160,95356.3852988,4.50644543
1662742800000,2022-09-09 17:00:00,BTC/UST,21293,21422,21170,21247,149165.48200781,7.02054323
1662739200000,2022-09-09 16:00:00,BTC/UST,21256,21394,21156,21293,156246.21855882002,7.33791474
1662735600000,2022-09-09 15:00:00,BTC/UST,21092,21349,21068,21263,416415.40998761,19.58403847
1662732000000,2022-09-09 14:00:00,BTC/UST,21000,21114,20971,21095,329491.36640575,15.61940585
1662728400000,2022-09-09 13:00:00,BTC/UST,21078,21081,20922,20999,129939.50357993,6.18789007
1662724800000,2022-09-09 12:00:00,BTC/UST,20939,21261,20928,21082,759997.83353698,36.04960789
1662721200000,2022-09-09 11:00:00,BTC/UST,21075,21087,20900,20945,414872.58606710006,19.80771478
1662717600000,2022-09-09 10:00:00,BTC/UST,20748,21182,20727,21089,943579.82396006,44.74274854
1662714000000,2022-09-09 09:00:00,BTC/UST,20783,20792,20642,20748,150088.97193108,7.23390071
1662710400000,2022-09-09 08:00:00,BTC/UST,20633,20958,20631,20771,388746.22888341,18.71581671
1662706800000,2022-09-09 07:00:00,BTC/UST,20693,20751,20597,20632,214815.07538639999,10.4117427
1662703200000,2022-09-09 06:00:00,BTC/UST,20531,20804,20489,20691,228208.36526928,11.029354080000001
1662699600000,2022-09-09 05:00:00,BTC/UST,20368,20742,20347,20525,1230745.9115,59.96326
1662696000000,2022-09-09 04:00:00,BTC/UST,19948,20449,19940,20368,908053.4775206401,44.58235848
1662692400000,2022-09-09 03:00:00,BTC/UST,19407,19946,19400,19940,980787.5086256,49.18693624
1662688800000,2022-09-09 02:00:00,BTC/UST,19342,19444,19342,19400,243758.718366,12.56488239
1662685200000,2022-09-09 01:00:00,BTC/UST,19369,19393,19331,19342,161893.81811936002,8.37006608
1662681600000,2022-09-09 00:00:00,BTC/UST,19318,19395,19302,19369,177800.22751554,9.17962866
1662678000000,2022-09-08 23:00:00,BTC/UST,19303,19338,19286,19318,204332.26169564002,10.57729898
1662674400000,2022-09-08 22:00:00,BTC/UST,19334,19334,19260,19309,255800.43556192002,13.24773088
1662670800000,2022-09-08 21:00:00,BTC/UST,19380,19380,19298,19337,236742.30180161,12.24296953
1662667200000,2022-09-08 20:00:00,BTC/UST,19351,19453,19340,19380,446462.4594618,23.03727861
1662663600000,2022-09-08 19:00:00,BTC/UST,19206,19353,19191,19353,281986.5771171,14.5706907
1662660000000,2022-09-08 18:00:00,BTC/UST,19200,19244,19179,19206,239165.5526865,12.45264775
1662656400000,2022-09-08 17:00:00,BTC/UST,19190,19245,19126,19204,514604.52947436005,26.796736590000002
1662652800000,2022-09-08 16:00:00,BTC/UST,19249,19256,19098,19195,694010.7994391001,36.15581138
1662649200000,2022-09-08 15:00:00,BTC/UST,19315,19352,19235,19252,523685.59825104,27.20162052
1662645600000,2022-09-08 14:00:00,BTC/UST,19227,19318,19102,19318,315167.06164840003,16.3146838
1662642000000,2022-09-08 13:00:00,BTC/UST,19145,19361,19027,19229,1783824.1109667302,92.76738837
1662638400000,2022-09-08 12:00:00,BTC/UST,19313,19375,19108,19141,401151.07174561004,20.957686210000002
1662634800000,2022-09-08 11:00:00,BTC/UST,19307,19384,19287,19312,306210.3304192,15.8559616
1662631200000,2022-09-08 10:00:00,BTC/UST,19188,19350,19179,19306,1381938.57169326,71.58078171
1662627600000,2022-09-08 09:00:00,BTC/UST,19226,19242,19149,19187,1624303.70926887,84.65647101
1662624000000,2022-09-08 08:00:00,BTC/UST,19169,19231,19153,19224,683404.37964432,35.54954118
1662620400000,2022-09-08 07:00:00,BTC/UST,19236,19272,19065,19170,412745.3016183,21.530792990000002
1662616800000,2022-09-08 06:00:00,BTC/UST,19304,19348,19231,19239,234614.15093588998,12.19471651
1662613200000,2022-09-08 05:00:00,BTC/UST,19353,19366,19290,19308,257802.87834924003,13.35212753
1662609600000,2022-09-08 04:00:00,BTC/UST,19219,19373,19218,19353,286960.87986828,14.82772076
1662606000000,2022-09-08 03:00:00,BTC/UST,19243,19255,19199,19218,196775.84863655997,10.239142919999999
1662602400000,2022-09-08 02:00:00,BTC/UST,19185,19250,19185,19239,115949.53036029001,6.02679611
1662598800000,2022-09-08 01:00:00,BTC/UST,19302,19324,19160,19186,259227.77896866,13.51129881
1662595200000,2022-09-08 00:00:00,BTC/UST,19291,19377,19246,19309,417180.66978476,21.60550364
1662591600000,2022-09-07 23:00:00,BTC/UST,19331,19348,19255,19281,268460.16016719,13.92355999
1662588000000,2022-09-07 22:00:00,BTC/UST,19386,19416,19321,19337,101639.36216224,5.25621152
1662584400000,2022-09-07 21:00:00,BTC/UST,19397,19453,19283,19372,298734.85707316,15.420961029999999
1662580800000,2022-09-07 20:00:00,BTC/UST,19000,19464,18993,19393,1297830.51258641,66.92262737
