https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MXW,Volume USDT
1663153200,2022-09-14 11:00:00,MXW/USDT,0.004974,0.004974,0.00456,0.004735,2250299.8,10526.4841254
1663149600,2022-09-14 10:00:00,MXW/USDT,0.00455,0.004999,0.004493,0.004994,2197022.6,10344.5245906
1663146000,2022-09-14 09:00:00,MXW/USDT,0.004699,0.004724,0.004402,0.004535,2024978.4,9341.6826211
1663142400,2022-09-14 08:00:00,MXW/USDT,0.004594,0.004785,0.00457,0.004699,267120.6,1251.9304252
1663138800,2022-09-14 07:00:00,MXW/USDT,0.004859,0.004859,0.004475,0.00457,2500470.4,11697.2540683
1663135200,2022-09-14 06:00:00,MXW/USDT,0.00473,0.005187,0.00473,0.004855,917981.5,4554.7527979
1663131600,2022-09-14 05:00:00,MXW/USDT,0.005219,0.005219,0.00452,0.004728,1296143.7,6328.9471615
1663128000,2022-09-14 04:00:00,MXW/USDT,0.004423,0.005401,0.004423,0.005219,1477110.7,7201.645737
1663124400,2022-09-14 03:00:00,MXW/USDT,0.004441,0.004474,0.004403,0.004403,61606.5,273.6152646
1663120800,2022-09-14 02:00:00,MXW/USDT,0.004423,0.004441,0.004423,0.004441,953.4,4.230004
1663117200,2022-09-14 01:00:00,MXW/USDT,0.004423,0.004423,0.004402,0.004423,7573.6,33.3863387
1663113600,2022-09-14 00:00:00,MXW/USDT,0.004434,0.004443,0.004402,0.00443,26837400.9,118900.5013744
1663110000,2022-09-13 23:00:00,MXW/USDT,0.004498,0.004498,0.004403,0.004434,127561.1,567.9564877
1663106400,2022-09-13 22:00:00,MXW/USDT,0.00457,0.00457,0.004478,0.004498,90083.1,405.6415063
1663102800,2022-09-13 21:00:00,MXW/USDT,0.004546,0.00457,0.004546,0.00457,118712,542.5037225
1663099200,2022-09-13 20:00:00,MXW/USDT,0.004599,0.004599,0.004524,0.004524,42163.8,192.7242548
1663095600,2022-09-13 19:00:00,MXW/USDT,0.004661,0.004661,0.004577,0.004611,37482.2,173.3815674
1663092000,2022-09-13 18:00:00,MXW/USDT,0.004661,0.004661,0.004661,0.004661,2424.2,11.2991962
1663088400,2022-09-13 17:00:00,MXW/USDT,0.004701,0.004732,0.004661,0.004661,47702,225.3773355
1663084800,2022-09-13 16:00:00,MXW/USDT,0.00451,0.004723,0.00445,0.004689,165186.6,755.8168436
1663081200,2022-09-13 15:00:00,MXW/USDT,0.004849,0.004854,0.004511,0.004511,580538.2,2721.5767807
1663077600,2022-09-13 14:00:00,MXW/USDT,0.00448,0.0058,0.00448,0.004871,3062339.7,15750.7304298
1663074000,2022-09-13 13:00:00,MXW/USDT,0.004637,0.004637,0.004284,0.004475,623760.7,2757.2731519
1663070400,2022-09-13 12:00:00,MXW/USDT,0.004724,0.004868,0.004611,0.004638,982267.6,4673.6467967
1663066800,2022-09-13 11:00:00,MXW/USDT,0.004696,0.004868,0.004672,0.004719,1868369.4,9026.3465702
1663063200,2022-09-13 10:00:00,MXW/USDT,0.004273,0.004868,0.004263,0.004668,2455326.8,11170.5456634
1663059600,2022-09-13 09:00:00,MXW/USDT,0.004514,0.004514,0.004262,0.004263,790672.1,3448.0486655
1663056000,2022-09-13 08:00:00,MXW/USDT,0.004598,0.004598,0.004483,0.004496,479638.8,2191.4358963
1663052400,2022-09-13 07:00:00,MXW/USDT,0.004571,0.004647,0.004371,0.004602,467543.7,2131.1993754
1663048800,2022-09-13 06:00:00,MXW/USDT,0.004477,0.004608,0.004303,0.004571,2945044.6,13079.57354
1663045200,2022-09-13 05:00:00,MXW/USDT,0.004611,0.004631,0.004469,0.004472,871631.8,3925.9063562
1663041600,2022-09-13 04:00:00,MXW/USDT,0.004611,0.004696,0.004579,0.004583,87439.3,405.7845489
1663038000,2022-09-13 03:00:00,MXW/USDT,0.0046,0.004701,0.004578,0.004578,551006.4,2582.0901531
1663034400,2022-09-13 02:00:00,MXW/USDT,0.004704,0.004705,0.004589,0.004623,629129.5,2937.4304118
1663030800,2022-09-13 01:00:00,MXW/USDT,0.00488,0.004886,0.004704,0.004704,153921.1,741.2654168
1663027200,2022-09-13 00:00:00,MXW/USDT,0.004901,0.004902,0.00488,0.00489,70453.7,344.7840678
1663023600,2022-09-12 23:00:00,MXW/USDT,0.004825,0.004998,0.004816,0.00488,477991.2,2355.8126647
1663020000,2022-09-12 22:00:00,MXW/USDT,0.00483,0.005089,0.004816,0.004816,303069.6,1491.7289534
1663016400,2022-09-12 21:00:00,MXW/USDT,0.004901,0.004901,0.0048,0.004804,144139.2,692.5835424
1663012800,2022-09-12 20:00:00,MXW/USDT,0.004961,0.0053,0.004867,0.004868,1606820.9,8019.5825353
1663009200,2022-09-12 19:00:00,MXW/USDT,0.005168,0.0057,0.00495,0.00495,1827195.9,9554.7551566
1663005600,2022-09-12 18:00:00,MXW/USDT,0.0056,0.006,0.00514,0.00514,1832415.9,10137.8912938
1663002000,2022-09-12 17:00:00,MXW/USDT,0.005381,0.00661,0.005087,0.0056,4546799.6,25682.6532107
1662998400,2022-09-12 16:00:00,MXW/USDT,0.00608,0.00608,0.005351,0.005351,3133628.8,17624.5507959
1662994800,2022-09-12 15:00:00,MXW/USDT,0.005659,0.007498,0.005222,0.0061,9131239.8,57767.8919034
1662991200,2022-09-12 14:00:00,MXW/USDT,0.00556,0.006484,0.004714,0.005659,7489121.7,40087.634848
1662987600,2022-09-12 13:00:00,MXW/USDT,0.004614,0.007311,0.00428,0.0056,20954381.1,123938.0830364
1662984000,2022-09-12 12:00:00,MXW/USDT,0.004578,0.004619,0.00421,0.004619,2483435.8,11099.2863719
1662980400,2022-09-12 11:00:00,MXW/USDT,0.004798,0.004879,0.004558,0.004558,1283464.4,6048.7996285
1662976800,2022-09-12 10:00:00,MXW/USDT,0.004695,0.00589,0.004646,0.004777,17059112.7,89839.5378868
1662973200,2022-09-12 09:00:00,MXW/USDT,0.00446,0.004816,0.004187,0.004665,1922956.8,8792.9832932
1662969600,2022-09-12 08:00:00,MXW/USDT,0.004038,0.00446,0.003995,0.00446,1543104.4,6450.8858348
1662966000,2022-09-12 07:00:00,MXW/USDT,0.004039,0.004039,0.004038,0.004039,6422.6,25.9399901
1662962400,2022-09-12 06:00:00,MXW/USDT,0.004038,0.004039,0.004038,0.004038,78910.8,318.7160862
1662958800,2022-09-12 05:00:00,MXW/USDT,0.003921,0.004047,0.003869,0.004032,408297.8,1622.4660347
1662955200,2022-09-12 04:00:00,MXW/USDT,0.004084,0.004084,0.003882,0.003921,883034,3525.5663786
1662951600,2022-09-12 03:00:00,MXW/USDT,0.004062,0.004107,0.004062,0.004107,48891.9,200.6104898
1662948000,2022-09-12 02:00:00,MXW/USDT,0.004081,0.004081,0.004081,0.004081,0,0
1662944400,2022-09-12 01:00:00,MXW/USDT,0.004051,0.004081,0.004051,0.004081,37096073.1,150538.8224461
1662940800,2022-09-12 00:00:00,MXW/USDT,0.004034,0.004051,0.004034,0.004051,289.5,1.1716136
1662937200,2022-09-11 23:00:00,MXW/USDT,0.003886,0.004051,0.003886,0.004025,249321.8,974.0589236
1662933600,2022-09-11 22:00:00,MXW/USDT,0.003967,0.003967,0.003869,0.003869,18896.6,74.2764913
1662930000,2022-09-11 21:00:00,MXW/USDT,0.00399,0.00399,0.003963,0.00399,21000.9,83.6769221
1662926400,2022-09-11 20:00:00,MXW/USDT,0.004046,0.004046,0.003983,0.00399,13477.4,54.1612506
1662922800,2022-09-11 19:00:00,MXW/USDT,0.004036,0.004075,0.003846,0.004036,967872.8,3869.7656244
1662919200,2022-09-11 18:00:00,MXW/USDT,0.004022,0.004053,0.004022,0.004053,16527.3,66.9520706
1662915600,2022-09-11 17:00:00,MXW/USDT,0.003999,0.003999,0.003999,0.003999,0,0
1662912000,2022-09-11 16:00:00,MXW/USDT,0.004066,0.004066,0.003999,0.003999,18599.4,74.6896521
1662908400,2022-09-11 15:00:00,MXW/USDT,0.00401,0.004089,0.00401,0.004066,24451,99.3498785
1662904800,2022-09-11 14:00:00,MXW/USDT,0.004025,0.004107,0.004006,0.004006,314896.4,1272.3228299
1662901200,2022-09-11 13:00:00,MXW/USDT,0.00401,0.004025,0.00401,0.00401,12973.3,52.0285475
1662897600,2022-09-11 12:00:00,MXW/USDT,0.004129,0.004144,0.003954,0.004025,611996.9,2460.4147466
1662894000,2022-09-11 11:00:00,MXW/USDT,0.00418,0.004283,0.004104,0.004129,433824.7,1830.4077509
1662890400,2022-09-11 10:00:00,MXW/USDT,0.004156,0.004199,0.004156,0.004199,48240.3,202.4872995
1662886800,2022-09-11 09:00:00,MXW/USDT,0.004139,0.004139,0.004129,0.004129,1446.9,5.9777602
1662883200,2022-09-11 08:00:00,MXW/USDT,0.004134,0.004226,0.004096,0.004134,50854.8,210.6880148
1662879600,2022-09-11 07:00:00,MXW/USDT,0.004181,0.004181,0.004096,0.004134,745996.4,3062.7028422
1662876000,2022-09-11 06:00:00,MXW/USDT,0.004186,0.004201,0.004181,0.0042,47085.6,197.7343438
1662872400,2022-09-11 05:00:00,MXW/USDT,0.004289,0.004289,0.00419,0.00419,70975.2,300.0858151
1662868800,2022-09-11 04:00:00,MXW/USDT,0.004111,0.004398,0.004111,0.004289,86109.2,364.4369988
1662865200,2022-09-11 03:00:00,MXW/USDT,0.004097,0.004111,0.004097,0.004106,36087124.5,148173.5079168
1662861600,2022-09-11 02:00:00,MXW/USDT,0.004111,0.004111,0.004111,0.004111,1284,5.278524
1662858000,2022-09-11 01:00:00,MXW/USDT,0.004276,0.004276,0.004084,0.004097,80774.8,332.6346538
1662854400,2022-09-11 00:00:00,MXW/USDT,0.004186,0.004455,0.004186,0.004245,599862.6,2633.5761888
1662850800,2022-09-10 23:00:00,MXW/USDT,0.004096,0.004186,0.004084,0.004186,12834.1,52.8954912
1662847200,2022-09-10 22:00:00,MXW/USDT,0.004306,0.004326,0.004083,0.004098,356231.6,1487.1460873
1662843600,2022-09-10 21:00:00,MXW/USDT,0.004129,0.004326,0.004129,0.004325,104600.5,446.067351
1662840000,2022-09-10 20:00:00,MXW/USDT,0.004166,0.004201,0.00401,0.004129,98016.9,398.2693785
1662836400,2022-09-10 19:00:00,MXW/USDT,0.004101,0.00427,0.004101,0.00416,127398.3,537.7478734
1662832800,2022-09-10 18:00:00,MXW/USDT,0.00398,0.004272,0.00398,0.0041,247978.9,1047.426183
1662829200,2022-09-10 17:00:00,MXW/USDT,0.004051,0.004051,0.003965,0.003966,201887.5,801.8537002
1662825600,2022-09-10 16:00:00,MXW/USDT,0.004008,0.004227,0.003999,0.004081,88682.5,364.5042632
1662822000,2022-09-10 15:00:00,MXW/USDT,0.003915,0.004299,0.003915,0.004008,1390970.1,5732.8051573
1662818400,2022-09-10 14:00:00,MXW/USDT,0.003865,0.003924,0.003855,0.003924,876810.7,3390.418349
1662814800,2022-09-10 13:00:00,MXW/USDT,0.003866,0.003866,0.003864,0.003865,77256.2,298.6041455
1662811200,2022-09-10 12:00:00,MXW/USDT,0.003916,0.003916,0.003866,0.003866,54970.7,212.6222373
1662807600,2022-09-10 11:00:00,MXW/USDT,0.003931,0.003931,0.0039,0.003919,7408.5,29.0712284
1662804000,2022-09-10 10:00:00,MXW/USDT,0.003991,0.003994,0.003931,0.003931,12051.3,47.7093218
1662800400,2022-09-10 09:00:00,MXW/USDT,0.004008,0.004009,0.003973,0.003973,9324.1,37.3172042
1662796800,2022-09-10 08:00:00,MXW/USDT,0.004111,0.004111,0.0039,0.004029,1019410.4,4043.4619009
1662793200,2022-09-10 07:00:00,MXW/USDT,0.003994,0.004174,0.003994,0.004113,665075.7,2772.4020382
1662789600,2022-09-10 06:00:00,MXW/USDT,0.003987,0.004004,0.003973,0.003973,67854,269.9037599
1662786000,2022-09-10 05:00:00,MXW/USDT,0.003999,0.004004,0.003977,0.004004,3362.4,13.4068907
1662782400,2022-09-10 04:00:00,MXW/USDT,0.00391,0.004071,0.003879,0.003999,449932,1796.2985332
1662778800,2022-09-10 03:00:00,MXW/USDT,0.003853,0.00399,0.003853,0.003896,243617.7,950.7986595
1662775200,2022-09-10 02:00:00,MXW/USDT,0.003853,0.003853,0.003853,0.003853,0,0
1662771600,2022-09-10 01:00:00,MXW/USDT,0.003791,0.003853,0.003791,0.003853,39822214.8,152124.065809
1662768000,2022-09-10 00:00:00,MXW/USDT,0.003767,0.003786,0.003767,0.003786,846.6,3.1960338
1662764400,2022-09-09 23:00:00,MXW/USDT,0.003765,0.003784,0.003765,0.003784,1618.2,6.0998161
1662760800,2022-09-09 22:00:00,MXW/USDT,0.003765,0.003765,0.003764,0.003764,541.6,2.0389427
1662757200,2022-09-09 21:00:00,MXW/USDT,0.003764,0.003764,0.003764,0.003764,0,0
1662753600,2022-09-09 20:00:00,MXW/USDT,0.003875,0.003875,0.003677,0.003764,1013674.3,3734.6079205
1662750000,2022-09-09 19:00:00,MXW/USDT,0.003877,0.003877,0.003877,0.003877,412.7,1.6000379
1662746400,2022-09-09 18:00:00,MXW/USDT,0.003887,0.003887,0.003876,0.003879,27293.8,106.0276556
1662742800,2022-09-09 17:00:00,MXW/USDT,0.003873,0.003893,0.003862,0.003878,566260.5,2192.6591537
1662739200,2022-09-09 16:00:00,MXW/USDT,0.003767,0.003873,0.003703,0.003873,253041,939.3285352
1662735600,2022-09-09 15:00:00,MXW/USDT,0.003771,0.003772,0.003766,0.003766,406347.3,1531.4884924
1662732000,2022-09-09 14:00:00,MXW/USDT,0.003791,0.003796,0.003777,0.003777,33630.7,127.4094304
1662728400,2022-09-09 13:00:00,MXW/USDT,0.003744,0.003791,0.003744,0.003791,8617.6,32.5564753
1662724800,2022-09-09 12:00:00,MXW/USDT,0.003879,0.003879,0.003747,0.003747,178661.6,674.9895719
1662721200,2022-09-09 11:00:00,MXW/USDT,0.003864,0.003908,0.0038,0.003869,20306.1,78.3487464
1662717600,2022-09-09 10:00:00,MXW/USDT,0.00392,0.00392,0.003868,0.003868,509502.6,1978.3520412
1662714000,2022-09-09 09:00:00,MXW/USDT,0.003921,0.003926,0.00392,0.00392,15522.6,60.8515923
1662710400,2022-09-09 08:00:00,MXW/USDT,0.004022,0.004022,0.003889,0.003916,78270.6,305.3160785
1662706800,2022-09-09 07:00:00,MXW/USDT,0.0038,0.004049,0.0038,0.004049,495623.6,1966.1368238
1662703200,2022-09-09 06:00:00,MXW/USDT,0.003787,0.0038,0.003721,0.0038,52004.2,194.1373267
1662699600,2022-09-09 05:00:00,MXW/USDT,0.003767,0.003806,0.003767,0.003806,224153.7,852.7604385
1662696000,2022-09-09 04:00:00,MXW/USDT,0.003704,0.003792,0.003704,0.003744,160017.6,599.5283929
1662692400,2022-09-09 03:00:00,MXW/USDT,0.003708,0.003799,0.003681,0.003681,134031.8,501.4040727
1662688800,2022-09-09 02:00:00,MXW/USDT,0.003756,0.003756,0.003677,0.003704,354926,1308.0815432
1662685200,2022-09-09 01:00:00,MXW/USDT,0.00377,0.00377,0.003709,0.003765,40077979.5,150891.0100399
1662681600,2022-09-09 00:00:00,MXW/USDT,0.003756,0.003821,0.003756,0.00377,253273.2,967.0211049
1662678000,2022-09-08 23:00:00,MXW/USDT,0.003806,0.003825,0.003731,0.003731,506253.4,1913.3309148
1662674400,2022-09-08 22:00:00,MXW/USDT,0.003784,0.003825,0.003784,0.003825,14427.1,55.0726846
1662670800,2022-09-08 21:00:00,MXW/USDT,0.00377,0.003784,0.003764,0.003764,38432.6,145.289418
1662667200,2022-09-08 20:00:00,MXW/USDT,0.00377,0.00377,0.00377,0.00377,318.3,1.199991
1662663600,2022-09-08 19:00:00,MXW/USDT,0.00373,0.003765,0.003717,0.003765,27439.5,103.1143867
1662660000,2022-09-08 18:00:00,MXW/USDT,0.003714,0.003714,0.003714,0.003714,134.6,0.4999044
1662656400,2022-09-08 17:00:00,MXW/USDT,0.003767,0.003798,0.003706,0.003706,39166.7,146.1992017
1662652800,2022-09-08 16:00:00,MXW/USDT,0.003817,0.003817,0.00376,0.00376,5231.6,19.8054925
1662649200,2022-09-08 15:00:00,MXW/USDT,0.003822,0.003846,0.003748,0.003826,247717.7,939.9497582
1662645600,2022-09-08 14:00:00,MXW/USDT,0.003916,0.003916,0.003823,0.003823,380292.7,1455.1746502
1662642000,2022-09-08 13:00:00,MXW/USDT,0.003935,0.003968,0.003833,0.003921,276482.1,1061.397684
1662638400,2022-09-08 12:00:00,MXW/USDT,0.004081,0.004081,0.003927,0.003927,88139.2,350.0359023
1662634800,2022-09-08 11:00:00,MXW/USDT,0.004071,0.004098,0.004071,0.004088,249828.5,1020.0489029
1662631200,2022-09-08 10:00:00,MXW/USDT,0.004141,0.004147,0.004025,0.004061,250145.8,1013.4739116
1662627600,2022-09-08 09:00:00,MXW/USDT,0.004105,0.004161,0.004093,0.004147,274418.5,1131.5074552
1662624000,2022-09-08 08:00:00,MXW/USDT,0.003705,0.004324,0.003705,0.004104,2055471.3,8343.4917867
1662620400,2022-09-08 07:00:00,MXW/USDT,0.003713,0.003717,0.003701,0.003717,5492.7,20.3530066
1662616800,2022-09-08 06:00:00,MXW/USDT,0.003826,0.003826,0.003716,0.003716,91133.7,341.1259629
1662613200,2022-09-08 05:00:00,MXW/USDT,0.003718,0.003862,0.0037,0.003854,210487.9,794.8550221
1662609600,2022-09-08 04:00:00,MXW/USDT,0.003784,0.003784,0.003719,0.003719,71640,267.831662
1662606000,2022-09-08 03:00:00,MXW/USDT,0.003862,0.003862,0.003767,0.003784,126967.2,485.4441291
1662602400,2022-09-08 02:00:00,MXW/USDT,0.003756,0.003862,0.003756,0.003861,261464.7,1007.5549808
1662598800,2022-09-08 01:00:00,MXW/USDT,0.003702,0.00378,0.003702,0.003756,40420548.3,152390.1747211
1662595200,2022-09-08 00:00:00,MXW/USDT,0.003759,0.003759,0.0037,0.0037,58567.8,217.6843396
1662591600,2022-09-07 23:00:00,MXW/USDT,0.00378,0.00378,0.003765,0.003765,10796.1,40.802883
1662588000,2022-09-07 22:00:00,MXW/USDT,0.003811,0.003811,0.003759,0.003759,123218.3,467.7436176
