https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VR,Volume USDT
1644105600,2022-02-06 00:00:00,VR/USDT,0.38313,0.385,0.36635,0.37063,11695425.36208046,4387355.0319281122638
1644019200,2022-02-05 00:00:00,VR/USDT,0.38254,0.4,0.36625,0.38214,15397025.80973208,5870159.3483440760864
1643932800,2022-02-04 00:00:00,VR/USDT,0.3568,0.38283,0.3421,0.38117,14826586.77056249,5451635.8459843139608
1643846400,2022-02-03 00:00:00,VR/USDT,0.35522,0.379,0.34216,0.35658,14500766.80593027,5162982.2481353213468
1643760000,2022-02-02 00:00:00,VR/USDT,0.37112,0.3836,0.34497,0.35522,13312655.49748304,4882246.5847861684139
1643673600,2022-02-01 00:00:00,VR/USDT,0.37982,0.38432,0.36266,0.37114,10627975.76583941,3957502.8879666982223
1643587200,2022-01-31 00:00:00,VR/USDT,0.36694,0.4,0.35511,0.37965,9401560.46756207,3523889.8624541401002
1643500800,2022-01-30 00:00:00,VR/USDT,0.38365,0.39958,0.361,0.36694,10873513.65839373,4127722.9324513599663
1643414400,2022-01-29 00:00:00,VR/USDT,0.36589,0.39473,0.348,0.38346,15940744.32915657,5777797.0099264406296
1643328000,2022-01-28 00:00:00,VR/USDT,0.35257,0.36821,0.32983,0.36599,15540508.91272736,5412104.0823678989693
1643241600,2022-01-27 00:00:00,VR/USDT,0.37239,0.37496,0.33,0.35263,16117794.80419106,5855200.005580298998
1643155200,2022-01-26 00:00:00,VR/USDT,0.37041,0.38381,0.36,0.37399,13192604.5988142,4937697.499884646281
1643068800,2022-01-25 00:00:00,VR/USDT,0.39562,0.41677,0.36812,0.37038,13808151.25734681,5325986.5221748964655
1642982400,2022-01-24 00:00:00,VR/USDT,0.38879,0.4,0.3576,0.39562,14588901.51820791,5522144.1796802397813
1642896000,2022-01-23 00:00:00,VR/USDT,0.37189,0.39958,0.369,0.38879,20000352.39050186,7742168.3044891058948
1642809600,2022-01-22 00:00:00,VR/USDT,0.43224,0.43421,0.35,0.37351,12799988.87712342,5002318.5793919989138
1642723200,2022-01-21 00:00:00,VR/USDT,0.50936,0.51489,0.41335,0.43223,22112482.17982626,10381576.9623989358364
1642636800,2022-01-20 00:00:00,VR/USDT,0.53019,0.53083,0.5088,0.5118,16556612.3882379,8572832.2825129893527
1642550400,2022-01-19 00:00:00,VR/USDT,0.54729,0.54729,0.511,0.53019,14705157.46276328,7610143.2385333619671
1642464000,2022-01-18 00:00:00,VR/USDT,0.53486,0.569,0.51001,0.54729,10977913.68334246,5852005.9224824552496
1642377600,2022-01-17 00:00:00,VR/USDT,0.54553,0.5565,0.51,0.53486,15245291.50367247,8089621.0557613690191
1642291200,2022-01-16 00:00:00,VR/USDT,0.5756,0.58448,0.545,0.54568,15185867.270361,8494893.1000465532781
1642204800,2022-01-15 00:00:00,VR/USDT,0.54444,0.59593,0.54,0.57577,20049811.45862524,11162011.4068602221276
1642118400,2022-01-14 00:00:00,VR/USDT,0.566,0.57014,0.5066,0.54444,20012655.13710899,10688040.1966065950172
1642032000,2022-01-13 00:00:00,VR/USDT,0.507,0.62,0.505,0.566,26331351.12373366,14362610.6913849597538
1641945600,2022-01-12 00:00:00,VR/USDT,0.49953,0.52,0.48477,0.50672,19216346.12169428,9620859.4620012113092
1641859200,2022-01-11 00:00:00,VR/USDT,0.47344,0.52,0.44612,0.50005,22880306.18194373,10810783.1544664768172
1641772800,2022-01-10 00:00:00,VR/USDT,0.47147,0.47345,0.44,0.47344,18973059.84313009,8609125.8542136761723
1641686400,2022-01-09 00:00:00,VR/USDT,0.46899,0.47159,0.44,0.47146,24130970.32491976,11048451.466721314362
1641600000,2022-01-08 00:00:00,VR/USDT,0.4701,0.47544,0.45555,0.469,17998200.96357424,8388813.1489209027701
1641513600,2022-01-07 00:00:00,VR/USDT,0.48883,0.49005,0.444,0.47021,19252712.20864896,8976698.4551330871671
1641427200,2022-01-06 00:00:00,VR/USDT,0.45888,0.49327,0.435,0.48871,23144217.38077094,10716874.1942540265628
1641340800,2022-01-05 00:00:00,VR/USDT,0.47004,0.47349,0.43691,0.45888,22948916.32905965,10663463.2917908841066
1641254400,2022-01-04 00:00:00,VR/USDT,0.44024,0.49629,0.44003,0.47075,27085446.97588209,12812238.521767045347
1641168000,2022-01-03 00:00:00,VR/USDT,0.43503,0.47022,0.435,0.44023,25128570.90463368,11290511.3067489066046
1641081600,2022-01-02 00:00:00,VR/USDT,0.45138,0.45685,0.435,0.43503,30634871.29521969,13610769.1560895442916
1640995200,2022-01-01 00:00:00,VR/USDT,0.45449,0.46007,0.44498,0.45181,35545918.95558187,16055555.056930252136
1640908800,2021-12-31 00:00:00,VR/USDT,0.47402,0.4792,0.43714,0.45455,33013679.41871773,15296885.434538433199
1640822400,2021-12-30 00:00:00,VR/USDT,0.48952,0.49218,0.465,0.47439,31943927.83499162,15242163.0559315166525
1640736000,2021-12-29 00:00:00,VR/USDT,0.52148,0.52237,0.48047,0.48948,28535312.93374321,14161617.8604900330057
1640649600,2021-12-28 00:00:00,VR/USDT,0.48842,0.53,0.481,0.52149,29643321.29713204,14720723.3003434117327
