https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume C98,Volume USDT
1643241600,2022-01-27 00:00:00,C98/USDT,1.5846,1.61,1.4499,1.5268,48028.47264189,72520.344719574055
1643155200,2022-01-26 00:00:00,C98/USDT,1.5296,1.8693,1.5042,1.5897,279549.38099121,468786.621390736913
1643068800,2022-01-25 00:00:00,C98/USDT,1.4969,1.5647,1.4499,1.5277,65517.16489394,98257.716459398578
1642982400,2022-01-24 00:00:00,C98/USDT,1.6103,1.6138,1.3441,1.5009,82512.76365049,118896.224656726548
1642896000,2022-01-23 00:00:00,C98/USDT,1.5685,1.6935,1.5184,1.6186,122835.7013708,199900.062234490544
1642809600,2022-01-22 00:00:00,C98/USDT,1.8436,1.8962,1.4133,1.5747,113873.52391274,186992.175278797762
1642723200,2022-01-21 00:00:00,C98/USDT,2.1107,2.131,1.7879,1.849,77712.73566,152155.789692222563
1642636800,2022-01-20 00:00:00,C98/USDT,2.2028,2.3154,2.1011,2.1191,133541.15308712,301377.817903237094
1642550400,2022-01-19 00:00:00,C98/USDT,2.3039,2.3262,2.1693,2.195,78775.88549487,175747.243050691254
1642464000,2022-01-18 00:00:00,C98/USDT,2.2585,2.3357,2.18,2.3126,104557.28422042,232471.237213192531
1642377600,2022-01-17 00:00:00,C98/USDT,2.4532,2.4619,2.216,2.2505,77760.94583515,178004.700745282717
1642291200,2022-01-16 00:00:00,C98/USDT,2.3944,2.4839,2.3506,2.4554,53723.87902521,130228.057862934724
1642204800,2022-01-15 00:00:00,C98/USDT,2.4319,2.508,2.3849,2.3959,70399.18934159,173321.520599923423
1642118400,2022-01-14 00:00:00,C98/USDT,2.3028,2.4466,2.2682,2.4318,49484.07363058,116942.259256209597
1642032000,2022-01-13 00:00:00,C98/USDT,2.5215,2.5472,2.2949,2.3084,149772.31209542,364534.744231174435
1641945600,2022-01-12 00:00:00,C98/USDT,2.4412,2.5621,2.4094,2.522,244622.48473292,602849.87774783108
1641859200,2022-01-11 00:00:00,C98/USDT,2.2448,2.4409,2.2291,2.4409,176272.1692834,419522.645561257761
1641772800,2022-01-10 00:00:00,C98/USDT,2.2944,2.3786,2.0523,2.2404,94388.59685564,211403.121384925922
1641686400,2022-01-09 00:00:00,C98/USDT,2.3201,2.3815,2.2341,2.2964,86683.05419686,200189.681762602882
1641600000,2022-01-08 00:00:00,C98/USDT,2.5424,2.625,2.2873,2.325,179016.90546073,445340.86605679473
1641513600,2022-01-07 00:00:00,C98/USDT,2.3993,2.5868,2.2681,2.5465,201198.27924396,493304.087207613368
1641427200,2022-01-06 00:00:00,C98/USDT,2.4489,2.4782,2.3199,2.3992,85050.65576985,202393.254234560945
1641340800,2022-01-05 00:00:00,C98/USDT,2.5353,2.8975,2.2928,2.4468,357019.09973982,961936.35127574925
1641254400,2022-01-04 00:00:00,C98/USDT,2.3704,2.66,2.3315,2.53,108577.22195189,277688.576209504975
1641168000,2022-01-03 00:00:00,C98/USDT,2.4598,2.4598,2.3071,2.3701,22218.39376548,52975.956091352047
1641081600,2022-01-02 00:00:00,C98/USDT,2.5123,2.5123,2.4153,2.4649,21204.20100679,52257.962466963586
1640995200,2022-01-01 00:00:00,C98/USDT,2.3848,2.525,2.3848,2.525,38224.55815683,94333.524899046479
1640908800,2021-12-31 00:00:00,C98/USDT,2.4494,2.5369,2.3245,2.3893,69980.41111236,171081.198776599182
1640822400,2021-12-30 00:00:00,C98/USDT,2.482,2.5422,2.4051,2.4508,36658.4942659,90795.704983875891
1640736000,2021-12-29 00:00:00,C98/USDT,2.7794,2.8479,2.4428,2.4815,89011.82601675,231285.749577181261
1640649600,2021-12-28 00:00:00,C98/USDT,2.6635,2.9754,2.5063,2.771,253466.39513921,702481.177395668394
