https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WILD,Volume USDT
1643587200,2022-01-31 00:00:00,WILD/USDT,1.4861,1.5537,1.41,1.5167,434587.70238845,642277.898089403498
1643500800,2022-01-30 00:00:00,WILD/USDT,1.5105,1.5626,1.455,1.4862,410745.43096995,618497.557838618705
1643414400,2022-01-29 00:00:00,WILD/USDT,1.4894,1.5757,1.4445,1.5053,595241.41205471,897889.439946607318
1643328000,2022-01-28 00:00:00,WILD/USDT,1.5084,1.5637,1.3664,1.4938,738943.57897667,1077624.164566955244
1643241600,2022-01-27 00:00:00,WILD/USDT,1.6898,1.7192,1.476,1.5084,687752.55434504,1095101.627739605577
1643155200,2022-01-26 00:00:00,WILD/USDT,1.7358,1.9394,1.66,1.6879,659536.16531371,1162058.670141069093
1643068800,2022-01-25 00:00:00,WILD/USDT,1.6673,1.7704,1.63,1.7381,353613.36750122,598653.120123626247
1642982400,2022-01-24 00:00:00,WILD/USDT,1.777,1.8071,1.4272,1.6744,766007.59689944,1207092.532580780065
1642896000,2022-01-23 00:00:00,WILD/USDT,1.6813,1.8467,1.6457,1.7762,433476.95846942,766459.861490686171
1642809600,2022-01-22 00:00:00,WILD/USDT,1.7374,1.8034,1.5147,1.6761,940820.24790707,1575299.795593604785
1642723200,2022-01-21 00:00:00,WILD/USDT,2.1418,2.2148,1.5933,1.7375,904756.77712149,1772538.363855217072
1642636800,2022-01-20 00:00:00,WILD/USDT,2.3782,2.4523,2.1419,2.142,534216.95190287,1226438.991971372476
1642550400,2022-01-19 00:00:00,WILD/USDT,2.6063,2.6455,2.3688,2.3774,387731.93128591,959015.392027205731
1642464000,2022-01-18 00:00:00,WILD/USDT,2.6912,2.7645,2.5096,2.6086,451041.68529606,1192090.858070253053
1642377600,2022-01-17 00:00:00,WILD/USDT,3.0836,3.1172,2.5751,2.68,680997.02207829,1894304.591144193537
1642291200,2022-01-16 00:00:00,WILD/USDT,2.9256,3.29,2.85,3.0839,461572.43698155,1402723.116522281901
1642204800,2022-01-15 00:00:00,WILD/USDT,2.5743,3.1191,2.5001,2.9256,826386.7103975,2362124.320335378173
1642118400,2022-01-14 00:00:00,WILD/USDT,2.5655,2.7127,2.5,2.5745,311586.85356479,802819.152262174234
1642032000,2022-01-13 00:00:00,WILD/USDT,2.7687,2.8604,2.5,2.5589,673114.93186016,1795560.649710556498
1641945600,2022-01-12 00:00:00,WILD/USDT,2.3152,2.77,2.2444,2.7686,921642.29497111,2342382.333377723893
1641859200,2022-01-11 00:00:00,WILD/USDT,2.2261,2.3481,2.2033,2.3102,283523.34259811,644780.625783777817
1641772800,2022-01-10 00:00:00,WILD/USDT,2.3793,2.422,2.1826,2.2263,329746.23555012,756377.71596440243
1641686400,2022-01-09 00:00:00,WILD/USDT,2.2377,2.4426,2.203,2.3793,412376.51542313,952075.700927687501
1641600000,2022-01-08 00:00:00,WILD/USDT,2.3062,2.3534,2.1501,2.2372,436418.89838941,990858.724037295449
1641513600,2022-01-07 00:00:00,WILD/USDT,2.6263,2.6648,2.3,2.3056,552452.45941036,1364860.345725953835
1641427200,2022-01-06 00:00:00,WILD/USDT,2.7556,2.777,2.47,2.6264,826147.01585067,2167919.481688158766
1641340800,2022-01-05 00:00:00,WILD/USDT,3.1858,3.1872,2.6481,2.7585,486349.13299767,1431118.849809258891
1641254400,2022-01-04 00:00:00,WILD/USDT,3.2668,3.2727,3.1351,3.1858,379984.73872062,1220522.78758390084
1641168000,2022-01-03 00:00:00,WILD/USDT,3.4087,3.5234,3.25,3.2668,346091.43471281,1171659.231676860232
1641081600,2022-01-02 00:00:00,WILD/USDT,3.4005,3.4515,3.3558,3.3887,225951.26205494,769167.137966486781
1640995200,2022-01-01 00:00:00,WILD/USDT,3.3057,3.4317,3.2647,3.3974,207645.90637487,694373.204403188177
1640908800,2021-12-31 00:00:00,WILD/USDT,3.3871,3.4578,3.2645,3.2976,303582.92624399,1017512.119085200494
1640822400,2021-12-30 00:00:00,WILD/USDT,3.2953,3.4825,3.2949,3.3837,272010.47596524,918734.280472751759
1640736000,2021-12-29 00:00:00,WILD/USDT,3.6151,3.6389,3.292,3.2949,334169.47694318,1156167.976283171875
1640649600,2021-12-28 00:00:00,WILD/USDT,3.921,3.934,3.5,3.612,443150.40308292,1628489.362559654157
